item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,prompt,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,active_choice_logprob_sum,passive_choice_logprob_sum,passive_minus_active_logprob_sum,active_target_token_count,passive_target_token_count,chosen_structure,passive_choice_indicator
61,processing_teacher_forced,passive,passive,the smezemlom is zlorukruded by the kveruknef .,a klotafdil vrasorkuled a kvenorkul .,a kvenorkul was vrasorkuled by a klotafdil .,the smezemlom is zlorukruded by the kveruknef . ,full_sentence_processing,-6.7108612060546875,-5.902794731987847,0.8080664740668402,-107.373779296875,-106.25030517578125,1.12347412109375,16,18,passive,1.0
61,processing_teacher_forced,no_prime_eos,no_prime_eos,,a klotafdil vrasorkuled a kvenorkul .,a kvenorkul was vrasorkuled by a klotafdil .,<|endoftext|> ,full_sentence_processing,-7.751881122589111,-7.178601582845052,0.5732795397440595,-124.03009796142578,-129.21482849121094,-5.184730529785156,16,18,passive,1.0
61,processing_teacher_forced,no_prime_empty,no_prime_empty,,a klotafdil vrasorkuled a kvenorkul .,a kvenorkul was vrasorkuled by a klotafdil .,,full_sentence_processing,-7.124687194824219,-6.511568705240886,0.613118489583333,-113.9949951171875,-117.20823669433594,-3.2132415771484375,16,18,passive,1.0
61,processing_teacher_forced,filler,filler,The prindle rasped during forven .,a klotafdil vrasorkuled a kvenorkul .,a kvenorkul was vrasorkuled by a klotafdil .,The prindle rasped during forven . ,full_sentence_processing,-7.462130546569824,-6.902688768174913,0.5594417783949108,-119.39408874511719,-124.24839782714844,-4.85430908203125,16,18,passive,1.0
62,processing_teacher_forced,active,active,a grivarbav drusilfins a grisortas .,the frazemzom vrezebzomed the vrepimpav .,the vrepimpav was vrezebzomed by the frazemzom .,a grivarbav drusilfins a grisortas . ,full_sentence_processing,-7.4453223733341,-6.9035596345600325,0.5417627387740671,-126.57048034667969,-131.16763305664062,-4.5971527099609375,17,19,passive,1.0
62,processing_teacher_forced,passive,passive,a grisortas is drusilfined by a grivarbav .,the frazemzom vrezebzomed the vrepimpav .,the vrepimpav was vrezebzomed by the frazemzom .,a grisortas is drusilfined by a grivarbav . ,full_sentence_processing,-7.214028751148897,-6.30281588905736,0.9112128620915367,-122.63848876953125,-119.75350189208984,2.8849868774414062,17,19,passive,1.0
62,processing_teacher_forced,no_prime_eos,no_prime_eos,,the frazemzom vrezebzomed the vrepimpav .,the vrepimpav was vrezebzomed by the frazemzom .,<|endoftext|> ,full_sentence_processing,-8.26895949419807,-7.358055516293175,0.9109039779048951,-140.5723114013672,-139.8030548095703,0.769256591796875,17,19,passive,1.0
62,processing_teacher_forced,no_prime_empty,no_prime_empty,,the frazemzom vrezebzomed the vrepimpav .,the vrepimpav was vrezebzomed by the frazemzom .,,full_sentence_processing,-7.963502771714154,-6.763973838404605,1.1995289333095487,-135.37954711914062,-128.5155029296875,6.864044189453125,17,19,passive,1.0
62,processing_teacher_forced,filler,filler,The krimble flened before narven .,the frazemzom vrezebzomed the vrepimpav .,the vrepimpav was vrezebzomed by the frazemzom .,The krimble flened before narven . ,full_sentence_processing,-7.663798612706802,-6.918245817485609,0.7455527952211929,-130.28457641601562,-131.44667053222656,-1.1620941162109375,17,19,passive,1.0
63,processing_teacher_forced,active,active,a vretafzir kvevarmured a drufimzom .,the vrakudmur kvesornefs the vratafsel .,the vratafsel is kvesornefed by the vrakudmur .,a vretafzir kvevarmured a drufimzom . ,full_sentence_processing,-6.762253761291504,-5.918067932128906,0.8441858291625977,-108.19606018066406,-106.52522277832031,1.67083740234375,16,18,passive,1.0
63,processing_teacher_forced,passive,passive,a drufimzom was kvevarmured by a vretafzir .,the vrakudmur kvesornefs the vratafsel .,the vratafsel is kvesornefed by the vrakudmur .,a drufimzom was kvevarmured by a vretafzir . ,full_sentence_processing,-6.707164287567139,-5.6492970784505205,1.0578672091166181,-107.31462860107422,-101.68734741210938,5.627281188964844,16,18,passive,1.0
63,processing_teacher_forced,no_prime_eos,no_prime_eos,,the vrakudmur kvesornefs the vratafsel .,the vratafsel is kvesornefed by the vrakudmur .,<|endoftext|> ,full_sentence_processing,-7.969510555267334,-7.2390187581380205,0.7304917971293134,-127.51216888427734,-130.30233764648438,-2.7901687622070312,16,18,passive,1.0
63,processing_teacher_forced,no_prime_empty,no_prime_empty,,the vrakudmur kvesornefs the vratafsel .,the vratafsel is kvesornefed by the vrakudmur .,,full_sentence_processing,-7.7812299728393555,-6.955442640516493,0.8257873323228626,-124.49967956542969,-125.19796752929688,-0.6982879638671875,16,18,passive,1.0
63,processing_teacher_forced,filler,filler,The prasket whaved during morden .,the vrakudmur kvesornefs the vratafsel .,the vratafsel is kvesornefed by the vrakudmur .,The prasket whaved during morden . ,full_sentence_processing,-7.734504699707031,-7.022848341200087,0.7116563585069446,-123.7520751953125,-126.41127014160156,-2.6591949462890625,16,18,passive,1.0
64,processing_teacher_forced,active,active,a skozemdil klonorruds a skozebsel .,the plokudsel drupemzired the frataflom .,the frataflom was drupemzired by the plokudsel .,a skozemdil klonorruds a skozebsel . ,full_sentence_processing,-7.401401996612549,-6.830802069769965,0.5705999268425836,-118.42243194580078,-122.95443725585938,-4.532005310058594,16,18,passive,1.0
64,processing_teacher_forced,passive,passive,a skozebsel is klonorruded by a skozemdil .,the plokudsel drupemzired the frataflom .,the frataflom was drupemzired by the plokudsel .,a skozebsel is klonorruded by a skozemdil . ,full_sentence_processing,-7.198749542236328,-6.573696136474609,0.6250534057617188,-115.17999267578125,-118.32653045654297,-3.1465377807617188,16,18,passive,1.0
64,processing_teacher_forced,no_prime_eos,no_prime_eos,,the plokudsel drupemzired the frataflom .,the frataflom was drupemzired by the plokudsel .,<|endoftext|> ,full_sentence_processing,-8.12531566619873,-7.378725687662761,0.7465899785359698,-130.0050506591797,-132.8170623779297,-2.81201171875,16,18,passive,1.0
64,processing_teacher_forced,no_prime_empty,no_prime_empty,,the plokudsel drupemzired the frataflom .,the frataflom was drupemzired by the plokudsel .,,full_sentence_processing,-7.96247673034668,-7.051779429117839,0.9106973012288408,-127.39962768554688,-126.9320297241211,0.46759796142578125,16,18,passive,1.0
64,processing_teacher_forced,filler,filler,The trassel fented beside murven .,the plokudsel drupemzired the frataflom .,the frataflom was drupemzired by the plokudsel .,The trassel fented beside murven . ,full_sentence_processing,-7.592855930328369,-7.0539135403103295,0.5389423900180397,-121.4856948852539,-126.97044372558594,-5.484748840332031,16,18,passive,1.0
65,processing_teacher_forced,active,active,the smevakrab smegafdils the klotafdil .,a zlosillom zrazemgored a brisilsel .,a brisilsel was zrazemgored by a zlosillom .,the smevakrab smegafdils the klotafdil . ,full_sentence_processing,-6.779893398284912,-6.633405473497179,0.1464879247877331,-108.4782943725586,-119.40129852294922,-10.923004150390625,16,18,passive,1.0
65,processing_teacher_forced,passive,passive,the klotafdil is smegafdiled by the smevakrab .,a zlosillom zrazemgored a brisilsel .,a brisilsel was zrazemgored by a zlosillom .,the klotafdil is smegafdiled by the smevakrab . ,full_sentence_processing,-6.757521629333496,-6.255680931939019,0.5018406973944769,-108.12034606933594,-112.60225677490234,-4.481910705566406,16,18,passive,1.0
65,processing_teacher_forced,no_prime_eos,no_prime_eos,,a zlosillom zrazemgored a brisilsel .,a brisilsel was zrazemgored by a zlosillom .,<|endoftext|> ,full_sentence_processing,-8.03249454498291,-7.161929660373264,0.8705648846096459,-128.51991271972656,-128.91473388671875,-0.3948211669921875,16,18,passive,1.0
65,processing_teacher_forced,no_prime_empty,no_prime_empty,,a zlosillom zrazemgored a brisilsel .,a brisilsel was zrazemgored by a zlosillom .,,full_sentence_processing,-7.684648513793945,-6.919149610731337,0.7654989030626087,-122.95437622070312,-124.54469299316406,-1.5903167724609375,16,18,passive,1.0
65,processing_teacher_forced,filler,filler,The drabble quisted in varlen .,a zlosillom zrazemgored a brisilsel .,a brisilsel was zrazemgored by a zlosillom .,The drabble quisted in varlen . ,full_sentence_processing,-7.391332626342773,-6.792096879747179,0.5992357465955944,-118.26132202148438,-122.25774383544922,-3.9964218139648438,16,18,passive,1.0
66,processing_teacher_forced,active,active,the smekudlom vregafvols the klosilfin .,a brikudtas skopemkuled a pnezebkul .,a pnezebkul was skopemkuled by a brikudtas .,the smekudlom vregafvols the klosilfin . ,full_sentence_processing,-6.071358998616536,-5.6895393371582035,0.3818196614583327,-109.28446197509766,-113.79078674316406,-4.506324768066406,18,20,passive,1.0
66,processing_teacher_forced,passive,passive,the klosilfin is vregafvoled by the smekudlom .,a brikudtas skopemkuled a pnezebkul .,a pnezebkul was skopemkuled by a brikudtas .,the klosilfin is vregafvoled by the smekudlom . ,full_sentence_processing,-6.056139628092448,-5.391490173339844,0.6646494547526043,-109.01051330566406,-107.82980346679688,1.1807098388671875,18,20,passive,1.0
66,processing_teacher_forced,no_prime_eos,no_prime_eos,,a brikudtas skopemkuled a pnezebkul .,a pnezebkul was skopemkuled by a brikudtas .,<|endoftext|> ,full_sentence_processing,-7.123403761121962,-6.925319671630859,0.19808408949110223,-128.2212677001953,-138.5063934326172,-10.285125732421875,18,20,passive,1.0
66,processing_teacher_forced,no_prime_empty,no_prime_empty,,a brikudtas skopemkuled a pnezebkul .,a pnezebkul was skopemkuled by a brikudtas .,,full_sentence_processing,-6.636250389946832,-6.590364074707031,0.0458863152398008,-119.45250701904297,-131.80728149414062,-12.354774475097656,18,20,passive,1.0
66,processing_teacher_forced,filler,filler,The glimmer farned in jasken .,a brikudtas skopemkuled a pnezebkul .,a pnezebkul was skopemkuled by a brikudtas .,The glimmer farned in jasken . ,full_sentence_processing,-6.964836968315972,-6.535305786132812,0.42953118218316,-125.3670654296875,-130.70611572265625,-5.33905029296875,18,20,passive,1.0
67,processing_teacher_forced,active,active,a kvesorrud grineldils a britorkul .,the klosilfin mnilodkeded the vretafzir .,the vretafzir was mnilodkeded by the klosilfin .,a kvesorrud grineldils a britorkul . ,full_sentence_processing,-6.858866972081802,-6.440034565172698,0.41883240690910384,-116.60073852539062,-122.36065673828125,-5.759918212890625,17,19,passive,1.0
67,processing_teacher_forced,passive,passive,a britorkul is grineldiled by a kvesorrud .,the klosilfin mnilodkeded the vretafzir .,the vretafzir was mnilodkeded by the klosilfin .,a britorkul is grineldiled by a kvesorrud . ,full_sentence_processing,-6.707370533662684,-5.968991731342516,0.7383788023201676,-114.02529907226562,-113.41084289550781,0.6144561767578125,17,19,passive,1.0
67,processing_teacher_forced,no_prime_eos,no_prime_eos,,the klosilfin mnilodkeded the vretafzir .,the vretafzir was mnilodkeded by the klosilfin .,<|endoftext|> ,full_sentence_processing,-7.6128064323874085,-7.220998663651316,0.3918077687360926,-129.41770935058594,-137.198974609375,-7.7812652587890625,17,19,passive,1.0
67,processing_teacher_forced,no_prime_empty,no_prime_empty,,the klosilfin mnilodkeded the vretafzir .,the vretafzir was mnilodkeded by the klosilfin .,,full_sentence_processing,-7.143990909352022,-7.2998199462890625,-0.15582903693704075,-121.44784545898438,-138.6965789794922,-17.248733520507812,17,19,active,0.0
67,processing_teacher_forced,filler,filler,The trassel fented beside murven .,the klosilfin mnilodkeded the vretafzir .,the vretafzir was mnilodkeded by the klosilfin .,The trassel fented beside murven . ,full_sentence_processing,-7.003047718721278,-6.577959562602796,0.4250881561184814,-119.05181121826172,-124.98123168945312,-5.929420471191406,17,19,passive,1.0
68,processing_teacher_forced,active,active,the tlunelsel skopemkuls the smekudlom .,a brikudtas grinellomed a vramolsim .,a vramolsim was grinellomed by a brikudtas .,the tlunelsel skopemkuls the smekudlom . ,full_sentence_processing,-6.849340438842773,-6.353475782606337,0.49586465623643683,-109.58944702148438,-114.36256408691406,-4.7731170654296875,16,18,passive,1.0
68,processing_teacher_forced,passive,passive,the smekudlom is skopemkuled by the tlunelsel .,a brikudtas grinellomed a vramolsim .,a vramolsim was grinellomed by a brikudtas .,the smekudlom is skopemkuled by the tlunelsel . ,full_sentence_processing,-6.982580184936523,-6.009879218207465,0.9727009667290583,-111.72128295898438,-108.17782592773438,3.54345703125,16,18,passive,1.0
68,processing_teacher_forced,no_prime_eos,no_prime_eos,,a brikudtas grinellomed a vramolsim .,a vramolsim was grinellomed by a brikudtas .,<|endoftext|> ,full_sentence_processing,-7.759945392608643,-7.001441107855903,0.7585042847527399,-124.15912628173828,-126.02593994140625,-1.8668136596679688,16,18,passive,1.0
68,processing_teacher_forced,no_prime_empty,no_prime_empty,,a brikudtas grinellomed a vramolsim .,a vramolsim was grinellomed by a brikudtas .,,full_sentence_processing,-7.271268367767334,-6.660413106282552,0.6108552614847822,-116.34029388427734,-119.88743591308594,-3.5471420288085938,16,18,passive,1.0
68,processing_teacher_forced,filler,filler,The trasket draved on molven .,a brikudtas grinellomed a vramolsim .,a vramolsim was grinellomed by a brikudtas .,The trasket draved on molven . ,full_sentence_processing,-7.549798965454102,-6.809887356228298,0.7399116092258033,-120.79678344726562,-122.57797241210938,-1.78118896484375,16,18,passive,1.0
69,processing_teacher_forced,active,active,the vretortas grinelloms the kvedulrab .,a kvevarzom vrerukgored a klogafrud .,a klogafrud was vrerukgored by a kvevarzom .,the vretortas grinelloms the kvedulrab . ,full_sentence_processing,-5.9302978515625,-5.82037467956543,0.10992317199707013,-106.745361328125,-116.4074935913086,-9.662132263183594,18,20,passive,1.0
69,processing_teacher_forced,passive,passive,the kvedulrab is grinellomed by the vretortas .,a kvevarzom vrerukgored a klogafrud .,a klogafrud was vrerukgored by a kvevarzom .,the kvedulrab is grinellomed by the vretortas . ,full_sentence_processing,-5.8488616943359375,-5.668777847290039,0.18008384704589808,-105.27951049804688,-113.37555694580078,-8.096046447753906,18,20,passive,1.0
69,processing_teacher_forced,no_prime_eos,no_prime_eos,,a kvevarzom vrerukgored a klogafrud .,a klogafrud was vrerukgored by a kvevarzom .,<|endoftext|> ,full_sentence_processing,-7.273998684353298,-6.962086486816406,0.31191219753689214,-130.93197631835938,-139.24172973632812,-8.30975341796875,18,20,passive,1.0
69,processing_teacher_forced,no_prime_empty,no_prime_empty,,a kvevarzom vrerukgored a klogafrud .,a klogafrud was vrerukgored by a kvevarzom .,,full_sentence_processing,-6.66810777452257,-6.624144744873047,0.04396302964952259,-120.02593994140625,-132.48289489746094,-12.456954956054688,18,20,passive,1.0
69,processing_teacher_forced,filler,filler,The flinder trassed across jorven .,a kvevarzom vrerukgored a klogafrud .,a klogafrud was vrerukgored by a kvevarzom .,The flinder trassed across jorven . ,full_sentence_processing,-6.751226213243273,-6.536018371582031,0.21520784166124152,-121.5220718383789,-130.72036743164062,-9.198295593261719,18,20,passive,1.0
70,processing_teacher_forced,active,active,a fravaksel skopemkuls a zraduldil .,the britorkul kvezemrabed the frapemsim .,the frapemsim was kvezemrabed by the britorkul .,a fravaksel skopemkuls a zraduldil . ,full_sentence_processing,-7.3871002197265625,-6.677089267306858,0.7100109524197045,-118.193603515625,-120.18760681152344,-1.9940032958984375,16,18,passive,1.0
70,processing_teacher_forced,passive,passive,a zraduldil is skopemkuled by a fravaksel .,the britorkul kvezemrabed the frapemsim .,the frapemsim was kvezemrabed by the britorkul .,a zraduldil is skopemkuled by a fravaksel . ,full_sentence_processing,-7.018802642822266,-6.258485582139757,0.7603170606825085,-112.30084228515625,-112.65274047851562,-0.351898193359375,16,18,passive,1.0
70,processing_teacher_forced,no_prime_eos,no_prime_eos,,the britorkul kvezemrabed the frapemsim .,the frapemsim was kvezemrabed by the britorkul .,<|endoftext|> ,full_sentence_processing,-7.9360551834106445,-7.213138156467014,0.7229170269436302,-126.97688293457031,-129.83648681640625,-2.8596038818359375,16,18,passive,1.0
70,processing_teacher_forced,no_prime_empty,no_prime_empty,,the britorkul kvezemrabed the frapemsim .,the frapemsim was kvezemrabed by the britorkul .,,full_sentence_processing,-7.432585716247559,-6.914145999484592,0.5184397167629662,-118.92137145996094,-124.45462799072266,-5.533256530761719,16,18,passive,1.0
70,processing_teacher_forced,filler,filler,The prantel staved behind nulven .,the britorkul kvezemrabed the frapemsim .,the frapemsim was kvezemrabed by the britorkul .,The prantel staved behind nulven . ,full_sentence_processing,-7.3230462074279785,-6.852874755859375,0.4701714515686035,-117.16873931884766,-123.35174560546875,-6.183006286621094,16,18,passive,1.0
71,processing_teacher_forced,active,active,the vrefimdil grineldiled the pnezebkul .,a smevakrab mnilodkeds a vretafzir .,a vretafzir is mnilodkeded by a smevakrab .,the vrefimdil grineldiled the pnezebkul . ,full_sentence_processing,-6.7715440637925095,-6.358949360094573,0.4125947036979367,-115.11624908447266,-120.82003784179688,-5.703788757324219,17,19,passive,1.0
71,processing_teacher_forced,passive,passive,the pnezebkul was grineldiled by the vrefimdil .,a smevakrab mnilodkeds a vretafzir .,a vretafzir is mnilodkeded by a smevakrab .,the pnezebkul was grineldiled by the vrefimdil . ,full_sentence_processing,-6.706108542049632,-6.067689996016653,0.6384185460329794,-114.00384521484375,-115.2861099243164,-1.2822647094726562,17,19,passive,1.0
71,processing_teacher_forced,no_prime_eos,no_prime_eos,,a smevakrab mnilodkeds a vretafzir .,a vretafzir is mnilodkeded by a smevakrab .,<|endoftext|> ,full_sentence_processing,-7.586558622472427,-7.560250533254523,0.026308089217903508,-128.97149658203125,-143.64476013183594,-14.673263549804688,17,19,passive,1.0
71,processing_teacher_forced,no_prime_empty,no_prime_empty,,a smevakrab mnilodkeds a vretafzir .,a vretafzir is mnilodkeded by a smevakrab .,,full_sentence_processing,-7.111253177418428,-7.125815140573602,-0.014561963155173885,-120.89130401611328,-135.39048767089844,-14.499183654785156,17,19,active,0.0
71,processing_teacher_forced,filler,filler,The prasket whaved during morden .,a smevakrab mnilodkeds a vretafzir .,a vretafzir is mnilodkeded by a smevakrab .,The prasket whaved during morden . ,full_sentence_processing,-7.550837797277114,-7.282205682051809,0.26863211522530506,-128.36424255371094,-138.36190795898438,-9.997665405273438,17,19,passive,1.0
72,processing_teacher_forced,active,active,a tlunelsel zlorukruded a mnikudpav .,the pnezebkul vrerukgors the kvetorfin .,the kvetorfin is vrerukgored by the pnezebkul .,a tlunelsel zlorukruded a mnikudpav . ,full_sentence_processing,-6.828399658203125,-6.456957766884251,0.37144189131887373,-116.08279418945312,-122.68219757080078,-6.599403381347656,17,19,passive,1.0
72,processing_teacher_forced,passive,passive,a mnikudpav was zlorukruded by a tlunelsel .,the pnezebkul vrerukgors the kvetorfin .,the kvetorfin is vrerukgored by the pnezebkul .,a mnikudpav was zlorukruded by a tlunelsel . ,full_sentence_processing,-6.909109227797565,-6.225245827122738,0.6838634006748263,-117.4548568725586,-118.27967071533203,-0.8248138427734375,17,19,passive,1.0
72,processing_teacher_forced,no_prime_eos,no_prime_eos,,the pnezebkul vrerukgors the kvetorfin .,the kvetorfin is vrerukgored by the pnezebkul .,<|endoftext|> ,full_sentence_processing,-7.907879100126379,-7.283861662212171,0.6240174379142074,-134.43394470214844,-138.39337158203125,-3.9594268798828125,17,19,passive,1.0
72,processing_teacher_forced,no_prime_empty,no_prime_empty,,the pnezebkul vrerukgors the kvetorfin .,the kvetorfin is vrerukgored by the pnezebkul .,,full_sentence_processing,-7.531930362477022,-6.93124710886102,0.600683253616002,-128.04281616210938,-131.69369506835938,-3.65087890625,17,19,passive,1.0
72,processing_teacher_forced,filler,filler,The prindle rasped during forven .,the pnezebkul vrerukgors the kvetorfin .,the kvetorfin is vrerukgored by the pnezebkul .,The prindle rasped during forven . ,full_sentence_processing,-7.695927339441636,-7.325338263260691,0.37058907618094494,-130.8307647705078,-139.18142700195312,-8.350662231445312,17,19,passive,1.0
73,processing_teacher_forced,active,active,the britorkul kvezemrabed the klogafrud .,a pnezebkul kvesornefs a kvenorkul .,a kvenorkul is kvesornefed by a pnezebkul .,the britorkul kvezemrabed the klogafrud . ,full_sentence_processing,-6.264293193817139,-6.071281433105469,0.19301176071166992,-100.22869110107422,-109.28306579589844,-9.054374694824219,16,18,passive,1.0
73,processing_teacher_forced,passive,passive,the klogafrud was kvezemrabed by the britorkul .,a pnezebkul kvesornefs a kvenorkul .,a kvenorkul is kvesornefed by a pnezebkul .,the klogafrud was kvezemrabed by the britorkul . ,full_sentence_processing,-6.257654190063477,-5.394903394911024,0.8627507951524525,-100.12246704101562,-97.10826110839844,3.0142059326171875,16,18,passive,1.0
73,processing_teacher_forced,no_prime_eos,no_prime_eos,,a pnezebkul kvesornefs a kvenorkul .,a kvenorkul is kvesornefed by a pnezebkul .,<|endoftext|> ,full_sentence_processing,-8.032685279846191,-7.394199795193142,0.6384854846530494,-128.52296447753906,-133.09559631347656,-4.5726318359375,16,18,passive,1.0
73,processing_teacher_forced,no_prime_empty,no_prime_empty,,a pnezebkul kvesornefs a kvenorkul .,a kvenorkul is kvesornefed by a pnezebkul .,,full_sentence_processing,-7.56603479385376,-6.586525387234158,0.9795094066196022,-121.05655670166016,-118.55745697021484,2.4990997314453125,16,18,passive,1.0
73,processing_teacher_forced,filler,filler,The drimlet vorked before talven .,a pnezebkul kvesornefs a kvenorkul .,a kvenorkul is kvesornefed by a pnezebkul .,The drimlet vorked before talven . ,full_sentence_processing,-7.280356407165527,-6.936751471625434,0.3436049355400934,-116.48570251464844,-124.86152648925781,-8.375823974609375,16,18,passive,1.0
74,processing_teacher_forced,active,active,a plolodnef kvenelfined a tlunelsel .,the fradulvek smedulpavs the mnikudpav .,the mnikudpav is smedulpaved by the fradulvek .,a plolodnef kvenelfined a tlunelsel . ,full_sentence_processing,-6.334786732991536,-6.2537303723787,0.08105636061283583,-114.02616119384766,-118.82087707519531,-4.794715881347656,18,19,passive,1.0
74,processing_teacher_forced,passive,passive,a tlunelsel was kvenelfined by a plolodnef .,the fradulvek smedulpavs the mnikudpav .,the mnikudpav is smedulpaved by the fradulvek .,a tlunelsel was kvenelfined by a plolodnef . ,full_sentence_processing,-6.501046922471788,-6.20326754921361,0.2977793732581784,-117.01884460449219,-117.8620834350586,-0.8432388305664062,18,19,passive,1.0
74,processing_teacher_forced,no_prime_eos,no_prime_eos,,the fradulvek smedulpavs the mnikudpav .,the mnikudpav is smedulpaved by the fradulvek .,<|endoftext|> ,full_sentence_processing,-7.1902050442165795,-6.934610467208059,0.2555945770085204,-129.42369079589844,-131.75759887695312,-2.3339080810546875,18,19,passive,1.0
74,processing_teacher_forced,no_prime_empty,no_prime_empty,,the fradulvek smedulpavs the mnikudpav .,the mnikudpav is smedulpaved by the fradulvek .,,full_sentence_processing,-7.026018354627821,-6.528743944670024,0.4972744099577966,-126.46833038330078,-124.04613494873047,2.4221954345703125,18,19,passive,1.0
74,processing_teacher_forced,filler,filler,The drimlet vorked before talven .,the fradulvek smedulpavs the mnikudpav .,the mnikudpav is smedulpaved by the fradulvek .,The drimlet vorked before talven . ,full_sentence_processing,-6.80225329928928,-6.574484574167352,0.22776872512192803,-122.44055938720703,-124.91520690917969,-2.4746475219726562,18,19,passive,1.0
75,processing_teacher_forced,active,active,the smezemlom vragafmured the franorbav .,a plolodnef zrarukloms a zraduldil .,a zraduldil is zraruklomed by a plolodnef .,the smezemlom vragafmured the franorbav . ,full_sentence_processing,-6.527149873621323,-6.354268927323191,0.17288094629813244,-110.9615478515625,-120.73110961914062,-9.769561767578125,17,19,passive,1.0
75,processing_teacher_forced,passive,passive,the franorbav was vragafmured by the smezemlom .,a plolodnef zrarukloms a zraduldil .,a zraduldil is zraruklomed by a plolodnef .,the franorbav was vragafmured by the smezemlom . ,full_sentence_processing,-6.564174427705653,-5.962379857113487,0.6017945705921655,-111.5909652709961,-113.28521728515625,-1.6942520141601562,17,19,passive,1.0
75,processing_teacher_forced,no_prime_eos,no_prime_eos,,a plolodnef zrarukloms a zraduldil .,a zraduldil is zraruklomed by a plolodnef .,<|endoftext|> ,full_sentence_processing,-7.41770351634306,-7.5321494654605265,-0.1144459491174663,-126.10095977783203,-143.11083984375,-17.00988006591797,17,19,active,0.0
75,processing_teacher_forced,no_prime_empty,no_prime_empty,,a plolodnef zrarukloms a zraduldil .,a zraduldil is zraruklomed by a plolodnef .,,full_sentence_processing,-7.033643385943244,-7.0234214381167765,0.01022194782646757,-119.57193756103516,-133.44500732421875,-13.873069763183594,17,19,passive,1.0
75,processing_teacher_forced,filler,filler,The slinter maved after bralken .,a plolodnef zrarukloms a zraduldil .,a zraduldil is zraruklomed by a plolodnef .,The slinter maved after bralken . ,full_sentence_processing,-7.133686738855698,-6.901642648797286,0.23204409005841242,-121.27267456054688,-131.13121032714844,-9.858535766601562,17,19,passive,1.0
76,processing_teacher_forced,active,active,the vratafsel smevarbavs the tlunelsel .,a frazemzom smedulpaved a frataflom .,a frataflom was smedulpaved by a frazemzom .,the vratafsel smevarbavs the tlunelsel . ,full_sentence_processing,-6.685785293579102,-6.58425055609809,0.10153473748101138,-106.97256469726562,-118.51651000976562,-11.5439453125,16,18,passive,1.0
76,processing_teacher_forced,passive,passive,the tlunelsel is smevarbaved by the vratafsel .,a frazemzom smedulpaved a frataflom .,a frataflom was smedulpaved by a frazemzom .,the tlunelsel is smevarbaved by the vratafsel . ,full_sentence_processing,-6.699843406677246,-6.01480950249566,0.6850339041815863,-107.19749450683594,-108.26657104492188,-1.0690765380859375,16,18,passive,1.0
76,processing_teacher_forced,no_prime_eos,no_prime_eos,,a frazemzom smedulpaved a frataflom .,a frataflom was smedulpaved by a frazemzom .,<|endoftext|> ,full_sentence_processing,-8.466190338134766,-7.5712025960286455,0.8949877421061201,-135.45904541015625,-136.28164672851562,-0.822601318359375,16,18,passive,1.0
76,processing_teacher_forced,no_prime_empty,no_prime_empty,,a frazemzom smedulpaved a frataflom .,a frataflom was smedulpaved by a frazemzom .,,full_sentence_processing,-8.130241394042969,-7.176395840115017,0.9538455539279518,-130.0838623046875,-129.1751251220703,0.9087371826171875,16,18,passive,1.0
76,processing_teacher_forced,filler,filler,The prasket whaved during morden .,a frazemzom smedulpaved a frataflom .,a frataflom was smedulpaved by a frazemzom .,The prasket whaved during morden . ,full_sentence_processing,-7.904174327850342,-7.629581027560764,0.2745933002895775,-126.46678924560547,-137.33245849609375,-10.865669250488281,16,18,passive,1.0
77,processing_teacher_forced,active,active,a smesormur bripemloms a klosilfin .,the drutorked vrezebzomed the kveruknef .,the kveruknef was vrezebzomed by the drutorked .,a smesormur bripemloms a klosilfin . ,full_sentence_processing,-7.264620612649357,-7.0220481471011515,0.24257246554820533,-123.49855041503906,-133.41891479492188,-9.920364379882812,17,19,passive,1.0
77,processing_teacher_forced,passive,passive,a klosilfin is bripemlomed by a smesormur .,the drutorked vrezebzomed the kveruknef .,the kveruknef was vrezebzomed by the drutorked .,a klosilfin is bripemlomed by a smesormur . ,full_sentence_processing,-7.320724936092601,-6.6699572111430925,0.6507677249495085,-124.45232391357422,-126.72918701171875,-2.2768630981445312,17,19,passive,1.0
77,processing_teacher_forced,no_prime_eos,no_prime_eos,,the drutorked vrezebzomed the kveruknef .,the kveruknef was vrezebzomed by the drutorked .,<|endoftext|> ,full_sentence_processing,-8.053018008961397,-7.500026502107319,0.5529915068540774,-136.90130615234375,-142.50050354003906,-5.5991973876953125,17,19,passive,1.0
77,processing_teacher_forced,no_prime_empty,no_prime_empty,,the drutorked vrezebzomed the kveruknef .,the kveruknef was vrezebzomed by the drutorked .,,full_sentence_processing,-8.034890567555147,-7.29548484400699,0.739405723548157,-136.5931396484375,-138.6142120361328,-2.0210723876953125,17,19,passive,1.0
77,processing_teacher_forced,filler,filler,The vornel stonned during nalven .,the drutorked vrezebzomed the kveruknef .,the kveruknef was vrezebzomed by the drutorked .,The vornel stonned during nalven . ,full_sentence_processing,-7.18576857622932,-6.925353200812089,0.2604153754172307,-122.15806579589844,-131.5817108154297,-9.42364501953125,17,19,passive,1.0
