candidate,source_template,gpt2_token_count,gpt2_token_id,gpt2_token,recommendation,risk_flags
zav,old_middle_head_plus_coda_tail,2,,Ġz av,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zed,old_middle_head_plus_coda_tail,2,,Ġz ed,reject,not_one_gpt2_token;token_surface_mismatch;exact_dictionary_word;suffix_like;edit_distance_1_from_lexicon
zef,old_middle_head_plus_coda_tail,2,,Ġz ef,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zek,old_middle_head_plus_coda_tail,2,,Ġz ek,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zel,old_middle_head_plus_coda_tail,2,,Ġz el,reject,not_one_gpt2_token;token_surface_mismatch;exact_dictionary_word;edit_distance_1_from_lexicon
zil,old_middle_head_plus_coda_tail,2,,Ġz il,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zim,old_middle_head_plus_coda_tail,2,,Ġz im,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zin,old_middle_head_plus_coda_tail,2,,Ġz in,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zol,old_middle_head_plus_coda_tail,2,,Ġz ol,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zom,old_middle_head_plus_coda_tail,2,,Ġz om,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zor,old_middle_head_plus_coda_tail,2,,Ġz or,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zud,old_middle_head_plus_coda_tail,2,,Ġz ud,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zul,old_middle_head_plus_coda_tail,2,,Ġz ul,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zur,old_middle_head_plus_coda_tail,2,,Ġz ur,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
brb,old_onset_head_plus_middle_tail,2,,Ġbr b,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
brd,old_onset_head_plus_middle_tail,2,,Ġbr d,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
brf,old_onset_head_plus_middle_tail,2,,Ġbr f,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
brk,old_onset_head_plus_middle_tail,2,,Ġbr k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
brl,old_onset_head_plus_middle_tail,2,,Ġbr l,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
brm,old_onset_head_plus_middle_tail,2,,Ġbr m,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
brr,old_onset_head_plus_middle_tail,2,,Ġbr r,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
drb,old_onset_head_plus_middle_tail,2,,Ġdr b,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
drd,old_onset_head_plus_middle_tail,2,,Ġdr d,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
drf,old_onset_head_plus_middle_tail,2,,Ġdr f,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
drk,old_onset_head_plus_middle_tail,2,,Ġdr k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
drl,old_onset_head_plus_middle_tail,2,,Ġdr l,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
drm,old_onset_head_plus_middle_tail,2,,Ġdr m,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
drr,old_onset_head_plus_middle_tail,2,,Ġdr r,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
frb,old_onset_head_plus_middle_tail,2,,Ġfr b,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
frd,old_onset_head_plus_middle_tail,2,,Ġfr d,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
frf,old_onset_head_plus_middle_tail,2,,Ġfr f,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
frk,old_onset_head_plus_middle_tail,2,,Ġfr k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
frl,old_onset_head_plus_middle_tail,2,,Ġfr l,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
frm,old_onset_head_plus_middle_tail,2,,Ġfr m,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
frr,old_onset_head_plus_middle_tail,2,,Ġfr r,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
grb,old_onset_head_plus_middle_tail,2,,Ġgr b,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
grd,old_onset_head_plus_middle_tail,2,,Ġgr d,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
grf,old_onset_head_plus_middle_tail,2,,Ġgr f,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
grk,old_onset_head_plus_middle_tail,2,,Ġgr k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
grl,old_onset_head_plus_middle_tail,2,,Ġgr l,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
grm,old_onset_head_plus_middle_tail,2,,Ġgr m,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
grr,old_onset_head_plus_middle_tail,2,,Ġgr r,reject,not_one_gpt2_token;token_surface_mismatch;exact_dictionary_word;edit_distance_1_from_lexicon
klb,old_onset_head_plus_middle_tail,2,,Ġk lb,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kld,old_onset_head_plus_middle_tail,2,,Ġk ld,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
klf,old_onset_head_plus_middle_tail,2,,Ġk lf,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
klk,old_onset_head_plus_middle_tail,3,,Ġk l k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kll,old_onset_head_plus_middle_tail,2,,Ġk ll,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
klm,old_onset_head_plus_middle_tail,3,,Ġk l m,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
klr,old_onset_head_plus_middle_tail,2,,Ġk lr,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kvb,old_onset_head_plus_middle_tail,3,,Ġk v b,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kvd,old_onset_head_plus_middle_tail,2,,Ġk vd,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kvf,old_onset_head_plus_middle_tail,3,,Ġk v f,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kvk,old_onset_head_plus_middle_tail,3,,Ġk v k,reject,not_one_gpt2_token;token_surface_mismatch
kvl,old_onset_head_plus_middle_tail,2,,Ġk vl,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kvm,old_onset_head_plus_middle_tail,2,,Ġk vm,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kvr,old_onset_head_plus_middle_tail,2,,Ġk vr,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
mnb,old_onset_head_plus_middle_tail,2,,Ġm nb,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
mnd,old_onset_head_plus_middle_tail,2,,Ġm nd,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
mnf,old_onset_head_plus_middle_tail,3,,Ġm n f,reject,not_one_gpt2_token;token_surface_mismatch
mnk,old_onset_head_plus_middle_tail,3,,Ġm n k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
mnl,old_onset_head_plus_middle_tail,2,,Ġm nl,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
mnm,old_onset_head_plus_middle_tail,2,,Ġm nm,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
mnr,old_onset_head_plus_middle_tail,2,,Ġm nr,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
plb,old_onset_head_plus_middle_tail,2,,Ġpl b,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
pld,old_onset_head_plus_middle_tail,2,,Ġp ld,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
plf,old_onset_head_plus_middle_tail,2,,Ġpl f,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
plk,old_onset_head_plus_middle_tail,2,,Ġpl k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
pll,old_onset_head_plus_middle_tail,2,,Ġp ll,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
plm,old_onset_head_plus_middle_tail,2,,Ġpl m,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
plr,old_onset_head_plus_middle_tail,2,,Ġpl r,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
pnb,old_onset_head_plus_middle_tail,2,,Ġp nb,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
pnd,old_onset_head_plus_middle_tail,2,,Ġp nd,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
pnf,old_onset_head_plus_middle_tail,3,,Ġp n f,reject,not_one_gpt2_token;token_surface_mismatch
pnk,old_onset_head_plus_middle_tail,3,,Ġp n k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
pnl,old_onset_head_plus_middle_tail,2,,Ġp nl,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
pnm,old_onset_head_plus_middle_tail,2,,Ġp nm,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
pnr,old_onset_head_plus_middle_tail,2,,Ġp nr,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skb,old_onset_head_plus_middle_tail,2,,Ġsk b,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skd,old_onset_head_plus_middle_tail,2,,Ġsk d,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skf,old_onset_head_plus_middle_tail,2,,Ġsk f,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skk,old_onset_head_plus_middle_tail,2,,Ġsk k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skl,old_onset_head_plus_middle_tail,2,,Ġsk l,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skm,old_onset_head_plus_middle_tail,2,,Ġsk m,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skr,old_onset_head_plus_middle_tail,2,,Ġsk r,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smb,old_onset_head_plus_middle_tail,2,,Ġsm b,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smd,old_onset_head_plus_middle_tail,2,,Ġsm d,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smf,old_onset_head_plus_middle_tail,2,,Ġsm f,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smk,old_onset_head_plus_middle_tail,2,,Ġsm k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
sml,old_onset_head_plus_middle_tail,2,,Ġsm l,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smm,old_onset_head_plus_middle_tail,2,,Ġsm m,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smr,old_onset_head_plus_middle_tail,2,,Ġsm r,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
tlb,old_onset_head_plus_middle_tail,2,,Ġt lb,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
tld,old_onset_head_plus_middle_tail,2,,Ġt ld,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
tlf,old_onset_head_plus_middle_tail,2,,Ġt lf,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
tlk,old_onset_head_plus_middle_tail,3,,Ġt l k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
tll,old_onset_head_plus_middle_tail,2,,Ġt ll,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
tlm,old_onset_head_plus_middle_tail,3,,Ġt l m,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
tlr,old_onset_head_plus_middle_tail,2,,Ġt lr,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vrb,old_onset_head_plus_middle_tail,2,,Ġv rb,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vrd,old_onset_head_plus_middle_tail,2,,Ġv rd,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vrf,old_onset_head_plus_middle_tail,2,,Ġv rf,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vrk,old_onset_head_plus_middle_tail,3,,Ġv r k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vrl,old_onset_head_plus_middle_tail,2,,Ġv rl,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vrm,old_onset_head_plus_middle_tail,2,,Ġv rm,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vrr,old_onset_head_plus_middle_tail,2,,Ġv rr,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zlb,old_onset_head_plus_middle_tail,2,,Ġz lb,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zld,old_onset_head_plus_middle_tail,2,,Ġz ld,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zlf,old_onset_head_plus_middle_tail,2,,Ġz lf,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zlk,old_onset_head_plus_middle_tail,3,,Ġz l k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zll,old_onset_head_plus_middle_tail,2,,Ġz ll,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zlm,old_onset_head_plus_middle_tail,3,,Ġz l m,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zlr,old_onset_head_plus_middle_tail,2,,Ġz lr,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zrb,old_onset_head_plus_middle_tail,2,,Ġz rb,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zrd,old_onset_head_plus_middle_tail,2,,Ġz rd,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zrf,old_onset_head_plus_middle_tail,2,,Ġz rf,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zrk,old_onset_head_plus_middle_tail,3,,Ġz r k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zrl,old_onset_head_plus_middle_tail,2,,Ġz rl,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zrm,old_onset_head_plus_middle_tail,2,,Ġz rm,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zrr,old_onset_head_plus_middle_tail,2,,Ġz rr,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
briab,old_onset_plus_coda_tail,2,,Ġbri ab,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
brias,old_onset_plus_coda_tail,2,,Ġbri as,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
briav,old_onset_plus_coda_tail,2,,Ġbri av,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
bried,old_onset_plus_coda_tail,2,,Ġb ried,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
brief,old_onset_plus_coda_tail,1,4506,Ġbrief,reject,exact_dictionary_word;edit_distance_1_from_lexicon
briek,old_onset_plus_coda_tail,2,,Ġbri ek,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
briel,old_onset_plus_coda_tail,2,,Ġb riel,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
briil,old_onset_plus_coda_tail,2,,Ġbri il,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
briim,old_onset_plus_coda_tail,2,,Ġbri im,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
briin,old_onset_plus_coda_tail,2,,Ġbri in,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
briir,old_onset_plus_coda_tail,2,,Ġbri ir,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
briol,old_onset_plus_coda_tail,2,,Ġbri ol,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
briom,old_onset_plus_coda_tail,2,,Ġbri om,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
brior,old_onset_plus_coda_tail,2,,Ġb rior,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
briud,old_onset_plus_coda_tail,2,,Ġbri ud,reject,not_one_gpt2_token;token_surface_mismatch
briul,old_onset_plus_coda_tail,2,,Ġbri ul,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
briur,old_onset_plus_coda_tail,2,,Ġbri ur,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
druab,old_onset_plus_coda_tail,2,,Ġdru ab,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
druas,old_onset_plus_coda_tail,2,,Ġdru as,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
druav,old_onset_plus_coda_tail,2,,Ġdru av,reject,not_one_gpt2_token;token_surface_mismatch
drued,old_onset_plus_coda_tail,2,,Ġd rued,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
druef,old_onset_plus_coda_tail,3,,Ġdr ue f,reject,not_one_gpt2_token;token_surface_mismatch
druek,old_onset_plus_coda_tail,3,,Ġdr ue k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
druel,old_onset_plus_coda_tail,2,,Ġdru el,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
druil,old_onset_plus_coda_tail,2,,Ġdru il,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
druim,old_onset_plus_coda_tail,2,,Ġdru im,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
druin,old_onset_plus_coda_tail,2,,Ġdru in,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
druir,old_onset_plus_coda_tail,2,,Ġdru ir,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
druol,old_onset_plus_coda_tail,2,,Ġdru ol,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
druom,old_onset_plus_coda_tail,2,,Ġdru om,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
druor,old_onset_plus_coda_tail,2,,Ġdru or,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
druud,old_onset_plus_coda_tail,2,,Ġdru ud,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
druul,old_onset_plus_coda_tail,2,,Ġdru ul,reject,not_one_gpt2_token;token_surface_mismatch
druur,old_onset_plus_coda_tail,2,,Ġdru ur,reject,not_one_gpt2_token;token_surface_mismatch
fraab,old_onset_plus_coda_tail,2,,Ġfra ab,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
fraas,old_onset_plus_coda_tail,2,,Ġfra as,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
fraav,old_onset_plus_coda_tail,2,,Ġfra av,reject,not_one_gpt2_token;token_surface_mismatch
fraed,old_onset_plus_coda_tail,2,,Ġfra ed,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
fraef,old_onset_plus_coda_tail,2,,Ġfra ef,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
fraek,old_onset_plus_coda_tail,2,,Ġfra ek,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
frael,old_onset_plus_coda_tail,2,,Ġf rael,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
frail,old_onset_plus_coda_tail,1,41890,Ġfrail,reject,exact_dictionary_word;edit_distance_1_from_lexicon
fraim,old_onset_plus_coda_tail,2,,Ġfra im,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
frain,old_onset_plus_coda_tail,2,,Ġfr ain,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
frair,old_onset_plus_coda_tail,2,,Ġfra ir,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
fraol,old_onset_plus_coda_tail,2,,Ġfra ol,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
fraom,old_onset_plus_coda_tail,2,,Ġfra om,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
fraor,old_onset_plus_coda_tail,2,,Ġfra or,reject,not_one_gpt2_token;token_surface_mismatch
fraud,old_onset_plus_coda_tail,1,7394,Ġfraud,reject,exact_dictionary_word;edit_distance_1_from_lexicon
fraul,old_onset_plus_coda_tail,2,,Ġfra ul,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
fraur,old_onset_plus_coda_tail,2,,Ġfra ur,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
griab,old_onset_plus_coda_tail,2,,Ġgri ab,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
grias,old_onset_plus_coda_tail,2,,Ġgri as,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
griav,old_onset_plus_coda_tail,2,,Ġgri av,reject,not_one_gpt2_token;token_surface_mismatch
gried,old_onset_plus_coda_tail,2,,Ġg ried,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
grief,old_onset_plus_coda_tail,1,18522,Ġgrief,reject,exact_dictionary_word;edit_distance_1_from_lexicon
griek,old_onset_plus_coda_tail,2,,Ġgri ek,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
griel,old_onset_plus_coda_tail,2,,Ġgri el,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
griil,old_onset_plus_coda_tail,2,,Ġgri il,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
griim,old_onset_plus_coda_tail,2,,Ġgri im,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
griin,old_onset_plus_coda_tail,2,,Ġgri in,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
griir,old_onset_plus_coda_tail,2,,Ġgri ir,reject,not_one_gpt2_token;token_surface_mismatch
griol,old_onset_plus_coda_tail,2,,Ġgri ol,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
griom,old_onset_plus_coda_tail,2,,Ġgri om,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
grior,old_onset_plus_coda_tail,2,,Ġg rior,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
griud,old_onset_plus_coda_tail,2,,Ġgri ud,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
griul,old_onset_plus_coda_tail,2,,Ġgri ul,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
griur,old_onset_plus_coda_tail,2,,Ġgri ur,reject,not_one_gpt2_token;token_surface_mismatch
kloab,old_onset_plus_coda_tail,3,,Ġk lo ab,reject,not_one_gpt2_token;token_surface_mismatch
kloas,old_onset_plus_coda_tail,3,,Ġk lo as,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
kloav,old_onset_plus_coda_tail,3,,Ġk lo av,reject,not_one_gpt2_token;token_surface_mismatch
kloed,old_onset_plus_coda_tail,3,,Ġk lo ed,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
kloef,old_onset_plus_coda_tail,3,,Ġk lo ef,reject,not_one_gpt2_token;token_surface_mismatch
kloek,old_onset_plus_coda_tail,3,,Ġk lo ek,reject,not_one_gpt2_token;token_surface_mismatch
kloel,old_onset_plus_coda_tail,3,,Ġk lo el,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kloil,old_onset_plus_coda_tail,3,,Ġk lo il,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kloim,old_onset_plus_coda_tail,3,,Ġk lo im,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kloin,old_onset_plus_coda_tail,3,,Ġk lo in,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kloir,old_onset_plus_coda_tail,3,,Ġk lo ir,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
klool,old_onset_plus_coda_tail,3,,Ġk l ool,reject,not_one_gpt2_token;token_surface_mismatch
kloom,old_onset_plus_coda_tail,3,,Ġk l oom,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kloor,old_onset_plus_coda_tail,3,,Ġk l oor,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kloud,old_onset_plus_coda_tail,3,,Ġk l oud,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kloul,old_onset_plus_coda_tail,3,,Ġk l oul,reject,not_one_gpt2_token;token_surface_mismatch
klour,old_onset_plus_coda_tail,3,,Ġk l our,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kveab,old_onset_plus_coda_tail,3,,Ġk ve ab,reject,not_one_gpt2_token;token_surface_mismatch
kveas,old_onset_plus_coda_tail,3,,Ġk ve as,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like
kveav,old_onset_plus_coda_tail,3,,Ġk ve av,reject,not_one_gpt2_token;token_surface_mismatch
kveed,old_onset_plus_coda_tail,3,,Ġk ve ed,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
kveef,old_onset_plus_coda_tail,3,,Ġk ve ef,reject,not_one_gpt2_token;token_surface_mismatch
