item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,generation_class
504,prompt_active,active,a bishop judges a boy .,a boy is judged by a bishop .,The bishop judges the boy .,active_structural
504,prompt_passive,passive,a bishop judges a boy .,a boy is judged by a bishop .,The bishop judges a boy .,active_structural
504,prompt_no_demo,no_demo,a bishop judges a boy .,a boy is judged by a bishop .,The bishop did it to the boy .,other
504,prompt_filler,filler,a bishop judges a boy .,a boy is judged by a bishop .,The bishop was judged .,other
505,prompt_active,active,a captain carries a champion .,a champion is carried by a captain .,The captain carried the champion .,active_structural
505,prompt_passive,passive,a captain carries a champion .,a champion is carried by a captain .,The champion was carried by a captain .,passive_structural
505,prompt_no_demo,no_demo,a captain carries a champion .,a champion is carried by a captain .,The captain was carrying the champion .,active_structural
505,prompt_filler,filler,a captain carries a champion .,a champion is carried by a captain .,The captain carried the champion .,active_structural
506,prompt_active,active,a student bothers a teacher .,a teacher is bothered by a student .,The student bothers the teacher .,active_structural
506,prompt_passive,passive,a student bothers a teacher .,a teacher is bothered by a student .,The teacher is bothered by a student .,passive_structural
506,prompt_no_demo,no_demo,a student bothers a teacher .,a teacher is bothered by a student .,The student who did it was a boy .,other
506,prompt_filler,filler,a student bothers a teacher .,a teacher is bothered by a student .,The student was in trouble .,other
507,prompt_active,active,a candidate follows a captain .,a captain is followed by a candidate .,The captain was elected .,other
507,prompt_passive,passive,a candidate follows a captain .,a captain is followed by a candidate .,The captain was elected by a candidate .,other
507,prompt_no_demo,no_demo,a candidate follows a captain .,a captain is followed by a candidate .,"The candidate was elected, and the captain was defeated .",other
507,prompt_filler,filler,a candidate follows a captain .,a captain is followed by a candidate .,The candidate was elected captain .,other
508,prompt_active,active,a scientist raises a secretary .,a secretary is raised by a scientist .,The scientist raises the secretary .,active_structural
508,prompt_passive,passive,a scientist raises a secretary .,a secretary is raised by a scientist .,The secretary is raised by a scientist .,passive_structural
508,prompt_no_demo,no_demo,a scientist raises a secretary .,a secretary is raised by a scientist .,The scientist raised the money .,other
508,prompt_filler,filler,a scientist raises a secretary .,a secretary is raised by a scientist .,The scientist was awarded .,other
509,prompt_active,active,a brother comforts a buddy .,a buddy is comforted by a brother .,The brother comforted the buddy .,active_structural
509,prompt_passive,passive,a brother comforts a buddy .,a buddy is comforted by a brother .,The brother comforted the buddy .,active_structural
509,prompt_no_demo,no_demo,a brother comforts a buddy .,a buddy is comforted by a brother .,The brother did it .,other
509,prompt_filler,filler,a brother comforts a buddy .,a buddy is comforted by a brother .,The brother gave the buddy a hug .,other
510,prompt_active,active,a winner chases a woman .,a woman is chased by a winner .,The winner chases a woman .,active_structural
510,prompt_passive,passive,a winner chases a woman .,a woman is chased by a winner .,The woman was won by a winner .,other
510,prompt_no_demo,no_demo,a winner chases a woman .,a woman is chased by a winner .,The winner chased me .,other
510,prompt_filler,filler,a winner chases a woman .,a woman is chased by a winner .,The winner was chased by a woman .,other
511,prompt_active,active,a cop kisses a cousin .,a cousin is kissed by a cop .,The cop kissed the cousin .,active_structural
511,prompt_passive,passive,a cop kisses a cousin .,a cousin is kissed by a cop .,The cop kissed the cousin .,active_structural
511,prompt_no_demo,no_demo,a cop kisses a cousin .,a cousin is kissed by a cop .,The one who did it was a cop .,other
511,prompt_filler,filler,a cop kisses a cousin .,a cousin is kissed by a cop .,The market opened after sunrise .,other
512,prompt_active,active,a kid forgives a king .,a king is forgiven by a kid .,The king forgives a kid .,other
512,prompt_passive,passive,a kid forgives a king .,a king is forgiven by a kid .,The king forgives the kid .,other
512,prompt_no_demo,no_demo,a kid forgives a king .,a king is forgiven by a kid .,The kid threw a rock at the king .,other
512,prompt_filler,filler,a kid forgives a king .,a king is forgiven by a kid .,The kid threw a stone at the king .,other
513,prompt_active,active,a champion surprises a chief .,a chief is surprised by a champion .,The champion drags the chief .,other
513,prompt_passive,passive,a champion surprises a chief .,a chief is surprised by a champion .,The chief is beaten by a champion .,other
513,prompt_no_demo,no_demo,a champion surprises a chief .,a chief is surprised by a champion .,The champion was defeated by the chief .,other
513,prompt_filler,filler,a champion surprises a chief .,a chief is surprised by a champion .,The champion defeated the chief .,other
514,prompt_active,active,a winner helps a woman .,a woman is helped by a winner .,The winner helped the woman .,active_structural
514,prompt_passive,passive,a winner helps a woman .,a woman is helped by a winner .,The woman won .,other
514,prompt_no_demo,no_demo,a winner helps a woman .,a woman is helped by a winner .,The winner helped me .,other
514,prompt_filler,filler,a winner helps a woman .,a woman is helped by a winner .,The winner helped the woman .,active_structural
515,prompt_active,active,an opponent understands a parent .,a parent is understood by an opponent .,The opponent understands a parent .,active_structural
515,prompt_passive,passive,an opponent understands a parent .,a parent is understood by an opponent .,The parent is understood by an opponent .,passive_structural
515,prompt_no_demo,no_demo,an opponent understands a parent .,a parent is understood by an opponent .,The one who did it was an opponent .,other
515,prompt_filler,filler,an opponent understands a parent .,a parent is understood by an opponent .,The signal flickered across the screen .,other
516,prompt_active,active,a singer protects a soldier .,a soldier is protected by a singer .,The singer protects the soldier .,active_structural
516,prompt_passive,passive,a singer protects a soldier .,a soldier is protected by a singer .,The soldier is protected by a singer .,passive_structural
516,prompt_no_demo,no_demo,a singer protects a soldier .,a soldier is protected by a singer .,The singer was protecting the soldier .,active_structural
516,prompt_filler,filler,a singer protects a soldier .,a soldier is protected by a singer .,The singer protected the soldier .,active_structural
517,prompt_active,active,a captain grabs a champion .,a champion is grabbed by a captain .,The captain grabbed the champion .,active_structural
517,prompt_passive,passive,a captain grabs a champion .,a champion is grabbed by a captain .,The champion was grabbed by the captain .,passive_structural
517,prompt_no_demo,no_demo,a captain grabs a champion .,a champion is grabbed by a captain .,The captain grabbed the champion .,active_structural
517,prompt_filler,filler,a captain grabs a champion .,a champion is grabbed by a captain .,The captain grabbed the champion .,active_structural
518,prompt_active,active,a professor raises a reader .,a reader is raised by a professor .,The professor raised the reader .,active_structural
518,prompt_passive,passive,a professor raises a reader .,a reader is raised by a professor .,The reader was raised by the professor .,passive_structural
518,prompt_no_demo,no_demo,a professor raises a reader .,a reader is raised by a professor .,The professor was reading to the reader .,other
518,prompt_filler,filler,a professor raises a reader .,a reader is raised by a professor .,The professor was raised .,other
519,prompt_active,active,a son carries a student .,a student is carried by a son .,The son carries the student .,active_structural
519,prompt_passive,passive,a son carries a student .,a student is carried by a son .,The student is carried by the son .,passive_structural
519,prompt_no_demo,no_demo,a son carries a student .,a student is carried by a son .,The son carried the student .,active_structural
519,prompt_filler,filler,a son carries a student .,a student is carried by a son .,The student was carried .,other
520,prompt_active,active,a candidate chases a captain .,a captain is chased by a candidate .,The captain is being chased by a candidate .,passive_structural
520,prompt_passive,passive,a candidate chases a captain .,a captain is chased by a candidate .,The captain is chased by a candidate .,passive_structural
520,prompt_no_demo,no_demo,a candidate chases a captain .,a captain is chased by a candidate .,The candidate was chased by the captain .,other
520,prompt_filler,filler,a candidate chases a captain .,a captain is chased by a candidate .,The candidate was chased by the captain .,other
521,prompt_active,active,a nurse catches an opponent .,an opponent is caught by a nurse .,The nurse catches an opponent .,active_structural
521,prompt_passive,passive,a nurse catches an opponent .,an opponent is caught by a nurse .,The opponent was caught by a nurse .,passive_structural
521,prompt_no_demo,no_demo,a nurse catches an opponent .,an opponent is caught by a nurse .,The nurse caught the opponent .,active_structural
521,prompt_filler,filler,a nurse catches an opponent .,an opponent is caught by a nurse .,The nurse caught the opponent .,active_structural
522,prompt_active,active,a champion hurries a chief .,a chief is hurried by a champion .,The champion hurries the chief .,active_structural
522,prompt_passive,passive,a champion hurries a chief .,a chief is hurried by a champion .,The chief was hurrying by a champion .,passive_structural
522,prompt_no_demo,no_demo,a champion hurries a chief .,a chief is hurried by a champion .,The champion was defeated by the chief .,other
522,prompt_filler,filler,a champion hurries a chief .,a chief is hurried by a champion .,The champion defeated the chief .,other
523,prompt_active,active,an opponent hurts a parent .,a parent is hurt by an opponent .,The parent was hurt by an opponent .,passive_structural
523,prompt_passive,passive,an opponent hurts a parent .,a parent is hurt by an opponent .,The parent was hurt by an opponent .,passive_structural
523,prompt_no_demo,no_demo,an opponent hurts a parent .,a parent is hurt by an opponent .,The one who did it was an opponent .,other
523,prompt_filler,filler,an opponent hurts a parent .,a parent is hurt by an opponent .,The opponent hurt the parent .,active_structural
524,prompt_active,active,a bishop comforts a boy .,a boy is comforted by a bishop .,The bishop comforts the boy .,active_structural
524,prompt_passive,passive,a bishop comforts a boy .,a boy is comforted by a bishop .,The bishop comforted the boy .,active_structural
524,prompt_no_demo,no_demo,a bishop comforts a boy .,a boy is comforted by a bishop .,The bishop did it .,other
524,prompt_filler,filler,a bishop comforts a boy .,a boy is comforted by a bishop .,The bishop comforted the boy .,active_structural
525,prompt_active,active,a buddy selects a candidate .,a candidate is selected by a buddy .,The buddy selects a candidate .,active_structural
525,prompt_passive,passive,a buddy selects a candidate .,a candidate is selected by a buddy .,The one who selects is a buddy .,other
525,prompt_no_demo,no_demo,a buddy selects a candidate .,a candidate is selected by a buddy .,The one who did it was a buddy .,other
525,prompt_filler,filler,a buddy selects a candidate .,a candidate is selected by a buddy .,The buddy was selected .,other
526,prompt_active,active,a pilot joins a president .,a president is joined by a pilot .,The pilot joins the president .,active_structural
526,prompt_passive,passive,a pilot joins a president .,a president is joined by a pilot .,The president is joined by a pilot .,passive_structural
526,prompt_no_demo,no_demo,a pilot joins a president .,a president is joined by a pilot .,"The pilot was flying the plane, and the president was sitting in the back seat .",other
526,prompt_filler,filler,a pilot joins a president .,a president is joined by a pilot .,The pilot was shot .,other
527,prompt_active,active,a man helps a manager .,a manager is helped by a man .,The manager was helped by a man .,passive_structural
527,prompt_passive,passive,a man helps a manager .,a manager is helped by a man .,The manager was helped by a man .,passive_structural
527,prompt_no_demo,no_demo,a man helps a manager .,a manager is helped by a man .,The man helped the manager .,active_structural
527,prompt_filler,filler,a man helps a manager .,a manager is helped by a man .,The manager was helped by the man .,passive_structural
528,prompt_active,active,a scientist protects a secretary .,a secretary is protected by a scientist .,The scientist protects the secretary .,active_structural
528,prompt_passive,passive,a scientist protects a secretary .,a secretary is protected by a scientist .,The secretary was protected by the scientist .,passive_structural
528,prompt_no_demo,no_demo,a scientist protects a secretary .,a secretary is protected by a scientist .,The scientist was protecting the secretary .,active_structural
528,prompt_filler,filler,a scientist protects a secretary .,a secretary is protected by a scientist .,The scientist was protected .,other
529,prompt_active,active,a prince follows a princess .,a princess is followed by a prince .,The prince follows the princess .,active_structural
529,prompt_passive,passive,a prince follows a princess .,a princess is followed by a prince .,The princess was joined by a prince .,other
529,prompt_no_demo,no_demo,a prince follows a princess .,a princess is followed by a prince .,"The prince was in the castle, and the princess was in the castle .",other
529,prompt_filler,filler,a prince follows a princess .,a princess is followed by a prince .,The prince kissed the princess .,other
530,prompt_active,active,a doctor bothers an employee .,an employee is bothered by a doctor .,The doctor hurts an employee .,other
530,prompt_passive,passive,a doctor bothers an employee .,an employee is bothered by a doctor .,The doctor bothered an employee .,active_structural
530,prompt_no_demo,no_demo,a doctor bothers an employee .,an employee is bothered by a doctor .,"The doctor was involved in the event, and the employee was the one who was affected .",other
530,prompt_filler,filler,a doctor bothers an employee .,an employee is bothered by a doctor .,The employee was fired .,other
531,prompt_active,active,a friend punches a girl .,a girl is punched by a friend .,The girl was punched by a friend .,passive_structural
531,prompt_passive,passive,a friend punches a girl .,a girl is punched by a friend .,The girl was punched by a friend .,passive_structural
531,prompt_no_demo,no_demo,a friend punches a girl .,a girl is punched by a friend .,The one who did it was a friend .,other
531,prompt_filler,filler,a friend punches a girl .,a girl is punched by a friend .,The girl got punched .,other
532,prompt_active,active,an attorney judges an aunt .,an aunt is judged by an attorney .,The attorney judged the aunt .,active_structural
532,prompt_passive,passive,an attorney judges an aunt .,an aunt is judged by an attorney .,The attorney judged the aunt .,active_structural
532,prompt_no_demo,no_demo,an attorney judges an aunt .,an aunt is judged by an attorney .,The attorney was judged by the aunt .,other
532,prompt_filler,filler,an attorney judges an aunt .,an aunt is judged by an attorney .,The attorney was sued .,other
533,prompt_active,active,a secretary kills a sheriff .,a sheriff is killed by a secretary .,The secretary killed the sheriff .,active_structural
533,prompt_passive,passive,a secretary kills a sheriff .,a sheriff is killed by a secretary .,The sheriff was killed by a secretary .,passive_structural
533,prompt_no_demo,no_demo,a secretary kills a sheriff .,a sheriff is killed by a secretary .,The sheriff was killed by the secretary .,passive_structural
533,prompt_filler,filler,a secretary kills a sheriff .,a sheriff is killed by a secretary .,The sheriff was killed .,other
534,prompt_active,active,an aunt strikes an author .,an author is struck by an aunt .,The aunt wrote a book .,other
534,prompt_passive,passive,an aunt strikes an author .,an author is struck by an aunt .,The author was struck by an aunt .,passive_structural
534,prompt_no_demo,no_demo,an aunt strikes an author .,an author is struck by an aunt .,The aunt wrote a book .,other
534,prompt_filler,filler,an aunt strikes an author .,an author is struck by an aunt .,The aunt wrote the book .,other
535,prompt_active,active,a colonel grabs a cop .,a cop is grabbed by a colonel .,The colonel grabbed the cop .,active_structural
535,prompt_passive,passive,a colonel grabs a cop .,a cop is grabbed by a colonel .,The colonel grabbed the cop .,active_structural
535,prompt_no_demo,no_demo,a colonel grabs a cop .,a cop is grabbed by a colonel .,The colonel grabbed the cop .,active_structural
535,prompt_filler,filler,a colonel grabs a cop .,a cop is grabbed by a colonel .,The colonel was arrested .,other
536,prompt_active,active,a pilot asks a president .,a president is asked by a pilot .,The pilot asked the president .,active_structural
536,prompt_passive,passive,a pilot asks a president .,a president is asked by a pilot .,The president was asked by a pilot .,passive_structural
536,prompt_no_demo,no_demo,a pilot asks a president .,a president is asked by a pilot .,"The pilot was flying the plane, and the president was sitting in the back seat .",other
536,prompt_filler,filler,a pilot asks a president .,a president is asked by a pilot .,The pilot shot the president .,other
537,prompt_active,active,a manager forgives a mayor .,a mayor is forgiven by a manager .,The manager forgives the mayor .,active_structural
537,prompt_passive,passive,a manager forgives a mayor .,a mayor is forgiven by a manager .,The mayor was forgiven by a manager .,passive_structural
537,prompt_no_demo,no_demo,a manager forgives a mayor .,a mayor is forgiven by a manager .,The manager did it .,other
537,prompt_filler,filler,a manager forgives a mayor .,a mayor is forgiven by a manager .,The manager was forgiven by the mayor .,other
538,prompt_active,active,a man describes a manager .,a manager is described by a man .,The manager was struck by a man .,other
538,prompt_passive,passive,a man describes a manager .,a manager is described by a man .,The manager is described by a man .,passive_structural
538,prompt_no_demo,no_demo,a man describes a manager .,a manager is described by a man .,The man was describing the event to the manager .,active_structural
538,prompt_filler,filler,a man describes a manager .,a manager is described by a man .,The manager was fired .,other
539,prompt_active,active,a sheriff discovers a singer .,a singer is discovered by a sheriff .,The sheriff discovered a singer .,active_structural
539,prompt_passive,passive,a sheriff discovers a singer .,a singer is discovered by a sheriff .,The singer was discovered by the sheriff .,passive_structural
539,prompt_no_demo,no_demo,a sheriff discovers a singer .,a singer is discovered by a sheriff .,The sheriff discovered the singer .,active_structural
539,prompt_filler,filler,a sheriff discovers a singer .,a singer is discovered by a sheriff .,The sheriff shot the singer .,other
540,prompt_active,active,a brother catches a buddy .,a buddy is caught by a brother .,The brother caught the buddy .,active_structural
540,prompt_passive,passive,a brother catches a buddy .,a buddy is caught by a brother .,The brother caught the buddy .,active_structural
540,prompt_no_demo,no_demo,a brother catches a buddy .,a buddy is caught by a brother .,The brother caught the buddy .,active_structural
540,prompt_filler,filler,a brother catches a buddy .,a buddy is caught by a brother .,The brother caught the buddy .,active_structural
541,prompt_active,active,a guest discovers a guy .,a guy is discovered by a guest .,The guest discovered the guy .,active_structural
541,prompt_passive,passive,a guest discovers a guy .,a guy is discovered by a guest .,The guest discovered something .,other
541,prompt_no_demo,no_demo,a guest discovers a guy .,a guy is discovered by a guest .,The guest did it to the guy .,other
541,prompt_filler,filler,a guest discovers a guy .,a guy is discovered by a guest .,The guest discovered something .,other
542,prompt_active,active,a guy comforts a hero .,a hero is comforted by a guy .,The guy comforts a hero .,active_structural
542,prompt_passive,passive,a guy comforts a hero .,a hero is comforted by a guy .,The hero was comforted by a guy .,passive_structural
542,prompt_no_demo,no_demo,a guy comforts a hero .,a hero is comforted by a guy .,The guy who saved the day was a hero .,other
542,prompt_filler,filler,a guy comforts a hero .,a hero is comforted by a guy .,The guy saved the hero .,other
543,prompt_active,active,a champion understands a chief .,a chief is understood by a champion .,The champion helped the chief .,other
543,prompt_passive,passive,a champion understands a chief .,a chief is understood by a champion .,The chief is championed by the champion .,other
543,prompt_no_demo,no_demo,a champion understands a chief .,a chief is understood by a champion .,The champion was defeated by the chief .,other
543,prompt_filler,filler,a champion understands a chief .,a chief is understood by a champion .,The champion defeated the chief .,other
544,prompt_active,active,an employer understands a father .,a father is understood by an employer .,The father is an employer .,other
544,prompt_passive,passive,an employer understands a father .,a father is understood by an employer .,The father is understood by an employer .,passive_structural
544,prompt_no_demo,no_demo,an employer understands a father .,a father is understood by an employer .,The father was fired from his job .,other
544,prompt_filler,filler,an employer understands a father .,a father is understood by an employer .,The boss fired the father .,other
545,prompt_active,active,a daughter understands a doctor .,a doctor is understood by a daughter .,The daughter of a doctor .,other
545,prompt_passive,passive,a daughter understands a doctor .,a doctor is understood by a daughter .,The doctor is understood by a daughter .,passive_structural
545,prompt_no_demo,no_demo,a daughter understands a doctor .,a doctor is understood by a daughter .,The doctor was a daughter .,other
545,prompt_filler,filler,a daughter understands a doctor .,a doctor is understood by a daughter .,The doctor was shot .,other
546,prompt_active,active,a writer protects an actor .,an actor is protected by a writer .,The writer protects the actor .,active_structural
546,prompt_passive,passive,a writer protects an actor .,an actor is protected by a writer .,The actor is protected by a writer .,passive_structural
546,prompt_no_demo,no_demo,a writer protects an actor .,an actor is protected by a writer .,The writer was protecting the actor .,active_structural
546,prompt_filler,filler,a writer protects an actor .,an actor is protected by a writer .,The writer protected the actor .,active_structural
547,prompt_active,active,a man forgives a manager .,a manager is forgiven by a man .,The manager forgives a man .,other
547,prompt_passive,passive,a man forgives a manager .,a manager is forgiven by a man .,The manager forgives the man .,other
547,prompt_no_demo,no_demo,a man forgives a manager .,a manager is forgiven by a man .,The man was forgiven .,other
547,prompt_filler,filler,a man forgives a manager .,a manager is forgiven by a man .,The manager was forgiven .,other
548,prompt_active,active,a child punches a colonel .,a colonel is punched by a child .,The child punched the colonel .,active_structural
548,prompt_passive,passive,a child punches a colonel .,a colonel is punched by a child .,The child punched the colonel .,active_structural
548,prompt_no_demo,no_demo,a child punches a colonel .,a colonel is punched by a child .,The child punched the colonel .,active_structural
548,prompt_filler,filler,a child punches a colonel .,a colonel is punched by a child .,The child punched the colonel .,active_structural
549,prompt_active,active,a cousin bothers a daughter .,a daughter is bothered by a cousin .,The cousin bothers the daughter .,active_structural
549,prompt_passive,passive,a cousin bothers a daughter .,a daughter is bothered by a cousin .,The daughter is bothered by her cousin .,passive_structural
549,prompt_no_demo,no_demo,a cousin bothers a daughter .,a daughter is bothered by a cousin .,The one who did it was a cousin .,other
549,prompt_filler,filler,a cousin bothers a daughter .,a daughter is bothered by a cousin .,The cousin did it to the daughter .,other
550,prompt_active,active,a priest punches a prince .,a prince is punched by a priest .,The priest punched the prince .,active_structural
550,prompt_passive,passive,a priest punches a prince .,a prince is punched by a priest .,The prince was punched by a priest .,passive_structural
550,prompt_no_demo,no_demo,a priest punches a prince .,a prince is punched by a priest .,The priest punched the prince .,active_structural
550,prompt_filler,filler,a priest punches a prince .,a prince is punched by a priest .,The priest punched the prince .,active_structural
551,prompt_active,active,a president bothers a priest .,a priest is bothered by a president .,The president bothers a priest .,active_structural
551,prompt_passive,passive,a president bothers a priest .,a priest is bothered by a president .,The president bothered the priest .,active_structural
551,prompt_no_demo,no_demo,a president bothers a priest .,a priest is bothered by a president .,"The president was accused of doing something wrong, and the priest was called to testify against him .",other
551,prompt_filler,filler,a president bothers a priest .,a priest is bothered by a president .,The president was accused of a crime .,other
552,prompt_active,active,a reader discovers a scientist .,a scientist is discovered by a reader .,The reader discovered a scientist .,active_structural
552,prompt_passive,passive,a reader discovers a scientist .,a scientist is discovered by a reader .,The scientist was discovered by a reader .,passive_structural
552,prompt_no_demo,no_demo,a reader discovers a scientist .,a scientist is discovered by a reader .,The reader discovered the scientist .,active_structural
552,prompt_filler,filler,a reader discovers a scientist .,a scientist is discovered by a reader .,The reader read the book .,other
553,prompt_active,active,a cousin kisses a daughter .,a daughter is kissed by a cousin .,The daughter kissed the cousin .,other
553,prompt_passive,passive,a cousin kisses a daughter .,a daughter is kissed by a cousin .,The daughter kissed the cousin .,other
553,prompt_no_demo,no_demo,a cousin kisses a daughter .,a daughter is kissed by a cousin .,The one who did it was a cousin .,other
553,prompt_filler,filler,a cousin kisses a daughter .,a daughter is kissed by a cousin .,The cousin kissed the daughter .,active_structural
554,prompt_active,active,an actress grabs an adult .,an adult is grabbed by an actress .,The actress grabbed an adult .,active_structural
554,prompt_passive,passive,an actress grabs an adult .,an adult is grabbed by an actress .,The adult was grabbed by an actress .,passive_structural
554,prompt_no_demo,no_demo,an actress grabs an adult .,an adult is grabbed by an actress .,The actress grabbed the adult's hand .,other
554,prompt_filler,filler,an actress grabs an adult .,an adult is grabbed by an actress .,The actress grabbed the adult .,active_structural
555,prompt_active,active,a prince helps a princess .,a princess is helped by a prince .,The prince helped the princess .,active_structural
555,prompt_passive,passive,a prince helps a princess .,a princess is helped by a prince .,The one who did it was a prince .,other
555,prompt_no_demo,no_demo,a prince helps a princess .,a princess is helped by a prince .,The prince helped the princess .,active_structural
555,prompt_filler,filler,a prince helps a princess .,a princess is helped by a prince .,The prince rescued the princess .,other
556,prompt_active,active,a hero selects a husband .,a husband is selected by a hero .,The hero selects a husband .,active_structural
556,prompt_passive,passive,a hero selects a husband .,a husband is selected by a hero .,The husband was selected by the hero .,passive_structural
556,prompt_no_demo,no_demo,a hero selects a husband .,a husband is selected by a hero .,The hero saved the husband .,other
556,prompt_filler,filler,a hero selects a husband .,a husband is selected by a hero .,The hero saved the husband .,other
557,prompt_active,active,a lady destroys a lawyer .,a lawyer is destroyed by a lady .,The lady destroyed the lawyer .,active_structural
557,prompt_passive,passive,a lady destroys a lawyer .,a lawyer is destroyed by a lady .,The lawyer was destroyed by a lady .,passive_structural
557,prompt_no_demo,no_demo,a lady destroys a lawyer .,a lawyer is destroyed by a lady .,The lady destroyed the lawyer .,active_structural
557,prompt_filler,filler,a lady destroys a lawyer .,a lawyer is destroyed by a lady .,The lady destroyed the lawyer .,active_structural
558,prompt_active,active,a teacher hurries an uncle .,an uncle is hurried by a teacher .,The teacher hurries the uncle .,active_structural
558,prompt_passive,passive,a teacher hurries an uncle .,an uncle is hurried by a teacher .,The uncle is hurrying .,other
558,prompt_no_demo,no_demo,a teacher hurries an uncle .,an uncle is hurried by a teacher .,The teacher was hit by the uncle .,other
558,prompt_filler,filler,a teacher hurries an uncle .,an uncle is hurried by a teacher .,The teacher ran into the uncle .,other
559,prompt_active,active,a president understands a priest .,a priest is understood by a president .,The president understands the priest .,active_structural
559,prompt_passive,passive,a president understands a priest .,a priest is understood by a president .,The president is understood by the priest .,other
559,prompt_no_demo,no_demo,a president understands a priest .,a priest is understood by a president .,"The president was involved in a scandal, and the priest was involved in a cover-up .",other
559,prompt_filler,filler,a president understands a priest .,a priest is understood by a president .,The president was assassinated .,other
560,prompt_active,active,a secretary understands a sheriff .,a sheriff is understood by a secretary .,The secretary understands the sheriff .,active_structural
560,prompt_passive,passive,a secretary understands a sheriff .,a sheriff is understood by a secretary .,The sheriff was understood by a secretary .,passive_structural
560,prompt_no_demo,no_demo,a secretary understands a sheriff .,a sheriff is understood by a secretary .,The sheriff was shot by the secretary .,other
560,prompt_filler,filler,a secretary understands a sheriff .,a sheriff is understood by a secretary .,The sheriff was arrested .,other
561,prompt_active,active,an attorney embraces an aunt .,an aunt is embraced by an attorney .,The attorney embraced the aunt .,active_structural
561,prompt_passive,passive,an attorney embraces an aunt .,an aunt is embraced by an attorney .,The aunt is embracing the attorney .,other
561,prompt_no_demo,no_demo,an attorney embraces an aunt .,an aunt is embraced by an attorney .,The attorney was embracing her aunt .,active_structural
561,prompt_filler,filler,an attorney embraces an aunt .,an aunt is embraced by an attorney .,The attorney hugged the aunt .,other
562,prompt_active,active,a scientist helps a secretary .,a secretary is helped by a scientist .,The scientist helps the secretary .,active_structural
562,prompt_passive,passive,a scientist helps a secretary .,a secretary is helped by a scientist .,The scientist helped the secretary .,active_structural
562,prompt_no_demo,no_demo,a scientist helps a secretary .,a secretary is helped by a scientist .,The scientist helped the secretary .,active_structural
562,prompt_filler,filler,a scientist helps a secretary .,a secretary is helped by a scientist .,The scientist helped the secretary .,active_structural
563,prompt_active,active,an author destroys a bishop .,a bishop is destroyed by an author .,The author destroyed the bishop .,active_structural
563,prompt_passive,passive,an author destroys a bishop .,a bishop is destroyed by an author .,The bishop was destroyed by an author .,passive_structural
563,prompt_no_demo,no_demo,an author destroys a bishop .,a bishop is destroyed by an author .,The author destroyed the bishop .,active_structural
563,prompt_filler,filler,an author destroys a bishop .,a bishop is destroyed by an author .,The bishop was destroyed .,other
564,prompt_active,active,a physician hurries a pilot .,a pilot is hurried by a physician .,The physician hurries the pilot .,active_structural
564,prompt_passive,passive,a physician hurries a pilot .,a pilot is hurried by a physician .,The pilot is hurried by a physician .,passive_structural
564,prompt_no_demo,no_demo,a physician hurries a pilot .,a pilot is hurried by a physician .,The pilot was hit by a car .,other
564,prompt_filler,filler,a physician hurries a pilot .,a pilot is hurried by a physician .,The pilot was operated on .,other
565,prompt_active,active,a writer washes an actor .,an actor is washed by a writer .,The writer washed the actor .,active_structural
565,prompt_passive,passive,a writer washes an actor .,an actor is washed by a writer .,The actor was washed by a writer .,passive_structural
565,prompt_no_demo,no_demo,a writer washes an actor .,an actor is washed by a writer .,The writer did it to the actor .,other
565,prompt_filler,filler,a writer washes an actor .,an actor is washed by a writer .,The writer got wet .,other
566,prompt_active,active,a husband kisses a kid .,a kid is kissed by a husband .,The husband kissed the kid .,active_structural
566,prompt_passive,passive,a husband kisses a kid .,a kid is kissed by a husband .,The kid kissed the husband .,other
566,prompt_no_demo,no_demo,a husband kisses a kid .,a kid is kissed by a husband .,The husband kissed the kid .,active_structural
566,prompt_filler,filler,a husband kisses a kid .,a kid is kissed by a husband .,The kid kissed the husband .,other
567,prompt_active,active,a cousin chases a daughter .,a daughter is chased by a cousin .,The cousin chases the daughter .,active_structural
567,prompt_passive,passive,a cousin chases a daughter .,a daughter is chased by a cousin .,The daughter was chased by a cousin .,passive_structural
567,prompt_no_demo,no_demo,a cousin chases a daughter .,a daughter is chased by a cousin .,"The one who did it was a cousin, and the one it happened to was a daughter .",other
567,prompt_filler,filler,a cousin chases a daughter .,a daughter is chased by a cousin .,The jacket was thrown .,other
568,prompt_active,active,a champion forgets a chief .,a chief is forgotten by a champion .,The champion forgot the chief .,other
568,prompt_passive,passive,a champion forgets a chief .,a chief is forgotten by a champion .,The chief forgot the champion .,other
568,prompt_no_demo,no_demo,a champion forgets a chief .,a chief is forgotten by a champion .,The chief forgot the champion's name .,other
568,prompt_filler,filler,a champion forgets a chief .,a chief is forgotten by a champion .,The champion was defeated by the chief .,other
569,prompt_active,active,a sheriff comforts a singer .,a singer is comforted by a sheriff .,The sheriff comforts a singer .,active_structural
569,prompt_passive,passive,a sheriff comforts a singer .,a singer is comforted by a sheriff .,The singer was comforted by a sheriff .,passive_structural
569,prompt_no_demo,no_demo,a sheriff comforts a singer .,a singer is comforted by a sheriff .,"The sheriff was singing a song, and the singer was sheriffed .",other
569,prompt_filler,filler,a sheriff comforts a singer .,a singer is comforted by a sheriff .,The singer was comforted by the sheriff .,passive_structural
570,prompt_active,active,a bishop punches a boy .,a boy is punched by a bishop .,The bishop punched the boy .,active_structural
