item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,greedy_answer_first_sentence_normalized,generation_class_detailed,generation_structure_reason,argument_structure_inferred,role_frame_inferred,argument_inference_note,generation_class_strict,generation_class_lax,needs_review_strict,needs_review_lax,prompt,greedy_completion_raw
600,prompt_filler,filler,the girl caught the guest .,the guest was caught by the girl .,The lantern glowed near sunset .,the lantern glowed near sunset .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lantern glowed near sunset.""

There was a caughting event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The"," lantern glowed near sunset.""

There was a caughting event involving the girl and the guest.
The one who did it"
601,prompt_no_prime,no_prime,the guest catches the guy .,the guy is caught by the guest .,The guest did it to the guy .,the guest did it to the guy .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was a catching event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The"," guest did it to the guy.""

Bridget asked, ""What did the guest do to the guy?""
Mary answered"
601,prompt_filler,filler,the guest catches the guy .,the guy is caught by the guest .,The traveler rested beside the river .,the traveler rested beside the river .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The traveler rested beside the river.""

There was a catching event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The"," traveler rested beside the river.""

There was a catching event involving the guest and the guy.
The one who did it was"
602,prompt_filler,filler,a guy caught a hero .,a hero was caught by a guy .,The notebook stayed on the shelf .,the notebook stayed on the shelf .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

There was a caughting event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The"," notebook stayed on the shelf.""

There was a caughting event involving a guy and a hero.
The one who did it"
603,prompt_filler,filler,a hero catches a husband .,a husband is caught by a hero .,The window rattled during the storm .,the window rattled during the storm .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The window rattled during the storm.""

There was a catching event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The"," window rattled during the storm.""

There was a catching event involving a hero and a husband.
The one who did it"
604,prompt_active,active,the husband caught the kid .,the kid was caught by the husband .,The kid caught the husband .,the kid caught the husband .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a surprising event involving a secretary and a sheriff.
The one it happened to was a sheriff.
The one who did it was a secretary.

Bridget asked, ""What happened?""
Mary answered, ""A secretary surprises a sheriff.""

There was a caughting event involving the husband and the kid.
The one it happened to was the kid.
The one who did it was the husband.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid caught the husband.""

There was a surprising event involving a secretary and a sheriff.
The one it happened to was a"
604,prompt_passive,passive,the husband caught the kid .,the kid was caught by the husband .,The kid caught the husband .,the kid caught the husband .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a surprising event involving a secretary and a sheriff.
The one it happened to was a sheriff.
The one who did it was a secretary.

Bridget asked, ""What happened?""
Mary answered, ""A sheriff is surprised by a secretary.""

There was a caughting event involving the husband and the kid.
The one it happened to was the kid.
The one who did it was the husband.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid caught the husband.""

There was a surprising event involving a secretary and a sheriff.
The one it happened to was a"
604,prompt_filler,filler,the husband caught the kid .,the kid was caught by the husband .,The kid fell down .,the kid fell down .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The singer smiled after rehearsal.""

There was a caughting event involving the husband and the kid.
The one it happened to was the kid.
The one who did it was the husband.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid fell down.""

There was a caughting event involving the husband and the kid.
The one it happened to was the"
605,prompt_active,active,the kid catches the king .,the king is caught by the kid .,The king caught the kid .,the king caught the kid .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a hurrieding event involving a guy and a hero.
The one it happened to was a hero.
The one who did it was a guy.

Bridget asked, ""What happened?""
Mary answered, ""A guy hurried a hero.""

There was a catching event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The"," king caught the kid.""

There was a hiding event involving the girl and the man.
The one it happened to was the"
605,prompt_no_prime,no_prime,the kid catches the king .,the king is caught by the kid .,The king caught the kid .,the king caught the kid .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a catching event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The"," king caught the kid.""

Bridget asked, ""What did the king catch?""
Mary answered, ""The kid caught"
606,prompt_no_prime,no_prime,a king caught a lady .,a lady was caught by a king .,The king caught me .,the king caught me .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a caughting event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""The"," king caught me.""
Bridget asked, ""Why did the king catch you?""
Mary answered, ""Because I was"
606,prompt_filler,filler,a king caught a lady .,a lady was caught by a king .,The engine cooled before dawn .,the engine cooled before dawn .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The engine cooled before dawn.""

There was a caughting event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""The"," engine cooled before dawn.""

There was a caughting event involving a king and a lady.
The one it happened to was"
607,prompt_active,active,a lady catches a lawyer .,a lawyer is caught by a lady .,The lawyer caught the lady .,the lawyer caught the lady .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a discovereding event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The champion discovered the chief.""

There was a catching event involving a lady and a lawyer.
The one it happened to was a lawyer.
The one who did it was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The"," lawyer caught the lady.""

There was a discovering event involving a lady and a lawyer.
The one it happened to was a"
607,prompt_no_prime,no_prime,a lady catches a lawyer .,a lawyer is caught by a lady .,The lawyer caught me .,the lawyer caught me .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a catching event involving a lady and a lawyer.
The one it happened to was a lawyer.
The one who did it was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The"," lawyer caught me.""
Bridget asked, ""Why did you catch her?""
Mary answered, ""Because she was a"
607,prompt_filler,filler,a lady catches a lawyer .,a lawyer is caught by a lady .,The market opened after sunrise .,the market opened after sunrise .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The market opened after sunrise.""

There was a catching event involving a lady and a lawyer.
The one it happened to was a lawyer.
The one who did it was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The"," market opened after sunrise.""

There was a catching event involving a lady and a lawyer.
The one it happened to was a"
610,prompt_filler,filler,a man caught a manager .,a manager was caught by a man .,The manager laughed during breakfast .,the manager laughed during breakfast .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The baker laughed during breakfast.""

There was a caughting event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The"," manager laughed during breakfast.""

There was a caughting event involving a man and a manager.
The one who did it was"
611,prompt_filler,filler,a manager catches a mayor .,a mayor is caught by a manager .,The signal flickered across the screen .,the signal flickered across the screen .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The signal flickered across the screen.""

There was a catching event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""The"," signal flickered across the screen.""

There was a catching event involving a manager and a mayor.
The one who did it"
612,prompt_no_prime,no_prime,the mayor caught the minister .,the minister was caught by the mayor .,The mayor caught me .,the mayor caught me .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a caughting event involving the mayor and the minister.
The one it happened to was the minister.
The one who did it was the mayor.

Bridget asked, ""What happened?""
Mary answered, ""The"," mayor caught me.""
Bridget asked, ""What did he catch you with?""
Mary answered, ""His hand.""
"
613,prompt_no_prime,no_prime,the minister catches the mother .,the mother is caught by the minister .,The minister caught me .,the minister caught me .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a catching event involving the minister and the mother.
The one it happened to was the mother.
The one who did it was the minister.

Bridget asked, ""What happened?""
Mary answered, ""The"," minister caught me.""
Bridget asked, ""What did he catch you for?""
Mary answered, ""He caught me"
614,prompt_active,active,a mother caught a nurse .,a nurse was caught by a mother .,The nurse caught the mother .,the nurse caught the mother .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a destroying event involving the singer and the soldier.
The one it happened to was the soldier.
The one who did it was the singer.

Bridget asked, ""What happened?""
Mary answered, ""The singer destroys the soldier.""

There was a caughting event involving a mother and a nurse.
The one it happened to was a nurse.
The one who did it was a mother.

Bridget asked, ""What happened?""
Mary answered, ""The"," nurse caught the mother.""

There was a destroying event involving a mother and a nurse.
The one it happened to was a"
614,prompt_no_prime,no_prime,a mother caught a nurse .,a nurse was caught by a mother .,The nurse caught me .,the nurse caught me .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a caughting event involving a mother and a nurse.
The one it happened to was a nurse.
The one who did it was a mother.

Bridget asked, ""What happened?""
Mary answered, ""The"," nurse caught me.""
Bridget asked, ""Why did the nurse catch you?""
Mary answered, ""Because I was"
614,prompt_filler,filler,a mother caught a nurse .,a nurse was caught by a mother .,The garden brightened after rain .,the garden brightened after rain .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The garden brightened after rain.""

There was a caughting event involving a mother and a nurse.
The one it happened to was a nurse.
The one who did it was a mother.

Bridget asked, ""What happened?""
Mary answered, ""The"," garden brightened after rain.""

There was a caughting event involving a mother and a nurse.
The one it happened to"
615,prompt_no_prime,no_prime,a nurse catches a parent .,a parent is caught by a nurse .,The nurse was trying to catch the parent .,the nurse was trying to catch the parent .,active_target_ditransitive_like,target_active_structural_to_for,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,active,True,False,"There was a catching event involving a nurse and a parent.
The one it happened to was a parent.
The one who did it was a nurse.

Bridget asked, ""What happened?""
Mary answered, ""The"," nurse was trying to catch the parent.""

Bridget asked, ""Why was the nurse trying to catch the parent?""
"
616,prompt_filler,filler,the parent caught the partner .,the partner was caught by the parent .,The radio crackled in the attic .,the radio crackled in the attic .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The radio crackled in the attic.""

There was a caughting event involving the parent and the partner.
The one who did it was the parent.
The one it happened to was the partner.

Bridget asked, ""What happened?""
Mary answered, ""The"," radio crackled in the attic.""

There was a caughting event involving the parent and the partner.
The one who did"
617,prompt_no_prime,no_prime,the partner catches the physician .,the physician is caught by the partner .,The partner did it .,the partner did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a catching event involving the partner and the physician.
The one who did it was the partner.
The one it happened to was the physician.

Bridget asked, ""What happened?""
Mary answered, ""The"," partner did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The partner.""
Bridget"
617,prompt_filler,filler,the partner catches the physician .,the physician is caught by the partner .,The witness paused near the doorway .,the witness paused near the doorway .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The witness paused near the doorway.""

There was a catching event involving the partner and the physician.
The one who did it was the partner.
The one it happened to was the physician.

Bridget asked, ""What happened?""
Mary answered, ""The"," witness paused near the doorway.""

There was a catching event involving the partner and the physician.
The one who did it was"
618,prompt_filler,filler,a physician caught a pilot .,a pilot was caught by a physician .,The package arrived before noon .,the package arrived before noon .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The package arrived before noon.""

There was a caughting event involving a physician and a pilot.
The one who did it was a physician.
The one it happened to was a pilot.

Bridget asked, ""What happened?""
Mary answered, ""The"," package arrived before noon.""

There was a caughting event involving a physician and a pilot.
The one who did it was"
621,prompt_filler,filler,the priest catches the prince .,the prince is caught by the priest .,The teacher listened during assembly .,the teacher listened during assembly .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The teacher listened during assembly.""

There was a catching event involving the priest and the prince.
The one it happened to was the prince.
The one who did it was the priest.

Bridget asked, ""What happened?""
Mary answered, ""The"," teacher listened during assembly.""

There was a catching event involving the priest and the prince.
The one it happened to was the"
622,prompt_filler,filler,a prince caught a princess .,a princess was caught by a prince .,The violin echoed in the theater .,the violin echoed in the theater .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The violin echoed in the theater.""

There was a caughting event involving a prince and a princess.
The one it happened to was a princess.
The one who did it was a prince.

Bridget asked, ""What happened?""
Mary answered, ""The"," violin echoed in the theater.""

There was a caughting event involving a prince and a princess.
The one it happened to"
624,prompt_filler,filler,the professor caught the reader .,the reader was caught by the professor .,The lantern glowed near sunset .,the lantern glowed near sunset .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lantern glowed near sunset.""

There was a caughting event involving the professor and the reader.
The one who did it was the professor.
The one it happened to was the reader.

Bridget asked, ""What happened?""
Mary answered, ""The"," lantern glowed near sunset.""

There was a caughting event involving the professor and the reader.
The one who did it"
625,prompt_filler,filler,the reader catches the scientist .,the scientist is caught by the reader .,The traveler rested beside the river .,the traveler rested beside the river .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The traveler rested beside the river.""

There was a catching event involving the reader and the scientist.
The one who did it was the reader.
The one it happened to was the scientist.

Bridget asked, ""What happened?""
Mary answered, ""The"," traveler rested beside the river.""

There was a catching event involving the reader and the scientist.
The one who did it was"
626,prompt_filler,filler,a scientist caught a secretary .,a secretary was caught by a scientist .,The notebook stayed on the shelf .,the notebook stayed on the shelf .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

There was a caughting event involving a scientist and a secretary.
The one who did it was a scientist.
The one it happened to was a secretary.

Bridget asked, ""What happened?""
Mary answered, ""The"," notebook stayed on the shelf.""

There was a caughting event involving a scientist and a secretary.
The one who did it"
627,prompt_no_prime,no_prime,a secretary catches a sheriff .,a sheriff is caught by a secretary .,The secretary did it .,the secretary did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a catching event involving a secretary and a sheriff.
The one who did it was a secretary.
The one it happened to was a sheriff.

Bridget asked, ""What happened?""
Mary answered, ""The"," secretary did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The sheriff.""
Bridget"
627,prompt_filler,filler,a secretary catches a sheriff .,a sheriff is caught by a secretary .,The secretary did it to the sheriff .,the secretary did it to the sheriff .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The window rattled during the storm.""

There was a catching event involving a secretary and a sheriff.
The one who did it was a secretary.
The one it happened to was a sheriff.

Bridget asked, ""What happened?""
Mary answered, ""The"," secretary did it to the sheriff.""

There was a catching event involving a secretary and a sheriff.
The one who did it"
628,prompt_no_prime,no_prime,the sheriff caught the singer .,the singer was caught by the sheriff .,The sheriff caught me .,the sheriff caught me .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a caughting event involving the sheriff and the singer.
The one it happened to was the singer.
The one who did it was the sheriff.

Bridget asked, ""What happened?""
Mary answered, ""The"," sheriff caught me.""
Bridget asked, ""What did he catch you for?""
Mary answered, ""For singing.""
"
629,prompt_active,active,the singer catches the soldier .,the soldier is caught by the singer .,The soldier caught the singer .,the soldier caught the singer .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a forgaving event involving a physician and a pilot.
The one it happened to was a pilot.
The one who did it was a physician.

Bridget asked, ""What happened?""
Mary answered, ""A physician forgave a pilot.""

There was a catching event involving the singer and the soldier.
The one it happened to was the soldier.
The one who did it was the singer.

Bridget asked, ""What happened?""
Mary answered, ""The"," soldier caught the singer.""

There was a forgiving event involving the pilot and the singer.
The one it happened to was the"
629,prompt_no_prime,no_prime,the singer catches the soldier .,the soldier is caught by the singer .,The soldier caught the singer .,the soldier caught the singer .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a catching event involving the singer and the soldier.
The one it happened to was the soldier.
The one who did it was the singer.

Bridget asked, ""What happened?""
Mary answered, ""The"," soldier caught the singer.""
Bridget asked, ""Why did the soldier catch the singer?""
Mary answered, ""The"
630,prompt_filler,filler,a soldier caught a son .,a son was caught by a soldier .,The engine cooled before dawn .,the engine cooled before dawn .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The engine cooled before dawn.""

There was a caughting event involving a soldier and a son.
The one it happened to was a son.
The one who did it was a soldier.

Bridget asked, ""What happened?""
Mary answered, ""The"," engine cooled before dawn.""

There was a caughting event involving a soldier and a son.
The one it happened to was"
631,prompt_active,active,a son catches a student .,a student is caught by a son .,The student caught the son .,the student caught the son .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a beating event involving the mayor and the minister.
The one it happened to was the minister.
The one who did it was the mayor.

Bridget asked, ""What happened?""
Mary answered, ""The mayor beat the minister.""

There was a catching event involving a son and a student.
The one it happened to was a student.
The one who did it was a son.

Bridget asked, ""What happened?""
Mary answered, ""The"," student caught the son.""

There was a beating event involving a son and a student.
The one it happened to was a"
631,prompt_filler,filler,a son catches a student .,a student is caught by a son .,The market opened after sunrise .,the market opened after sunrise .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The market opened after sunrise.""

There was a catching event involving a son and a student.
The one it happened to was a student.
The one who did it was a son.

Bridget asked, ""What happened?""
Mary answered, ""The"," market opened after sunrise.""

There was a catching event involving a son and a student.
The one it happened to was a"
632,prompt_filler,filler,the student caught the teacher .,the teacher was caught by the student .,The blanket dried on the line .,the blanket dried on the line .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The blanket dried on the line.""

There was a caughting event involving the student and the teacher.
The one who did it was the student.
The one it happened to was the teacher.

Bridget asked, ""What happened?""
Mary answered, ""The"," blanket dried on the line.""

There was a caughting event involving the student and the teacher.
The one who did it"
634,prompt_filler,filler,an uncle caught a wife .,a wife was caught by an uncle .,The baker laughed during breakfast .,the baker laughed during breakfast .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The baker laughed during breakfast.""

There was a caughting event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The"," baker laughed during breakfast.""

There was a caughting event involving an uncle and a wife.
The one who did it was"
635,prompt_filler,filler,a wife catches a winner .,a winner is caught by a wife .,The signal flickered across the screen .,the signal flickered across the screen .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The signal flickered across the screen.""

There was a catching event involving a wife and a winner.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The"," signal flickered across the screen.""

There was a catching event involving a wife and a winner.
The one who did it"
636,prompt_active,active,the winner caught the woman .,the woman was caught by the winner .,The woman caught the winner .,the woman caught the winner .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a teaching event involving a princess and a professor.
The one it happened to was a professor.
The one who did it was a princess.

Bridget asked, ""What happened?""
Mary answered, ""A princess teaches a professor.""

There was a caughting event involving the winner and the woman.
The one it happened to was the woman.
The one who did it was the winner.

Bridget asked, ""What happened?""
Mary answered, ""The"," woman caught the winner.""

There was a teaching event involving the winner and the woman.
The one it happened to was the"
636,prompt_no_prime,no_prime,the winner caught the woman .,the woman was caught by the winner .,The winner caught me .,the winner caught me .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a caughting event involving the winner and the woman.
The one it happened to was the woman.
The one who did it was the winner.

Bridget asked, ""What happened?""
Mary answered, ""The"," winner caught me.""
Bridget asked, ""What did you do?""
Mary answered, ""I caught the winner.""
"
636,prompt_filler,filler,the winner caught the woman .,the woman was caught by the winner .,The tourist wandered through the plaza .,the tourist wandered through the plaza .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tourist wandered through the plaza.""

There was a caughting event involving the winner and the woman.
The one it happened to was the woman.
The one who did it was the winner.

Bridget asked, ""What happened?""
Mary answered, ""The"," tourist wandered through the plaza.""

There was a caughting event involving the winner and the woman.
The one it happened to"
637,prompt_filler,filler,the woman catches the worker .,the worker is caught by the woman .,The kettle whistled in the kitchen .,the kettle whistled in the kitchen .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The kettle whistled in the kitchen.""

There was a catching event involving the woman and the worker.
The one it happened to was the worker.
The one who did it was the woman.

Bridget asked, ""What happened?""
Mary answered, ""The"," kettle whistled in the kitchen.""

There was a catching event involving the woman and the worker.
The one it happened"
638,prompt_no_prime,no_prime,a worker caught a writer .,a writer was caught by a worker .,The worker caught me .,the worker caught me .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a caughting event involving a worker and a writer.
The one it happened to was a writer.
The one who did it was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," worker caught me.""
Bridget asked, ""Why did the worker catch you?""
Mary answered, ""Because I was"
638,prompt_filler,filler,a worker caught a writer .,a writer was caught by a worker .,The garden brightened after rain .,the garden brightened after rain .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The garden brightened after rain.""

There was a caughting event involving a worker and a writer.
The one it happened to was a writer.
The one who did it was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," garden brightened after rain.""

There was a caughting event involving a worker and a writer.
The one it happened to"
639,prompt_filler,filler,a writer catches an actor .,an actor is caught by a writer .,The jacket hung behind the chair .,the jacket hung behind the chair .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The jacket hung behind the chair.""

There was a catching event involving a writer and an actor.
The one it happened to was an actor.
The one who did it was a writer.

Bridget asked, ""What happened?""
Mary answered, ""The"," jacket hung behind the chair.""

There was a catching event involving a writer and an actor.
The one it happened to was"
640,prompt_no_prime,no_prime,the actor described the actress .,the actress was described by the actor .,The actor did it to the actress .,the actor did it to the actress .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was a describeding event involving the actor and the actress.
The one who did it was the actor.
The one it happened to was the actress.

Bridget asked, ""What happened?""
Mary answered, ""The"," actor did it to the actress.""

Bridget asked, ""What did the actor do to the actress?""
Mary answered"
640,prompt_filler,filler,the actor described the actress .,the actress was described by the actor .,The radio crackled in the attic .,the radio crackled in the attic .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The radio crackled in the attic.""

There was a describeding event involving the actor and the actress.
The one who did it was the actor.
The one it happened to was the actress.

Bridget asked, ""What happened?""
Mary answered, ""The"," radio crackled in the attic.""

There was a describeding event involving the actor and the actress.
The one who did"
641,prompt_no_prime,no_prime,the actress describes the adult .,the adult is described by the actress .,The actress did it to the adult .,the actress did it to the adult .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was a describing event involving the actress and the adult.
The one who did it was the actress.
The one it happened to was the adult.

Bridget asked, ""What happened?""
Mary answered, ""The"," actress did it to the adult.""

Bridget asked, ""What did the actress do to the adult?""
Mary answered"
641,prompt_filler,filler,the actress describes the adult .,the adult is described by the actress .,The witness paused near the doorway .,the witness paused near the doorway .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The witness paused near the doorway.""

There was a describing event involving the actress and the adult.
The one who did it was the actress.
The one it happened to was the adult.

Bridget asked, ""What happened?""
Mary answered, ""The"," witness paused near the doorway.""

There was a describing event involving the actress and the adult.
The one who did it was"
