row,column,core_text,jabber_text,core_tokens,jabber_tokens,jabber_minus_core
714,pa,a man joins a manager .,a vrasilvol grineldiled a plovakzir .,6,16,10
715,pa,the singer forgot the soldier .,a vrakudmur zrarukloms a zraduldil .,6,16,10
716,pa,an adult beats an attorney .,the smesormur grizebbaved the skozemdil .,6,16,10
717,pa,the manager taught the mayor .,a smesormur mninorkuled a smesilrab .,6,15,9
718,pa,a father judges a friend .,the tlumoldil kvevarmured the vramolsim .,6,17,11
719,pa,the leader surprised the man .,a franorbav vregafvoled a vretafzir .,6,17,11
720,pa,a mother raises a nurse .,the brikudtas drupemzirs the smesormur .,6,17,11
721,pa,the manager bothered the mayor .,the vretafzir smegafdils the plokudsel .,6,17,11
722,pa,an aunt understands an author .,a skozebsel drusilfins a kvesorrud .,6,16,10
723,pa,the son dragged the student .,a frataflom kvevarmurs a frazemzom .,6,17,11
724,pa,a professor raises a reader .,a plokudsel zranorzired a pnesillom .,6,16,10
725,pa,the doctor asked the employee .,a kvelodzom grizebbaved a kvetorfin .,6,16,10
726,pa,a student protects a teacher .,a klosilfin smevarbaved a klotafdil .,6,16,10
727,pa,the attorney raised the aunt .,a smesilrab grineldils a grisortas .,6,15,9
728,pa,a soldier surprises a son .,the kvedulrab frafimvols the smepemgor .,6,16,10
729,pa,the woman struck the worker .,a fradulvek frafimvols a klotafdil .,6,18,12
730,pa,a lawyer asks a leader .,the vrepimpav smegafdiled the kvevarzom .,6,17,11
731,pa,the chief washed the child .,a skozemdil zlodulfined a plolodnef .,6,18,12
732,pa,an adult forgives an attorney .,the vratafsel frafimvoled the plovakzir .,7,18,11
733,pa,the boy kissed the brother .,the vrepimpav zlorukruded the klogafrud .,6,17,11
734,pa,an uncle catches a wife .,the tlunelsel smevarbavs the pnezebkul .,6,18,12
735,pa,the doctor joined the employee .,the zramolmur drupemzired the kvetorfin .,6,16,10
736,pa,an employee punches an employer .,the vratafsel zlorukruds the vramolsim .,6,17,11
737,pa,the pilot comforted the president .,the kvenorvek smedulpaved the smezemlom .,7,17,10
738,pa,a man understands a manager .,the smekudlom skotafruded the drutorked .,6,17,11
739,pa,the woman understood the worker .,the vretafzir mninorkuled the tlumoldil .,6,17,11
740,pa,an actor grabs an actress .,a frataflom drupemzired a vratafsel .,6,17,11
741,pa,the actress judged the adult .,the vravaknef bripemlomed the grivarbav .,6,17,11
742,pa,a winner teaches a woman .,a kveruknef drusilfins a klotafdil .,6,18,12
743,pa,the writer protected the actor .,a bripimdil skopemkuled a kvesorrud .,6,17,11
744,pa,a guy helps a hero .,a vratafsel kvezemrabed a drufimzom .,6,18,12
745,pa,the kid helped the king .,the vravaknef mninorkuled the tlunelsel .,6,17,11
746,pa,a mother hurries a nurse .,the skozebsel klonorruds the pnezebkul .,7,16,9
747,pa,the manager punched the mayor .,the brikudtas zlorukruded the plovakzir .,6,18,12
748,pa,a physician punches a pilot .,a kveruknef gritafmurs a kvezemzom .,6,17,11
749,pa,the priest carried the prince .,a smepimzir zlorukruded a drufimzom .,6,18,12
750,pa,a president comforts a priest .,a zramolmur zrazemgors a kverukvol .,7,16,9
751,pa,the nurse forgot the parent .,the skozebsel bripemlomed the pnesillom .,6,16,10
752,pa,a winner judges a woman .,the vratafsel frafimvols the frazemzom .,6,18,12
753,pa,the author discovered the bishop .,the drutorked grinellomed the vratorrud .,6,15,9
754,pa,an adult asks an attorney .,the pnesillom kvesornefs the kvenorvek .,6,16,10
755,pa,the boy raised the brother .,the tlumoldil drusilfins the kvedulrab .,6,17,11
756,pa,a lawyer grabs a leader .,a britorkul grineldiled a mnidulzom .,6,16,10
757,pa,the wife dragged the winner .,a smepemgor grifimlomed a mnidulzom .,6,17,11
758,pa,an aunt describes an author .,a fradullom zranorzirs a smevakrab .,6,16,10
759,pa,the singer asked the soldier .,the vrakudmur mninorkuls the vrasilvol .,6,15,9
760,pa,a soldier carries a son .,the mnidulzom vrerukgored the smekudlom .,6,18,12
761,pa,the attorney helped the aunt .,a smesilrab kvenelfined a kvedulrab .,6,15,9
762,pa,a sheriff chases a singer .,the fradullom zrarukloms the plolodnef .,7,17,10
763,pa,the guest forgot the guy .,the drutorked zlodulfins the druvarmur .,6,16,10
764,pa,a president selects a priest .,a vrakudmur drupemzirs a plovakzir .,6,17,11
765,pa,the lady joined the lawyer .,the kverukvol zlorukruds the skozebsel .,6,16,10
766,pa,a child understands a colonel .,a smepimzir kvenelfined a brikudtas .,6,17,11
767,pa,the actress caught the adult .,a smevakkul grineldils a kvedulrab .,6,16,10
768,pa,a scientist kills a secretary .,a kvenorkul kvenelfins a vrepimpav .,6,15,9
769,pa,the princess killed the professor .,the brikudtas drupemzired the kvetorfin .,6,17,11
770,pa,a daughter hurts a doctor .,a brisilsel skopemkuls a mnidulzom .,6,17,11
771,pa,the priest hurt the prince .,the mnidulzom klonorruded the vramolsim .,6,16,10
772,pa,a winner destroys a woman .,a klosilfin skotafruds a zlosillom .,6,16,10
773,pa,the teacher forgave the uncle .,the vrepimpav kvesornefed the vravaknef .,7,16,9
774,pa,a man hurts a manager .,a vretortas mninorkuled a smekudlom .,6,16,10
775,pa,the cousin punched the daughter .,a kvelodzom zrarukloms a druvarmur .,6,17,11
776,pa,a winner chases a woman .,the frazemzom vrasorkuls the vratafsel .,7,17,10
777,pa,the minister hurt the mother .,the skozemdil grifimloms the smevakkul .,6,18,12
778,pa,a bishop forgives a boy .,a mnidulzom vregafvols a frazemzom .,7,18,11
779,pa,the chief surprised the child .,a vretortas smegafdils a britorkul .,6,16,10
780,pa,a child hurts a colonel .,a vravaknef skopemkuls a kvelodzom .,6,18,12
781,pa,the friend surprised the girl .,the smenelsel mninorkuled the bripimdil .,6,16,10
782,pa,a husband forgets a kid .,the plovakzir smenelmurs the klosilfin .,7,17,10
783,pa,the singer kissed the soldier .,the vranorked smedulpavs the plovakzir .,6,17,11
784,pa,an employee beats an employer .,the brikudtas grizebbavs the pnesillom .,6,17,11
785,pa,the employer followed the father .,a mnidulzom drusilfined a kveruknef .,6,18,12
786,pa,a brother asks a buddy .,a tlumolvek smenelmurs a zlosillom .,6,17,11
787,pa,the employer joined the father .,a vratorrud drupemzired a frapemsim .,6,16,10
788,pa,a girl comforts a guest .,the mnidulzom zraruklomed the zraduldil .,7,17,10
789,pa,the woman killed the worker .,the bripimdil grinelloms the frasorgor .,6,16,10
790,pa,a mayor hurts a minister .,a zlosillom grinellomed a tlumolvek .,6,16,10
791,pa,the doctor embraced the employee .,a kvenorvek skopemkuls a smepemgor .,6,17,11
792,pa,a bishop understands a boy .,the kverukvol kvenelfined the drufimzom .,6,16,10
793,pa,the wife forgave the winner .,the plolodnef mninorkuls the vrasilvol .,7,16,9
794,pa,a mayor carries a minister .,the smesilrab vrezebzomed the zramolmur .,6,16,10
795,pa,the colonel helped the cop .,a brisilsel mnilodkeded a grisortas .,6,16,10
796,pa,a husband kisses a kid .,a grisortas pnegafloms a druvarmur .,6,16,10
797,pa,the princess protected the professor .,the kvesorrud skopemkuls the plokudsel .,6,16,10
798,pa,a winner protects a woman .,a grisortas frafimvoled a mnidulzom .,6,17,11
799,pa,the minister bothered the mother .,the plovakzir kvesornefs the smepimzir .,6,17,11
800,pa,an employee embraces an employer .,the franorbav drupemzired the frasorgor .,6,16,10
801,pa,the son surprised the student .,a tlunelsel mninorkuled a vravaknef .,6,17,11
802,pa,a brother chases a buddy .,the drufimzom smevarbaved the franorbav .,7,16,9
803,pa,the friend understood the girl .,the zramolmur zlodulfins the vravaknef .,6,17,11
804,pa,a mayor drags a minister .,a vrakudmur frafimvoled a tlumoldil .,7,17,10
805,pa,the chief raised the child .,a zramolmur pnegaflomed a smevakrab .,6,16,10
806,pa,an uncle grabs a wife .,the frazemzom smegafdils the zraduldil .,6,17,11
807,pa,the colonel destroyed the cop .,the grisortas skopemkuls the brisilsel .,6,16,10
808,pa,an adult helps an attorney .,the skozemdil smegafdils the zlosillom .,6,17,11
809,pa,the kid grabbed the king .,the druvarmur zranorzired the vratorrud .,6,16,10
810,pa,a parent destroys a partner .,the drufimzom zrazemgors the frazemzom .,6,18,12
811,pa,the guest kissed the guy .,a druvarmur smevarbavs a frataflom .,6,16,10
812,pa,a parent forgives a partner .,a franorbav vregafvols a vrefimdil .,7,17,10
813,pa,the wife protected the winner .,a frasorgor smevarbaved a kvezemzom .,6,16,10
814,pa,a cop chases a cousin .,a brisilsel skotafruds a frataflom .,7,16,9
815,pa,the singer judged the soldier .,a brisilsel vregafvoled a pnezebkul .,6,17,11
816,pa,a girl understands a guest .,the klogafrud vrasorkuls the grisortas .,6,16,10
817,pa,the woman forgave the worker .,the tlumoldil smevarbavs the kvesorrud .,7,17,10
818,pa,a guy bothers a hero .,the kvelodzom drupemzirs the brisilsel .,6,17,11
819,pa,the actress raised the adult .,the vretortas gritafmured the tlumolvek .,6,16,10
820,pa,a father bothers a friend .,the mnidulzom grizebbaved the bripimdil .,6,17,11
821,pa,the singer killed the soldier .,the brisilsel vrasorkuled the plokudsel .,6,15,9
822,pa,a guy raises a hero .,the vravaknef vragafmurs the smenelsel .,6,17,11
823,pa,the author understood the bishop .,a vratorrud kvesornefed a drutorked .,6,15,9
824,pa,a husband follows a kid .,a klosilfin mninorkuls a frataflom .,6,15,9
825,pa,the cousin chased the daughter .,a kvenorkul skotafruded a tlunelsel .,6,17,11
826,pa,an uncle strikes a wife .,a vramolsim smenelmurs a vretortas .,6,16,10
827,pa,the priest caught the prince .,a fradulvek mnilodkeded a frapemsim .,6,17,11
828,pa,a soldier catches a son .,a tlumolvek gritafmured a drutorked .,6,16,10
829,pa,the woman destroyed the worker .,a skozebsel vrasorkuled a klosilfin .,6,15,9
830,pa,a daughter protects a doctor .,a vramolsim vrasorkuled a vretafzir .,6,16,10
831,pa,the chief comforted the child .,a druvarmur kvezemrabs a zraduldil .,7,16,9
832,pa,a cop grabs a cousin .,the plovakzir gritafmurs the fravaksel .,6,16,10
833,pa,the author forgot the bishop .,the plokudsel skopemkuls the vrepimpav .,6,16,10
834,pa,a daughter asks a doctor .,the kvedulrab kvesornefs the fravaksel .,6,15,9
835,pa,the boy discovered the brother .,a franorbav smenelmurs a brikudtas .,6,17,11
836,pa,an actor understands an actress .,the tlumoldil grizebbavs the plovakzir .,6,18,12
837,pa,the pilot forgot the president .,the vrefimdil vrezebzoms the klosilfin .,6,17,11
838,pa,a man destroys a manager .,the pnezebkul skotafruded the tlumoldil .,6,18,12
839,pa,the guest embraced the guy .,the bripimdil smedulpavs the fravaksel .,6,17,11
840,pa,a mayor selects a minister .,a kvetorfin smedulpaved a zraduldil .,6,15,9
841,pa,the cousin helped the daughter .,the vretafzir drupemzirs the fravaksel .,6,17,11
842,pa,a child judges a colonel .,the kvesorrud mnilodkeded the drutorked .,6,16,10
843,pa,the author joined the bishop .,the kvesorrud pnegaflomed the smesormur .,6,16,10
844,pa,an aunt surprises an author .,a smevakkul smedulpaved a grisortas .,6,16,10
845,pa,the reader embraced the scientist .,a kveruknef zraruklomed a brisilsel .,6,17,11
846,pa,a man kills a manager .,a vrasilvol smegafdils a mnidulzom .,6,17,11
847,pa,the colonel bothered the cop .,the drufimzom drupemzirs the vratorrud .,6,17,11
848,pa,a cop strikes a cousin .,a smevakkul zlorukruds a kvenorvek .,6,18,12
849,pa,the hero asked the husband .,a kvelodzom vregafvoled a kvetorfin .,6,17,11
850,pa,a candidate hurries a captain .,a klogafrud drupemzired a vretafzir .,7,18,11
851,pa,the kid hurt the king .,a smesormur klosorveks a frataflom .,6,16,10
852,pa,a candidate embraces a captain .,a kvedulrab grifimlomed a bripimdil .,6,17,11
853,pa,the reader comforted the scientist .,the kvesorrud vrasorkuled the smekudlom .,7,16,9
854,pa,a lawyer strikes a leader .,a vratafsel zrarukloms a plolodnef .,6,18,12
855,pa,the guest raised the guy .,the brisilsel bripemlomed the tlumolvek .,6,17,11
856,pa,an adult hurries an attorney .,a klosilfin kvenelfined a tlunelsel .,7,16,9
857,pa,the writer struck the actor .,the vratorrud pnegafloms the grisortas .,6,16,10
858,pa,a bishop raises a boy .,the klogafrud vragafmured the zlosillom .,6,17,11
859,pa,the priest understood the prince .,the zraduldil kvenelfined the smekudlom .,6,16,10
860,pa,a parent judges a partner .,the smevakrab zrazemgors the fradullom .,6,16,10
861,pa,the writer embraced the actor .,the fradulvek bripemloms the vrakudmur .,6,17,11
862,pa,a mayor grabs a minister .,a brisilsel vrezebzoms a vratorrud .,6,16,10
863,pa,the minister discovered the mother .,the vrasilvol kvezemrabs the drufimzom .,6,17,11
864,pa,a scientist destroys a secretary .,the plolodnef klosorveks the tlumolvek .,6,18,12
865,pa,the cousin raised the daughter .,the skozebsel vrerukgors the skozemdil .,6,17,11
866,pa,a sheriff protects a singer .,a zramolmur vrezebzoms a skozebsel .,6,16,10
867,pa,the friend forgot the girl .,a pnezebkul klonorruds a vratafsel .,6,17,11
868,pa,a lawyer chases a leader .,a vranorked kvezemrabs a plokudsel .,7,16,9
869,pa,the teacher carried the uncle .,the vrepimpav kvezemrabed the zlosillom .,6,16,10
870,pa,an employee destroys an employer .,the smezemlom bripemlomed the vretafzir .,6,18,12
871,pa,the colonel surprised the cop .,a frazemzom smevarbavs a vratafsel .,6,18,12
872,pa,a mayor teaches a minister .,a brisilsel zrazemgored a skozemdil .,6,17,11
873,pa,the chief helped the child .,the smesilrab mninorkuled the bripimdil .,6,16,10
874,pa,a mayor raises a minister .,a kvezemzom frafimvoled a vravaknef .,6,18,12
875,pa,the singer punched the soldier .,a kvenorvek kvevarmured a vravaknef .,6,18,12
876,pa,a brother embraces a buddy .,the brikudtas klosorveked the mnikudpav .,6,18,12
877,pa,the woman comforted the worker .,the kvedulrab zlorukruded the bripimdil .,7,17,10
878,pa,a king follows a lady .,the smenelsel smedulpaved the pnezebkul .,6,16,10
879,pa,the singer discovered the soldier .,the smekudlom zranorzired the klosilfin .,6,17,11
880,pa,a lawyer follows a leader .,a frapemsim zrazemgors a plokudsel .,6,16,10
881,pa,the leader destroyed the man .,the frataflom drupemzired the kvenorkul .,6,16,10
882,pa,a prince forgives a princess .,the klotafdil gritafmurs the smevakkul .,7,17,10
883,pa,the captain kissed the champion .,the drufimzom skopemkuled the mnikudpav .,6,18,12
884,pa,an uncle surprises a wife .,the kvesorrud kvevarmured the druvarmur .,6,16,10
885,pa,the princess destroyed the professor .,a zlosillom kvezemrabs a frataflom .,6,16,10
886,pa,a champion selects a chief .,a plolodnef skopemkuls a smevakrab .,6,17,11
887,pa,the doctor followed the employee .,a kvelodzom zlorukruds a frasorgor .,6,17,11
888,pa,a husband joins a kid .,a vratafsel vrerukgored a plokudsel .,6,17,11
889,pa,the minister washed the mother .,a zramolmur smegafdils a fravaksel .,6,16,10
890,pa,a father raises a friend .,a frataflom smevarbavs a plokudsel .,6,16,10
891,pa,the lady taught the lawyer .,a smesilrab zlorukruds a grivarbav .,6,16,10
892,pa,a mayor embraces a minister .,a smenelsel mnilodkeded a kvelodzom .,6,17,11
893,pa,the hero comforted the husband .,a klosilfin zranorzired a pnezebkul .,7,17,10
894,pa,a father protects a friend .,a kveruknef bripemloms a bripimdil .,6,18,12
895,pa,the manager comforted the mayor .,the fravaksel grinelloms the druvarmur .,7,15,8
896,pa,a student bothers a teacher .,the pnezebkul drupemzired the druvarmur .,6,17,11
897,pa,the friend helped the girl .,a vranorked vrasorkuled a smesormur .,6,15,9
898,pa,a prince beats a princess .,a kvezemzom grifimlomed a klosilfin .,6,17,11
899,pa,the singer carried the soldier .,a vretafzir vrerukgored a fradullom .,6,17,11
900,pa,a worker beats a writer .,the zraduldil bripemloms the tlumoldil .,6,17,11
901,pa,the hero kissed the husband .,a pnesillom zlodulfins a fradullom .,6,16,10
902,pa,a president judges a priest .,a kverukvol smenelmurs a vratorrud .,6,16,10
903,pa,the hero destroyed the husband .,a kvezemzom vrasorkuled a vrasilvol .,6,16,10
904,pa,a sheriff destroys a singer .,a vramolsim klonorruds a zramolmur .,6,15,9
905,pa,the cousin hurried the daughter .,a pnesillom zlorukruded a grivarbav .,6,16,10
906,pa,a brother follows a buddy .,a drufimzom vrasorkuled a zramolmur .,6,16,10
907,pa,the guest grabbed the guy .,a zraduldil kvezemrabs a frapemsim .,6,16,10
908,pa,an adult destroys an attorney .,a vretortas grifimloms a fradullom .,6,16,10
909,pa,the friend caught the girl .,the zramolmur skotafruded the smevakkul .,6,17,11
910,pa,a mayor kills a minister .,a plolodnef pnegafloms a fradullom .,6,17,11
911,pa,the secretary described the sheriff .,the vrakudmur drupemzired the kvenorvek .,6,17,11
912,pa,a man selects a manager .,a grivarbav grifimlomed a pnesillom .,6,16,10
913,pa,the secretary dragged the sheriff .,a frazemzom frafimvols a fradulvek .,6,18,12
914,pa,a cop follows a cousin .,a drufimzom mninorkuls a vranorked .,6,16,10
915,pa,the buddy carried the candidate .,the drufimzom zlorukruds the kvevarzom .,6,18,12
916,pa,a bishop discovers a boy .,a mnikudpav pnegafloms a smenelsel .,6,17,11
917,pa,the secretary chased the sheriff .,the britorkul smedulpaved the mnikudpav .,6,16,10
918,pa,an actor surprises an actress .,a frataflom zrazemgored a vrakudmur .,6,16,10
919,pa,the secretary judged the sheriff .,the zramolmur zlodulfined the vravaknef .,6,17,11
920,pa,an employee bothers an employer .,a mnikudpav vrasorkuled a fravaksel .,6,16,10
921,pa,the manager joined the mayor .,a frapemsim zraruklomed a skozemdil .,6,17,11
922,pa,a child grabs a colonel .,a plovakzir grizebbavs a zraduldil .,6,17,11
923,pa,the son followed the student .,a kvedulrab kvezemrabs a smesilrab .,6,16,10
924,pa,a parent selects a partner .,a zramolmur smegafdiled a grivarbav .,6,16,10
925,pa,the princess carried the professor .,a kvenorvek grifimloms a vratafsel .,6,18,12
926,pa,a mother protects a nurse .,a frazemzom vrasorkuled a vretortas .,6,16,10
927,pa,the colonel beat the cop .,the fravaksel smedulpavs the drutorked .,6,16,10
928,pa,a scientist beats a secretary .,a vratafsel smegafdiled a kvezemzom .,6,18,12
929,pa,the captain grabbed the champion .,a fradulvek zrazemgored a kvenorkul .,6,17,11
930,pa,a guy surprises a hero .,a vrepimpav grineldils a vretortas .,6,15,9
931,pa,the minister chased the mother .,the fradulvek grineldiled the franorbav .,6,16,10
932,pa,a child washes a colonel .,a kverukvol klosorveked a tlumoldil .,7,17,10
933,pa,the minister understood the mother .,the pnesillom kvezemrabs the smezemlom .,6,17,11
934,pa,an adult catches an attorney .,a kvesorrud bripemloms a frataflom .,6,16,10
935,pa,the teacher hurt the uncle .,the pnezebkul smegafdils the kvesorrud .,6,17,11
936,pa,a guy strikes a hero .,a kveruknef smegafdils a vrasilvol .,6,17,11
937,pa,the writer described the actor .,a brisilsel drusilfins a drufimzom .,6,17,11
938,pa,a father chases a friend .,a kvezemzom klosorveks a kvevarzom .,7,18,11
939,pa,the friend dragged the girl .,the kvenorvek frafimvols the fradulvek .,6,18,12
940,pa,a professor asks a reader .,the vrefimdil grizebbaved the druvarmur .,6,16,10
941,pa,the woman followed the worker .,the vrefimdil kvevarmurs the fradullom .,6,17,11
942,pa,a father understands a friend .,a pnezebkul gritafmured a plolodnef .,6,17,11
943,pa,the manager chased the mayor .,the grivarbav grinelloms the vratorrud .,6,15,9
944,pa,a champion asks a chief .,a smevakrab zlodulfins a smesilrab .,6,16,10
945,pa,the pilot joined the president .,a skozebsel kvezemrabed a vranorked .,6,16,10
946,pa,a prince protects a princess .,the skozebsel smenelmurs the fradullom .,6,16,10
947,pa,the author hurt the bishop .,the frapemsim klosorveked the kvevarzom .,6,17,11
948,pa,a girl discovers a guest .,a zramolmur vrezebzoms a smevakkul .,6,17,11
949,pa,the partner hurried the physician .,the zlosillom klonorruds the kvenorvek .,6,16,10
950,pa,a king beats a lady .,a kvevarzom grineldils a skozebsel .,6,16,10
951,pa,the nurse understood the parent .,a vratorrud zranorzired a frataflom .,6,16,10
952,pa,a soldier kills a son .,a mnikudpav vrasorkuls a kvenorvek .,6,17,11
953,pa,the singer embraced the soldier .,a vranorked vragafmured a vretortas .,6,16,10
954,pa,a husband describes a kid .,a smevakrab zranorzirs a brisilsel .,6,16,10
955,pa,the son protected the student .,the vrefimdil zlodulfined the grivarbav .,6,17,11
956,pa,an actor judges an actress .,a kvesorrud kvevarmured a klotafdil .,6,17,11
957,pa,the captain bothered the champion .,the frataflom mnilodkeded the vretortas .,6,16,10
958,pa,a cop surprises a cousin .,the vrefimdil skopemkuls the britorkul .,6,17,11
959,pa,the buddy followed the candidate .,the bripimdil zrazemgors the fradulvek .,6,18,12
960,pa,a scientist forgets a secretary .,a fradullom mnilodkeds a kvesorrud .,7,16,9
961,pa,the buddy helped the candidate .,a vrefimdil zlodulfined a grisortas .,6,17,11
962,pa,a scientist surprises a secretary .,the fravaksel smevarbavs the vrakudmur .,6,16,10
963,pa,the attorney hurried the aunt .,a vratorrud mninorkuled a fradullom .,6,15,9
964,pa,a physician forgets a pilot .,the drutorked klonorruded the brikudtas .,7,16,9
965,pa,the buddy understood the candidate .,a smesormur skotafruded a kvetorfin .,6,16,10
966,pa,a president forgets a priest .,a fravaksel mninorkuled a zlosillom .,7,15,8
967,pa,the leader killed the man .,a druvarmur grizebbaved a kvezemzom .,6,16,10
968,pa,a soldier helps a son .,the pnesillom mnilodkeds the zraduldil .,6,16,10
969,pa,the nurse discovered the parent .,a vratafsel zlodulfined a brisilsel .,6,17,11
970,pa,an uncle protects a wife .,the fradulvek zlorukruds the kvesorrud .,6,17,11
971,pa,the cousin hurt the daughter .,a kveruknef zranorzired a skozemdil .,6,18,12
972,pa,a guy protects a hero .,the grivarbav zlodulfins the fradulvek .,6,17,11
973,pa,the secretary bothered the sheriff .,a vretafzir vrezebzoms a kvesorrud .,6,17,11
974,pa,a brother raises a buddy .,the drutorked kvesornefed the smesilrab .,6,15,9
975,pa,the manager dragged the mayor .,the vrasilvol smegafdils the smesilrab .,6,16,10
976,pa,a mother drags a nurse .,the frataflom klonorruded the vrefimdil .,7,16,9
977,pa,the attorney kissed the aunt .,the kvelodzom zranorzired the vravaknef .,6,18,12
978,pa,a lawyer helps a leader .,a frapemsim vragafmured a vramolsim .,6,16,10
979,pa,the wife followed the winner .,a skozebsel pnegaflomed a smezemlom .,6,17,11
980,pa,a winner carries a woman .,the druvarmur smevarbavs the klotafdil .,6,17,11
981,pa,the cousin washed the daughter .,a kvenorkul smegafdils a klogafrud .,6,17,11
982,pa,a cop carries a cousin .,the smevakrab vrezebzoms the zraduldil .,6,16,10
983,pa,the kid comforted the king .,the vrakudmur vrerukgors the kvelodzom .,7,17,10
984,pa,a cop forgets a cousin .,a grivarbav bripemloms a plokudsel .,7,16,9
985,pa,the boy embraced the brother .,a kveruknef smegafdils a drutorked .,6,17,11
986,pa,an employee understands an employer .,a klotafdil grizebbaved a fradulvek .,6,17,11
987,pa,the secretary forgave the sheriff .,the kvedulrab zlorukruded the klogafrud .,7,17,10
988,pa,a husband teaches a kid .,a bripimdil vrasorkuls a klotafdil .,6,17,11
989,pa,the nurse helped the parent .,the kvedulrab smenelmurs the vratafsel .,6,17,11
990,pa,an uncle understands a wife .,the grivarbav vrasorkuls the zramolmur .,6,15,9
991,pa,the buddy taught the candidate .,a vratafsel grizebbavs a tlunelsel .,6,18,12
992,pa,a child follows a colonel .,the kvedulrab grizebbavs the smepemgor .,6,16,10
993,pa,the colonel punched the cop .,a smepemgor bripemlomed a klotafdil .,6,17,11
994,pa,a brother protects a buddy .,the plovakzir zlodulfins the vratorrud .,6,17,11
995,pa,the writer asked the actor .,a smepimzir grinelloms a tlumolvek .,6,17,11
996,pa,an employee discovers an employer .,the vretortas grizebbaved the vranorked .,6,15,9
997,pa,the leader hurt the man .,a tlumolvek vrerukgored a vravaknef .,6,18,12
998,pa,a lawyer describes a leader .,the vrefimdil drupemzired the klosilfin .,6,17,11
999,pa,the priest described the prince .,a kvevarzom skopemkuled a drutorked .,6,17,11
1000,pa,a king strikes a lady .,the zlosillom vrezebzomed the zramolmur .,6,16,10
1001,pa,the manager hurt the mayor .,a fradullom vregafvoled a tlunelsel .,6,17,11
1002,pa,a brother describes a buddy .,the klosilfin smenelmured the kvedulrab .,6,16,10
1003,pa,the friend carried the girl .,the vratafsel skotafruded the skozemdil .,6,18,12
1004,pa,a worker judges a writer .,a frazemzom vrerukgored a vrefimdil .,6,18,12
1005,pa,the attorney beat the aunt .,a drufimzom zlorukruded a zlosillom .,6,17,11
1006,pa,a mayor asks a minister .,the frasorgor pnegafloms the mnikudpav .,6,17,11
1007,pa,the friend forgave the girl .,a kverukvol vregafvoled a skozebsel .,7,16,9
1008,pa,a champion helps a chief .,the tlumoldil zraruklomed the smezemlom .,6,18,12
1009,pa,the singer dragged the soldier .,the tlumolvek pnegaflomed the kvevarzom .,6,18,12
1010,pa,a bishop kisses a boy .,a kverukvol drupemzired a grisortas .,6,16,10
1011,pa,the chief punched the child .,a kvetorfin grifimloms a smepimzir .,6,17,11
1012,pa,a child protects a colonel .,the grisortas grizebbaved the mnidulzom .,6,16,10
1013,pa,the kid protected the king .,the skozemdil grineldils the kveruknef .,6,17,11
1014,pa,a lawyer raises a leader .,the tlunelsel skotafruds the brikudtas .,6,18,12
1015,pa,the leader hurried the man .,the klogafrud vragafmurs the skozebsel .,6,17,11
1016,pa,a soldier raises a son .,the vratafsel mnilodkeded the brikudtas .,6,18,12
1017,pa,the buddy raised the candidate .,a vrepimpav zraruklomed a britorkul .,6,16,10
1018,pa,an aunt destroys an author .,the kvesorrud vrasorkuled the vratorrud .,6,15,9
1019,pa,the actress hurried the adult .,the vrefimdil vrasorkuled the vrakudmur .,6,16,10
1020,pa,a girl hurts a guest .,the klotafdil vrasorkuls the fradullom .,6,16,10
1021,pa,the attorney forgave the aunt .,a vrakudmur frafimvoled a frazemzom .,7,17,10
1022,pa,a candidate surprises a captain .,the frapemsim zlodulfined the tlumolvek .,6,17,11
1023,pa,the writer joined the actor .,the frasorgor grineldils the bripimdil .,6,16,10
1024,pa,a cop catches a cousin .,a zramolmur zrarukloms a vranorked .,6,16,10
1025,pa,the reader surprised the scientist .,the brikudtas kvesornefs the smenelsel .,6,16,10
1026,pa,a champion grabs a chief .,a vratafsel frafimvoled a brisilsel .,6,17,11
1027,pa,the singer forgave the soldier .,a kverukvol pnegafloms a vretortas .,7,16,9
1028,pa,a prince grabs a princess .,a frapemsim vregafvols a drufimzom .,6,17,11
1029,pa,the lady asked the lawyer .,a smenelsel pnegafloms a frasorgor .,6,16,10
1030,pa,a champion teaches a chief .,the kvezemzom skopemkuls the tlunelsel .,6,18,12
1031,pa,the pilot understood the president .,a skozebsel drupemzirs a kvesorrud .,6,16,10
1032,pa,a sheriff drags a singer .,a kvelodzom skotafruds a frapemsim .,7,17,10
1033,pa,the teacher asked the uncle .,the kvetorfin vrerukgored the franorbav .,6,16,10
1034,pa,a winner joins a woman .,the kvezemzom grifimloms the skozebsel .,6,17,11
1035,pa,the employer killed the father .,a vramolsim vrezebzoms a plokudsel .,6,16,10
1036,pa,an uncle beats a wife .,the zramolmur vragafmurs the vrakudmur .,6,16,10
1037,pa,the leader asked the man .,a smesormur kvenelfined a vratorrud .,6,15,9
1038,pa,a man discovers a manager .,the frazemzom vrezebzomed the smekudlom .,6,18,12
1039,pa,the leader struck the man .,the kvenorkul grifimloms the klosilfin .,6,16,10
1040,pa,a parent hurts a partner .,the vranorked skopemkuls the brisilsel .,6,16,10
1041,pa,the minister taught the mother .,a smezemlom kvenelfined a kvedulrab .,6,16,10
1042,pa,an actor carries an actress .,a druvarmur skopemkuled a mnikudpav .,6,17,11
1043,pa,the actress punched the adult .,the vravaknef vrasorkuled the smevakrab .,6,16,10
1044,pa,a champion bothers a chief .,a vramolsim mnilodkeds a plolodnef .,6,17,11
