item_index,prompt_template,prime_condition,prompt,target_active,target_passive,agent_noun,patient_noun,active_verb_form,passive_verb_form,quote_style,event_style,role_style,raw_generation,generated_first_sentence,generation_class,has_extra_text_after_first_sentence
1,demo__involving_event__responsible_affected__said_mary,filler,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The traveler rested beside the river."" said Mary.

There was a asking event involving a lady and a lawyer.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
""The",a lady asks a lawyer .,a lawyer is asked by a lady .,lady,lawyer,asks,asked,said_mary,involving_event,responsible_affected," traveler rested beside the river."" said Mary.

There was a asking event involving a",The traveler rested beside the river .,other,True
1,demo__involving_event__did_to__mary_answered,active,"There was a kissing event involving a bishop and a boy.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
Mary answered, ""A bishop kisses a boy.""

There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The",a lady asks a lawyer .,a lawyer is asked by a lady .,lady,lawyer,asks,asked,mary_answered,involving_event,did_to," lawyer kissed the lady.""

There was a kissing event involving a bishop and a boy",The lawyer kissed the lady .,patient_start_other,True
1,demo__involving_event__did_to__mary_answered,passive,"There was a kissing event involving a bishop and a boy.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
Mary answered, ""A boy is kissed by a bishop.""

There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The",a lady asks a lawyer .,a lawyer is asked by a lady .,lady,lawyer,asks,asked,mary_answered,involving_event,did_to," lawyer kissed the lady.""

There was a asking event involving a man and a woman",The lawyer kissed the lady .,patient_start_other,True
1,demo__involving_event__did_to__mary_answered,no_demo,"There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The",a lady asks a lawyer .,a lawyer is asked by a lady .,lady,lawyer,asks,asked,mary_answered,involving_event,did_to," lawyer said, 'I'm going to have to take you to court.'""

B","The lawyer said, 'I'm going to have to take you to court .",patient_start_other,True
1,demo__involving_event__did_to__mary_answered,filler,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The traveler rested beside the river.""

There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The",a lady asks a lawyer .,a lawyer is asked by a lady .,lady,lawyer,asks,asked,mary_answered,involving_event,did_to," traveler rested beside the river.""

There was a asking event involving a lady and a",The traveler rested beside the river .,other,True
1,demo__involving_event__did_to__said_mary,active,"There was a kissing event involving a bishop and a boy.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
""A bishop kisses a boy."" said Mary.

There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
""The",a lady asks a lawyer .,a lawyer is asked by a lady .,lady,lawyer,asks,asked,said_mary,involving_event,did_to," lawyer kissed the lady."" said Mary.

There was a kissing event involving a bishop",The lawyer kissed the lady .,patient_start_other,True
1,demo__involving_event__did_to__said_mary,passive,"There was a kissing event involving a bishop and a boy.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
""A boy is kissed by a bishop."" said Mary.

There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
""The",a lady asks a lawyer .,a lawyer is asked by a lady .,lady,lawyer,asks,asked,said_mary,involving_event,did_to," lawyer kissed the lady."" said Mary.

There was a asking event involving a man",The lawyer kissed the lady .,patient_start_other,True
1,demo__involving_event__did_to__said_mary,no_demo,"There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
""The",a lady asks a lawyer .,a lawyer is asked by a lady .,lady,lawyer,asks,asked,said_mary,involving_event,did_to," lady said, 'I'm going to sue you for $10,000.'""

","The lady said, 'I'm going to sue you for $10,000 .",agent_start_other,False
1,demo__involving_event__did_to__said_mary,filler,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The traveler rested beside the river."" said Mary.

There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
""The",a lady asks a lawyer .,a lawyer is asked by a lady .,lady,lawyer,asks,asked,said_mary,involving_event,did_to," traveler rested beside the river."" said Mary.

There was a asking event involving a",The traveler rested beside the river .,other,True
2,demo__there_was_event__responsible_affected__mary_answered,active,"An actor and an actress were involved in the same event.
There was a kissing event.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
Mary answered, ""An actor kisses an actress.""

A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,there_was_event,responsible_affected," actor kissed the friend.""

A father and a friend were involved in the same event",The actor kissed the friend .,other,True
2,demo__there_was_event__responsible_affected__mary_answered,passive,"An actor and an actress were involved in the same event.
There was a kissing event.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
Mary answered, ""An actress is kissed by an actor.""

A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,there_was_event,responsible_affected," actor kissed the friend.""

A father and a friend were involved in the same event",The actor kissed the friend .,other,True
2,demo__there_was_event__responsible_affected__mary_answered,no_demo,"A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,there_was_event,responsible_affected," father and the friend were involved in the same event.

""The father was a",The father and the friend were involved in the same event .,agent_start_other,True
2,demo__there_was_event__responsible_affected__mary_answered,filler,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,there_was_event,responsible_affected," notebook stayed on the shelf.""

A father and a friend were involved in the same",The notebook stayed on the shelf .,other,True
2,demo__there_was_event__responsible_affected__said_mary,active,"An actor and an actress were involved in the same event.
There was a kissing event.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
""An actor kisses an actress."" said Mary.

A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,there_was_event,responsible_affected," actor kissed the friend."" said Mary.

A father and a friend were involved in",The actor kissed the friend .,other,True
2,demo__there_was_event__responsible_affected__said_mary,passive,"An actor and an actress were involved in the same event.
There was a kissing event.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
""An actress is kissed by an actor."" said Mary.

A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,there_was_event,responsible_affected," actor kissed the mother."" said Mary.

A father and a friend were involved in",The actor kissed the mother .,other,True
2,demo__there_was_event__responsible_affected__said_mary,no_demo,"A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,there_was_event,responsible_affected," father and friend were involved in a joining event.

""The father was a member",The father and friend were involved in a joining event .,agent_start_other,True
2,demo__there_was_event__responsible_affected__said_mary,filler,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The notebook stayed on the shelf."" said Mary.

A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,there_was_event,responsible_affected," notebook stayed on the shelf."" said Mary.

A father and a friend were involved",The notebook stayed on the shelf .,other,True
2,demo__there_was_event__did_to__mary_answered,active,"An actor and an actress were involved in the same event.
There was a kissing event.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
Mary answered, ""An actor kisses an actress.""

A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,there_was_event,did_to," father kissed the friend.""

A man and a woman were involved in the same event",The father kissed the friend .,agent_start_other,True
2,demo__there_was_event__did_to__mary_answered,passive,"An actor and an actress were involved in the same event.
There was a kissing event.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
Mary answered, ""An actress is kissed by an actor.""

A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,there_was_event,did_to," father kissed the friend.""

A man and a woman were involved in the same event",The father kissed the friend .,agent_start_other,True
2,demo__there_was_event__did_to__mary_answered,no_demo,"A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,there_was_event,did_to," father and the friend were in the same car, and the father was driving and the friend","The father and the friend were in the same car, and the father was driving and the friend",agent_start_other,False
2,demo__there_was_event__did_to__mary_answered,filler,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,there_was_event,did_to," notebook stayed on the shelf.""

A father and a friend were involved in the same",The notebook stayed on the shelf .,other,True
2,demo__there_was_event__did_to__said_mary,active,"An actor and an actress were involved in the same event.
There was a kissing event.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
""An actor kisses an actress."" said Mary.

A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,there_was_event,did_to," father kissed the friend."" said Mary.

A man and a woman were involved in",The father kissed the friend .,agent_start_other,True
2,demo__there_was_event__did_to__said_mary,passive,"An actor and an actress were involved in the same event.
There was a kissing event.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
""An actress is kissed by an actor."" said Mary.

A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,there_was_event,did_to," father kissed the friend."" said Mary.

A man and a woman were involved in",The father kissed the friend .,agent_start_other,True
2,demo__there_was_event__did_to__said_mary,no_demo,"A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,there_was_event,did_to, father and his friend were in the same event. They were both in the same place at,The father and his friend were in the same event .,agent_start_other,False
2,demo__there_was_event__did_to__said_mary,filler,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The notebook stayed on the shelf."" said Mary.

A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,there_was_event,did_to," notebook stayed on the shelf."" said Mary.

A father and a friend were involved",The notebook stayed on the shelf .,other,True
2,demo__involving_event__responsible_affected__mary_answered,active,"There was a kissing event involving an actor and an actress.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
Mary answered, ""An actor kisses an actress.""

There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,involving_event,responsible_affected," father kissed the friend.""

There was a kissing event involving a father and a friend",The father kissed the friend .,agent_start_other,True
2,demo__involving_event__responsible_affected__mary_answered,passive,"There was a kissing event involving an actor and an actress.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
Mary answered, ""An actress is kissed by an actor.""

There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,involving_event,responsible_affected," father kissed the friend.""

There was a kissing event involving a father and a friend",The father kissed the friend .,agent_start_other,True
2,demo__involving_event__responsible_affected__mary_answered,no_demo,"There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,involving_event,responsible_affected, father and friend were in the car and the father was driving and the friend was in the,The father and friend were in the car and the father was driving and the friend was in the,agent_start_other,False
2,demo__involving_event__responsible_affected__mary_answered,filler,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,involving_event,responsible_affected," notebook stayed on the shelf.""

There was a joining event involving a father and a",The notebook stayed on the shelf .,other,True
2,demo__involving_event__responsible_affected__said_mary,active,"There was a kissing event involving an actor and an actress.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
""An actor kisses an actress."" said Mary.

There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,involving_event,responsible_affected," father kissed the friend."" said Mary.

There was a kissing event involving a father",The father kissed the friend .,agent_start_other,True
2,demo__involving_event__responsible_affected__said_mary,passive,"There was a kissing event involving an actor and an actress.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
""An actress is kissed by an actor."" said Mary.

There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,involving_event,responsible_affected," father kissed the friend."" said Mary.

There was a kissing event involving a father",The father kissed the friend .,agent_start_other,True
2,demo__involving_event__responsible_affected__said_mary,no_demo,"There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,involving_event,responsible_affected, father and friend were having a party and the father was drunk. He was very drunk.,The father and friend were having a party and the father was drunk .,agent_start_other,True
2,demo__involving_event__responsible_affected__said_mary,filler,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The notebook stayed on the shelf."" said Mary.

There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,involving_event,responsible_affected," notebook stayed on the shelf."" said Mary.

There was a joining event involving a",The notebook stayed on the shelf .,other,True
2,demo__involving_event__did_to__mary_answered,active,"There was a kissing event involving an actor and an actress.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
Mary answered, ""An actor kisses an actress.""

There was a joining event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,involving_event,did_to," father kissed the friend.""

There was a kissing event involving a father and a friend",The father kissed the friend .,agent_start_other,True
2,demo__involving_event__did_to__mary_answered,passive,"There was a kissing event involving an actor and an actress.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
Mary answered, ""An actress is kissed by an actor.""

There was a joining event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,involving_event,did_to," father kissed the friend.""

There was a kissing event involving a father and a friend",The father kissed the friend .,agent_start_other,True
2,demo__involving_event__did_to__mary_answered,no_demo,"There was a joining event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,involving_event,did_to," father was a friend of mine.""

Bridget asked, ""What happened?""",The father was a friend of mine .,agent_start_other,True
2,demo__involving_event__did_to__mary_answered,filler,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

There was a joining event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,mary_answered,involving_event,did_to," notebook stayed on the shelf.""

There was a joining event involving a father and a",The notebook stayed on the shelf .,other,True
2,demo__involving_event__did_to__said_mary,active,"There was a kissing event involving an actor and an actress.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
""An actor kisses an actress."" said Mary.

There was a joining event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,involving_event,did_to," father kissed the friend."" said Mary.

There was a kissing event involving a father",The father kissed the friend .,agent_start_other,True
2,demo__involving_event__did_to__said_mary,passive,"There was a kissing event involving an actor and an actress.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
""An actress is kissed by an actor."" said Mary.

There was a joining event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,involving_event,did_to," father kissed the friend."" said Mary.

There was a kissing event involving a father",The father kissed the friend .,agent_start_other,True
2,demo__involving_event__did_to__said_mary,no_demo,"There was a joining event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,involving_event,did_to, father and his friend were having a party at the house. They were having a good time,The father and his friend were having a party at the house .,agent_start_other,False
2,demo__involving_event__did_to__said_mary,filler,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The notebook stayed on the shelf."" said Mary.

There was a joining event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
""The",a father joins a friend .,a friend is joined by a father .,father,friend,joins,joined,said_mary,involving_event,did_to," notebook stayed on the shelf."" said Mary.

There was a joining event involving a",The notebook stayed on the shelf .,other,True
3,demo__there_was_event__responsible_affected__mary_answered,active,"A husband and a kid were involved in the same event.
There was a chasing event.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
Mary answered, ""A husband chases a kid.""

A wife and a winner were involved in the same event.
There was a destroying event.
The responsible person was a wife.
The affected person was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,mary_answered,there_was_event,responsible_affected," husband destroyed the winner.""

A husband and a loser were involved in the same event",The husband destroyed the winner .,other,True
3,demo__there_was_event__responsible_affected__mary_answered,passive,"A husband and a kid were involved in the same event.
There was a chasing event.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
Mary answered, ""A kid is chased by a husband.""

A wife and a winner were involved in the same event.
There was a destroying event.
The responsible person was a wife.
The affected person was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,mary_answered,there_was_event,responsible_affected," husband destroyed the house.""

A husband and a loser were involved in the same event",The husband destroyed the house .,other,True
3,demo__there_was_event__responsible_affected__mary_answered,no_demo,"A wife and a winner were involved in the same event.
There was a destroying event.
The responsible person was a wife.
The affected person was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,mary_answered,there_was_event,responsible_affected," husband destroyed the house.""

Bridget asked, ""What did he do?""",The husband destroyed the house .,other,True
3,demo__there_was_event__responsible_affected__mary_answered,filler,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The window rattled during the storm.""

A wife and a winner were involved in the same event.
There was a destroying event.
The responsible person was a wife.
The affected person was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,mary_answered,there_was_event,responsible_affected," window rattled during the storm.""

A wife and a winner were involved in the same",The window rattled during the storm .,other,True
3,demo__there_was_event__responsible_affected__said_mary,active,"A husband and a kid were involved in the same event.
There was a chasing event.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
""A husband chases a kid."" said Mary.

A wife and a winner were involved in the same event.
There was a destroying event.
The responsible person was a wife.
The affected person was a winner.

Bridget asked, ""What happened?""
""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,said_mary,there_was_event,responsible_affected," husband destroyed the winner."" said Mary.

A husband and a loser were involved in",The husband destroyed the winner .,other,True
3,demo__there_was_event__responsible_affected__said_mary,passive,"A husband and a kid were involved in the same event.
There was a chasing event.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
""A kid is chased by a husband."" said Mary.

A wife and a winner were involved in the same event.
There was a destroying event.
The responsible person was a wife.
The affected person was a winner.

Bridget asked, ""What happened?""
""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,said_mary,there_was_event,responsible_affected," husband destroyed the house."" said Mary.

A husband and a winner were involved in",The husband destroyed the house .,other,True
3,demo__there_was_event__responsible_affected__said_mary,no_demo,"A wife and a winner were involved in the same event.
There was a destroying event.
The responsible person was a wife.
The affected person was a winner.

Bridget asked, ""What happened?""
""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,said_mary,there_was_event,responsible_affected, wife of the winner was involved in the same event. She was the one who destroyed the,The wife of the winner was involved in the same event .,agent_start_other,False
3,demo__there_was_event__responsible_affected__said_mary,filler,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The window rattled during the storm."" said Mary.

A wife and a winner were involved in the same event.
There was a destroying event.
The responsible person was a wife.
The affected person was a winner.

Bridget asked, ""What happened?""
""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,said_mary,there_was_event,responsible_affected," window rattled during the storm."" said Mary.

A wife and a winner were involved",The window rattled during the storm .,other,True
3,demo__there_was_event__did_to__mary_answered,active,"A husband and a kid were involved in the same event.
There was a chasing event.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""A husband chases a kid.""

A wife and a winner were involved in the same event.
There was a destroying event.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,mary_answered,there_was_event,did_to," husband destroyed the winner.""

A husband and a loser were involved in the same event",The husband destroyed the winner .,other,True
3,demo__there_was_event__did_to__mary_answered,passive,"A husband and a kid were involved in the same event.
There was a chasing event.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""A kid is chased by a husband.""

A wife and a winner were involved in the same event.
There was a destroying event.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,mary_answered,there_was_event,did_to," husband destroyed the house.""

A husband and a loser were involved in the same event",The husband destroyed the house .,other,True
3,demo__there_was_event__did_to__mary_answered,no_demo,"A wife and a winner were involved in the same event.
There was a destroying event.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,mary_answered,there_was_event,did_to," one who did it was a wife.""

Bridget asked, ""What happened",The one who did it was a wife .,other,True
3,demo__there_was_event__did_to__mary_answered,filler,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The window rattled during the storm.""

A wife and a winner were involved in the same event.
There was a destroying event.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,mary_answered,there_was_event,did_to," window rattled during the storm.""

A wife and a winner were involved in the same",The window rattled during the storm .,other,True
3,demo__there_was_event__did_to__said_mary,active,"A husband and a kid were involved in the same event.
There was a chasing event.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
""A husband chases a kid."" said Mary.

A wife and a winner were involved in the same event.
There was a destroying event.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,said_mary,there_was_event,did_to," husband destroyed the winner."" said Mary.

A husband and a loser were involved in",The husband destroyed the winner .,other,True
3,demo__there_was_event__did_to__said_mary,passive,"A husband and a kid were involved in the same event.
There was a chasing event.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
""A kid is chased by a husband."" said Mary.

A wife and a winner were involved in the same event.
There was a destroying event.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,said_mary,there_was_event,did_to," husband destroyed the house."" said Mary.

A husband and a winner were involved in",The husband destroyed the house .,other,True
3,demo__there_was_event__did_to__said_mary,no_demo,"A wife and a winner were involved in the same event.
There was a destroying event.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,said_mary,there_was_event,did_to," one who did it was a wife.""

""What happened?""

""The",The one who did it was a wife .,other,True
3,demo__there_was_event__did_to__said_mary,filler,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The window rattled during the storm."" said Mary.

A wife and a winner were involved in the same event.
There was a destroying event.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,said_mary,there_was_event,did_to," window rattled during the storm."" said Mary.

A wife and a winner were involved",The window rattled during the storm .,other,True
3,demo__involving_event__responsible_affected__mary_answered,active,"There was a chasing event involving a husband and a kid.
The responsible person was a husband.
The affected person was a kid.

Bridget asked, ""What happened?""
Mary answered, ""A husband chases a kid.""

There was a destroying event involving a wife and a winner.
The responsible person was a wife.
The affected person was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The",a wife destroys a winner .,a winner is destroyed by a wife .,wife,winner,destroys,destroyed,mary_answered,involving_event,responsible_affected," husband chased the winner.""

There was a chasing event involving a husband and a loser",The husband chased the winner .,other,True
