item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,agent_det,agent_noun,patient_det,patient_noun,verb_lemma,active_verb_form,passive_verb_form,message_role_order_json,prompt,sentence_stub,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure,passive_choice_indicator
479,role_labeled,no_prime_eos,no_prime_eos,,a priest chases a prince .,a prince is chased by a priest .,a,priest,a,prince,chas,chases,chased,"[""AGENT=priest"", ""PATIENT=prince"", ""VERB=chas""]","Event roles: AGENT=priest; PATIENT=prince; VERB=chas
Sentence: the",Sentence: the,first_noun,-3.674074649810791,-3.7093505859375,-0.035275936126708984,active,0.0
479,role_labeled,filler,filler,The market opened after sunrise .,a priest chases a prince .,a prince is chased by a priest .,a,priest,a,prince,chas,chases,chased,"[""AGENT=priest"", ""PATIENT=prince"", ""VERB=chas""]","Prime sentence: The market opened after sunrise .
Event roles: AGENT=priest; PATIENT=prince; VERB=chas
Sentence: the",Sentence: the,first_noun,-5.226524829864502,-5.830113887786865,-0.6035890579223633,active,0.0
480,role_labeled,active,active,an attorney catches an aunt .,a manager catches a mayor .,a mayor is caught by a manager .,a,manager,a,mayor,catch,catches,caught,"[""PATIENT=mayor"", ""AGENT=manager"", ""VERB=catch""]","Prime sentence: an attorney catches an aunt .
Event roles: PATIENT=mayor; AGENT=manager; VERB=catch
Sentence: the",Sentence: the,first_noun,-5.407624244689941,-2.8131768703460693,2.594447374343872,passive,1.0
480,role_labeled,passive,passive,an aunt is caught by an attorney .,a manager catches a mayor .,a mayor is caught by a manager .,a,manager,a,mayor,catch,catches,caught,"[""PATIENT=mayor"", ""AGENT=manager"", ""VERB=catch""]","Prime sentence: an aunt is caught by an attorney .
Event roles: PATIENT=mayor; AGENT=manager; VERB=catch
Sentence: the",Sentence: the,first_noun,-5.364376544952393,-2.5411181449890137,2.823258399963379,passive,1.0
480,role_labeled,no_prime_eos,no_prime_eos,,a manager catches a mayor .,a mayor is caught by a manager .,a,manager,a,mayor,catch,catches,caught,"[""PATIENT=mayor"", ""AGENT=manager"", ""VERB=catch""]","Event roles: PATIENT=mayor; AGENT=manager; VERB=catch
Sentence: the",Sentence: the,first_noun,-4.965998649597168,-3.5039315223693848,1.4620671272277832,passive,1.0
480,role_labeled,filler,filler,The planet shimmered above the valley .,a manager catches a mayor .,a mayor is caught by a manager .,a,manager,a,mayor,catch,catches,caught,"[""PATIENT=mayor"", ""AGENT=manager"", ""VERB=catch""]","Prime sentence: The planet shimmered above the valley .
Event roles: PATIENT=mayor; AGENT=manager; VERB=catch
Sentence: the",Sentence: the,first_noun,-7.067543029785156,-4.195902347564697,2.871640682220459,passive,1.0
481,role_labeled,active,active,a soldier hurries a son .,a father hurries a friend .,a friend is hurried by a father .,a,father,a,friend,hurry,hurries,hurried,"[""VERB=hurry"", ""PATIENT=friend"", ""AGENT=father""]","Prime sentence: a soldier hurries a son .
Event roles: VERB=hurry; PATIENT=friend; AGENT=father
Sentence: the",Sentence: the,first_noun,-2.8944921493530273,-5.860304832458496,-2.9658126831054688,active,0.0
481,role_labeled,passive,passive,a son is hurried by a soldier .,a father hurries a friend .,a friend is hurried by a father .,a,father,a,friend,hurry,hurries,hurried,"[""VERB=hurry"", ""PATIENT=friend"", ""AGENT=father""]","Prime sentence: a son is hurried by a soldier .
Event roles: VERB=hurry; PATIENT=friend; AGENT=father
Sentence: the",Sentence: the,first_noun,-3.5259997844696045,-6.1092071533203125,-2.583207368850708,active,0.0
481,role_labeled,no_prime_eos,no_prime_eos,,a father hurries a friend .,a friend is hurried by a father .,a,father,a,friend,hurry,hurries,hurried,"[""VERB=hurry"", ""PATIENT=friend"", ""AGENT=father""]","Event roles: VERB=hurry; PATIENT=friend; AGENT=father
Sentence: the",Sentence: the,first_noun,-4.682581901550293,-6.550512313842773,-1.8679304122924805,active,0.0
481,role_labeled,filler,filler,The violin echoed in the theater .,a father hurries a friend .,a friend is hurried by a father .,a,father,a,friend,hurry,hurries,hurried,"[""VERB=hurry"", ""PATIENT=friend"", ""AGENT=father""]","Prime sentence: The violin echoed in the theater .
Event roles: VERB=hurry; PATIENT=friend; AGENT=father
Sentence: the",Sentence: the,first_noun,-5.2990193367004395,-7.431413650512695,-2.132394313812256,active,0.0
482,role_labeled,active,active,a chief embraces a child .,a president embraces a priest .,a priest is embraced by a president .,a,president,a,priest,embrac,embraces,embraced,"[""AGENT=president"", ""VERB=embrac"", ""PATIENT=priest""]","Prime sentence: a chief embraces a child .
Event roles: AGENT=president; VERB=embrac; PATIENT=priest
Sentence: the",Sentence: the,first_noun,-3.817391872406006,-4.32758903503418,-0.5101971626281738,active,0.0
482,role_labeled,passive,passive,a child is embraced by a chief .,a president embraces a priest .,a priest is embraced by a president .,a,president,a,priest,embrac,embraces,embraced,"[""AGENT=president"", ""VERB=embrac"", ""PATIENT=priest""]","Prime sentence: a child is embraced by a chief .
Event roles: AGENT=president; VERB=embrac; PATIENT=priest
Sentence: the",Sentence: the,first_noun,-3.82376766204834,-4.023433685302734,-0.19966602325439453,active,0.0
482,role_labeled,no_prime_eos,no_prime_eos,,a president embraces a priest .,a priest is embraced by a president .,a,president,a,priest,embrac,embraces,embraced,"[""AGENT=president"", ""VERB=embrac"", ""PATIENT=priest""]","Event roles: AGENT=president; VERB=embrac; PATIENT=priest
Sentence: the",Sentence: the,first_noun,-3.3192055225372314,-4.329958915710449,-1.0107533931732178,active,0.0
482,role_labeled,filler,filler,The jacket hung behind the chair .,a president embraces a priest .,a priest is embraced by a president .,a,president,a,priest,embrac,embraces,embraced,"[""AGENT=president"", ""VERB=embrac"", ""PATIENT=priest""]","Prime sentence: The jacket hung behind the chair .
Event roles: AGENT=president; VERB=embrac; PATIENT=priest
Sentence: the",Sentence: the,first_noun,-4.49671745300293,-4.189308166503906,0.30740928649902344,passive,1.0
483,role_labeled,active,active,a student carries a teacher .,a girl carries a guest .,a guest is carried by a girl .,a,girl,a,guest,carry,carries,carried,"[""AGENT=girl"", ""VERB=carry"", ""PATIENT=guest""]","Prime sentence: a student carries a teacher .
Event roles: AGENT=girl; VERB=carry; PATIENT=guest
Sentence: the",Sentence: the,first_noun,-2.0625717639923096,-6.449732780456543,-4.387161016464233,active,0.0
483,role_labeled,passive,passive,a teacher is carried by a student .,a girl carries a guest .,a guest is carried by a girl .,a,girl,a,guest,carry,carries,carried,"[""AGENT=girl"", ""VERB=carry"", ""PATIENT=guest""]","Prime sentence: a teacher is carried by a student .
Event roles: AGENT=girl; VERB=carry; PATIENT=guest
Sentence: the",Sentence: the,first_noun,-2.2754127979278564,-6.584784507751465,-4.309371709823608,active,0.0
483,role_labeled,no_prime_eos,no_prime_eos,,a girl carries a guest .,a guest is carried by a girl .,a,girl,a,guest,carry,carries,carried,"[""AGENT=girl"", ""VERB=carry"", ""PATIENT=guest""]","Event roles: AGENT=girl; VERB=carry; PATIENT=guest
Sentence: the",Sentence: the,first_noun,-1.7947537899017334,-5.208890438079834,-3.4141366481781006,active,0.0
483,role_labeled,filler,filler,The singer smiled after rehearsal .,a girl carries a guest .,a guest is carried by a girl .,a,girl,a,guest,carry,carries,carried,"[""AGENT=girl"", ""VERB=carry"", ""PATIENT=guest""]","Prime sentence: The singer smiled after rehearsal .
Event roles: AGENT=girl; VERB=carry; PATIENT=guest
Sentence: the",Sentence: the,first_noun,-2.6786394119262695,-5.534186840057373,-2.8555474281311035,active,0.0
484,role_labeled,active,active,a kid asks a king .,a winner asks a woman .,a woman is asked by a winner .,a,winner,a,woman,ask,asks,asked,"[""PATIENT=woman"", ""AGENT=winner"", ""VERB=ask""]","Prime sentence: a kid asks a king .
Event roles: PATIENT=woman; AGENT=winner; VERB=ask
Sentence: the",Sentence: the,first_noun,-6.344915390014648,-4.316130638122559,2.02878475189209,passive,1.0
484,role_labeled,passive,passive,a king is asked by a kid .,a winner asks a woman .,a woman is asked by a winner .,a,winner,a,woman,ask,asks,asked,"[""PATIENT=woman"", ""AGENT=winner"", ""VERB=ask""]","Prime sentence: a king is asked by a kid .
Event roles: PATIENT=woman; AGENT=winner; VERB=ask
Sentence: the",Sentence: the,first_noun,-6.390930652618408,-4.693842887878418,1.6970877647399902,passive,1.0
484,role_labeled,no_prime_eos,no_prime_eos,,a winner asks a woman .,a woman is asked by a winner .,a,winner,a,woman,ask,asks,asked,"[""PATIENT=woman"", ""AGENT=winner"", ""VERB=ask""]","Event roles: PATIENT=woman; AGENT=winner; VERB=ask
Sentence: the",Sentence: the,first_noun,-4.056897163391113,-3.1255245208740234,0.9313726425170898,passive,1.0
484,role_labeled,filler,filler,The package arrived before noon .,a winner asks a woman .,a woman is asked by a winner .,a,winner,a,woman,ask,asks,asked,"[""PATIENT=woman"", ""AGENT=winner"", ""VERB=ask""]","Prime sentence: The package arrived before noon .
Event roles: PATIENT=woman; AGENT=winner; VERB=ask
Sentence: the",Sentence: the,first_noun,-5.605792999267578,-3.9762401580810547,1.6295528411865234,passive,1.0
485,role_labeled,active,active,an uncle destroys a wife .,a guy destroys a hero .,a hero is destroyed by a guy .,a,guy,a,hero,destroy,destroys,destroyed,"[""PATIENT=hero"", ""AGENT=guy"", ""VERB=destroy""]","Prime sentence: an uncle destroys a wife .
Event roles: PATIENT=hero; AGENT=guy; VERB=destroy
Sentence: the",Sentence: the,first_noun,-4.336289405822754,-3.9594151973724365,0.3768742084503174,passive,1.0
485,role_labeled,passive,passive,a wife is destroyed by an uncle .,a guy destroys a hero .,a hero is destroyed by a guy .,a,guy,a,hero,destroy,destroys,destroyed,"[""PATIENT=hero"", ""AGENT=guy"", ""VERB=destroy""]","Prime sentence: a wife is destroyed by an uncle .
Event roles: PATIENT=hero; AGENT=guy; VERB=destroy
Sentence: the",Sentence: the,first_noun,-5.091676235198975,-4.458452224731445,0.6332240104675293,passive,1.0
485,role_labeled,no_prime_eos,no_prime_eos,,a guy destroys a hero .,a hero is destroyed by a guy .,a,guy,a,hero,destroy,destroys,destroyed,"[""PATIENT=hero"", ""AGENT=guy"", ""VERB=destroy""]","Event roles: PATIENT=hero; AGENT=guy; VERB=destroy
Sentence: the",Sentence: the,first_noun,-4.379871368408203,-2.8031678199768066,1.5767035484313965,passive,1.0
485,role_labeled,filler,filler,The sculpture stood in the hallway .,a guy destroys a hero .,a hero is destroyed by a guy .,a,guy,a,hero,destroy,destroys,destroyed,"[""PATIENT=hero"", ""AGENT=guy"", ""VERB=destroy""]","Prime sentence: The sculpture stood in the hallway .
Event roles: PATIENT=hero; AGENT=guy; VERB=destroy
Sentence: the",Sentence: the,first_noun,-5.292753219604492,-5.505054473876953,-0.21230125427246094,active,0.0
486,role_labeled,active,active,a chief surprises a child .,a president surprises a priest .,a priest is surprised by a president .,a,president,a,priest,surpris,surprises,surprised,"[""VERB=surpris"", ""AGENT=president"", ""PATIENT=priest""]","Prime sentence: a chief surprises a child .
Event roles: VERB=surpris; AGENT=president; PATIENT=priest
Sentence: the",Sentence: the,first_noun,-4.020954132080078,-4.342238426208496,-0.32128429412841797,active,0.0
486,role_labeled,passive,passive,a child is surprised by a chief .,a president surprises a priest .,a priest is surprised by a president .,a,president,a,priest,surpris,surprises,surprised,"[""VERB=surpris"", ""AGENT=president"", ""PATIENT=priest""]","Prime sentence: a child is surprised by a chief .
Event roles: VERB=surpris; AGENT=president; PATIENT=priest
Sentence: the",Sentence: the,first_noun,-3.399433135986328,-4.168144226074219,-0.7687110900878906,active,0.0
486,role_labeled,no_prime_eos,no_prime_eos,,a president surprises a priest .,a priest is surprised by a president .,a,president,a,priest,surpris,surprises,surprised,"[""VERB=surpris"", ""AGENT=president"", ""PATIENT=priest""]","Event roles: VERB=surpris; AGENT=president; PATIENT=priest
Sentence: the",Sentence: the,first_noun,-4.935431480407715,-4.331638336181641,0.6037931442260742,passive,1.0
486,role_labeled,filler,filler,The blanket dried on the line .,a president surprises a priest .,a priest is surprised by a president .,a,president,a,priest,surpris,surprises,surprised,"[""VERB=surpris"", ""AGENT=president"", ""PATIENT=priest""]","Prime sentence: The blanket dried on the line .
Event roles: VERB=surpris; AGENT=president; PATIENT=priest
Sentence: the",Sentence: the,first_noun,-5.204233169555664,-5.2530694007873535,-0.04883623123168945,active,0.0
487,role_labeled,active,active,a hero hurries a husband .,an uncle hurries a wife .,a wife is hurried by an uncle .,an,uncle,a,wife,hurry,hurries,hurried,"[""AGENT=uncle"", ""VERB=hurry"", ""PATIENT=wife""]","Prime sentence: a hero hurries a husband .
Event roles: AGENT=uncle; VERB=hurry; PATIENT=wife
Sentence: the",Sentence: the,first_noun,-5.003656387329102,-3.579479217529297,1.4241771697998047,passive,1.0
487,role_labeled,passive,passive,a husband is hurried by a hero .,an uncle hurries a wife .,a wife is hurried by an uncle .,an,uncle,a,wife,hurry,hurries,hurried,"[""AGENT=uncle"", ""VERB=hurry"", ""PATIENT=wife""]","Prime sentence: a husband is hurried by a hero .
Event roles: AGENT=uncle; VERB=hurry; PATIENT=wife
Sentence: the",Sentence: the,first_noun,-5.796564102172852,-4.040402412414551,1.7561616897583008,passive,1.0
487,role_labeled,no_prime_eos,no_prime_eos,,an uncle hurries a wife .,a wife is hurried by an uncle .,an,uncle,a,wife,hurry,hurries,hurried,"[""AGENT=uncle"", ""VERB=hurry"", ""PATIENT=wife""]","Event roles: AGENT=uncle; VERB=hurry; PATIENT=wife
Sentence: the",Sentence: the,first_noun,-6.497511863708496,-4.714128494262695,1.7833833694458008,passive,1.0
487,role_labeled,filler,filler,The garden brightened after rain .,an uncle hurries a wife .,a wife is hurried by an uncle .,an,uncle,a,wife,hurry,hurries,hurried,"[""AGENT=uncle"", ""VERB=hurry"", ""PATIENT=wife""]","Prime sentence: The garden brightened after rain .
Event roles: AGENT=uncle; VERB=hurry; PATIENT=wife
Sentence: the",Sentence: the,first_noun,-6.85166597366333,-5.191373825073242,1.660292148590088,passive,1.0
488,role_labeled,active,active,a president describes a priest .,a champion describes a chief .,a chief is described by a champion .,a,champion,a,chief,describ,describes,described,"[""PATIENT=chief"", ""VERB=describ"", ""AGENT=champion""]","Prime sentence: a president describes a priest .
Event roles: PATIENT=chief; VERB=describ; AGENT=champion
Sentence: the",Sentence: the,first_noun,-8.251371383666992,-4.663060665130615,3.588310718536377,passive,1.0
488,role_labeled,passive,passive,a priest is described by a president .,a champion describes a chief .,a chief is described by a champion .,a,champion,a,chief,describ,describes,described,"[""PATIENT=chief"", ""VERB=describ"", ""AGENT=champion""]","Prime sentence: a priest is described by a president .
Event roles: PATIENT=chief; VERB=describ; AGENT=champion
Sentence: the",Sentence: the,first_noun,-7.702882766723633,-4.48323917388916,3.2196435928344727,passive,1.0
488,role_labeled,no_prime_eos,no_prime_eos,,a champion describes a chief .,a chief is described by a champion .,a,champion,a,chief,describ,describes,described,"[""PATIENT=chief"", ""VERB=describ"", ""AGENT=champion""]","Event roles: PATIENT=chief; VERB=describ; AGENT=champion
Sentence: the",Sentence: the,first_noun,-5.270078182220459,-3.9315338134765625,1.3385443687438965,passive,1.0
488,role_labeled,filler,filler,The garden brightened after rain .,a champion describes a chief .,a chief is described by a champion .,a,champion,a,chief,describ,describes,described,"[""PATIENT=chief"", ""VERB=describ"", ""AGENT=champion""]","Prime sentence: The garden brightened after rain .
Event roles: PATIENT=chief; VERB=describ; AGENT=champion
Sentence: the",Sentence: the,first_noun,-8.377208709716797,-6.835911750793457,1.5412969589233398,passive,1.0
489,role_labeled,active,active,a reader asks a scientist .,a cousin asks a daughter .,a daughter is asked by a cousin .,a,cousin,a,daughter,ask,asks,asked,"[""VERB=ask"", ""AGENT=cousin"", ""PATIENT=daughter""]","Prime sentence: a reader asks a scientist .
Event roles: VERB=ask; AGENT=cousin; PATIENT=daughter
Sentence: the",Sentence: the,first_noun,-8.048910140991211,-5.577000617980957,2.471909523010254,passive,1.0
489,role_labeled,passive,passive,a scientist is asked by a reader .,a cousin asks a daughter .,a daughter is asked by a cousin .,a,cousin,a,daughter,ask,asks,asked,"[""VERB=ask"", ""AGENT=cousin"", ""PATIENT=daughter""]","Prime sentence: a scientist is asked by a reader .
Event roles: VERB=ask; AGENT=cousin; PATIENT=daughter
Sentence: the",Sentence: the,first_noun,-8.065149307250977,-5.434352874755859,2.630796432495117,passive,1.0
489,role_labeled,no_prime_eos,no_prime_eos,,a cousin asks a daughter .,a daughter is asked by a cousin .,a,cousin,a,daughter,ask,asks,asked,"[""VERB=ask"", ""AGENT=cousin"", ""PATIENT=daughter""]","Event roles: VERB=ask; AGENT=cousin; PATIENT=daughter
Sentence: the",Sentence: the,first_noun,-8.03857421875,-4.847538471221924,3.191035747528076,passive,1.0
489,role_labeled,filler,filler,The baker laughed during breakfast .,a cousin asks a daughter .,a daughter is asked by a cousin .,a,cousin,a,daughter,ask,asks,asked,"[""VERB=ask"", ""AGENT=cousin"", ""PATIENT=daughter""]","Prime sentence: The baker laughed during breakfast .
Event roles: VERB=ask; AGENT=cousin; PATIENT=daughter
Sentence: the",Sentence: the,first_noun,-7.371734142303467,-6.42711067199707,0.9446234703063965,passive,1.0
490,role_labeled,active,active,a nurse forgives an opponent .,a bishop forgives a boy .,a boy is forgiven by a bishop .,a,bishop,a,boy,forgiv,forgives,forgiven,"[""VERB=forgiv"", ""PATIENT=boy"", ""AGENT=bishop""]","Prime sentence: a nurse forgives an opponent .
Event roles: VERB=forgiv; PATIENT=boy; AGENT=bishop
Sentence: the",Sentence: the,first_noun,-3.149275779724121,-4.420107841491699,-1.2708320617675781,active,0.0
490,role_labeled,passive,passive,an opponent is forgiven by a nurse .,a bishop forgives a boy .,a boy is forgiven by a bishop .,a,bishop,a,boy,forgiv,forgives,forgiven,"[""VERB=forgiv"", ""PATIENT=boy"", ""AGENT=bishop""]","Prime sentence: an opponent is forgiven by a nurse .
Event roles: VERB=forgiv; PATIENT=boy; AGENT=bishop
Sentence: the",Sentence: the,first_noun,-3.1819276809692383,-3.9249653816223145,-0.7430377006530762,active,0.0
490,role_labeled,no_prime_eos,no_prime_eos,,a bishop forgives a boy .,a boy is forgiven by a bishop .,a,bishop,a,boy,forgiv,forgives,forgiven,"[""VERB=forgiv"", ""PATIENT=boy"", ""AGENT=bishop""]","Event roles: VERB=forgiv; PATIENT=boy; AGENT=bishop
Sentence: the",Sentence: the,first_noun,-3.984457015991211,-5.485391616821289,-1.5009346008300781,active,0.0
490,role_labeled,filler,filler,The blanket dried on the line .,a bishop forgives a boy .,a boy is forgiven by a bishop .,a,bishop,a,boy,forgiv,forgives,forgiven,"[""VERB=forgiv"", ""PATIENT=boy"", ""AGENT=bishop""]","Prime sentence: The blanket dried on the line .
Event roles: VERB=forgiv; PATIENT=boy; AGENT=bishop
Sentence: the",Sentence: the,first_noun,-4.803158283233643,-3.8872246742248535,0.9159336090087891,passive,1.0
491,role_labeled,active,active,a buddy raises a candidate .,a parent raises a partner .,a partner is raised by a parent .,a,parent,a,partner,rais,raises,raised,"[""AGENT=parent"", ""PATIENT=partner"", ""VERB=rais""]","Prime sentence: a buddy raises a candidate .
Event roles: AGENT=parent; PATIENT=partner; VERB=rais
Sentence: the",Sentence: the,first_noun,-4.565921783447266,-5.388250350952148,-0.8223285675048828,active,0.0
491,role_labeled,passive,passive,a candidate is raised by a buddy .,a parent raises a partner .,a partner is raised by a parent .,a,parent,a,partner,rais,raises,raised,"[""AGENT=parent"", ""PATIENT=partner"", ""VERB=rais""]","Prime sentence: a candidate is raised by a buddy .
Event roles: AGENT=parent; PATIENT=partner; VERB=rais
Sentence: the",Sentence: the,first_noun,-4.696477890014648,-5.688642501831055,-0.9921646118164062,active,0.0
491,role_labeled,no_prime_eos,no_prime_eos,,a parent raises a partner .,a partner is raised by a parent .,a,parent,a,partner,rais,raises,raised,"[""AGENT=parent"", ""PATIENT=partner"", ""VERB=rais""]","Event roles: AGENT=parent; PATIENT=partner; VERB=rais
Sentence: the",Sentence: the,first_noun,-4.878036975860596,-6.746177673339844,-1.868140697479248,active,0.0
491,role_labeled,filler,filler,The sculpture stood in the hallway .,a parent raises a partner .,a partner is raised by a parent .,a,parent,a,partner,rais,raises,raised,"[""AGENT=parent"", ""PATIENT=partner"", ""VERB=rais""]","Prime sentence: The sculpture stood in the hallway .
Event roles: AGENT=parent; PATIENT=partner; VERB=rais
Sentence: the",Sentence: the,first_noun,-6.642325401306152,-8.212966918945312,-1.5706415176391602,active,0.0
492,role_labeled,active,active,an actor catches an actress .,a lawyer catches a leader .,a leader is caught by a lawyer .,a,lawyer,a,leader,catch,catches,caught,"[""AGENT=lawyer"", ""PATIENT=leader"", ""VERB=catch""]","Prime sentence: an actor catches an actress .
Event roles: AGENT=lawyer; PATIENT=leader; VERB=catch
Sentence: the",Sentence: the,first_noun,-4.250630855560303,-5.749345302581787,-1.4987144470214844,active,0.0
492,role_labeled,passive,passive,an actress is caught by an actor .,a lawyer catches a leader .,a leader is caught by a lawyer .,a,lawyer,a,leader,catch,catches,caught,"[""AGENT=lawyer"", ""PATIENT=leader"", ""VERB=catch""]","Prime sentence: an actress is caught by an actor .
Event roles: AGENT=lawyer; PATIENT=leader; VERB=catch
Sentence: the",Sentence: the,first_noun,-3.9645793437957764,-5.832704544067383,-1.8681252002716064,active,0.0
492,role_labeled,no_prime_eos,no_prime_eos,,a lawyer catches a leader .,a leader is caught by a lawyer .,a,lawyer,a,leader,catch,catches,caught,"[""AGENT=lawyer"", ""PATIENT=leader"", ""VERB=catch""]","Event roles: AGENT=lawyer; PATIENT=leader; VERB=catch
Sentence: the",Sentence: the,first_noun,-4.445474624633789,-4.955999374389648,-0.5105247497558594,active,0.0
492,role_labeled,filler,filler,The teacher listened during assembly .,a lawyer catches a leader .,a leader is caught by a lawyer .,a,lawyer,a,leader,catch,catches,caught,"[""AGENT=lawyer"", ""PATIENT=leader"", ""VERB=catch""]","Prime sentence: The teacher listened during assembly .
Event roles: AGENT=lawyer; PATIENT=leader; VERB=catch
Sentence: the",Sentence: the,first_noun,-3.956273078918457,-4.023419380187988,-0.06714630126953125,active,0.0
493,role_labeled,active,active,a king kills a lady .,a woman kills a worker .,a worker is killed by a woman .,a,woman,a,worker,kill,kills,killed,"[""VERB=kill"", ""AGENT=woman"", ""PATIENT=worker""]","Prime sentence: a king kills a lady .
Event roles: VERB=kill; AGENT=woman; PATIENT=worker
Sentence: the",Sentence: the,first_noun,-3.6936097145080566,-6.031106948852539,-2.3374972343444824,active,0.0
493,role_labeled,passive,passive,a lady is killed by a king .,a woman kills a worker .,a worker is killed by a woman .,a,woman,a,worker,kill,kills,killed,"[""VERB=kill"", ""AGENT=woman"", ""PATIENT=worker""]","Prime sentence: a lady is killed by a king .
Event roles: VERB=kill; AGENT=woman; PATIENT=worker
Sentence: the",Sentence: the,first_noun,-3.563093423843384,-5.748384475708008,-2.185291051864624,active,0.0
493,role_labeled,no_prime_eos,no_prime_eos,,a woman kills a worker .,a worker is killed by a woman .,a,woman,a,worker,kill,kills,killed,"[""VERB=kill"", ""AGENT=woman"", ""PATIENT=worker""]","Event roles: VERB=kill; AGENT=woman; PATIENT=worker
Sentence: the",Sentence: the,first_noun,-2.681328773498535,-4.873298645019531,-2.191969871520996,active,0.0
493,role_labeled,filler,filler,The teacher listened during assembly .,a woman kills a worker .,a worker is killed by a woman .,a,woman,a,worker,kill,kills,killed,"[""VERB=kill"", ""AGENT=woman"", ""PATIENT=worker""]","Prime sentence: The teacher listened during assembly .
Event roles: VERB=kill; AGENT=woman; PATIENT=worker
Sentence: the",Sentence: the,first_noun,-2.5942511558532715,-3.0621471405029297,-0.4678959846496582,active,0.0
494,role_labeled,active,active,a lawyer follows a leader .,a writer follows an actor .,an actor is followed by a writer .,a,writer,an,actor,follow,follows,followed,"[""VERB=follow"", ""PATIENT=actor"", ""AGENT=writer""]","Prime sentence: a lawyer follows a leader .
Event roles: VERB=follow; PATIENT=actor; AGENT=writer
Sentence: the",Sentence: the,first_noun,-5.730744361877441,-4.708183288574219,1.0225610733032227,passive,1.0
494,role_labeled,passive,passive,a leader is followed by a lawyer .,a writer follows an actor .,an actor is followed by a writer .,a,writer,an,actor,follow,follows,followed,"[""VERB=follow"", ""PATIENT=actor"", ""AGENT=writer""]","Prime sentence: a leader is followed by a lawyer .
Event roles: VERB=follow; PATIENT=actor; AGENT=writer
Sentence: the",Sentence: the,first_noun,-6.187186241149902,-5.283684730529785,0.9035015106201172,passive,1.0
494,role_labeled,no_prime_eos,no_prime_eos,,a writer follows an actor .,an actor is followed by a writer .,a,writer,an,actor,follow,follows,followed,"[""VERB=follow"", ""PATIENT=actor"", ""AGENT=writer""]","Event roles: VERB=follow; PATIENT=actor; AGENT=writer
Sentence: the",Sentence: the,first_noun,-5.137388229370117,-4.519350528717041,0.6180377006530762,passive,1.0
494,role_labeled,filler,filler,The window rattled during the storm .,a writer follows an actor .,an actor is followed by a writer .,a,writer,an,actor,follow,follows,followed,"[""VERB=follow"", ""PATIENT=actor"", ""AGENT=writer""]","Prime sentence: The window rattled during the storm .
Event roles: VERB=follow; PATIENT=actor; AGENT=writer
Sentence: the",Sentence: the,first_noun,-8.191888809204102,-7.612043857574463,0.5798449516296387,passive,1.0
495,role_labeled,active,active,a writer comforts an actor .,a lady comforts a lawyer .,a lawyer is comforted by a lady .,a,lady,a,lawyer,comfort,comforts,comforted,"[""AGENT=lady"", ""VERB=comfort"", ""PATIENT=lawyer""]","Prime sentence: a writer comforts an actor .
Event roles: AGENT=lady; VERB=comfort; PATIENT=lawyer
Sentence: the",Sentence: the,first_noun,-5.59397029876709,-5.4581193923950195,0.1358509063720703,passive,1.0
495,role_labeled,passive,passive,an actor is comforted by a writer .,a lady comforts a lawyer .,a lawyer is comforted by a lady .,a,lady,a,lawyer,comfort,comforts,comforted,"[""AGENT=lady"", ""VERB=comfort"", ""PATIENT=lawyer""]","Prime sentence: an actor is comforted by a writer .
Event roles: AGENT=lady; VERB=comfort; PATIENT=lawyer
Sentence: the",Sentence: the,first_noun,-5.8680877685546875,-5.295266151428223,0.5728216171264648,passive,1.0
495,role_labeled,no_prime_eos,no_prime_eos,,a lady comforts a lawyer .,a lawyer is comforted by a lady .,a,lady,a,lawyer,comfort,comforts,comforted,"[""AGENT=lady"", ""VERB=comfort"", ""PATIENT=lawyer""]","Event roles: AGENT=lady; VERB=comfort; PATIENT=lawyer
Sentence: the",Sentence: the,first_noun,-4.63932991027832,-5.822849273681641,-1.1835193634033203,active,0.0
495,role_labeled,filler,filler,The signal flickered across the screen .,a lady comforts a lawyer .,a lawyer is comforted by a lady .,a,lady,a,lawyer,comfort,comforts,comforted,"[""AGENT=lady"", ""VERB=comfort"", ""PATIENT=lawyer""]","Prime sentence: The signal flickered across the screen .
Event roles: AGENT=lady; VERB=comfort; PATIENT=lawyer
Sentence: the",Sentence: the,first_noun,-4.1777191162109375,-6.687274932861328,-2.5095558166503906,active,0.0
496,role_labeled,active,active,a pilot protects a president .,a captain protects a champion .,a champion is protected by a captain .,a,captain,a,champion,protect,protects,protected,"[""PATIENT=champion"", ""VERB=protect"", ""AGENT=captain""]","Prime sentence: a pilot protects a president .
Event roles: PATIENT=champion; VERB=protect; AGENT=captain
Sentence: the",Sentence: the,first_noun,-4.916079521179199,-6.603105545043945,-1.687026023864746,active,0.0
496,role_labeled,passive,passive,a president is protected by a pilot .,a captain protects a champion .,a champion is protected by a captain .,a,captain,a,champion,protect,protects,protected,"[""PATIENT=champion"", ""VERB=protect"", ""AGENT=captain""]","Prime sentence: a president is protected by a pilot .
Event roles: PATIENT=champion; VERB=protect; AGENT=captain
Sentence: the",Sentence: the,first_noun,-4.622053146362305,-6.256368160247803,-1.634315013885498,active,0.0
