item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,generation_class
305,prompt_filler,filler,the reader forgives the scientist .,the scientist is forgiven by the reader .,The witness paused near the doorway .,other
306,prompt_active,active,a scientist forgave a secretary .,a secretary was forgiven by a scientist .,The scientist forgives the secretary .,other
306,prompt_passive,passive,a scientist forgave a secretary .,a secretary was forgiven by a scientist .,The secretary forgives the scientist .,other
306,prompt_no_prime,no_prime,a scientist forgave a secretary .,a secretary was forgiven by a scientist .,The scientist forgave the secretary .,active_structural
306,prompt_filler,filler,a scientist forgave a secretary .,a secretary was forgiven by a scientist .,The scientist was fired .,other
307,prompt_active,active,a secretary forgives a sheriff .,a sheriff is forgiven by a secretary .,The secretary forgave the sheriff .,other
307,prompt_passive,passive,a secretary forgives a sheriff .,a sheriff is forgiven by a secretary .,The sheriff was forgiven by the secretary .,passive_structural
307,prompt_no_prime,no_prime,a secretary forgives a sheriff .,a sheriff is forgiven by a secretary .,The sheriff was shot by the secretary .,other
307,prompt_filler,filler,a secretary forgives a sheriff .,a sheriff is forgiven by a secretary .,The sheriff was forgiven .,other
308,prompt_active,active,the sheriff forgave the singer .,the singer was forgiven by the sheriff .,The sheriff forgives the singer .,other
308,prompt_passive,passive,the sheriff forgave the singer .,the singer was forgiven by the sheriff .,The sheriff forgave the singer .,active_exact
308,prompt_no_prime,no_prime,the sheriff forgave the singer .,the singer was forgiven by the sheriff .,The sheriff forgave the singer .,active_exact
308,prompt_filler,filler,the sheriff forgave the singer .,the singer was forgiven by the sheriff .,The sheriff forgave the singer .,active_exact
309,prompt_active,active,the singer forgives the soldier .,the soldier is forgiven by the singer .,The singer forgave the soldier .,other
309,prompt_passive,passive,the singer forgives the soldier .,the soldier is forgiven by the singer .,The soldier was forgiven by the singer .,passive_structural
309,prompt_no_prime,no_prime,the singer forgives the soldier .,the soldier is forgiven by the singer .,"The singer was the one who did it, and the soldier was the one who got hurt .",other
309,prompt_filler,filler,the singer forgives the soldier .,the soldier is forgiven by the singer .,The singer forgave the soldier .,other
310,prompt_active,active,a soldier forgave a son .,a son was forgiven by a soldier .,The soldier forgives the son .,other
310,prompt_passive,passive,a soldier forgave a son .,a son was forgiven by a soldier .,The son is forgiven by the soldier .,passive_structural
310,prompt_no_prime,no_prime,a soldier forgave a son .,a son was forgiven by a soldier .,The soldier forgave the son .,active_structural
310,prompt_filler,filler,a soldier forgave a son .,a son was forgiven by a soldier .,The soldier forgave the son .,active_structural
311,prompt_active,active,a son forgives a student .,a student is forgiven by a son .,The son forgave the student .,other
311,prompt_passive,passive,a son forgives a student .,a student is forgiven by a son .,The student was forgiven by the person who was a son .,passive_structural
311,prompt_no_prime,no_prime,a son forgives a student .,a student is forgiven by a son .,The son was forgiving .,other
311,prompt_filler,filler,a son forgives a student .,a student is forgiven by a son .,The student was forgiven .,other
312,prompt_active,active,the student forgave the teacher .,the teacher was forgiven by the student .,The student forgives the teacher .,other
312,prompt_passive,passive,the student forgave the teacher .,the teacher was forgiven by the student .,The teacher forgives the student .,other
312,prompt_no_prime,no_prime,the student forgave the teacher .,the teacher was forgiven by the student .,The student forgave the teacher .,active_exact
312,prompt_filler,filler,the student forgave the teacher .,the teacher was forgiven by the student .,The student forgave the teacher .,active_exact
313,prompt_active,active,the teacher forgives the uncle .,the uncle is forgiven by the teacher .,The teacher forgave the uncle .,other
313,prompt_passive,passive,the teacher forgives the uncle .,the uncle is forgiven by the teacher .,The uncle was forgiven by the teacher .,passive_structural
313,prompt_no_prime,no_prime,the teacher forgives the uncle .,the uncle is forgiven by the teacher .,"The teacher was forgiving, and the uncle was the one who did it .",other
313,prompt_filler,filler,the teacher forgives the uncle .,the uncle is forgiven by the teacher .,The teacher forgave the uncle .,other
314,prompt_active,active,an uncle forgave a wife .,a wife was forgiven by an uncle .,The uncle forgives the wife .,other
314,prompt_passive,passive,an uncle forgave a wife .,a wife was forgiven by an uncle .,The wife forgives the uncle .,other
314,prompt_no_prime,no_prime,an uncle forgave a wife .,a wife was forgiven by an uncle .,The uncle forgave his wife .,active_structural
314,prompt_filler,filler,an uncle forgave a wife .,a wife was forgiven by an uncle .,The uncle forgave the wife .,active_structural
315,prompt_active,active,a wife forgives a winner .,a winner is forgiven by a wife .,The wife forgave the winner .,other
315,prompt_passive,passive,a wife forgives a winner .,a winner is forgiven by a wife .,The winner was forgiven by the wife .,passive_structural
315,prompt_no_prime,no_prime,a wife forgives a winner .,a winner is forgiven by a wife .,"The winner won the prize, but the wife won my heart .",other
315,prompt_filler,filler,a wife forgives a winner .,a winner is forgiven by a wife .,The husband gave the wife a prize .,other
316,prompt_active,active,the winner forgave the woman .,the woman was forgiven by the winner .,The winner forgives the woman .,other
316,prompt_passive,passive,the winner forgave the woman .,the woman was forgiven by the winner .,The winner forgives the woman .,other
316,prompt_no_prime,no_prime,the winner forgave the woman .,the woman was forgiven by the winner .,The winner forgave the woman .,active_exact
316,prompt_filler,filler,the winner forgave the woman .,the woman was forgiven by the winner .,The winner forgave the woman .,active_exact
317,prompt_active,active,the woman forgives the worker .,the worker is forgiven by the woman .,The woman forgave the worker .,other
317,prompt_passive,passive,the woman forgives the worker .,the worker is forgiven by the woman .,The worker was forgiven by the woman .,passive_structural
317,prompt_no_prime,no_prime,the woman forgives the worker .,the worker is forgiven by the woman .,"The woman was forgiving, and the worker was hurt .",other
317,prompt_filler,filler,the woman forgives the worker .,the worker is forgiven by the woman .,The painter waited near the doorway .,other
318,prompt_active,active,a worker forgave a writer .,a writer was forgiven by a worker .,The worker forgives the writer .,other
318,prompt_passive,passive,a worker forgave a writer .,a writer was forgiven by a worker .,The writer forgave the worker .,other
318,prompt_no_prime,no_prime,a worker forgave a writer .,a writer was forgiven by a worker .,The worker forgave the writer .,active_structural
318,prompt_filler,filler,a worker forgave a writer .,a writer was forgiven by a worker .,The worker forgave the writer .,active_structural
319,prompt_active,active,a writer forgives an actor .,an actor is forgiven by a writer .,The writer forgave the actor .,other
319,prompt_passive,passive,a writer forgives an actor .,an actor is forgiven by a writer .,The actor was forgiven by the writer .,passive_structural
319,prompt_no_prime,no_prime,a writer forgives an actor .,an actor is forgiven by a writer .,The writer was drunk and wrote a bad review of the actor's performance .,other
319,prompt_filler,filler,a writer forgives an actor .,an actor is forgiven by a writer .,The writer forgave the actor .,other
320,prompt_active,active,the actor hurt the actress .,the actress was hurt by the actor .,The actor hurt the actress .,active_exact
320,prompt_passive,passive,the actor hurt the actress .,the actress was hurt by the actor .,The actor hurt the actress .,active_exact
320,prompt_no_prime,no_prime,the actor hurt the actress .,the actress was hurt by the actor .,The actor hurt the actress .,active_exact
320,prompt_filler,filler,the actor hurt the actress .,the actress was hurt by the actor .,The actor hurt the actress .,active_exact
321,prompt_active,active,the actress hurts the adult .,the adult is hurt by the actress .,The actress hurt the adult .,active_structural
321,prompt_passive,passive,the actress hurts the adult .,the adult is hurt by the actress .,The adult was hurt by the actress .,passive_structural
321,prompt_no_prime,no_prime,the actress hurts the adult .,the adult is hurt by the actress .,The actress was involved in a hurting event with the adult .,active_structural
321,prompt_filler,filler,the actress hurts the adult .,the adult is hurt by the actress .,The actress hurt the adult .,active_structural
322,prompt_active,active,an adult hurt an attorney .,an attorney was hurt by an adult .,The adult hurt the attorney .,active_structural
322,prompt_passive,passive,an adult hurt an attorney .,an attorney was hurt by an adult .,The attorney is hurt by the adult .,passive_structural
322,prompt_no_prime,no_prime,an adult hurt an attorney .,an attorney was hurt by an adult .,The adult was hurt by the attorney .,other
322,prompt_filler,filler,an adult hurt an attorney .,an attorney was hurt by an adult .,The attorney was hurt .,other
323,prompt_active,active,an attorney hurts an aunt .,an aunt is hurt by an attorney .,The attorney hurt the aunt .,active_structural
323,prompt_passive,passive,an attorney hurts an aunt .,an aunt is hurt by an attorney .,The aunt was hurt by the attorney .,passive_structural
323,prompt_no_prime,no_prime,an attorney hurts an aunt .,an aunt is hurt by an attorney .,The attorney hurt the aunt .,active_structural
323,prompt_filler,filler,an attorney hurts an aunt .,an aunt is hurt by an attorney .,The signal flickered across the screen .,other
324,prompt_active,active,the aunt hurt the author .,the author was hurt by the aunt .,The aunt hurts the author .,active_structural
324,prompt_passive,passive,the aunt hurt the author .,the author was hurt by the aunt .,The aunt hurt the author .,active_exact
324,prompt_no_prime,no_prime,the aunt hurt the author .,the author was hurt by the aunt .,The aunt hurt the author .,active_exact
324,prompt_filler,filler,the aunt hurt the author .,the author was hurt by the aunt .,The aunt hurt the author .,active_exact
325,prompt_active,active,the author hurts the bishop .,the bishop is hurt by the author .,The author hurt the bishop .,active_structural
325,prompt_passive,passive,the author hurts the bishop .,the bishop is hurt by the author .,The author hurt the bishop .,active_structural
325,prompt_no_prime,no_prime,the author hurts the bishop .,the bishop is hurt by the author .,The bishop was hurt by the author .,passive_structural
325,prompt_filler,filler,the author hurts the bishop .,the bishop is hurt by the author .,The bishop was hurt .,other
326,prompt_active,active,a bishop hurt a boy .,a boy was hurt by a bishop .,The bishop hurts the boy .,active_structural
326,prompt_passive,passive,a bishop hurt a boy .,a boy was hurt by a bishop .,The boy is hurt by the bishop .,passive_structural
326,prompt_no_prime,no_prime,a bishop hurt a boy .,a boy was hurt by a bishop .,The bishop hurt the boy .,active_structural
326,prompt_filler,filler,a bishop hurt a boy .,a boy was hurt by a bishop .,The bishop hurt the boy .,active_structural
327,prompt_active,active,a boy hurts a brother .,a brother is hurt by a boy .,The boy hurt the brother .,active_structural
327,prompt_passive,passive,a boy hurts a brother .,a brother is hurt by a boy .,The brother was hurt by the boy .,passive_structural
327,prompt_no_prime,no_prime,a boy hurts a brother .,a brother is hurt by a boy .,The boy hurt his brother .,active_structural
327,prompt_filler,filler,a boy hurts a brother .,a brother is hurt by a boy .,The boy hurt his brother .,active_structural
328,prompt_active,active,the brother hurt the buddy .,the buddy was hurt by the brother .,The brother hurts the buddy .,active_structural
328,prompt_passive,passive,the brother hurt the buddy .,the buddy was hurt by the brother .,The brother hurt the buddy .,active_exact
328,prompt_no_prime,no_prime,the brother hurt the buddy .,the buddy was hurt by the brother .,The brother hurt the buddy .,active_exact
328,prompt_filler,filler,the brother hurt the buddy .,the buddy was hurt by the brother .,The brother hurt the buddy .,active_exact
329,prompt_active,active,the buddy hurts the candidate .,the candidate is hurt by the buddy .,The buddy hurt the candidate .,active_structural
329,prompt_passive,passive,the buddy hurts the candidate .,the candidate is hurt by the buddy .,The buddy hurt the candidate .,active_structural
329,prompt_no_prime,no_prime,the buddy hurts the candidate .,the candidate is hurt by the buddy .,The buddy did it .,other
329,prompt_filler,filler,the buddy hurts the candidate .,the candidate is hurt by the buddy .,The witness paused near the doorway .,other
330,prompt_active,active,a candidate hurt a captain .,a captain was hurt by a candidate .,The candidate hurt the captain .,active_structural
330,prompt_passive,passive,a candidate hurt a captain .,a captain was hurt by a candidate .,The captain is hurt by the candidate .,passive_structural
330,prompt_no_prime,no_prime,a candidate hurt a captain .,a captain was hurt by a candidate .,The candidate did it to the captain .,other
330,prompt_filler,filler,a candidate hurt a captain .,a captain was hurt by a candidate .,The candidate hurt the captain .,active_structural
331,prompt_active,active,a captain hurts a champion .,a champion is hurt by a captain .,The captain hurt the champion .,active_structural
331,prompt_passive,passive,a captain hurts a champion .,a champion is hurt by a captain .,The champion was hurt by the captain .,passive_structural
331,prompt_no_prime,no_prime,a captain hurts a champion .,a champion is hurt by a captain .,The captain was hurt by the champion .,other
331,prompt_filler,filler,a captain hurts a champion .,a champion is hurt by a captain .,The captain hurt the champion .,active_structural
332,prompt_active,active,the champion hurt the chief .,the chief was hurt by the champion .,The champion hurts the chief .,active_structural
332,prompt_passive,passive,the champion hurt the chief .,the chief was hurt by the champion .,The chief is hurt by the champion .,passive_structural
332,prompt_no_prime,no_prime,the champion hurt the chief .,the chief was hurt by the champion .,The champion hurt the chief .,active_exact
332,prompt_filler,filler,the champion hurt the chief .,the chief was hurt by the champion .,The champion hurt the chief .,active_exact
333,prompt_active,active,the chief hurts the child .,the child is hurt by the chief .,The chief hurt the child .,active_structural
333,prompt_passive,passive,the chief hurts the child .,the child is hurt by the chief .,The child was hurt by the chief .,passive_structural
333,prompt_no_prime,no_prime,the chief hurts the child .,the child is hurt by the chief .,The chief did it to the child .,other
333,prompt_filler,filler,the chief hurts the child .,the child is hurt by the chief .,The chief hurt the child .,active_structural
334,prompt_active,active,a child hurt a colonel .,a colonel was hurt by a child .,The child hurts the colonel .,active_structural
334,prompt_passive,passive,a child hurt a colonel .,a colonel was hurt by a child .,The colonel is hurt by the child .,passive_structural
334,prompt_no_prime,no_prime,a child hurt a colonel .,a colonel was hurt by a child .,The child was hurt by the colonel .,other
334,prompt_filler,filler,a child hurt a colonel .,a colonel was hurt by a child .,The child was hurt by the colonel .,other
335,prompt_active,active,a colonel hurts a cop .,a cop is hurt by a colonel .,The colonel hurt the cop .,active_structural
335,prompt_passive,passive,a colonel hurts a cop .,a cop is hurt by a colonel .,The cop was hurt by the colonel .,passive_structural
335,prompt_no_prime,no_prime,a colonel hurts a cop .,a cop is hurt by a colonel .,The colonel was involved in a hurting event with a cop .,active_structural
335,prompt_filler,filler,a colonel hurts a cop .,a cop is hurt by a colonel .,The colonel shot the cop .,other
336,prompt_active,active,the cop hurt the cousin .,the cousin was hurt by the cop .,The cop hurts the cousin .,active_structural
336,prompt_passive,passive,the cop hurt the cousin .,the cousin was hurt by the cop .,The cop hurt the cousin .,active_exact
336,prompt_no_prime,no_prime,the cop hurt the cousin .,the cousin was hurt by the cop .,The cop was involved in a hurting event with my cousin .,active_structural
336,prompt_filler,filler,the cop hurt the cousin .,the cousin was hurt by the cop .,The lantern glowed near sunset .,other
337,prompt_active,active,the cousin hurts the daughter .,the daughter is hurt by the cousin .,The cousin hurt the daughter .,active_structural
337,prompt_passive,passive,the cousin hurts the daughter .,the daughter is hurt by the cousin .,The cousin hurt the daughter .,active_structural
337,prompt_no_prime,no_prime,the cousin hurts the daughter .,the daughter is hurt by the cousin .,The cousin hurt the daughter .,active_structural
337,prompt_filler,filler,the cousin hurts the daughter .,the daughter is hurt by the cousin .,The cousin hurt the daughter .,active_structural
338,prompt_active,active,a daughter hurt a doctor .,a doctor was hurt by a daughter .,The daughter hurts the doctor .,active_structural
338,prompt_passive,passive,a daughter hurt a doctor .,a doctor was hurt by a daughter .,The doctor is hurt by the daughter .,passive_structural
338,prompt_no_prime,no_prime,a daughter hurt a doctor .,a doctor was hurt by a daughter .,The doctor was a daughter of mine .,other
338,prompt_filler,filler,a daughter hurt a doctor .,a doctor was hurt by a daughter .,The doctor was hurt .,other
339,prompt_active,active,a doctor hurts an employee .,an employee is hurt by a doctor .,The doctor hurt the employee .,active_structural
339,prompt_passive,passive,a doctor hurts an employee .,an employee is hurt by a doctor .,The employee was hurt by the doctor .,passive_structural
339,prompt_no_prime,no_prime,a doctor hurts an employee .,an employee is hurt by a doctor .,The doctor was involved in a hurting event with an employee .,active_structural
339,prompt_filler,filler,a doctor hurts an employee .,an employee is hurt by a doctor .,The employee was hurt .,other
340,prompt_active,active,the employee hurt the employer .,the employer was hurt by the employee .,The employee hurts the employer .,active_structural
340,prompt_passive,passive,the employee hurt the employer .,the employer was hurt by the employee .,The employer was hurt by the employee .,passive_exact
340,prompt_no_prime,no_prime,the employee hurt the employer .,the employer was hurt by the employee .,The employee was hurt by the employer .,other
340,prompt_filler,filler,the employee hurt the employer .,the employer was hurt by the employee .,The employee was fired .,other
341,prompt_active,active,the employer hurts the father .,the father is hurt by the employer .,The employer hurt the father .,active_structural
341,prompt_passive,passive,the employer hurts the father .,the father is hurt by the employer .,The father was hurt by the employer .,passive_structural
341,prompt_no_prime,no_prime,the employer hurts the father .,the father is hurt by the employer .,The father was hurt by the employer .,passive_structural
341,prompt_filler,filler,the employer hurts the father .,the father is hurt by the employer .,The painter waited near the doorway .,other
342,prompt_active,active,a father hurt a friend .,a friend was hurt by a father .,The father hurts the friend .,active_structural
342,prompt_passive,passive,a father hurt a friend .,a friend was hurt by a father .,The friend is hurt by the father .,passive_structural
342,prompt_no_prime,no_prime,a father hurt a friend .,a friend was hurt by a father .,The father was angry and hurt his friend .,active_structural
342,prompt_filler,filler,a father hurt a friend .,a friend was hurt by a father .,The engine hurt the friend .,other
343,prompt_active,active,a friend hurts a girl .,a girl is hurt by a friend .,The friend hurt the girl .,active_structural
343,prompt_passive,passive,a friend hurts a girl .,a girl is hurt by a friend .,The girl was hurt by a friend .,passive_structural
343,prompt_no_prime,no_prime,a friend hurts a girl .,a girl is hurt by a friend .,The one who did it was a friend .,other
343,prompt_filler,filler,a friend hurts a girl .,a girl is hurt by a friend .,The girl was hurt .,other
344,prompt_active,active,the girl hurt the guest .,the guest was hurt by the girl .,The girl hurts the guest .,active_structural
344,prompt_passive,passive,the girl hurt the guest .,the guest was hurt by the girl .,The girl hurt the guest .,active_exact
344,prompt_no_prime,no_prime,the girl hurt the guest .,the guest was hurt by the girl .,The girl hurt the guest .,active_exact
344,prompt_filler,filler,the girl hurt the guest .,the guest was hurt by the girl .,The girl hurt the guest .,active_exact
345,prompt_active,active,the guest hurts the guy .,the guy is hurt by the guest .,The guest hurt the guy .,active_structural
345,prompt_passive,passive,the guest hurts the guy .,the guy is hurt by the guest .,The guy was hurt by the guest .,passive_structural
345,prompt_no_prime,no_prime,the guest hurts the guy .,the guy is hurt by the guest .,The guest hurt the guy .,active_structural
345,prompt_filler,filler,the guest hurts the guy .,the guy is hurt by the guest .,The guest hurt the guy .,active_structural
346,prompt_active,active,a guy hurt a hero .,a hero was hurt by a guy .,The guy hurts the hero .,active_structural
346,prompt_passive,passive,a guy hurt a hero .,a hero was hurt by a guy .,The hero is hurt by the guy .,passive_structural
346,prompt_no_prime,no_prime,a guy hurt a hero .,a hero was hurt by a guy .,The guy who did it was a hero .,other
346,prompt_filler,filler,a guy hurt a hero .,a hero was hurt by a guy .,The guy was hurt by the hero .,other
347,prompt_active,active,a hero hurts a husband .,a husband is hurt by a hero .,The hero hurt the husband .,active_structural
347,prompt_passive,passive,a hero hurts a husband .,a husband is hurt by a hero .,The husband was hurt by the hero .,passive_structural
347,prompt_no_prime,no_prime,a hero hurts a husband .,a husband is hurt by a hero .,The hero was hurt by the husband .,other
347,prompt_filler,filler,a hero hurts a husband .,a husband is hurt by a hero .,The signal flickered across the screen .,other
348,prompt_active,active,the husband hurt the kid .,the kid was hurt by the husband .,The husband hurts the kid .,active_structural
348,prompt_passive,passive,the husband hurt the kid .,the kid was hurt by the husband .,The kid is hurt by the husband .,passive_structural
348,prompt_no_prime,no_prime,the husband hurt the kid .,the kid was hurt by the husband .,The husband did it to the kid .,other
348,prompt_filler,filler,the husband hurt the kid .,the kid was hurt by the husband .,The kid got hurt .,other
349,prompt_active,active,the kid hurts the king .,the king is hurt by the kid .,The kid hurt the king .,active_structural
349,prompt_passive,passive,the kid hurts the king .,the king is hurt by the kid .,The king was hurt by the kid .,passive_structural
349,prompt_no_prime,no_prime,the kid hurts the king .,the king is hurt by the kid .,The kid hurt the king .,active_structural
349,prompt_filler,filler,the kid hurts the king .,the king is hurt by the kid .,The kid hurt the king .,active_structural
350,prompt_active,active,a king hurt a lady .,a lady was hurt by a king .,The king hurts the lady .,active_structural
350,prompt_passive,passive,a king hurt a lady .,a lady was hurt by a king .,The lady is hurt by the king .,passive_structural
350,prompt_no_prime,no_prime,a king hurt a lady .,a lady was hurt by a king .,The king did it .,other
350,prompt_filler,filler,a king hurt a lady .,a lady was hurt by a king .,The king was hurt .,other
351,prompt_active,active,a lady hurts a lawyer .,a lawyer is hurt by a lady .,The lady hurt the lawyer .,active_structural
351,prompt_passive,passive,a lady hurts a lawyer .,a lawyer is hurt by a lady .,The lawyer was hurt by the lady .,passive_structural
351,prompt_no_prime,no_prime,a lady hurts a lawyer .,a lawyer is hurt by a lady .,The lady who did it was a lawyer .,other
351,prompt_filler,filler,a lady hurts a lawyer .,a lawyer is hurt by a lady .,The lady was sued .,other
352,prompt_active,active,the lawyer hurt the leader .,the leader was hurt by the lawyer .,The lawyer hurts the leader .,active_structural
352,prompt_passive,passive,the lawyer hurt the leader .,the leader was hurt by the lawyer .,The lawyer hurt the leader .,active_exact
352,prompt_no_prime,no_prime,the lawyer hurt the leader .,the leader was hurt by the lawyer .,The lawyer did it to the leader .,other
352,prompt_filler,filler,the lawyer hurt the leader .,the leader was hurt by the lawyer .,The lawyer was hurt by the leader .,other
353,prompt_active,active,the leader hurts the man .,the man is hurt by the leader .,The leader hurt the man .,active_structural
353,prompt_passive,passive,the leader hurts the man .,the man is hurt by the leader .,The man was hurt by the leader .,passive_structural
353,prompt_no_prime,no_prime,the leader hurts the man .,the man is hurt by the leader .,The leader did it to the man .,other
353,prompt_filler,filler,the leader hurts the man .,the man is hurt by the leader .,The witness paused near the doorway .,other
354,prompt_active,active,a man hurt a manager .,a manager was hurt by a man .,The man hurts the manager .,active_structural
354,prompt_passive,passive,a man hurt a manager .,a manager was hurt by a man .,The manager is hurt by the man .,passive_structural
354,prompt_no_prime,no_prime,a man hurt a manager .,a manager was hurt by a man .,The man was angry and hurt the manager .,active_structural
354,prompt_filler,filler,a man hurt a manager .,a manager was hurt by a man .,The manager was hurt .,other
355,prompt_active,active,a manager hurts a mayor .,a mayor is hurt by a manager .,The manager hurt the mayor .,active_structural
355,prompt_passive,passive,a manager hurts a mayor .,a mayor is hurt by a manager .,The mayor was hurt by the manager .,passive_structural
355,prompt_no_prime,no_prime,a manager hurts a mayor .,a mayor is hurt by a manager .,The manager did it .,other
355,prompt_filler,filler,a manager hurts a mayor .,a mayor is hurt by a manager .,The manager hurt the mayor .,active_structural
356,prompt_active,active,the mayor hurt the minister .,the minister was hurt by the mayor .,The mayor hurts the minister .,active_structural
356,prompt_passive,passive,the mayor hurt the minister .,the minister was hurt by the mayor .,The minister is hurt by the mayor .,passive_structural
356,prompt_no_prime,no_prime,the mayor hurt the minister .,the minister was hurt by the mayor .,The mayor did it to the minister .,other
356,prompt_filler,filler,the mayor hurt the minister .,the minister was hurt by the mayor .,The minister was hurt .,other
357,prompt_active,active,the minister hurts the mother .,the mother is hurt by the minister .,The minister hurt the mother .,active_structural
357,prompt_passive,passive,the minister hurts the mother .,the mother is hurt by the minister .,The minister hurt the mother .,active_structural
357,prompt_no_prime,no_prime,the minister hurts the mother .,the mother is hurt by the minister .,The minister hurt me .,other
357,prompt_filler,filler,the minister hurts the mother .,the mother is hurt by the minister .,The minister hurt the mother .,active_structural
358,prompt_active,active,a mother hurt a nurse .,a nurse was hurt by a mother .,The mother hurts the nurse .,active_structural
358,prompt_passive,passive,a mother hurt a nurse .,a nurse was hurt by a mother .,The nurse is hurt by the mother .,passive_structural
358,prompt_no_prime,no_prime,a mother hurt a nurse .,a nurse was hurt by a mother .,The nurse was hurt by her mother .,passive_structural
358,prompt_filler,filler,a mother hurt a nurse .,a nurse was hurt by a mother .,The nurse was hurt .,other
359,prompt_active,active,a nurse hurts a parent .,a parent is hurt by a nurse .,The nurse hurt the parent .,active_structural
359,prompt_passive,passive,a nurse hurts a parent .,a parent is hurt by a nurse .,The parent was hurt by the nurse .,passive_structural
359,prompt_no_prime,no_prime,a nurse hurts a parent .,a parent is hurt by a nurse .,The nurse was mean to the parent .,other
359,prompt_filler,filler,a nurse hurts a parent .,a parent is hurt by a nurse .,The nurse hurt the parent .,active_structural
360,prompt_active,active,the parent hurt the partner .,the partner was hurt by the parent .,The parent hurts the partner .,active_structural
360,prompt_passive,passive,the parent hurt the partner .,the partner was hurt by the parent .,The partner is hurt by the parent .,passive_structural
360,prompt_no_prime,no_prime,the parent hurt the partner .,the partner was hurt by the parent .,The parent hurt the partner .,active_exact
360,prompt_filler,filler,the parent hurt the partner .,the partner was hurt by the parent .,The lantern glowed near sunset .,other
361,prompt_active,active,the partner hurts the physician .,the physician is hurt by the partner .,The partner hurt the physician .,active_structural
361,prompt_passive,passive,the partner hurts the physician .,the physician is hurt by the partner .,The physician was hurt by the partner .,passive_structural
361,prompt_no_prime,no_prime,the partner hurts the physician .,the physician is hurt by the partner .,The partner hurt the physician .,active_structural
361,prompt_filler,filler,the partner hurts the physician .,the physician is hurt by the partner .,The physician was hurt by the partner .,passive_structural
362,prompt_active,active,a physician hurt a pilot .,a pilot was hurt by a physician .,The physician hurts the pilot .,active_structural
362,prompt_passive,passive,a physician hurt a pilot .,a pilot was hurt by a physician .,The pilot is hurt by the physician .,passive_structural
362,prompt_no_prime,no_prime,a physician hurt a pilot .,a pilot was hurt by a physician .,The physician was involved in a hurting event with the pilot .,active_structural
362,prompt_filler,filler,a physician hurt a pilot .,a pilot was hurt by a physician .,The pilot was hurt .,other
363,prompt_active,active,a pilot hurts a president .,a president is hurt by a pilot .,The pilot hurt the president .,active_structural
363,prompt_passive,passive,a pilot hurts a president .,a president is hurt by a pilot .,The president was hurt by the pilot .,passive_structural
363,prompt_no_prime,no_prime,a pilot hurts a president .,a president is hurt by a pilot .,The pilot was upset about the president's policies .,other
363,prompt_filler,filler,a pilot hurts a president .,a president is hurt by a pilot .,The pilot shot the president .,other
364,prompt_active,active,the president hurt the priest .,the priest was hurt by the president .,The president hurt the priest .,active_exact
364,prompt_passive,passive,the president hurt the priest .,the priest was hurt by the president .,The president hurt the priest .,active_exact
364,prompt_no_prime,no_prime,the president hurt the priest .,the priest was hurt by the president .,The president was the one who hurt the priest .,active_structural
364,prompt_filler,filler,the president hurt the priest .,the priest was hurt by the president .,The president was hurt by the priest .,other
365,prompt_active,active,the priest hurts the prince .,the prince is hurt by the priest .,The priest hurt the prince .,active_structural
365,prompt_passive,passive,the priest hurts the prince .,the prince is hurt by the priest .,The prince was hurt by the priest .,passive_structural
365,prompt_no_prime,no_prime,the priest hurts the prince .,the prince is hurt by the priest .,The priest hurt the prince .,active_structural
365,prompt_filler,filler,the priest hurts the prince .,the prince is hurt by the priest .,The painter waited near the doorway .,other
366,prompt_active,active,a prince hurt a princess .,a princess was hurt by a prince .,The prince hurt the princess .,active_structural
366,prompt_passive,passive,a prince hurt a princess .,a princess was hurt by a prince .,The princess is hurt by the prince .,passive_structural
366,prompt_no_prime,no_prime,a prince hurt a princess .,a princess was hurt by a prince .,The prince was hurt by the princess .,other
366,prompt_filler,filler,a prince hurt a princess .,a princess was hurt by a prince .,The prince hurt the princess .,active_structural
367,prompt_active,active,a princess hurts a professor .,a professor is hurt by a princess .,The princess hurt the professor .,active_structural
367,prompt_passive,passive,a princess hurts a professor .,a professor is hurt by a princess .,The professor was hurt by the princess .,passive_structural
367,prompt_no_prime,no_prime,a princess hurts a professor .,a professor is hurt by a princess .,The princess was hurt by the professor .,other
367,prompt_filler,filler,a princess hurts a professor .,a professor is hurt by a princess .,The professor was hurt .,other
368,prompt_active,active,the professor hurt the reader .,the reader was hurt by the professor .,The professor hurt the reader .,active_exact
368,prompt_passive,passive,the professor hurt the reader .,the reader was hurt by the professor .,The reader is hurt by the professor .,passive_structural
368,prompt_no_prime,no_prime,the professor hurt the reader .,the reader was hurt by the professor .,The professor hurt the reader .,active_exact
368,prompt_filler,filler,the professor hurt the reader .,the reader was hurt by the professor .,The professor hurt the reader .,active_exact
369,prompt_active,active,the reader hurts the scientist .,the scientist is hurt by the reader .,The reader hurt the scientist .,active_structural
369,prompt_passive,passive,the reader hurts the scientist .,the scientist is hurt by the reader .,The reader hurt the scientist .,active_structural
369,prompt_no_prime,no_prime,the reader hurts the scientist .,the scientist is hurt by the reader .,The reader hurt the scientist .,active_structural
369,prompt_filler,filler,the reader hurts the scientist .,the scientist is hurt by the reader .,The planet shimmered above the valley .,other
370,prompt_active,active,a scientist hurt a secretary .,a secretary was hurt by a scientist .,The scientist hurts the secretary .,active_structural
