item_index,prompt_template,prime_structure,prime_sentence,target_active,target_passive,agent_noun,patient_noun,active_verb_form,passive_verb_form,prompt,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure
35,word_list,passive,a tlumolvek is grizebbaved by a skozebsel .,the son carries the buddy .,the buddy is carried by the son .,son,buddy,carries,carried,"Prime sentence: a tlumolvek is grizebbaved by a skozebsel .
Use these words in one sentence: son, buddy, carries/carried
Sentence: the",-4.287862300872803,-9.522268295288086,-5.234405994415283,active
35,role_labeled,active,a skozebsel grizebbavs a tlumolvek .,the son carries the buddy .,the buddy is carried by the son .,son,buddy,carries,carried,"Prime sentence: a skozebsel grizebbavs a tlumolvek .
Event roles: AGENT=son; PATIENT=buddy; VERB=carries/carried
Sentence: the",-3.2425289154052734,-10.049053192138672,-6.806524276733398,active
35,role_labeled,passive,a tlumolvek is grizebbaved by a skozebsel .,the son carries the buddy .,the buddy is carried by the son .,son,buddy,carries,carried,"Prime sentence: a tlumolvek is grizebbaved by a skozebsel .
Event roles: AGENT=son; PATIENT=buddy; VERB=carries/carried
Sentence: the",-4.018941879272461,-9.86989974975586,-5.850957870483398,active
36,word_list,active,the zraduldil drupemzirs the kvenorkul .,a mother collected a tea .,a tea was collected by a mother .,mother,tea,collected,collected,"Prime sentence: the zraduldil drupemzirs the kvenorkul .
Use these words in one sentence: mother, tea, collected
Sentence: the",-5.823090553283691,-7.49692440032959,-1.6738338470458984,active
36,word_list,passive,the kvenorkul is drupemzired by the zraduldil .,a mother collected a tea .,a tea was collected by a mother .,mother,tea,collected,collected,"Prime sentence: the kvenorkul is drupemzired by the zraduldil .
Use these words in one sentence: mother, tea, collected
Sentence: the",-4.824485778808594,-7.096683502197266,-2.272197723388672,active
36,role_labeled,active,the zraduldil drupemzirs the kvenorkul .,a mother collected a tea .,a tea was collected by a mother .,mother,tea,collected,collected,"Prime sentence: the zraduldil drupemzirs the kvenorkul .
Event roles: AGENT=mother; PATIENT=tea; VERB=collected
Sentence: the",-6.031343460083008,-7.377425193786621,-1.3460817337036133,active
36,role_labeled,passive,the kvenorkul is drupemzired by the zraduldil .,a mother collected a tea .,a tea was collected by a mother .,mother,tea,collected,collected,"Prime sentence: the kvenorkul is drupemzired by the zraduldil .
Event roles: AGENT=mother; PATIENT=tea; VERB=collected
Sentence: the",-4.754311561584473,-6.262717247009277,-1.5084056854248047,active
37,word_list,active,the plovakzir smenelmurs the smesormur .,a scientist collected a chicken .,a chicken was collected by a scientist .,scientist,chicken,collected,collected,"Prime sentence: the plovakzir smenelmurs the smesormur .
Use these words in one sentence: scientist, chicken, collected
Sentence: the",-4.808137893676758,-6.498326301574707,-1.6901884078979492,active
37,word_list,passive,the smesormur is smenelmured by the plovakzir .,a scientist collected a chicken .,a chicken was collected by a scientist .,scientist,chicken,collected,collected,"Prime sentence: the smesormur is smenelmured by the plovakzir .
Use these words in one sentence: scientist, chicken, collected
Sentence: the",-3.6806273460388184,-5.093816757202148,-1.41318941116333,active
37,role_labeled,active,the plovakzir smenelmurs the smesormur .,a scientist collected a chicken .,a chicken was collected by a scientist .,scientist,chicken,collected,collected,"Prime sentence: the plovakzir smenelmurs the smesormur .
Event roles: AGENT=scientist; PATIENT=chicken; VERB=collected
Sentence: the",-5.641602516174316,-6.221380233764648,-0.579777717590332,active
37,role_labeled,passive,the smesormur is smenelmured by the plovakzir .,a scientist collected a chicken .,a chicken was collected by a scientist .,scientist,chicken,collected,collected,"Prime sentence: the smesormur is smenelmured by the plovakzir .
Event roles: AGENT=scientist; PATIENT=chicken; VERB=collected
Sentence: the",-4.273168563842773,-4.623980522155762,-0.3508119583129883,active
38,word_list,active,a kvelodzom smegafdiled a druvarmur .,the prince asks the champion .,the champion is asked by the prince .,prince,champion,asks,asked,"Prime sentence: a kvelodzom smegafdiled a druvarmur .
Use these words in one sentence: prince, champion, asks/asked
Sentence: the",-2.074016809463501,-5.38165283203125,-3.307636022567749,active
38,word_list,passive,a druvarmur was smegafdiled by a kvelodzom .,the prince asks the champion .,the champion is asked by the prince .,prince,champion,asks,asked,"Prime sentence: a druvarmur was smegafdiled by a kvelodzom .
Use these words in one sentence: prince, champion, asks/asked
Sentence: the",-3.218604564666748,-5.7507100105285645,-2.5321054458618164,active
38,role_labeled,active,a kvelodzom smegafdiled a druvarmur .,the prince asks the champion .,the champion is asked by the prince .,prince,champion,asks,asked,"Prime sentence: a kvelodzom smegafdiled a druvarmur .
Event roles: AGENT=prince; PATIENT=champion; VERB=asks/asked
Sentence: the",-3.948335886001587,-6.166749000549316,-2.2184131145477295,active
38,role_labeled,passive,a druvarmur was smegafdiled by a kvelodzom .,the prince asks the champion .,the champion is asked by the prince .,prince,champion,asks,asked,"Prime sentence: a druvarmur was smegafdiled by a kvelodzom .
Event roles: AGENT=prince; PATIENT=champion; VERB=asks/asked
Sentence: the",-4.707684516906738,-6.443168640136719,-1.7354841232299805,active
39,word_list,active,a vranorked grineldiled a smepemgor .,a leader asks a mayor .,a mayor is asked by a leader .,leader,mayor,asks,asked,"Prime sentence: a vranorked grineldiled a smepemgor .
Use these words in one sentence: leader, mayor, asks/asked
Sentence: the",-4.104970932006836,-3.855325937271118,0.24964499473571777,passive
39,word_list,passive,a smepemgor was grineldiled by a vranorked .,a leader asks a mayor .,a mayor is asked by a leader .,leader,mayor,asks,asked,"Prime sentence: a smepemgor was grineldiled by a vranorked .
Use these words in one sentence: leader, mayor, asks/asked
Sentence: the",-3.8712198734283447,-3.471229314804077,0.3999905586242676,passive
39,role_labeled,active,a vranorked grineldiled a smepemgor .,a leader asks a mayor .,a mayor is asked by a leader .,leader,mayor,asks,asked,"Prime sentence: a vranorked grineldiled a smepemgor .
Event roles: AGENT=leader; PATIENT=mayor; VERB=asks/asked
Sentence: the",-6.406271934509277,-5.260093688964844,1.1461782455444336,passive
39,role_labeled,passive,a smepemgor was grineldiled by a vranorked .,a leader asks a mayor .,a mayor is asked by a leader .,leader,mayor,asks,asked,"Prime sentence: a smepemgor was grineldiled by a vranorked .
Event roles: AGENT=leader; PATIENT=mayor; VERB=asks/asked
Sentence: the",-6.3955183029174805,-4.740223407745361,1.6552948951721191,passive
40,word_list,active,a vretafzir smevarbavs a kvesorrud .,the captain punched the author .,the author was punched by the captain .,captain,author,punched,punched,"Prime sentence: a vretafzir smevarbavs a kvesorrud .
Use these words in one sentence: captain, author, punched
Sentence: the",-2.928891181945801,-5.009124755859375,-2.080233573913574,active
40,word_list,passive,a kvesorrud is smevarbaved by a vretafzir .,the captain punched the author .,the author was punched by the captain .,captain,author,punched,punched,"Prime sentence: a kvesorrud is smevarbaved by a vretafzir .
Use these words in one sentence: captain, author, punched
Sentence: the",-2.6727075576782227,-5.369799613952637,-2.697092056274414,active
40,role_labeled,active,a vretafzir smevarbavs a kvesorrud .,the captain punched the author .,the author was punched by the captain .,captain,author,punched,punched,"Prime sentence: a vretafzir smevarbavs a kvesorrud .
Event roles: AGENT=captain; PATIENT=author; VERB=punched
Sentence: the",-3.0833637714385986,-6.928467750549316,-3.8451039791107178,active
40,role_labeled,passive,a kvesorrud is smevarbaved by a vretafzir .,the captain punched the author .,the author was punched by the captain .,captain,author,punched,punched,"Prime sentence: a kvesorrud is smevarbaved by a vretafzir .
Event roles: AGENT=captain; PATIENT=author; VERB=punched
Sentence: the",-3.124922752380371,-7.066082954406738,-3.941160202026367,active
41,word_list,active,a smekudlom vragafmurs a kvesorrud .,the minister discovered the guitar .,the guitar was discovered by the minister .,minister,guitar,discovered,discovered,"Prime sentence: a smekudlom vragafmurs a kvesorrud .
Use these words in one sentence: minister, guitar, discovered
Sentence: the",-4.809596061706543,-6.501600742340088,-1.692004680633545,active
41,word_list,passive,a kvesorrud is vragafmured by a smekudlom .,the minister discovered the guitar .,the guitar was discovered by the minister .,minister,guitar,discovered,discovered,"Prime sentence: a kvesorrud is vragafmured by a smekudlom .
Use these words in one sentence: minister, guitar, discovered
Sentence: the",-4.459319114685059,-5.989770889282227,-1.530451774597168,active
41,role_labeled,active,a smekudlom vragafmurs a kvesorrud .,the minister discovered the guitar .,the guitar was discovered by the minister .,minister,guitar,discovered,discovered,"Prime sentence: a smekudlom vragafmurs a kvesorrud .
Event roles: AGENT=minister; PATIENT=guitar; VERB=discovered
Sentence: the",-5.79844856262207,-7.2882537841796875,-1.4898052215576172,active
41,role_labeled,passive,a kvesorrud is vragafmured by a smekudlom .,the minister discovered the guitar .,the guitar was discovered by the minister .,minister,guitar,discovered,discovered,"Prime sentence: a kvesorrud is vragafmured by a smekudlom .
Event roles: AGENT=minister; PATIENT=guitar; VERB=discovered
Sentence: the",-5.284060478210449,-7.1070404052734375,-1.8229799270629883,active
42,word_list,active,the kvenorvek smevarbavs the smezemlom .,the prince embraced the father .,the father was embraced by the prince .,prince,father,embraced,embraced,"Prime sentence: the kvenorvek smevarbavs the smezemlom .
Use these words in one sentence: prince, father, embraced
Sentence: the",-3.90592622756958,-6.626703262329102,-2.7207770347595215,active
42,word_list,passive,the smezemlom is smevarbaved by the kvenorvek .,the prince embraced the father .,the father was embraced by the prince .,prince,father,embraced,embraced,"Prime sentence: the smezemlom is smevarbaved by the kvenorvek .
Use these words in one sentence: prince, father, embraced
Sentence: the",-3.5552587509155273,-6.174384117126465,-2.6191253662109375,active
42,role_labeled,active,the kvenorvek smevarbavs the smezemlom .,the prince embraced the father .,the father was embraced by the prince .,prince,father,embraced,embraced,"Prime sentence: the kvenorvek smevarbavs the smezemlom .
Event roles: AGENT=prince; PATIENT=father; VERB=embraced
Sentence: the",-6.425464630126953,-6.7707929611206055,-0.34532833099365234,active
42,role_labeled,passive,the smezemlom is smevarbaved by the kvenorvek .,the prince embraced the father .,the father was embraced by the prince .,prince,father,embraced,embraced,"Prime sentence: the smezemlom is smevarbaved by the kvenorvek .
Event roles: AGENT=prince; PATIENT=father; VERB=embraced
Sentence: the",-5.614129543304443,-5.82279109954834,-0.20866155624389648,active
43,word_list,active,the smesilrab frafimvoled the fravaksel .,the soldier comforts the wife .,the wife is comforted by the soldier .,soldier,wife,comforts,comforted,"Prime sentence: the smesilrab frafimvoled the fravaksel .
Use these words in one sentence: soldier, wife, comforts/comforted
Sentence: the",-4.796119689941406,-6.462027549743652,-1.665907859802246,active
43,word_list,passive,the fravaksel was frafimvoled by the smesilrab .,the soldier comforts the wife .,the wife is comforted by the soldier .,soldier,wife,comforts,comforted,"Prime sentence: the fravaksel was frafimvoled by the smesilrab .
Use these words in one sentence: soldier, wife, comforts/comforted
Sentence: the",-3.9923388957977295,-5.914953231811523,-1.922614336013794,active
43,role_labeled,active,the smesilrab frafimvoled the fravaksel .,the soldier comforts the wife .,the wife is comforted by the soldier .,soldier,wife,comforts,comforted,"Prime sentence: the smesilrab frafimvoled the fravaksel .
Event roles: AGENT=soldier; PATIENT=wife; VERB=comforts/comforted
Sentence: the",-7.13359260559082,-6.993063926696777,0.14052867889404297,passive
43,role_labeled,passive,the fravaksel was frafimvoled by the smesilrab .,the soldier comforts the wife .,the wife is comforted by the soldier .,soldier,wife,comforts,comforted,"Prime sentence: the fravaksel was frafimvoled by the smesilrab .
Event roles: AGENT=soldier; PATIENT=wife; VERB=comforts/comforted
Sentence: the",-5.032390117645264,-5.644148826599121,-0.6117587089538574,active
44,word_list,active,the vrasilvol frafimvoled the fradulvek .,a bishop understood an employer .,an employer was understood by a bishop .,bishop,employer,understood,understood,"Prime sentence: the vrasilvol frafimvoled the fradulvek .
Use these words in one sentence: bishop, employer, understood
Sentence: the",-5.330161094665527,-8.877079010009766,-3.5469179153442383,active
44,word_list,passive,the fradulvek was frafimvoled by the vrasilvol .,a bishop understood an employer .,an employer was understood by a bishop .,bishop,employer,understood,understood,"Prime sentence: the fradulvek was frafimvoled by the vrasilvol .
Use these words in one sentence: bishop, employer, understood
Sentence: the",-3.731231689453125,-7.301844596862793,-3.570612907409668,active
44,role_labeled,active,the vrasilvol frafimvoled the fradulvek .,a bishop understood an employer .,an employer was understood by a bishop .,bishop,employer,understood,understood,"Prime sentence: the vrasilvol frafimvoled the fradulvek .
Event roles: AGENT=bishop; PATIENT=employer; VERB=understood
Sentence: the",-7.118046760559082,-9.092080116271973,-1.9740333557128906,active
44,role_labeled,passive,the fradulvek was frafimvoled by the vrasilvol .,a bishop understood an employer .,an employer was understood by a bishop .,bishop,employer,understood,understood,"Prime sentence: the fradulvek was frafimvoled by the vrasilvol .
Event roles: AGENT=bishop; PATIENT=employer; VERB=understood
Sentence: the",-5.325870513916016,-6.708944320678711,-1.3830738067626953,active
45,word_list,active,the pnesillom grineldiled the smesormur .,a wife selects a mayor .,a mayor is selected by a wife .,wife,mayor,selects,selected,"Prime sentence: the pnesillom grineldiled the smesormur .
Use these words in one sentence: wife, mayor, selects/selected
Sentence: the",-5.678674697875977,-5.0928955078125,0.5857791900634766,passive
45,word_list,passive,the smesormur was grineldiled by the pnesillom .,a wife selects a mayor .,a mayor is selected by a wife .,wife,mayor,selects,selected,"Prime sentence: the smesormur was grineldiled by the pnesillom .
Use these words in one sentence: wife, mayor, selects/selected
Sentence: the",-5.916093826293945,-4.142571449279785,1.7735223770141602,passive
45,role_labeled,active,the pnesillom grineldiled the smesormur .,a wife selects a mayor .,a mayor is selected by a wife .,wife,mayor,selects,selected,"Prime sentence: the pnesillom grineldiled the smesormur .
Event roles: AGENT=wife; PATIENT=mayor; VERB=selects/selected
Sentence: the",-6.114999771118164,-5.456121444702148,0.6588783264160156,passive
45,role_labeled,passive,the smesormur was grineldiled by the pnesillom .,a wife selects a mayor .,a mayor is selected by a wife .,wife,mayor,selects,selected,"Prime sentence: the smesormur was grineldiled by the pnesillom .
Event roles: AGENT=wife; PATIENT=mayor; VERB=selects/selected
Sentence: the",-5.878705024719238,-4.205580711364746,1.6731243133544922,passive
46,word_list,active,the tlumolvek vregafvoled the zlosillom .,a pilot left an iron .,an iron was left by a pilot .,pilot,iron,left,left,"Prime sentence: the tlumolvek vregafvoled the zlosillom .
Use these words in one sentence: pilot, iron, left
Sentence: the",-4.7552595138549805,-5.032923698425293,-0.2776641845703125,active
46,word_list,passive,the zlosillom was vregafvoled by the tlumolvek .,a pilot left an iron .,an iron was left by a pilot .,pilot,iron,left,left,"Prime sentence: the zlosillom was vregafvoled by the tlumolvek .
Use these words in one sentence: pilot, iron, left
Sentence: the",-3.895853042602539,-4.10335636138916,-0.2075033187866211,active
46,role_labeled,active,the tlumolvek vregafvoled the zlosillom .,a pilot left an iron .,an iron was left by a pilot .,pilot,iron,left,left,"Prime sentence: the tlumolvek vregafvoled the zlosillom .
Event roles: AGENT=pilot; PATIENT=iron; VERB=left
Sentence: the",-6.365847110748291,-4.8397216796875,1.526125431060791,passive
46,role_labeled,passive,the zlosillom was vregafvoled by the tlumolvek .,a pilot left an iron .,an iron was left by a pilot .,pilot,iron,left,left,"Prime sentence: the zlosillom was vregafvoled by the tlumolvek .
Event roles: AGENT=pilot; PATIENT=iron; VERB=left
Sentence: the",-4.845865249633789,-3.9722650051116943,0.8736002445220947,passive
47,word_list,active,a klosilfin klosorveks a kvenorkul .,a partner struck an author .,an author was struck by a partner .,partner,author,struck,struck,"Prime sentence: a klosilfin klosorveks a kvenorkul .
Use these words in one sentence: partner, author, struck
Sentence: the",-5.804080486297607,-4.768982887268066,1.035097599029541,passive
47,word_list,passive,a kvenorkul is klosorveked by a klosilfin .,a partner struck an author .,an author was struck by a partner .,partner,author,struck,struck,"Prime sentence: a kvenorkul is klosorveked by a klosilfin .
Use these words in one sentence: partner, author, struck
Sentence: the",-5.767294883728027,-4.866530418395996,0.9007644653320312,passive
47,role_labeled,active,a klosilfin klosorveks a kvenorkul .,a partner struck an author .,an author was struck by a partner .,partner,author,struck,struck,"Prime sentence: a klosilfin klosorveks a kvenorkul .
Event roles: AGENT=partner; PATIENT=author; VERB=struck
Sentence: the",-7.779735565185547,-6.8750104904174805,0.9047250747680664,passive
47,role_labeled,passive,a kvenorkul is klosorveked by a klosilfin .,a partner struck an author .,an author was struck by a partner .,partner,author,struck,struck,"Prime sentence: a kvenorkul is klosorveked by a klosilfin .
Event roles: AGENT=partner; PATIENT=author; VERB=struck
Sentence: the",-7.8289337158203125,-6.835117340087891,0.9938163757324219,passive
48,word_list,active,a vramolsim klonorruds a kvevarzom .,an army purchases a candy .,a candy is purchased by an army .,army,candy,purchases,purchased,"Prime sentence: a vramolsim klonorruds a kvevarzom .
Use these words in one sentence: army, candy, purchases/purchased
Sentence: the",-3.530158519744873,-8.114927291870117,-4.584768772125244,active
48,word_list,passive,a kvevarzom is klonorruded by a vramolsim .,an army purchases a candy .,a candy is purchased by an army .,army,candy,purchases,purchased,"Prime sentence: a kvevarzom is klonorruded by a vramolsim .
Use these words in one sentence: army, candy, purchases/purchased
Sentence: the",-2.7393128871917725,-7.044035911560059,-4.304723024368286,active
48,role_labeled,active,a vramolsim klonorruds a kvevarzom .,an army purchases a candy .,a candy is purchased by an army .,army,candy,purchases,purchased,"Prime sentence: a vramolsim klonorruds a kvevarzom .
Event roles: AGENT=army; PATIENT=candy; VERB=purchases/purchased
Sentence: the",-4.912600517272949,-7.387390613555908,-2.474790096282959,active
48,role_labeled,passive,a kvevarzom is klonorruded by a vramolsim .,an army purchases a candy .,a candy is purchased by an army .,army,candy,purchases,purchased,"Prime sentence: a kvevarzom is klonorruded by a vramolsim .
Event roles: AGENT=army; PATIENT=candy; VERB=purchases/purchased
Sentence: the",-4.2039995193481445,-7.121659755706787,-2.9176602363586426,active
49,word_list,active,the fradullom zlodulfined the vretafzir .,the friend breaks the computer .,the computer is broken by the friend .,friend,computer,breaks,broken,"Prime sentence: the fradullom zlodulfined the vretafzir .
Use these words in one sentence: friend, computer, breaks/broken
Sentence: the",-5.85732364654541,-6.456028461456299,-0.5987048149108887,active
49,word_list,passive,the vretafzir was zlodulfined by the fradullom .,the friend breaks the computer .,the computer is broken by the friend .,friend,computer,breaks,broken,"Prime sentence: the vretafzir was zlodulfined by the fradullom .
Use these words in one sentence: friend, computer, breaks/broken
Sentence: the",-5.202785968780518,-5.035150527954102,0.16763544082641602,passive
49,role_labeled,active,the fradullom zlodulfined the vretafzir .,the friend breaks the computer .,the computer is broken by the friend .,friend,computer,breaks,broken,"Prime sentence: the fradullom zlodulfined the vretafzir .
Event roles: AGENT=friend; PATIENT=computer; VERB=breaks/broken
Sentence: the",-6.503392696380615,-6.722570896148682,-0.2191781997680664,active
49,role_labeled,passive,the vretafzir was zlodulfined by the fradullom .,the friend breaks the computer .,the computer is broken by the friend .,friend,computer,breaks,broken,"Prime sentence: the vretafzir was zlodulfined by the fradullom .
Event roles: AGENT=friend; PATIENT=computer; VERB=breaks/broken
Sentence: the",-5.933623790740967,-4.618138313293457,1.3154854774475098,passive
50,word_list,active,a vrakudmur klonorruded a klogafrud .,the boy raises the salad .,the salad is raised by the boy .,boy,salad,raises,raised,"Prime sentence: a vrakudmur klonorruded a klogafrud .
Use these words in one sentence: boy, salad, raises/raised
Sentence: the",-3.104456663131714,-7.991019248962402,-4.8865625858306885,active
50,word_list,passive,a klogafrud was klonorruded by a vrakudmur .,the boy raises the salad .,the salad is raised by the boy .,boy,salad,raises,raised,"Prime sentence: a klogafrud was klonorruded by a vrakudmur .
Use these words in one sentence: boy, salad, raises/raised
Sentence: the",-3.3204803466796875,-7.346198081970215,-4.025717735290527,active
50,role_labeled,active,a vrakudmur klonorruded a klogafrud .,the boy raises the salad .,the salad is raised by the boy .,boy,salad,raises,raised,"Prime sentence: a vrakudmur klonorruded a klogafrud .
Event roles: AGENT=boy; PATIENT=salad; VERB=raises/raised
Sentence: the",-4.231142044067383,-8.8961181640625,-4.664976119995117,active
50,role_labeled,passive,a klogafrud was klonorruded by a vrakudmur .,the boy raises the salad .,the salad is raised by the boy .,boy,salad,raises,raised,"Prime sentence: a klogafrud was klonorruded by a vrakudmur .
Event roles: AGENT=boy; PATIENT=salad; VERB=raises/raised
Sentence: the",-4.035694122314453,-7.721724510192871,-3.686030387878418,active
51,word_list,active,the pnesillom smedulpaved the skozebsel .,the lawyer kills the daughter .,the daughter is killed by the lawyer .,lawyer,daughter,kills,killed,"Prime sentence: the pnesillom smedulpaved the skozebsel .
Use these words in one sentence: lawyer, daughter, kills/killed
Sentence: the",-4.696161270141602,-7.131667137145996,-2.4355058670043945,active
51,word_list,passive,the skozebsel was smedulpaved by the pnesillom .,the lawyer kills the daughter .,the daughter is killed by the lawyer .,lawyer,daughter,kills,killed,"Prime sentence: the skozebsel was smedulpaved by the pnesillom .
Use these words in one sentence: lawyer, daughter, kills/killed
Sentence: the",-5.522884368896484,-7.1917948722839355,-1.6689105033874512,active
51,role_labeled,active,the pnesillom smedulpaved the skozebsel .,the lawyer kills the daughter .,the daughter is killed by the lawyer .,lawyer,daughter,kills,killed,"Prime sentence: the pnesillom smedulpaved the skozebsel .
Event roles: AGENT=lawyer; PATIENT=daughter; VERB=kills/killed
Sentence: the",-6.8180975914001465,-7.4613800048828125,-0.643282413482666,active
51,role_labeled,passive,the skozebsel was smedulpaved by the pnesillom .,the lawyer kills the daughter .,the daughter is killed by the lawyer .,lawyer,daughter,kills,killed,"Prime sentence: the skozebsel was smedulpaved by the pnesillom .
Event roles: AGENT=lawyer; PATIENT=daughter; VERB=kills/killed
Sentence: the",-6.663590431213379,-6.960521697998047,-0.29693126678466797,active
52,word_list,active,the zraduldil grizebbavs the kvesorrud .,the actress embraces the singer .,the singer is embraced by the actress .,actress,singer,embraces,embraced,"Prime sentence: the zraduldil grizebbavs the kvesorrud .
Use these words in one sentence: actress, singer, embraces/embraced
Sentence: the",-8.356927871704102,-7.5030364990234375,0.8538913726806641,passive
52,word_list,passive,the kvesorrud is grizebbaved by the zraduldil .,the actress embraces the singer .,the singer is embraced by the actress .,actress,singer,embraces,embraced,"Prime sentence: the kvesorrud is grizebbaved by the zraduldil .
Use these words in one sentence: actress, singer, embraces/embraced
Sentence: the",-6.553712368011475,-5.755012512207031,0.7986998558044434,passive
52,role_labeled,active,the zraduldil grizebbavs the kvesorrud .,the actress embraces the singer .,the singer is embraced by the actress .,actress,singer,embraces,embraced,"Prime sentence: the zraduldil grizebbavs the kvesorrud .
Event roles: AGENT=actress; PATIENT=singer; VERB=embraces/embraced
Sentence: the",-11.784409523010254,-9.315622329711914,2.46878719329834,passive
52,role_labeled,passive,the kvesorrud is grizebbaved by the zraduldil .,the actress embraces the singer .,the singer is embraced by the actress .,actress,singer,embraces,embraced,"Prime sentence: the kvesorrud is grizebbaved by the zraduldil .
Event roles: AGENT=actress; PATIENT=singer; VERB=embraces/embraced
Sentence: the",-9.460260391235352,-7.003361225128174,2.4568991661071777,passive
53,word_list,active,the grivarbav zlodulfins the brisilsel .,a cop wraps a book .,a book is wrapped by a cop .,cop,book,wraps,wrapped,"Prime sentence: the grivarbav zlodulfins the brisilsel .
Use these words in one sentence: cop, book, wraps/wrapped
Sentence: the",-3.474086284637451,-4.989576816558838,-1.5154905319213867,active
53,word_list,passive,the brisilsel is zlodulfined by the grivarbav .,a cop wraps a book .,a book is wrapped by a cop .,cop,book,wraps,wrapped,"Prime sentence: the brisilsel is zlodulfined by the grivarbav .
Use these words in one sentence: cop, book, wraps/wrapped
Sentence: the",-3.2676901817321777,-4.381805896759033,-1.1141157150268555,active
53,role_labeled,active,the grivarbav zlodulfins the brisilsel .,a cop wraps a book .,a book is wrapped by a cop .,cop,book,wraps,wrapped,"Prime sentence: the grivarbav zlodulfins the brisilsel .
Event roles: AGENT=cop; PATIENT=book; VERB=wraps/wrapped
Sentence: the",-5.676543235778809,-5.379523277282715,0.29701995849609375,passive
53,role_labeled,passive,the brisilsel is zlodulfined by the grivarbav .,a cop wraps a book .,a book is wrapped by a cop .,cop,book,wraps,wrapped,"Prime sentence: the brisilsel is zlodulfined by the grivarbav .
Event roles: AGENT=cop; PATIENT=book; VERB=wraps/wrapped
Sentence: the",-4.805092811584473,-4.393367290496826,0.4117255210876465,passive
54,word_list,active,the fravaksel gritafmured the franorbav .,a woman hurries a prince .,a prince is hurried by a woman .,woman,prince,hurries,hurried,"Prime sentence: the fravaksel gritafmured the franorbav .
Use these words in one sentence: woman, prince, hurries/hurried
Sentence: the",-5.12034273147583,-5.305726528167725,-0.18538379669189453,active
54,word_list,passive,the franorbav was gritafmured by the fravaksel .,a woman hurries a prince .,a prince is hurried by a woman .,woman,prince,hurries,hurried,"Prime sentence: the franorbav was gritafmured by the fravaksel .
Use these words in one sentence: woman, prince, hurries/hurried
Sentence: the",-5.37135648727417,-5.00169038772583,0.36966609954833984,passive
54,role_labeled,active,the fravaksel gritafmured the franorbav .,a woman hurries a prince .,a prince is hurried by a woman .,woman,prince,hurries,hurried,"Prime sentence: the fravaksel gritafmured the franorbav .
Event roles: AGENT=woman; PATIENT=prince; VERB=hurries/hurried
Sentence: the",-5.759593486785889,-5.33979606628418,0.419797420501709,passive
54,role_labeled,passive,the franorbav was gritafmured by the fravaksel .,a woman hurries a prince .,a prince is hurried by a woman .,woman,prince,hurries,hurried,"Prime sentence: the franorbav was gritafmured by the fravaksel .
Event roles: AGENT=woman; PATIENT=prince; VERB=hurries/hurried
Sentence: the",-5.466795921325684,-4.955802917480469,0.5109930038452148,passive
55,word_list,active,a klotafdil kvezemrabs a smepemgor .,the winner tasted the pie .,the pie was tasted by the winner .,winner,pie,tasted,tasted,"Prime sentence: a klotafdil kvezemrabs a smepemgor .
Use these words in one sentence: winner, pie, tasted
Sentence: the",-3.4491679668426514,-5.485116004943848,-2.0359480381011963,active
55,word_list,passive,a smepemgor is kvezemrabed by a klotafdil .,the winner tasted the pie .,the pie was tasted by the winner .,winner,pie,tasted,tasted,"Prime sentence: a smepemgor is kvezemrabed by a klotafdil .
Use these words in one sentence: winner, pie, tasted
Sentence: the",-3.1364243030548096,-4.747584342956543,-1.6111600399017334,active
55,role_labeled,active,a klotafdil kvezemrabs a smepemgor .,the winner tasted the pie .,the pie was tasted by the winner .,winner,pie,tasted,tasted,"Prime sentence: a klotafdil kvezemrabs a smepemgor .
Event roles: AGENT=winner; PATIENT=pie; VERB=tasted
Sentence: the",-6.616761684417725,-5.247829437255859,1.3689322471618652,passive
55,role_labeled,passive,a smepemgor is kvezemrabed by a klotafdil .,the winner tasted the pie .,the pie was tasted by the winner .,winner,pie,tasted,tasted,"Prime sentence: a smepemgor is kvezemrabed by a klotafdil .
Event roles: AGENT=winner; PATIENT=pie; VERB=tasted
Sentence: the",-7.228642463684082,-5.32097053527832,1.9076719284057617,passive
56,word_list,active,the skozemdil vragafmured the pnesillom .,the buddy forgives the company .,the company is forgiven by the buddy .,buddy,company,forgives,forgiven,"Prime sentence: the skozemdil vragafmured the pnesillom .
Use these words in one sentence: buddy, company, forgives/forgiven
Sentence: the",-8.548237800598145,-7.518151760101318,1.0300860404968262,passive
56,word_list,passive,the pnesillom was vragafmured by the skozemdil .,the buddy forgives the company .,the company is forgiven by the buddy .,buddy,company,forgives,forgiven,"Prime sentence: the pnesillom was vragafmured by the skozemdil .
Use these words in one sentence: buddy, company, forgives/forgiven
Sentence: the",-8.626474380493164,-7.526292324066162,1.100182056427002,passive
56,role_labeled,active,the skozemdil vragafmured the pnesillom .,the buddy forgives the company .,the company is forgiven by the buddy .,buddy,company,forgives,forgiven,"Prime sentence: the skozemdil vragafmured the pnesillom .
Event roles: AGENT=buddy; PATIENT=company; VERB=forgives/forgiven
Sentence: the",-9.801667213439941,-5.999569892883301,3.8020973205566406,passive
