item_index,prompt_template,prime_structure,prime_sentence,target_active,target_passive,agent_noun,patient_noun,active_verb_form,passive_verb_form,prompt,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure
45,word_list,passive,the bottle was accepted by the manager .,a wife selects a mayor .,a mayor is selected by a wife .,wife,mayor,selects,selected,"Prime sentence: the bottle was accepted by the manager .
Use these words in one sentence: wife, mayor, selects/selected
Sentence: the",-4.633482456207275,-4.88857364654541,-0.25509119033813477,active
45,role_labeled,active,the manager accepted the bottle .,a wife selects a mayor .,a mayor is selected by a wife .,wife,mayor,selects,selected,"Prime sentence: the manager accepted the bottle .
Event roles: AGENT=wife; PATIENT=mayor; VERB=selects/selected
Sentence: the",-3.628007173538208,-4.277472496032715,-0.6494653224945068,active
45,role_labeled,passive,the bottle was accepted by the manager .,a wife selects a mayor .,a mayor is selected by a wife .,wife,mayor,selects,selected,"Prime sentence: the bottle was accepted by the manager .
Event roles: AGENT=wife; PATIENT=mayor; VERB=selects/selected
Sentence: the",-4.638214111328125,-4.917093276977539,-0.27887916564941406,active
46,word_list,active,the actress kills the mayor .,a pilot left an iron .,an iron was left by a pilot .,pilot,iron,left,left,"Prime sentence: the actress kills the mayor .
Use these words in one sentence: pilot, iron, left
Sentence: the",-1.8902406692504883,-5.2494425773620605,-3.3592019081115723,active
46,word_list,passive,the mayor is killed by the actress .,a pilot left an iron .,an iron was left by a pilot .,pilot,iron,left,left,"Prime sentence: the mayor is killed by the actress .
Use these words in one sentence: pilot, iron, left
Sentence: the",-1.404475212097168,-4.531948566436768,-3.1274733543395996,active
46,role_labeled,active,the actress kills the mayor .,a pilot left an iron .,an iron was left by a pilot .,pilot,iron,left,left,"Prime sentence: the actress kills the mayor .
Event roles: AGENT=pilot; PATIENT=iron; VERB=left
Sentence: the",-3.017223834991455,-5.682372570037842,-2.6651487350463867,active
46,role_labeled,passive,the mayor is killed by the actress .,a pilot left an iron .,an iron was left by a pilot .,pilot,iron,left,left,"Prime sentence: the mayor is killed by the actress .
Event roles: AGENT=pilot; PATIENT=iron; VERB=left
Sentence: the",-2.600214958190918,-4.637884616851807,-2.0376696586608887,active
47,word_list,active,the prince chases the corporation .,a partner struck an author .,an author was struck by a partner .,partner,author,struck,struck,"Prime sentence: the prince chases the corporation .
Use these words in one sentence: partner, author, struck
Sentence: the",-4.804998397827148,-6.051956653594971,-1.2469582557678223,active
47,word_list,passive,the corporation is chased by the prince .,a partner struck an author .,an author was struck by a partner .,partner,author,struck,struck,"Prime sentence: the corporation is chased by the prince .
Use these words in one sentence: partner, author, struck
Sentence: the",-4.480094909667969,-6.02675199508667,-1.5466570854187012,active
47,role_labeled,active,the prince chases the corporation .,a partner struck an author .,an author was struck by a partner .,partner,author,struck,struck,"Prime sentence: the prince chases the corporation .
Event roles: AGENT=partner; PATIENT=author; VERB=struck
Sentence: the",-6.980088233947754,-7.195361137390137,-0.2152729034423828,active
47,role_labeled,passive,the corporation is chased by the prince .,a partner struck an author .,an author was struck by a partner .,partner,author,struck,struck,"Prime sentence: the corporation is chased by the prince .
Event roles: AGENT=partner; PATIENT=author; VERB=struck
Sentence: the",-6.678386688232422,-7.191043853759766,-0.5126571655273438,active
48,word_list,active,the student chased the princess .,an army purchases a candy .,a candy is purchased by an army .,army,candy,purchases,purchased,"Prime sentence: the student chased the princess .
Use these words in one sentence: army, candy, purchases/purchased
Sentence: the",-2.9068825244903564,-5.972944259643555,-3.0660617351531982,active
48,word_list,passive,the princess was chased by the student .,an army purchases a candy .,a candy is purchased by an army .,army,candy,purchases,purchased,"Prime sentence: the princess was chased by the student .
Use these words in one sentence: army, candy, purchases/purchased
Sentence: the",-3.0093533992767334,-5.327742576599121,-2.3183891773223877,active
48,role_labeled,active,the student chased the princess .,an army purchases a candy .,a candy is purchased by an army .,army,candy,purchases,purchased,"Prime sentence: the student chased the princess .
Event roles: AGENT=army; PATIENT=candy; VERB=purchases/purchased
Sentence: the",-4.6114301681518555,-5.569042205810547,-0.9576120376586914,active
48,role_labeled,passive,the princess was chased by the student .,an army purchases a candy .,a candy is purchased by an army .,army,candy,purchases,purchased,"Prime sentence: the princess was chased by the student .
Event roles: AGENT=army; PATIENT=candy; VERB=purchases/purchased
Sentence: the",-4.455681800842285,-4.759350299835205,-0.3036684989929199,active
49,word_list,active,a lawyer chased a reader .,the friend breaks the computer .,the computer is broken by the friend .,friend,computer,breaks,broken,"Prime sentence: a lawyer chased a reader .
Use these words in one sentence: friend, computer, breaks/broken
Sentence: the",-5.659187316894531,-4.036037921905518,1.6231493949890137,passive
49,word_list,passive,a reader was chased by a lawyer .,the friend breaks the computer .,the computer is broken by the friend .,friend,computer,breaks,broken,"Prime sentence: a reader was chased by a lawyer .
Use these words in one sentence: friend, computer, breaks/broken
Sentence: the",-5.341171741485596,-3.617579460144043,1.7235922813415527,passive
49,role_labeled,active,a lawyer chased a reader .,the friend breaks the computer .,the computer is broken by the friend .,friend,computer,breaks,broken,"Prime sentence: a lawyer chased a reader .
Event roles: AGENT=friend; PATIENT=computer; VERB=breaks/broken
Sentence: the",-6.3433451652526855,-3.444581985473633,2.8987631797790527,passive
49,role_labeled,passive,a reader was chased by a lawyer .,the friend breaks the computer .,the computer is broken by the friend .,friend,computer,breaks,broken,"Prime sentence: a reader was chased by a lawyer .
Event roles: AGENT=friend; PATIENT=computer; VERB=breaks/broken
Sentence: the",-5.830397605895996,-2.774791955947876,3.05560564994812,passive
50,word_list,active,an author tasted a chicken .,the boy raises the salad .,the salad is raised by the boy .,boy,salad,raises,raised,"Prime sentence: an author tasted a chicken .
Use these words in one sentence: boy, salad, raises/raised
Sentence: the",-3.0309693813323975,-6.097661972045898,-3.066692590713501,active
50,word_list,passive,a chicken was tasted by an author .,the boy raises the salad .,the salad is raised by the boy .,boy,salad,raises,raised,"Prime sentence: a chicken was tasted by an author .
Use these words in one sentence: boy, salad, raises/raised
Sentence: the",-3.341953992843628,-6.3281755447387695,-2.9862215518951416,active
50,role_labeled,active,an author tasted a chicken .,the boy raises the salad .,the salad is raised by the boy .,boy,salad,raises,raised,"Prime sentence: an author tasted a chicken .
Event roles: AGENT=boy; PATIENT=salad; VERB=raises/raised
Sentence: the",-3.300659656524658,-6.420917510986328,-3.12025785446167,active
50,role_labeled,passive,a chicken was tasted by an author .,the boy raises the salad .,the salad is raised by the boy .,boy,salad,raises,raised,"Prime sentence: a chicken was tasted by an author .
Event roles: AGENT=boy; PATIENT=salad; VERB=raises/raised
Sentence: the",-3.4655821323394775,-6.558897018432617,-3.0933148860931396,active
51,word_list,active,a student grabbed a juice .,the lawyer kills the daughter .,the daughter is killed by the lawyer .,lawyer,daughter,kills,killed,"Prime sentence: a student grabbed a juice .
Use these words in one sentence: lawyer, daughter, kills/killed
Sentence: the",-2.550600290298462,-4.848557472229004,-2.297957181930542,active
51,word_list,passive,a juice was grabbed by a student .,the lawyer kills the daughter .,the daughter is killed by the lawyer .,lawyer,daughter,kills,killed,"Prime sentence: a juice was grabbed by a student .
Use these words in one sentence: lawyer, daughter, kills/killed
Sentence: the",-3.309921979904175,-5.626087188720703,-2.3161652088165283,active
51,role_labeled,active,a student grabbed a juice .,the lawyer kills the daughter .,the daughter is killed by the lawyer .,lawyer,daughter,kills,killed,"Prime sentence: a student grabbed a juice .
Event roles: AGENT=lawyer; PATIENT=daughter; VERB=kills/killed
Sentence: the",-4.197673797607422,-4.615800857543945,-0.41812705993652344,active
51,role_labeled,passive,a juice was grabbed by a student .,the lawyer kills the daughter .,the daughter is killed by the lawyer .,lawyer,daughter,kills,killed,"Prime sentence: a juice was grabbed by a student .
Event roles: AGENT=lawyer; PATIENT=daughter; VERB=kills/killed
Sentence: the",-4.59083366394043,-5.764845848083496,-1.1740121841430664,active
52,word_list,active,a son beat a lawyer .,the actress embraces the singer .,the singer is embraced by the actress .,actress,singer,embraces,embraced,"Prime sentence: a son beat a lawyer .
Use these words in one sentence: actress, singer, embraces/embraced
Sentence: the",-3.9821791648864746,-4.587040901184082,-0.6048617362976074,active
52,word_list,passive,a lawyer was beaten by a son .,the actress embraces the singer .,the singer is embraced by the actress .,actress,singer,embraces,embraced,"Prime sentence: a lawyer was beaten by a son .
Use these words in one sentence: actress, singer, embraces/embraced
Sentence: the",-4.624840259552002,-5.021188259124756,-0.3963479995727539,active
52,role_labeled,active,a son beat a lawyer .,the actress embraces the singer .,the singer is embraced by the actress .,actress,singer,embraces,embraced,"Prime sentence: a son beat a lawyer .
Event roles: AGENT=actress; PATIENT=singer; VERB=embraces/embraced
Sentence: the",-6.0917768478393555,-5.050690650939941,1.041086196899414,passive
52,role_labeled,passive,a lawyer was beaten by a son .,the actress embraces the singer .,the singer is embraced by the actress .,actress,singer,embraces,embraced,"Prime sentence: a lawyer was beaten by a son .
Event roles: AGENT=actress; PATIENT=singer; VERB=embraces/embraced
Sentence: the",-4.863796710968018,-4.569862365722656,0.29393434524536133,passive
53,word_list,active,the singer left the pot .,a cop wraps a book .,a book is wrapped by a cop .,cop,book,wraps,wrapped,"Prime sentence: the singer left the pot .
Use these words in one sentence: cop, book, wraps/wrapped
Sentence: the",-2.8280537128448486,-3.5522215366363525,-0.7241678237915039,active
53,word_list,passive,the pot was left by the singer .,a cop wraps a book .,a book is wrapped by a cop .,cop,book,wraps,wrapped,"Prime sentence: the pot was left by the singer .
Use these words in one sentence: cop, book, wraps/wrapped
Sentence: the",-3.469526767730713,-3.7478222846984863,-0.27829551696777344,active
53,role_labeled,active,the singer left the pot .,a cop wraps a book .,a book is wrapped by a cop .,cop,book,wraps,wrapped,"Prime sentence: the singer left the pot .
Event roles: AGENT=cop; PATIENT=book; VERB=wraps/wrapped
Sentence: the",-4.061183452606201,-3.372053623199463,0.6891298294067383,passive
53,role_labeled,passive,the pot was left by the singer .,a cop wraps a book .,a book is wrapped by a cop .,cop,book,wraps,wrapped,"Prime sentence: the pot was left by the singer .
Event roles: AGENT=cop; PATIENT=book; VERB=wraps/wrapped
Sentence: the",-4.343077659606934,-3.2190234661102295,1.124054193496704,passive
54,word_list,active,the pilot asked the administration .,a woman hurries a prince .,a prince is hurried by a woman .,woman,prince,hurries,hurried,"Prime sentence: the pilot asked the administration .
Use these words in one sentence: woman, prince, hurries/hurried
Sentence: the",-3.414557456970215,-5.1211628913879395,-1.7066054344177246,active
54,word_list,passive,the administration was asked by the pilot .,a woman hurries a prince .,a prince is hurried by a woman .,woman,prince,hurries,hurried,"Prime sentence: the administration was asked by the pilot .
Use these words in one sentence: woman, prince, hurries/hurried
Sentence: the",-3.6251015663146973,-6.037618160247803,-2.4125165939331055,active
54,role_labeled,active,the pilot asked the administration .,a woman hurries a prince .,a prince is hurried by a woman .,woman,prince,hurries,hurried,"Prime sentence: the pilot asked the administration .
Event roles: AGENT=woman; PATIENT=prince; VERB=hurries/hurried
Sentence: the",-3.418912410736084,-4.126661777496338,-0.7077493667602539,active
54,role_labeled,passive,the administration was asked by the pilot .,a woman hurries a prince .,a prince is hurried by a woman .,woman,prince,hurries,hurried,"Prime sentence: the administration was asked by the pilot .
Event roles: AGENT=woman; PATIENT=prince; VERB=hurries/hurried
Sentence: the",-3.769231081008911,-5.260290145874023,-1.4910590648651123,active
55,word_list,active,a physician judges an attorney .,the winner tasted the pie .,the pie was tasted by the winner .,winner,pie,tasted,tasted,"Prime sentence: a physician judges an attorney .
Use these words in one sentence: winner, pie, tasted
Sentence: the",-4.293350696563721,-6.410785675048828,-2.1174349784851074,active
55,word_list,passive,an attorney is judged by a physician .,the winner tasted the pie .,the pie was tasted by the winner .,winner,pie,tasted,tasted,"Prime sentence: an attorney is judged by a physician .
Use these words in one sentence: winner, pie, tasted
Sentence: the",-4.409964561462402,-6.146496772766113,-1.736532211303711,active
55,role_labeled,active,a physician judges an attorney .,the winner tasted the pie .,the pie was tasted by the winner .,winner,pie,tasted,tasted,"Prime sentence: a physician judges an attorney .
Event roles: AGENT=winner; PATIENT=pie; VERB=tasted
Sentence: the",-6.6713104248046875,-7.584288597106934,-0.9129781723022461,active
55,role_labeled,passive,an attorney is judged by a physician .,the winner tasted the pie .,the pie was tasted by the winner .,winner,pie,tasted,tasted,"Prime sentence: an attorney is judged by a physician .
Event roles: AGENT=winner; PATIENT=pie; VERB=tasted
Sentence: the",-5.985952377319336,-7.31717586517334,-1.331223487854004,active
56,word_list,active,an aunt chased an administration .,the buddy forgives the company .,the company is forgiven by the buddy .,buddy,company,forgives,forgiven,"Prime sentence: an aunt chased an administration .
Use these words in one sentence: buddy, company, forgives/forgiven
Sentence: the",-6.891676902770996,-4.260792255401611,2.6308846473693848,passive
56,word_list,passive,an administration was chased by an aunt .,the buddy forgives the company .,the company is forgiven by the buddy .,buddy,company,forgives,forgiven,"Prime sentence: an administration was chased by an aunt .
Use these words in one sentence: buddy, company, forgives/forgiven
Sentence: the",-8.174299240112305,-5.004596710205078,3.1697025299072266,passive
56,role_labeled,active,an aunt chased an administration .,the buddy forgives the company .,the company is forgiven by the buddy .,buddy,company,forgives,forgiven,"Prime sentence: an aunt chased an administration .
Event roles: AGENT=buddy; PATIENT=company; VERB=forgives/forgiven
Sentence: the",-8.609413146972656,-3.9528121948242188,4.6566009521484375,passive
56,role_labeled,passive,an administration was chased by an aunt .,the buddy forgives the company .,the company is forgiven by the buddy .,buddy,company,forgives,forgiven,"Prime sentence: an administration was chased by an aunt .
Event roles: AGENT=buddy; PATIENT=company; VERB=forgives/forgiven
Sentence: the",-9.381563186645508,-4.408379554748535,4.973183631896973,passive
57,word_list,active,the guy forgot the cheese .,a worker carries a cup .,a cup is carried by a worker .,worker,cup,carries,carried,"Prime sentence: the guy forgot the cheese .
Use these words in one sentence: worker, cup, carries/carried
Sentence: the",-3.3300974369049072,-3.6616899967193604,-0.3315925598144531,active
57,word_list,passive,the cheese was forgotten by the guy .,a worker carries a cup .,a cup is carried by a worker .,worker,cup,carries,carried,"Prime sentence: the cheese was forgotten by the guy .
Use these words in one sentence: worker, cup, carries/carried
Sentence: the",-3.050916910171509,-4.101753234863281,-1.0508363246917725,active
57,role_labeled,active,the guy forgot the cheese .,a worker carries a cup .,a cup is carried by a worker .,worker,cup,carries,carried,"Prime sentence: the guy forgot the cheese .
Event roles: AGENT=worker; PATIENT=cup; VERB=carries/carried
Sentence: the",-4.569883823394775,-3.830716609954834,0.7391672134399414,passive
57,role_labeled,passive,the cheese was forgotten by the guy .,a worker carries a cup .,a cup is carried by a worker .,worker,cup,carries,carried,"Prime sentence: the cheese was forgotten by the guy .
Event roles: AGENT=worker; PATIENT=cup; VERB=carries/carried
Sentence: the",-4.090088844299316,-4.042120933532715,0.04796791076660156,passive
58,word_list,active,the corporation helped the scientist .,a singer removes a coat .,a coat is removed by a singer .,singer,coat,removes,removed,"Prime sentence: the corporation helped the scientist .
Use these words in one sentence: singer, coat, removes/removed
Sentence: the",-3.3969998359680176,-4.18588399887085,-0.788884162902832,active
58,word_list,passive,the scientist was helped by the corporation .,a singer removes a coat .,a coat is removed by a singer .,singer,coat,removes,removed,"Prime sentence: the scientist was helped by the corporation .
Use these words in one sentence: singer, coat, removes/removed
Sentence: the",-3.17179274559021,-4.556058883666992,-1.3842661380767822,active
58,role_labeled,active,the corporation helped the scientist .,a singer removes a coat .,a coat is removed by a singer .,singer,coat,removes,removed,"Prime sentence: the corporation helped the scientist .
Event roles: AGENT=singer; PATIENT=coat; VERB=removes/removed
Sentence: the",-4.760848045349121,-5.415763854980469,-0.6549158096313477,active
58,role_labeled,passive,the scientist was helped by the corporation .,a singer removes a coat .,a coat is removed by a singer .,singer,coat,removes,removed,"Prime sentence: the scientist was helped by the corporation .
Event roles: AGENT=singer; PATIENT=coat; VERB=removes/removed
Sentence: the",-4.170193672180176,-5.3566436767578125,-1.1864500045776367,active
59,word_list,active,the woman carries the coffee .,a chief selected a mayor .,a mayor was selected by a chief .,chief,mayor,selected,selected,"Prime sentence: the woman carries the coffee .
Use these words in one sentence: chief, mayor, selected
Sentence: the",-1.9245854616165161,-3.4474501609802246,-1.5228646993637085,active
59,word_list,passive,the coffee is carried by the woman .,a chief selected a mayor .,a mayor was selected by a chief .,chief,mayor,selected,selected,"Prime sentence: the coffee is carried by the woman .
Use these words in one sentence: chief, mayor, selected
Sentence: the",-2.526796340942383,-3.8482494354248047,-1.3214530944824219,active
59,role_labeled,active,the woman carries the coffee .,a chief selected a mayor .,a mayor was selected by a chief .,chief,mayor,selected,selected,"Prime sentence: the woman carries the coffee .
Event roles: AGENT=chief; PATIENT=mayor; VERB=selected
Sentence: the",-5.406081199645996,-4.507776260375977,0.8983049392700195,passive
59,role_labeled,passive,the coffee is carried by the woman .,a chief selected a mayor .,a mayor was selected by a chief .,chief,mayor,selected,selected,"Prime sentence: the coffee is carried by the woman .
Event roles: AGENT=chief; PATIENT=mayor; VERB=selected
Sentence: the",-5.64008903503418,-4.71373987197876,0.9263491630554199,passive
60,word_list,active,a father leaves a motor .,the lawyer embraced the woman .,the woman was embraced by the lawyer .,lawyer,woman,embraced,embraced,"Prime sentence: a father leaves a motor .
Use these words in one sentence: lawyer, woman, embraced
Sentence: the",-3.2523655891418457,-3.983062744140625,-0.7306971549987793,active
60,word_list,passive,a motor is left by a father .,the lawyer embraced the woman .,the woman was embraced by the lawyer .,lawyer,woman,embraced,embraced,"Prime sentence: a motor is left by a father .
Use these words in one sentence: lawyer, woman, embraced
Sentence: the",-3.322345495223999,-3.931955099105835,-0.6096096038818359,active
60,role_labeled,active,a father leaves a motor .,the lawyer embraced the woman .,the woman was embraced by the lawyer .,lawyer,woman,embraced,embraced,"Prime sentence: a father leaves a motor .
Event roles: AGENT=lawyer; PATIENT=woman; VERB=embraced
Sentence: the",-4.997197151184082,-3.407905340194702,1.5892918109893799,passive
60,role_labeled,passive,a motor is left by a father .,the lawyer embraced the woman .,the woman was embraced by the lawyer .,lawyer,woman,embraced,embraced,"Prime sentence: a motor is left by a father .
Event roles: AGENT=lawyer; PATIENT=woman; VERB=embraced
Sentence: the",-5.3272881507873535,-3.519620418548584,1.8076677322387695,passive
61,word_list,active,the worker raises the tea .,a cousin broke a machine .,a machine was broken by a cousin .,cousin,machine,broke,broken,"Prime sentence: the worker raises the tea .
Use these words in one sentence: cousin, machine, broke/broken
Sentence: the",-3.556283950805664,-3.6211886405944824,-0.06490468978881836,active
61,word_list,passive,the tea is raised by the worker .,a cousin broke a machine .,a machine was broken by a cousin .,cousin,machine,broke,broken,"Prime sentence: the tea is raised by the worker .
Use these words in one sentence: cousin, machine, broke/broken
Sentence: the",-4.424252986907959,-3.6940929889678955,0.7301599979400635,passive
61,role_labeled,active,the worker raises the tea .,a cousin broke a machine .,a machine was broken by a cousin .,cousin,machine,broke,broken,"Prime sentence: the worker raises the tea .
Event roles: AGENT=cousin; PATIENT=machine; VERB=broke/broken
Sentence: the",-7.144634246826172,-3.394044876098633,3.750589370727539,passive
61,role_labeled,passive,the tea is raised by the worker .,a cousin broke a machine .,a machine was broken by a cousin .,cousin,machine,broke,broken,"Prime sentence: the tea is raised by the worker .
Event roles: AGENT=cousin; PATIENT=machine; VERB=broke/broken
Sentence: the",-8.645620346069336,-3.4437999725341797,5.201820373535156,passive
62,word_list,active,the physician surprised the leader .,a prince hurts a company .,a company is hurt by a prince .,prince,company,hurts,hurt,"Prime sentence: the physician surprised the leader .
Use these words in one sentence: prince, company, hurts/hurt
Sentence: the",-2.100475549697876,-5.188873291015625,-3.088397741317749,active
62,word_list,passive,the leader was surprised by the physician .,a prince hurts a company .,a company is hurt by a prince .,prince,company,hurts,hurt,"Prime sentence: the leader was surprised by the physician .
Use these words in one sentence: prince, company, hurts/hurt
Sentence: the",-1.9489669799804688,-4.274632453918457,-2.3256654739379883,active
62,role_labeled,active,the physician surprised the leader .,a prince hurts a company .,a company is hurt by a prince .,prince,company,hurts,hurt,"Prime sentence: the physician surprised the leader .
Event roles: AGENT=prince; PATIENT=company; VERB=hurts/hurt
Sentence: the",-3.9485912322998047,-4.051899433135986,-0.10330820083618164,active
62,role_labeled,passive,the leader was surprised by the physician .,a prince hurts a company .,a company is hurt by a prince .,prince,company,hurts,hurt,"Prime sentence: the leader was surprised by the physician .
Event roles: AGENT=prince; PATIENT=company; VERB=hurts/hurt
Sentence: the",-3.628281831741333,-3.272214651107788,0.3560671806335449,passive
63,word_list,active,the adult joined the corporation .,an actress raises a button .,a button is raised by an actress .,actress,button,raises,raised,"Prime sentence: the adult joined the corporation .
Use these words in one sentence: actress, button, raises/raised
Sentence: the",-4.710649013519287,-6.976876735687256,-2.2662277221679688,active
63,word_list,passive,the corporation was joined by the adult .,an actress raises a button .,a button is raised by an actress .,actress,button,raises,raised,"Prime sentence: the corporation was joined by the adult .
Use these words in one sentence: actress, button, raises/raised
Sentence: the",-4.108333587646484,-5.336287975311279,-1.227954387664795,active
63,role_labeled,active,the adult joined the corporation .,an actress raises a button .,a button is raised by an actress .,actress,button,raises,raised,"Prime sentence: the adult joined the corporation .
Event roles: AGENT=actress; PATIENT=button; VERB=raises/raised
Sentence: the",-5.404730319976807,-7.157379150390625,-1.7526488304138184,active
63,role_labeled,passive,the corporation was joined by the adult .,an actress raises a button .,a button is raised by an actress .,actress,button,raises,raised,"Prime sentence: the corporation was joined by the adult .
Event roles: AGENT=actress; PATIENT=button; VERB=raises/raised
Sentence: the",-4.797434329986572,-5.3522138595581055,-0.5547795295715332,active
64,word_list,active,the employee selected the candy .,a girl carries a cigarette .,a cigarette is carried by a girl .,girl,cigarette,carries,carried,"Prime sentence: the employee selected the candy .
Use these words in one sentence: girl, cigarette, carries/carried
Sentence: the",-2.87296199798584,-5.4858903884887695,-2.6129283905029297,active
64,word_list,passive,the candy was selected by the employee .,a girl carries a cigarette .,a cigarette is carried by a girl .,girl,cigarette,carries,carried,"Prime sentence: the candy was selected by the employee .
Use these words in one sentence: girl, cigarette, carries/carried
Sentence: the",-2.799124240875244,-5.693978309631348,-2.8948540687561035,active
64,role_labeled,active,the employee selected the candy .,a girl carries a cigarette .,a cigarette is carried by a girl .,girl,cigarette,carries,carried,"Prime sentence: the employee selected the candy .
Event roles: AGENT=girl; PATIENT=cigarette; VERB=carries/carried
Sentence: the",-2.909090042114258,-4.848837852478027,-1.9397478103637695,active
64,role_labeled,passive,the candy was selected by the employee .,a girl carries a cigarette .,a cigarette is carried by a girl .,girl,cigarette,carries,carried,"Prime sentence: the candy was selected by the employee .
Event roles: AGENT=girl; PATIENT=cigarette; VERB=carries/carried
Sentence: the",-3.3693151473999023,-5.182404041290283,-1.8130888938903809,active
65,word_list,active,a kid understands a leader .,the hero caught the flower .,the flower was caught by the hero .,hero,flower,caught,caught,"Prime sentence: a kid understands a leader .
Use these words in one sentence: hero, flower, caught
Sentence: the",-2.802600383758545,-4.682381629943848,-1.8797812461853027,active
65,word_list,passive,a leader is understood by a kid .,the hero caught the flower .,the flower was caught by the hero .,hero,flower,caught,caught,"Prime sentence: a leader is understood by a kid .
Use these words in one sentence: hero, flower, caught
Sentence: the",-2.9024295806884766,-4.962768077850342,-2.0603384971618652,active
65,role_labeled,active,a kid understands a leader .,the hero caught the flower .,the flower was caught by the hero .,hero,flower,caught,caught,"Prime sentence: a kid understands a leader .
Event roles: AGENT=hero; PATIENT=flower; VERB=caught
Sentence: the",-3.930899143218994,-4.577320098876953,-0.646420955657959,active
65,role_labeled,passive,a leader is understood by a kid .,the hero caught the flower .,the flower was caught by the hero .,hero,flower,caught,caught,"Prime sentence: a leader is understood by a kid .
Event roles: AGENT=hero; PATIENT=flower; VERB=caught
Sentence: the",-4.351158142089844,-5.119649887084961,-0.7684917449951172,active
66,word_list,active,the business keeps the beer .,a reader joined an army .,an army was joined by a reader .,reader,army,joined,joined,"Prime sentence: the business keeps the beer .
Use these words in one sentence: reader, army, joined
Sentence: the",-3.498513698577881,-3.1774163246154785,0.32109737396240234,passive
66,word_list,passive,the beer is kept by the business .,a reader joined an army .,an army was joined by a reader .,reader,army,joined,joined,"Prime sentence: the beer is kept by the business .
Use these words in one sentence: reader, army, joined
Sentence: the",-3.719219446182251,-3.5157454013824463,0.2034740447998047,passive
66,role_labeled,active,the business keeps the beer .,a reader joined an army .,an army was joined by a reader .,reader,army,joined,joined,"Prime sentence: the business keeps the beer .
Event roles: AGENT=reader; PATIENT=army; VERB=joined
Sentence: the",-5.967432498931885,-4.31928014755249,1.6481523513793945,passive
66,role_labeled,passive,the beer is kept by the business .,a reader joined an army .,an army was joined by a reader .,reader,army,joined,joined,"Prime sentence: the beer is kept by the business .
Event roles: AGENT=reader; PATIENT=army; VERB=joined
Sentence: the",-5.593680381774902,-4.1199235916137695,1.4737567901611328,passive
67,word_list,active,the guy drags the captain .,a champion judged a club .,a club was judged by a champion .,champion,club,judged,judged,"Prime sentence: the guy drags the captain .
Use these words in one sentence: champion, club, judged
Sentence: the",-3.3890204429626465,-3.6185836791992188,-0.22956323623657227,active
67,word_list,passive,the captain is dragged by the guy .,a champion judged a club .,a club was judged by a champion .,champion,club,judged,judged,"Prime sentence: the captain is dragged by the guy .
Use these words in one sentence: champion, club, judged
Sentence: the",-3.1092066764831543,-3.8004074096679688,-0.6912007331848145,active
67,role_labeled,active,the guy drags the captain .,a champion judged a club .,a club was judged by a champion .,champion,club,judged,judged,"Prime sentence: the guy drags the captain .
Event roles: AGENT=champion; PATIENT=club; VERB=judged
Sentence: the",-6.5468950271606445,-4.1859025955200195,2.360992431640625,passive
67,role_labeled,passive,the captain is dragged by the guy .,a champion judged a club .,a club was judged by a champion .,champion,club,judged,judged,"Prime sentence: the captain is dragged by the guy .
Event roles: AGENT=champion; PATIENT=club; VERB=judged
Sentence: the",-5.646352767944336,-3.965693473815918,1.680659294128418,passive
68,word_list,active,a teacher bothered a secretary .,the aunt smells the juice .,the juice is smelled by the aunt .,aunt,juice,smells,smelled,"Prime sentence: a teacher bothered a secretary .
Use these words in one sentence: aunt, juice, smells/smelled
Sentence: the",-4.052323341369629,-5.937980651855469,-1.8856573104858398,active
68,word_list,passive,a secretary was bothered by a teacher .,the aunt smells the juice .,the juice is smelled by the aunt .,aunt,juice,smells,smelled,"Prime sentence: a secretary was bothered by a teacher .
Use these words in one sentence: aunt, juice, smells/smelled
Sentence: the",-4.555069446563721,-6.960888862609863,-2.4058194160461426,active
68,role_labeled,active,a teacher bothered a secretary .,the aunt smells the juice .,the juice is smelled by the aunt .,aunt,juice,smells,smelled,"Prime sentence: a teacher bothered a secretary .
Event roles: AGENT=aunt; PATIENT=juice; VERB=smells/smelled
Sentence: the",-6.22607421875,-6.4136857986450195,-0.18761157989501953,active
68,role_labeled,passive,a secretary was bothered by a teacher .,the aunt smells the juice .,the juice is smelled by the aunt .,aunt,juice,smells,smelled,"Prime sentence: a secretary was bothered by a teacher .
Event roles: AGENT=aunt; PATIENT=juice; VERB=smells/smelled
Sentence: the",-6.030381202697754,-6.842451095581055,-0.8120698928833008,active
69,word_list,active,a boy collects a cup .,the chief purchased the instrument .,the instrument was purchased by the chief .,chief,instrument,purchased,purchased,"Prime sentence: a boy collects a cup .
Use these words in one sentence: chief, instrument, purchased
Sentence: the",-2.797919273376465,-7.843733787536621,-5.045814514160156,active
69,word_list,passive,a cup is collected by a boy .,the chief purchased the instrument .,the instrument was purchased by the chief .,chief,instrument,purchased,purchased,"Prime sentence: a cup is collected by a boy .
Use these words in one sentence: chief, instrument, purchased
Sentence: the",-2.6997811794281006,-7.952085494995117,-5.252304315567017,active
69,role_labeled,active,a boy collects a cup .,the chief purchased the instrument .,the instrument was purchased by the chief .,chief,instrument,purchased,purchased,"Prime sentence: a boy collects a cup .
Event roles: AGENT=chief; PATIENT=instrument; VERB=purchased
Sentence: the",-5.796053886413574,-8.005135536193848,-2.2090816497802734,active
