item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,agent_det,agent_noun,patient_det,patient_noun,verb_lemma,active_verb_form,passive_verb_form,message_role_order_json,prompt,sentence_stub,choice_target,quote_style,event_style,role_style,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure,passive_choice_indicator
1,demo__there_was_event__did_to__said_mary,active,active,a bishop kisses a boy .,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=asking""]","A bishop and a boy were involved in the same event.
There was a kissing event.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
""A bishop kisses a boy."" said Mary.

A lady and a lawyer were involved in the same event.
There was a asking event.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,did_to,-3.1044135093688965,-2.0326199531555176,1.071793556213379,passive,1.0
1,demo__there_was_event__did_to__said_mary,passive,passive,a boy is kissed by a bishop .,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=asking""]","A bishop and a boy were involved in the same event.
There was a kissing event.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
""A boy is kissed by a bishop."" said Mary.

A lady and a lawyer were involved in the same event.
There was a asking event.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,did_to,-3.1608633995056152,-1.7541565895080566,1.4067068099975586,passive,1.0
1,demo__there_was_event__did_to__said_mary,no_demo,no_demo,,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=asking""]","A lady and a lawyer were involved in the same event.
There was a asking event.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,did_to,-1.546708106994629,-2.6322460174560547,-1.0855379104614258,active,0.0
1,demo__there_was_event__did_to__said_mary,filler,filler,,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=asking""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The traveler rested beside the river."" said Mary.

A lady and a lawyer were involved in the same event.
There was a asking event.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,did_to,-4.331275463104248,-4.192897319793701,0.13837814331054688,passive,1.0
1,demo__involving_event__responsible_affected__mary_answered,active,active,a bishop kisses a boy .,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=asking""]","There was a kissing event involving a bishop and a boy.
The responsible person was a bishop.
The affected person was a boy.

Bridget asked, ""What happened?""
Mary answered, ""A bishop kisses a boy.""

There was a asking event involving a lady and a lawyer.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,responsible_affected,-1.4031368494033813,-0.7870422601699829,0.6160945892333984,passive,1.0
1,demo__involving_event__responsible_affected__mary_answered,passive,passive,a boy is kissed by a bishop .,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=asking""]","There was a kissing event involving a bishop and a boy.
The responsible person was a bishop.
The affected person was a boy.

Bridget asked, ""What happened?""
Mary answered, ""A boy is kissed by a bishop.""

There was a asking event involving a lady and a lawyer.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,responsible_affected,-2.04872465133667,-0.5360502004623413,1.5126744508743286,passive,1.0
1,demo__involving_event__responsible_affected__mary_answered,no_demo,no_demo,,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=asking""]","There was a asking event involving a lady and a lawyer.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,responsible_affected,-1.4568485021591187,-1.5861839056015015,-0.1293354034423828,active,0.0
1,demo__involving_event__responsible_affected__mary_answered,filler,filler,,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=asking""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The traveler rested beside the river.""

There was a asking event involving a lady and a lawyer.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,responsible_affected,-3.192026376724243,-1.4011919498443604,1.7908344268798828,passive,1.0
1,demo__involving_event__responsible_affected__said_mary,active,active,a bishop kisses a boy .,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=asking""]","There was a kissing event involving a bishop and a boy.
The responsible person was a bishop.
The affected person was a boy.

Bridget asked, ""What happened?""
""A bishop kisses a boy."" said Mary.

There was a asking event involving a lady and a lawyer.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,responsible_affected,-1.2632039785385132,-1.0449174642562866,0.21828651428222656,passive,1.0
1,demo__involving_event__responsible_affected__said_mary,passive,passive,a boy is kissed by a bishop .,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=asking""]","There was a kissing event involving a bishop and a boy.
The responsible person was a bishop.
The affected person was a boy.

Bridget asked, ""What happened?""
""A boy is kissed by a bishop."" said Mary.

There was a asking event involving a lady and a lawyer.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,responsible_affected,-1.701974630355835,-0.7692229747772217,0.9327516555786133,passive,1.0
1,demo__involving_event__responsible_affected__said_mary,no_demo,no_demo,,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=asking""]","There was a asking event involving a lady and a lawyer.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,responsible_affected,-1.424224853515625,-2.070815086364746,-0.6465902328491211,active,0.0
1,demo__involving_event__responsible_affected__said_mary,filler,filler,,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=asking""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The traveler rested beside the river."" said Mary.

There was a asking event involving a lady and a lawyer.
The responsible person was a lady.
The affected person was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,responsible_affected,-3.1809744834899902,-1.9292445182800293,1.251729965209961,passive,1.0
1,demo__involving_event__did_to__mary_answered,active,active,a bishop kisses a boy .,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=asking""]","There was a kissing event involving a bishop and a boy.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
Mary answered, ""A bishop kisses a boy.""

There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,did_to,-1.4997165203094482,-0.7793014049530029,0.7204151153564453,passive,1.0
1,demo__involving_event__did_to__mary_answered,passive,passive,a boy is kissed by a bishop .,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=asking""]","There was a kissing event involving a bishop and a boy.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
Mary answered, ""A boy is kissed by a bishop.""

There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,did_to,-1.9667162895202637,-0.6793083548545837,1.28740793466568,passive,1.0
1,demo__involving_event__did_to__mary_answered,no_demo,no_demo,,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=asking""]","There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,did_to,-1.4653499126434326,-1.393040418624878,0.07230949401855469,passive,1.0
1,demo__involving_event__did_to__mary_answered,filler,filler,,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=asking""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The traveler rested beside the river.""

There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,did_to,-3.2811927795410156,-1.4689923524856567,1.8122004270553589,passive,1.0
1,demo__involving_event__did_to__said_mary,active,active,a bishop kisses a boy .,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=asking""]","There was a kissing event involving a bishop and a boy.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
""A bishop kisses a boy."" said Mary.

There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,did_to,-1.3626731634140015,-0.9155372381210327,0.44713592529296875,passive,1.0
1,demo__involving_event__did_to__said_mary,passive,passive,a boy is kissed by a bishop .,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=asking""]","There was a kissing event involving a bishop and a boy.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
""A boy is kissed by a bishop."" said Mary.

There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,did_to,-1.6606276035308838,-0.876423180103302,0.7842044234275818,passive,1.0
1,demo__involving_event__did_to__said_mary,no_demo,no_demo,,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=asking""]","There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,did_to,-1.3101345300674438,-1.8429943323135376,-0.5328598022460938,active,0.0
1,demo__involving_event__did_to__said_mary,filler,filler,,a lady asks a lawyer .,a lawyer is asked by a lady .,a,lady,a,lawyer,ask,asks,asked,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=asking""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The traveler rested beside the river."" said Mary.

There was a asking event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,did_to,-3.320434093475342,-2.0320401191711426,1.2883939743041992,passive,1.0
2,demo__there_was_event__responsible_affected__mary_answered,active,active,an actor kisses an actress .,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=joining""]","An actor and an actress were involved in the same event.
There was a kissing event.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
Mary answered, ""An actor kisses an actress.""

A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,responsible_affected,-1.5983896255493164,-4.339112281799316,-2.74072265625,active,0.0
2,demo__there_was_event__responsible_affected__mary_answered,passive,passive,an actress is kissed by an actor .,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=joining""]","An actor and an actress were involved in the same event.
There was a kissing event.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
Mary answered, ""An actress is kissed by an actor.""

A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,responsible_affected,-1.6441208124160767,-3.542921543121338,-1.8988007307052612,active,0.0
2,demo__there_was_event__responsible_affected__mary_answered,no_demo,no_demo,,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=joining""]","A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,responsible_affected,-1.8882638216018677,-4.048387050628662,-2.1601232290267944,active,0.0
2,demo__there_was_event__responsible_affected__mary_answered,filler,filler,,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=joining""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,responsible_affected,-3.8491671085357666,-4.064143180847168,-0.21497607231140137,active,0.0
2,demo__there_was_event__responsible_affected__said_mary,active,active,an actor kisses an actress .,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=joining""]","An actor and an actress were involved in the same event.
There was a kissing event.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
""An actor kisses an actress."" said Mary.

A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,responsible_affected,-1.9457087516784668,-4.927626132965088,-2.981917381286621,active,0.0
2,demo__there_was_event__responsible_affected__said_mary,passive,passive,an actress is kissed by an actor .,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=joining""]","An actor and an actress were involved in the same event.
There was a kissing event.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
""An actress is kissed by an actor."" said Mary.

A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,responsible_affected,-1.9915999174118042,-4.203795433044434,-2.2121955156326294,active,0.0
2,demo__there_was_event__responsible_affected__said_mary,no_demo,no_demo,,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=joining""]","A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,responsible_affected,-2.150599956512451,-4.059056282043457,-1.9084563255310059,active,0.0
2,demo__there_was_event__responsible_affected__said_mary,filler,filler,,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=joining""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The notebook stayed on the shelf."" said Mary.

A father and a friend were involved in the same event.
There was a joining event.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,responsible_affected,-3.4606616497039795,-3.933953046798706,-0.47329139709472656,active,0.0
2,demo__there_was_event__did_to__mary_answered,active,active,an actor kisses an actress .,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=joining""]","An actor and an actress were involved in the same event.
There was a kissing event.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
Mary answered, ""An actor kisses an actress.""

A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,did_to,-1.1791636943817139,-4.929011344909668,-3.749847650527954,active,0.0
2,demo__there_was_event__did_to__mary_answered,passive,passive,an actress is kissed by an actor .,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=joining""]","An actor and an actress were involved in the same event.
There was a kissing event.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
Mary answered, ""An actress is kissed by an actor.""

A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,did_to,-1.2506366968154907,-4.380066394805908,-3.1294296979904175,active,0.0
2,demo__there_was_event__did_to__mary_answered,no_demo,no_demo,,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=joining""]","A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,did_to,-1.7124019861221313,-4.390634536743164,-2.6782325506210327,active,0.0
2,demo__there_was_event__did_to__mary_answered,filler,filler,,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=joining""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,there_was_event,did_to,-3.555708169937134,-4.324027061462402,-0.7683188915252686,active,0.0
2,demo__there_was_event__did_to__said_mary,active,active,an actor kisses an actress .,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=joining""]","An actor and an actress were involved in the same event.
There was a kissing event.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
""An actor kisses an actress."" said Mary.

A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,did_to,-1.3223087787628174,-5.068610191345215,-3.7463014125823975,active,0.0
2,demo__there_was_event__did_to__said_mary,passive,passive,an actress is kissed by an actor .,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=joining""]","An actor and an actress were involved in the same event.
There was a kissing event.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
""An actress is kissed by an actor."" said Mary.

A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,did_to,-1.4557222127914429,-4.57921838760376,-3.123496174812317,active,0.0
2,demo__there_was_event__did_to__said_mary,no_demo,no_demo,,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=joining""]","A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,did_to,-1.9111328125,-4.335179805755615,-2.4240469932556152,active,0.0
2,demo__there_was_event__did_to__said_mary,filler,filler,,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=there_was_event"", ""role_style=did_to"", ""quote_style=said_mary"", ""event=joining""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The notebook stayed on the shelf."" said Mary.

A father and a friend were involved in the same event.
There was a joining event.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,there_was_event,did_to,-3.1013071537017822,-4.212030410766602,-1.1107232570648193,active,0.0
2,demo__involving_event__responsible_affected__mary_answered,active,active,an actor kisses an actress .,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=joining""]","There was a kissing event involving an actor and an actress.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
Mary answered, ""An actor kisses an actress.""

There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,responsible_affected,-0.7633412480354309,-3.3147079944610596,-2.5513667464256287,active,0.0
2,demo__involving_event__responsible_affected__mary_answered,passive,passive,an actress is kissed by an actor .,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=joining""]","There was a kissing event involving an actor and an actress.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
Mary answered, ""An actress is kissed by an actor.""

There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,responsible_affected,-1.0333904027938843,-2.429835796356201,-1.396445393562317,active,0.0
2,demo__involving_event__responsible_affected__mary_answered,no_demo,no_demo,,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=joining""]","There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,responsible_affected,-1.7847267389297485,-3.0842204093933105,-1.299493670463562,active,0.0
2,demo__involving_event__responsible_affected__mary_answered,filler,filler,,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=mary_answered"", ""event=joining""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,responsible_affected,-3.184931755065918,-3.203268051147461,-0.01833629608154297,active,0.0
2,demo__involving_event__responsible_affected__said_mary,active,active,an actor kisses an actress .,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=joining""]","There was a kissing event involving an actor and an actress.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
""An actor kisses an actress."" said Mary.

There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,responsible_affected,-0.9324448704719543,-3.741638422012329,-2.8091935515403748,active,0.0
2,demo__involving_event__responsible_affected__said_mary,passive,passive,an actress is kissed by an actor .,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=joining""]","There was a kissing event involving an actor and an actress.
The responsible person was an actor.
The affected person was an actress.

Bridget asked, ""What happened?""
""An actress is kissed by an actor."" said Mary.

There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,responsible_affected,-1.214221715927124,-2.867670774459839,-1.6534490585327148,active,0.0
2,demo__involving_event__responsible_affected__said_mary,no_demo,no_demo,,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=joining""]","There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,responsible_affected,-1.922080397605896,-3.109862804412842,-1.1877824068069458,active,0.0
2,demo__involving_event__responsible_affected__said_mary,filler,filler,,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=involving_event"", ""role_style=responsible_affected"", ""quote_style=said_mary"", ""event=joining""]","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
""The notebook stayed on the shelf."" said Mary.

There was a joining event involving a father and a friend.
The responsible person was a father.
The affected person was a friend.

Bridget asked, ""What happened?""
""The","""The",first_noun,said_mary,involving_event,responsible_affected,-2.9377243518829346,-3.145509958267212,-0.20778560638427734,active,0.0
2,demo__involving_event__did_to__mary_answered,active,active,an actor kisses an actress .,a father joins a friend .,a friend is joined by a father .,a,father,a,friend,join,joins,joined,"[""event_style=involving_event"", ""role_style=did_to"", ""quote_style=mary_answered"", ""event=joining""]","There was a kissing event involving an actor and an actress.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
Mary answered, ""An actor kisses an actress.""

There was a joining event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","Mary answered, ""The",first_noun,mary_answered,involving_event,did_to,-0.4814525842666626,-3.7060723304748535,-3.224619746208191,active,0.0
