item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,greedy_answer_first_sentence_normalized,generation_class_detailed,generation_structure_reason,argument_structure_inferred,role_frame_inferred,argument_inference_note,generation_class_strict,generation_class_lax,needs_review_strict,needs_review_lax,prompt,greedy_completion_raw
224,prompt_filler,filler,a wife punches a winner .,a winner is punched by a wife .,The wife won .,the wife won .,active_intransitive,finite_verb_no_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The blanket dried on the line.""

There was a punching event involving a wife and a winner.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The"," wife won.""

Bridget asked, ""What happened?""
Mary answered, ""The wife punched the winner.""

Brid"
226,prompt_filler,filler,a chief kills a child .,a child is killed by a chief .,The chief was killed .,the chief was killed .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The baker laughed during breakfast.""

There was a killing event involving a chief and a child.
The one who did it was a chief.
The one it happened to was a child.

Bridget asked, ""What happened?""
Mary answered, ""The"," chief was killed.""

Bridget asked, ""Who did it?""
Mary answered, ""The chief.""

Bridget"
227,prompt_no_demo,no_demo,an employer protects a father .,a father is protected by an employer .,The employer did it .,the employer did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,True,"There was a protecting event involving an employer and a father.
The one who did it was an employer.
The one it happened to was a father.

Bridget asked, ""What happened?""
Mary answered, ""The"," employer did it. The father was protected.""

Bridget asked, ""What did the employer do?""
Mary answered,"
227,prompt_filler,filler,an employer protects a father .,a father is protected by an employer .,The signal flickered across the screen .,the signal flickered across the screen .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The signal flickered across the screen.""

There was a protecting event involving an employer and a father.
The one who did it was an employer.
The one it happened to was a father.

Bridget asked, ""What happened?""
Mary answered, ""The"," signal flickered across the screen.""

The employer was a father.
The father was an employer.

Bridget asked,"
230,prompt_active,active,a cousin forgets a daughter .,a daughter is forgotten by a cousin .,The cousin forgot the daughter .,the cousin forgot the daughter .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,active,active,True,True,"There was a carrying event involving an attorney and an aunt.
The one who did it was an attorney.
The one it happened to was an aunt.

Bridget asked, ""What happened?""
Mary answered, ""An attorney carries an aunt.""

There was a forgetting event involving a cousin and a daughter.
The one who did it was a cousin.
The one it happened to was a daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"," cousin forgot the daughter.""

There was a forgetting event involving a brother and a sister.
The one who did it was a"
230,prompt_passive,passive,a cousin forgets a daughter .,a daughter is forgotten by a cousin .,The daughter forgot the cousin .,the daughter forgot the cousin .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,active,active,True,True,"There was a carrying event involving an attorney and an aunt.
The one who did it was an attorney.
The one it happened to was an aunt.

Bridget asked, ""What happened?""
Mary answered, ""An aunt is carried by an attorney.""

There was a forgetting event involving a cousin and a daughter.
The one who did it was a cousin.
The one it happened to was a daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"," daughter forgot the cousin.""

There was a forgetting event involving a brother and a son.
The one who did it was a"
230,prompt_no_demo,no_demo,a cousin forgets a daughter .,a daughter is forgotten by a cousin .,The one who did it was a cousin .,the one who did it was a cousin .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a forgetting event involving a cousin and a daughter.
The one who did it was a cousin.
The one it happened to was a daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a cousin.""
Bridget asked, ""What happened to the one who did it?""
Mary"
230,prompt_filler,filler,a cousin forgets a daughter .,a daughter is forgotten by a cousin .,The cousin forgot the daughter .,the cousin forgot the daughter .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,active,active,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The garden brightened after rain.""

There was a forgetting event involving a cousin and a daughter.
The one who did it was a cousin.
The one it happened to was a daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"," cousin forgot the daughter.""

The cousin was a boy.
The daughter was a girl.

Bridget asked, ""What"
231,prompt_no_demo,no_demo,a mother hurries a nurse .,a nurse is hurried by a mother .,The nurse was in a hurry to get to the hospital .,the nurse was in a hurry to get to the hospital .,copular_prepositional,be_prepositional_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a hurrying event involving a mother and a nurse.
The one who did it was a mother.
The one it happened to was a nurse.

Bridget asked, ""What happened?""
Mary answered, ""The"," nurse was in a hurry to get to the hospital.""

Bridget asked, ""Why was the nurse in a hurry"
231,prompt_filler,filler,a mother hurries a nurse .,a nurse is hurried by a mother .,The nurse was given a jacket .,the nurse was given a jacket .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The jacket hung behind the chair.""

There was a hurrying event involving a mother and a nurse.
The one who did it was a mother.
The one it happened to was a nurse.

Bridget asked, ""What happened?""
Mary answered, ""The"," nurse was given a jacket.""

The nurse was given a jacket.
The nurse was given a jacket.
The nurse was given"
233,prompt_passive,passive,a leader hurries a man .,a man is hurried by a leader .,The man is hurrying .,the man is hurrying .,active_progressive_intransitive,be_ing_no_object,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a catching event involving a pilot and a president.
The one who did it was a pilot.
The one it happened to was a president.

Bridget asked, ""What happened?""
Mary answered, ""A president is caught by a pilot.""

There was a hurrying event involving a leader and a man.
The one who did it was a leader.
The one it happened to was a man.

Bridget asked, ""What happened?""
Mary answered, ""The"," man is hurrying.""

There was a running event involving a man and a president.
The one who did it was a"
235,prompt_active,active,an opponent forgets a parent .,a parent is forgotten by an opponent .,The opponent forgot the parent .,the opponent forgot the parent .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,active,active,True,True,"There was a embracing event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""An uncle embraces a wife.""

There was a forgetting event involving an opponent and a parent.
The one who did it was an opponent.
The one it happened to was a parent.

Bridget asked, ""What happened?""
Mary answered, ""The"," opponent forgot the parent.""

There was a hugging event involving a friend and a child.
The one who did it was"
235,prompt_passive,passive,an opponent forgets a parent .,a parent is forgotten by an opponent .,The parent forgot about the opponent .,the parent forgot about the opponent .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,active,active,True,True,"There was a embracing event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""A wife is embraced by an uncle.""

There was a forgetting event involving an opponent and a parent.
The one who did it was an opponent.
The one it happened to was a parent.

Bridget asked, ""What happened?""
Mary answered, ""The"," parent forgot about the opponent.""

There was a hugging event involving a friend and a brother.
The one who did it"
235,prompt_no_demo,no_demo,an opponent forgets a parent .,a parent is forgotten by an opponent .,The one who did it was an opponent .,the one who did it was an opponent .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a forgetting event involving an opponent and a parent.
The one who did it was an opponent.
The one it happened to was a parent.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was an opponent. The one it happened to was a parent.""

Bridget asked, ""What"
235,prompt_filler,filler,an opponent forgets a parent .,a parent is forgotten by an opponent .,The opponent forgot .,the opponent forgot .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sculpture stood in the hallway.""

There was a forgetting event involving an opponent and a parent.
The one who did it was an opponent.
The one it happened to was a parent.

Bridget asked, ""What happened?""
Mary answered, ""The"," opponent forgot.""

The one who did it was a parent.
The one it happened to was an opponent.

Bridget"
237,prompt_filler,filler,a sheriff destroys a singer .,a singer is destroyed by a sheriff .,The singer was destroyed .,the singer was destroyed .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The teacher listened during assembly.""

There was a destroying event involving a sheriff and a singer.
The one who did it was a sheriff.
The one it happened to was a singer.

Bridget asked, ""What happened?""
Mary answered, ""The"," singer was destroyed.""

Bridget asked, ""What happened?""
Mary answered, ""The singer was destroyed.""

Brid"
238,prompt_filler,filler,a guest destroys a guy .,a guy is destroyed by a guest .,The violin was destroyed .,the violin was destroyed .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The violin echoed in the theater.""

There was a destroying event involving a guest and a guy.
The one who did it was a guest.
The one it happened to was a guy.

Bridget asked, ""What happened?""
Mary answered, ""The"," violin was destroyed.""

The two events are unrelated.
The two events are connected.

The two events are unrelated.
The two"
239,prompt_no_demo,no_demo,a captain comforts a champion .,a champion is comforted by a captain .,The captain was a champion .,the captain was a champion .,copular_nominal,be_det_nominal_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a comforting event involving a captain and a champion.
The one who did it was a captain.
The one it happened to was a champion.

Bridget asked, ""What happened?""
Mary answered, ""The"," captain was a champion. The champion was a captain. The captain did it. The champion was a captain.""

Brid"
240,prompt_no_demo,no_demo,a kid surprises a king .,a king is surprised by a kid .,The kid threw a stone at the king .,the kid threw a stone at the king .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,True,"There was a surprising event involving a kid and a king.
The one who did it was a kid.
The one it happened to was a king.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid threw a stone at the king.""

Bridget asked, ""Why did the kid throw a stone at the king"
240,prompt_filler,filler,a kid surprises a king .,a king is surprised by a kid .,The kid threw a stone at the king .,the kid threw a stone at the king .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lantern glowed near sunset.""

There was a surprising event involving a kid and a king.
The one who did it was a kid.
The one it happened to was a king.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid threw a stone at the king.""

Bridget asked, ""What happened?""
Mary answered, ""The king was"
241,prompt_active,active,a woman surprises a worker .,a worker is surprised by a woman .,The woman works for a man .,the woman works for a man .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a beating event involving a partner and a physician.
The one who did it was a partner.
The one it happened to was a physician.

Bridget asked, ""What happened?""
Mary answered, ""A partner beats a physician.""

There was a surprising event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," woman works for a man.""

There was a surprising event involving a man and a worker.
The one who did it was"
241,prompt_no_demo,no_demo,a woman surprises a worker .,a worker is surprised by a woman .,The woman who was working at the time was the one who did it .,the woman who was working at the time was the one who did it .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a surprising event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," woman who was working at the time was the one who did it.""
Bridget asked, ""Who was the woman"
242,prompt_no_demo,no_demo,a parent strikes a partner .,a partner is struck by a parent .,The parent did it .,the parent did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,True,"There was a striking event involving a parent and a partner.
The one who did it was a parent.
The one it happened to was a partner.

Bridget asked, ""What happened?""
Mary answered, ""The"," parent did it.""

Bridget asked, ""Who did it?""
Mary answered, ""The partner.""

Bridget"
242,prompt_filler,filler,a parent strikes a partner .,a partner is struck by a parent .,The parent got a call .,the parent got a call .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

There was a striking event involving a parent and a partner.
The one who did it was a parent.
The one it happened to was a partner.

Bridget asked, ""What happened?""
Mary answered, ""The"," parent got a call.""

The parent was a mother.
The partner was a father.

Bridget asked, ""What"
243,prompt_active,active,a colonel forgets a cop .,a cop is forgotten by a colonel .,The colonel forgot the cop .,the colonel forgot the cop .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,active,active,True,True,"There was a embracing event involving a wife and a winner.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""A wife embraces a winner.""

There was a forgetting event involving a colonel and a cop.
The one who did it was a colonel.
The one it happened to was a cop.

Bridget asked, ""What happened?""
Mary answered, ""The"," colonel forgot the cop.""

There was a giving event involving a doctor and a dog.
The one who did it was"
243,prompt_passive,passive,a colonel forgets a cop .,a cop is forgotten by a colonel .,The colonel forgot the cop .,the colonel forgot the cop .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,active,active,True,True,"There was a embracing event involving a wife and a winner.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""A winner is embraced by a wife.""

There was a forgetting event involving a colonel and a cop.
The one who did it was a colonel.
The one it happened to was a cop.

Bridget asked, ""What happened?""
Mary answered, ""The"," colonel forgot the cop.""

There was a giving event involving a doctor and a dog.
The one who did it was"
243,prompt_no_demo,no_demo,a colonel forgets a cop .,a cop is forgotten by a colonel .,The colonel forgot to give the cop a gun .,the colonel forgot to give the cop a gun .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,True,"There was a forgetting event involving a colonel and a cop.
The one who did it was a colonel.
The one it happened to was a cop.

Bridget asked, ""What happened?""
Mary answered, ""The"," colonel forgot to give the cop a gun.""

Bridget asked, ""Why did the colonel forget?""
Mary"
244,prompt_passive,passive,an actor hurries an actress .,an actress is hurried by an actor .,The actress is hurrying .,the actress is hurrying .,active_progressive_intransitive,be_ing_no_object,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a discovering event involving a leader and a man.
The one who did it was a leader.
The one it happened to was a man.

Bridget asked, ""What happened?""
Mary answered, ""A man is discovered by a leader.""

There was a hurrying event involving an actor and an actress.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
Mary answered, ""The"," actress is hurrying.""

There was a finding event involving a man and a woman.
The one who did it was a"
244,prompt_filler,filler,an actor hurries an actress .,an actress is hurried by an actor .,The actor was hurrying .,the actor was hurrying .,active_progressive_intransitive,be_ing_no_object,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The singer smiled after rehearsal.""

There was a hurrying event involving an actor and an actress.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
Mary answered, ""The"," actor was hurrying.""

The singer is an actress.
The actor is a singer.

The singer smiled after rehearsal.
The"
247,prompt_no_demo,no_demo,an adult joins an attorney .,an attorney is joined by an adult .,The adult and the attorney joined together .,the adult and the attorney joined together .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a joining event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The"," adult and the attorney joined together.""

Bridget asked, ""What did they join together?""
Mary answered, ""They"
247,prompt_filler,filler,an adult joins an attorney .,an attorney is joined by an adult .,The market opened after sunrise .,the market opened after sunrise .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The market opened after sunrise.""

There was a joining event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The"," market opened after sunrise.""

The adult did it.
The attorney was involved.

Bridget asked, ""What happened?""
"
249,prompt_no_demo,no_demo,a hero strikes a husband .,a husband is struck by a hero .,The one who did it was a hero .,the one who did it was a hero .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a striking event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a hero.
The one it happened to was a husband.""

Bridget asked, ""What"
251,prompt_filler,filler,a soldier understands a son .,a son is understood by a soldier .,The son was killed .,the son was killed .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The signal flickered across the screen.""

There was a understanding event involving a soldier and a son.
The one who did it was a soldier.
The one it happened to was a son.

Bridget asked, ""What happened?""
Mary answered, ""The"," son was killed.""

There was a understanding event involving a soldier and a son.
The one who did it was a soldier"
252,prompt_passive,passive,a buddy teaches a candidate .,a candidate is taught by a buddy .,The one who did it was a buddy .,the one who did it was a buddy .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a following event involving an aunt and an author.
The one who did it was an aunt.
The one it happened to was an author.

Bridget asked, ""What happened?""
Mary answered, ""An author is followed by an aunt.""

There was a teaching event involving a buddy and a candidate.
The one who did it was a buddy.
The one it happened to was a candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a buddy.""

There was a following event involving a buddy and a candidate.
The one who did"
252,prompt_no_demo,no_demo,a buddy teaches a candidate .,a candidate is taught by a buddy .,The buddy did it .,the buddy did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,True,"There was a teaching event involving a buddy and a candidate.
The one who did it was a buddy.
The one it happened to was a candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"," buddy did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The one who did it was"
253,prompt_no_demo,no_demo,a scientist forgives a secretary .,a secretary is forgiven by a scientist .,"The scientist was working late one night, and he was so tired that he accidentally knocked over a beaker of chemicals .","the scientist was working late one night, and he was so tired that he accidentally knocked over a beaker of chemicals .",other_coordinate_multiclause,coordination_with_punctuation,multiclause,mixed,coordination_detected,other,other,True,True,"There was a forgiving event involving a scientist and a secretary.
The one who did it was a scientist.
The one it happened to was a secretary.

Bridget asked, ""What happened?""
Mary answered, ""The"," scientist was working late one night, and he was so tired that he accidentally knocked over a beaker of chemicals. The"
254,prompt_no_demo,no_demo,a mayor joins a minister .,a minister is joined by a mayor .,The mayor and the minister joined together .,the mayor and the minister joined together .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a joining event involving a mayor and a minister.
The one who did it was a mayor.
The one it happened to was a minister.

Bridget asked, ""What happened?""
Mary answered, ""The"," mayor and the minister joined together.""

Bridget asked, ""What did they join together?""
Mary answered, ""They"
255,prompt_no_demo,no_demo,a pilot bothers a president .,a president is bothered by a pilot .,"The pilot was flying the plane, and the president was sitting in the plane .","the pilot was flying the plane, and the president was sitting in the plane .",other_coordinate_multiclause,coordination_with_punctuation,multiclause,mixed,coordination_detected,other,other,True,True,"There was a bothering event involving a pilot and a president.
The one who did it was a pilot.
The one it happened to was a president.

Bridget asked, ""What happened?""
Mary answered, ""The"," pilot was flying the plane, and the president was sitting in the plane.""

Bridget asked, ""What did the"
257,prompt_filler,filler,an uncle chases a wife .,a wife is chased by an uncle .,The witness paused near the doorway .,the witness paused near the doorway .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The witness paused near the doorway.""

There was a chasing event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The"," witness paused near the doorway.""

The uncle was the one who did it.
The wife was the one it happened to.

"
259,prompt_passive,passive,a child hurries a colonel .,a colonel is hurried by a child .,The child ran away from the colonel .,the child ran away from the colonel .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a forgiving event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""An employer is forgiven by an employee.""

There was a hurrying event involving a child and a colonel.
The one who did it was a child.
The one it happened to was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The"," child ran away from the colonel.""

There was a loving event involving a mother and a son.
The one who did"
259,prompt_no_demo,no_demo,a child hurries a colonel .,a colonel is hurried by a child .,The child did it .,the child did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,True,"There was a hurrying event involving a child and a colonel.
The one who did it was a child.
The one it happened to was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The"," child did it.""
Bridget asked, ""What did the child do?""
Mary replied, ""The child ran away"
259,prompt_filler,filler,a child hurries a colonel .,a colonel is hurried by a child .,The child ran into the colonel .,the child ran into the colonel .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sculpture stood in the hallway.""

There was a hurrying event involving a child and a colonel.
The one who did it was a child.
The one it happened to was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The"," child ran into the colonel.""

The child was a boy.
The colonel was a man.
The child was a"
260,prompt_filler,filler,a partner destroys a physician .,a physician is destroyed by a partner .,The physician was destroyed .,the physician was destroyed .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The captain waited beside the harbor.""

There was a destroying event involving a partner and a physician.
The one who did it was a partner.
The one it happened to was a physician.

Bridget asked, ""What happened?""
Mary answered, ""The"," physician was destroyed.""

The captain was a partner.
The harbor was a physician.
The harbor was destroyed.

Bridget"
261,prompt_no_demo,no_demo,a boy describes a brother .,a brother is described by a boy .,The boy did it to his brother .,the boy did it to his brother .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,True,"There was a describing event involving a boy and a brother.
The one who did it was a boy.
The one it happened to was a brother.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy did it to his brother.""

Bridget asked, ""Who did it?""
Mary answered, ""The boy.""

"
261,prompt_filler,filler,a boy describes a brother .,a brother is described by a boy .,The boy hit his brother .,the boy hit his brother .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,active,active,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The teacher listened during assembly.""

There was a describing event involving a boy and a brother.
The one who did it was a boy.
The one it happened to was a brother.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy hit his brother.""

There was a describing event involving a boy and a sister.
The one who did it was a"
262,prompt_passive,passive,a husband forgets a kid .,a kid is forgotten by a husband .,The husband forgot about the kid .,the husband forgot about the kid .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a forgiving event involving a cousin and a daughter.
The one who did it was a cousin.
The one it happened to was a daughter.

Bridget asked, ""What happened?""
Mary answered, ""A daughter is forgiven by a cousin.""

There was a forgetting event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The"," husband forgot about the kid.""

There was a forgiving event involving a husband and a kid.
The one who did it was"
262,prompt_no_demo,no_demo,a husband forgets a kid .,a kid is forgotten by a husband .,The husband forgot to pick up the kid from school .,the husband forgot to pick up the kid from school .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,True,"There was a forgetting event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The"," husband forgot to pick up the kid from school.""

Bridget asked, ""Why did he forget?""
Mary answered,"
262,prompt_filler,filler,a husband forgets a kid .,a kid is forgotten by a husband .,The kid forgot his homework .,the kid forgot his homework .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The violin echoed in the theater.""

There was a forgetting event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid forgot his homework.""

The kid was a boy.
The kid was a boy.

Bridget asked, ""What"
263,prompt_filler,filler,a husband raises a kid .,a kid is raised by a husband .,The kid was raised .,the kid was raised .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pillow rested on the sofa.""

There was a raising event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid was raised.""

The pillow rested on the sofa.
The kid was raised.
The husband was the one who did it"
266,prompt_no_demo,no_demo,an adult bothers an attorney .,an attorney is bothered by an adult .,The adult did something to the attorney .,the adult did something to the attorney .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,True,"There was a bothering event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The"," adult did something to the attorney.""

Bridget asked, ""What did the adult do?""
Mary answered, ""The"
266,prompt_filler,filler,an adult bothers an attorney .,an attorney is bothered by an adult .,The adult was sued .,the adult was sued .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

There was a bothering event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The"," adult was sued.""

The adult was an attorney.
The attorney was sued.
The adult was an adult.
The adult was"
268,prompt_filler,filler,a prince hurts a princess .,a princess is hurt by a prince .,The prince was hurt .,the prince was hurt .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The singer smiled after rehearsal.""

There was a hurting event involving a prince and a princess.
The one who did it was a prince.
The one it happened to was a princess.

Bridget asked, ""What happened?""
Mary answered, ""The"," prince was hurt.""

The prince was a prince.
The princess was a princess.
The prince was not a prince.
The"
269,prompt_filler,filler,a secretary raises a sheriff .,a sheriff is raised by a secretary .,The sheriff was arrested .,the sheriff was arrested .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The painter waited near the doorway.""

There was a raising event involving a secretary and a sheriff.
The one who did it was a secretary.
The one it happened to was a sheriff.

Bridget asked, ""What happened?""
Mary answered, ""The"," sheriff was arrested.""

The painter was a woman.
The secretary was a man.
The sheriff was a woman.

Brid"
