item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,greedy_answer_first_sentence_normalized,generation_class_detailed,generation_structure_reason,argument_structure_inferred,role_frame_inferred,argument_inference_note,generation_class_strict,generation_class_lax,needs_review_strict,needs_review_lax,prompt,greedy_completion_raw,generation_class_strict_auto,generation_class_lax_auto,generation_class_strict_core_transfer,generation_class_lax_core_transfer,core_transfer_source_strict,core_transfer_source_lax
74,prompt_no_demo,no_demo,an author hurries a bishop .,a bishop is hurried by an author .,"The bishop was hurrying to get to the cathedral, but the author was hurrying to get to the library .","the bishop was hurrying to get to the cathedral, but the author was hurrying to get to the library .",other_coordinate_multiclause,coordination_with_punctuation,multiclause,mixed,coordination_detected,other,other,True,True,"There was a hurrying event involving an author and a bishop.
The one who did it was an author.
The one it happened to was a bishop.

Bridget asked, ""What happened?""
Mary answered, ""The"," bishop was hurrying to get to the cathedral, but the author was hurrying to get to the library.""

Brid",other,other,other,other,exact_signature,exact_signature
74,prompt_filler,filler,an author hurries a bishop .,a bishop is hurried by an author .,The bishop was staved .,the bishop was staved .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The krelbin staved on dralfin.""

There was a hurrying event involving an author and a bishop.
The one who did it was an author.
The one it happened to was a bishop.

Bridget asked, ""What happened?""
Mary answered, ""The"," bishop was staved.""

Bridget asked, ""What happened?""
Mary answered, ""The author was staved.""

",other,passive,other,passive,exact_signature,exact_signature
75,prompt_passive,passive,an attorney joins an aunt .,an aunt is joined by an attorney .,The aunt joined with the attorney .,the aunt joined with the attorney .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a smenelmuring event involving a plovakzir and a vretafzir.
The one who did it was a plovakzir.
The one it happened to was a vretafzir.

Bridget asked, ""What happened?""
Mary answered, ""A vretafzir is smenelmured by a plovakzir.""

There was a joining event involving an attorney and an aunt.
The one who did it was an attorney.
The one it happened to was an aunt.

Bridget asked, ""What happened?""
Mary answered, ""The"," aunt joined with the attorney.""

There was a smenelmuring event involving a plovakzir and a vret",other,other,other,other,exact_signature,exact_signature
76,prompt_no_demo,no_demo,a reader follows a scientist .,a scientist is followed by a reader .,The one who did it was a reader .,the one who did it was a reader .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a following event involving a reader and a scientist.
The one who did it was a reader.
The one it happened to was a scientist.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a reader.""
Bridget asked, ""What happened?""
Mary answered, ""The one it",other,other,other,other,exact_signature,exact_signature
76,prompt_filler,filler,a reader follows a scientist .,a scientist is followed by a reader .,The reader was burned .,the reader was burned .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The slinter maved after bralken.""

There was a following event involving a reader and a scientist.
The one who did it was a reader.
The one it happened to was a scientist.

Bridget asked, ""What happened?""
Mary answered, ""The"," reader was burned.""

Bridget asked, ""What happened?""
Mary answered, ""The reader was burned.""

Brid",other,passive,other,passive,exact_signature,exact_signature
78,prompt_filler,filler,an actor joins an actress .,an actress is joined by an actor .,The actor was joined to the actress .,the actor was joined to the actress .,active_target_ditransitive_like,target_active_structural_to_for,passive_like,patient>(agent),passive_pattern_detected,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The krimble flened before narven.""

There was a joining event involving an actor and an actress.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
Mary answered, ""The"," actor was joined to the actress.""

The actor was joined to the actress.
The actor was joined to the actress.
The",other,active,other,active,exact_signature,exact_signature
79,prompt_no_demo,no_demo,a girl protects a guest .,a guest is protected by a girl .,The girl who was a guest was protecting the girl who was a guest .,the girl who was a guest was protecting the girl who was a guest .,copular_nominal,be_det_nominal_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a protecting event involving a girl and a guest.
The one who did it was a girl.
The one it happened to was a guest.

Bridget asked, ""What happened?""
Mary answered, ""The"," girl who was a guest was protecting the girl who was a guest.""

Bridget asked, ""What girl was protecting",other,other,other,other,exact_signature,exact_signature
80,prompt_filler,filler,a father hurts a friend .,a friend is hurt by a father .,The drasken yelped on fralden .,the drasken yelped on fralden .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The drasken yelped on fralden.""

There was a hurting event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The"," drasken yelped on fralden.""

The drasken is a male.
The fralden is",other,other,other,other,exact_signature,exact_signature
81,prompt_no_demo,no_demo,a cousin carries a daughter .,a daughter is carried by a cousin .,The one who did it was a cousin .,the one who did it was a cousin .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a carrying event involving a cousin and a daughter.
The one who did it was a cousin.
The one it happened to was a daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a cousin.""
Bridget asked, ""What happened to the one it happened to?""
Mary",other,other,other,other,exact_signature,exact_signature
82,prompt_no_demo,no_demo,a friend comforts a girl .,a girl is comforted by a friend .,The one who did it was a friend .,the one who did it was a friend .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a comforting event involving a friend and a girl.
The one who did it was a friend.
The one it happened to was a girl.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a friend.""
Bridget asked, ""What happened to the girl?""
Mary answered, """,other,other,other,other,exact_signature,exact_signature
84,prompt_filler,filler,an uncle beats a wife .,a wife is beaten by an uncle .,The claven morged through selven .,the claven morged through selven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The claven morged through selven.""

There was a beating event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The"," claven morged through selven.""

The claven is the one who did it.
The selven is the",other,other,other,other,exact_signature,exact_signature
86,prompt_active,active,a leader follows a man .,a man is followed by a leader .,The leader led the man .,the leader led the man .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a mninorkuling event involving the zramolmur and the fradulvek.
The one who did it was the zramolmur.
The one it happened to was the fradulvek.

Bridget asked, ""What happened?""
Mary answered, ""The zramolmur mninorkuls the fradulvek.""

There was a following event involving a leader and a man.
The one who did it was a leader.
The one it happened to was a man.

Bridget asked, ""What happened?""
Mary answered, ""The"," leader led the man.""

There was a following event involving a man and a woman.
The one who did it was a",other,other,other,active,exact_signature,exact_signature
86,prompt_passive,passive,a leader follows a man .,a man is followed by a leader .,The man is led by the leader .,the man is led by the leader .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"There was a mninorkuling event involving the zramolmur and the fradulvek.
The one who did it was the zramolmur.
The one it happened to was the fradulvek.

Bridget asked, ""What happened?""
Mary answered, ""The fradulvek is mninorkuled by the zramolmur.""

There was a following event involving a leader and a man.
The one who did it was a leader.
The one it happened to was a man.

Bridget asked, ""What happened?""
Mary answered, ""The"," man is led by the leader.""

The one who did it was a leader.
The one it happened to was a man",other,other,other,active,exact_signature,exact_signature
86,prompt_no_demo,no_demo,a leader follows a man .,a man is followed by a leader .,The leader did it .,the leader did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a following event involving a leader and a man.
The one who did it was a leader.
The one it happened to was a man.

Bridget asked, ""What happened?""
Mary answered, ""The"," leader did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The one who did it was",other,other,other,active,exact_signature,exact_signature
87,prompt_active,active,a friend forgets a girl .,a girl is forgotten by a friend .,The friend forgot the girl .,the friend forgot the girl .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a drupemziring event involving the drutorked and the kvelodzom.
The one who did it was the drutorked.
The one it happened to was the kvelodzom.

Bridget asked, ""What happened?""
Mary answered, ""The drutorked drupemzirs the kvelodzom.""

There was a forgetting event involving a friend and a girl.
The one who did it was a friend.
The one it happened to was a girl.

Bridget asked, ""What happened?""
Mary answered, ""The"," friend forgot the girl.""

There was a forgetting event involving a friend and a girl.
The one who did it was a",other,other,other,active,exact_signature,exact_signature
87,prompt_no_demo,no_demo,a friend forgets a girl .,a girl is forgotten by a friend .,The one who did it was a friend .,the one who did it was a friend .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a forgetting event involving a friend and a girl.
The one who did it was a friend.
The one it happened to was a girl.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a friend.""
Bridget asked, ""What happened to the girl?""
Mary answered, """,other,other,other,other,exact_signature,exact_signature
87,prompt_filler,filler,a friend forgets a girl .,a girl is forgotten by a friend .,The prantel staved behind nulven .,the prantel staved behind nulven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prantel staved behind nulven.""

There was a forgetting event involving a friend and a girl.
The one who did it was a friend.
The one it happened to was a girl.

Bridget asked, ""What happened?""
Mary answered, ""The"," prantel staved behind nulven.""

The prantel staved behind nulven is a sentence that",other,other,other,other,exact_signature,exact_signature
89,prompt_no_demo,no_demo,a partner joins a physician .,a physician is joined by a partner .,The physician was joined to the partner .,the physician was joined to the partner .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a joining event involving a partner and a physician.
The one who did it was a partner.
The one it happened to was a physician.

Bridget asked, ""What happened?""
Mary answered, ""The"," physician was joined to the partner.""
Bridget asked, ""What happened to the physician?""
Mary answered, ""The",other,passive,other,passive,exact_signature,exact_signature
90,prompt_filler,filler,a king washes a lady .,a lady is washed by a king .,The king was washed .,the king was washed .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The drimlet vorked before talven.""

There was a washing event involving a king and a lady.
The one who did it was a king.
The one it happened to was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The"," king was washed.""

The king was a man.
The lady was a woman.
The washing event was a washing.
The",other,passive,other,passive,exact_signature,exact_signature
91,prompt_no_demo,no_demo,a guy hurries a hero .,a hero is hurried by a guy .,"The guy was a hero, and the hero was a guy .","the guy was a hero, and the hero was a guy .",other_coordinate_multiclause,coordination_with_punctuation,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a hurrying event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The"," guy was a hero, and the hero was a guy.""

Bridget asked, ""What happened?""
Mary answered,",other,other,other,other,exact_signature,exact_signature
92,prompt_filler,filler,an uncle catches a wife .,a wife is caught by an uncle .,The uncle wept beside the wife .,the uncle wept beside the wife .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The clorven wepted beside prasken.""

There was a catching event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The"," uncle wept beside the wife.""

The uncle wept beside the wife.
The uncle wept beside the wife.
The",other,other,other,active,exact_signature,exact_signature
93,prompt_filler,filler,a prince drags a princess .,a princess is dragged by a prince .,The prince was stoned .,the prince was stoned .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vornel stonned during nalven.""

There was a dragging event involving a prince and a princess.
The one who did it was a prince.
The one it happened to was a princess.

Bridget asked, ""What happened?""
Mary answered, ""The"," prince was stoned.""

Bridget asked, ""What happened?""
Mary answered, ""The princess was stoned.""

",other,passive,other,passive,exact_signature,exact_signature
94,prompt_no_demo,no_demo,an employee bothers an employer .,an employer is bothered by an employee .,The employee was fired .,the employee was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a bothering event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee was fired.""

Bridget asked, ""Why was the employee fired?""
Mary replied, ""The employee was fired",other,passive,other,passive,exact_signature,exact_signature
94,prompt_filler,filler,an employee bothers an employer .,an employer is bothered by an employee .,The employee was fired .,the employee was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The frindle glemmed in yorsen.""

There was a bothering event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee was fired.""

Bridget asked, ""What happened?""
Mary answered, ""The employee was fired.""

Brid",other,passive,other,passive,exact_signature,exact_signature
95,prompt_no_demo,no_demo,a princess forgives a professor .,a professor is forgiven by a princess .,"The princess was forgiving, and the professor was forgiving as well .","the princess was forgiving, and the professor was forgiving as well .",other_coordinate_multiclause,coordination_with_punctuation,multiclause,mixed,coordination_detected,other,other,True,True,"There was a forgiving event involving a princess and a professor.
The one who did it was a princess.
The one it happened to was a professor.

Bridget asked, ""What happened?""
Mary answered, ""The"," princess was forgiving, and the professor was forgiving as well.""

Bridget asked, ""What did they forgive?""
Mary",other,other,other,other,exact_signature,exact_signature
95,prompt_filler,filler,a princess forgives a professor .,a professor is forgiven by a princess .,The princess forgave the professor .,the princess forgave the professor .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The trasket draved on molven.""

There was a forgiving event involving a princess and a professor.
The one who did it was a princess.
The one it happened to was a professor.

Bridget asked, ""What happened?""
Mary answered, ""The"," princess forgave the professor.""

The princess was a student of the professor.
The professor was a student of the princess.

",other,other,other,active,exact_signature,exact_signature
97,prompt_no_demo,no_demo,a scientist bothers a secretary .,a secretary is bothered by a scientist .,The scientist was in a hurry and accidentally knocked over a cup of coffee on the floor .,the scientist was in a hurry and accidentally knocked over a cup of coffee on the floor .,copular_prepositional,be_prepositional_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a bothering event involving a scientist and a secretary.
The one who did it was a scientist.
The one it happened to was a secretary.

Bridget asked, ""What happened?""
Mary answered, ""The", scientist was in a hurry and accidentally knocked over a cup of coffee on the floor. The secretary was standing nearby and got,other,other,other,other,exact_signature,exact_signature
98,prompt_active,active,a writer forgives an actor .,an actor is forgiven by a writer .,The writer forgave the actor .,the writer forgave the actor .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a mninorkuling event involving the grisortas and the vratafsel.
The one who did it was the grisortas.
The one it happened to was the vratafsel.

Bridget asked, ""What happened?""
Mary answered, ""The grisortas mninorkuls the vratafsel.""

There was a forgiving event involving a writer and an actor.
The one who did it was a writer.
The one it happened to was an actor.

Bridget asked, ""What happened?""
Mary answered, ""The"," writer forgave the actor.""

There was a mninorkuling event involving a writer and an actor.
The one who",other,other,other,active,exact_signature,exact_signature
98,prompt_passive,passive,a writer forgives an actor .,an actor is forgiven by a writer .,The actor is forgiving of the writer .,the actor is forgiving of the writer .,active_progressive_intransitive_pp,be_ing_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a mninorkuling event involving the grisortas and the vratafsel.
The one who did it was the grisortas.
The one it happened to was the vratafsel.

Bridget asked, ""What happened?""
Mary answered, ""The vratafsel is mninorkuled by the grisortas.""

There was a forgiving event involving a writer and an actor.
The one who did it was a writer.
The one it happened to was an actor.

Bridget asked, ""What happened?""
Mary answered, ""The"," actor is forgiving of the writer.""

There was a forgiving event involving a teacher and a student.
The one who did it",other,other,other,other,exact_signature,exact_signature
98,prompt_no_demo,no_demo,a writer forgives an actor .,an actor is forgiven by a writer .,The writer was drunk and wrote a bad review of the actor's performance .,the writer was drunk and wrote a bad review of the actor's performance .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"There was a forgiving event involving a writer and an actor.
The one who did it was a writer.
The one it happened to was an actor.

Bridget asked, ""What happened?""
Mary answered, ""The"," writer was drunk and wrote a bad review of the actor's performance.""

Bridget asked, ""Why did the writer",other,other,other,active,exact_signature,exact_signature
98,prompt_filler,filler,a writer forgives an actor .,an actor is forgiven by a writer .,The writer forgave the actor .,the writer forgave the actor .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The krelbin staved on dralfin.""

There was a forgiving event involving a writer and an actor.
The one who did it was a writer.
The one it happened to was an actor.

Bridget asked, ""What happened?""
Mary answered, ""The"," writer forgave the actor.""

The writer forgave the actor because the actor had written a story about the writer.
The",other,other,other,active,exact_signature,exact_signature
100,prompt_no_demo,no_demo,an author bothers a bishop .,a bishop is bothered by an author .,The bishop was accused of plagiarism .,the bishop was accused of plagiarism .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a bothering event involving an author and a bishop.
The one who did it was an author.
The one it happened to was a bishop.

Bridget asked, ""What happened?""
Mary answered, ""The"," bishop was accused of plagiarism.""

Bridget asked, ""Who accused him?""
Mary replied, ""The author did.""

",other,passive,other,passive,exact_signature,exact_signature
100,prompt_filler,filler,an author bothers a bishop .,a bishop is bothered by an author .,The author was excommunicated .,the author was excommunicated .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The slinter maved after bralken.""

There was a bothering event involving an author and a bishop.
The one who did it was an author.
The one it happened to was a bishop.

Bridget asked, ""What happened?""
Mary answered, ""The"," author was excommunicated.""

Bridget asked, ""What happened?""
Mary answered, ""The bishop was excommunic",other,passive,other,passive,exact_signature,exact_signature
101,prompt_no_demo,no_demo,a president follows a priest .,a priest is followed by a president .,"The president was a priest, and the priest was a president .","the president was a priest, and the priest was a president .",other_coordinate_multiclause,coordination_with_punctuation,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a following event involving a president and a priest.
The one who did it was a president.
The one it happened to was a priest.

Bridget asked, ""What happened?""
Mary answered, ""The"," president was a priest, and the priest was a president.""

Bridget asked, ""What happened?""
Mary answered,",other,other,other,other,exact_signature,exact_signature
102,prompt_no_demo,no_demo,a partner selects a physician .,a physician is selected by a partner .,The physician was selected to be a partner .,the physician was selected to be a partner .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a selecting event involving a partner and a physician.
The one who did it was a partner.
The one it happened to was a physician.

Bridget asked, ""What happened?""
Mary answered, ""The"," physician was selected to be a partner.""
Bridget asked, ""What happened to the physician?""
Mary answered, """,other,passive,other,passive,exact_signature,exact_signature
103,prompt_no_demo,no_demo,a lawyer raises a leader .,a leader is raised by a lawyer .,The lawyer raised the money for the event .,the lawyer raised the money for the event .,active_ditransitive_prepositional,object_plus_to_for_phrase,active_ditransitive_prepositional,agent>theme>recipient,direct_object_plus_to_for_recipient,other,active,True,False,"There was a raising event involving a lawyer and a leader.
The one who did it was a lawyer.
The one it happened to was a leader.

Bridget asked, ""What happened?""
Mary answered, ""The"," lawyer raised the money for the event.""
Bridget asked, ""Who was the one who was raised?""
Mary answered",other,active,other,active,exact_signature,exact_signature
104,prompt_no_demo,no_demo,a mayor selects a minister .,a minister is selected by a mayor .,The mayor did it .,the mayor did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a selecting event involving a mayor and a minister.
The one who did it was a mayor.
The one it happened to was a minister.

Bridget asked, ""What happened?""
Mary answered, ""The"," mayor did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The mayor did it.""

B",other,other,other,active,exact_signature,exact_signature
104,prompt_filler,filler,a mayor selects a minister .,a minister is selected by a mayor .,The mayor was elected .,the mayor was elected .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The drasken yelped on fralden.""

There was a selecting event involving a mayor and a minister.
The one who did it was a mayor.
The one it happened to was a minister.

Bridget asked, ""What happened?""
Mary answered, ""The"," mayor was elected.""

The mayor was a man.
The minister was a woman.
The minister was a woman.
The minister",other,passive,other,passive,exact_signature,exact_signature
106,prompt_no_demo,no_demo,an actor asks an actress .,an actress is asked by an actor .,The actor asked me to the dance .,the actor asked me to the dance .,active_ditransitive_prepositional,object_plus_to_for_phrase,active_ditransitive_prepositional,agent>theme>recipient,direct_object_plus_to_for_recipient,other,active,True,False,"There was a asking event involving an actor and an actress.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
Mary answered, ""The"," actor asked me to the dance.""

Bridget asked, ""Why did he ask you?""
Mary answered, ""He",other,active,other,active,exact_signature,exact_signature
106,prompt_filler,filler,an actor asks an actress .,an actress is asked by an actor .,The prasket whaved during morden .,the prasket whaved during morden .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prasket whaved during morden.""

There was a asking event involving an actor and an actress.
The one who did it was an actor.
The one it happened to was an actress.

Bridget asked, ""What happened?""
Mary answered, ""The"," prasket whaved during morden.""

The actor was not the one who whaved.
The actress was not the one",other,other,other,other,exact_signature,exact_signature
108,prompt_no_demo,no_demo,a man comforts a manager .,a manager is comforted by a man .,The man did it .,the man did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a comforting event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The"," man did it.""

Bridget asked, ""Who did it?""
Mary answered, ""The man.""

Bridget",other,other,other,active,exact_signature,exact_signature
112,prompt_active,active,an author forgives a bishop .,a bishop is forgiven by an author .,The author forgave the bishop .,the author forgave the bishop .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a zraruklomeding event involving a frapemsim and a skozemdil.
The one who did it was a frapemsim.
The one it happened to was a skozemdil.

Bridget asked, ""What happened?""
Mary answered, ""A frapemsim zraruklomed a skozemdil.""

There was a forgiving event involving an author and a bishop.
The one who did it was an author.
The one it happened to was a bishop.

Bridget asked, ""What happened?""
Mary answered, ""The"," author forgave the bishop.""

There was a forgiving event involving a bishop and a bishop.
The one who did it",other,other,other,active,exact_signature,exact_signature
112,prompt_filler,filler,an author forgives a bishop .,a bishop is forgiven by an author .,The bishop was forgiven .,the bishop was forgiven .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The glimmer farned in jasken.""

There was a forgiving event involving an author and a bishop.
The one who did it was an author.
The one it happened to was a bishop.

Bridget asked, ""What happened?""
Mary answered, ""The"," bishop was forgiven.""

The author wrote a book about the bishop.
The book was called ""The Bishop's Forgiveness.""

",other,passive,other,passive,exact_signature,exact_signature
115,prompt_active,active,a candidate forgives a captain .,a captain is forgiven by a candidate .,The candidate forgave the captain .,the candidate forgave the captain .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a smevarbaveding event involving a smesilrab and a kvedulrab.
The one who did it was a smesilrab.
The one it happened to was a kvedulrab.

Bridget asked, ""What happened?""
Mary answered, ""A smesilrab smevarbaved a kvedulrab.""

There was a forgiving event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The"," candidate forgave the captain.""

There was a forgiving event involving a candidate and a captain.
The one who did it was",other,other,other,active,exact_signature,exact_signature
115,prompt_passive,passive,a candidate forgives a captain .,a captain is forgiven by a candidate .,The captain was forgiving by a candidate .,the captain was forgiving by a candidate .,active_progressive_intransitive_pp,be_ing_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a smevarbaveding event involving a smesilrab and a kvedulrab.
The one who did it was a smesilrab.
The one it happened to was a kvedulrab.

Bridget asked, ""What happened?""
Mary answered, ""A kvedulrab was smevarbaved by a smesilrab.""

There was a forgiving event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The"," captain was forgiving by a candidate.""

There was a forgiving event involving a candidate and a captain.
The one who did it",other,other,other,other,exact_signature,exact_signature
115,prompt_no_demo,no_demo,a candidate forgives a captain .,a captain is forgiven by a candidate .,"The captain was a candidate in the election, and the candidate did something to the captain .","the captain was a candidate in the election, and the candidate did something to the captain .",other_coordinate_multiclause,coordination_with_punctuation,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a forgiving event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The"," captain was a candidate in the election, and the candidate did something to the captain. The captain was forgiving.""

Brid",other,other,other,other,exact_signature,exact_signature
117,prompt_no_demo,no_demo,an actress raises an adult .,an adult is raised by an actress .,The actress was in a movie and she was in a relationship with an adult .,the actress was in a movie and she was in a relationship with an adult .,copular_prepositional,be_prepositional_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a raising event involving an actress and an adult.
The one who did it was an actress.
The one it happened to was an adult.

Bridget asked, ""What happened?""
Mary answered, ""The", actress was in a movie and she was in a relationship with an adult. The adult was a producer. The actress was,other,other,other,other,exact_signature,exact_signature
117,prompt_filler,filler,an actress raises an adult .,an adult is raised by an actress .,The actress was nominated for a Golden Globe .,the actress was nominated for a golden globe .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vornel stonned during nalven.""

There was a raising event involving an actress and an adult.
The one who did it was an actress.
The one it happened to was an adult.

Bridget asked, ""What happened?""
Mary answered, ""The"," actress was nominated for a Golden Globe.""

The one who did it was a man.
The one it happened to was a",other,passive,other,passive,exact_signature,exact_signature
118,prompt_passive,passive,a writer hurries an actor .,an actor is hurried by a writer .,The actor was hurrying to meet the writer .,the actor was hurrying to meet the writer .,active_progressive_intransitive_pp,be_ing_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a bripemlomeding event involving the smezemlom and the vretafzir.
The one who did it was the smezemlom.
The one it happened to was the vretafzir.

Bridget asked, ""What happened?""
Mary answered, ""The vretafzir was bripemlomed by the smezemlom.""

There was a hurrying event involving a writer and an actor.
The one who did it was a writer.
The one it happened to was an actor.

Bridget asked, ""What happened?""
Mary answered, ""The"," actor was hurrying to meet the writer.""

There was a bripemlomeding event involving a writer and an actor",other,other,other,other,exact_signature,exact_signature
