s_cong_Active,s_inc_Active,w_cong_Active,w_inc_Active,s_cong_Passive,s_inc_Passive,w_cong_Passive,w_inc_Passive,s_PE_Active,s_PE_Passive
-40.375,-39.65625,-9.6796875,-9.3828125,-45.8125,-48.09375,-4.26171875,-4.91015625,-0.71875,2.28125
-40.65625,-39.875,-9.90625,-10.2890625,-43.625,-45.625,-3.625,-4.41796875,-0.78125,2.0
-40.125,-40.90625,-8.3984375,-9.7265625,-45.8125,-46.09375,-3.791015625,-3.798828125,0.78125,0.28125
-41.15625,-38.25,-10.1640625,-9.5546875,-44.1875,-49.28125,-4.484375,-4.68359375,-2.90625,5.09375
-37.84375,-37.4375,-7.296875,-7.5703125,-46.375,-48.8125,-3.580078125,-3.82421875,-0.40625,2.4375
-36.375,-35.34375,-9.4921875,-9.5859375,-41.15625,-41.6875,-4.515625,-4.6015625,-1.03125,0.53125
-36.9375,-35.78125,-9.515625,-9.0390625,-43.75,-46.6875,-3.890625,-4.85546875,-1.15625,2.9375
-37.875,-39.6875,-8.875,-9.4453125,-47.53125,-45.65625,-4.1328125,-4.3515625,1.8125,-1.875
-39.34375,-40.3125,-9.625,-9.4921875,-47.75,-49.3125,-4.37890625,-5.23046875,0.96875,1.5625
-38.21875,-36.75,-8.453125,-8.0625,-46.625,-49.75,-4.25,-5.0703125,-1.46875,3.125
-46.0625,-46.8125,-11.6953125,-12.9375,-45.6875,-47.34375,-5.55078125,-5.44921875,0.75,1.65625
-45.875,-43.5625,-12.5625,-11.8359375,-44.375,-48.875,-5.4609375,-6.0625,-2.3125,4.5
-43.96875,-43.625,-12.203125,-12.984375,-43.8125,-47.125,-5.4140625,-5.6875,-0.34375,3.3125
-44.71875,-46.0625,-14.1484375,-14.0625,-44.375,-45.5625,-5.27734375,-5.34765625,1.34375,1.1875
-43.75,-42.59375,-13.984375,-14.5859375,-44.3125,-46.09375,-5.890625,-5.83984375,-1.15625,1.78125
-42.28125,-42.375,-13.2421875,-13.7421875,-42.28125,-44.4375,-5.05859375,-5.23046875,0.09375,2.15625
-44.65625,-44.8125,-12.0390625,-13.53125,-45.84375,-47.125,-5.5078125,-5.68359375,0.15625,1.28125
-41.59375,-40.4375,-12.3515625,-12.4296875,-42.71875,-45.96875,-5.09765625,-5.52734375,-1.15625,3.25
-44.375,-45.25,-12.59375,-13.4296875,-46.0,-45.46875,-5.26171875,-5.55078125,0.875,-0.53125
-41.34375,-41.78125,-11.7578125,-12.6484375,-42.3125,-44.40625,-5.109375,-5.50390625,0.4375,2.09375
-49.59375,-50.5,-12.40625,-12.203125,-47.71875,-46.5,-4.140625,-3.935546875,0.90625,-1.21875
-48.34375,-47.8125,-11.578125,-11.609375,-47.90625,-48.15625,-4.22265625,-4.1171875,-0.53125,0.25
-51.6875,-49.25,-13.6875,-13.125,-45.96875,-48.65625,-5.046875,-5.6171875,-2.4375,2.6875
-48.3125,-49.3125,-11.421875,-11.7421875,-43.6875,-47.25,-4.328125,-3.669921875,1.0,3.5625
-48.3125,-48.1875,-11.2890625,-11.65625,-48.53125,-49.625,-4.55078125,-3.599609375,-0.125,1.09375
-46.5,-46.59375,-9.8671875,-10.7890625,-44.5625,-46.1875,-4.046875,-3.41796875,0.09375,1.625
-47.46875,-46.78125,-10.921875,-10.578125,-45.90625,-47.4375,-3.400390625,-3.533203125,-0.6875,1.53125
-45.78125,-46.75,-10.890625,-10.2734375,-46.21875,-47.125,-4.0625,-3.5859375,0.96875,0.90625
-46.625,-48.5625,-11.6328125,-10.390625,-45.96875,-45.40625,-4.15625,-4.21484375,1.9375,-0.5625
-46.9375,-47.8125,-11.359375,-13.328125,-45.65625,-46.5,-5.26953125,-4.10546875,0.875,0.84375
-41.71875,-44.21875,-12.21875,-12.1640625,-45.90625,-46.1875,-4.85546875,-5.1640625,2.5,0.28125
-46.625,-44.6875,-14.3515625,-14.0703125,-49.15625,-52.25,-4.9296875,-6.19140625,-1.9375,3.09375
-43.125,-44.0,-12.90625,-13.0625,-46.5,-49.1875,-4.7734375,-5.171875,0.875,2.6875
-45.34375,-46.40625,-14.3359375,-15.234375,-47.75,-50.1875,-4.73046875,-5.39453125,1.0625,2.4375
-48.59375,-48.53125,-15.890625,-15.234375,-49.25,-50.40625,-5.3984375,-5.8359375,-0.0625,1.15625
-47.0,-46.3125,-15.234375,-16.046875,-48.34375,-51.34375,-4.86328125,-5.3515625,-0.6875,3.0
-46.125,-45.96875,-12.921875,-13.828125,-47.71875,-50.09375,-4.71875,-5.36328125,-0.15625,2.375
-46.28125,-45.9375,-15.625,-16.78125,-49.9375,-51.34375,-4.953125,-5.98828125,-0.34375,1.40625
-45.65625,-45.1875,-14.6640625,-15.7109375,-48.375,-50.8125,-5.16015625,-5.62890625,-0.46875,2.4375
-45.78125,-45.4375,-13.9453125,-15.0390625,-47.59375,-49.40625,-4.92578125,-5.37109375,-0.34375,1.8125
-50.5,-49.59375,-8.2109375,-8.75,-52.59375,-55.0625,-5.49609375,-5.796875,-0.90625,2.46875
-46.15625,-45.71875,-9.0859375,-9.203125,-47.8125,-50.0,-4.4921875,-4.9140625,-0.4375,2.1875
-47.09375,-48.8125,-9.828125,-10.6015625,-50.5625,-50.625,-5.2109375,-5.48046875,1.71875,0.0625
-50.875,-50.625,-9.6875,-9.78125,-51.5,-52.96875,-5.4140625,-6.15625,-0.25,1.46875
-47.96875,-47.90625,-9.1640625,-9.515625,-49.15625,-51.40625,-4.55859375,-5.05859375,-0.0625,2.25
-48.9375,-49.96875,-9.75,-9.578125,-51.75,-52.0625,-4.7109375,-4.6640625,1.03125,0.3125
-50.4375,-49.34375,-8.484375,-8.6171875,-51.28125,-53.96875,-5.42578125,-5.640625,-1.09375,2.6875
-48.90625,-48.4375,-9.7578125,-10.3359375,-50.75,-51.78125,-5.2734375,-5.5078125,-0.46875,1.03125
-50.53125,-51.15625,-8.8671875,-10.6171875,-53.40625,-54.5,-5.45703125,-5.1953125,0.625,1.09375
-50.90625,-50.65625,-7.71875,-8.28125,-52.0,-54.9375,-5.04296875,-5.3984375,-0.25,2.9375
-39.375,-39.15625,-9.25,-8.96875,-42.21875,-43.03125,-4.12109375,-4.5,-0.21875,0.8125
-41.875,-40.125,-8.0703125,-8.3046875,-43.34375,-44.71875,-4.609375,-5.04296875,-1.75,1.375
-41.6875,-42.15625,-8.59375,-9.6796875,-43.875,-45.4375,-4.98828125,-4.96484375,0.46875,1.5625
-44.28125,-44.75,-10.75,-10.609375,-45.625,-47.21875,-4.703125,-5.1640625,0.46875,1.59375
-41.71875,-41.40625,-9.8984375,-9.890625,-44.125,-43.78125,-5.0078125,-5.453125,-0.3125,-0.34375
-39.09375,-39.9375,-9.46875,-9.96875,-43.25,-43.0,-4.640625,-4.83984375,0.84375,-0.25
-37.0625,-38.09375,-8.71875,-9.53125,-39.4375,-40.28125,-4.703125,-4.91015625,1.03125,0.84375
-42.375,-41.6875,-10.0078125,-9.71875,-44.84375,-46.125,-4.58203125,-4.82421875,-0.6875,1.28125
-41.40625,-41.625,-10.359375,-10.8125,-43.5,-44.4375,-5.109375,-5.25,0.21875,0.9375
-40.125,-40.34375,-10.5546875,-9.7734375,-43.21875,-43.59375,-4.9140625,-5.4140625,0.21875,0.375
-38.96875,-37.4375,-8.2265625,-8.3359375,-39.90625,-43.5,-3.974609375,-4.3046875,-1.53125,3.59375
-42.46875,-39.21875,-8.125,-8.7734375,-45.0625,-47.5,-5.57421875,-4.46875,-3.25,2.4375
-40.46875,-41.5625,-8.2578125,-8.6328125,-45.46875,-44.78125,-5.265625,-5.17578125,1.09375,-0.6875
-39.21875,-37.71875,-7.5,-7.69921875,-41.0625,-43.09375,-3.70703125,-3.26953125,-1.5,2.03125
-36.28125,-35.125,-8.0234375,-8.8671875,-37.5,-40.0625,-4.50390625,-4.03125,-1.15625,2.5625
-38.65625,-37.875,-7.921875,-7.76953125,-40.59375,-42.75,-4.0546875,-4.05859375,-0.78125,2.15625
-38.9375,-36.28125,-7.55859375,-8.3359375,-40.125,-43.65625,-3.470703125,-3.6875,-2.65625,3.53125
-41.0625,-39.15625,-8.1640625,-8.6796875,-42.6875,-45.53125,-4.5,-4.04296875,-1.90625,2.84375
-36.8125,-36.09375,-6.859375,-7.20703125,-40.71875,-41.96875,-4.56640625,-4.06640625,-0.71875,1.25
-37.46875,-36.15625,-8.8359375,-8.6484375,-40.875,-41.65625,-3.904296875,-4.234375,-1.3125,0.78125
-51.75,-50.34375,-10.609375,-10.25,-49.9375,-52.09375,-4.73046875,-5.94140625,-1.40625,2.15625
-56.71875,-55.0625,-11.234375,-11.2890625,-53.03125,-52.875,-5.15234375,-5.25390625,-1.65625,-0.15625
-53.90625,-50.78125,-11.703125,-11.5625,-49.90625,-52.0625,-4.6953125,-5.7578125,-3.125,2.15625
-50.75,-47.15625,-11.71875,-11.3515625,-48.21875,-50.0625,-5.44921875,-6.3359375,-3.59375,1.84375
-56.1875,-54.8125,-12.234375,-12.5859375,-53.84375,-55.5625,-6.20703125,-6.359375,-1.375,1.71875
-54.5625,-52.59375,-10.71875,-10.328125,-47.90625,-52.40625,-5.95703125,-6.09375,-1.96875,4.5
-52.0625,-50.6875,-10.65625,-10.3828125,-54.5,-53.65625,-4.359375,-4.65625,-1.375,-0.84375
-51.46875,-52.6875,-10.6953125,-10.78125,-51.34375,-51.125,-4.91015625,-4.2578125,1.21875,-0.21875
-53.59375,-52.875,-11.5390625,-11.625,-53.0625,-54.59375,-4.90234375,-5.3828125,-0.71875,1.53125
-53.625,-53.0625,-12.796875,-13.2109375,-52.21875,-53.0,-4.83203125,-4.578125,-0.5625,0.78125
-38.875,-36.5,-10.203125,-10.4921875,-41.9375,-46.6875,-2.580078125,-2.9921875,-2.375,4.75
-33.59375,-33.40625,-9.84375,-10.1171875,-41.28125,-41.0625,-3.15625,-3.177734375,-0.1875,-0.21875
-37.09375,-33.875,-10.3671875,-10.4921875,-40.46875,-46.28125,-2.80859375,-3.50390625,-3.21875,5.8125
-35.8125,-34.53125,-9.4453125,-9.390625,-42.6875,-44.34375,-3.97265625,-3.115234375,-1.28125,1.65625
-38.53125,-35.875,-9.9609375,-10.1953125,-42.125,-46.03125,-3.65234375,-4.4921875,-2.65625,3.90625
-34.71875,-32.9375,-9.0546875,-9.2265625,-40.46875,-43.15625,-3.294921875,-3.337890625,-1.78125,2.6875
-34.96875,-34.6875,-10.2421875,-10.7421875,-40.78125,-42.84375,-3.19140625,-3.326171875,-0.28125,2.0625
-35.3125,-36.0,-8.4609375,-8.046875,-41.53125,-41.65625,-3.95703125,-2.7421875,0.6875,0.125
-34.9375,-35.0,-9.640625,-9.9296875,-42.75,-43.25,-3.69921875,-3.767578125,0.0625,0.5
-35.25,-33.9375,-9.0234375,-9.6484375,-39.21875,-42.78125,-3.1015625,-3.41015625,-1.3125,3.5625
-38.4375,-39.0,-7.20703125,-8.1171875,-42.46875,-43.3125,-4.58984375,-4.09765625,0.5625,0.84375
-38.625,-39.34375,-7.8984375,-7.87890625,-43.875,-43.90625,-4.35546875,-4.4921875,0.71875,0.03125
-38.65625,-38.53125,-8.46875,-8.609375,-41.0625,-42.9375,-4.05859375,-4.28515625,-0.125,1.875
-38.8125,-36.71875,-8.3359375,-8.65625,-40.625,-43.0,-4.921875,-5.32421875,-2.09375,2.375
-38.84375,-36.5625,-6.58984375,-7.796875,-40.71875,-45.78125,-4.2578125,-3.66015625,-2.28125,5.0625
-36.75,-37.65625,-8.8125,-8.96875,-41.34375,-39.59375,-4.47265625,-4.3828125,0.90625,-1.75
-38.28125,-39.8125,-7.9296875,-8.125,-44.125,-42.84375,-4.609375,-4.56640625,1.53125,-1.28125
-39.65625,-39.375,-7.27734375,-7.1171875,-45.25,-46.75,-3.84375,-4.0390625,-0.28125,1.5
-44.28125,-40.40625,-8.796875,-8.4453125,-45.53125,-48.6875,-4.25,-4.7109375,-3.875,3.15625
-38.28125,-39.84375,-7.70703125,-8.5390625,-44.03125,-43.09375,-4.41015625,-4.40625,1.5625,-0.9375
-42.125,-40.6875,-11.6953125,-11.0546875,-43.4375,-45.78125,-4.78515625,-4.71484375,-1.4375,2.34375
-40.5625,-40.15625,-10.671875,-10.328125,-44.0625,-44.9375,-5.0078125,-4.296875,-0.40625,0.875
-40.0625,-39.0,-11.3203125,-11.4296875,-43.15625,-44.53125,-3.67578125,-3.84765625,-1.0625,1.375
-39.6875,-39.625,-10.53125,-11.0703125,-43.34375,-44.46875,-4.76171875,-3.939453125,-0.0625,1.125
-39.4375,-38.3125,-10.546875,-11.0625,-40.65625,-44.375,-4.13671875,-3.591796875,-1.125,3.71875
-40.21875,-40.0625,-11.890625,-11.6328125,-44.21875,-44.09375,-4.19140625,-4.25,-0.15625,-0.125
-40.4375,-38.125,-10.703125,-10.984375,-42.46875,-45.1875,-4.14453125,-3.921875,-2.3125,2.71875
-38.3125,-37.46875,-9.7265625,-10.203125,-39.28125,-42.3125,-4.26953125,-3.841796875,-0.84375,3.03125
-43.4375,-41.65625,-14.8984375,-13.53125,-43.875,-45.3125,-4.91015625,-4.8046875,-1.78125,1.4375
-39.28125,-41.03125,-11.578125,-10.4296875,-45.0625,-43.59375,-3.8515625,-4.09765625,1.75,-1.46875
-45.4375,-45.78125,-12.734375,-13.2109375,-47.1875,-49.875,-4.2890625,-4.02734375,0.34375,2.6875
-44.46875,-46.1875,-14.078125,-14.5078125,-50.0,-49.875,-4.6171875,-4.3125,1.71875,-0.125
-43.78125,-44.84375,-12.859375,-13.5859375,-46.59375,-48.3125,-3.92578125,-4.05078125,1.0625,1.71875
-44.15625,-43.59375,-14.40625,-13.96875,-44.59375,-45.5,-5.015625,-5.34375,-0.5625,0.90625
-44.84375,-43.96875,-12.2421875,-12.5625,-44.875,-46.6875,-4.56640625,-4.2734375,-0.875,1.8125
-46.75,-46.0625,-13.4609375,-13.6875,-47.75,-50.53125,-4.0078125,-3.810546875,-0.6875,2.78125
-47.4375,-47.03125,-13.53125,-13.359375,-47.9375,-50.40625,-3.3984375,-3.478515625,-0.40625,2.46875
-46.78125,-45.59375,-12.9609375,-13.484375,-48.875,-51.0625,-4.421875,-4.1328125,-1.1875,2.1875
-47.1875,-46.71875,-13.40625,-13.5078125,-48.59375,-49.125,-4.28515625,-3.541015625,-0.46875,0.53125
-49.71875,-49.5,-13.4296875,-13.5859375,-50.6875,-51.71875,-4.1015625,-4.2890625,-0.21875,1.03125
-44.6875,-44.4375,-11.7890625,-11.8984375,-43.59375,-45.6875,-5.7421875,-6.08203125,-0.25,2.09375
-45.375,-47.28125,-11.2109375,-10.9375,-45.21875,-45.4375,-4.68359375,-4.69140625,1.90625,0.21875
-45.1875,-44.53125,-11.546875,-11.421875,-44.25,-45.15625,-4.51171875,-4.66796875,-0.65625,0.90625
-45.3125,-45.34375,-11.6171875,-11.28125,-46.40625,-45.6875,-5.80859375,-5.359375,0.03125,-0.71875
-44.0,-43.65625,-11.5078125,-11.1484375,-44.34375,-44.59375,-5.99609375,-4.921875,-0.34375,0.25
-44.375,-44.34375,-11.2109375,-10.859375,-45.9375,-43.96875,-5.9453125,-5.14453125,-0.03125,-1.96875
-47.6875,-45.8125,-12.0546875,-11.2734375,-45.125,-47.21875,-5.71875,-4.9921875,-1.875,2.09375
-46.21875,-46.46875,-11.5546875,-11.9296875,-45.875,-46.3125,-5.109375,-4.890625,0.25,0.4375
-44.34375,-43.75,-11.421875,-10.9296875,-43.34375,-45.71875,-4.91015625,-4.4921875,-0.59375,2.375
-48.09375,-45.78125,-12.2109375,-12.2421875,-45.25,-48.9375,-6.1875,-5.60546875,-2.3125,3.6875
-44.46875,-43.28125,-11.8828125,-11.8046875,-45.875,-47.625,-3.9921875,-4.21875,-1.1875,1.75
-41.9375,-43.78125,-11.6171875,-12.5234375,-43.28125,-43.84375,-3.9453125,-3.771484375,1.84375,0.5625
-44.3125,-42.71875,-13.234375,-11.8515625,-43.0,-49.8125,-3.333984375,-2.853515625,-1.59375,6.8125
-44.25,-45.21875,-9.75,-11.0234375,-44.375,-44.875,-3.765625,-3.767578125,0.96875,0.5
-43.46875,-43.875,-11.375,-11.6171875,-42.9375,-43.3125,-4.23828125,-4.71875,0.40625,0.375
-43.53125,-44.21875,-10.921875,-11.4609375,-46.375,-45.875,-3.958984375,-4.13671875,0.6875,-0.5
-44.46875,-42.875,-12.2109375,-12.5234375,-46.34375,-48.28125,-4.0859375,-4.2265625,-1.59375,1.9375
-47.71875,-46.03125,-12.0390625,-12.7734375,-48.0625,-48.28125,-4.5390625,-4.625,-1.6875,0.21875
-41.40625,-42.75,-10.78125,-10.8515625,-46.3125,-45.9375,-3.9140625,-3.455078125,1.34375,-0.375
-41.90625,-43.40625,-12.0,-11.9453125,-49.5,-47.71875,-3.55078125,-4.25,1.5,-1.78125
-47.03125,-49.8125,-12.1015625,-12.0390625,-49.03125,-49.1875,-4.40234375,-5.39453125,2.78125,0.15625
-48.15625,-48.0625,-11.2734375,-11.7109375,-46.65625,-48.84375,-3.841796875,-4.02734375,-0.09375,2.1875
-47.59375,-48.75,-11.6171875,-12.5859375,-46.75,-47.3125,-4.1484375,-4.3125,1.15625,0.5625
-48.4375,-46.28125,-11.1953125,-11.1015625,-46.59375,-49.125,-3.611328125,-5.29296875,-2.15625,2.53125
-49.125,-50.84375,-13.4765625,-13.3515625,-47.65625,-47.0,-4.33203125,-4.3828125,1.71875,-0.65625
-50.03125,-49.40625,-11.8515625,-11.734375,-46.46875,-47.75,-4.06640625,-4.32421875,-0.625,1.28125
-49.0625,-47.40625,-12.125,-11.953125,-46.8125,-49.28125,-4.18359375,-5.109375,-1.65625,2.46875
-50.125,-48.1875,-11.1640625,-11.0390625,-48.28125,-49.40625,-4.1953125,-4.58984375,-1.9375,1.125
-46.90625,-46.78125,-11.4453125,-10.953125,-46.75,-47.875,-4.0625,-4.640625,-0.125,1.125
-48.65625,-47.75,-10.921875,-10.6796875,-46.125,-49.46875,-3.84765625,-4.5390625,-0.90625,3.34375
-44.625,-43.28125,-7.75,-8.2109375,-44.71875,-47.5,-5.4375,-5.01953125,-1.34375,2.78125
-42.53125,-41.46875,-9.9609375,-7.390625,-43.6875,-46.34375,-4.75390625,-6.046875,-1.0625,2.65625
-41.59375,-40.8125,-8.84375,-9.34375,-43.9375,-45.875,-4.89453125,-5.05859375,-0.78125,1.9375
-41.5,-42.65625,-7.97265625,-7.828125,-44.25,-44.9375,-4.9140625,-4.5625,1.15625,0.6875
-43.0625,-41.90625,-8.234375,-8.140625,-43.21875,-46.40625,-4.1875,-4.77734375,-1.15625,3.1875
-42.5625,-41.90625,-8.0703125,-8.15625,-43.0625,-46.09375,-4.671875,-5.3125,-0.65625,3.03125
-43.9375,-43.0,-8.265625,-8.6171875,-44.875,-45.65625,-4.84375,-5.03125,-0.9375,0.78125
-41.53125,-41.0,-9.265625,-9.203125,-43.125,-45.5,-4.8046875,-5.05859375,-0.53125,2.375
-42.90625,-42.71875,-8.0546875,-8.2421875,-44.84375,-46.03125,-4.41796875,-4.03125,-0.1875,1.1875
-40.1875,-40.375,-8.5859375,-7.59375,-41.90625,-45.9375,-4.546875,-5.12109375,0.1875,4.03125
-42.59375,-43.71875,-11.3046875,-12.890625,-44.8125,-44.9375,-4.50390625,-4.2421875,1.125,0.125
-38.0,-40.4375,-10.640625,-10.9453125,-42.59375,-42.96875,-3.2265625,-3.841796875,2.4375,0.375
-39.84375,-40.71875,-11.0390625,-12.7578125,-41.125,-41.90625,-3.111328125,-3.29296875,0.875,0.78125
-41.75,-40.84375,-11.953125,-11.703125,-42.28125,-43.5,-4.1171875,-3.994140625,-0.90625,1.21875
-38.1875,-39.875,-10.828125,-11.1015625,-41.5625,-41.71875,-2.865234375,-2.8046875,1.6875,0.15625
-40.125,-38.96875,-12.84375,-10.859375,-40.875,-42.1875,-2.939453125,-4.6875,-1.15625,1.3125
-42.125,-42.625,-12.0,-11.6796875,-42.8125,-44.46875,-4.02734375,-4.1953125,0.5,1.65625
-39.9375,-39.875,-12.828125,-11.9921875,-41.46875,-41.46875,-3.93359375,-4.2734375,-0.0625,0.0
-42.84375,-40.8125,-13.390625,-12.9375,-42.21875,-44.71875,-4.26171875,-4.63671875,-2.03125,2.5
-43.15625,-41.21875,-13.125,-12.4921875,-43.0625,-43.53125,-3.435546875,-3.96484375,-1.9375,0.46875
-40.8125,-39.3125,-6.734375,-7.4140625,-41.9375,-43.96875,-5.609375,-5.9375,-1.5,2.03125
-42.125,-41.625,-6.18359375,-6.6328125,-43.25,-45.15625,-5.85546875,-6.0390625,-0.5,1.90625
-38.34375,-38.4375,-7.3515625,-6.828125,-40.53125,-40.65625,-5.7109375,-6.14453125,0.09375,0.125
-40.28125,-38.40625,-7.4375,-7.0234375,-42.03125,-44.0625,-5.79296875,-6.2421875,-1.875,2.03125
-42.4375,-40.84375,-6.32421875,-6.078125,-43.5625,-45.4375,-6.5625,-6.36328125,-1.59375,1.875
-41.375,-43.15625,-6.4453125,-8.1171875,-45.6875,-45.40625,-6.68359375,-6.421875,1.78125,-0.28125
-40.96875,-38.09375,-7.90234375,-7.1953125,-41.75,-44.34375,-5.578125,-6.31640625,-2.875,2.59375
-42.0,-40.46875,-6.265625,-6.4609375,-42.59375,-45.15625,-6.484375,-6.953125,-1.53125,2.5625
-41.46875,-41.0625,-6.6171875,-6.8359375,-42.8125,-44.84375,-5.05078125,-5.69921875,-0.40625,2.03125
-40.5,-40.46875,-6.3203125,-6.4296875,-42.3125,-44.03125,-5.921875,-6.22265625,-0.03125,1.71875
-48.71875,-46.5,-12.390625,-10.5078125,-53.3125,-56.0625,-4.84765625,-6.00390625,-2.21875,2.75
-43.28125,-42.75,-10.65625,-10.7734375,-49.15625,-52.4375,-5.18359375,-6.125,-0.53125,3.28125
-42.40625,-42.9375,-11.046875,-10.875,-48.5625,-50.40625,-5.18359375,-6.328125,0.53125,1.84375
-44.96875,-43.90625,-11.6640625,-10.9765625,-50.09375,-51.46875,-3.63671875,-3.2890625,-1.0625,1.375
-45.21875,-42.875,-11.3359375,-9.828125,-51.6875,-53.03125,-5.49609375,-7.19140625,-2.34375,1.34375
-45.5,-45.4375,-11.09375,-10.921875,-52.03125,-55.21875,-4.98828125,-6.1171875,-0.0625,3.1875
-45.96875,-45.875,-10.265625,-9.484375,-51.125,-56.25,-4.015625,-5.359375,-0.09375,5.125
-44.1875,-44.4375,-9.9609375,-9.9296875,-50.875,-53.375,-4.44140625,-4.81640625,0.25,2.5
-41.125,-42.28125,-10.34375,-10.3046875,-50.1875,-50.8125,-4.40625,-5.6015625,1.15625,0.625
-46.15625,-45.59375,-10.9140625,-10.6328125,-51.875,-52.15625,-4.91015625,-5.44140625,-0.5625,0.28125
-38.71875,-37.71875,-11.15625,-10.359375,-39.46875,-41.59375,-3.11328125,-3.630859375,-1.0,2.125
-37.9375,-37.75,-10.21875,-10.0625,-41.1875,-42.0,-3.84375,-4.23828125,-0.1875,0.8125
-39.34375,-39.1875,-10.296875,-10.3984375,-42.1875,-43.5,-4.2421875,-4.4296875,-0.15625,1.3125
-40.875,-40.0,-10.75,-11.015625,-43.625,-44.25,-4.2265625,-4.3046875,-0.875,0.625
-37.5625,-38.34375,-11.5390625,-10.8515625,-41.1875,-42.03125,-4.203125,-4.83203125,0.78125,0.84375
-39.46875,-41.46875,-10.5,-11.8515625,-43.0,-42.8125,-4.390625,-4.42578125,2.0,-0.1875
-36.0,-37.46875,-8.84375,-9.34375,-39.625,-40.4375,-4.2890625,-4.28515625,1.46875,0.8125
-39.96875,-40.84375,-12.4140625,-12.5703125,-42.0,-42.5,-4.12109375,-4.828125,0.875,0.5
-39.75,-39.75,-11.609375,-11.84375,-42.25,-42.78125,-3.865234375,-4.30859375,0.0,0.53125
-40.65625,-37.6875,-12.703125,-10.0859375,-39.875,-43.9375,-4.02734375,-5.75,-2.96875,4.0625
-45.625,-45.25,-7.1015625,-7.27734375,-46.59375,-47.46875,-4.01171875,-3.751953125,-0.375,0.875
-45.21875,-44.34375,-7.23046875,-6.73828125,-45.3125,-47.71875,-3.572265625,-3.76953125,-0.875,2.40625
-44.75,-44.53125,-8.96875,-8.96875,-45.0625,-45.9375,-3.986328125,-4.86328125,-0.21875,0.875
-43.84375,-43.875,-6.84375,-7.07421875,-45.90625,-46.90625,-4.08203125,-4.46875,0.03125,1.0
-42.90625,-44.0,-6.1640625,-6.88671875,-46.3125,-46.53125,-3.775390625,-4.0390625,1.09375,0.21875
-43.625,-44.3125,-6.66796875,-7.10546875,-45.9375,-46.15625,-4.05859375,-4.10546875,0.6875,0.21875
-43.75,-43.375,-7.140625,-7.90625,-46.375,-48.09375,-3.896484375,-3.623046875,-0.375,1.71875
-43.96875,-43.28125,-6.76953125,-6.60546875,-45.78125,-46.4375,-3.8359375,-3.9921875,-0.6875,0.65625
-46.21875,-45.40625,-11.2265625,-10.0234375,-45.875,-47.40625,-4.31640625,-5.7109375,-0.8125,1.53125
-44.21875,-43.375,-9.28125,-8.625,-42.9375,-44.21875,-3.376953125,-4.5546875,-0.84375,1.28125
-42.15625,-40.5,-9.515625,-9.6171875,-44.5,-46.15625,-4.80859375,-5.56640625,-1.65625,1.65625
-40.1875,-40.15625,-9.1328125,-8.4296875,-45.96875,-47.3125,-5.3203125,-6.0703125,-0.03125,1.34375
-38.75,-39.28125,-8.6171875,-8.453125,-42.3125,-44.59375,-4.91015625,-5.3359375,0.53125,2.28125
-41.125,-41.34375,-9.2578125,-9.1953125,-46.8125,-47.90625,-5.38671875,-5.69921875,0.21875,1.09375
-44.5,-43.09375,-8.765625,-9.3125,-48.75,-50.0,-5.41796875,-5.41015625,-1.40625,1.25
-40.9375,-40.40625,-9.75,-10.0390625,-43.9375,-46.3125,-5.34765625,-5.9140625,-0.53125,2.375
-44.46875,-42.0625,-9.25,-8.734375,-46.75,-48.96875,-4.8828125,-4.89453125,-2.40625,2.21875
-42.0,-41.8125,-9.4765625,-9.28125,-47.1875,-49.28125,-4.86328125,-5.8046875,-0.1875,2.09375
-39.375,-40.8125,-8.234375,-9.09375,-43.96875,-46.25,-5.5546875,-5.73046875,1.4375,2.28125
-42.5625,-41.96875,-10.1328125,-9.1875,-46.1875,-47.71875,-5.17578125,-5.609375,-0.59375,1.53125
-39.4375,-40.71875,-9.7578125,-9.3828125,-43.9375,-43.46875,-3.439453125,-3.951171875,1.28125,-0.46875
-42.0,-41.625,-9.3671875,-10.234375,-44.125,-44.90625,-3.48828125,-3.705078125,-0.375,0.78125
-41.1875,-42.0625,-10.9765625,-11.46875,-42.9375,-44.0625,-3.736328125,-3.677734375,0.875,1.125
-41.96875,-40.3125,-10.9609375,-10.203125,-39.5625,-44.25,-3.3515625,-5.078125,-1.65625,4.6875
-40.375,-38.8125,-11.0625,-10.1015625,-38.78125,-43.5625,-3.392578125,-4.5234375,-1.5625,4.78125
-39.03125,-39.4375,-9.09375,-9.9609375,-41.28125,-42.375,-3.484375,-3.564453125,0.40625,1.09375
-40.625,-41.59375,-9.9375,-10.1328125,-41.8125,-41.40625,-3.345703125,-3.466796875,0.96875,-0.40625
-41.03125,-41.6875,-10.28125,-11.2890625,-43.5,-45.5,-3.453125,-4.29296875,0.65625,2.0
-43.375,-42.5,-11.0,-11.0859375,-43.75,-44.75,-3.669921875,-4.19921875,-0.875,1.0
-38.53125,-40.8125,-7.98046875,-9.296875,-41.96875,-42.65625,-3.099609375,-3.033203125,2.28125,0.6875
-39.5,-39.25,-10.7890625,-10.890625,-40.125,-41.34375,-3.755859375,-2.900390625,-0.25,1.21875
-40.625,-40.75,-12.1328125,-12.71875,-39.78125,-41.21875,-4.015625,-3.2109375,0.125,1.4375
-42.4375,-42.15625,-11.9140625,-12.0078125,-41.65625,-40.53125,-3.328125,-3.416015625,-0.28125,-1.125
