condition,prompt,alpha,direction_type,random_id,group,prob_mass
human_ambiguous,The teacher,0.0,random,4,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,4,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,4,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,4,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,4,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,4,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,4,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,4,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,4,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.0,random,5,Passive Entry (Auxiliaries),0.16031311452388763
human_ambiguous,The girl,0.0,random,5,Active Entry (Main Verbs),0.005370724014937878
human_ambiguous,The girl,0.0,random,5,Unrelated (Control),0.00467470521107316
human_ambiguous,The teacher,0.0,random,5,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,5,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,5,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,5,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,5,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,5,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,5,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,5,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,5,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.0,random,6,Passive Entry (Auxiliaries),0.16031311452388763
human_ambiguous,The girl,0.0,random,6,Active Entry (Main Verbs),0.005370724014937878
human_ambiguous,The girl,0.0,random,6,Unrelated (Control),0.00467470521107316
human_ambiguous,The teacher,0.0,random,6,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,6,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,6,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,6,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,6,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,6,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,6,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,6,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,6,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.0,random,7,Passive Entry (Auxiliaries),0.16031311452388763
human_ambiguous,The girl,0.0,random,7,Active Entry (Main Verbs),0.005370724014937878
human_ambiguous,The girl,0.0,random,7,Unrelated (Control),0.00467470521107316
human_ambiguous,The teacher,0.0,random,7,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,7,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,7,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,7,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,7,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,7,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,7,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,7,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,7,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.0,random,8,Passive Entry (Auxiliaries),0.16031311452388763
human_ambiguous,The girl,0.0,random,8,Active Entry (Main Verbs),0.005370724014937878
human_ambiguous,The girl,0.0,random,8,Unrelated (Control),0.00467470521107316
human_ambiguous,The teacher,0.0,random,8,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,8,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,8,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,8,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,8,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,8,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,8,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,8,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,8,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.0,random,9,Passive Entry (Auxiliaries),0.16031311452388763
human_ambiguous,The girl,0.0,random,9,Active Entry (Main Verbs),0.005370724014937878
human_ambiguous,The girl,0.0,random,9,Unrelated (Control),0.00467470521107316
human_ambiguous,The teacher,0.0,random,9,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,9,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,9,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,9,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,9,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,9,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,9,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,9,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,9,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.0,random,10,Passive Entry (Auxiliaries),0.16031311452388763
human_ambiguous,The girl,0.0,random,10,Active Entry (Main Verbs),0.005370724014937878
human_ambiguous,The girl,0.0,random,10,Unrelated (Control),0.00467470521107316
human_ambiguous,The teacher,0.0,random,10,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,10,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,10,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,10,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,10,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,10,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,10,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,10,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,10,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.0,random,11,Passive Entry (Auxiliaries),0.16031311452388763
human_ambiguous,The girl,0.0,random,11,Active Entry (Main Verbs),0.005370724014937878
human_ambiguous,The girl,0.0,random,11,Unrelated (Control),0.00467470521107316
human_ambiguous,The teacher,0.0,random,11,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,11,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,11,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,11,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,11,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,11,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,11,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,11,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,11,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.0,random,12,Passive Entry (Auxiliaries),0.16031311452388763
human_ambiguous,The girl,0.0,random,12,Active Entry (Main Verbs),0.005370724014937878
human_ambiguous,The girl,0.0,random,12,Unrelated (Control),0.00467470521107316
human_ambiguous,The teacher,0.0,random,12,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,12,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,12,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,12,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,12,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,12,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,12,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,12,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,12,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.0,random,13,Passive Entry (Auxiliaries),0.16031311452388763
human_ambiguous,The girl,0.0,random,13,Active Entry (Main Verbs),0.005370724014937878
human_ambiguous,The girl,0.0,random,13,Unrelated (Control),0.00467470521107316
human_ambiguous,The teacher,0.0,random,13,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,13,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,13,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,13,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,13,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,13,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,13,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,13,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,13,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.0,random,14,Passive Entry (Auxiliaries),0.16031311452388763
human_ambiguous,The girl,0.0,random,14,Active Entry (Main Verbs),0.005370724014937878
human_ambiguous,The girl,0.0,random,14,Unrelated (Control),0.00467470521107316
human_ambiguous,The teacher,0.0,random,14,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,14,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,14,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,14,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,14,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,14,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,14,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,14,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,14,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.0,random,15,Passive Entry (Auxiliaries),0.16031311452388763
human_ambiguous,The girl,0.0,random,15,Active Entry (Main Verbs),0.005370724014937878
human_ambiguous,The girl,0.0,random,15,Unrelated (Control),0.00467470521107316
human_ambiguous,The teacher,0.0,random,15,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,15,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,15,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,15,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,15,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,15,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,15,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,15,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,15,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.0,random,16,Passive Entry (Auxiliaries),0.16031311452388763
human_ambiguous,The girl,0.0,random,16,Active Entry (Main Verbs),0.005370724014937878
human_ambiguous,The girl,0.0,random,16,Unrelated (Control),0.00467470521107316
human_ambiguous,The teacher,0.0,random,16,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,16,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,16,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,16,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,16,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,16,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,16,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,16,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,16,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.0,random,17,Passive Entry (Auxiliaries),0.16031311452388763
human_ambiguous,The girl,0.0,random,17,Active Entry (Main Verbs),0.005370724014937878
human_ambiguous,The girl,0.0,random,17,Unrelated (Control),0.00467470521107316
human_ambiguous,The teacher,0.0,random,17,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,17,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,17,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,17,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,17,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,17,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,17,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,17,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,17,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.0,random,18,Passive Entry (Auxiliaries),0.16031311452388763
human_ambiguous,The girl,0.0,random,18,Active Entry (Main Verbs),0.005370724014937878
human_ambiguous,The girl,0.0,random,18,Unrelated (Control),0.00467470521107316
human_ambiguous,The teacher,0.0,random,18,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,18,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,18,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,18,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,18,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,18,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,18,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,18,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,18,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.0,random,19,Passive Entry (Auxiliaries),0.16031311452388763
human_ambiguous,The girl,0.0,random,19,Active Entry (Main Verbs),0.005370724014937878
human_ambiguous,The girl,0.0,random,19,Unrelated (Control),0.00467470521107316
human_ambiguous,The teacher,0.0,random,19,Passive Entry (Auxiliaries),0.11172134429216385
human_ambiguous,The teacher,0.0,random,19,Active Entry (Main Verbs),0.0018597670132294297
human_ambiguous,The teacher,0.0,random,19,Unrelated (Control),0.0026050619781017303
human_ambiguous,The doctor,0.0,random,19,Passive Entry (Auxiliaries),0.0741623267531395
human_ambiguous,The doctor,0.0,random,19,Active Entry (Main Verbs),0.0021798538509756327
human_ambiguous,The doctor,0.0,random,19,Unrelated (Control),0.004836929962038994
human_ambiguous,The soldier,0.0,random,19,Passive Entry (Auxiliaries),0.1338193118572235
human_ambiguous,The soldier,0.0,random,19,Active Entry (Main Verbs),0.005150614771991968
human_ambiguous,The soldier,0.0,random,19,Unrelated (Control),0.0075260973535478115
human_ambiguous,The girl,0.25,PC1,-1,Passive Entry (Auxiliaries),0.14231626689434052
human_ambiguous,The girl,0.25,PC1,-1,Active Entry (Main Verbs),0.005578948184847832
human_ambiguous,The girl,0.25,PC1,-1,Unrelated (Control),0.0058506266213953495
human_ambiguous,The teacher,0.25,PC1,-1,Passive Entry (Auxiliaries),0.11236681044101715
human_ambiguous,The teacher,0.25,PC1,-1,Active Entry (Main Verbs),0.0017473162151873112
human_ambiguous,The teacher,0.25,PC1,-1,Unrelated (Control),0.002548955148085952
human_ambiguous,The doctor,0.25,PC1,-1,Passive Entry (Auxiliaries),0.08938565105199814
human_ambiguous,The doctor,0.25,PC1,-1,Active Entry (Main Verbs),0.002686162479221821
human_ambiguous,The doctor,0.25,PC1,-1,Unrelated (Control),0.005901986733078957
human_ambiguous,The soldier,0.25,PC1,-1,Passive Entry (Auxiliaries),0.126062273979187
human_ambiguous,The soldier,0.25,PC1,-1,Active Entry (Main Verbs),0.004997065756469965
human_ambiguous,The soldier,0.25,PC1,-1,Unrelated (Control),0.007234838325530291
human_ambiguous,The girl,0.25,random,0,Passive Entry (Auxiliaries),0.16041521728038788
human_ambiguous,The girl,0.25,random,0,Active Entry (Main Verbs),0.005986570380628109
human_ambiguous,The girl,0.25,random,0,Unrelated (Control),0.0053348117507994175
human_ambiguous,The teacher,0.25,random,0,Passive Entry (Auxiliaries),0.10441798716783524
human_ambiguous,The teacher,0.25,random,0,Active Entry (Main Verbs),0.002318846993148327
human_ambiguous,The teacher,0.25,random,0,Unrelated (Control),0.00243915943428874
human_ambiguous,The doctor,0.25,random,0,Passive Entry (Auxiliaries),0.07616708427667618
human_ambiguous,The doctor,0.25,random,0,Active Entry (Main Verbs),0.0022005680948495865
human_ambiguous,The doctor,0.25,random,0,Unrelated (Control),0.004033819772303104
human_ambiguous,The soldier,0.25,random,0,Passive Entry (Auxiliaries),0.1405358761548996
human_ambiguous,The soldier,0.25,random,0,Active Entry (Main Verbs),0.0052994065918028355
human_ambiguous,The soldier,0.25,random,0,Unrelated (Control),0.006739168427884579
human_ambiguous,The girl,0.25,random,1,Passive Entry (Auxiliaries),0.15476280450820923
human_ambiguous,The girl,0.25,random,1,Active Entry (Main Verbs),0.004933374933898449
human_ambiguous,The girl,0.25,random,1,Unrelated (Control),0.00486144470050931
human_ambiguous,The teacher,0.25,random,1,Passive Entry (Auxiliaries),0.11042913049459457
human_ambiguous,The teacher,0.25,random,1,Active Entry (Main Verbs),0.0015538429142907262
human_ambiguous,The teacher,0.25,random,1,Unrelated (Control),0.0029073813930153847
human_ambiguous,The doctor,0.25,random,1,Passive Entry (Auxiliaries),0.07993345707654953
human_ambiguous,The doctor,0.25,random,1,Active Entry (Main Verbs),0.002084277104586363
human_ambiguous,The doctor,0.25,random,1,Unrelated (Control),0.006176860071718693
human_ambiguous,The soldier,0.25,random,1,Passive Entry (Auxiliaries),0.13619168102741241
human_ambiguous,The soldier,0.25,random,1,Active Entry (Main Verbs),0.00448135519400239
human_ambiguous,The soldier,0.25,random,1,Unrelated (Control),0.008171976543962955
human_ambiguous,The girl,0.25,random,2,Passive Entry (Auxiliaries),0.1376383900642395
human_ambiguous,The girl,0.25,random,2,Active Entry (Main Verbs),0.0052564870566129684
human_ambiguous,The girl,0.25,random,2,Unrelated (Control),0.006709498818963766
human_ambiguous,The teacher,0.25,random,2,Passive Entry (Auxiliaries),0.11468403041362762
human_ambiguous,The teacher,0.25,random,2,Active Entry (Main Verbs),0.002039663027971983
human_ambiguous,The teacher,0.25,random,2,Unrelated (Control),0.003113427897915244
human_ambiguous,The doctor,0.25,random,2,Passive Entry (Auxiliaries),0.07806529104709625
human_ambiguous,The doctor,0.25,random,2,Active Entry (Main Verbs),0.0024698697961866856
human_ambiguous,The doctor,0.25,random,2,Unrelated (Control),0.004479685798287392
human_ambiguous,The soldier,0.25,random,2,Passive Entry (Auxiliaries),0.12201594561338425
human_ambiguous,The soldier,0.25,random,2,Active Entry (Main Verbs),0.005849129520356655
human_ambiguous,The soldier,0.25,random,2,Unrelated (Control),0.006601330824196339
human_ambiguous,The girl,0.25,random,3,Passive Entry (Auxiliaries),0.1346292644739151
human_ambiguous,The girl,0.25,random,3,Active Entry (Main Verbs),0.004287015646696091
human_ambiguous,The girl,0.25,random,3,Unrelated (Control),0.007396926637738943
human_ambiguous,The teacher,0.25,random,3,Passive Entry (Auxiliaries),0.10374019294977188
human_ambiguous,The teacher,0.25,random,3,Active Entry (Main Verbs),0.0017402134835720062
human_ambiguous,The teacher,0.25,random,3,Unrelated (Control),0.002782236784696579
human_ambiguous,The doctor,0.25,random,3,Passive Entry (Auxiliaries),0.07096071541309357
human_ambiguous,The doctor,0.25,random,3,Active Entry (Main Verbs),0.002059366088360548
human_ambiguous,The doctor,0.25,random,3,Unrelated (Control),0.0055516608990728855
human_ambiguous,The soldier,0.25,random,3,Passive Entry (Auxiliaries),0.11748690158128738
human_ambiguous,The soldier,0.25,random,3,Active Entry (Main Verbs),0.00445157615467906
human_ambiguous,The soldier,0.25,random,3,Unrelated (Control),0.011041379533708096
human_ambiguous,The girl,0.25,random,4,Passive Entry (Auxiliaries),0.17246213555335999
human_ambiguous,The girl,0.25,random,4,Active Entry (Main Verbs),0.0050122421234846115
human_ambiguous,The girl,0.25,random,4,Unrelated (Control),0.004164423327893019
human_ambiguous,The teacher,0.25,random,4,Passive Entry (Auxiliaries),0.11704983562231064
human_ambiguous,The teacher,0.25,random,4,Active Entry (Main Verbs),0.0015591706614941359
human_ambiguous,The teacher,0.25,random,4,Unrelated (Control),0.003154064528644085
human_ambiguous,The doctor,0.25,random,4,Passive Entry (Auxiliaries),0.08005419373512268
human_ambiguous,The doctor,0.25,random,4,Active Entry (Main Verbs),0.0019604098051786423
human_ambiguous,The doctor,0.25,random,4,Unrelated (Control),0.004954765550792217
human_ambiguous,The soldier,0.25,random,4,Passive Entry (Auxiliaries),0.1508917361497879
human_ambiguous,The soldier,0.25,random,4,Active Entry (Main Verbs),0.004160774871706963
human_ambiguous,The soldier,0.25,random,4,Unrelated (Control),0.005816212389618158
human_ambiguous,The girl,0.25,random,5,Passive Entry (Auxiliaries),0.16527502238750458
human_ambiguous,The girl,0.25,random,5,Active Entry (Main Verbs),0.004240140318870544
human_ambiguous,The girl,0.25,random,5,Unrelated (Control),0.0036618527956306934
human_ambiguous,The teacher,0.25,random,5,Passive Entry (Auxiliaries),0.11880754679441452
human_ambiguous,The teacher,0.25,random,5,Active Entry (Main Verbs),0.0016199212986975908
human_ambiguous,The teacher,0.25,random,5,Unrelated (Control),0.002526612486690283
human_ambiguous,The doctor,0.25,random,5,Passive Entry (Auxiliaries),0.07945896685123444
human_ambiguous,The doctor,0.25,random,5,Active Entry (Main Verbs),0.0017099631950259209
human_ambiguous,The doctor,0.25,random,5,Unrelated (Control),0.00447255140170455
human_ambiguous,The soldier,0.25,random,5,Passive Entry (Auxiliaries),0.13792406022548676
human_ambiguous,The soldier,0.25,random,5,Active Entry (Main Verbs),0.0032168147154152393
human_ambiguous,The soldier,0.25,random,5,Unrelated (Control),0.005649585276842117
human_ambiguous,The girl,0.25,random,6,Passive Entry (Auxiliaries),0.14994944632053375
human_ambiguous,The girl,0.25,random,6,Active Entry (Main Verbs),0.004422715865075588
human_ambiguous,The girl,0.25,random,6,Unrelated (Control),0.008087368682026863
human_ambiguous,The teacher,0.25,random,6,Passive Entry (Auxiliaries),0.10881370306015015
human_ambiguous,The teacher,0.25,random,6,Active Entry (Main Verbs),0.0017194520914927125
human_ambiguous,The teacher,0.25,random,6,Unrelated (Control),0.0024480719584971666
human_ambiguous,The doctor,0.25,random,6,Passive Entry (Auxiliaries),0.0809253379702568
human_ambiguous,The doctor,0.25,random,6,Active Entry (Main Verbs),0.002162347547709942
human_ambiguous,The doctor,0.25,random,6,Unrelated (Control),0.004950928967446089
human_ambiguous,The soldier,0.25,random,6,Passive Entry (Auxiliaries),0.11442597210407257
human_ambiguous,The soldier,0.25,random,6,Active Entry (Main Verbs),0.005404113791882992
human_ambiguous,The soldier,0.25,random,6,Unrelated (Control),0.009012099355459213
human_ambiguous,The girl,0.25,random,7,Passive Entry (Auxiliaries),0.13552866876125336
human_ambiguous,The girl,0.25,random,7,Active Entry (Main Verbs),0.006776370573788881
human_ambiguous,The girl,0.25,random,7,Unrelated (Control),0.006104057654738426
human_ambiguous,The teacher,0.25,random,7,Passive Entry (Auxiliaries),0.10122715681791306
human_ambiguous,The teacher,0.25,random,7,Active Entry (Main Verbs),0.0021988386288285255
human_ambiguous,The teacher,0.25,random,7,Unrelated (Control),0.00284363841637969
human_ambiguous,The doctor,0.25,random,7,Passive Entry (Auxiliaries),0.06829056888818741
human_ambiguous,The doctor,0.25,random,7,Active Entry (Main Verbs),0.002373385475948453
human_ambiguous,The doctor,0.25,random,7,Unrelated (Control),0.004215907771140337
human_ambiguous,The soldier,0.25,random,7,Passive Entry (Auxiliaries),0.10486763715744019
human_ambiguous,The soldier,0.25,random,7,Active Entry (Main Verbs),0.0064712692983448505
human_ambiguous,The soldier,0.25,random,7,Unrelated (Control),0.009268819354474545
human_ambiguous,The girl,0.25,random,8,Passive Entry (Auxiliaries),0.14264769852161407
human_ambiguous,The girl,0.25,random,8,Active Entry (Main Verbs),0.0048028891906142235
human_ambiguous,The girl,0.25,random,8,Unrelated (Control),0.00892401859164238
human_ambiguous,The teacher,0.25,random,8,Passive Entry (Auxiliaries),0.10600685328245163
human_ambiguous,The teacher,0.25,random,8,Active Entry (Main Verbs),0.0012904086615890265
human_ambiguous,The teacher,0.25,random,8,Unrelated (Control),0.0028186666313558817
human_ambiguous,The doctor,0.25,random,8,Passive Entry (Auxiliaries),0.06521393358707428
human_ambiguous,The doctor,0.25,random,8,Active Entry (Main Verbs),0.002246010582894087
human_ambiguous,The doctor,0.25,random,8,Unrelated (Control),0.00421173544600606
human_ambiguous,The soldier,0.25,random,8,Passive Entry (Auxiliaries),0.13097411394119263
human_ambiguous,The soldier,0.25,random,8,Active Entry (Main Verbs),0.006444352213293314
human_ambiguous,The soldier,0.25,random,8,Unrelated (Control),0.007537844590842724
human_ambiguous,The girl,0.25,random,9,Passive Entry (Auxiliaries),0.14620602130889893
human_ambiguous,The girl,0.25,random,9,Active Entry (Main Verbs),0.005217861849814653
human_ambiguous,The girl,0.25,random,9,Unrelated (Control),0.008938286453485489
human_ambiguous,The teacher,0.25,random,9,Passive Entry (Auxiliaries),0.12167803943157196
human_ambiguous,The teacher,0.25,random,9,Active Entry (Main Verbs),0.0018205512315034866
human_ambiguous,The teacher,0.25,random,9,Unrelated (Control),0.003301674500107765
human_ambiguous,The doctor,0.25,random,9,Passive Entry (Auxiliaries),0.08513312041759491
human_ambiguous,The doctor,0.25,random,9,Active Entry (Main Verbs),0.002494814107194543
human_ambiguous,The doctor,0.25,random,9,Unrelated (Control),0.0068449415266513824
human_ambiguous,The soldier,0.25,random,9,Passive Entry (Auxiliaries),0.15392068028450012
human_ambiguous,The soldier,0.25,random,9,Active Entry (Main Verbs),0.005081568844616413
human_ambiguous,The soldier,0.25,random,9,Unrelated (Control),0.006873175501823425
human_ambiguous,The girl,0.25,random,10,Passive Entry (Auxiliaries),0.15321429073810577
human_ambiguous,The girl,0.25,random,10,Active Entry (Main Verbs),0.00493019400164485
human_ambiguous,The girl,0.25,random,10,Unrelated (Control),0.005888597574084997
human_ambiguous,The teacher,0.25,random,10,Passive Entry (Auxiliaries),0.1236482709646225
human_ambiguous,The teacher,0.25,random,10,Active Entry (Main Verbs),0.0016145182307809591
human_ambiguous,The teacher,0.25,random,10,Unrelated (Control),0.00361654139123857
human_ambiguous,The doctor,0.25,random,10,Passive Entry (Auxiliaries),0.08193762600421906
