item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,generation_class
247,prompt_active,active,a son follows a student .,a student is followed by a son .,The student beat the son .,other
247,prompt_passive,passive,a son follows a student .,a student is followed by a son .,The student was beaten by the son .,other
247,prompt_no_prime,no_prime,a son follows a student .,a student is followed by a son .,The son hit the student .,other
247,prompt_filler,filler,a son follows a student .,a student is followed by a son .,The market opened after sunrise .,other
248,prompt_active,active,the student followed the teacher .,the teacher was followed by the student .,The student follows the teacher .,active_structural
248,prompt_passive,passive,the student followed the teacher .,the teacher was followed by the student .,The student followed the teacher .,active_exact
248,prompt_no_prime,no_prime,the student followed the teacher .,the teacher was followed by the student .,The student did it to the teacher .,other
248,prompt_filler,filler,the student followed the teacher .,the teacher was followed by the student .,The blanket dried on the line .,other
249,prompt_active,active,the teacher follows the uncle .,the uncle is followed by the teacher .,The teacher carried the uncle .,other
249,prompt_passive,passive,the teacher follows the uncle .,the uncle is followed by the teacher .,The teacher carried the uncle .,other
249,prompt_no_prime,no_prime,the teacher follows the uncle .,the uncle is followed by the teacher .,The teacher did it to the uncle .,other
249,prompt_filler,filler,the teacher follows the uncle .,the uncle is followed by the teacher .,The teacher did it to the uncle .,other
250,prompt_active,active,an uncle followed a wife .,a wife was followed by an uncle .,The uncle follows the wife .,active_structural
250,prompt_passive,passive,an uncle followed a wife .,a wife was followed by an uncle .,The wife is followed by the uncle .,passive_structural
250,prompt_no_prime,no_prime,an uncle followed a wife .,a wife was followed by an uncle .,The one who did it was an uncle .,other
250,prompt_filler,filler,an uncle followed a wife .,a wife was followed by an uncle .,The uncle laughed during breakfast .,other
251,prompt_active,active,a wife follows a winner .,a winner is followed by a wife .,The wife judged the winner .,other
251,prompt_passive,passive,a wife follows a winner .,a winner is followed by a wife .,The winner was judged by the wife .,other
251,prompt_no_prime,no_prime,a wife follows a winner .,a winner is followed by a wife .,The one who did it was a wife .,other
251,prompt_filler,filler,a wife follows a winner .,a winner is followed by a wife .,The signal flickered across the screen .,other
252,prompt_active,active,the winner followed the woman .,the woman was followed by the winner .,The winner follows the woman .,active_structural
252,prompt_passive,passive,the winner followed the woman .,the woman was followed by the winner .,The woman is followed by the winner .,passive_structural
252,prompt_no_prime,no_prime,the winner followed the woman .,the woman was followed by the winner .,The winner won .,other
252,prompt_filler,filler,the winner followed the woman .,the woman was followed by the winner .,The winner gave the woman a kiss .,other
253,prompt_active,active,the woman follows the worker .,the worker is followed by the woman .,The woman taught the worker .,other
253,prompt_passive,passive,the woman follows the worker .,the worker is followed by the woman .,The worker was taught by the woman .,other
253,prompt_no_prime,no_prime,the woman follows the worker .,the worker is followed by the woman .,The woman hit me .,other
253,prompt_filler,filler,the woman follows the worker .,the worker is followed by the woman .,The kettle whistled in the kitchen .,other
254,prompt_active,active,a worker followed a writer .,a writer was followed by a worker .,The worker writes the writer .,other
254,prompt_passive,passive,a worker followed a writer .,a writer was followed by a worker .,The writer is followed by the worker .,passive_structural
254,prompt_no_prime,no_prime,a worker followed a writer .,a writer was followed by a worker .,The worker did it .,other
254,prompt_filler,filler,a worker followed a writer .,a writer was followed by a worker .,The garden brightened after rain .,other
255,prompt_active,active,a writer follows an actor .,an actor is followed by a writer .,The writer wrote the actor .,other
255,prompt_passive,passive,a writer follows an actor .,an actor is followed by a writer .,The actor was written by the writer .,other
255,prompt_no_prime,no_prime,a writer follows an actor .,an actor is followed by a writer .,The writer did it .,other
255,prompt_filler,filler,a writer follows an actor .,an actor is followed by a writer .,The jacket hung behind the chair .,other
256,prompt_active,active,the actor forgave the actress .,the actress was forgiven by the actor .,The actor forgave the actress .,active_exact
256,prompt_passive,passive,the actor forgave the actress .,the actress was forgiven by the actor .,The actress forgave the actor .,other
256,prompt_no_prime,no_prime,the actor forgave the actress .,the actress was forgiven by the actor .,The actor forgave the actress .,active_exact
256,prompt_filler,filler,the actor forgave the actress .,the actress was forgiven by the actor .,The radio crackled in the attic .,other
257,prompt_active,active,the actress forgives the adult .,the adult is forgiven by the actress .,The actress forgave the adult .,other
257,prompt_passive,passive,the actress forgives the adult .,the adult is forgiven by the actress .,The adult was forgiven by the actress .,passive_structural
257,prompt_no_prime,no_prime,the actress forgives the adult .,the adult is forgiven by the actress .,The adult was the one who did it .,other
257,prompt_filler,filler,the actress forgives the adult .,the adult is forgiven by the actress .,The witness paused near the doorway .,other
258,prompt_active,active,an adult forgave an attorney .,an attorney was forgiven by an adult .,The adult forgave the attorney .,active_structural
258,prompt_passive,passive,an adult forgave an attorney .,an attorney was forgiven by an adult .,The attorney is forgave by an adult .,passive_structural
258,prompt_no_prime,no_prime,an adult forgave an attorney .,an attorney was forgiven by an adult .,The one who did it was an adult .,other
258,prompt_filler,filler,an adult forgave an attorney .,an attorney was forgiven by an adult .,The package arrived before noon .,other
259,prompt_active,active,an attorney forgives an aunt .,an aunt is forgiven by an attorney .,The attorney forgave the aunt .,other
259,prompt_passive,passive,an attorney forgives an aunt .,an aunt is forgiven by an attorney .,The aunt was forgiven by the attorney .,passive_structural
259,prompt_no_prime,no_prime,an attorney forgives an aunt .,an aunt is forgiven by an attorney .,The attorney did it .,other
259,prompt_filler,filler,an attorney forgives an aunt .,an aunt is forgiven by an attorney .,The attorney forgave the aunt .,other
260,prompt_active,active,the aunt forgave the author .,the author was forgiven by the aunt .,The author forgave the aunt .,other
260,prompt_passive,passive,the aunt forgave the author .,the author was forgiven by the aunt .,The author is forgiven by the aunt .,passive_structural
260,prompt_no_prime,no_prime,the aunt forgave the author .,the author was forgiven by the aunt .,The aunt forgave me .,other
260,prompt_filler,filler,the aunt forgave the author .,the author was forgiven by the aunt .,The captain waited beside the harbor .,other
261,prompt_active,active,the author forgives the bishop .,the bishop is forgiven by the author .,The author forgave the bishop .,other
261,prompt_passive,passive,the author forgives the bishop .,the bishop is forgiven by the author .,The bishop was forgiven by the author .,passive_structural
261,prompt_no_prime,no_prime,the author forgives the bishop .,the bishop is forgiven by the author .,"The bishop was in a hurry to get to the airport, so he asked me to drive him to the airport .",other
261,prompt_filler,filler,the author forgives the bishop .,the bishop is forgiven by the author .,The teacher listened during assembly .,other
262,prompt_active,active,a bishop forgave a boy .,a boy was forgiven by a bishop .,The bishop forgives the boy .,other
262,prompt_passive,passive,a bishop forgave a boy .,a boy was forgiven by a bishop .,The boy is forgave by the bishop .,passive_structural
262,prompt_no_prime,no_prime,a bishop forgave a boy .,a boy was forgiven by a bishop .,The bishop forgave the boy .,active_structural
262,prompt_filler,filler,a bishop forgave a boy .,a boy was forgiven by a bishop .,The bishop forgave the boy .,active_structural
263,prompt_active,active,a boy forgives a brother .,a brother is forgiven by a boy .,The boy forgave the brother .,other
263,prompt_passive,passive,a boy forgives a brother .,a brother is forgiven by a boy .,The brother was forgiven by the boy .,passive_structural
263,prompt_no_prime,no_prime,a boy forgives a brother .,a brother is forgiven by a boy .,The boy hit his brother .,other
263,prompt_filler,filler,a boy forgives a brother .,a brother is forgiven by a boy .,The boy hit the brother .,other
264,prompt_active,active,the brother forgave the buddy .,the buddy was forgiven by the brother .,The brother forgave the buddy .,active_exact
264,prompt_passive,passive,the brother forgave the buddy .,the buddy was forgiven by the brother .,The brother forgave the buddy .,active_exact
264,prompt_no_prime,no_prime,the brother forgave the buddy .,the buddy was forgiven by the brother .,The brother forgave the buddy .,active_exact
264,prompt_filler,filler,the brother forgave the buddy .,the buddy was forgiven by the brother .,The lantern glowed near sunset .,other
265,prompt_active,active,the buddy forgives the candidate .,the candidate is forgiven by the buddy .,The buddy forgave the candidate .,other
265,prompt_passive,passive,the buddy forgives the candidate .,the candidate is forgiven by the buddy .,The buddy forgave the candidate .,other
265,prompt_no_prime,no_prime,the buddy forgives the candidate .,the candidate is forgiven by the buddy .,"The buddy was trying to help the candidate, but the candidate was too stupid to understand .",other
265,prompt_filler,filler,the buddy forgives the candidate .,the candidate is forgiven by the buddy .,The traveler rested beside the river .,other
266,prompt_active,active,a candidate forgave a captain .,a captain was forgiven by a candidate .,The candidate forgave the captain .,active_structural
266,prompt_passive,passive,a candidate forgave a captain .,a captain was forgiven by a candidate .,The captain is forgave by the candidate .,passive_structural
266,prompt_no_prime,no_prime,a candidate forgave a captain .,a captain was forgiven by a candidate .,The candidate forgave the captain .,active_structural
266,prompt_filler,filler,a candidate forgave a captain .,a captain was forgiven by a candidate .,The notebook stayed on the shelf .,other
267,prompt_active,active,a captain forgives a champion .,a champion is forgiven by a captain .,The captain forgave the champion .,other
267,prompt_passive,passive,a captain forgives a champion .,a champion is forgiven by a captain .,The champion was forgiven by the captain .,passive_structural
267,prompt_no_prime,no_prime,a captain forgives a champion .,a champion is forgiven by a captain .,The captain was a champion .,other
267,prompt_filler,filler,a captain forgives a champion .,a champion is forgiven by a captain .,The window rattled during the storm .,other
268,prompt_active,active,the champion forgave the chief .,the chief was forgiven by the champion .,The chief forgave the champion .,other
268,prompt_passive,passive,the champion forgave the chief .,the chief was forgiven by the champion .,The chief is forgiven by the champion .,passive_structural
268,prompt_no_prime,no_prime,the champion forgave the chief .,the chief was forgiven by the champion .,The chief forgave the champion .,other
268,prompt_filler,filler,the champion forgave the chief .,the chief was forgiven by the champion .,The champion forgave the chief .,active_exact
269,prompt_active,active,the chief forgives the child .,the child is forgiven by the chief .,The chief forgave the child .,other
269,prompt_passive,passive,the chief forgives the child .,the child is forgiven by the chief .,The chief forgave the child .,other
269,prompt_no_prime,no_prime,the chief forgives the child .,the child is forgiven by the chief .,"The chief was angry at the child for something he did, and he hit the child .",other
269,prompt_filler,filler,the chief forgives the child .,the child is forgiven by the chief .,The child was forgiven by the chief .,passive_structural
270,prompt_active,active,a child forgave a colonel .,a colonel was forgiven by a child .,The colonel forgave the child .,other
270,prompt_passive,passive,a child forgave a colonel .,a colonel was forgiven by a child .,The colonel is forgave by the child .,passive_structural
270,prompt_no_prime,no_prime,a child forgave a colonel .,a colonel was forgiven by a child .,The colonel forgave the child .,other
270,prompt_filler,filler,a child forgave a colonel .,a colonel was forgiven by a child .,The colonel forgave the child .,other
271,prompt_active,active,a colonel forgives a cop .,a cop is forgiven by a colonel .,The colonel forgave the cop .,other
271,prompt_passive,passive,a colonel forgives a cop .,a cop is forgiven by a colonel .,The colonel forgave the cop .,other
271,prompt_no_prime,no_prime,a colonel forgives a cop .,a cop is forgiven by a colonel .,The colonel was drunk and he was driving his car .,other
271,prompt_filler,filler,a colonel forgives a cop .,a cop is forgiven by a colonel .,The market opened after sunrise .,other
272,prompt_active,active,the cop forgave the cousin .,the cousin was forgiven by the cop .,The cop forgave the cousin .,active_exact
272,prompt_passive,passive,the cop forgave the cousin .,the cousin was forgiven by the cop .,The cop forgave the cousin .,active_exact
272,prompt_no_prime,no_prime,the cop forgave the cousin .,the cousin was forgiven by the cop .,The cop forgave the cousin .,active_exact
272,prompt_filler,filler,the cop forgave the cousin .,the cousin was forgiven by the cop .,The blanket dried on the line .,other
273,prompt_active,active,the cousin forgives the daughter .,the daughter is forgiven by the cousin .,The cousin forgave the daughter .,other
273,prompt_passive,passive,the cousin forgives the daughter .,the daughter is forgiven by the cousin .,The cousin forgave the daughter .,other
273,prompt_no_prime,no_prime,the cousin forgives the daughter .,the daughter is forgiven by the cousin .,The cousin did it .,other
273,prompt_filler,filler,the cousin forgives the daughter .,the daughter is forgiven by the cousin .,The cousin was forgiven .,other
274,prompt_active,active,a daughter forgave a doctor .,a doctor was forgiven by a daughter .,The daughter forgives the doctor .,other
274,prompt_passive,passive,a daughter forgave a doctor .,a doctor was forgiven by a daughter .,The doctor forgives the daughter .,other
274,prompt_no_prime,no_prime,a daughter forgave a doctor .,a doctor was forgiven by a daughter .,The doctor forgave me .,other
274,prompt_filler,filler,a daughter forgave a doctor .,a doctor was forgiven by a daughter .,The doctor laughed during breakfast .,other
275,prompt_active,active,a doctor forgives an employee .,an employee is forgiven by a doctor .,The doctor forgave the employee .,other
275,prompt_passive,passive,a doctor forgives an employee .,an employee is forgiven by a doctor .,The employee was forgiven by the doctor .,passive_structural
275,prompt_no_prime,no_prime,a doctor forgives an employee .,an employee is forgiven by a doctor .,"The doctor was angry at the employee for something, and he hit her .",other
275,prompt_filler,filler,a doctor forgives an employee .,an employee is forgiven by a doctor .,The doctor was rude to the employee .,other
276,prompt_active,active,the employee forgave the employer .,the employer was forgiven by the employee .,The employer forgave the employee .,other
276,prompt_passive,passive,the employee forgave the employer .,the employer was forgiven by the employee .,The employer forgave the employee .,other
276,prompt_no_prime,no_prime,the employee forgave the employer .,the employer was forgiven by the employee .,The employer forgave the employee .,other
276,prompt_filler,filler,the employee forgave the employer .,the employer was forgiven by the employee .,The tourist wandered through the plaza .,other
277,prompt_active,active,the employer forgives the father .,the father is forgiven by the employer .,The employer forgave the father .,other
277,prompt_passive,passive,the employer forgives the father .,the father is forgiven by the employer .,The father was forgiven by the employer .,passive_structural
277,prompt_no_prime,no_prime,the employer forgives the father .,the father is forgiven by the employer .,The father was at the office and the employer was at home .,other
277,prompt_filler,filler,the employer forgives the father .,the father is forgiven by the employer .,The kettle whistled in the kitchen .,other
278,prompt_active,active,a father forgave a friend .,a friend was forgiven by a father .,The father forgave the friend .,active_structural
278,prompt_passive,passive,a father forgave a friend .,a friend was forgiven by a father .,The friend is forgave by the father .,passive_structural
278,prompt_no_prime,no_prime,a father forgave a friend .,a friend was forgiven by a father .,The father forgave the friend .,active_structural
278,prompt_filler,filler,a father forgave a friend .,a friend was forgiven by a father .,The garden brightened after rain .,other
279,prompt_active,active,a friend forgives a girl .,a girl is forgiven by a friend .,The friend forgave the girl .,other
279,prompt_passive,passive,a friend forgives a girl .,a girl is forgiven by a friend .,The girl was forgiven by the friend .,passive_structural
279,prompt_no_prime,no_prime,a friend forgives a girl .,a girl is forgiven by a friend .,"The girl was trying to get my attention, so I gave her a hug .",other
279,prompt_filler,filler,a friend forgives a girl .,a girl is forgiven by a friend .,The girl hugged the friend .,other
280,prompt_active,active,the girl forgave the guest .,the guest was forgiven by the girl .,The girl forgave the guest .,active_exact
280,prompt_passive,passive,the girl forgave the guest .,the guest was forgiven by the girl .,The girl forgave the guest .,active_exact
280,prompt_no_prime,no_prime,the girl forgave the guest .,the guest was forgiven by the girl .,The girl forgave the guest .,active_exact
280,prompt_filler,filler,the girl forgave the guest .,the guest was forgiven by the girl .,The radio crackled in the attic .,other
281,prompt_active,active,the guest forgives the guy .,the guy is forgiven by the guest .,The guest forgave the guy .,other
281,prompt_passive,passive,the guest forgives the guy .,the guy is forgiven by the guest .,The guest forgave the guy .,other
281,prompt_no_prime,no_prime,the guest forgives the guy .,the guy is forgiven by the guest .,The guest did it .,other
281,prompt_filler,filler,the guest forgives the guy .,the guy is forgiven by the guest .,The guest was forgiving the guy .,other
282,prompt_active,active,a guy forgave a hero .,a hero was forgiven by a guy .,The guy forgave the hero .,active_structural
282,prompt_passive,passive,a guy forgave a hero .,a hero was forgiven by a guy .,The hero forgave the guy .,other
282,prompt_no_prime,no_prime,a guy forgave a hero .,a hero was forgiven by a guy .,The guy forgave the hero .,active_structural
282,prompt_filler,filler,a guy forgave a hero .,a hero was forgiven by a guy .,The package arrived before noon .,other
283,prompt_active,active,a hero forgives a husband .,a husband is forgiven by a hero .,The hero forgave the husband .,other
283,prompt_passive,passive,a hero forgives a husband .,a husband is forgiven by a hero .,The husband was forgiven by the hero .,passive_structural
283,prompt_no_prime,no_prime,a hero forgives a husband .,a husband is forgiven by a hero .,The hero saved the husband from the fire .,other
283,prompt_filler,filler,a hero forgives a husband .,a husband is forgiven by a hero .,The hero forgave the husband .,other
284,prompt_active,active,the husband forgave the kid .,the kid was forgiven by the husband .,The kid forgave the husband .,other
284,prompt_passive,passive,the husband forgave the kid .,the kid was forgiven by the husband .,The kid forgave the husband .,other
284,prompt_no_prime,no_prime,the husband forgave the kid .,the kid was forgiven by the husband .,The husband forgave the kid .,active_exact
284,prompt_filler,filler,the husband forgave the kid .,the kid was forgiven by the husband .,The captain waited beside the harbor .,other
285,prompt_active,active,the kid forgives the king .,the king is forgiven by the kid .,The king forgave the kid .,other
285,prompt_passive,passive,the kid forgives the king .,the king is forgiven by the kid .,The king was forgiven by the kid .,passive_structural
285,prompt_no_prime,no_prime,the kid forgives the king .,the king is forgiven by the kid .,"The king was a kid, and the kid was a king .",other
285,prompt_filler,filler,the kid forgives the king .,the king is forgiven by the kid .,The king listened during assembly .,other
286,prompt_active,active,a king forgave a lady .,a lady was forgiven by a king .,The king forgave the lady .,active_structural
286,prompt_passive,passive,a king forgave a lady .,a lady was forgiven by a king .,The lady is forgave by the king .,passive_structural
286,prompt_no_prime,no_prime,a king forgave a lady .,a lady was forgiven by a king .,The king forgave the lady .,active_structural
286,prompt_filler,filler,a king forgave a lady .,a lady was forgiven by a king .,The violin echoed in the theater .,other
287,prompt_active,active,a lady forgives a lawyer .,a lawyer is forgiven by a lady .,The lady forgave the lawyer .,other
287,prompt_passive,passive,a lady forgives a lawyer .,a lawyer is forgiven by a lady .,The lawyer was forgiven by the lady .,passive_structural
287,prompt_no_prime,no_prime,a lady forgives a lawyer .,a lawyer is forgiven by a lady .,The lawyer was driving down the road and saw a lady standing on the side of the road with her skirt up around her waist,other
287,prompt_filler,filler,a lady forgives a lawyer .,a lawyer is forgiven by a lady .,The lawyer was a lady .,other
288,prompt_active,active,the lawyer forgave the leader .,the leader was forgiven by the lawyer .,The lawyer forgave the leader .,active_exact
288,prompt_passive,passive,the lawyer forgave the leader .,the leader was forgiven by the lawyer .,The lawyer forgave the leader .,active_exact
288,prompt_no_prime,no_prime,the lawyer forgave the leader .,the leader was forgiven by the lawyer .,The lawyer forgave the leader .,active_exact
288,prompt_filler,filler,the lawyer forgave the leader .,the leader was forgiven by the lawyer .,The lantern glowed near sunset .,other
289,prompt_active,active,the leader forgives the man .,the man is forgiven by the leader .,The leader forgave the man .,other
289,prompt_passive,passive,the leader forgives the man .,the man is forgiven by the leader .,The leader forgave the man .,other
289,prompt_no_prime,no_prime,the leader forgives the man .,the man is forgiven by the leader .,The leader did something to the man .,other
289,prompt_filler,filler,the leader forgives the man .,the man is forgiven by the leader .,The leader forgave the man .,other
290,prompt_active,active,a man forgave a manager .,a manager was forgiven by a man .,The man forgives the manager .,other
290,prompt_passive,passive,a man forgave a manager .,a manager was forgiven by a man .,The manager is forgiven by the man .,passive_structural
290,prompt_no_prime,no_prime,a man forgave a manager .,a manager was forgiven by a man .,The man forgave the manager .,active_structural
290,prompt_filler,filler,a man forgave a manager .,a manager was forgiven by a man .,The man forgave the manager .,active_structural
291,prompt_active,active,a manager forgives a mayor .,a mayor is forgiven by a manager .,The manager forgave the mayor .,other
291,prompt_passive,passive,a manager forgives a mayor .,a mayor is forgiven by a manager .,The mayor was forgiven by the manager .,passive_structural
291,prompt_no_prime,no_prime,a manager forgives a mayor .,a mayor is forgiven by a manager .,"The mayor was in a forgiving mood, so he forgave the manager .",other
291,prompt_filler,filler,a manager forgives a mayor .,a mayor is forgiven by a manager .,The mayor was angry .,other
292,prompt_active,active,the mayor forgave the minister .,the minister was forgiven by the mayor .,The mayor forgave the minister .,active_exact
292,prompt_passive,passive,the mayor forgave the minister .,the minister was forgiven by the mayor .,The mayor forgave the minister .,active_exact
292,prompt_no_prime,no_prime,the mayor forgave the minister .,the minister was forgiven by the mayor .,The mayor forgave the minister .,active_exact
292,prompt_filler,filler,the mayor forgave the minister .,the minister was forgiven by the mayor .,The mayor forgave the minister .,active_exact
293,prompt_active,active,the minister forgives the mother .,the mother is forgiven by the minister .,The minister forgave the mother .,other
293,prompt_passive,passive,the minister forgives the mother .,the mother is forgiven by the minister .,The mother was forgiven by the minister .,passive_structural
293,prompt_no_prime,no_prime,the minister forgives the mother .,the mother is forgiven by the minister .,The minister was in the kitchen and I was in the living room .,other
293,prompt_filler,filler,the minister forgives the mother .,the mother is forgiven by the minister .,The minister forgave the mother .,other
294,prompt_active,active,a mother forgave a nurse .,a nurse was forgiven by a mother .,The mother forgave the nurse .,active_structural
294,prompt_passive,passive,a mother forgave a nurse .,a nurse was forgiven by a mother .,The nurse is forgiven by the mother .,passive_structural
294,prompt_no_prime,no_prime,a mother forgave a nurse .,a nurse was forgiven by a mother .,The nurse forgave me .,other
294,prompt_filler,filler,a mother forgave a nurse .,a nurse was forgiven by a mother .,The engine cooled before dawn .,other
295,prompt_active,active,a nurse forgives a parent .,a parent is forgiven by a nurse .,The nurse forgave the parent .,other
295,prompt_passive,passive,a nurse forgives a parent .,a parent is forgiven by a nurse .,The parent was forgiven by the nurse .,passive_structural
295,prompt_no_prime,no_prime,a nurse forgives a parent .,a parent is forgiven by a nurse .,The nurse was trying to get me to take my daughter to the hospital .,other
295,prompt_filler,filler,a nurse forgives a parent .,a parent is forgiven by a nurse .,The nurse gave the parent a shot .,other
296,prompt_active,active,the parent forgave the partner .,the partner was forgiven by the parent .,The parent forgave the partner .,active_exact
296,prompt_passive,passive,the parent forgave the partner .,the partner was forgiven by the parent .,The parent forgives the partner .,other
296,prompt_no_prime,no_prime,the parent forgave the partner .,the partner was forgiven by the parent .,The parent forgave the partner .,active_exact
296,prompt_filler,filler,the parent forgave the partner .,the partner was forgiven by the parent .,The blanket dried on the line .,other
297,prompt_active,active,the partner forgives the physician .,the physician is forgiven by the partner .,The partner forgave the physician .,other
297,prompt_passive,passive,the partner forgives the physician .,the physician is forgiven by the partner .,The partner forgave the physician .,other
297,prompt_no_prime,no_prime,the partner forgives the physician .,the physician is forgiven by the partner .,The partner did it .,other
297,prompt_filler,filler,the partner forgives the physician .,the physician is forgiven by the partner .,The planet shimmered above the valley .,other
298,prompt_active,active,a physician forgave a pilot .,a pilot was forgiven by a physician .,The physician forgave the pilot .,active_structural
298,prompt_passive,passive,a physician forgave a pilot .,a pilot was forgiven by a physician .,The pilot forgave the physician .,other
298,prompt_no_prime,no_prime,a physician forgave a pilot .,a pilot was forgiven by a physician .,The pilot forgave the physician .,other
298,prompt_filler,filler,a physician forgave a pilot .,a pilot was forgiven by a physician .,The pilot laughed during breakfast .,other
299,prompt_active,active,a pilot forgives a president .,a president is forgiven by a pilot .,The pilot forgave the president .,other
299,prompt_passive,passive,a pilot forgives a president .,a president is forgiven by a pilot .,The president was forgiven by the pilot .,passive_structural
299,prompt_no_prime,no_prime,a pilot forgives a president .,a president is forgiven by a pilot .,The pilot was flying the plane and the president was sitting in the back seat .,other
299,prompt_filler,filler,a pilot forgives a president .,a president is forgiven by a pilot .,The signal flickered across the screen .,other
300,prompt_active,active,the president forgave the priest .,the priest was forgiven by the president .,The president forgave the priest .,active_exact
300,prompt_passive,passive,the president forgave the priest .,the priest was forgiven by the president .,The president forgave the priest .,active_exact
300,prompt_no_prime,no_prime,the president forgave the priest .,the priest was forgiven by the president .,The president forgave the priest .,active_exact
300,prompt_filler,filler,the president forgave the priest .,the priest was forgiven by the president .,The president forgave the priest .,active_exact
301,prompt_active,active,the priest forgives the prince .,the prince is forgiven by the priest .,The priest forgave the prince .,other
301,prompt_passive,passive,the priest forgives the prince .,the prince is forgiven by the priest .,The priest forgave the prince .,other
301,prompt_no_prime,no_prime,the priest forgives the prince .,the prince is forgiven by the priest .,"The priest was in the church, and the prince was in the church, and the priest said to the prince, 'I",other
301,prompt_filler,filler,the priest forgives the prince .,the prince is forgiven by the priest .,The priest forgave the prince .,other
302,prompt_active,active,a prince forgave a princess .,a princess was forgiven by a prince .,The prince forgives the princess .,other
302,prompt_passive,passive,a prince forgave a princess .,a princess was forgiven by a prince .,The princess is forgiven by the prince .,passive_structural
302,prompt_no_prime,no_prime,a prince forgave a princess .,a princess was forgiven by a prince .,The prince forgave the princess .,active_structural
302,prompt_filler,filler,a prince forgave a princess .,a princess was forgiven by a prince .,The garden brightened after rain .,other
303,prompt_active,active,a princess forgives a professor .,a professor is forgiven by a princess .,The professor was forgiven by the princess .,passive_structural
303,prompt_passive,passive,a princess forgives a professor .,a professor is forgiven by a princess .,The professor was forgiven by the princess .,passive_structural
303,prompt_no_prime,no_prime,a princess forgives a professor .,a professor is forgiven by a princess .,"The professor was a princess, and the princess was a professor .",other
303,prompt_filler,filler,a princess forgives a professor .,a professor is forgiven by a princess .,The professor was a princess .,other
304,prompt_active,active,the professor forgave the reader .,the reader was forgiven by the professor .,The professor forgave the reader .,active_exact
304,prompt_passive,passive,the professor forgave the reader .,the reader was forgiven by the professor .,The professor forgave the reader .,active_exact
304,prompt_no_prime,no_prime,the professor forgave the reader .,the reader was forgiven by the professor .,The professor forgave the reader .,active_exact
304,prompt_filler,filler,the professor forgave the reader .,the reader was forgiven by the professor .,The radio crackled in the attic .,other
305,prompt_active,active,the reader forgives the scientist .,the scientist is forgiven by the reader .,The reader forgave the scientist .,other
305,prompt_passive,passive,the reader forgives the scientist .,the scientist is forgiven by the reader .,The reader forgave the scientist .,other
305,prompt_no_prime,no_prime,the reader forgives the scientist .,the scientist is forgiven by the reader .,The reader forgave the scientist .,other
305,prompt_filler,filler,the reader forgives the scientist .,the scientist is forgiven by the reader .,The witness paused near the doorway .,other
306,prompt_active,active,a scientist forgave a secretary .,a secretary was forgiven by a scientist .,The scientist forgave the secretary .,active_structural
306,prompt_passive,passive,a scientist forgave a secretary .,a secretary was forgiven by a scientist .,The secretary forgave the scientist .,other
306,prompt_no_prime,no_prime,a scientist forgave a secretary .,a secretary was forgiven by a scientist .,The scientist forgave the secretary .,active_structural
306,prompt_filler,filler,a scientist forgave a secretary .,a secretary was forgiven by a scientist .,The package arrived before noon .,other
307,prompt_active,active,a secretary forgives a sheriff .,a sheriff is forgiven by a secretary .,The secretary forgave the sheriff .,other
307,prompt_passive,passive,a secretary forgives a sheriff .,a sheriff is forgiven by a secretary .,The sheriff was forgiven by the secretary .,passive_structural
307,prompt_no_prime,no_prime,a secretary forgives a sheriff .,a sheriff is forgiven by a secretary .,The sheriff was in the office and the secretary was on the phone .,other
307,prompt_filler,filler,a secretary forgives a sheriff .,a sheriff is forgiven by a secretary .,The secretary forgave the sheriff .,other
308,prompt_active,active,the sheriff forgave the singer .,the singer was forgiven by the sheriff .,The sheriff forgave the singer .,active_exact
308,prompt_passive,passive,the sheriff forgave the singer .,the singer was forgiven by the sheriff .,The singer is forgave by the sheriff .,passive_structural
308,prompt_no_prime,no_prime,the sheriff forgave the singer .,the singer was forgiven by the sheriff .,The sheriff forgave me .,other
308,prompt_filler,filler,the sheriff forgave the singer .,the singer was forgiven by the sheriff .,The captain waited beside the harbor .,other
309,prompt_active,active,the singer forgives the soldier .,the soldier is forgiven by the singer .,The soldier was forgiven by the singer .,passive_structural
309,prompt_passive,passive,the singer forgives the soldier .,the soldier is forgiven by the singer .,The soldier was forgiven by the singer .,passive_structural
309,prompt_no_prime,no_prime,the singer forgives the soldier .,the soldier is forgiven by the singer .,The singer and the soldier were at a party .,other
309,prompt_filler,filler,the singer forgives the soldier .,the soldier is forgiven by the singer .,The soldier listened during assembly .,other
310,prompt_active,active,a soldier forgave a son .,a son was forgiven by a soldier .,The soldier forgives the son .,other
310,prompt_passive,passive,a soldier forgave a son .,a son was forgiven by a soldier .,The son is forgave by the soldier .,passive_structural
310,prompt_no_prime,no_prime,a soldier forgave a son .,a son was forgiven by a soldier .,The soldier forgave the son .,active_structural
310,prompt_filler,filler,a soldier forgave a son .,a son was forgiven by a soldier .,The violin echoed in the theater .,other
311,prompt_active,active,a son forgives a student .,a student is forgiven by a son .,The student forgave the son .,other
311,prompt_passive,passive,a son forgives a student .,a student is forgiven by a son .,The student was forgiven by the son .,passive_structural
311,prompt_no_prime,no_prime,a son forgives a student .,a student is forgiven by a son .,The son was trying to help the student .,other
311,prompt_filler,filler,a son forgives a student .,a student is forgiven by a son .,The student was forgiving .,other
312,prompt_active,active,the student forgave the teacher .,the teacher was forgiven by the student .,The student forgave the teacher .,active_exact
