item_id,item_index,complexity_condition,source_label,target_cell,prime_cell,prime_active,prime_passive,target_active_simple,target_passive_simple,target_active_complex,target_passive_complex,agent_modifier_noun,patient_modifier_noun,agent_modifier_prep,patient_modifier_prep,prime_active_det_family,target_active_det_family,prime_passive_aux,target_passive_aux,prime_active_verb_or_fragment,target_active_verb_or_fragment,target_agent,target_patient
exp4_core_0254_patient_complex,254,patient_complex,core,indef_past,def_present,the guest destroys the guy .,the guy is destroyed by the guest .,a worker followed a writer .,a writer was followed by a worker .,a worker followed a writer from a parent .,a writer from a parent was followed by a worker .,,parent,,from,def,indef,is,was,destroys,followed,worker,writer
exp4_core_0254_both_complex,254,both_complex,core,indef_past,def_present,the guest destroys the guy .,the guy is destroyed by the guest .,a worker followed a writer .,a writer was followed by a worker .,a worker in an aunt followed a writer on a cop .,a writer on a cop was followed by a worker in an aunt .,aunt,cop,in,on,def,indef,is,was,destroys,followed,worker,writer
exp4_core_0255_agent_complex,255,agent_complex,core,indef_present,def_past,the parent understood the partner .,the partner was understood by the parent .,a writer follows an actor .,an actor is followed by a writer .,a writer from a captain follows an actor .,an actor is followed by a writer from a captain .,captain,,from,,def,indef,was,is,understood,follows,writer,actor
exp4_core_0255_patient_complex,255,patient_complex,core,indef_present,def_past,the parent understood the partner .,the partner was understood by the parent .,a writer follows an actor .,an actor is followed by a writer .,a writer follows an actor in a prince .,an actor in a prince is followed by a writer .,,prince,,in,def,indef,was,is,understood,follows,writer,actor
exp4_core_0255_both_complex,255,both_complex,core,indef_present,def_past,the parent understood the partner .,the partner was understood by the parent .,a writer follows an actor .,an actor is followed by a writer .,a writer on a champion follows an actor in a priest .,an actor in a priest is followed by a writer on a champion .,champion,priest,on,in,def,indef,was,is,understood,follows,writer,actor
exp4_core_0256_agent_complex,256,agent_complex,core,def_past,indef_present,a son chases a student .,a student is chased by a son .,the actor forgave the actress .,the actress was forgiven by the actor .,the actor in the uncle forgave the actress .,the actress was forgiven by the actor in the uncle .,uncle,,in,,indef,def,is,was,chases,forgave,actor,actress
exp4_core_0256_patient_complex,256,patient_complex,core,def_past,indef_present,a son chases a student .,a student is chased by a son .,the actor forgave the actress .,the actress was forgiven by the actor .,the actor forgave the actress on the cop .,the actress on the cop was forgiven by the actor .,,cop,,on,indef,def,is,was,chases,forgave,actor,actress
exp4_core_0256_both_complex,256,both_complex,core,def_past,indef_present,a son chases a student .,a student is chased by a son .,the actor forgave the actress .,the actress was forgiven by the actor .,the actor below the physician forgave the actress near the opponent .,the actress near the opponent was forgiven by the actor below the physician .,physician,opponent,below,near,indef,def,is,was,chases,forgave,actor,actress
exp4_core_0257_agent_complex,257,agent_complex,core,def_present,indef_past,a daughter followed a doctor .,a doctor was followed by a daughter .,the actress forgives the adult .,the adult is forgiven by the actress .,the actress on the prince forgives the adult .,the adult is forgiven by the actress on the prince .,prince,,on,,indef,def,was,is,followed,forgives,actress,adult
exp4_core_0257_patient_complex,257,patient_complex,core,def_present,indef_past,a daughter followed a doctor .,a doctor was followed by a daughter .,the actress forgives the adult .,the adult is forgiven by the actress .,the actress forgives the adult below the priest .,the adult below the priest is forgiven by the actress .,,priest,,below,indef,def,was,is,followed,forgives,actress,adult
exp4_core_0257_both_complex,257,both_complex,core,def_present,indef_past,a daughter followed a doctor .,a doctor was followed by a daughter .,the actress forgives the adult .,the adult is forgiven by the actress .,the actress near the guy forgives the adult below the child .,the adult below the child is forgiven by the actress near the guy .,guy,child,near,below,indef,def,was,is,followed,forgives,actress,adult
exp4_core_0258_agent_complex,258,agent_complex,core,indef_past,def_present,the partner follows the physician .,the physician is followed by the partner .,an adult forgave an attorney .,an attorney was forgiven by an adult .,an adult below a sheriff forgave an attorney .,an attorney was forgiven by an adult below a sheriff .,sheriff,,below,,def,indef,is,was,follows,forgave,adult,attorney
exp4_core_0258_patient_complex,258,patient_complex,core,indef_past,def_present,the partner follows the physician .,the physician is followed by the partner .,an adult forgave an attorney .,an attorney was forgiven by an adult .,an adult forgave an attorney near an opponent .,an attorney near an opponent was forgiven by an adult .,,opponent,,near,def,indef,is,was,follows,forgave,adult,attorney
exp4_core_0258_both_complex,258,both_complex,core,indef_past,def_present,the partner follows the physician .,the physician is followed by the partner .,an adult forgave an attorney .,an attorney was forgiven by an adult .,an adult above a student forgave an attorney near a king .,an attorney near a king was forgiven by an adult above a student .,student,king,above,near,def,indef,is,was,follows,forgave,adult,attorney
exp4_core_0259_agent_complex,259,agent_complex,core,indef_present,def_past,the champion followed the chief .,the chief was followed by the champion .,an attorney forgives an aunt .,an aunt is forgiven by an attorney .,an attorney near an actress forgives an aunt .,an aunt is forgiven by an attorney near an actress .,actress,,near,,def,indef,was,is,followed,forgives,attorney,aunt
exp4_core_0259_patient_complex,259,patient_complex,core,indef_present,def_past,the champion followed the chief .,the chief was followed by the champion .,an attorney forgives an aunt .,an aunt is forgiven by an attorney .,an attorney forgives an aunt above a child .,an aunt above a child is forgiven by an attorney .,,child,,above,def,indef,was,is,followed,forgives,attorney,aunt
exp4_core_0259_both_complex,259,both_complex,core,indef_present,def_past,the champion followed the chief .,the chief was followed by the champion .,an attorney forgives an aunt .,an aunt is forgiven by an attorney .,an attorney with a teacher forgives an aunt from a doctor .,an aunt from a doctor is forgiven by an attorney with a teacher .,teacher,doctor,with,from,def,indef,was,is,followed,forgives,attorney,aunt
exp4_core_0260_agent_complex,260,agent_complex,core,def_past,indef_present,a lady follows a lawyer .,a lawyer is followed by a lady .,the aunt forgave the author .,the author was forgiven by the aunt .,the aunt above the man forgave the author .,the author was forgiven by the aunt above the man .,man,,above,,indef,def,is,was,follows,forgave,aunt,author
exp4_core_0260_patient_complex,260,patient_complex,core,def_past,indef_present,a lady follows a lawyer .,a lawyer is followed by a lady .,the aunt forgave the author .,the author was forgiven by the aunt .,the aunt forgave the author with the king .,the author with the king was forgiven by the aunt .,,king,,with,indef,def,is,was,follows,forgave,aunt,author
exp4_core_0260_both_complex,260,both_complex,core,def_past,indef_present,a lady follows a lawyer .,a lawyer is followed by a lady .,the aunt forgave the author .,the author was forgiven by the aunt .,the aunt from the attorney forgave the author with the manager .,the author with the manager was forgiven by the aunt from the attorney .,attorney,manager,from,with,indef,def,is,was,follows,forgave,aunt,author
exp4_core_0261_agent_complex,261,agent_complex,core,def_present,indef_past,an uncle helped a wife .,a wife was helped by an uncle .,the author forgives the bishop .,the bishop is forgiven by the author .,the author with the girl forgives the bishop .,the bishop is forgiven by the author with the girl .,girl,,with,,indef,def,was,is,helped,forgives,author,bishop
exp4_core_0261_patient_complex,261,patient_complex,core,def_present,indef_past,an uncle helped a wife .,a wife was helped by an uncle .,the author forgives the bishop .,the bishop is forgiven by the author .,the author forgives the bishop from the doctor .,the bishop from the doctor is forgiven by the author .,,doctor,,from,indef,def,was,is,helped,forgives,author,bishop
exp4_core_0261_both_complex,261,both_complex,core,def_present,indef_past,an uncle helped a wife .,a wife was helped by an uncle .,the author forgives the bishop .,the bishop is forgiven by the author .,the author in the minister forgives the bishop on the mayor .,the bishop on the mayor is forgiven by the author in the minister .,minister,mayor,in,on,indef,def,was,is,helped,forgives,author,bishop
exp4_core_0262_agent_complex,262,agent_complex,core,indef_past,def_present,the actress strikes the adult .,the adult is struck by the actress .,a bishop forgave a boy .,a boy was forgiven by a bishop .,a bishop from a husband forgave a boy .,a boy was forgiven by a bishop from a husband .,husband,,from,,def,indef,is,was,strikes,forgave,bishop,boy
exp4_core_0262_patient_complex,262,patient_complex,core,indef_past,def_present,the actress strikes the adult .,the adult is struck by the actress .,a bishop forgave a boy .,a boy was forgiven by a bishop .,a bishop forgave a boy in a manager .,a boy in a manager was forgiven by a bishop .,,manager,,in,def,indef,is,was,strikes,forgave,bishop,boy
exp4_core_0262_both_complex,262,both_complex,core,indef_past,def_present,the actress strikes the adult .,the adult is struck by the actress .,a bishop forgave a boy .,a boy was forgiven by a bishop .,a bishop on a buddy forgave a boy in a hero .,a boy in a hero was forgiven by a bishop on a buddy .,buddy,hero,on,in,def,indef,is,was,strikes,forgave,bishop,boy
exp4_core_0263_agent_complex,263,agent_complex,core,indef_present,def_past,the aunt followed the author .,the author was followed by the aunt .,a boy forgives a brother .,a brother is forgiven by a boy .,a boy in a professor forgives a brother .,a brother is forgiven by a boy in a professor .,professor,,in,,def,indef,was,is,followed,forgives,boy,brother
exp4_core_0263_patient_complex,263,patient_complex,core,indef_present,def_past,the aunt followed the author .,the author was followed by the aunt .,a boy forgives a brother .,a brother is forgiven by a boy .,a boy forgives a brother on a mayor .,a brother on a mayor is forgiven by a boy .,,mayor,,on,def,indef,was,is,followed,forgives,boy,brother
exp4_core_0263_both_complex,263,both_complex,core,indef_present,def_past,the aunt followed the author .,the author was followed by the aunt .,a boy forgives a brother .,a brother is forgiven by a boy .,a boy below a pilot forgives a brother near a worker .,a brother near a worker is forgiven by a boy below a pilot .,pilot,worker,below,near,def,indef,was,is,followed,forgives,boy,brother
exp4_core_0264_agent_complex,264,agent_complex,core,def_past,indef_present,a colonel chases a cop .,a cop is chased by a colonel .,the brother forgave the buddy .,the buddy was forgiven by the brother .,the brother on the candidate forgave the buddy .,the buddy was forgiven by the brother on the candidate .,candidate,,on,,indef,def,is,was,chases,forgave,brother,buddy
exp4_core_0264_patient_complex,264,patient_complex,core,def_past,indef_present,a colonel chases a cop .,a cop is chased by a colonel .,the brother forgave the buddy .,the buddy was forgiven by the brother .,the brother forgave the buddy below the hero .,the buddy below the hero was forgiven by the brother .,,hero,,below,indef,def,is,was,chases,forgave,brother,buddy
exp4_core_0264_both_complex,264,both_complex,core,def_past,indef_present,a colonel chases a cop .,a cop is chased by a colonel .,the brother forgave the buddy .,the buddy was forgiven by the brother .,the brother near the cousin forgave the buddy above the scientist .,the buddy above the scientist was forgiven by the brother near the cousin .,cousin,scientist,near,above,indef,def,is,was,chases,forgave,brother,buddy
exp4_core_0265_agent_complex,265,agent_complex,core,def_present,indef_past,a bishop beat a boy .,a boy was beaten by a bishop .,the buddy forgives the candidate .,the candidate is forgiven by the buddy .,the buddy below the adult forgives the candidate .,the candidate is forgiven by the buddy below the adult .,adult,,below,,indef,def,was,is,beat,forgives,buddy,candidate
exp4_core_0265_patient_complex,265,patient_complex,core,def_present,indef_past,a bishop beat a boy .,a boy was beaten by a bishop .,the buddy forgives the candidate .,the candidate is forgiven by the buddy .,the buddy forgives the candidate near the worker .,the candidate near the worker is forgiven by the buddy .,,worker,,near,indef,def,was,is,beat,forgives,buddy,candidate
exp4_core_0265_both_complex,265,both_complex,core,def_present,indef_past,a bishop beat a boy .,a boy was beaten by a bishop .,the buddy forgives the candidate .,the candidate is forgiven by the buddy .,the buddy above the colonel forgives the candidate near the princess .,the candidate near the princess is forgiven by the buddy above the colonel .,colonel,princess,above,near,indef,def,was,is,beat,forgives,buddy,candidate
exp4_core_0266_agent_complex,266,agent_complex,core,indef_past,def_present,the actress grabs the adult .,the adult is grabbed by the actress .,a candidate forgave a captain .,a captain was forgiven by a candidate .,a candidate near a winner forgave a captain .,a captain was forgiven by a candidate near a winner .,winner,,near,,def,indef,is,was,grabs,forgave,candidate,captain
exp4_core_0266_patient_complex,266,patient_complex,core,indef_past,def_present,the actress grabs the adult .,the adult is grabbed by the actress .,a candidate forgave a captain .,a captain was forgiven by a candidate .,a candidate forgave a captain above a scientist .,a captain above a scientist was forgiven by a candidate .,,scientist,,above,def,indef,is,was,grabs,forgave,candidate,captain
exp4_core_0266_both_complex,266,both_complex,core,indef_past,def_present,the actress grabs the adult .,the adult is grabbed by the actress .,a candidate forgave a captain .,a captain was forgiven by a candidate .,a candidate with a woman forgave a captain from a father .,a captain from a father was forgiven by a candidate with a woman .,woman,father,with,from,def,indef,is,was,grabs,forgave,candidate,captain
exp4_core_0267_agent_complex,267,agent_complex,core,indef_present,def_past,the brother discovered the buddy .,the buddy was discovered by the brother .,a captain forgives a champion .,a champion is forgiven by a captain .,a captain above an aunt forgives a champion .,a champion is forgiven by a captain above an aunt .,aunt,,above,,def,indef,was,is,discovered,forgives,captain,champion
exp4_core_0267_patient_complex,267,patient_complex,core,indef_present,def_past,the brother discovered the buddy .,the buddy was discovered by the brother .,a captain forgives a champion .,a champion is forgiven by a captain .,a captain forgives a champion with a princess .,a champion with a princess is forgiven by a captain .,,princess,,with,def,indef,was,is,discovered,forgives,captain,champion
exp4_core_0267_both_complex,267,both_complex,core,indef_present,def_past,the brother discovered the buddy .,the buddy was discovered by the brother .,a captain forgives a champion .,a champion is forgiven by a captain .,a captain from a wife forgives a champion with a boy .,a champion with a boy is forgiven by a captain from a wife .,wife,boy,from,with,def,indef,was,is,discovered,forgives,captain,champion
exp4_core_0268_agent_complex,268,agent_complex,core,def_past,indef_present,an attorney describes an aunt .,an aunt is described by an attorney .,the champion forgave the chief .,the chief was forgiven by the champion .,the champion with the priest forgave the chief .,the chief was forgiven by the champion with the priest .,priest,,with,,indef,def,is,was,describes,forgave,champion,chief
exp4_core_0268_patient_complex,268,patient_complex,core,def_past,indef_present,an attorney describes an aunt .,an aunt is described by an attorney .,the champion forgave the chief .,the chief was forgiven by the champion .,the champion forgave the chief from the father .,the chief from the father was forgiven by the champion .,,father,,from,indef,def,is,was,describes,forgave,champion,chief
exp4_core_0268_both_complex,268,both_complex,core,def_past,indef_present,an attorney describes an aunt .,an aunt is described by an attorney .,the champion forgave the chief .,the chief was forgiven by the champion .,the champion in the kid forgave the chief on the teacher .,the chief on the teacher was forgiven by the champion in the kid .,kid,teacher,in,on,indef,def,is,was,describes,forgave,champion,chief
exp4_core_0269_agent_complex,269,agent_complex,core,def_present,indef_past,a worker asked a writer .,a writer was asked by a worker .,the chief forgives the child .,the child is forgiven by the chief .,the chief from the physician forgives the child .,the child is forgiven by the chief from the physician .,physician,,from,,indef,def,was,is,asked,forgives,chief,child
exp4_core_0269_patient_complex,269,patient_complex,core,def_present,indef_past,a worker asked a writer .,a writer was asked by a worker .,the chief forgives the child .,the child is forgiven by the chief .,the chief forgives the child in the boy .,the child in the boy is forgiven by the chief .,,boy,,in,indef,def,was,is,asked,forgives,chief,child
exp4_core_0269_both_complex,269,both_complex,core,def_present,indef_past,a worker asked a writer .,a writer was asked by a worker .,the chief forgives the child .,the child is forgiven by the chief .,the chief on the secretary forgives the child in the lady .,the child in the lady is forgiven by the chief on the secretary .,secretary,lady,on,in,indef,def,was,is,asked,forgives,chief,child
exp4_core_0270_agent_complex,270,agent_complex,core,indef_past,def_present,the guest catches the guy .,the guy is caught by the guest .,a child forgave a colonel .,a colonel was forgiven by a child .,a child in a girl forgave a colonel .,a colonel was forgiven by a child in a girl .,girl,,in,,def,indef,is,was,catches,forgave,child,colonel
exp4_core_0270_patient_complex,270,patient_complex,core,indef_past,def_present,the guest catches the guy .,the guy is caught by the guest .,a child forgave a colonel .,a colonel was forgiven by a child .,a child forgave a colonel on a chief .,a colonel on a chief was forgiven by a child .,,chief,,on,def,indef,is,was,catches,forgave,child,colonel
exp4_core_0270_both_complex,270,both_complex,core,indef_past,def_present,the guest catches the guy .,the guy is caught by the guest .,a child forgave a colonel .,a colonel was forgiven by a child .,a child below a captain forgave a colonel near a lawyer .,a colonel near a lawyer was forgiven by a child below a captain .,captain,lawyer,below,near,def,indef,is,was,catches,forgave,child,colonel
exp4_core_0271_agent_complex,271,agent_complex,core,indef_present,def_past,the winner struck the woman .,the woman was struck by the winner .,a colonel forgives a cop .,a cop is forgiven by a colonel .,a colonel on a student forgives a cop .,a cop is forgiven by a colonel on a student .,student,,on,,def,indef,was,is,struck,forgives,colonel,cop
exp4_core_0271_patient_complex,271,patient_complex,core,indef_present,def_past,the winner struck the woman .,the woman was struck by the winner .,a colonel forgives a cop .,a cop is forgiven by a colonel .,a colonel forgives a cop below a lady .,a cop below a lady is forgiven by a colonel .,,lady,,below,def,indef,was,is,struck,forgives,colonel,cop
exp4_core_0271_both_complex,271,both_complex,core,indef_present,def_past,the winner struck the woman .,the woman was struck by the winner .,a colonel forgives a cop .,a cop is forgiven by a colonel .,a colonel near a reader forgives a cop below a guest .,a cop below a guest is forgiven by a colonel near a reader .,reader,guest,near,below,def,indef,was,is,struck,forgives,colonel,cop
exp4_core_0272_agent_complex,272,agent_complex,core,def_past,indef_present,a lady punches a lawyer .,a lawyer is punched by a lady .,the cop forgave the cousin .,the cousin was forgiven by the cop .,the cop below the teacher forgave the cousin .,the cousin was forgiven by the cop below the teacher .,teacher,,below,,indef,def,is,was,punches,forgave,cop,cousin
exp4_core_0272_patient_complex,272,patient_complex,core,def_past,indef_present,a lady punches a lawyer .,a lawyer is punched by a lady .,the cop forgave the cousin .,the cousin was forgiven by the cop .,the cop forgave the cousin near the minister .,the cousin near the minister was forgiven by the cop .,,minister,,near,indef,def,is,was,punches,forgave,cop,cousin
exp4_core_0272_both_complex,272,both_complex,core,def_past,indef_present,a lady punches a lawyer .,a lawyer is punched by a lady .,the cop forgave the cousin .,the cousin was forgiven by the cop .,the cop above the employee forgave the cousin near the nurse .,the cousin near the nurse was forgiven by the cop above the employee .,employee,nurse,above,near,indef,def,is,was,punches,forgave,cop,cousin
exp4_core_0273_agent_complex,273,agent_complex,core,def_present,indef_past,a man caught a manager .,a manager was caught by a man .,the cousin forgives the daughter .,the daughter is forgiven by the cousin .,the cousin near the attorney forgives the daughter .,the daughter is forgiven by the cousin near the attorney .,attorney,,near,,indef,def,was,is,caught,forgives,cousin,daughter
exp4_core_0273_patient_complex,273,patient_complex,core,def_present,indef_past,a man caught a manager .,a manager was caught by a man .,the cousin forgives the daughter .,the daughter is forgiven by the cousin .,the cousin forgives the daughter above the guest .,the daughter above the guest is forgiven by the cousin .,,guest,,above,indef,def,was,is,caught,forgives,cousin,daughter
exp4_core_0273_both_complex,273,both_complex,core,def_present,indef_past,a man caught a manager .,a manager was caught by a man .,the cousin forgives the daughter .,the daughter is forgiven by the cousin .,the cousin with the soldier forgives the daughter from the singer .,the daughter from the singer is forgiven by the cousin with the soldier .,soldier,singer,with,from,indef,def,was,is,caught,forgives,cousin,daughter
exp4_core_0274_agent_complex,274,agent_complex,core,indef_past,def_present,the leader carries the man .,the man is carried by the leader .,a daughter forgave a doctor .,a doctor was forgiven by a daughter .,a daughter above a minister forgave a doctor .,a doctor was forgiven by a daughter above a minister .,minister,,above,,def,indef,is,was,carries,forgave,daughter,doctor
exp4_core_0274_patient_complex,274,patient_complex,core,indef_past,def_present,the leader carries the man .,the man is carried by the leader .,a daughter forgave a doctor .,a doctor was forgiven by a daughter .,a daughter forgave a doctor with a nurse .,a doctor with a nurse was forgiven by a daughter .,,nurse,,with,def,indef,is,was,carries,forgave,daughter,doctor
exp4_core_0274_both_complex,274,both_complex,core,indef_past,def_present,the leader carries the man .,the man is carried by the leader .,a daughter forgave a doctor .,a doctor was forgiven by a daughter .,a daughter from a bishop forgave a doctor with an employer .,a doctor with an employer was forgiven by a daughter from a bishop .,bishop,employer,from,with,def,indef,is,was,carries,forgave,daughter,doctor
exp4_core_0275_agent_complex,275,agent_complex,core,indef_present,def_past,the president raised the priest .,the priest was raised by the president .,a doctor forgives an employee .,an employee is forgiven by a doctor .,a doctor with a buddy forgives an employee .,an employee is forgiven by a doctor with a buddy .,buddy,,with,,def,indef,was,is,raised,forgives,doctor,employee
exp4_core_0275_patient_complex,275,patient_complex,core,indef_present,def_past,the president raised the priest .,the priest was raised by the president .,a doctor forgives an employee .,an employee is forgiven by a doctor .,a doctor forgives an employee from a singer .,an employee from a singer is forgiven by a doctor .,,singer,,from,def,indef,was,is,raised,forgives,doctor,employee
exp4_core_0275_both_complex,275,both_complex,core,indef_present,def_past,the president raised the priest .,the priest was raised by the president .,a doctor forgives an employee .,an employee is forgiven by a doctor .,a doctor in a mother forgives an employee on a woman .,an employee on a woman is forgiven by a doctor in a mother .,mother,woman,in,on,def,indef,was,is,raised,forgives,doctor,employee
exp4_core_0276_agent_complex,276,agent_complex,core,def_past,indef_present,a hero catches a husband .,a husband is caught by a hero .,the employee forgave the employer .,the employer was forgiven by the employee .,the employee from the pilot forgave the employer .,the employer was forgiven by the employee from the pilot .,pilot,,from,,indef,def,is,was,catches,forgave,employee,employer
exp4_core_0276_patient_complex,276,patient_complex,core,def_past,indef_present,a hero catches a husband .,a husband is caught by a hero .,the employee forgave the employer .,the employer was forgiven by the employee .,the employee forgave the employer in the colonel .,the employer in the colonel was forgiven by the employee .,,colonel,,in,indef,def,is,was,catches,forgave,employee,employer
exp4_core_0276_both_complex,276,both_complex,core,def_past,indef_present,a hero catches a husband .,a husband is caught by a hero .,the employee forgave the employer .,the employer was forgiven by the employee .,the employee on the friend forgave the employer in the son .,the employer in the son was forgiven by the employee on the friend .,friend,son,on,in,indef,def,is,was,catches,forgave,employee,employer
exp4_core_0277_agent_complex,277,agent_complex,core,def_present,indef_past,a bishop selected a boy .,a boy was selected by a bishop .,the employer forgives the father .,the father is forgiven by the employer .,the employer in the cousin forgives the father .,the father is forgiven by the employer in the cousin .,cousin,,in,,indef,def,was,is,selected,forgives,employer,father
exp4_core_0277_patient_complex,277,patient_complex,core,def_present,indef_past,a bishop selected a boy .,a boy was selected by a bishop .,the employer forgives the father .,the father is forgiven by the employer .,the employer forgives the father on the mother .,the father on the mother is forgiven by the employer .,,mother,,on,indef,def,was,is,selected,forgives,employer,father
exp4_core_0277_both_complex,277,both_complex,core,def_present,indef_past,a bishop selected a boy .,a boy was selected by a bishop .,the employer forgives the father .,the father is forgiven by the employer .,the employer below the daughter forgives the father near the brother .,the father near the brother is forgiven by the employer below the daughter .,daughter,brother,below,near,indef,def,was,is,selected,forgives,employer,father
exp4_core_0278_agent_complex,278,agent_complex,core,indef_past,def_present,the chief kisses the child .,the child is kissed by the chief .,a father forgave a friend .,a friend was forgiven by a father .,a father on a colonel forgave a friend .,a friend was forgiven by a father on a colonel .,colonel,,on,,def,indef,is,was,kisses,forgave,father,friend
exp4_core_0278_patient_complex,278,patient_complex,core,indef_past,def_present,the chief kisses the child .,the child is kissed by the chief .,a father forgave a friend .,a friend was forgiven by a father .,a father forgave a friend below a son .,a friend below a son was forgiven by a father .,,son,,below,def,indef,is,was,kisses,forgave,father,friend
exp4_core_0278_both_complex,278,both_complex,core,indef_past,def_present,the chief kisses the child .,the child is kissed by the chief .,a father forgave a friend .,a friend was forgiven by a father .,a father near a professor forgave a friend above a leader .,a friend above a leader was forgiven by a father near a professor .,professor,leader,near,above,def,indef,is,was,kisses,forgave,father,friend
exp4_core_0279_agent_complex,279,agent_complex,core,indef_present,def_past,the champion hurried the chief .,the chief was hurried by the champion .,a friend forgives a girl .,a girl is forgiven by a friend .,a friend below a woman forgives a girl .,a girl is forgiven by a friend below a woman .,woman,,below,,def,indef,was,is,hurried,forgives,friend,girl
exp4_core_0279_patient_complex,279,patient_complex,core,indef_present,def_past,the champion hurried the chief .,the chief was hurried by the champion .,a friend forgives a girl .,a girl is forgiven by a friend .,a friend forgives a girl near a brother .,a girl near a brother is forgiven by a friend .,,brother,,near,def,indef,was,is,hurried,forgives,friend,girl
exp4_core_0279_both_complex,279,both_complex,core,indef_present,def_past,the champion hurried the chief .,the chief was hurried by the champion .,a friend forgives a girl .,a girl is forgiven by a friend .,a friend above a writer forgives a girl near a partner .,a girl near a partner is forgiven by a friend above a writer .,writer,partner,above,near,def,indef,was,is,hurried,forgives,friend,girl
exp4_core_0280_agent_complex,280,agent_complex,core,def_past,indef_present,a manager hurries a mayor .,a mayor is hurried by a manager .,the girl forgave the guest .,the guest was forgiven by the girl .,the girl near the wife forgave the guest .,the guest was forgiven by the girl near the wife .,wife,,near,,indef,def,is,was,hurries,forgave,girl,guest
exp4_core_0280_patient_complex,280,patient_complex,core,def_past,indef_present,a manager hurries a mayor .,a mayor is hurried by a manager .,the girl forgave the guest .,the guest was forgiven by the girl .,the girl forgave the guest above the leader .,the guest above the leader was forgiven by the girl .,,leader,,above,indef,def,is,was,hurries,forgave,girl,guest
exp4_core_0280_both_complex,280,both_complex,core,def_past,indef_present,a manager hurries a mayor .,a mayor is hurried by a manager .,the girl forgave the guest .,the guest was forgiven by the girl .,the girl with the parent forgave the guest from the uncle .,the guest from the uncle was forgiven by the girl with the parent .,parent,uncle,with,from,indef,def,is,was,hurries,forgave,girl,guest
exp4_core_0281_agent_complex,281,agent_complex,core,def_present,indef_past,a prince carried a princess .,a princess was carried by a prince .,the guest forgives the guy .,the guy is forgiven by the guest .,the guest above the kid forgives the guy .,the guy is forgiven by the guest above the kid .,kid,,above,,indef,def,was,is,carried,forgives,guest,guy
exp4_core_0281_patient_complex,281,patient_complex,core,def_present,indef_past,a prince carried a princess .,a princess was carried by a prince .,the guest forgives the guy .,the guy is forgiven by the guest .,the guest forgives the guy with the partner .,the guy with the partner is forgiven by the guest .,,partner,,with,indef,def,was,is,carried,forgives,guest,guy
exp4_core_0281_both_complex,281,both_complex,core,def_present,indef_past,a prince carried a princess .,a princess was carried by a prince .,the guest forgives the guy .,the guy is forgiven by the guest .,the guest from the actor forgives the guy with the employee .,the guy with the employee is forgiven by the guest from the actor .,actor,employee,from,with,indef,def,was,is,carried,forgives,guest,guy
exp4_core_0282_agent_complex,282,agent_complex,core,indef_past,def_present,the cousin drags the daughter .,the daughter is dragged by the cousin .,a guy forgave a hero .,a hero was forgiven by a guy .,a guy with a secretary forgave a hero .,a hero was forgiven by a guy with a secretary .,secretary,,with,,def,indef,is,was,drags,forgave,guy,hero
exp4_core_0282_patient_complex,282,patient_complex,core,indef_past,def_present,the cousin drags the daughter .,the daughter is dragged by the cousin .,a guy forgave a hero .,a hero was forgiven by a guy .,a guy forgave a hero from an uncle .,a hero from an uncle was forgiven by a guy .,,uncle,,from,def,indef,is,was,drags,forgave,guy,hero
exp4_core_0282_both_complex,282,both_complex,core,indef_past,def_present,the cousin drags the daughter .,the daughter is dragged by the cousin .,a guy forgave a hero .,a hero was forgiven by a guy .,a guy in a cop forgave a hero on a sheriff .,a hero on a sheriff was forgiven by a guy in a cop .,cop,sheriff,in,on,def,indef,is,was,drags,forgave,guy,hero
exp4_core_0283_agent_complex,283,agent_complex,core,indef_present,def_past,the cop kissed the cousin .,the cousin was kissed by the cop .,a hero forgives a husband .,a husband is forgiven by a hero .,a hero from a captain forgives a husband .,a husband is forgiven by a hero from a captain .,captain,,from,,def,indef,was,is,kissed,forgives,hero,husband
exp4_core_0283_patient_complex,283,patient_complex,core,indef_present,def_past,the cop kissed the cousin .,the cousin was kissed by the cop .,a hero forgives a husband .,a husband is forgiven by a hero .,a hero forgives a husband in a prince .,a husband in a prince is forgiven by a hero .,,prince,,in,def,indef,was,is,kissed,forgives,hero,husband
exp4_core_0283_both_complex,283,both_complex,core,indef_present,def_past,the cop kissed the cousin .,the cousin was kissed by the cop .,a hero forgives a husband .,a husband is forgiven by a hero .,a hero on a priest forgives a husband in an actress .,a husband in an actress is forgiven by a hero on a priest .,priest,actress,on,in,def,indef,was,is,kissed,forgives,hero,husband
exp4_core_0284_agent_complex,284,agent_complex,core,def_past,indef_present,a secretary catches a sheriff .,a sheriff is caught by a secretary .,the husband forgave the kid .,the kid was forgiven by the husband .,the husband in the reader forgave the kid .,the kid was forgiven by the husband in the reader .,reader,,in,,indef,def,is,was,catches,forgave,husband,kid
exp4_core_0284_patient_complex,284,patient_complex,core,def_past,indef_present,a secretary catches a sheriff .,a sheriff is caught by a secretary .,the husband forgave the kid .,the kid was forgiven by the husband .,the husband forgave the kid on the soldier .,the kid on the soldier was forgiven by the husband .,,soldier,,on,indef,def,is,was,catches,forgave,husband,kid
