s_cong_DO,s_inc_DO,w_cong_DO,w_inc_DO,s_cong_PO,s_inc_PO,w_cong_PO,w_inc_PO,s_PE_DO,s_PE_PO,w_PE_DO,w_PE_PO
-81.6875,-82.375,-4.91015625,-5.39453125,-82.9375,-82.875,-5.8359375,-5.984375,0.6875,-0.0625,0.484375,0.1484375
-82.1875,-83.0,-4.8359375,-4.9921875,-83.875,-83.625,-4.32421875,-4.33984375,0.8125,-0.25,0.15625,0.015625
-77.75,-80.5,-4.16015625,-5.00390625,-83.1875,-83.0,-3.205078125,-4.234375,2.75,-0.1875,0.84375,1.029296875
-64.375,-64.9375,-4.671875,-4.73046875,-65.5625,-66.0625,-5.1796875,-5.52734375,0.5625,0.5,0.05859375,0.34765625
-69.625,-71.6875,-3.521484375,-4.109375,-76.1875,-75.8125,-4.98046875,-5.34765625,2.0625,-0.375,0.587890625,0.3671875
-80.0,-78.6875,-4.46875,-4.48828125,-78.3125,-81.6875,-3.71484375,-4.50390625,-1.3125,3.375,0.01953125,0.7890625
-71.1875,-73.1875,-3.5390625,-4.50390625,-74.9375,-73.4375,-2.962890625,-3.9609375,2.0,-1.5,0.96484375,0.998046875
-77.0625,-79.5625,-3.658203125,-4.15625,-77.75,-76.5625,-4.20703125,-4.29296875,2.5,-1.1875,0.498046875,0.0859375
-79.25,-83.625,-4.640625,-5.73046875,-80.1875,-76.125,-5.33203125,-5.5625,4.375,-4.0625,1.08984375,0.23046875
-68.9375,-68.8125,-2.69140625,-3.41015625,-72.4375,-74.0625,-3.08984375,-3.583984375,-0.125,1.625,0.71875,0.494140625
-81.125,-85.9375,-2.900390625,-4.62109375,-89.6875,-87.0,-3.248046875,-3.876953125,4.8125,-2.6875,1.720703125,0.62890625
-78.0,-79.375,-3.978515625,-4.4140625,-81.25,-81.8125,-5.2109375,-5.6796875,1.375,0.5625,0.435546875,0.46875
-66.25,-69.5625,-2.96484375,-4.69921875,-71.625,-71.0,-4.96484375,-5.77734375,3.3125,-0.625,1.734375,0.8125
-68.0,-67.125,-3.0546875,-3.91015625,-68.5625,-71.0625,-5.11328125,-5.9375,-0.875,2.5,0.85546875,0.82421875
-78.9375,-79.4375,-2.974609375,-3.13671875,-82.4375,-83.3125,-5.640625,-5.95703125,0.5,0.875,0.162109375,0.31640625
-76.75,-78.4375,-3.83203125,-4.4609375,-74.75,-74.5625,-3.783203125,-4.453125,1.6875,-0.1875,0.62890625,0.669921875
-78.125,-77.9375,-5.2109375,-5.53125,-76.6875,-78.25,-3.494140625,-3.970703125,-0.1875,1.5625,0.3203125,0.4765625
-81.625,-81.6875,-5.9609375,-6.2421875,-80.1875,-82.0625,-3.509765625,-3.873046875,0.0625,1.875,0.28125,0.36328125
-73.6875,-73.625,-8.5078125,-8.0546875,-77.0625,-78.375,-5.60546875,-5.69921875,-0.0625,1.3125,-0.453125,0.09375
-79.75,-81.3125,-3.5,-3.85546875,-83.5625,-82.875,-2.984375,-3.580078125,1.5625,-0.6875,0.35546875,0.595703125
-81.25,-84.125,-4.09765625,-4.6015625,-84.75,-83.9375,-3.83984375,-4.0546875,2.875,-0.8125,0.50390625,0.21484375
-71.125,-70.75,-4.01953125,-4.59375,-70.1875,-71.875,-3.626953125,-4.0859375,-0.375,1.6875,0.57421875,0.458984375
-69.8125,-69.5625,-3.865234375,-4.421875,-71.3125,-74.0625,-4.859375,-5.78125,-0.25,2.75,0.556640625,0.921875
-73.5,-76.4375,-5.60546875,-5.7421875,-78.375,-76.125,-5.609375,-6.28125,2.9375,-2.25,0.13671875,0.671875
-79.875,-80.4375,-5.484375,-5.92578125,-83.25,-82.625,-2.125,-2.400390625,0.5625,-0.625,0.44140625,0.275390625
-78.6875,-77.125,-3.654296875,-4.26171875,-76.875,-79.0625,-5.04296875,-5.875,-1.5625,2.1875,0.607421875,0.83203125
-78.9375,-78.9375,-4.02734375,-4.55078125,-80.6875,-82.0625,-3.607421875,-4.5546875,0.0,1.375,0.5234375,0.947265625
-87.875,-89.0625,-5.66796875,-5.6484375,-87.5625,-87.75,-4.78515625,-5.47265625,1.1875,0.1875,-0.01953125,0.6875
-84.25,-86.8125,-4.8203125,-5.1328125,-88.4375,-87.5625,-4.74609375,-5.30078125,2.5625,-0.875,0.3125,0.5546875
-80.875,-80.5,-2.908203125,-3.5078125,-87.625,-88.5625,-5.6015625,-5.46484375,-0.375,0.9375,0.599609375,-0.13671875
-74.8125,-77.125,-4.43359375,-5.16015625,-76.125,-76.4375,-5.45703125,-5.85546875,2.3125,0.3125,0.7265625,0.3984375
-72.3125,-73.875,-6.1171875,-6.51171875,-75.1875,-72.4375,-3.46484375,-4.16796875,1.5625,-2.75,0.39453125,0.703125
-76.6875,-78.1875,-3.44921875,-4.53515625,-78.0625,-77.9375,-4.10546875,-4.58984375,1.5,-0.125,1.0859375,0.484375
-88.8125,-92.1875,-3.716796875,-4.70703125,-91.0625,-89.75,-4.4765625,-4.77734375,3.375,-1.3125,0.990234375,0.30078125
-71.375,-74.0,-3.3046875,-4.2734375,-75.4375,-74.625,-4.57421875,-4.89453125,2.625,-0.8125,0.96875,0.3203125
-79.9375,-78.5625,-4.93359375,-5.375,-80.75,-83.9375,-4.95703125,-5.48046875,-1.375,3.1875,0.44140625,0.5234375
-64.4375,-67.375,-3.501953125,-4.046875,-71.0,-69.0,-5.34375,-6.01171875,2.9375,-2.0,0.544921875,0.66796875
-74.75,-77.375,-4.6171875,-5.5625,-78.375,-76.75,-4.078125,-4.2578125,2.625,-1.625,0.9453125,0.1796875
-85.875,-84.3125,-4.42578125,-4.4453125,-85.3125,-87.6875,-5.6328125,-6.02734375,-1.5625,2.375,0.01953125,0.39453125
-70.875,-72.4375,-4.29296875,-5.0078125,-73.125,-73.0,-4.65234375,-4.890625,1.5625,-0.125,0.71484375,0.23828125
-94.5,-96.375,-4.07421875,-4.82421875,-101.3125,-99.75,-3.23046875,-4.06640625,1.875,-1.5625,0.75,0.8359375
-78.9375,-80.875,-4.01171875,-4.609375,-82.625,-81.6875,-5.98046875,-6.34765625,1.9375,-0.9375,0.59765625,0.3671875
-74.875,-73.25,-3.96484375,-4.25,-75.375,-77.0,-5.35546875,-5.90234375,-1.625,1.625,0.28515625,0.546875
-76.5,-76.5,-3.248046875,-4.08984375,-78.75,-80.0625,-5.234375,-5.875,0.0,1.3125,0.841796875,0.640625
-69.875,-69.5,-4.75,-5.1796875,-68.625,-70.0625,-5.0625,-5.63671875,-0.375,1.4375,0.4296875,0.57421875
-75.3125,-76.375,-3.19140625,-4.14453125,-79.5,-80.75,-4.33203125,-4.96875,1.0625,1.25,0.953125,0.63671875
-71.125,-74.1875,-4.08203125,-4.57421875,-75.0,-74.0,-5.1328125,-5.36328125,3.0625,-1.0,0.4921875,0.23046875
-80.625,-80.25,-4.4765625,-4.59375,-82.125,-81.375,-3.9609375,-4.1328125,-0.375,-0.75,0.1171875,0.171875
-78.75,-78.3125,-6.453125,-6.61328125,-80.375,-80.8125,-4.41015625,-5.1328125,-0.4375,0.4375,0.16015625,0.72265625
-78.8125,-79.9375,-3.419921875,-4.13671875,-83.0625,-82.4375,-3.96875,-4.30859375,1.125,-0.625,0.716796875,0.33984375
-85.0625,-86.875,-3.580078125,-4.0078125,-88.3125,-88.0,-4.046875,-4.4609375,1.8125,-0.3125,0.427734375,0.4140625
-74.1875,-77.3125,-2.810546875,-4.1015625,-79.8125,-78.9375,-2.857421875,-3.6484375,3.125,-0.875,1.291015625,0.791015625
-82.25,-80.9375,-3.86328125,-4.46484375,-82.3125,-85.625,-5.5390625,-6.203125,-1.3125,3.3125,0.6015625,0.6640625
-78.5625,-81.25,-3.755859375,-4.453125,-81.0,-80.0,-4.20703125,-4.59765625,2.6875,-1.0,0.697265625,0.390625
-77.8125,-82.375,-2.72265625,-3.861328125,-84.5625,-81.5625,-6.11328125,-6.40234375,4.5625,-3.0,1.138671875,0.2890625
-72.25,-72.875,-3.048828125,-4.08984375,-77.4375,-77.8125,-6.421875,-6.60546875,0.625,0.375,1.041015625,0.18359375
-69.9375,-70.5625,-3.04296875,-3.69140625,-71.25,-72.8125,-5.90234375,-6.33203125,0.625,1.5625,0.6484375,0.4296875
-77.75,-78.5,-2.619140625,-3.283203125,-80.4375,-80.375,-6.4765625,-6.6953125,0.75,-0.0625,0.6640625,0.21875
-83.3125,-83.0,-3.283203125,-3.919921875,-85.25,-87.1875,-5.515625,-6.05078125,-0.3125,1.9375,0.63671875,0.53515625
-71.375,-73.0,-3.025390625,-3.91015625,-73.5,-74.25,-2.83984375,-3.451171875,1.625,0.75,0.884765625,0.611328125
-80.75,-79.6875,-3.583984375,-4.61328125,-79.125,-81.3125,-4.640625,-5.078125,-1.0625,2.1875,1.029296875,0.4375
-74.5625,-74.375,-3.45703125,-3.71875,-78.8125,-80.3125,-5.28125,-5.58203125,-0.1875,1.5,0.26171875,0.30078125
-77.25,-77.6875,-4.3046875,-4.4921875,-77.375,-77.625,-5.171875,-5.671875,0.4375,0.25,0.1875,0.5
-87.0,-88.3125,-4.94140625,-5.2734375,-88.875,-88.875,-5.41015625,-5.984375,1.3125,0.0,0.33203125,0.57421875
-87.125,-88.25,-3.708984375,-4.015625,-90.625,-90.3125,-6.671875,-6.6171875,1.125,-0.3125,0.306640625,-0.0546875
-71.125,-74.6875,-3.2734375,-3.990234375,-75.25,-74.75,-6.046875,-7.0078125,3.5625,-0.5,0.716796875,0.9609375
-86.5625,-88.875,-2.818359375,-3.6328125,-96.375,-94.6875,-7.10546875,-7.00390625,2.3125,-1.6875,0.814453125,-0.1015625
-72.5625,-74.5625,-2.5703125,-4.05078125,-77.8125,-78.3125,-4.77734375,-5.33203125,2.0,0.5,1.48046875,0.5546875
-69.8125,-73.875,-4.4609375,-5.1953125,-73.6875,-72.625,-4.0,-4.5859375,4.0625,-1.0625,0.734375,0.5859375
-79.6875,-81.5625,-5.16015625,-6.02734375,-81.9375,-82.5625,-5.203125,-5.98046875,1.875,0.625,0.8671875,0.77734375
-77.75,-81.75,-2.556640625,-3.712890625,-81.8125,-79.375,-3.197265625,-3.580078125,4.0,-2.4375,1.15625,0.3828125
-82.3125,-83.625,-3.935546875,-4.70703125,-84.625,-83.875,-4.8125,-4.87109375,1.3125,-0.75,0.771484375,0.05859375
-78.1875,-81.9375,-3.001953125,-4.1953125,-81.3125,-79.8125,-7.0546875,-7.25,3.75,-1.5,1.193359375,0.1953125
-83.3125,-81.4375,-5.86328125,-6.078125,-85.125,-86.875,-6.71484375,-6.83984375,-1.875,1.75,0.21484375,0.125
-69.125,-71.75,-4.83984375,-5.63671875,-71.875,-71.0,-4.046875,-4.828125,2.625,-0.875,0.796875,0.78125
-69.0625,-70.0625,-3.30859375,-3.984375,-72.3125,-72.625,-5.01953125,-5.5,1.0,0.3125,0.67578125,0.48046875
-72.0,-74.4375,-3.712890625,-4.22265625,-76.4375,-74.8125,-4.1953125,-4.3984375,2.4375,-1.625,0.509765625,0.203125
-82.0,-84.625,-3.2890625,-3.96484375,-87.125,-86.0,-6.0703125,-6.40234375,2.625,-1.125,0.67578125,0.33203125
-75.1875,-78.0625,-7.30078125,-7.66796875,-80.5625,-78.5,-6.1640625,-6.3203125,2.875,-2.0625,0.3671875,0.15625
-82.3125,-82.0,-4.05859375,-4.36328125,-84.0625,-85.8125,-4.01953125,-4.73828125,-0.3125,1.75,0.3046875,0.71875
-83.25,-86.4375,-3.34375,-4.01171875,-90.1875,-88.4375,-5.5234375,-5.9375,3.1875,-1.75,0.66796875,0.4140625
-78.9375,-85.625,-3.52734375,-5.2578125,-81.8125,-79.8125,-3.732421875,-3.810546875,6.6875,-2.0,1.73046875,0.078125
-85.5,-86.875,-3.82421875,-4.50390625,-87.1875,-87.8125,-4.1875,-4.4453125,1.375,0.625,0.6796875,0.2578125
-71.5625,-71.625,-4.9375,-5.3203125,-73.6875,-73.9375,-5.3671875,-5.7265625,0.0625,0.25,0.3828125,0.359375
-75.6875,-76.5625,-4.79296875,-5.14453125,-77.875,-78.1875,-5.3984375,-5.875,0.875,0.3125,0.3515625,0.4765625
-71.9375,-70.5,-4.55859375,-4.82421875,-70.9375,-73.25,-4.64453125,-4.8046875,-1.4375,2.3125,0.265625,0.16015625
-77.4375,-80.8125,-5.30078125,-5.7890625,-80.875,-79.0,-5.03515625,-5.38671875,3.375,-1.875,0.48828125,0.3515625
-79.5625,-81.1875,-3.794921875,-3.99609375,-81.9375,-81.6875,-3.625,-4.4296875,1.625,-0.25,0.201171875,0.8046875
-86.0625,-88.9375,-3.9921875,-5.07421875,-89.75,-88.5625,-3.73828125,-4.21484375,2.875,-1.1875,1.08203125,0.4765625
-79.375,-79.9375,-4.65625,-4.64453125,-80.75,-79.25,-4.32421875,-4.53125,0.5625,-1.5,-0.01171875,0.20703125
-85.125,-87.75,-5.4375,-5.59375,-86.5,-87.125,-5.98046875,-6.0625,2.625,0.625,0.15625,0.08203125
-76.3125,-78.25,-2.375,-3.056640625,-80.625,-80.1875,-4.73828125,-5.66015625,1.9375,-0.4375,0.681640625,0.921875
-83.6875,-85.5,-4.15234375,-4.91015625,-84.75,-84.3125,-7.33203125,-7.203125,1.8125,-0.4375,0.7578125,-0.12890625
-67.875,-69.6875,-2.71875,-3.625,-69.5625,-70.6875,-4.25390625,-5.50390625,1.8125,1.125,0.90625,1.25
-74.3125,-74.625,-3.255859375,-3.85546875,-78.3125,-79.125,-5.5625,-6.13671875,0.3125,0.8125,0.599609375,0.57421875
-71.75,-71.4375,-4.34375,-4.46484375,-73.5,-74.25,-6.01953125,-6.62890625,-0.3125,0.75,0.12109375,0.609375
-68.1875,-67.3125,-4.2109375,-4.93359375,-66.9375,-71.1875,-4.953125,-5.55859375,-0.875,4.25,0.72265625,0.60546875
-89.3125,-90.6875,-4.06640625,-4.6796875,-95.5625,-94.25,-3.787109375,-3.84375,1.375,-1.3125,0.61328125,0.056640625
-92.8125,-93.3125,-4.33984375,-4.94921875,-94.3125,-94.0,-3.794921875,-4.3046875,0.5,-0.3125,0.609375,0.509765625
-71.625,-75.75,-4.82421875,-5.72265625,-75.9375,-74.0625,-10.828125,-10.625,4.125,-1.875,0.8984375,-0.203125
-79.375,-81.4375,-4.828125,-5.6875,-82.0,-82.3125,-4.19921875,-5.546875,2.0625,0.3125,0.859375,1.34765625
-75.375,-77.75,-4.65625,-5.16796875,-77.0,-77.375,-4.640625,-5.30859375,2.375,0.375,0.51171875,0.66796875
-76.9375,-80.25,-3.818359375,-4.36328125,-82.875,-81.1875,-6.0,-6.5703125,3.3125,-1.6875,0.544921875,0.5703125
-78.6875,-80.25,-4.421875,-4.82421875,-82.4375,-81.1875,-4.86328125,-5.15234375,1.5625,-1.25,0.40234375,0.2890625
-81.6875,-84.5,-3.400390625,-4.80078125,-83.0625,-83.4375,-7.359375,-7.21484375,2.8125,0.375,1.400390625,-0.14453125
-83.8125,-84.875,-5.57421875,-5.8125,-84.25,-83.875,-5.74609375,-5.7421875,1.0625,-0.375,0.23828125,-0.00390625
-73.9375,-74.375,-2.888671875,-3.671875,-76.0625,-76.25,-2.91015625,-3.62890625,0.4375,0.1875,0.783203125,0.71875
-87.6875,-88.3125,-2.779296875,-3.380859375,-91.1875,-91.6875,-3.62890625,-4.65234375,0.625,0.5,0.6015625,1.0234375
-76.5625,-77.9375,-4.00390625,-4.4453125,-80.1875,-78.8125,-3.923828125,-4.296875,1.375,-1.375,0.44140625,0.373046875
-82.0625,-79.6875,-3.27734375,-3.6640625,-80.625,-85.375,-4.9140625,-4.7109375,-2.375,4.75,0.38671875,-0.203125
-73.3125,-74.875,-3.658203125,-4.5390625,-74.5625,-75.125,-4.40625,-5.1171875,1.5625,0.5625,0.880859375,0.7109375
-68.875,-71.4375,-2.20703125,-3.765625,-70.875,-70.625,-5.72265625,-5.75,2.5625,-0.25,1.55859375,0.02734375
-81.6875,-80.9375,-5.01171875,-5.4140625,-84.75,-84.875,-5.28125,-5.90625,-0.75,0.125,0.40234375,0.625
-85.8125,-87.875,-5.37109375,-6.2734375,-85.9375,-84.6875,-5.42578125,-5.72265625,2.0625,-1.25,0.90234375,0.296875
-73.3125,-73.875,-5.3125,-5.859375,-73.5,-74.125,-3.732421875,-4.0546875,0.5625,0.625,0.546875,0.322265625
-82.6875,-83.25,-7.9375,-7.87890625,-84.9375,-85.1875,-5.4765625,-5.79296875,0.5625,0.25,-0.05859375,0.31640625
-77.0625,-77.4375,-4.33203125,-4.71484375,-75.0625,-75.5625,-3.712890625,-4.09375,0.375,0.5,0.3828125,0.380859375
-69.6875,-70.3125,-3.796875,-4.08984375,-72.125,-72.5625,-6.75,-7.078125,0.625,0.4375,0.29296875,0.328125
-80.0,-80.4375,-6.28125,-6.5625,-83.125,-83.375,-4.6171875,-4.84765625,0.4375,0.25,0.28125,0.23046875
-74.0625,-75.625,-3.478515625,-3.93359375,-78.125,-77.9375,-4.2265625,-4.64453125,1.5625,-0.1875,0.455078125,0.41796875
-76.8125,-77.8125,-3.12109375,-4.12109375,-77.0625,-79.125,-7.67578125,-8.09375,1.0,2.0625,1.0,0.41796875
-75.5625,-76.625,-2.533203125,-3.265625,-79.75,-79.75,-6.1796875,-6.65234375,1.0625,0.0,0.732421875,0.47265625
-80.5,-80.3125,-3.46875,-4.25,-82.0625,-83.375,-3.2265625,-3.462890625,-0.1875,1.3125,0.78125,0.236328125
-76.5625,-78.25,-3.994140625,-4.1875,-79.5625,-77.4375,-5.48828125,-5.98046875,1.6875,-2.125,0.193359375,0.4921875
-69.125,-70.25,-3.056640625,-3.65234375,-72.9375,-72.9375,-5.71484375,-6.09375,1.125,0.0,0.595703125,0.37890625
-70.9375,-71.6875,-4.921875,-5.32421875,-74.9375,-74.375,-3.935546875,-4.359375,0.75,-0.5625,0.40234375,0.423828125
-72.8125,-73.4375,-4.25,-4.75390625,-73.8125,-74.875,-3.8828125,-4.51171875,0.625,1.0625,0.50390625,0.62890625
-89.1875,-90.3125,-3.9453125,-4.4765625,-90.5,-89.375,-4.7578125,-5.05859375,1.125,-1.125,0.53125,0.30078125
-70.5,-74.6875,-3.109375,-4.40234375,-76.6875,-74.6875,-4.625,-5.046875,4.1875,-2.0,1.29296875,0.421875
-75.9375,-76.6875,-5.70703125,-6.16015625,-77.375,-79.25,-5.421875,-5.8671875,0.75,1.875,0.453125,0.4453125
-88.625,-87.0,-4.453125,-4.8828125,-91.875,-93.3125,-3.365234375,-3.97265625,-1.625,1.4375,0.4296875,0.607421875
-87.5,-90.0625,-5.8203125,-5.94921875,-90.375,-90.0625,-5.421875,-5.52734375,2.5625,-0.3125,0.12890625,0.10546875
-70.25,-72.5,-2.705078125,-3.689453125,-73.875,-72.75,-3.310546875,-3.91015625,2.25,-1.125,0.984375,0.599609375
-87.75,-89.6875,-5.0625,-5.671875,-85.125,-85.375,-3.96484375,-5.2421875,1.9375,0.25,0.609375,1.27734375
-84.8125,-84.4375,-4.74609375,-5.3125,-87.0,-88.5625,-5.109375,-5.19140625,-0.375,1.5625,0.56640625,0.08203125
-75.5625,-78.8125,-4.625,-5.45703125,-81.8125,-79.75,-3.3359375,-3.548828125,3.25,-2.0625,0.83203125,0.212890625
-76.9375,-78.4375,-4.140625,-4.2578125,-82.0,-80.875,-5.66015625,-5.921875,1.5,-1.125,0.1171875,0.26171875
-75.9375,-73.4375,-5.609375,-5.828125,-76.0,-76.6875,-5.63671875,-6.19140625,-2.5,0.6875,0.21875,0.5546875
-73.25,-77.5,-3.818359375,-4.546875,-80.125,-78.1875,-4.6328125,-4.9765625,4.25,-1.9375,0.728515625,0.34375
-78.25,-77.75,-5.89453125,-6.30859375,-75.125,-77.4375,-4.58984375,-5.2109375,-0.5,2.3125,0.4140625,0.62109375
-85.25,-84.375,-5.16015625,-5.234375,-86.5625,-87.875,-6.59375,-6.7734375,-0.875,1.3125,0.07421875,0.1796875
-77.375,-77.375,-3.88671875,-4.10546875,-81.25,-82.25,-3.794921875,-4.0859375,0.0,1.0,0.21875,0.291015625
-83.375,-85.0625,-3.068359375,-4.06640625,-84.8125,-86.4375,-5.23828125,-6.13671875,1.6875,1.625,0.998046875,0.8984375
-76.375,-78.625,-4.125,-4.44921875,-81.0625,-80.8125,-4.62890625,-5.3515625,2.25,-0.25,0.32421875,0.72265625
-72.875,-74.0,-4.125,-4.53125,-73.4375,-74.0,-3.615234375,-3.861328125,1.125,0.5625,0.40625,0.24609375
-81.9375,-87.5625,-7.4921875,-8.171875,-86.0625,-82.5625,-3.849609375,-4.03125,5.625,-3.5,0.6796875,0.181640625
-74.8125,-76.3125,-4.4921875,-4.79296875,-79.6875,-79.8125,-5.8125,-5.91015625,1.5,0.125,0.30078125,0.09765625
-88.1875,-92.125,-4.96875,-5.40625,-92.125,-88.375,-4.9453125,-5.75,3.9375,-3.75,0.4375,0.8046875
-74.8125,-74.4375,-3.1328125,-3.767578125,-77.75,-78.875,-5.05859375,-6.05078125,-0.375,1.125,0.634765625,0.9921875
-68.875,-68.0625,-4.5625,-4.98828125,-69.1875,-71.125,-6.1171875,-6.69140625,-0.8125,1.9375,0.42578125,0.57421875
-83.75,-80.5625,-4.3203125,-5.01171875,-83.875,-88.0,-5.7578125,-6.16796875,-3.1875,4.125,0.69140625,0.41015625
-74.4375,-75.375,-4.12109375,-4.5703125,-77.75,-78.0625,-5.1328125,-5.3984375,0.9375,0.3125,0.44921875,0.265625
-76.4375,-79.5,-3.423828125,-3.484375,-80.8125,-79.1875,-5.375,-5.62109375,3.0625,-1.625,0.060546875,0.24609375
-78.3125,-78.8125,-7.87890625,-7.7734375,-79.4375,-79.625,-3.68359375,-4.2265625,0.5,0.1875,-0.10546875,0.54296875
-83.4375,-86.125,-6.5546875,-6.99609375,-86.5,-85.0625,-5.375,-5.7890625,2.6875,-1.4375,0.44140625,0.4140625
-75.3125,-77.0625,-3.45703125,-4.30859375,-79.4375,-78.375,-5.22265625,-5.4296875,1.75,-1.0625,0.8515625,0.20703125
-77.5,-77.25,-4.08984375,-4.39453125,-80.0625,-81.625,-6.01171875,-6.41796875,-0.25,1.5625,0.3046875,0.40625
-75.875,-78.5625,-4.453125,-5.41796875,-80.0,-79.8125,-3.70703125,-4.01171875,2.6875,-0.1875,0.96484375,0.3046875
-81.9375,-81.75,-4.25390625,-4.3046875,-83.6875,-85.5,-4.63671875,-5.3359375,-0.1875,1.8125,0.05078125,0.69921875
-71.0,-72.75,-2.6328125,-3.3984375,-76.3125,-76.6875,-5.484375,-6.48046875,1.75,0.375,0.765625,0.99609375
-76.0,-77.375,-3.98046875,-5.046875,-78.9375,-79.375,-5.34765625,-5.90625,1.375,0.4375,1.06640625,0.55859375
-85.1875,-85.5,-3.671875,-4.18359375,-86.3125,-86.875,-3.30078125,-3.9765625,0.3125,0.5625,0.51171875,0.67578125
-68.625,-71.0,-3.298828125,-3.83984375,-74.9375,-74.0625,-4.84375,-5.22265625,2.375,-0.875,0.541015625,0.37890625
-78.125,-81.9375,-2.998046875,-4.34765625,-80.8125,-80.6875,-3.537109375,-3.966796875,3.8125,-0.125,1.349609375,0.4296875
-75.25,-77.8125,-3.787109375,-5.203125,-73.875,-74.125,-3.427734375,-3.8203125,2.5625,0.25,1.416015625,0.392578125
-82.75,-85.125,-3.654296875,-4.1640625,-85.1875,-84.1875,-4.953125,-5.33984375,2.375,-1.0,0.509765625,0.38671875
-79.5,-81.5625,-3.63671875,-4.40625,-85.0625,-83.3125,-5.52734375,-5.9375,2.0625,-1.75,0.76953125,0.41015625
-76.0,-78.0625,-2.19140625,-3.4921875,-78.4375,-79.0625,-3.27734375,-4.38671875,2.0625,0.625,1.30078125,1.109375
-86.5625,-87.3125,-5.1640625,-5.390625,-86.0625,-85.25,-3.048828125,-3.453125,0.75,-0.8125,0.2265625,0.404296875
-83.3125,-84.0,-5.10546875,-5.45703125,-83.5625,-84.25,-3.7421875,-4.140625,0.6875,0.6875,0.3515625,0.3984375
-73.8125,-74.5,-4.58203125,-4.8203125,-74.9375,-75.125,-7.3984375,-7.5703125,0.6875,0.1875,0.23828125,0.171875
-82.5625,-83.9375,-3.3125,-4.0859375,-83.5625,-83.5625,-3.310546875,-3.962890625,1.375,0.0,0.7734375,0.65234375
-99.5,-100.5625,-4.84765625,-5.34375,-98.5625,-98.3125,-5.51953125,-5.7578125,1.0625,-0.25,0.49609375,0.23828125
-86.6875,-86.9375,-3.57421875,-4.00390625,-88.6875,-88.5,-5.36328125,-5.6328125,0.25,-0.1875,0.4296875,0.26953125
-78.0625,-80.875,-4.84765625,-5.296875,-79.8125,-78.8125,-5.95703125,-6.15234375,2.8125,-1.0,0.44921875,0.1953125
-78.1875,-80.6875,-3.25,-4.1640625,-81.75,-80.375,-4.24609375,-4.5546875,2.5,-1.375,0.9140625,0.30859375
-75.6875,-76.625,-3.634765625,-4.0546875,-81.1875,-81.0625,-5.3046875,-5.7421875,0.9375,-0.125,0.419921875,0.4375
-75.9375,-77.3125,-2.73046875,-3.3984375,-78.25,-78.0,-2.826171875,-3.341796875,1.375,-0.25,0.66796875,0.515625
-86.375,-87.0,-6.19921875,-6.5078125,-86.8125,-87.6875,-3.40625,-4.02734375,0.625,0.875,0.30859375,0.62109375
-68.25,-69.5,-4.0859375,-4.91796875,-70.5625,-71.5625,-5.015625,-5.734375,1.25,1.0,0.83203125,0.71875
-75.25,-76.4375,-4.84765625,-5.19140625,-77.1875,-76.875,-5.18359375,-5.375,1.1875,-0.3125,0.34375,0.19140625
-74.0625,-74.5,-3.150390625,-3.712890625,-75.0625,-77.1875,-5.3671875,-5.7421875,0.4375,2.125,0.5625,0.375
-64.4375,-66.9375,-4.6171875,-5.41015625,-67.125,-66.4375,-3.814453125,-4.25390625,2.5,-0.6875,0.79296875,0.439453125
-79.6875,-80.125,-2.6796875,-2.98046875,-83.9375,-84.6875,-5.6796875,-6.04296875,0.4375,0.75,0.30078125,0.36328125
-67.0625,-70.0625,-3.828125,-4.69140625,-70.0625,-68.9375,-3.87109375,-4.296875,3.0,-1.125,0.86328125,0.42578125
-79.1875,-80.375,-4.27734375,-4.828125,-81.9375,-82.5625,-5.30859375,-5.8515625,1.1875,0.625,0.55078125,0.54296875
-79.25,-80.125,-5.1328125,-5.38671875,-83.0,-82.625,-5.26953125,-5.796875,0.875,-0.375,0.25390625,0.52734375
-74.4375,-79.8125,-3.689453125,-5.7421875,-76.5625,-75.9375,-4.53515625,-4.82421875,5.375,-0.625,2.052734375,0.2890625
-78.5,-78.125,-3.796875,-4.17578125,-78.4375,-79.8125,-5.94140625,-6.24609375,-0.375,1.375,0.37890625,0.3046875
-73.875,-73.5,-4.7109375,-4.796875,-76.8125,-77.75,-5.89453125,-6.17578125,-0.375,0.9375,0.0859375,0.28125
-75.875,-77.1875,-3.390625,-4.05078125,-79.6875,-80.875,-5.2890625,-5.6171875,1.3125,1.1875,0.66015625,0.328125
-73.4375,-74.125,-3.91015625,-5.4453125,-75.875,-76.625,-4.14453125,-4.328125,0.6875,0.75,1.53515625,0.18359375
-76.625,-78.4375,-3.728515625,-4.22265625,-80.8125,-79.875,-5.83984375,-6.12890625,1.8125,-0.9375,0.494140625,0.2890625
-81.9375,-82.5,-7.2734375,-7.4921875,-84.125,-84.5625,-4.08984375,-4.74609375,0.5625,0.4375,0.21875,0.65625
-85.5625,-86.1875,-3.619140625,-4.015625,-86.4375,-87.0,-5.703125,-5.91015625,0.625,0.5625,0.396484375,0.20703125
-78.875,-82.8125,-2.955078125,-4.4921875,-86.75,-84.8125,-5.671875,-6.1328125,3.9375,-1.9375,1.537109375,0.4609375
-71.375,-72.125,-4.203125,-4.82421875,-70.75,-72.625,-4.21875,-4.98828125,0.75,1.875,0.62109375,0.76953125
