s_PE_Active,s_PE_Passive,w_PE_Active,w_PE_Passive
1.25,4.5,0.640625,1.296875
-2.84375,6.90625,0.3671875,-0.046875
1.6875,2.75,-0.01171875,0.21484375
1.0,3.4375,0.82421875,0.9453125
0.0,3.1875,-0.234375,0.57421875
-1.90625,4.53125,0.8359375,0.62109375
-2.53125,7.0,0.578125,0.73828125
2.375,2.84375,0.4765625,0.32421875
-1.375,3.0625,0.21875,-0.5234375
2.90625,1.4375,0.44140625,0.359375
1.75,-0.25,0.40234375,0.5234375
-0.625,2.5,0.453125,0.53515625
0.6875,0.375,0.71875,0.2421875
-5.3125,5.9375,-0.1484375,0.0625
5.6875,-0.0625,1.0,0.265625
1.0625,2.625,0.55859375,-0.65625
3.3125,1.5,0.1796875,-0.04296875
-0.5625,9.8125,0.1328125,-0.01171875
3.9375,0.125,0.46484375,-0.4296875
2.5,3.0625,0.3359375,0.75390625
-2.5,5.75,0.12109375,-0.412109375
1.25,0.75,0.8671875,0.3125
0.59375,3.6875,0.2734375,0.6640625
0.59375,3.09375,0.44921875,0.7109375
0.59375,2.65625,0.734375,0.9140625
0.4375,3.34375,0.09375,-0.310546875
-0.5625,0.5625,0.1796875,0.56640625
2.0,3.5,-0.6640625,-0.53125
1.53125,3.75,0.9140625,-0.03515625
-1.09375,5.15625,0.625,1.03125
0.0,2.125,-0.8828125,0.544921875
2.9375,0.4375,0.34375,0.4609375
-0.5625,3.875,0.1171875,0.1953125
3.875,-0.28125,-0.1640625,-0.361328125
-0.375,4.1875,0.17578125,0.4609375
2.71875,1.15625,0.6484375,0.46484375
-1.0,4.25,-0.14453125,0.1015625
-2.3125,2.9375,0.578125,0.64453125
-2.15625,4.25,0.921875,0.29296875
2.25,1.5,1.265625,0.41796875
0.0625,3.15625,0.46875,0.1328125
0.28125,2.03125,0.5859375,0.390625
-2.9375,4.625,0.46484375,0.50390625
-0.46875,4.40625,0.90625,0.34765625
1.28125,1.0625,-0.1953125,0.279296875
-1.4375,3.25,0.3125,0.34765625
0.6875,4.25,0.875,0.19140625
-1.9375,4.3125,-0.19140625,0.3984375
-1.875,4.9375,0.765625,0.37890625
-0.1875,3.90625,-0.1171875,0.03125
1.3125,3.21875,1.54296875,-0.818359375
1.3125,4.5625,0.875,1.61328125
3.09375,2.875,1.90625,0.6171875
0.875,3.9375,-0.21875,0.859375
-1.71875,3.8125,0.49609375,0.2421875
1.0625,-0.25,0.37109375,-0.703125
-4.78125,4.90625,-0.390625,-0.55078125
1.40625,1.25,0.5234375,0.140625
-0.28125,5.4375,0.625,0.18359375
0.4375,4.9375,0.1171875,-0.1171875
0.28125,4.84375,1.3203125,0.02734375
2.40625,0.53125,0.72265625,-0.04296875
-0.5625,3.65625,0.53125,0.4453125
1.09375,6.65625,0.3046875,0.23828125
2.875,0.90625,0.72265625,0.4296875
-0.75,0.4375,0.0703125,0.99609375
-1.84375,4.6875,0.4375,-0.01171875
0.5625,1.3125,1.4453125,1.03125
2.75,-0.53125,1.0859375,-0.2734375
1.25,2.53125,0.1875,0.00390625
3.8125,0.25,0.0234375,-0.24609375
3.75,-2.84375,-0.1640625,0.48046875
1.4375,3.21875,1.15625,0.03125
1.09375,-0.8125,1.0,0.55859375
-0.25,4.46875,-0.0625,0.890625
-0.59375,4.78125,0.90625,0.7421875
1.0625,1.75,1.21875,-0.11328125
1.34375,0.46875,-0.0859375,-0.203125
-1.0,4.5,-0.2578125,1.12109375
1.3125,2.75,0.6328125,0.251953125
1.75,1.59375,0.3203125,-0.29296875
0.375,4.1875,-0.2421875,-0.49609375
2.0,2.5,0.6796875,-0.28515625
2.4375,-0.75,1.078125,0.10546875
-3.78125,6.5,0.47265625,1.5390625
1.9375,1.25,0.359375,0.1015625
-0.34375,4.90625,1.1015625,0.48046875
1.5,1.6875,-0.28125,0.96875
1.34375,2.9375,0.3046875,-0.3046875
2.34375,1.125,0.8203125,0.142578125
0.5625,1.09375,0.5078125,0.5390625
-0.625,2.53125,0.3125,0.22265625
0.34375,6.28125,0.32421875,0.4296875
0.5625,1.8125,0.0703125,0.4140625
2.5,3.3125,0.0234375,0.43359375
1.25,5.75,0.3046875,0.97265625
-2.46875,5.09375,-1.26953125,1.341796875
2.71875,-1.4375,0.68359375,0.19921875
-0.4375,6.9375,-0.609375,1.1953125
3.625,0.59375,0.5859375,0.265625
0.78125,4.25,0.0390625,0.17578125
-1.46875,4.34375,-0.07421875,0.4296875
-0.5,4.125,0.1171875,0.15625
-4.0,5.875,-0.7109375,-0.912109375
-0.6875,5.46875,-0.19140625,0.96875
-1.0,4.25,0.671875,0.58203125
-0.78125,1.875,-0.22265625,-0.958984375
1.21875,1.84375,0.78515625,0.708984375
-0.75,5.65625,-0.109375,0.41796875
-3.25,6.84375,0.43359375,1.10546875
-1.3125,3.75,0.7421875,0.77734375
1.1875,3.5625,0.859375,-0.2265625
0.15625,4.625,-0.78125,0.810546875
-1.0625,3.0625,0.1953125,0.94921875
0.5625,2.46875,0.0625,0.68359375
-1.65625,1.3125,0.9296875,0.53125
0.6875,0.875,0.171875,0.515625
0.875,4.75,0.3125,0.671875
1.5,5.25,-0.19140625,0.31640625
-0.65625,2.8125,0.015625,1.38671875
2.25,3.1875,0.3671875,0.40625
0.125,7.1875,0.5,0.32421875
-4.3125,9.25,0.17578125,0.484375
2.25,3.125,0.6796875,0.3828125
2.375,-0.125,0.1796875,0.05859375
2.96875,1.1875,0.625,0.29296875
0.5,2.0,0.0703125,0.11328125
2.96875,1.65625,0.515625,0.11328125
0.46875,2.5625,0.671875,1.19921875
-0.90625,4.125,-0.3671875,0.64453125
5.0625,-2.9375,0.64453125,0.576171875
2.6875,-1.75,0.34765625,0.1484375
1.0,1.0625,0.109375,0.65625
-1.25,4.90625,0.2421875,0.55078125
-2.96875,7.03125,-0.4453125,0.78125
-0.90625,4.1875,-1.6171875,-0.2734375
4.90625,-1.9375,-0.1328125,-0.34765625
1.0625,4.625,-0.4140625,0.640625
-3.8125,6.5,-0.0234375,0.53515625
0.34375,2.59375,0.125,1.11328125
1.0625,1.4375,1.203125,-1.71484375
3.1875,-1.1875,0.4765625,0.3203125
2.3125,5.3125,1.1015625,0.50390625
0.0,4.125,-0.15625,0.50390625
0.84375,3.75,-0.234375,-0.6328125
2.8125,2.5625,-0.25,0.08984375
0.3125,5.5,0.51953125,0.47265625
-1.0625,6.3125,0.375,0.92578125
2.34375,0.0,0.1484375,0.380859375
-3.4375,5.75,-0.08984375,0.30859375
1.4375,0.3125,1.28125,-0.26953125
1.40625,3.65625,0.41015625,0.28515625
-0.125,0.5,0.5234375,0.96484375
0.3125,3.84375,-0.3203125,-0.328125
0.90625,2.25,-0.0078125,-0.09375
-1.875,3.6875,0.0546875,0.46875
1.375,1.5,0.8125,0.08203125
2.53125,1.5625,-0.453125,0.328125
2.5,0.09375,0.37109375,0.2421875
3.90625,0.25,0.83984375,0.32421875
-0.15625,6.4375,0.328125,0.265625
1.40625,4.15625,0.53125,0.90234375
2.0,-0.0625,0.5,-0.3984375
1.375,1.5,0.46875,0.6640625
6.125,-0.75,-0.38671875,-0.328125
-0.25,4.25,0.25,0.9921875
2.8125,3.3125,0.4609375,0.14453125
0.75,1.4375,0.4453125,0.04296875
-0.875,3.5,0.171875,0.80859375
-1.875,7.1875,-0.0703125,0.55078125
-1.5625,1.875,-0.296875,-0.51171875
2.3125,1.9375,-0.1796875,0.1953125
3.375,-2.0625,0.5234375,0.3125
-0.53125,1.875,0.0390625,0.19921875
-0.59375,4.03125,0.1875,0.20703125
2.21875,0.625,0.19140625,-0.17578125
7.4375,-4.0,1.5078125,0.95703125
-1.15625,3.96875,-0.49609375,0.73828125
0.25,0.84375,0.4921875,-0.86328125
0.0,5.5,0.296875,-0.09765625
2.625,0.6875,0.40625,-0.0625
1.875,3.375,0.1484375,0.25390625
2.625,2.0625,0.84375,-0.00390625
0.1875,3.6875,0.078125,0.19921875
0.09375,1.71875,0.8125,0.06640625
1.21875,3.625,1.4296875,0.42578125
0.21875,5.9375,0.7109375,0.8203125
-1.75,4.3125,-0.3515625,0.17578125
-3.25,3.375,0.171875,0.787109375
0.09375,1.25,0.03515625,-0.14453125
1.9375,-0.96875,1.265625,-0.353515625
-5.125,2.5,-0.1171875,-0.24609375
-3.1875,4.5,0.3671875,0.8828125
-0.5,7.875,0.7578125,0.625
-0.3125,2.84375,0.55859375,-0.515625
-0.9375,4.375,0.0703125,0.30859375
-2.0,5.0,0.2578125,0.576171875
-0.1875,2.625,0.05859375,-0.1796875
1.1875,3.875,0.1015625,0.17578125
-1.25,4.6875,0.55078125,0.4453125
0.8125,2.75,0.38671875,0.578125
1.25,3.40625,0.6015625,0.59765625
1.9375,0.9375,0.4140625,0.48046875
-1.09375,5.59375,0.9140625,0.57421875
1.90625,1.5,0.51953125,0.0
-0.25,2.8125,0.078125,-0.31640625
0.4375,3.34375,0.7890625,1.12109375
1.625,4.15625,1.08984375,0.9140625
0.125,5.0625,0.5625,0.13671875
1.4375,0.9375,1.6640625,0.81640625
1.3125,2.625,-0.0078125,0.302734375
-2.625,4.75,-0.17578125,1.0703125
4.5,-0.3125,1.0078125,-0.2421875
0.90625,5.1875,0.1484375,0.171875
0.25,2.875,0.27734375,0.22265625
4.1875,-0.3125,0.3359375,0.65625
1.4375,0.65625,-1.0390625,0.5234375
-0.78125,6.8125,-0.171875,-0.78515625
4.1875,0.4375,0.6953125,0.38671875
1.59375,4.71875,0.109375,0.65625
9.5625,-5.25,0.6953125,0.6015625
3.65625,1.71875,0.61328125,-0.15625
3.21875,1.4375,-0.046875,0.8515625
1.5,2.71875,0.3828125,0.470703125
0.5,2.375,0.8046875,0.4609375
-0.5625,7.125,1.1484375,1.1015625
7.40625,-3.875,2.4765625,-0.5703125
3.125,-0.59375,0.234375,-0.08203125
-0.75,4.125,-0.953125,0.19921875
3.8125,-0.0625,0.578125,0.734375
0.0,3.1875,0.2578125,0.8359375
4.34375,-1.25,0.078125,0.88671875
1.25,2.25,0.71875,0.11328125
-1.125,3.9375,-0.046875,-0.42578125
-1.40625,4.0625,-0.53125,-0.046875
4.0,0.625,0.53125,0.171875
1.625,0.25,0.25,0.04296875
3.375,2.25,-0.40625,0.07421875
-1.5,2.0625,-0.16015625,0.2265625
0.34375,0.625,0.59375,0.45703125
0.75,3.9375,0.52734375,0.0390625
2.25,2.78125,0.5625,0.10546875
3.0,2.3125,0.421875,-0.234375
1.03125,4.125,0.38671875,0.80078125
3.125,1.21875,-0.78125,0.77734375
-1.375,3.15625,0.046875,0.01171875
-0.03125,6.4375,-0.5234375,-0.078125
-2.125,2.8125,0.41796875,-0.13671875
-1.75,2.75,0.390625,0.4609375
-0.125,1.65625,0.2421875,0.25390625
-0.75,2.25,0.953125,0.6484375
-0.25,3.25,0.46484375,0.08203125
1.65625,-0.5,0.1171875,-0.49609375
0.125,3.1875,0.7109375,-0.3125
-2.75,8.4375,-0.546875,1.4296875
-2.21875,7.78125,-1.0546875,0.51953125
1.96875,3.15625,0.6875,0.728515625
0.4375,3.5,-0.05078125,-0.31640625
-2.4375,2.625,0.390625,-1.515625
-4.9375,8.875,-0.109375,0.7421875
3.28125,1.5,0.890625,0.36328125
-1.625,4.1875,-0.0625,1.25
1.6875,1.625,0.3515625,0.0
3.4375,2.875,0.0078125,0.25
-2.1875,6.0,-0.4375,0.921875
4.375,1.875,1.765625,1.080078125
1.6875,1.3125,0.25,0.875
-3.75,6.78125,0.1484375,0.05078125
-1.0625,2.375,-0.18359375,0.34375
0.625,2.28125,-0.0703125,0.87890625
0.4375,6.5,0.42578125,0.466796875
0.84375,3.3125,0.91015625,0.35546875
1.03125,3.0,0.3125,0.4140625
1.125,0.8125,0.3203125,-0.31640625
-0.4375,4.0625,-0.0390625,0.453125
-0.25,2.125,0.3828125,1.37109375
3.8125,-0.6875,0.3515625,-0.35546875
-2.375,4.0,0.12109375,1.05078125
-0.875,1.9375,1.4296875,0.28515625
-1.375,4.40625,-0.0390625,0.8828125
0.40625,3.09375,-0.125,0.3046875
1.15625,2.71875,0.7890625,0.3203125
-3.09375,6.75,-0.375,-1.30859375
-0.5,4.4375,0.5390625,0.453125
0.6875,3.625,0.25,1.17578125
3.5625,1.125,0.2109375,0.06640625
1.75,2.625,2.90625,0.32421875
3.5625,0.3125,1.2109375,-0.171875
3.9375,0.875,0.0546875,1.1484375
0.9375,3.1875,0.30859375,0.419921875
1.25,3.5625,0.71484375,0.5390625
1.21875,4.5,0.5078125,0.62109375
-1.0625,2.75,0.2109375,-0.02734375
0.625,3.09375,0.0078125,-0.1796875
1.25,2.5,0.37109375,0.125
1.40625,2.53125,-0.36328125,-1.05859375
0.5,2.53125,0.8203125,0.6171875
5.40625,-0.75,1.1875,0.04296875
0.0625,3.8125,0.390625,0.87890625
1.40625,3.90625,0.4453125,0.65625
-3.46875,5.28125,0.29296875,0.30859375
-0.15625,7.4375,0.49609375,0.5390625
2.84375,-0.25,0.9375,0.125
3.8125,-2.0625,0.59375,-0.142578125
-0.125,5.25,-0.53125,0.6875
2.34375,2.1875,1.5625,0.142578125
2.4375,1.6875,0.2578125,-0.291015625
-0.875,2.96875,0.2734375,0.609375
-0.875,5.5,0.5703125,0.17578125
2.40625,1.75,0.28515625,-0.236328125
2.125,1.0625,0.859375,0.171875
0.1875,4.25,0.40625,1.23828125
2.0625,1.65625,2.0,-0.17578125
0.5,3.65625,0.4140625,0.63671875
4.96875,-1.28125,0.0625,-0.4453125
1.0625,3.5,0.53515625,0.5546875
0.5625,3.0625,0.1328125,0.5859375
-0.25,4.21875,-0.02734375,0.3984375
-0.4375,3.6875,0.21875,1.1484375
-0.15625,6.15625,0.265625,0.58984375
-1.1875,3.375,0.19140625,0.34765625
0.53125,4.125,0.53515625,0.67578125
-0.5625,3.0,0.1640625,0.3828125
0.0625,3.625,0.390625,0.28125
2.4375,0.875,1.421875,0.578125
1.375,2.09375,0.26953125,0.37890625
-2.28125,4.15625,0.4765625,0.16015625
-0.875,3.25,0.3828125,0.89453125
-0.96875,10.3125,0.1875,1.67578125
1.59375,1.46875,0.2421875,-0.34765625
0.03125,4.0,-0.421875,0.6953125
1.65625,1.375,0.84375,0.48046875
3.4375,-0.6875,0.34375,0.2109375
-0.1875,-1.0,0.4296875,0.30859375
0.5,3.6875,0.4765625,0.5078125
4.4375,-2.09375,1.44921875,-0.34765625
1.5,2.625,-0.484375,-0.328125
-1.90625,5.09375,0.96875,0.23828125
0.5625,2.4375,-0.0859375,-0.40625
2.78125,-0.25,0.3359375,0.25
5.28125,-4.3125,-0.0078125,-0.828125
-0.3125,1.6875,0.6171875,0.28515625
-0.59375,2.375,0.0234375,0.8359375
-0.34375,3.75,-0.19921875,0.1484375
0.84375,3.8125,0.09375,0.8125
5.96875,-2.125,1.98828125,0.56640625
-2.96875,7.90625,-0.078125,0.69921875
2.25,1.15625,0.033203125,0.1875
3.0625,3.75,0.09375,0.72265625
2.8125,1.75,0.5546875,0.90234375
3.3125,-3.6875,0.1328125,0.140625
-1.1875,3.9375,0.2578125,0.21875
1.0625,5.65625,0.26171875,0.796875
2.78125,3.21875,1.953125,0.5078125
2.9375,3.3125,0.421875,0.6484375
-1.0,2.875,-0.77734375,0.02734375
-0.84375,4.84375,-0.234375,0.54296875
-1.9375,5.1875,0.21875,1.01953125
6.0625,1.875,4.2578125,0.779296875
0.34375,4.0,0.5234375,-1.126953125
0.375,3.9375,-0.0625,0.85546875
0.5625,2.28125,0.71875,-0.25
-0.1875,2.25,-0.125,0.25390625
0.3125,3.0,-0.12890625,0.11328125
1.8125,6.90625,0.69921875,0.76171875
0.78125,4.4375,1.390625,-0.3828125
-0.65625,1.75,0.2421875,0.85546875
3.0,0.875,0.44921875,0.310546875
-0.8125,4.3125,0.390625,1.26953125
-5.75,7.59375,0.5,1.421875
0.8125,4.625,0.3984375,0.1953125
0.25,4.0625,0.25,-0.03125
2.0625,3.4375,1.3125,0.875
0.90625,2.28125,0.7734375,0.82421875
-0.78125,3.5,0.8046875,0.9609375
1.5,-0.625,0.16015625,0.3359375
2.59375,2.34375,0.4453125,0.375
-2.46875,5.8125,-0.01953125,0.9375
2.71875,-0.8125,0.1328125,-0.1484375
-0.25,3.5,0.734375,-0.517578125
-0.78125,3.5625,0.34375,-0.271484375
0.5,4.75,0.734375,0.54296875
-0.9375,3.75,-0.98828125,-0.19140625
-2.40625,8.28125,0.09375,1.66796875
1.4375,4.0625,0.21484375,0.69921875
2.65625,2.8125,0.08984375,0.27734375
1.15625,3.4375,0.90625,-1.603515625
3.5625,3.5625,0.8671875,0.90234375
-2.28125,4.21875,0.4921875,0.8671875
3.28125,0.75,1.0546875,0.65625
0.625,1.65625,-0.0546875,0.4296875
1.09375,2.90625,1.29296875,-0.783203125
3.875,2.6875,0.64453125,0.8671875
0.1875,4.5,0.2109375,0.15234375
-1.03125,3.96875,0.21484375,1.09375
1.375,2.625,-0.30078125,0.53515625
0.625,2.4375,-0.6640625,0.15234375
1.0,3.25,-0.6875,-0.6015625
0.75,0.84375,0.0234375,1.107421875
4.1875,-4.03125,0.8515625,0.72265625
2.4375,2.5625,0.41796875,-0.12890625
6.0625,5.375,0.7109375,1.13671875
0.625,4.125,0.47265625,0.697265625
-2.625,4.25,-0.0625,0.37890625
-2.65625,3.375,-1.1015625,0.50390625
-1.34375,2.375,0.52734375,-0.2734375
-0.28125,6.03125,-0.28125,0.30078125
0.4375,3.03125,0.26171875,0.18359375
2.34375,0.78125,0.359375,-0.03125
0.875,2.3125,0.6953125,0.09375
3.625,2.8125,0.5859375,0.375
2.0625,2.125,0.6875,0.58203125
-0.25,5.65625,-0.86328125,1.599609375
-2.375,1.5,-0.3515625,0.484375
2.75,-1.625,0.0703125,0.0859375
0.8125,3.5625,0.10546875,0.05078125
1.8125,4.5,0.55078125,0.765625
-0.25,4.875,0.15625,-0.00390625
-1.3125,2.9375,0.15625,0.20703125
2.96875,0.625,0.25,0.48046875
-1.25,5.125,0.1640625,0.03125
3.09375,1.0,1.578125,0.07421875
-1.8125,5.5,0.2578125,0.65625
1.5,0.6875,0.1953125,0.796875
0.5,4.25,1.515625,1.35546875
3.25,0.75,-0.05078125,-0.19140625
0.03125,0.6875,-0.3125,0.3984375
4.46875,-3.09375,0.24609375,0.1328125
-0.46875,1.625,0.2734375,0.85546875
0.09375,5.59375,0.2109375,-0.0546875
1.8125,5.34375,0.875,1.06640625
-1.90625,3.4375,0.3203125,0.43359375
-0.5625,8.15625,0.5234375,0.73046875
-0.0625,4.0625,0.4375,0.296875
-3.03125,4.5,-0.921875,0.328125
1.40625,2.78125,1.4140625,1.08203125
-2.4375,6.90625,-0.09375,0.9140625
-1.375,8.0,0.5390625,0.08984375
1.8125,3.0,1.296875,0.47265625
0.25,5.9375,0.7265625,0.923828125
0.6875,7.5,0.203125,0.7734375
0.4375,1.71875,0.328125,-0.1328125
0.8125,4.15625,-0.5,0.6640625
0.78125,2.125,0.40234375,0.3671875
1.375,2.15625,0.8203125,0.72265625
-1.71875,5.375,0.171875,1.0546875
5.46875,-2.625,1.140625,-1.228515625
4.71875,-2.25,1.6796875,-0.4609375
1.8125,2.875,0.82421875,-0.1640625
1.75,1.0,0.234375,0.671875
-0.21875,4.125,-0.1484375,0.875
-4.21875,7.625,-0.09375,0.26953125
-3.625,8.6875,-0.1171875,0.6953125
1.40625,3.5,1.921875,0.47265625
1.46875,3.25,1.14453125,0.8828125
4.84375,-0.0625,1.26171875,-0.328125
1.25,2.1875,0.7421875,0.90625
1.5625,1.875,1.421875,0.234375
0.375,1.375,0.3125,0.30078125
1.9375,-1.0,1.40625,-0.91796875
1.5,2.0625,0.62890625,0.31640625
0.0,2.0625,0.2578125,-0.16015625
4.375,-2.65625,-0.90625,-0.6015625
-0.40625,5.6875,0.6796875,0.99609375
2.1875,4.125,0.1171875,0.078125
1.375,3.46875,0.859375,-0.3515625
1.28125,2.78125,0.3046875,0.92578125
4.09375,0.5625,1.2265625,-0.578125
1.1875,6.0625,0.890625,1.203125
1.21875,0.625,0.51171875,0.35546875
1.0625,1.84375,0.765625,0.876953125
1.6875,8.125,0.7109375,1.05859375
-2.625,4.5,0.05078125,-0.10546875
1.5625,3.53125,1.9453125,-0.80859375
0.125,2.375,-0.1953125,0.69921875
-4.03125,4.375,-0.2578125,0.44140625
1.46875,4.75,0.58203125,0.5859375
1.96875,1.4375,0.1875,0.25
1.5625,1.875,0.33203125,0.37890625
0.1875,2.0625,0.1875,0.74609375
4.4375,-1.375,1.39453125,0.08203125
1.3125,0.625,-0.4453125,-0.26953125
1.375,2.1875,0.5078125,0.07421875
1.75,5.125,1.171875,0.19921875
0.28125,6.28125,-0.296875,1.15234375
-1.4375,2.625,-0.52734375,0.08203125
-1.625,3.125,0.00390625,0.37109375
3.25,0.75,1.015625,-0.63671875
-4.28125,7.8125,-1.2265625,0.98046875
0.625,2.0,0.84765625,0.875
-1.15625,4.40625,0.5390625,-0.03515625
-0.4375,2.5625,0.3125,0.23828125
-0.03125,2.875,0.3203125,0.2265625
-0.25,4.40625,1.140625,1.0625
2.5625,4.9375,-0.0234375,0.3359375
-0.84375,1.6875,0.2265625,0.609375
1.8125,3.0,0.6640625,0.23046875
-2.125,3.875,-0.421875,-0.046875
-1.46875,6.90625,-0.0546875,0.8828125
1.3125,7.5625,0.765625,0.34765625
-0.03125,-0.125,0.359375,0.37890625
1.21875,-0.3125,0.546875,0.69140625
1.8125,3.0625,1.3828125,0.1640625
-0.75,3.6875,-0.1171875,1.01953125
1.6875,3.59375,0.52734375,0.28515625
5.46875,-0.4375,1.234375,0.70703125
-0.5,4.6875,-0.6015625,0.1796875
3.3125,0.8125,0.01953125,0.18359375
-0.5,5.28125,0.9453125,0.2421875
1.09375,3.40625,0.2265625,1.51953125
1.90625,-1.0,0.3984375,-0.1953125
4.84375,-2.5,-0.6796875,-0.072265625
3.34375,1.875,0.3046875,-0.693359375
-1.65625,3.125,-0.265625,0.03125
-0.65625,4.84375,0.171875,0.109375
-1.3125,6.8125,0.34375,0.5234375
-0.3125,4.8125,0.4140625,1.05859375
2.25,-1.3125,0.7109375,-0.96875
-1.4375,2.4375,0.203125,0.39453125
-0.1875,5.71875,-0.40625,0.7109375
0.0625,3.0,0.1953125,0.94140625
-1.0625,4.5,-0.31640625,0.3125
3.0625,-1.5,0.125,-0.69140625
-0.625,2.125,0.609375,0.5546875
0.25,1.25,0.4453125,0.353515625
3.09375,1.03125,0.14453125,0.3046875
5.125,1.0,0.8359375,0.63671875
1.4375,1.78125,-0.9609375,1.12109375
1.28125,5.03125,1.4921875,1.421875
4.65625,-0.9375,0.3359375,0.02734375
2.3125,0.6875,0.671875,0.4765625
-0.75,3.90625,0.140625,1.0
-0.0625,5.65625,-0.0625,-0.140625
-0.90625,9.53125,0.0625,-0.73046875
-0.625,3.8125,0.6640625,0.0546875
0.59375,0.75,0.0390625,-0.62890625
1.78125,3.3125,0.55859375,0.6640625
3.84375,3.625,0.51953125,0.46875
1.46875,5.4375,0.6171875,0.578125
3.25,1.09375,0.3984375,0.03125
4.6875,1.3125,0.3125,0.51171875
-1.875,6.25,0.2109375,1.0703125
8.09375,5.625,0.32421875,0.087890625
1.84375,2.46875,0.5546875,0.5859375
-1.8125,3.25,0.1953125,0.42578125
-0.9375,5.8125,-0.21875,0.5234375
1.0,1.875,0.28515625,0.26953125
-3.375,7.6875,0.4609375,1.76953125
1.1875,7.5,-0.4453125,0.05859375
-2.3125,3.6875,0.2421875,0.11328125
0.40625,4.375,0.1171875,0.86328125
2.125,1.0,0.19140625,0.1875
5.125,3.875,0.59375,-0.125
3.34375,-0.90625,1.046875,-0.07421875
2.25,1.375,0.91796875,0.890625
2.28125,0.1875,0.30859375,0.59375
1.71875,2.0,0.7265625,0.7265625
0.75,2.78125,0.15625,0.466796875
0.5,-0.1875,0.125,0.54296875
2.28125,0.8125,-0.01953125,0.09765625
4.03125,-1.125,0.609375,-0.849609375
1.0625,1.375,0.05078125,0.26171875
-0.1875,5.1875,0.53125,0.99609375
-0.71875,4.1875,0.7265625,0.27734375
-0.1875,2.1875,-0.1484375,0.54296875
1.6875,3.40625,0.3671875,-0.20703125
3.5,1.4375,0.8984375,0.4453125
2.71875,1.4375,0.890625,0.03125
-2.125,3.9375,0.9375,1.765625
0.34375,3.46875,1.015625,-0.96875
3.25,1.0625,0.140625,0.328125
2.625,0.0625,0.34765625,-0.85546875
-1.9375,4.21875,0.171875,0.3046875
3.25,-0.3125,1.0078125,0.3203125
3.3125,0.875,1.15625,-0.77734375
-1.0625,2.25,0.953125,-0.1875
2.4375,2.5,-0.4921875,-0.875
-4.34375,8.625,0.97265625,0.79296875
1.53125,4.5,1.25,0.40625
0.6875,6.0625,0.51953125,1.19140625
1.34375,3.625,-0.37890625,0.59375
1.625,-0.375,0.1875,0.3125
-4.375,4.46875,-0.16796875,0.046875
0.375,5.0625,0.078125,0.7890625
0.84375,4.6875,0.109375,0.58203125
1.96875,3.625,0.375,-0.40234375
-0.46875,4.5,0.078125,0.75390625
1.9375,0.9375,0.4453125,-0.173828125
0.8125,5.28125,0.66796875,1.5703125
2.65625,-0.03125,0.5625,0.04296875
-1.875,2.28125,1.91015625,-1.0390625
-2.53125,6.5,-0.265625,0.92578125
2.625,2.0,0.59375,0.625
0.75,4.3125,0.65234375,0.83984375
2.1875,0.25,0.20703125,0.30078125
4.0,0.125,-0.09765625,1.708984375
-0.4375,5.40625,1.2421875,0.44140625
-0.3125,0.9375,-0.19140625,-0.376953125
2.5,5.40625,-0.6328125,0.88671875
-0.375,2.75,-0.26171875,0.77734375
1.125,1.5,0.01171875,-0.0703125
-0.5625,2.6875,-0.1328125,0.83203125
-0.03125,4.53125,1.6875,0.8984375
-1.0625,3.59375,-0.0859375,0.310546875
0.6875,1.0,0.16015625,0.36328125
1.8125,1.03125,0.21484375,0.84375
0.75,3.65625,0.203125,-0.1875
2.125,0.3125,0.703125,-0.1875
3.59375,5.875,0.5078125,0.90625
1.15625,-1.0,0.29296875,-0.3203125
1.0,6.125,2.021484375,0.30078125
-1.3125,3.0,-0.16015625,-0.501953125
1.75,1.0625,-0.5078125,0.203125
0.5,2.6875,0.01953125,0.42578125
3.78125,3.125,0.18359375,0.16015625
0.6875,3.59375,1.3046875,0.6796875
2.09375,2.34375,0.12890625,-0.1953125
0.25,6.625,0.17578125,0.7578125
-3.875,5.1875,0.234375,0.44140625
0.9375,1.25,0.3125,0.2109375
-1.0,3.125,0.4375,0.3828125
-2.46875,10.4375,0.3984375,0.75
-0.78125,4.28125,0.0078125,0.17578125
3.15625,3.15625,0.546875,0.76953125
0.25,5.5,0.19140625,-0.912109375
-0.96875,4.96875,0.5078125,0.2265625
0.84375,3.5,0.0625,0.203125
0.53125,5.21875,0.4375,0.59765625
-0.75,3.71875,-0.03125,-0.001953125
1.6875,-0.40625,0.421875,-0.32421875
2.9375,2.21875,0.5703125,-0.43359375
1.9375,4.0625,0.7265625,0.703125
1.53125,2.0,-0.1328125,-0.1015625
1.1875,5.9375,0.45703125,0.494140625
1.09375,0.96875,0.8359375,0.0234375
-2.34375,9.3125,0.1015625,0.646484375
2.125,3.34375,0.7578125,0.77734375
-2.21875,6.03125,0.171875,1.1875
-2.125,6.875,0.3828125,1.123046875
4.0,0.15625,1.859375,0.1328125
-1.96875,2.1875,0.77734375,0.3671875
-1.375,6.3125,1.109375,0.76953125
4.875,-1.75,-0.421875,0.03515625
-0.5,4.375,-0.83203125,-0.125
1.4375,2.0625,0.32421875,0.50390625
-1.1875,3.125,0.515625,0.7421875
-0.0625,5.3125,0.3359375,0.6015625
3.53125,3.28125,1.09765625,0.94921875
0.375,5.78125,0.6171875,0.71875
0.4375,2.8125,-0.1796875,-0.71875
