s_cong_DO,s_inc_DO,w_cong_DO,w_inc_DO,s_cong_PO,s_inc_PO,w_cong_PO,w_inc_PO,s_PE_DO,s_PE_PO,w_PE_DO,w_PE_PO
-49.5,-49.21875,-2.404296875,-2.208984375,-51.875,-51.625,-1.705078125,-1.8359375,-0.28125,-0.25,-0.1953125,0.130859375
-51.65625,-50.4375,-2.626953125,-1.98046875,-51.65625,-54.21875,-3.208984375,-3.458984375,-1.21875,2.5625,-0.646484375,0.25
-47.78125,-46.0,-1.9287109375,-1.6328125,-48.84375,-51.09375,-2.53125,-2.619140625,-1.78125,2.25,-0.2958984375,0.087890625
-50.3125,-49.53125,-2.333984375,-2.228515625,-51.34375,-52.0625,-1.939453125,-2.107421875,-0.78125,0.71875,-0.10546875,0.16796875
-51.15625,-49.59375,-2.234375,-2.28125,-53.1875,-53.84375,-2.255859375,-2.654296875,-1.5625,0.65625,0.046875,0.3984375
-50.25,-47.84375,-2.005859375,-1.9580078125,-51.46875,-53.8125,-2.365234375,-2.587890625,-2.40625,2.34375,-0.0478515625,0.22265625
-49.15625,-49.0625,-2.375,-2.232421875,-51.0,-51.53125,-2.501953125,-2.869140625,-0.09375,0.53125,-0.142578125,0.3671875
-51.40625,-50.3125,-2.51171875,-2.45703125,-53.46875,-53.96875,-2.189453125,-2.65625,-1.09375,0.5,-0.0546875,0.466796875
-45.78125,-45.03125,-1.564453125,-1.1884765625,-47.0,-48.125,-5.0234375,-5.26171875,-0.75,1.125,-0.3759765625,0.23828125
-48.28125,-45.9375,-1.3203125,-1.177734375,-47.84375,-49.4375,-5.01953125,-4.91015625,-2.34375,1.59375,-0.142578125,-0.109375
-48.75,-47.71875,-1.263671875,-1.1435546875,-48.3125,-49.03125,-4.87109375,-4.625,-1.03125,0.71875,-0.1201171875,-0.24609375
-46.125,-46.4375,-1.3955078125,-1.455078125,-48.5,-49.125,-4.37890625,-4.46484375,0.3125,0.625,0.0595703125,0.0859375
-47.34375,-45.78125,-1.80078125,-1.498046875,-46.0,-47.09375,-4.359375,-4.515625,-1.5625,1.09375,-0.302734375,0.15625
-47.8125,-46.4375,-1.5791015625,-1.34765625,-47.1875,-48.4375,-5.09375,-5.13671875,-1.375,1.25,-0.2314453125,0.04296875
-52.59375,-49.40625,-2.123046875,-2.017578125,-50.21875,-53.84375,-4.19921875,-4.5859375,-3.1875,3.625,-0.10546875,0.38671875
-45.625,-45.03125,-1.279296875,-1.2119140625,-44.875,-44.71875,-4.6328125,-4.54296875,-0.59375,-0.15625,-0.0673828125,-0.08984375
-44.90625,-45.8125,-1.25390625,-1.48046875,-45.9375,-44.8125,-4.890625,-4.921875,0.90625,-1.125,0.2265625,0.03125
-46.09375,-46.75,-1.77734375,-1.599609375,-49.75,-49.25,-4.80859375,-4.5625,0.65625,-0.5,-0.177734375,-0.24609375
-58.46875,-58.34375,-7.359375,-7.52734375,-60.28125,-60.46875,-4.3046875,-4.7421875,-0.125,0.1875,0.16796875,0.4375
-59.34375,-60.40625,-7.46484375,-7.7890625,-61.875,-61.375,-5.8984375,-5.59765625,1.0625,-0.5,0.32421875,-0.30078125
-58.34375,-55.25,-7.51953125,-7.59765625,-54.90625,-59.875,-4.4609375,-5.359375,-3.09375,4.96875,0.078125,0.8984375
-57.1875,-56.75,-6.6953125,-6.87109375,-56.90625,-58.46875,-4.3984375,-4.40234375,-0.4375,1.5625,0.17578125,0.00390625
-58.25,-56.90625,-6.6171875,-7.00390625,-58.0625,-59.625,-4.84765625,-4.41796875,-1.34375,1.5625,0.38671875,-0.4296875
-60.84375,-57.9375,-7.87890625,-7.7578125,-59.21875,-63.3125,-4.734375,-5.26171875,-2.90625,4.09375,-0.12109375,0.52734375
-60.03125,-58.4375,-7.53515625,-7.96875,-58.625,-61.625,-4.65625,-4.74609375,-1.59375,3.0,0.43359375,0.08984375
-65.9375,-59.84375,-6.9453125,-6.99609375,-60.6875,-67.8125,-4.8359375,-5.5625,-6.09375,7.125,0.05078125,0.7265625
-62.75,-57.875,-7.109375,-7.43359375,-59.90625,-65.125,-4.09765625,-4.640625,-4.875,5.21875,0.32421875,0.54296875
-61.25,-57.0,-7.56640625,-7.7265625,-58.625,-64.0,-4.7109375,-5.0078125,-4.25,5.375,0.16015625,0.296875
-53.71875,-53.84375,-2.998046875,-3.345703125,-52.125,-51.5625,-1.75,-1.7900390625,0.125,-0.5625,0.34765625,0.0400390625
-52.25,-55.625,-2.708984375,-3.099609375,-53.53125,-51.125,-2.091796875,-2.140625,3.375,-2.40625,0.390625,0.048828125
-52.5625,-54.65625,-2.876953125,-2.8828125,-52.25,-51.09375,-2.189453125,-2.134765625,2.09375,-1.15625,0.005859375,-0.0546875
-46.40625,-48.40625,-3.283203125,-3.515625,-47.59375,-46.09375,-2.271484375,-2.46875,2.0,-1.5,0.232421875,0.197265625
-50.59375,-51.90625,-3.30859375,-3.314453125,-51.625,-50.15625,-1.689453125,-1.8447265625,1.3125,-1.46875,0.005859375,0.1552734375
-52.1875,-54.28125,-3.41796875,-3.267578125,-53.75,-51.4375,-2.244140625,-2.404296875,2.09375,-2.3125,-0.150390625,0.16015625
-53.1875,-53.5,-2.888671875,-3.01953125,-51.96875,-51.40625,-1.966796875,-2.046875,0.3125,-0.5625,0.130859375,0.080078125
-52.6875,-54.75,-3.001953125,-3.03125,-53.0625,-50.71875,-2.140625,-2.171875,2.0625,-2.34375,0.029296875,0.03125
-48.5625,-48.125,-3.23828125,-3.369140625,-46.15625,-46.71875,-1.7255859375,-1.853515625,-0.4375,0.5625,0.130859375,0.1279296875
-51.40625,-56.40625,-2.875,-2.87890625,-57.625,-51.15625,-1.94140625,-1.9130859375,5.0,-6.46875,0.00390625,-0.0283203125
-45.09375,-44.125,-2.990234375,-3.830078125,-45.0,-44.6875,-1.8828125,-1.919921875,-0.96875,-0.3125,0.83984375,0.037109375
-53.28125,-51.15625,-3.623046875,-4.2265625,-52.34375,-54.09375,-1.7470703125,-1.7900390625,-2.125,1.75,0.603515625,0.04296875
-50.0625,-50.0,-3.39453125,-3.841796875,-50.40625,-50.1875,-1.421875,-1.349609375,-0.0625,-0.21875,0.447265625,-0.072265625
-48.75,-50.71875,-3.72265625,-3.927734375,-50.4375,-49.15625,-1.61328125,-1.5888671875,1.96875,-1.28125,0.205078125,-0.0244140625
-52.0,-50.4375,-3.83984375,-4.06640625,-51.3125,-52.375,-1.2373046875,-1.33203125,-1.5625,1.0625,0.2265625,0.0947265625
-51.5,-52.09375,-3.9765625,-4.26171875,-53.21875,-51.8125,-1.5634765625,-1.7021484375,0.59375,-1.40625,0.28515625,0.138671875
-50.09375,-49.21875,-4.015625,-4.140625,-49.53125,-51.03125,-1.572265625,-1.9169921875,-0.875,1.5,0.125,0.3447265625
-53.6875,-51.75,-4.16015625,-4.546875,-51.5625,-52.5625,-1.7412109375,-1.798828125,-1.9375,1.0,0.38671875,0.0576171875
-51.96875,-52.40625,-4.2109375,-4.65625,-52.0625,-52.3125,-1.3681640625,-1.458984375,0.4375,0.25,0.4453125,0.0908203125
-55.40625,-51.9375,-3.9140625,-3.80859375,-52.53125,-56.6875,-1.6650390625,-1.4443359375,-3.46875,4.15625,-0.10546875,-0.220703125
-47.71875,-49.34375,-2.294921875,-2.234375,-47.96875,-46.40625,-1.7255859375,-2.119140625,1.625,-1.5625,-0.060546875,0.3935546875
-51.03125,-51.96875,-2.765625,-2.77734375,-50.25,-49.46875,-2.25390625,-2.388671875,0.9375,-0.78125,0.01171875,0.134765625
-49.5,-51.28125,-2.283203125,-1.9638671875,-50.03125,-49.03125,-2.185546875,-2.359375,1.78125,-1.0,-0.3193359375,0.173828125
-47.875,-48.96875,-2.4296875,-2.6015625,-47.53125,-46.125,-1.9931640625,-1.8779296875,1.09375,-1.40625,0.171875,-0.115234375
-48.09375,-49.59375,-2.671875,-2.84765625,-49.375,-47.65625,-2.8984375,-2.841796875,1.5,-1.71875,0.17578125,-0.056640625
-50.28125,-52.5,-2.279296875,-2.365234375,-49.75,-47.75,-1.966796875,-2.0546875,2.21875,-2.0,0.0859375,0.087890625
-48.84375,-48.59375,-2.896484375,-2.91796875,-48.84375,-49.3125,-2.2890625,-2.28515625,-0.25,0.46875,0.021484375,-0.00390625
-51.25,-49.9375,-2.490234375,-2.322265625,-48.90625,-50.65625,-2.7265625,-2.77734375,-1.3125,1.75,-0.16796875,0.05078125
-48.0,-48.9375,-2.81640625,-2.884765625,-48.15625,-46.84375,-2.33984375,-2.2734375,0.9375,-1.3125,0.068359375,-0.06640625
-48.9375,-50.46875,-2.6328125,-2.6328125,-49.78125,-47.8125,-1.818359375,-1.9384765625,1.53125,-1.96875,0.0,0.1201171875
-48.75,-52.0,-4.6796875,-5.765625,-50.25,-47.46875,-4.48828125,-4.49609375,3.25,-2.78125,1.0859375,0.0078125
-45.96875,-48.96875,-4.55078125,-5.6796875,-48.53125,-45.9375,-4.59375,-4.6171875,3.0,-2.59375,1.12890625,0.0234375
-46.75,-49.53125,-4.21484375,-5.55078125,-47.53125,-46.625,-4.6953125,-4.8125,2.78125,-0.90625,1.3359375,0.1171875
-50.625,-48.9375,-5.30078125,-5.74609375,-47.8125,-49.25,-4.421875,-4.39453125,-1.6875,1.4375,0.4453125,-0.02734375
-51.5625,-52.375,-4.5078125,-5.38671875,-49.78125,-49.75,-4.0390625,-4.32421875,0.8125,-0.03125,0.87890625,0.28515625
-49.40625,-51.78125,-4.859375,-5.515625,-49.625,-47.28125,-4.1796875,-4.33984375,2.375,-2.34375,0.65625,0.16015625
-50.84375,-49.75,-4.63671875,-5.3984375,-49.6875,-51.0625,-4.48046875,-4.3828125,-1.09375,1.375,0.76171875,-0.09765625
-50.84375,-54.65625,-4.87109375,-5.51953125,-54.25,-50.21875,-4.46875,-4.33984375,3.8125,-4.03125,0.6484375,-0.12890625
-49.8125,-48.96875,-5.109375,-5.515625,-49.125,-50.0,-3.892578125,-4.0234375,-0.84375,0.875,0.40625,0.130859375
-49.96875,-52.65625,-4.21484375,-4.8828125,-52.1875,-49.28125,-4.33984375,-4.3359375,2.6875,-2.90625,0.66796875,-0.00390625
-45.96875,-47.4375,-2.89453125,-4.49609375,-46.5,-46.03125,-2.640625,-2.59375,1.46875,-0.46875,1.6015625,-0.046875
-51.1875,-51.09375,-3.921875,-3.939453125,-49.5625,-49.8125,-3.064453125,-2.904296875,-0.09375,0.25,0.017578125,-0.16015625
-48.84375,-46.125,-4.078125,-4.35546875,-45.3125,-48.28125,-3.037109375,-3.1875,-2.71875,2.96875,0.27734375,0.150390625
-54.03125,-52.0625,-3.662109375,-4.2578125,-50.5,-53.8125,-3.32421875,-3.037109375,-1.96875,3.3125,0.595703125,-0.287109375
-46.0625,-47.4375,-2.591796875,-3.462890625,-46.40625,-45.96875,-2.763671875,-2.71875,1.375,-0.4375,0.87109375,-0.044921875
-46.34375,-48.1875,-3.6796875,-4.95703125,-47.3125,-46.90625,-2.716796875,-2.923828125,1.84375,-0.40625,1.27734375,0.20703125
-53.5,-49.5625,-4.0078125,-4.7421875,-47.28125,-51.96875,-2.841796875,-2.912109375,-3.9375,4.6875,0.734375,0.0703125
-50.4375,-49.28125,-4.53515625,-5.15234375,-48.4375,-50.09375,-3.109375,-2.9140625,-1.15625,1.65625,0.6171875,-0.1953125
-47.46875,-47.03125,-3.013671875,-3.845703125,-46.125,-47.0,-2.505859375,-2.517578125,-0.4375,0.875,0.83203125,0.01171875
-47.40625,-47.625,-3.212890625,-3.775390625,-46.15625,-47.0625,-2.58203125,-2.701171875,0.21875,0.90625,0.5625,0.119140625
-55.34375,-52.65625,-5.515625,-5.82421875,-50.15625,-52.625,-3.005859375,-3.0703125,-2.6875,2.46875,0.30859375,0.064453125
-52.09375,-51.84375,-5.5703125,-6.390625,-48.03125,-49.71875,-2.6328125,-2.755859375,-0.25,1.6875,0.8203125,0.123046875
-52.75,-54.34375,-6.54296875,-6.76171875,-51.6875,-50.875,-2.44140625,-2.53515625,1.59375,-0.8125,0.21875,0.09375
-55.125,-53.09375,-5.5546875,-5.87890625,-50.46875,-52.71875,-2.97265625,-3.06640625,-2.03125,2.25,0.32421875,0.09375
-53.625,-53.84375,-5.58203125,-6.42578125,-52.4375,-52.25,-2.6796875,-2.646484375,0.21875,-0.1875,0.84375,-0.033203125
-51.5625,-51.71875,-5.65625,-6.33984375,-50.0,-50.65625,-2.638671875,-2.705078125,0.15625,0.65625,0.68359375,0.06640625
-51.375,-52.21875,-5.35546875,-6.09375,-49.59375,-48.5625,-2.708984375,-2.763671875,0.84375,-1.03125,0.73828125,0.0546875
-55.6875,-53.6875,-5.90234375,-6.2421875,-52.84375,-55.59375,-2.955078125,-3.2109375,-2.0,2.75,0.33984375,0.255859375
-52.09375,-53.375,-5.69921875,-6.2734375,-51.125,-50.0625,-2.623046875,-2.75390625,1.28125,-1.0625,0.57421875,0.130859375
-56.25,-55.9375,-5.9921875,-6.6875,-53.875,-53.96875,-3.19921875,-3.208984375,-0.3125,0.09375,0.6953125,0.009765625
-53.9375,-55.34375,-5.296875,-5.6875,-52.78125,-50.9375,-2.787109375,-2.70703125,1.40625,-1.84375,0.390625,-0.080078125
-53.90625,-53.03125,-5.19921875,-5.60546875,-50.03125,-50.6875,-2.787109375,-2.783203125,-0.875,0.65625,0.40625,-0.00390625
-51.9375,-51.96875,-4.390625,-5.015625,-50.5,-50.03125,-2.86328125,-3.00390625,0.03125,-0.46875,0.625,0.140625
-51.28125,-51.4375,-4.41015625,-5.26953125,-51.90625,-50.75,-3.880859375,-3.765625,0.15625,-1.15625,0.859375,-0.115234375
-54.15625,-52.25,-4.9609375,-5.25390625,-49.90625,-51.46875,-2.720703125,-2.857421875,-1.90625,1.5625,0.29296875,0.13671875
-53.78125,-52.46875,-4.890625,-5.07421875,-50.53125,-50.90625,-3.0390625,-2.994140625,-1.3125,0.375,0.18359375,-0.044921875
-52.71875,-53.5625,-4.99609375,-6.4375,-49.875,-50.125,-2.5625,-2.966796875,0.84375,0.25,1.44140625,0.404296875
-56.84375,-56.3125,-5.5234375,-6.12109375,-53.40625,-53.875,-2.787109375,-2.9453125,-0.53125,0.46875,0.59765625,0.158203125
-52.03125,-53.125,-4.22265625,-5.0859375,-52.875,-51.78125,-3.697265625,-3.484375,1.09375,-1.09375,0.86328125,-0.212890625
-52.625,-51.375,-4.80859375,-5.0859375,-50.25,-50.5625,-2.931640625,-2.923828125,-1.25,0.3125,0.27734375,-0.0078125
-47.84375,-49.03125,-4.15625,-4.453125,-48.40625,-47.84375,-3.7265625,-3.951171875,1.1875,-0.5625,0.296875,0.224609375
-47.625,-48.5,-4.40234375,-4.21484375,-49.21875,-47.625,-4.0234375,-3.943359375,0.875,-1.59375,-0.1875,-0.080078125
-47.84375,-47.59375,-4.3984375,-4.09375,-47.6875,-47.59375,-3.82421875,-3.728515625,-0.25,-0.09375,-0.3046875,-0.095703125
-48.59375,-50.0,-4.4609375,-4.4765625,-50.53125,-48.0625,-3.779296875,-3.74609375,1.40625,-2.46875,0.015625,-0.033203125
-47.1875,-49.0625,-4.4375,-4.4921875,-49.5,-48.46875,-3.875,-3.994140625,1.875,-1.03125,0.0546875,0.119140625
-48.90625,-50.25,-4.7265625,-4.84375,-48.71875,-48.09375,-3.966796875,-3.900390625,1.34375,-0.625,0.1171875,-0.06640625
-47.375,-49.59375,-4.51953125,-4.6015625,-49.40625,-47.4375,-4.140625,-3.755859375,2.21875,-1.96875,0.08203125,-0.384765625
-47.21875,-48.34375,-4.55078125,-4.3359375,-49.09375,-49.84375,-4.3046875,-4.625,1.125,0.75,-0.21484375,0.3203125
-47.59375,-49.21875,-5.00390625,-5.546875,-47.875,-46.9375,-3.38671875,-3.673828125,1.625,-0.9375,0.54296875,0.287109375
-48.03125,-50.25,-4.796875,-5.16796875,-50.28125,-48.46875,-4.16796875,-3.81640625,2.21875,-1.8125,0.37109375,-0.3515625
-54.71875,-51.84375,-5.5234375,-5.60546875,-49.5625,-51.96875,-2.685546875,-2.81640625,-2.875,2.40625,0.08203125,0.130859375
-53.78125,-53.34375,-5.55859375,-6.12109375,-51.46875,-52.71875,-3.025390625,-2.748046875,-0.4375,1.25,0.5625,-0.27734375
-51.75,-51.75,-3.97265625,-4.86328125,-50.1875,-51.125,-2.98828125,-3.009765625,0.0,0.9375,0.890625,0.021484375
-54.0,-53.53125,-5.6328125,-6.75390625,-50.21875,-51.4375,-2.83984375,-2.84375,-0.46875,1.21875,1.12109375,0.00390625
-55.9375,-54.3125,-5.6015625,-5.953125,-52.34375,-54.03125,-3.123046875,-3.091796875,-1.625,1.6875,0.3515625,-0.03125
-50.84375,-51.71875,-4.75,-5.6875,-49.84375,-50.375,-2.990234375,-2.736328125,0.875,0.53125,0.9375,-0.25390625
-53.28125,-52.875,-5.25390625,-5.7265625,-51.46875,-51.90625,-3.43359375,-3.275390625,-0.40625,0.4375,0.47265625,-0.158203125
-54.65625,-53.5625,-5.9140625,-6.57421875,-50.40625,-52.96875,-2.93359375,-3.22265625,-1.09375,2.5625,0.66015625,0.2890625
-56.65625,-55.03125,-5.70703125,-5.78515625,-53.6875,-56.0,-3.18359375,-3.32421875,-1.625,2.3125,0.078125,0.140625
-56.1875,-52.8125,-5.62109375,-5.77734375,-50.8125,-55.5,-3.423828125,-3.623046875,-3.375,4.6875,0.15625,0.19921875
-48.59375,-49.59375,-5.16796875,-5.8046875,-48.0,-46.96875,-4.83984375,-4.796875,1.0,-1.03125,0.63671875,-0.04296875
-54.5,-54.90625,-4.55859375,-4.48046875,-53.125,-52.96875,-4.36328125,-4.30859375,0.40625,-0.15625,-0.078125,-0.0546875
-56.5625,-55.46875,-4.88671875,-4.875,-53.46875,-53.96875,-4.3359375,-4.09375,-1.09375,0.5,-0.01171875,-0.2421875
-57.0625,-58.4375,-4.44921875,-5.18359375,-57.90625,-57.46875,-4.75,-4.375,1.375,-0.4375,0.734375,-0.375
-53.59375,-54.4375,-5.03515625,-5.5234375,-52.125,-51.71875,-4.43359375,-4.01171875,0.84375,-0.40625,0.48828125,-0.421875
-51.96875,-52.625,-4.625,-4.94921875,-50.5,-50.25,-4.53125,-4.43359375,0.65625,-0.25,0.32421875,-0.09765625
-53.375,-53.6875,-4.20703125,-4.7421875,-51.75,-51.71875,-4.01953125,-3.931640625,0.3125,-0.03125,0.53515625,-0.087890625
-52.9375,-57.40625,-5.19140625,-5.46875,-53.71875,-50.0,-4.3515625,-4.3125,4.46875,-3.71875,0.27734375,-0.0390625
-53.84375,-52.875,-4.95703125,-4.8515625,-51.96875,-53.46875,-4.203125,-4.63671875,-0.96875,1.5,-0.10546875,0.43359375
-51.90625,-52.8125,-4.74609375,-5.28125,-51.71875,-51.53125,-4.453125,-4.3359375,0.90625,-0.1875,0.53515625,-0.1171875
-53.40625,-54.21875,-2.5078125,-2.279296875,-53.5625,-52.5,-1.4658203125,-1.5732421875,0.8125,-1.0625,-0.228515625,0.107421875
-50.625,-52.3125,-2.34765625,-2.203125,-49.28125,-47.21875,-1.5458984375,-1.716796875,1.6875,-2.0625,-0.14453125,0.1708984375
-48.21875,-50.15625,-2.369140625,-2.51171875,-48.15625,-46.125,-1.6337890625,-1.666015625,1.9375,-2.03125,0.142578125,0.0322265625
-50.625,-52.4375,-2.578125,-2.796875,-48.75,-47.09375,-1.58203125,-1.6943359375,1.8125,-1.65625,0.21875,0.1123046875
-48.46875,-49.4375,-2.5234375,-2.298828125,-47.4375,-47.125,-1.701171875,-1.8203125,0.96875,-0.3125,-0.224609375,0.119140625
-46.0625,-48.0,-2.19140625,-2.1015625,-46.90625,-45.78125,-1.5380859375,-1.470703125,1.9375,-1.125,-0.08984375,-0.0673828125
-49.6875,-51.9375,-2.513671875,-2.455078125,-49.53125,-46.8125,-1.8779296875,-1.8671875,2.25,-2.71875,-0.05859375,-0.0107421875
-49.0625,-51.21875,-2.484375,-2.568359375,-48.875,-47.3125,-1.61328125,-1.5986328125,2.15625,-1.5625,0.083984375,-0.0146484375
-49.96875,-51.65625,-3.65234375,-3.845703125,-48.125,-45.84375,-1.5791015625,-1.548828125,1.6875,-2.28125,0.193359375,-0.0302734375
-46.96875,-49.21875,-2.451171875,-2.3046875,-47.0,-45.09375,-1.4775390625,-1.6259765625,2.25,-1.90625,-0.146484375,0.1484375
-54.28125,-51.9375,-6.78125,-6.84375,-52.5,-55.5625,-5.30078125,-5.9453125,-2.34375,3.0625,0.0625,0.64453125
-54.40625,-53.71875,-6.046875,-6.6015625,-55.46875,-56.875,-5.890625,-6.25390625,-0.6875,1.40625,0.5546875,0.36328125
-52.40625,-52.375,-6.42578125,-7.19921875,-54.0625,-54.21875,-5.17578125,-5.2265625,-0.03125,0.15625,0.7734375,0.05078125
-56.9375,-56.59375,-6.359375,-6.578125,-59.03125,-60.1875,-6.84375,-6.6484375,-0.34375,1.15625,0.21875,-0.1953125
-54.34375,-53.875,-6.76171875,-6.9140625,-54.0625,-54.8125,-6.01953125,-6.12109375,-0.46875,0.75,0.15234375,0.1015625
-54.4375,-53.9375,-6.6640625,-6.83984375,-52.59375,-53.46875,-5.8984375,-5.55078125,-0.5,0.875,0.17578125,-0.34765625
-58.4375,-55.65625,-7.06640625,-7.28515625,-56.40625,-59.75,-6.33984375,-6.73828125,-2.78125,3.34375,0.21875,0.3984375
-56.84375,-52.96875,-6.5,-6.55078125,-53.96875,-59.125,-5.859375,-6.34765625,-3.875,5.15625,0.05078125,0.48828125
-56.25,-54.6875,-6.078125,-6.36328125,-56.375,-59.25,-6.453125,-6.12109375,-1.5625,2.875,0.28515625,-0.33203125
-57.0625,-55.03125,-6.515625,-6.93359375,-55.5625,-59.0,-6.45703125,-6.19921875,-2.03125,3.4375,0.41796875,-0.2578125
-58.46875,-54.25,-6.94140625,-6.703125,-55.0,-59.84375,-4.8125,-5.08984375,-4.21875,4.84375,-0.23828125,0.27734375
-53.875,-54.59375,-4.9140625,-6.1640625,-53.65625,-54.21875,-3.3828125,-3.439453125,0.71875,0.5625,1.25,0.056640625
-53.6875,-54.34375,-6.3125,-6.93359375,-53.8125,-54.53125,-4.81640625,-4.46484375,0.65625,0.71875,0.62109375,-0.3515625
-55.46875,-55.5625,-5.90234375,-6.37109375,-55.625,-56.09375,-2.927734375,-3.029296875,0.09375,0.46875,0.46875,0.1015625
-53.03125,-53.46875,-4.984375,-5.84375,-52.9375,-53.09375,-2.888671875,-3.263671875,0.4375,0.15625,0.859375,0.375
-54.65625,-54.34375,-6.7890625,-7.4609375,-52.59375,-53.6875,-3.423828125,-3.755859375,-0.3125,1.09375,0.671875,0.33203125
-54.46875,-55.25,-5.79296875,-6.63671875,-54.90625,-55.0,-2.4140625,-2.67578125,0.78125,0.09375,0.84375,0.26171875
-58.875,-56.375,-6.04296875,-6.26953125,-58.90625,-61.5625,-4.5390625,-4.85546875,-2.5,2.65625,0.2265625,0.31640625
-53.28125,-54.21875,-6.03515625,-6.515625,-54.25,-53.84375,-3.54296875,-3.314453125,0.9375,-0.40625,0.48046875,-0.228515625
-56.34375,-54.5625,-6.59765625,-7.03515625,-52.625,-54.71875,-2.162109375,-2.4765625,-1.78125,2.09375,0.4375,0.314453125
-52.03125,-51.84375,-2.75,-2.87109375,-51.96875,-51.8125,-0.96337890625,-1.5703125,-0.1875,-0.15625,0.12109375,0.60693359375
-48.84375,-47.21875,-2.98046875,-2.923828125,-47.5625,-48.75,-1.0712890625,-1.2607421875,-1.625,1.1875,-0.056640625,0.189453125
-48.3125,-47.9375,-3.15234375,-3.2734375,-48.375,-48.28125,-1.0546875,-1.3076171875,-0.375,-0.09375,0.12109375,0.2529296875
-49.375,-49.34375,-3.06640625,-3.2421875,-49.28125,-49.84375,-0.6875,-1.201171875,-0.03125,0.5625,0.17578125,0.513671875
-46.1875,-49.3125,-2.87109375,-2.69140625,-49.59375,-45.71875,-1.0439453125,-1.044921875,3.125,-3.875,-0.1796875,0.0009765625
-50.0,-51.84375,-2.28515625,-2.14453125,-51.5,-50.21875,-0.86572265625,-1.1494140625,1.84375,-1.28125,-0.140625,0.28369140625
-48.28125,-49.15625,-2.740234375,-2.548828125,-50.09375,-49.09375,-1.0068359375,-1.177734375,0.875,-1.0,-0.19140625,0.1708984375
-46.71875,-46.9375,-2.9921875,-3.115234375,-47.6875,-47.15625,-0.822265625,-1.056640625,0.21875,-0.53125,0.123046875,0.234375
-48.59375,-48.03125,-3.00390625,-3.046875,-48.90625,-48.84375,-1.130859375,-1.5029296875,-0.5625,-0.0625,0.04296875,0.3720703125
-48.125,-48.21875,-3.3203125,-3.314453125,-49.1875,-49.1875,-0.91064453125,-1.0654296875,0.09375,0.0,-0.005859375,0.15478515625
-48.78125,-52.40625,-3.943359375,-4.28515625,-49.09375,-47.59375,-1.6728515625,-1.990234375,3.625,-1.5,0.341796875,0.3173828125
-52.21875,-53.53125,-3.81640625,-4.27734375,-50.8125,-50.5,-1.9453125,-1.8232421875,1.3125,-0.3125,0.4609375,-0.1220703125
-52.65625,-55.0625,-3.671875,-4.265625,-51.125,-51.375,-2.20703125,-2.220703125,2.40625,0.25,0.59375,0.013671875
-51.0,-54.15625,-3.814453125,-4.4453125,-50.46875,-49.9375,-2.1953125,-2.423828125,3.15625,-0.53125,0.630859375,0.228515625
-52.75,-53.25,-4.03515625,-4.5390625,-51.5625,-51.6875,-2.705078125,-2.65234375,0.5,0.125,0.50390625,-0.052734375
-54.34375,-53.625,-3.822265625,-4.03515625,-51.125,-53.0625,-2.3203125,-2.65625,-0.71875,1.9375,0.212890625,0.3359375
-48.96875,-49.90625,-3.94140625,-4.78125,-48.78125,-47.46875,-3.48046875,-2.841796875,0.9375,-1.3125,0.83984375,-0.638671875
-50.90625,-49.46875,-3.9375,-4.22265625,-47.46875,-49.6875,-3.029296875,-2.73046875,-1.4375,2.21875,0.28515625,-0.298828125
-52.625,-54.125,-3.935546875,-4.48828125,-52.0625,-51.1875,-3.171875,-2.828125,1.5,-0.875,0.552734375,-0.34375
-50.96875,-52.1875,-3.6328125,-4.62109375,-50.15625,-50.46875,-2.60546875,-2.671875,1.21875,0.3125,0.98828125,0.06640625
-51.625,-51.6875,-4.5,-4.92578125,-48.65625,-49.03125,-4.34375,-4.4609375,0.0625,0.375,0.42578125,0.1171875
-51.9375,-51.375,-5.2578125,-5.9609375,-47.71875,-47.96875,-3.5078125,-3.578125,-0.5625,0.25,0.703125,0.0703125
-53.34375,-53.8125,-5.12109375,-5.6015625,-51.09375,-50.375,-3.86328125,-3.904296875,0.46875,-0.71875,0.48046875,0.041015625
-52.9375,-52.28125,-5.55859375,-5.37890625,-49.3125,-50.21875,-4.41015625,-4.55859375,-0.65625,0.90625,-0.1796875,0.1484375
-53.84375,-52.03125,-5.25,-5.79296875,-46.75,-47.46875,-3.48046875,-3.591796875,-1.8125,0.71875,0.54296875,0.111328125
-54.875,-53.125,-6.69921875,-6.55859375,-49.4375,-49.375,-3.947265625,-3.578125,-1.75,-0.0625,-0.140625,-0.369140625
-51.59375,-50.15625,-5.09765625,-5.22265625,-45.78125,-47.5,-3.494140625,-3.7109375,-1.4375,1.71875,0.125,0.216796875
-55.0,-54.5625,-6.00390625,-6.296875,-51.125,-51.375,-4.4296875,-4.390625,-0.4375,0.25,0.29296875,-0.0390625
-50.4375,-50.375,-5.08984375,-5.73046875,-46.59375,-46.6875,-3.7109375,-3.76953125,-0.0625,0.09375,0.640625,0.05859375
-52.8125,-53.09375,-4.24609375,-4.41796875,-49.5,-49.125,-4.30859375,-4.296875,0.28125,-0.375,0.171875,-0.01171875
-55.78125,-54.21875,-6.46484375,-6.48046875,-50.875,-53.5625,-3.310546875,-3.33984375,-1.5625,2.6875,0.015625,0.029296875
