item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,generation_class
275,prompt_no_prime,no_prime,a doctor forgives an employee .,an employee is forgiven by a doctor .,"The doctor was angry at the employee for something, so he hit her .",other
275,prompt_filler,filler,a doctor forgives an employee .,an employee is forgiven by a doctor .,The doctor forgave the employee .,other
276,prompt_active,active,the employee forgave the employer .,the employer was forgiven by the employee .,The employer forgave the employee .,other
276,prompt_passive,passive,the employee forgave the employer .,the employer was forgiven by the employee .,The employer is forgaved by the employee .,other
276,prompt_no_prime,no_prime,the employee forgave the employer .,the employer was forgiven by the employee .,The employer forgave the employee .,other
276,prompt_filler,filler,the employee forgave the employer .,the employer was forgiven by the employee .,The pil ed through the por .,other
277,prompt_active,active,the employer forgives the father .,the father is forgiven by the employer .,The employer forgave the father .,other
277,prompt_passive,passive,the employer forgives the father .,the father is forgiven by the employer .,The father was forgave by the employer .,other
277,prompt_no_prime,no_prime,the employer forgives the father .,the father is forgiven by the employer .,The father was at the office and the employer was at home .,other
277,prompt_filler,filler,the employer forgives the father .,the father is forgiven by the employer .,The employer forgave the father .,other
278,prompt_active,active,a father forgave a friend .,a friend was forgiven by a father .,The father forgave the friend .,active_structural
278,prompt_passive,passive,a father forgave a friend .,a friend was forgiven by a father .,The friend is forgaved by the father .,other
278,prompt_no_prime,no_prime,a father forgave a friend .,a friend was forgiven by a father .,The father forgave the friend .,active_structural
278,prompt_filler,filler,a father forgave a friend .,a friend was forgiven by a father .,The sav ed after som .,other
279,prompt_active,active,a friend forgives a girl .,a girl is forgiven by a friend .,The friend forgave the girl .,other
279,prompt_passive,passive,a friend forgives a girl .,a girl is forgiven by a friend .,The girl was forg by the friend .,other
279,prompt_no_prime,no_prime,a friend forgives a girl .,a girl is forgiven by a friend .,"The girl was trying to get my attention, so I gave her a hug .",other
279,prompt_filler,filler,a friend forgives a girl .,a girl is forgiven by a friend .,The sor ed behind the sul .,other
280,prompt_active,active,the girl forgave the guest .,the guest was forgiven by the girl .,The girl forgave the guest .,active_exact
280,prompt_passive,passive,the girl forgave the guest .,the guest was forgiven by the girl .,The girl forgave the guest .,active_exact
280,prompt_no_prime,no_prime,the girl forgave the guest .,the guest was forgiven by the girl .,The girl forgave the guest .,active_exact
280,prompt_filler,filler,the girl forgave the guest .,the guest was forgiven by the girl .,The girl forgave the guest .,active_exact
281,prompt_active,active,the guest forgives the guy .,the guy is forgiven by the guest .,The guest forgave the guy .,other
281,prompt_passive,passive,the guest forgives the guy .,the guy is forgiven by the guest .,The guest forgave the guy .,other
281,prompt_no_prime,no_prime,the guest forgives the guy .,the guy is forgiven by the guest .,The guest did it .,other
281,prompt_filler,filler,the guest forgives the guy .,the guy is forgiven by the guest .,The guest did something to the guy .,other
282,prompt_active,active,a guy forgave a hero .,a hero was forgiven by a guy .,The guy forgave the hero .,active_structural
282,prompt_passive,passive,a guy forgave a hero .,a hero was forgiven by a guy .,The hero is forgaved by the guy .,other
282,prompt_no_prime,no_prime,a guy forgave a hero .,a hero was forgiven by a guy .,The guy forgave the hero .,active_structural
282,prompt_filler,filler,a guy forgave a hero .,a hero was forgiven by a guy .,The vil ed before vir .,other
283,prompt_active,active,a hero forgives a husband .,a husband is forgiven by a hero .,The hero forgave the husband .,other
283,prompt_passive,passive,a hero forgives a husband .,a husband is forgiven by a hero .,The husband was ed by the hero .,other
283,prompt_no_prime,no_prime,a hero forgives a husband .,a husband is forgiven by a hero .,The hero saved the husband from the fire .,other
283,prompt_filler,filler,a hero forgives a husband .,a husband is forgiven by a hero .,The hero vom ed in the vul .,other
284,prompt_active,active,the husband forgave the kid .,the kid was forgiven by the husband .,The kid forgave the husband .,other
284,prompt_passive,passive,the husband forgave the kid .,the kid was forgiven by the husband .,The kid was forgaved by the husband .,other
284,prompt_no_prime,no_prime,the husband forgave the kid .,the kid was forgiven by the husband .,The husband forgave the kid .,active_exact
284,prompt_filler,filler,the husband forgave the kid .,the kid was forgiven by the husband .,The kid hit the husband .,other
285,prompt_active,active,the kid forgives the king .,the king is forgiven by the kid .,The kid forgave the king .,other
285,prompt_passive,passive,the kid forgives the king .,the king is forgiven by the kid .,The king was ed by the kid .,other
285,prompt_no_prime,no_prime,the kid forgives the king .,the king is forgiven by the kid .,"The king was a kid, and the kid was a king .",other
285,prompt_filler,filler,the kid forgives the king .,the king is forgiven by the kid .,The kid forgave the king .,other
286,prompt_active,active,a king forgave a lady .,a lady was forgiven by a king .,The king forgave the lady .,active_structural
286,prompt_passive,passive,a king forgave a lady .,a lady was forgiven by a king .,The lady is forgaved by the king .,other
286,prompt_no_prime,no_prime,a king forgave a lady .,a lady was forgiven by a king .,The king forgave the lady .,active_structural
286,prompt_filler,filler,a king forgave a lady .,a lady was forgiven by a king .,The king forgave the lady .,active_structural
287,prompt_active,active,a lady forgives a lawyer .,a lawyer is forgiven by a lady .,The lawyer forgave the lady .,other
287,prompt_passive,passive,a lady forgives a lawyer .,a lawyer is forgiven by a lady .,The lawyer was ed by the lady .,other
287,prompt_no_prime,no_prime,a lady forgives a lawyer .,a lawyer is forgiven by a lady .,The lawyer was driving down the road and saw a lady standing on the side of the road with her skirt up around her waist,other
287,prompt_filler,filler,a lady forgives a lawyer .,a lawyer is forgiven by a lady .,The fab ed on the fav .,other
288,prompt_active,active,the lawyer forgave the leader .,the leader was forgiven by the lawyer .,The lawyer forgave the leader .,active_exact
288,prompt_passive,passive,the lawyer forgave the leader .,the leader was forgiven by the lawyer .,The leader was forgaved by the lawyer .,other
288,prompt_no_prime,no_prime,the lawyer forgave the leader .,the leader was forgiven by the lawyer .,The lawyer forgave the leader .,active_exact
288,prompt_filler,filler,the lawyer forgave the leader .,the leader was forgiven by the lawyer .,The lawyer forgave the leader .,active_exact
289,prompt_active,active,the leader forgives the man .,the man is forgiven by the leader .,The leader forgave the man .,other
289,prompt_passive,passive,the leader forgives the man .,the man is forgiven by the leader .,The leader forgave the man .,other
289,prompt_no_prime,no_prime,the leader forgives the man .,the man is forgiven by the leader .,The leader did something to the man .,other
289,prompt_filler,filler,the leader forgives the man .,the man is forgiven by the leader .,The leader forgave the man .,other
290,prompt_active,active,a man forgave a manager .,a manager was forgiven by a man .,The man forgave the manager .,active_structural
290,prompt_passive,passive,a man forgave a manager .,a manager was forgiven by a man .,The manager is forgaved by the man .,other
290,prompt_no_prime,no_prime,a man forgave a manager .,a manager was forgiven by a man .,The man forgave the manager .,active_structural
290,prompt_filler,filler,a man forgave a manager .,a manager was forgiven by a man .,The man forgave the manager .,active_structural
291,prompt_active,active,a manager forgives a mayor .,a mayor is forgiven by a manager .,The manager forgave the mayor .,other
291,prompt_passive,passive,a manager forgives a mayor .,a mayor is forgiven by a manager .,The mayor was ed by the manager .,other
291,prompt_no_prime,no_prime,a manager forgives a mayor .,a mayor is forgiven by a manager .,The mayor was a manager .,other
291,prompt_filler,filler,a manager forgives a mayor .,a mayor is forgiven by a manager .,The mayor was forgiven by the manager .,passive_structural
292,prompt_active,active,the mayor forgave the minister .,the minister was forgiven by the mayor .,The mayor forgave the minister .,active_exact
292,prompt_passive,passive,the mayor forgave the minister .,the minister was forgiven by the mayor .,The minister was forgaved by the mayor .,other
292,prompt_no_prime,no_prime,the mayor forgave the minister .,the minister was forgiven by the mayor .,The mayor forgave the minister .,active_exact
292,prompt_filler,filler,the mayor forgave the minister .,the minister was forgiven by the mayor .,The fav ed after fel .,other
293,prompt_active,active,the minister forgives the mother .,the mother is forgiven by the minister .,The minister forgave the mother .,other
293,prompt_passive,passive,the minister forgives the mother .,the mother is forgiven by the minister .,The minister forgave the mother .,other
293,prompt_no_prime,no_prime,the minister forgives the mother .,the mother is forgiven by the minister .,The minister was in the kitchen and I was in the living room .,other
293,prompt_filler,filler,the minister forgives the mother .,the mother is forgiven by the minister .,The minister forgave the mother .,other
294,prompt_active,active,a mother forgave a nurse .,a nurse was forgiven by a mother .,The mother forgave the nurse .,active_structural
294,prompt_passive,passive,a mother forgave a nurse .,a nurse was forgiven by a mother .,The nurse is forgaved by the mother .,other
294,prompt_no_prime,no_prime,a mother forgave a nurse .,a nurse was forgiven by a mother .,The nurse forgave me .,other
294,prompt_filler,filler,a mother forgave a nurse .,a nurse was forgiven by a mother .,The ful ed before gir .,other
295,prompt_active,active,a nurse forgives a parent .,a parent is forgiven by a nurse .,The nurse forgave the parent .,other
295,prompt_passive,passive,a nurse forgives a parent .,a parent is forgiven by a nurse .,The parent was ed by the nurse .,other
295,prompt_no_prime,no_prime,a nurse forgives a parent .,a parent is forgiven by a nurse .,The nurse was trying to get me to take my daughter to the hospital .,other
295,prompt_filler,filler,a nurse forgives a parent .,a parent is forgiven by a nurse .,The nurse forgave the parent .,other
296,prompt_active,active,the parent forgave the partner .,the partner was forgiven by the parent .,The parent forgave the partner .,active_exact
296,prompt_passive,passive,the parent forgave the partner .,the partner was forgiven by the parent .,The parent forgave the partner .,active_exact
296,prompt_no_prime,no_prime,the parent forgave the partner .,the partner was forgiven by the parent .,The parent forgave the partner .,active_exact
296,prompt_filler,filler,the parent forgave the partner .,the partner was forgiven by the parent .,The mol ed on the mul .,other
297,prompt_active,active,the partner forgives the physician .,the physician is forgiven by the partner .,The partner forgave the physician .,other
297,prompt_passive,passive,the partner forgives the physician .,the physician is forgiven by the partner .,The physician was ed by the partner .,other
297,prompt_no_prime,no_prime,the partner forgives the physician .,the physician is forgiven by the partner .,The partner did it .,other
297,prompt_filler,filler,the partner forgives the physician .,the physician is forgiven by the partner .,The nav ed above the nin .,other
298,prompt_active,active,a physician forgave a pilot .,a pilot was forgiven by a physician .,The physician forgave the pilot .,active_structural
298,prompt_passive,passive,a physician forgave a pilot .,a pilot was forgiven by a physician .,The pilot is forgaved by the physician .,other
298,prompt_no_prime,no_prime,a physician forgave a pilot .,a pilot was forgiven by a physician .,The pilot forgave the physician .,other
298,prompt_filler,filler,a physician forgave a pilot .,a pilot was forgiven by a physician .,The nom ed during nud .,other
299,prompt_active,active,a pilot forgives a president .,a president is forgiven by a pilot .,The pilot forgave the president .,other
299,prompt_passive,passive,a pilot forgives a president .,a president is forgiven by a pilot .,The president was ed by the pilot .,other
299,prompt_no_prime,no_prime,a pilot forgives a president .,a president is forgiven by a pilot .,The pilot was flying the plane and the president was sitting in the back seat .,other
299,prompt_filler,filler,a pilot forgives a president .,a president is forgiven by a pilot .,The pilot did it to the president .,other
300,prompt_active,active,the president forgave the priest .,the priest was forgiven by the president .,The president forgave the priest .,active_exact
300,prompt_passive,passive,the president forgave the priest .,the priest was forgiven by the president .,The president forgave the priest .,active_exact
300,prompt_no_prime,no_prime,the president forgave the priest .,the priest was forgiven by the president .,The president forgave the priest .,active_exact
300,prompt_filler,filler,the president forgave the priest .,the priest was forgiven by the president .,The president forgave the priest .,active_exact
301,prompt_active,active,the priest forgives the prince .,the prince is forgiven by the priest .,The priest forgave the prince .,other
301,prompt_passive,passive,the priest forgives the prince .,the prince is forgiven by the priest .,The prince was ed by the priest .,other
301,prompt_no_prime,no_prime,the priest forgives the prince .,the prince is forgiven by the priest .,"The priest was in the church, and the prince was in the church, and the priest said, 'I forgive you,",other
301,prompt_filler,filler,the priest forgives the prince .,the prince is forgiven by the priest .,The prince forgave the priest .,other
302,prompt_active,active,a prince forgave a princess .,a princess was forgiven by a prince .,The prince forgave the princess .,active_structural
302,prompt_passive,passive,a prince forgave a princess .,a princess was forgiven by a prince .,The princess is forgaved by the prince .,other
302,prompt_no_prime,no_prime,a prince forgave a princess .,a princess was forgiven by a prince .,The prince forgave the princess .,active_structural
302,prompt_filler,filler,a prince forgave a princess .,a princess was forgiven by a prince .,The sav ed after som .,other
303,prompt_active,active,a princess forgives a professor .,a professor is forgiven by a princess .,The professor forgave the princess .,other
303,prompt_passive,passive,a princess forgives a professor .,a professor is forgiven by a princess .,The professor was forgiven by the princess .,passive_structural
303,prompt_no_prime,no_prime,a princess forgives a professor .,a professor is forgiven by a princess .,"The professor was a princess, and the princess was a professor .",other
303,prompt_filler,filler,a princess forgives a professor .,a professor is forgiven by a princess .,The sor ed behind the sul .,other
304,prompt_active,active,the professor forgave the reader .,the reader was forgiven by the professor .,The professor forgave the reader .,active_exact
304,prompt_passive,passive,the professor forgave the reader .,the reader was forgiven by the professor .,The professor forgave the reader .,active_exact
304,prompt_no_prime,no_prime,the professor forgave the reader .,the reader was forgiven by the professor .,The professor forgave the reader .,active_exact
304,prompt_filler,filler,the professor forgave the reader .,the reader was forgiven by the professor .,The tel ed in the tir .,other
305,prompt_active,active,the reader forgives the scientist .,the scientist is forgiven by the reader .,The reader forgave the scientist .,other
305,prompt_passive,passive,the reader forgives the scientist .,the scientist is forgiven by the reader .,The reader forgave the scientist .,other
305,prompt_no_prime,no_prime,the reader forgives the scientist .,the scientist is forgiven by the reader .,The reader forgave the scientist .,other
305,prompt_filler,filler,the reader forgives the scientist .,the scientist is forgiven by the reader .,The tul ed near the vel .,other
306,prompt_active,active,a scientist forgave a secretary .,a secretary was forgiven by a scientist .,The scientist forgave the secretary .,active_structural
306,prompt_passive,passive,a scientist forgave a secretary .,a secretary was forgiven by a scientist .,The secretary is forgaved by the scientist .,other
306,prompt_no_prime,no_prime,a scientist forgave a secretary .,a secretary was forgiven by a scientist .,The scientist forgave the secretary .,active_structural
306,prompt_filler,filler,a scientist forgave a secretary .,a secretary was forgiven by a scientist .,The vil ed before vir .,other
307,prompt_active,active,a secretary forgives a sheriff .,a sheriff is forgiven by a secretary .,The secretary forgave the sheriff .,other
307,prompt_passive,passive,a secretary forgives a sheriff .,a sheriff is forgiven by a secretary .,The sheriff was ed by the secretary .,other
307,prompt_no_prime,no_prime,a secretary forgives a sheriff .,a sheriff is forgiven by a secretary .,The sheriff was in the office and the secretary was on the phone .,other
307,prompt_filler,filler,a secretary forgives a sheriff .,a sheriff is forgiven by a secretary .,The secretary vom ed in the vul .,other
308,prompt_active,active,the sheriff forgave the singer .,the singer was forgiven by the sheriff .,The sheriff forgave the singer .,active_exact
308,prompt_passive,passive,the sheriff forgave the singer .,the singer was forgiven by the sheriff .,The singer is forgaved by the sheriff .,other
308,prompt_no_prime,no_prime,the sheriff forgave the singer .,the singer was forgiven by the sheriff .,The sheriff forgave me .,other
308,prompt_filler,filler,the sheriff forgave the singer .,the singer was forgiven by the sheriff .,The sheriff forgave the singer .,active_exact
309,prompt_active,active,the singer forgives the soldier .,the soldier is forgiven by the singer .,The soldier was forgiven by the singer .,passive_structural
309,prompt_passive,passive,the singer forgives the soldier .,the soldier is forgiven by the singer .,The soldier was ed by the singer .,other
309,prompt_no_prime,no_prime,the singer forgives the soldier .,the soldier is forgiven by the singer .,The singer and the soldier were at a party .,other
309,prompt_filler,filler,the singer forgives the soldier .,the soldier is forgiven by the singer .,The soldier forgave the singer .,other
310,prompt_active,active,a soldier forgave a son .,a son was forgiven by a soldier .,The son forgave the soldier .,other
310,prompt_passive,passive,a soldier forgave a son .,a son was forgiven by a soldier .,The son is ed by the soldier .,other
310,prompt_no_prime,no_prime,a soldier forgave a son .,a son was forgiven by a soldier .,The soldier forgave the son .,active_structural
310,prompt_filler,filler,a soldier forgave a son .,a son was forgiven by a soldier .,The son forgave the soldier .,other
311,prompt_active,active,a son forgives a student .,a student is forgiven by a son .,The student forgave the son .,other
311,prompt_passive,passive,a son forgives a student .,a student is forgiven by a son .,The student was ed by the son .,other
311,prompt_no_prime,no_prime,a son forgives a student .,a student is forgiven by a son .,The son was trying to help the student .,other
311,prompt_filler,filler,a son forgives a student .,a student is forgiven by a son .,The fab ed on the fav .,other
312,prompt_active,active,the student forgave the teacher .,the teacher was forgiven by the student .,The student forgave the teacher .,active_exact
312,prompt_passive,passive,the student forgave the teacher .,the teacher was forgiven by the student .,The student forgave the teacher .,active_exact
312,prompt_no_prime,no_prime,the student forgave the teacher .,the teacher was forgiven by the student .,The student forgave the teacher .,active_exact
312,prompt_filler,filler,the student forgave the teacher .,the teacher was forgiven by the student .,The bri ed near dil .,other
313,prompt_active,active,the teacher forgives the uncle .,the uncle is forgiven by the teacher .,The teacher forgave the uncle .,other
313,prompt_passive,passive,the teacher forgives the uncle .,the uncle is forgiven by the teacher .,The teacher forgave the uncle .,other
313,prompt_no_prime,no_prime,the teacher forgives the uncle .,the uncle is forgiven by the teacher .,The teacher hit the uncle .,other
313,prompt_filler,filler,the teacher forgives the uncle .,the uncle is forgiven by the teacher .,The teacher forgave the uncle .,other
314,prompt_active,active,an uncle forgave a wife .,a wife was forgiven by an uncle .,The uncle forgave the wife .,active_structural
314,prompt_passive,passive,an uncle forgave a wife .,a wife was forgiven by an uncle .,The wife is forgaved by the uncle .,other
314,prompt_no_prime,no_prime,an uncle forgave a wife .,a wife was forgiven by an uncle .,The uncle forgave the wife .,active_structural
314,prompt_filler,filler,an uncle forgave a wife .,a wife was forgiven by an uncle .,The uncle forgave the wife .,active_structural
315,prompt_active,active,a wife forgives a winner .,a winner is forgiven by a wife .,The wife forgave the winner .,other
315,prompt_passive,passive,a wife forgives a winner .,a winner is forgiven by a wife .,The winner was ed by the wife .,other
315,prompt_no_prime,no_prime,a wife forgives a winner .,a winner is forgiven by a wife .,The winner was so happy that he forgot to thank me for the dinner he had just eaten .,other
315,prompt_filler,filler,a wife forgives a winner .,a winner is forgiven by a wife .,The dur ed during the fab .,other
316,prompt_active,active,the winner forgave the woman .,the woman was forgiven by the winner .,The winner forgave the woman .,active_exact
316,prompt_passive,passive,the winner forgave the woman .,the woman was forgiven by the winner .,The woman is forgaved by the winner .,other
316,prompt_no_prime,no_prime,the winner forgave the woman .,the woman was forgiven by the winner .,The winner forgave me .,other
316,prompt_filler,filler,the winner forgave the woman .,the woman was forgiven by the winner .,The fav ed after fel .,other
317,prompt_active,active,the woman forgives the worker .,the worker is forgiven by the woman .,The woman forgave the worker .,other
317,prompt_passive,passive,the woman forgives the worker .,the worker is forgiven by the woman .,The worker was forg by the woman .,other
317,prompt_no_prime,no_prime,the woman forgives the worker .,the worker is forgiven by the woman .,"The woman was angry at me, so I told her to go away .",other
317,prompt_filler,filler,the woman forgives the worker .,the worker is forgiven by the woman .,The fil ed near the fol .,other
318,prompt_active,active,a worker forgave a writer .,a writer was forgiven by a worker .,The worker forgave the writer .,active_structural
318,prompt_passive,passive,a worker forgave a writer .,a writer was forgiven by a worker .,The worker forgave the writer .,active_structural
318,prompt_no_prime,no_prime,a worker forgave a writer .,a writer was forgiven by a worker .,The worker forgave me .,other
318,prompt_filler,filler,a worker forgave a writer .,a writer was forgiven by a worker .,The ful ed before gir .,other
319,prompt_active,active,a writer forgives an actor .,an actor is forgiven by a writer .,The writer forgave the actor .,other
319,prompt_passive,passive,a writer forgives an actor .,an actor is forgiven by a writer .,The actor was forgiven by the writer .,passive_structural
319,prompt_no_prime,no_prime,a writer forgives an actor .,an actor is forgiven by a writer .,"The writer was in a forgiving mood, so he forgave the actor for something he did .",other
319,prompt_filler,filler,a writer forgives an actor .,an actor is forgiven by a writer .,The lav ed after lil .,other
320,prompt_active,active,the actor hurt the actress .,the actress was hurt by the actor .,The actor hurt the actress .,active_exact
320,prompt_passive,passive,the actor hurt the actress .,the actress was hurt by the actor .,The actress is hurt by the actor .,passive_structural
320,prompt_no_prime,no_prime,the actor hurt the actress .,the actress was hurt by the actor .,The actor hit the actress .,other
320,prompt_filler,filler,the actor hurt the actress .,the actress was hurt by the actor .,The mol ed on the mul .,other
321,prompt_active,active,the actress hurts the adult .,the adult is hurt by the actress .,The actress hurt the adult .,active_structural
321,prompt_passive,passive,the actress hurts the adult .,the adult is hurt by the actress .,The actress hurt the adult .,active_structural
321,prompt_no_prime,no_prime,the actress hurts the adult .,the adult is hurt by the actress .,The adult was hurt by the actress .,passive_structural
321,prompt_filler,filler,the actress hurts the adult .,the adult is hurt by the actress .,The nav ed above the nin .,other
322,prompt_active,active,an adult hurt an attorney .,an attorney was hurt by an adult .,The adult s the attorney .,other
322,prompt_passive,passive,an adult hurt an attorney .,an attorney was hurt by an adult .,The adult is hurt by the attorney .,other
322,prompt_no_prime,no_prime,an adult hurt an attorney .,an attorney was hurt by an adult .,The one who did it was an adult .,other
322,prompt_filler,filler,an adult hurt an attorney .,an attorney was hurt by an adult .,The nom ed during nud .,other
323,prompt_active,active,an attorney hurts an aunt .,an aunt is hurt by an attorney .,The attorney hurt the aunt .,active_structural
323,prompt_passive,passive,an attorney hurts an aunt .,an aunt is hurt by an attorney .,The aunt was ed by the attorney .,other
323,prompt_no_prime,no_prime,an attorney hurts an aunt .,an aunt is hurt by an attorney .,The attorney did it to the aunt .,other
323,prompt_filler,filler,an attorney hurts an aunt .,an aunt is hurt by an attorney .,The aunt was hurt by the attorney .,passive_structural
324,prompt_active,active,the aunt hurt the author .,the author was hurt by the aunt .,The aunt hurt the author .,active_exact
324,prompt_passive,passive,the aunt hurt the author .,the author was hurt by the aunt .,The author is ed by the aunt .,other
324,prompt_no_prime,no_prime,the aunt hurt the author .,the author was hurt by the aunt .,The aunt hurt me .,other
324,prompt_filler,filler,the aunt hurt the author .,the author was hurt by the aunt .,The aunt hurt the author .,active_exact
325,prompt_active,active,the author hurts the bishop .,the bishop is hurt by the author .,The author hurt the bishop .,active_structural
325,prompt_passive,passive,the author hurts the bishop .,the bishop is hurt by the author .,The author hurt the bishop .,active_structural
325,prompt_no_prime,no_prime,the author hurts the bishop .,the bishop is hurt by the author .,The bishop hurt me .,other
325,prompt_filler,filler,the author hurts the bishop .,the bishop is hurt by the author .,The rav ed in the rom .,other
326,prompt_active,active,a bishop hurt a boy .,a boy was hurt by a bishop .,The boy was hurt by the bishop .,passive_structural
326,prompt_passive,passive,a bishop hurt a boy .,a boy was hurt by a bishop .,The boy is hurt by the bishop .,passive_structural
326,prompt_no_prime,no_prime,a bishop hurt a boy .,a boy was hurt by a bishop .,The bishop was hurt by the boy .,other
326,prompt_filler,filler,a bishop hurt a boy .,a boy was hurt by a bishop .,The boy was hurt by the bishop .,passive_structural
327,prompt_active,active,a boy hurts a brother .,a brother is hurt by a boy .,The boy hurted the brother .,active_structural
327,prompt_passive,passive,a boy hurts a brother .,a brother is hurt by a boy .,The boy was hurt by the brother .,other
327,prompt_no_prime,no_prime,a boy hurts a brother .,a brother is hurt by a boy .,The boy hit the brother .,other
327,prompt_filler,filler,a boy hurts a brother .,a brother is hurt by a boy .,The boy hit the brother .,other
328,prompt_active,active,the brother hurt the buddy .,the buddy was hurt by the brother .,The brother hurt the buddy .,active_exact
328,prompt_passive,passive,the brother hurt the buddy .,the buddy was hurt by the brother .,The brother is ed by the buddy .,other
328,prompt_no_prime,no_prime,the brother hurt the buddy .,the buddy was hurt by the brother .,The brother did it to the buddy .,other
328,prompt_filler,filler,the brother hurt the buddy .,the buddy was hurt by the brother .,The brother did it to the buddy .,other
329,prompt_active,active,the buddy hurts the candidate .,the candidate is hurt by the buddy .,The buddy hurt the candidate .,active_structural
329,prompt_passive,passive,the buddy hurts the candidate .,the candidate is hurt by the buddy .,The candidate was hurt by the buddy .,passive_structural
329,prompt_no_prime,no_prime,the buddy hurts the candidate .,the candidate is hurt by the buddy .,The buddy was trying to help the candidate .,other
329,prompt_filler,filler,the buddy hurts the candidate .,the candidate is hurt by the buddy .,The tul ed near the vel .,other
330,prompt_active,active,a candidate hurt a captain .,a captain was hurt by a candidate .,The candidate h the captain .,other
330,prompt_passive,passive,a candidate hurt a captain .,a captain was hurt by a candidate .,The captain is ed by the candidate .,other
330,prompt_no_prime,no_prime,a candidate hurt a captain .,a captain was hurt by a candidate .,The captain was a candidate .,other
330,prompt_filler,filler,a candidate hurt a captain .,a captain was hurt by a candidate .,The candidate before the captain .,other
331,prompt_active,active,a captain hurts a champion .,a champion is hurt by a captain .,The captain hurt the champion .,active_structural
331,prompt_passive,passive,a captain hurts a champion .,a champion is hurt by a captain .,The champion was hurt by the captain .,passive_structural
331,prompt_no_prime,no_prime,a captain hurts a champion .,a champion is hurt by a captain .,The captain did it .,other
331,prompt_filler,filler,a captain hurts a champion .,a champion is hurt by a captain .,The captain did it to the champion .,other
332,prompt_active,active,the champion hurt the chief .,the chief was hurt by the champion .,The chief was hurt by the champion .,passive_exact
332,prompt_passive,passive,the champion hurt the chief .,the chief was hurt by the champion .,The chief is ed by the champion .,other
332,prompt_no_prime,no_prime,the champion hurt the chief .,the chief was hurt by the champion .,The chief was the champion .,other
332,prompt_filler,filler,the champion hurt the chief .,the chief was hurt by the champion .,The chief was hurt by the champion .,passive_exact
333,prompt_active,active,the chief hurts the child .,the child is hurt by the chief .,The chief hurt the child .,active_structural
333,prompt_passive,passive,the chief hurts the child .,the child is hurt by the chief .,The child was hurt by the chief .,passive_structural
333,prompt_no_prime,no_prime,the chief hurts the child .,the child is hurt by the chief .,The chief hit the child .,other
333,prompt_filler,filler,the chief hurts the child .,the child is hurt by the chief .,The gri ed during mur .,other
334,prompt_active,active,a child hurt a colonel .,a colonel was hurt by a child .,The child hurt the colonel .,active_structural
334,prompt_passive,passive,a child hurt a colonel .,a colonel was hurt by a child .,The colonel is hurt by the child .,passive_structural
334,prompt_no_prime,no_prime,a child hurt a colonel .,a colonel was hurt by a child .,The colonel was a child and the child was a colonel .,other
334,prompt_filler,filler,a child hurt a colonel .,a colonel was hurt by a child .,The child hurt the colonel .,active_structural
335,prompt_active,active,a colonel hurts a cop .,a cop is hurt by a colonel .,The colonel hurt the cop .,active_structural
335,prompt_passive,passive,a colonel hurts a cop .,a cop is hurt by a colonel .,The cop was hurt by the colonel .,passive_structural
335,prompt_no_prime,no_prime,a colonel hurts a cop .,a cop is hurt by a colonel .,The colonel was drunk and he hit the cop .,other
335,prompt_filler,filler,a colonel hurts a cop .,a cop is hurt by a colonel .,The cop was hurt by the colonel .,passive_structural
336,prompt_active,active,the cop hurt the cousin .,the cousin was hurt by the cop .,The cop hurt the cousin .,active_exact
336,prompt_passive,passive,the cop hurt the cousin .,the cousin was hurt by the cop .,The cousin is hurt by the cop .,passive_structural
336,prompt_no_prime,no_prime,the cop hurt the cousin .,the cousin was hurt by the cop .,The cop shot the cousin .,other
336,prompt_filler,filler,the cop hurt the cousin .,the cousin was hurt by the cop .,The cop hurt the cousin .,active_exact
337,prompt_active,active,the cousin hurts the daughter .,the daughter is hurt by the cousin .,The cousin hurt the daughter .,active_structural
337,prompt_passive,passive,the cousin hurts the daughter .,the daughter is hurt by the cousin .,The cousin hurt the daughter .,active_structural
337,prompt_no_prime,no_prime,the cousin hurts the daughter .,the daughter is hurt by the cousin .,The cousin did it to the daughter .,other
337,prompt_filler,filler,the cousin hurts the daughter .,the daughter is hurt by the cousin .,The cousin hurt the daughter .,active_structural
338,prompt_active,active,a daughter hurt a doctor .,a doctor was hurt by a daughter .,The daughter hurt the doctor .,active_structural
338,prompt_passive,passive,a daughter hurt a doctor .,a doctor was hurt by a daughter .,The doctor is ed by the daughter .,other
338,prompt_no_prime,no_prime,a daughter hurt a doctor .,a doctor was hurt by a daughter .,The doctor was treating my daughter for a headache .,other
338,prompt_filler,filler,a daughter hurt a doctor .,a doctor was hurt by a daughter .,The mur ed on the dir .,other
339,prompt_active,active,a doctor hurts an employee .,an employee is hurt by a doctor .,The doctor hurt the employee .,active_structural
339,prompt_passive,passive,a doctor hurts an employee .,an employee is hurt by a doctor .,The doctor hurt the employee .,active_structural
339,prompt_no_prime,no_prime,a doctor hurts an employee .,an employee is hurt by a doctor .,"The doctor was angry at the employee for something, and he hit her .",other
339,prompt_filler,filler,a doctor hurts an employee .,an employee is hurt by a doctor .,The dur ed during the fab .,other
340,prompt_active,active,the employee hurt the employer .,the employer was hurt by the employee .,The employee hurt the employer .,active_exact
340,prompt_passive,passive,the employee hurt the employer .,the employer was hurt by the employee .,The employee is hurt by the employer .,other
