item_index,prime_structure,sample_index,prime_sentence,target_active,target_passive,agent_noun,patient_noun,active_verb_form,passive_verb_form,prompt,raw_continuation,first_generated_word,choice_structure,generated_sentence,generated_structure
14,active,0,a writer kisses a bishop .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: a writer kisses a bishop .
Use these words in one sentence: champion, leader, raised
Sentence: the"," king had made an agreement with the queen .

Words in first person singular plural:

I would not rule",king,other,the king had made an agreement with the queen .,other
14,active,1,a writer kisses a bishop .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: a writer kisses a bishop .
Use these words in one sentence: champion, leader, raised
Sentence: the"," bishop was raised in a Catholic church
Use these words in one sentence: a bishop
Sentence: a bishop was",bishop,other,the bishop was raised in a Catholic church Use these words in one sentence: a bishop Sentence: a bishop was,other
14,active,2,a writer kisses a bishop .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: a writer kisses a bishop .
Use these words in one sentence: champion, leader, raised
Sentence: the"," bishop kisses the champion .
Use these words in one sentence: a writer, raised, the winner of the
c",bishop,other,the bishop kisses the champion .,other
14,passive,0,a bishop is kissed by a writer .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: a bishop is kissed by a writer .
Use these words in one sentence: champion, leader, raised
Sentence: the"," king has a dream, the queen a letter, the queen a poem,
Sentence: the king has a dream",king,other,"the king has a dream, the queen a letter, the queen a poem, Sentence: the king has a dream",other
14,passive,1,a bishop is kissed by a writer .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: a bishop is kissed by a writer .
Use these words in one sentence: champion, leader, raised
Sentence: the"," pope is the leader of the church, the pope
Sentence: the pope was the leader of the church, the",pope,other,"the pope is the leader of the church, the pope Sentence: the pope was the leader of the church, the",other
14,passive,2,a bishop is kissed by a writer .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: a bishop is kissed by a writer .
Use these words in one sentence: champion, leader, raised
Sentence: the"," knight of Galeoteque knighted him in a
sentence: the king of Galeoteque was a knight",knight,other,the knight of Galeoteque knighted him in a sentence: the king of Galeoteque was a knight,other
15,active,0,the reader purchases the newspaper .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: the reader purchases the newspaper .
Use these words in one sentence: mayor, singer, helped
Sentence: the"," person is a
Sentence: the writer is
Sentence: the editor was
Sentence: the government had",person,other,the person is a Sentence: the writer is Sentence: the editor was Sentence: the government had,other
15,active,1,the reader purchases the newspaper .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: the reader purchases the newspaper .
Use these words in one sentence: mayor, singer, helped
Sentence: the"," reader purchases the newspaper . Use these words in one sentence:
n/a
Sentence: the reader purchases the",reader,other,the reader purchases the newspaper .,other
15,active,2,the reader purchases the newspaper .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: the reader purchases the newspaper .
Use these words in one sentence: mayor, singer, helped
Sentence: the"," reader buys the newspaper . Use these words in one
sentence: the city helps the singer.
Sentence: the",reader,other,the reader buys the newspaper .,other
15,passive,0,the newspaper is purchased by the reader .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: the newspaper is purchased by the reader .
Use these words in one sentence: mayor, singer, helped
Sentence: the"," newspaper is bought by the reader.
Use these words in one sentence: mayor, singer, helped, the mayor
",newspaper,other,the newspaper is bought by the reader.,other
15,passive,1,the newspaper is purchased by the reader .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: the newspaper is purchased by the reader .
Use these words in one sentence: mayor, singer, helped
Sentence: the"," newspaper is donated to the community , singer, helps
Sentence: mayor, singer, helps the community , singer,",newspaper,other,"the newspaper is donated to the community , singer, helps Sentence: mayor, singer, helps the community , singer,",other
15,passive,2,the newspaper is purchased by the reader .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: the newspaper is purchased by the reader .
Use these words in one sentence: mayor, singer, helped
Sentence: the"," newspaper is bought by the reader .
Use these words in one sentence: president, musician, helped
Sentence:",newspaper,other,the newspaper is bought by the reader .,other
16,active,0,the aunt taught the president .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the aunt taught the president .
Use these words in one sentence: lady, gun, accepts/accepted
Sentence: the"," lady, the lady, the gun
Use: the lady, the gun

Or:
The lady, the",lady,active,"the lady, the lady, the gun Use: the lady, the gun Or: The lady, the",other
16,active,1,the aunt taught the president .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the aunt taught the president .
Use these words in one sentence: lady, gun, accepts/accepted
Sentence: the"," aunt did not accept the gun, the president did not accept the gun
Sentence: the aunt never accepted the gun",aunt,other,"the aunt did not accept the gun, the president did not accept the gun Sentence: the aunt never accepted the gun",other
16,active,2,the aunt taught the president .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the aunt taught the president .
Use these words in one sentence: lady, gun, accepts/accepted
Sentence: the"," president accepts/accepts/accepts the lady in the arm chair
Sentence: the president accepts/accepts",president,other,the president accepts/accepts/accepts the lady in the arm chair Sentence: the president accepts/accepts,other
16,passive,0,the president was taught by the aunt .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the president was taught by the aunt .
Use these words in one sentence: lady, gun, accepts/accepted
Sentence: the"," president was taught by a lady who accepts/accepts.

When you want to write a great sentence, you",president,other,the president was taught by a lady who accepts/accepts.,other
16,passive,1,the president was taught by the aunt .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the president was taught by the aunt .
Use these words in one sentence: lady, gun, accepts/accepted
Sentence: the"," president has been taught by the aunt .
Sentence 1 : the president has been taught by the aunt .
Sent",president,other,the president has been taught by the aunt .,other
16,passive,2,the president was taught by the aunt .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the president was taught by the aunt .
Use these words in one sentence: lady, gun, accepts/accepted
Sentence: the"," president was taught by the aunt .
Use the word in one sentence: lady, gun, accepts/accepts
",president,other,the president was taught by the aunt .,other
17,active,0,a guest washed a computer .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: a guest washed a computer .
Use these words in one sentence: son, champion, punches/punched
Sentence: the"," boy (?) who's going to be my grandson (?)

You can use the same two words in two sentences",boy,other,the boy (?) who's going to be my grandson (?) You can use the same two words in two sentences,other
17,active,1,a guest washed a computer .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: a guest washed a computer .
Use these words in one sentence: son, champion, punches/punched
Sentence: the"," father of a baby, she did not wash it

Examples:

My father is the champion of the house",father,other,"the father of a baby, she did not wash it Examples: My father is the champion of the house",other
17,active,2,a guest washed a computer .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: a guest washed a computer .
Use these words in one sentence: son, champion, punches/punched
Sentence: the"," last time the king was fighting the pirates, he beat 'em up

English: 
you are still alive",last,other,"the last time the king was fighting the pirates, he beat 'em up English: you are still alive",other
17,passive,0,a computer was washed by a guest .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: a computer was washed by a guest .
Use these words in one sentence: son, champion, punches/punched
Sentence: the"," guest was washed by his son
Use these words in one sentence: he fights.
Sentence: the guest fought",guest,other,the guest was washed by his son Use these words in one sentence: he fights.,other
17,passive,1,a computer was washed by a guest .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: a computer was washed by a guest .
Use these words in one sentence: son, champion, punches/punched
Sentence: the"," son of a champion was washed.

I will try using the same words and sentences in each sentence. 
",son,active,the son of a champion was washed.,other
17,passive,2,a computer was washed by a guest .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: a computer was washed by a guest .
Use these words in one sentence: son, champion, punches/punched
Sentence: the"," computer was washed by the guest .
Correct: a computer was washed by the guest .
Correct: a computer was",computer,other,the computer was washed by the guest .,other
18,active,0,the adult hurries the candidate .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: the adult hurries the candidate .
Use these words in one sentence: teacher, coffee, forgot/forgotten
Sentence: the"," teacher leaves.

Sentence: the person who is in the room is not an adult.

Sentence",teacher,active,the teacher leaves.,other
18,active,1,the adult hurries the candidate .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: the adult hurries the candidate .
Use these words in one sentence: teacher, coffee, forgot/forgotten
Sentence: the"," adult and the candidate . They are both young , they have an old , and their ages .
Sentence: the",adult,other,the adult and the candidate .,other
18,active,2,the adult hurries the candidate .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: the adult hurries the candidate .
Use these words in one sentence: teacher, coffee, forgot/forgotten
Sentence: the"," schoolgirls. The teacher. Forgotten.
Use these words in one sentence: teacher, coffee, teacher",schoolgirls,other,the schoolgirls.,other
18,passive,0,the candidate is hurried by the adult .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: the candidate is hurried by the adult .
Use these words in one sentence: teacher, coffee, forgot/forgotten
Sentence: the"," candidate is hurried by the adult .
Use these words in one sentence: the candidate is hurried by the adult .
",candidate,other,the candidate is hurried by the adult .,other
18,passive,1,the candidate is hurried by the adult .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: the candidate is hurried by the adult .
Use these words in one sentence: teacher, coffee, forgot/forgotten
Sentence: the"," candidate is hurried by the adult .
Use these words in one sentence: teacher, coffee, coffee/forgot/",candidate,other,the candidate is hurried by the adult .,other
18,passive,2,the candidate is hurried by the adult .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: the candidate is hurried by the adult .
Use these words in one sentence: teacher, coffee, forgot/forgotten
Sentence: the"," candidate is hurried by the adult with the .
Use these words in one sentence: the candidate is hurried by the adult",candidate,other,the candidate is hurried by the adult with the .,other
19,active,0,a secretary drags a sheriff .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: a secretary drags a sheriff .
Use these words in one sentence: employer, machine, raised
Sentence: the"," sheriff pulls the secretary

A:

Use a word that is associated with what you want to find out.",sheriff,other,the sheriff pulls the secretary A: Use a word that is associated with what you want to find out.,other
19,active,1,a secretary drags a sheriff .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: a secretary drags a sheriff .
Use these words in one sentence: employer, machine, raised
Sentence: the"," president of the United States is president . a
sentence: a secretary drags a sheriff.
Sentence: the",president,other,the president of the United States is president .,other
19,active,2,a secretary drags a sheriff .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: a secretary drags a sheriff .
Use these words in one sentence: employer, machine, raised
Sentence: the"," secretary is trying to do away with the sheriff .
Use these words in one sentence: I’m in it for",secretary,other,the secretary is trying to do away with the sheriff .,other
19,passive,0,a sheriff is dragged by a secretary .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: a sheriff is dragged by a secretary .
Use these words in one sentence: employer, machine, raised
Sentence: the"," sheriff is dragged by the machine
Use these words in one sentence: a sheriff is dragged by the machine

Sent",sheriff,other,the sheriff is dragged by the machine Use these words in one sentence: a sheriff is dragged by the machine Sent,other
19,passive,1,a sheriff is dragged by a secretary .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: a sheriff is dragged by a secretary .
Use these words in one sentence: employer, machine, raised
Sentence: the"," sheriff was dragged by the secretary
Sentence: the sheriff was dragged in the execution of his duty
Sentence:",sheriff,other,the sheriff was dragged by the secretary Sentence: the sheriff was dragged in the execution of his duty Sentence:,other
19,passive,2,a sheriff is dragged by a secretary .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: a sheriff is dragged by a secretary .
Use these words in one sentence: employer, machine, raised
Sentence: the"," sheriff was taken from his office .
Example: The sheriff was taken from his office .

I could go on",sheriff,other,the sheriff was taken from his office .,other
20,active,0,the chief surprises the pilot .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the chief surprises the pilot .
Use these words in one sentence: reader, meal, ate/eaten
Sentence: the"," chief surprises the pilot .
Sentence: the chief surprises the pilot .
Sentence: the chief surprises the pilot",chief,other,the chief surprises the pilot .,other
20,active,1,the chief surprises the pilot .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the chief surprises the pilot .
Use these words in one sentence: reader, meal, ate/eaten
Sentence: the"," chief surprised the pilot .

In this sentence, we have a very short phrase, with the word ""eaten",chief,other,the chief surprised the pilot .,other
20,active,2,the chief surprises the pilot .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the chief surprises the pilot .
Use these words in one sentence: reader, meal, ate/eaten
Sentence: the"," chief surprises the pilot .
Use these words in one sentence: reader, meal, ate/eaten
Sentence",chief,other,the chief surprises the pilot .,other
20,passive,0,the pilot is surprised by the chief .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the pilot is surprised by the chief .
Use these words in one sentence: reader, meal, ate/eaten
Sentence: the"," chief is surprised by the pilot .
Example:
The chief, after being surprised by the pilot, said: """,chief,other,the chief is surprised by the pilot .,other
20,passive,1,the pilot is surprised by the chief .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the pilot is surprised by the chief .
Use these words in one sentence: reader, meal, ate/eaten
Sentence: the"," pilot is surprised by the chief

If you want to add more, you can do the same thing in reverse order",pilot,other,"the pilot is surprised by the chief If you want to add more, you can do the same thing in reverse order",other
20,passive,2,the pilot is surprised by the chief .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the pilot is surprised by the chief .
Use these words in one sentence: reader, meal, ate/eaten
Sentence: the"," pilot is surprised by the chief .
Use these words in one sentence: reader, meal, ate/eaten
",pilot,other,the pilot is surprised by the chief .,other
21,active,0,a father washes a brother .,the employee forgave the champion .,the champion was forgiven by the employee .,employee,champion,forgave,forgiven,"Prime sentence: a father washes a brother .
Use these words in one sentence: employee, champion, forgave/forgiven
Sentence: the"," father washed the brother

For example:

He washed the brother.

You can use any word from",father,other,the father washed the brother For example: He washed the brother.,other
21,active,1,a father washes a brother .,the employee forgave the champion .,the champion was forgiven by the employee .,employee,champion,forgave,forgiven,"Prime sentence: a father washes a brother .
Use these words in one sentence: employee, champion, forgave/forgiven
Sentence: the"," brother has to wash the father's clothes .
Sentence: the brother's clothes were washed the father's clothes .",brother,other,the brother has to wash the father's clothes .,other
21,active,2,a father washes a brother .,the employee forgave the champion .,the champion was forgiven by the employee .,employee,champion,forgave,forgiven,"Prime sentence: a father washes a brother .
Use these words in one sentence: employee, champion, forgave/forgiven
Sentence: the"," father washes his brother
Use these words in a sentence: the father cleans the bathroom, the brother gets up and",father,other,"the father washes his brother Use these words in a sentence: the father cleans the bathroom, the brother gets up and",other
21,passive,0,a brother is washed by a father .,the employee forgave the champion .,the champion was forgiven by the employee .,employee,champion,forgave,forgiven,"Prime sentence: a brother is washed by a father .
Use these words in one sentence: employee, champion, forgave/forgiven
Sentence: the"," family has its roots in a time before the dawn of history, and the people are in a place where there is only",family,other,"the family has its roots in a time before the dawn of history, and the people are in a place where there is only",other
21,passive,1,a brother is washed by a father .,the employee forgave the champion .,the champion was forgiven by the employee .,employee,champion,forgave,forgiven,"Prime sentence: a brother is washed by a father .
Use these words in one sentence: employee, champion, forgave/forgiven
Sentence: the"," brother is washed.
Result: the employee was forgiven .

A:

If we use the French noun",brother,other,the brother is washed.,other
21,passive,2,a brother is washed by a father .,the employee forgave the champion .,the champion was forgiven by the employee .,employee,champion,forgave,forgiven,"Prime sentence: a brother is washed by a father .
Use these words in one sentence: employee, champion, forgave/forgiven
Sentence: the"," child who cried was an innocent boy .

A:

I think you might be looking for  ""the",child,other,the child who cried was an innocent boy .,other
22,active,0,the girl discovered the flower .,a father washes a princess .,a princess is washed by a father .,father,princess,washes,washed,"Prime sentence: the girl discovered the flower .
Use these words in one sentence: father, princess, washes/washed
Sentence: the"," princess has returned to her father .
Sentence: the princess has returned home .
Sentence: the princess is",princess,passive,the princess has returned to her father .,other
22,active,1,the girl discovered the flower .,a father washes a princess .,a princess is washed by a father .,father,princess,washes,washed,"Prime sentence: the girl discovered the flower .
Use these words in one sentence: father, princess, washes/washed
Sentence: the"," girl discovered the flower .

(1) You can write the sentence in a way which expresses the idea of the",girl,other,the girl discovered the flower .,other
22,active,2,the girl discovered the flower .,a father washes a princess .,a princess is washed by a father .,father,princess,washes,washed,"Prime sentence: the girl discovered the flower .
Use these words in one sentence: father, princess, washes/washed
Sentence: the"," princess finds the flower in her hand.

Verb sentence: the girl finds the flower in her hand

",princess,passive,the princess finds the flower in her hand.,other
22,passive,0,the flower was discovered by the girl .,a father washes a princess .,a princess is washed by a father .,father,princess,washes,washed,"Prime sentence: the flower was discovered by the girl .
Use these words in one sentence: father, princess, washes/washed
Sentence: the"," girl was seen by the father
Use these words in one sentence: a flower was found by the girl
Sentence",girl,other,the girl was seen by the father Use these words in one sentence: a flower was found by the girl Sentence,other
22,passive,1,the flower was discovered by the girl .,a father washes a princess .,a princess is washed by a father .,father,princess,washes,washed,"Prime sentence: the flower was discovered by the girl .
Use these words in one sentence: father, princess, washes/washed
Sentence: the"," flower is discovered by the girl .
Use these words in one sentence: father, princess, washes/washes",flower,other,the flower is discovered by the girl .,other
22,passive,2,the flower was discovered by the girl .,a father washes a princess .,a princess is washed by a father .,father,princess,washes,washed,"Prime sentence: the flower was discovered by the girl .
Use these words in one sentence: father, princess, washes/washed
Sentence: the"," flower was discovered by the girl , the princess .
Sentence: the flower was discovered by the girl .
Sent",flower,other,"the flower was discovered by the girl , the princess .",other
23,active,0,the pilot follows the administration .,a king prepared a chicken .,a chicken was prepared by a king .,king,chicken,prepared,prepared,"Prime sentence: the pilot follows the administration .
Use these words in one sentence: king, chicken, prepared
Sentence: the"," pilot follows the administration .
Use these words in one sentence: king, chicken, prepared",pilot,other,the pilot follows the administration .,other
23,active,1,the pilot follows the administration .,a king prepared a chicken .,a chicken was prepared by a king .,king,chicken,prepared,prepared,"Prime sentence: the pilot follows the administration .
Use these words in one sentence: king, chicken, prepared
Sentence: the"," pilot follows the administration .
Use these words in one sentence: king, chicken, prepared
Sentence: the pilot",pilot,other,the pilot follows the administration .,other
23,active,2,the pilot follows the administration .,a king prepared a chicken .,a chicken was prepared by a king .,king,chicken,prepared,prepared,"Prime sentence: the pilot follows the administration .
Use these words in one sentence: king, chicken, prepared
Sentence: the"," pilot follows the administration .

Use these words in one sentence: the king follows the king .

Sentence",pilot,other,the pilot follows the administration .,other
23,passive,0,the administration is followed by the pilot .,a king prepared a chicken .,a chicken was prepared by a king .,king,chicken,prepared,prepared,"Prime sentence: the administration is followed by the pilot .
Use these words in one sentence: king, chicken, prepared
Sentence: the"," administration is followed by the pilot .
Use these words in one sentence: the king, the chicken, the prepared .",administration,other,the administration is followed by the pilot .,other
23,passive,1,the administration is followed by the pilot .,a king prepared a chicken .,a chicken was prepared by a king .,king,chicken,prepared,prepared,"Prime sentence: the administration is followed by the pilot .
Use these words in one sentence: king, chicken, prepared
Sentence: the"," administration
Sentence: king, chicken, prepared
Sentence: the administration
Sentence: king, chicken,",administration,other,"the administration Sentence: king, chicken, prepared Sentence: the administration Sentence: king, chicken,",active
23,passive,2,the administration is followed by the pilot .,a king prepared a chicken .,a chicken was prepared by a king .,king,chicken,prepared,prepared,"Prime sentence: the administration is followed by the pilot .
Use these words in one sentence: king, chicken, prepared
Sentence: the"," administration is followed by the pilot .
Use these words in one sentence: the administration is followed by the pilot
Sent",administration,other,the administration is followed by the pilot .,other
24,active,0,an employer understands a student .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: an employer understands a student .
Use these words in one sentence: champion, son, helped
Sentence: the"," father

A:

According to the dictionary, sentence with a noun: 

a formal, formalised",father,other,"the father A: According to the dictionary, sentence with a noun: a formal, formalised",other
24,active,1,an employer understands a student .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: an employer understands a student .
Use these words in one sentence: champion, son, helped
Sentence: the"," mother is in the room when the son arrives

The above sentences are part of the sentence which is part of the",mother,other,the mother is in the room when the son arrives The above sentences are part of the sentence which is part of the,other
24,active,2,an employer understands a student .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: an employer understands a student .
Use these words in one sentence: champion, son, helped
Sentence: the"," university has been to , the school was in , the , university is , has . , is . . .

",university,other,"the university has been to , the school was in , the , university is , has .",other
24,passive,0,a student is understood by an employer .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: a student is understood by an employer .
Use these words in one sentence: champion, son, helped
Sentence: the"," name of a person, is a champion.

The word ""the"" should precede the noun ""a person",name,other,"the name of a person, is a champion.",other
24,passive,1,a student is understood by an employer .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: a student is understood by an employer .
Use these words in one sentence: champion, son, helped
Sentence: the"," student is understood by the employer

Incorrect answer

The student was understood by the employer.

Correct",student,other,the student is understood by the employer Incorrect answer The student was understood by the employer.,other
24,passive,2,a student is understood by an employer .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: a student is understood by an employer .
Use these words in one sentence: champion, son, helped
Sentence: the"," word that a man is known
Word choice: one who is known
Sentence choice: two words, the one",word,other,"the word that a man is known Word choice: one who is known Sentence choice: two words, the one",other
25,active,0,a hero forgot a juice .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a hero forgot a juice .
Use these words in one sentence: president, manager, strikes/struck
Sentence: the"," president forgot the juice
Example: presidential candidate, president, the president is the president

A:

To",president,active,"the president forgot the juice Example: presidential candidate, president, the president is the president A: To",other
25,active,1,a hero forgot a juice .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a hero forgot a juice .
Use these words in one sentence: president, manager, strikes/struck
Sentence: the", president of the United States was struck with a tear in the muscle tissue of his face and a bleeding spot on the face,president,active,the president of the United States was struck with a tear in the muscle tissue of his face and a bleeding spot on the face,other
25,active,2,a hero forgot a juice .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a hero forgot a juice .
Use these words in one sentence: president, manager, strikes/struck
Sentence: the"," president

A:

""president"" can have a number of meanings including:

The first president of",president,active,"the president A: ""president"" can have a number of meanings including: The first president of",other
25,passive,0,a juice was forgotten by a hero .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a juice was forgotten by a hero .
Use these words in one sentence: president, manager, strikes/struck
Sentence: the"," last time . . . and . . . and . . . and . . . and

You can put the",last,other,the last time .,other
25,passive,1,a juice was forgotten by a hero .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a juice was forgotten by a hero .
Use these words in one sentence: president, manager, strikes/struck
Sentence: the"," president was fired
Sentence: was fired
Sentence: president,manager, struck/struck",president,active,"the president was fired Sentence: was fired Sentence: president,manager, struck/struck",other
25,passive,2,a juice was forgotten by a hero .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a juice was forgotten by a hero .
Use these words in one sentence: president, manager, strikes/struck
Sentence: the", president didn't come home for the first time in two years . A manager came home to find the president of the United,president,active,the president didn't come home for the first time in two years .,other
26,active,0,the professor removes the bag .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the professor removes the bag .
Use these words in one sentence: woman, chocolate, forgot/forgotten
Sentence: the"," woman's bag is removed .
If you want to write about it, then just use the subject, it's just",woman's,other,the woman's bag is removed .,other
26,active,1,the professor removes the bag .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the professor removes the bag .
Use these words in one sentence: woman, chocolate, forgot/forgotten
Sentence: the"," professor removes the bag .
Use the same words in another sentence: woman, chocolate, forgotten/forg",professor,other,the professor removes the bag .,other
26,active,2,the professor removes the bag .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the professor removes the bag .
Use these words in one sentence: woman, chocolate, forgot/forgotten
Sentence: the"," professor removes the bag.

As the word bag can be used in both sentences, you can combine them to form",professor,other,the professor removes the bag.,other
26,passive,0,the bag is removed by the professor .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the bag is removed by the professor .
Use these words in one sentence: woman, chocolate, forgot/forgotten
Sentence: the"," bag was removed by the professor .

My problem is, i don't know how to do it in sentences.",bag,other,the bag was removed by the professor .,other
26,passive,1,the bag is removed by the professor .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the bag is removed by the professor .
Use these words in one sentence: woman, chocolate, forgot/forgotten
Sentence: the"," bag was removed by the professor .
Use these words in one sentence: woman, chocolate, forgot/forgotten",bag,other,the bag was removed by the professor .,other
26,passive,2,the bag is removed by the professor .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the bag is removed by the professor .
Use these words in one sentence: woman, chocolate, forgot/forgotten
Sentence: the"," professor removes the bag from the woman

A:

This is what I would do:

The bag",professor,other,the professor removes the bag from the woman A: This is what I would do: The bag,other
27,active,0,an uncle destroys a meal .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: an uncle destroys a meal .
Use these words in one sentence: corporation, tea, wanted
Sentence: the"," uncle who is destroying the meal is wanted
Sentence: the corporation wants to destroy the tea
Sentence: the",uncle,other,the uncle who is destroying the meal is wanted Sentence: the corporation wants to destroy the tea Sentence: the,other
27,active,1,an uncle destroys a meal .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: an uncle destroys a meal .
Use these words in one sentence: corporation, tea, wanted
Sentence: the"," uncle destroys the meal
Sentence: the aunt destroys the meal
Sentence: the husband destroys the meal
Sent",uncle,other,the uncle destroys the meal Sentence: the aunt destroys the meal Sentence: the husband destroys the meal Sent,other
27,active,2,an uncle destroys a meal .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: an uncle destroys a meal .
Use these words in one sentence: corporation, tea, wanted
Sentence: the"," tea .  
Sentence: an uncle destroyed a dinner .  
Sentence: the uncle .  
Sent",tea,passive,the tea .,other
27,passive,0,a meal is destroyed by an uncle .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: a meal is destroyed by an uncle .
Use these words in one sentence: corporation, tea, wanted
Sentence: the"," company is destroyed by its owners . (The other sentence is the sentence that ends the sentence with a period)
Use",company,other,the company is destroyed by its owners .,other
27,passive,1,a meal is destroyed by an uncle .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: a meal is destroyed by an uncle .
Use these words in one sentence: corporation, tea, wanted
Sentence: the"," death of a corporation, a tea is a drink, and wanted is a person

English: 
You do",death,other,"the death of a corporation, a tea is a drink, and wanted is a person English: You do",other
