item_index,prime_structure,sample_index,prime_sentence,target_active,target_passive,agent_noun,patient_noun,active_verb_form,passive_verb_form,prompt,raw_continuation,first_generated_word,choice_structure,generated_sentence,generated_structure
13,passive,2,the key is left by the princess .,a president grabbed a singer .,a singer was grabbed by a president .,president,singer,grabbed,grabbed,"Prime sentence: the key is left by the princess .
Use these words in one sentence: president, singer, grabbed
Sentence: the"," key is left by the princess .
Use these words in two sentences: president, singer, grabbed
Sentence:",key,other,the key is left by the princess .,other
14,active,0,a writer kisses a bishop .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: a writer kisses a bishop .
Use these words in one sentence: champion, leader, raised
Sentence: the"," best thing was that he kissed the bishop .
Sentence: it's about time the bishop kissed me .
Sent",best,other,the best thing was that he kissed the bishop .,other
14,active,1,a writer kisses a bishop .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: a writer kisses a bishop .
Use these words in one sentence: champion, leader, raised
Sentence: the"," most common sentence a girl ever heard .
Use these words in two sentences: girl, person, you, his
",most,other,the most common sentence a girl ever heard .,other
14,active,2,a writer kisses a bishop .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: a writer kisses a bishop .
Use these words in one sentence: champion, leader, raised
Sentence: the"," king's words.
Use these words in three sentences: a king's words.
A king's words are as",king's,other,the king's words.,other
14,passive,0,a bishop is kissed by a writer .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: a bishop is kissed by a writer .
Use these words in one sentence: champion, leader, raised
Sentence: the"," king is crowned (i.e. crowned in person) .
Use these words in a sentence: a writer was",king,other,the king is crowned (i.e.,other
14,passive,1,a bishop is kissed by a writer .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: a bishop is kissed by a writer .
Use these words in one sentence: champion, leader, raised
Sentence: the"," new coach is the coach that coach.
Use these words in three sentences: coach, coach, coach.
Use",new,other,the new coach is the coach that coach.,other
14,passive,2,a bishop is kissed by a writer .,the champion raised the leader .,the leader was raised by the champion .,champion,leader,raised,raised,"Prime sentence: a bishop is kissed by a writer .
Use these words in one sentence: champion, leader, raised
Sentence: the"," best and brightest of our generation .
Use these words in multiple sentences: The best of our generation; [explet",best,other,the best and brightest of our generation .,other
15,active,0,the reader purchases the newspaper .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: the reader purchases the newspaper .
Use these words in one sentence: mayor, singer, helped
Sentence: the"," reader purchases the newspaper .
Use these words in more than one sentence: mayor, singer, helped.
Sentence",reader,other,the reader purchases the newspaper .,other
15,active,1,the reader purchases the newspaper .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: the reader purchases the newspaper .
Use these words in one sentence: mayor, singer, helped
Sentence: the"," reader watches the television.
Sentence: the reader buys the newspaper.
Use these words in a sentence: a",reader,other,the reader watches the television.,other
15,active,2,the reader purchases the newspaper .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: the reader purchases the newspaper .
Use these words in one sentence: mayor, singer, helped
Sentence: the"," reader buys the newspaper .
Use these words in two sentences: mayor, singer, helped
Sentence: the reader",reader,other,the reader buys the newspaper .,other
15,passive,0,the newspaper is purchased by the reader .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: the newspaper is purchased by the reader .
Use these words in one sentence: mayor, singer, helped
Sentence: the"," newspaper is purchased by the reader .
Use these words in one sentence: mayor, singer, helped
Sentence:",newspaper,other,the newspaper is purchased by the reader .,other
15,passive,1,the newspaper is purchased by the reader .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: the newspaper is purchased by the reader .
Use these words in one sentence: mayor, singer, helped
Sentence: the"," mayor and singer are the same person, they helped the newspaper .
Use these words in one sentence: mayor, the",mayor,active,"the mayor and singer are the same person, they helped the newspaper .",other
15,passive,2,the newspaper is purchased by the reader .,a mayor helped a singer .,a singer was helped by a mayor .,mayor,singer,helped,helped,"Prime sentence: the newspaper is purchased by the reader .
Use these words in one sentence: mayor, singer, helped
Sentence: the"," mayor gave the singer a free concert
Use these words in two sentences: the city has a free concert
Used a",mayor,active,the mayor gave the singer a free concert Use these words in two sentences: the city has a free concert Used a,other
16,active,0,the aunt taught the president .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the aunt taught the president .
Use these words in one sentence: lady, gun, accepts/accepted
Sentence: the"," woman is not an alcoholic, she only has bad judgment.
Use these words in three sentences: the woman is not",woman,other,"the woman is not an alcoholic, she only has bad judgment.",other
16,active,1,the aunt taught the president .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the aunt taught the president .
Use these words in one sentence: lady, gun, accepts/accepted
Sentence: the"," aunt taught the president . The sentence should end with a conjunction: (with the conjunction) the aunt taught.


",aunt,other,the aunt taught the president .,other
16,active,2,the aunt taught the president .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the aunt taught the president .
Use these words in one sentence: lady, gun, accepts/accepted
Sentence: the"," aunt taught the president .
Use these words in two sentences: the aunt taught the president .
For each of these",aunt,other,the aunt taught the president .,other
16,passive,0,the president was taught by the aunt .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the president was taught by the aunt .
Use these words in one sentence: lady, gun, accepts/accepted
Sentence: the"," president was taught by the aunt . Use these words in multiple sentences: the president was taught by the aunt .
Sent",president,other,the president was taught by the aunt .,other
16,passive,1,the president was taught by the aunt .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the president was taught by the aunt .
Use these words in one sentence: lady, gun, accepts/accepted
Sentence: the", president is accepted/accepted,president,other,the president is accepted/accepted,other
16,passive,2,the president was taught by the aunt .,a lady accepts a gun .,a gun is accepted by a lady .,lady,gun,accepts,accepted,"Prime sentence: the president was taught by the aunt .
Use these words in one sentence: lady, gun, accepts/accepted
Sentence: the"," president was taught by the aunt
Use these words in two sentences: lady, gun, accepts/accepted
I",president,other,"the president was taught by the aunt Use these words in two sentences: lady, gun, accepts/accepted I",other
17,active,0,a guest washed a computer .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: a guest washed a computer .
Use these words in one sentence: son, champion, punches/punched
Sentence: the"," only son.
Use these words in one sentence: Son, son of the father.
Sentence: a man",only,other,the only son.,other
17,active,1,a guest washed a computer .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: a guest washed a computer .
Use these words in one sentence: son, champion, punches/punched
Sentence: the"," wife, mother, the wife, mother, the wife .
Use these words in a sentence: The wife, the",wife,other,"the wife, mother, the wife, mother, the wife .",other
17,active,2,a guest washed a computer .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: a guest washed a computer .
Use these words in one sentence: son, champion, punches/punched
Sentence: the"," company that's going to make a big splash in this market will be ...
Use these words in two sentences: the",company,other,the company that's going to make a big splash in this market will be ...,other
17,passive,0,a computer was washed by a guest .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: a computer was washed by a guest .
Use these words in one sentence: son, champion, punches/punched
Sentence: the"," guest's computer was washed by a guest.
Use these words in two sentences: the guest's computer was washed by",guest's,other,the guest's computer was washed by a guest.,other
17,passive,1,a computer was washed by a guest .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: a computer was washed by a guest .
Use these words in one sentence: son, champion, punches/punched
Sentence: the"," other day I bought a friend a toy, and she gave it to me.
Use these words in one sentence:",other,other,"the other day I bought a friend a toy, and she gave it to me.",other
17,passive,2,a computer was washed by a guest .,the son punches the champion .,the champion is punched by the son .,son,champion,punches,punched,"Prime sentence: a computer was washed by a guest .
Use these words in one sentence: son, champion, punches/punched
Sentence: the"," guest was a computer
Use these words in a sentence: computer, a guest, the guest was a computer
Sent",guest,other,"the guest was a computer Use these words in a sentence: computer, a guest, the guest was a computer Sent",other
18,active,0,the adult hurries the candidate .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: the adult hurries the candidate .
Use these words in one sentence: teacher, coffee, forgot/forgotten
Sentence: the"," adult hurries the candidate to work
Use these words in two sentences: teacher and coffee.
I've always thought",adult,other,the adult hurries the candidate to work Use these words in two sentences: teacher and coffee.,other
18,active,1,the adult hurries the candidate .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: the adult hurries the candidate .
Use these words in one sentence: teacher, coffee, forgot/forgotten
Sentence: the"," adult hurries the child .
Use these words in two sentences: teacher, coffee, forgot/forgotten .
",adult,other,the adult hurries the child .,other
18,active,2,the adult hurries the candidate .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: the adult hurries the candidate .
Use these words in one sentence: teacher, coffee, forgot/forgotten
Sentence: the"," adult drives the candidate .
Use these words in one sentence: teacher, coffee, forgot/forgotten
This way",adult,other,the adult drives the candidate .,other
18,passive,0,the candidate is hurried by the adult .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: the candidate is hurried by the adult .
Use these words in one sentence: teacher, coffee, forgot/forgotten
Sentence: the"," candidate lost at the football, they have nothing to do
Use these words in two sentences: the football was lost,",candidate,other,"the candidate lost at the football, they have nothing to do Use these words in two sentences: the football was lost,",other
18,passive,1,the candidate is hurried by the adult .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: the candidate is hurried by the adult .
Use these words in one sentence: teacher, coffee, forgot/forgotten
Sentence: the"," candidates are hustled from their seats by the adult .
Use these words in two sentences: ""I forgot to pay",candidates,other,the candidates are hustled from their seats by the adult .,other
18,passive,2,the candidate is hurried by the adult .,a teacher forgot a coffee .,a coffee was forgotten by a teacher .,teacher,coffee,forgot,forgotten,"Prime sentence: the candidate is hurried by the adult .
Use these words in one sentence: teacher, coffee, forgot/forgotten
Sentence: the"," candidate was interrupted by the adult .
Use these words in two sentences: teacher/lover/caffeine,",candidate,other,the candidate was interrupted by the adult .,other
19,active,0,a secretary drags a sheriff .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: a secretary drags a sheriff .
Use these words in one sentence: employer, machine, raised
Sentence: the"," police have arrested a former prisoner .
Use these words in more than one sentence: the police have arrested a former prisoner",police,other,the police have arrested a former prisoner .,other
19,active,1,a secretary drags a sheriff .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: a secretary drags a sheriff .
Use these words in one sentence: employer, machine, raised
Sentence: the", deputy's wife is a nurse.,deputy's,other,the deputy's wife is a nurse.,other
19,active,2,a secretary drags a sheriff .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: a secretary drags a sheriff .
Use these words in one sentence: employer, machine, raised
Sentence: the"," woman has been arrested .
Use these words in one sentence: mother, child, childlike, childlike, mother",woman,other,the woman has been arrested .,other
19,passive,0,a sheriff is dragged by a secretary .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: a sheriff is dragged by a secretary .
Use these words in one sentence: employer, machine, raised
Sentence: the"," old lady is a maid .
Use these words in two sentences: a man is a slave
Sentence: a",old,other,the old lady is a maid .,other
19,passive,1,a sheriff is dragged by a secretary .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: a sheriff is dragged by a secretary .
Use these words in one sentence: employer, machine, raised
Sentence: the"," sheriff got on his horse and rode off .
Use these words in one sentence: I was going to walk around my",sheriff,other,the sheriff got on his horse and rode off .,other
19,passive,2,a sheriff is dragged by a secretary .,the employer raised the machine .,the machine was raised by the employer .,employer,machine,raised,raised,"Prime sentence: a sheriff is dragged by a secretary .
Use these words in one sentence: employer, machine, raised
Sentence: the"," company has been fined by a judge for 'gross negligence'
Use these words in two sentences: employer, the company",company,other,"the company has been fined by a judge for 'gross negligence' Use these words in two sentences: employer, the company",other
20,active,0,the chief surprises the pilot .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the chief surprises the pilot .
Use these words in one sentence: reader, meal, ate/eaten
Sentence: the"," chief surprises the pilot
The most often used word in sentences 1 and 2 is sentence, and it's used by people",chief,other,"the chief surprises the pilot The most often used word in sentences 1 and 2 is sentence, and it's used by people",other
20,active,1,the chief surprises the pilot .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the chief surprises the pilot .
Use these words in one sentence: reader, meal, ate/eaten
Sentence: the"," chief surprises the pilot .
Use these words in two sentences: he, her, that, they, etc
Sent",chief,other,the chief surprises the pilot .,other
20,active,2,the chief surprises the pilot .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the chief surprises the pilot .
Use these words in one sentence: reader, meal, ate/eaten
Sentence: the"," chief is shocked to learn the reader is a pilot .
""What are you doing here?""
Sentence: the",chief,other,the chief is shocked to learn the reader is a pilot .,other
20,passive,0,the pilot is surprised by the chief .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the pilot is surprised by the chief .
Use these words in one sentence: reader, meal, ate/eaten
Sentence: the"," chief ordered the pilot to follow the food .
Use these words in two sentences: I've got a lot of people",chief,other,the chief ordered the pilot to follow the food .,other
20,passive,1,the pilot is surprised by the chief .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the pilot is surprised by the chief .
Use these words in one sentence: reader, meal, ate/eaten
Sentence: the"," pilot is surprised by the chief .
Use these words in two sentences: reader, meal, ate/eaten
",pilot,other,the pilot is surprised by the chief .,other
20,passive,2,the pilot is surprised by the chief .,a reader ate a meal .,a meal was eaten by a reader .,reader,meal,ate,eaten,"Prime sentence: the pilot is surprised by the chief .
Use these words in one sentence: reader, meal, ate/eaten
Sentence: the"," main character was just finishing an exam
Use these words in two sentences: the main character started his/her exam
",main,other,the main character was just finishing an exam Use these words in two sentences: the main character started his/her exam,other
21,active,0,a father washes a brother .,the employee forgave the champion .,the champion was forgiven by the employee .,employee,champion,forgave,forgiven,"Prime sentence: a father washes a brother .
Use these words in one sentence: employee, champion, forgave/forgiven
Sentence: the"," man washes his sister's car.
Use these words in one sentence: a woman washes her daughter's car",man,other,the man washes his sister's car.,other
21,active,1,a father washes a brother .,the employee forgave the champion .,the champion was forgiven by the employee .,employee,champion,forgave,forgiven,"Prime sentence: a father washes a brother .
Use these words in one sentence: employee, champion, forgave/forgiven
Sentence: the"," man said, ""What? This is ridiculous!""
Use these words in two sentences: the man looked like an idiot",man,other,"the man said, ""What?",other
21,active,2,a father washes a brother .,the employee forgave the champion .,the champion was forgiven by the employee .,employee,champion,forgave,forgiven,"Prime sentence: a father washes a brother .
Use these words in one sentence: employee, champion, forgave/forgiven
Sentence: the"," girl has broken a record
Use these words in one sentence: the girl has broken a record
Sentence: the",girl,other,the girl has broken a record Use these words in one sentence: the girl has broken a record Sentence: the,other
21,passive,0,a brother is washed by a father .,the employee forgave the champion .,the champion was forgiven by the employee .,employee,champion,forgave,forgiven,"Prime sentence: a brother is washed by a father .
Use these words in one sentence: employee, champion, forgave/forgiven
Sentence: the"," father washed by the employee
Sentence: the employee washed by the father
Sentence: the father forgiven by the",father,other,the father washed by the employee Sentence: the employee washed by the father Sentence: the father forgiven by the,other
21,passive,1,a brother is washed by a father .,the employee forgave the champion .,the champion was forgiven by the employee .,employee,champion,forgave,forgiven,"Prime sentence: a brother is washed by a father .
Use these words in one sentence: employee, champion, forgave/forgiven
Sentence: the"," king was washing a river.
Use these words in a sentence: to have washed the king .
Sentence:",king,other,the king was washing a river.,other
21,passive,2,a brother is washed by a father .,the employee forgave the champion .,the champion was forgiven by the employee .,employee,champion,forgave,forgiven,"Prime sentence: a brother is washed by a father .
Use these words in one sentence: employee, champion, forgave/forgiven
Sentence: the"," brother was washed by the father .
Use these words in two sentences: The mother and the brother were washed by the",brother,other,the brother was washed by the father .,other
22,active,0,the girl discovered the flower .,a father washes a princess .,a princess is washed by a father .,father,princess,washes,washed,"Prime sentence: the girl discovered the flower .
Use these words in one sentence: father, princess, washes/washed
Sentence: the"," flower is now blooming .
Use these words in one sentence: blooming, flowers, blooming
Sentence",flower,other,the flower is now blooming .,other
22,active,1,the girl discovered the flower .,a father washes a princess .,a princess is washed by a father .,father,princess,washes,washed,"Prime sentence: the girl discovered the flower .
Use these words in one sentence: father, princess, washes/washed
Sentence: the"," girl's dad found the flower .
Use these words in one sentence: dad, princess
Sentence: the princess",girl's,other,the girl's dad found the flower .,other
22,active,2,the girl discovered the flower .,a father washes a princess .,a princess is washed by a father .,father,princess,washes,washed,"Prime sentence: the girl discovered the flower .
Use these words in one sentence: father, princess, washes/washed
Sentence: the"," flowers werehes/washed
Use this sentence: the flowers werehes/washes them to make them clean.
",flowers,other,the flowers werehes/washed Use this sentence: the flowers werehes/washes them to make them clean.,other
22,passive,0,the flower was discovered by the girl .,a father washes a princess .,a princess is washed by a father .,father,princess,washes,washed,"Prime sentence: the flower was discovered by the girl .
Use these words in one sentence: father, princess, washes/washed
Sentence: the"," child is happy
Sentence: she loves the flowers
Sentence: he is the best son
Sentence:",child,other,the child is happy Sentence: she loves the flowers Sentence: he is the best son Sentence:,other
22,passive,1,the flower was discovered by the girl .,a father washes a princess .,a princess is washed by a father .,father,princess,washes,washed,"Prime sentence: the flower was discovered by the girl .
Use these words in one sentence: father, princess, washes/washed
Sentence: the"," flower was found by the girl .
Use these words in two sentences: father, princess, washes/ washed .",flower,other,the flower was found by the girl .,other
22,passive,2,the flower was discovered by the girl .,a father washes a princess .,a princess is washed by a father .,father,princess,washes,washed,"Prime sentence: the flower was discovered by the girl .
Use these words in one sentence: father, princess, washes/washed
Sentence: the"," flower was discovered by the girl and the girl washes the flower.
Use these words in a sentence: the flower",flower,other,the flower was discovered by the girl and the girl washes the flower.,other
23,active,0,the pilot follows the administration .,a king prepared a chicken .,a chicken was prepared by a king .,king,chicken,prepared,prepared,"Prime sentence: the pilot follows the administration .
Use these words in one sentence: king, chicken, prepared
Sentence: the"," pilot follows the administration .
Use these words in one sentence: king, chicken, prepared
Sentence: the pilot",pilot,other,the pilot follows the administration .,other
23,active,1,the pilot follows the administration .,a king prepared a chicken .,a chicken was prepared by a king .,king,chicken,prepared,prepared,"Prime sentence: the pilot follows the administration .
Use these words in one sentence: king, chicken, prepared
Sentence: the"," king follows the administration .
Use these words in two sentences: queen, king, chicken
Sentence: the queen",king,active,the king follows the administration .,other
23,active,2,the pilot follows the administration .,a king prepared a chicken .,a chicken was prepared by a king .,king,chicken,prepared,prepared,"Prime sentence: the pilot follows the administration .
Use these words in one sentence: king, chicken, prepared
Sentence: the"," president.
Use this phrase: the president will decide
Sentence: there was an accident, I'm sorry
",president,other,the president.,other
23,passive,0,the administration is followed by the pilot .,a king prepared a chicken .,a chicken was prepared by a king .,king,chicken,prepared,prepared,"Prime sentence: the administration is followed by the pilot .
Use these words in one sentence: king, chicken, prepared
Sentence: the"," first part of the sentence must be the first part of the sentence
Use these words in one sentence: first, first",first,other,"the first part of the sentence must be the first part of the sentence Use these words in one sentence: first, first",other
23,passive,1,the administration is followed by the pilot .,a king prepared a chicken .,a chicken was prepared by a king .,king,chicken,prepared,prepared,"Prime sentence: the administration is followed by the pilot .
Use these words in one sentence: king, chicken, prepared
Sentence: the"," administration is followed by the pilot
Use these words in two sentences: king, pilot, chicken
Sentence: the",administration,other,"the administration is followed by the pilot Use these words in two sentences: king, pilot, chicken Sentence: the",other
23,passive,2,the administration is followed by the pilot .,a king prepared a chicken .,a chicken was prepared by a king .,king,chicken,prepared,prepared,"Prime sentence: the administration is followed by the pilot .
Use these words in one sentence: king, chicken, prepared
Sentence: the"," administration will follow by the pilot .
Use these words in more than one sentence: king, chicken, prepared
Sent",administration,other,the administration will follow by the pilot .,other
24,active,0,an employer understands a student .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: an employer understands a student .
Use these words in one sentence: champion, son, helped
Sentence: the"," university is offering to pay for your daughter's degree
Use these words in one sentence: a graduate of the University of",university,other,the university is offering to pay for your daughter's degree Use these words in one sentence: a graduate of the University of,other
24,active,1,an employer understands a student .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: an employer understands a student .
Use these words in one sentence: champion, son, helped
Sentence: the"," champion's son helped his mother
Use these words in one sentence: the champion's son helped his mother
Sentence",champion's,other,the champion's son helped his mother Use these words in one sentence: the champion's son helped his mother Sentence,other
24,active,2,an employer understands a student .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: an employer understands a student .
Use these words in one sentence: champion, son, helped
Sentence: the", most popular university .,most,other,the most popular university .,other
24,passive,0,a student is understood by an employer .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: a student is understood by an employer .
Use these words in one sentence: champion, son, helped
Sentence: the"," court says he's guilty
Use these words in one sentence: court, found guilty
Use these words in one sentence",court,other,"the court says he's guilty Use these words in one sentence: court, found guilty Use these words in one sentence",other
24,passive,1,a student is understood by an employer .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: a student is understood by an employer .
Use these words in one sentence: champion, son, helped
Sentence: the"," father is an excellent husband, the son an excellent son
Used with respect to someone or something : the father is an",father,other,"the father is an excellent husband, the son an excellent son Used with respect to someone or something : the father is an",other
24,passive,2,a student is understood by an employer .,the champion helped the son .,the son was helped by the champion .,champion,son,helped,helped,"Prime sentence: a student is understood by an employer .
Use these words in one sentence: champion, son, helped
Sentence: the"," teacher's son helped the teacher to complete a task.
Use these words in three sentences: to help her, to",teacher's,other,the teacher's son helped the teacher to complete a task.,other
25,active,0,a hero forgot a juice .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a hero forgot a juice .
Use these words in one sentence: president, manager, strikes/struck
Sentence: the"," team had a hit or hit a home run.
Use these words in one sentence: I was getting ready to leave",team,other,the team had a hit or hit a home run.,other
25,active,1,a hero forgot a juice .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a hero forgot a juice .
Use these words in one sentence: president, manager, strikes/struck
Sentence: the"," leader was a hero.
Use these words in one sentence: president, manager, strikes/struck.
Sent",leader,other,the leader was a hero.,other
25,active,2,a hero forgot a juice .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a hero forgot a juice .
Use these words in one sentence: president, manager, strikes/struck
Sentence: the"," president forgot a juice .
Use these words in multiple sentences: president, manager, strikes/struck, juice,",president,active,the president forgot a juice .,other
25,passive,0,a juice was forgotten by a hero .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a juice was forgotten by a hero .
Use these words in one sentence: president, manager, strikes/struck
Sentence: the"," mayor wants to strike the strike zone
Use this word in one sentence: if, would, should, would, should",mayor,other,"the mayor wants to strike the strike zone Use this word in one sentence: if, would, should, would, should",other
25,passive,1,a juice was forgotten by a hero .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a juice was forgotten by a hero .
Use these words in one sentence: president, manager, strikes/struck
Sentence: the"," strike was an awesome strike, the president said.
Use these words in two sentences: the president was impressed, the",strike,other,"the strike was an awesome strike, the president said.",other
25,passive,2,a juice was forgotten by a hero .,the president strikes the manager .,the manager is struck by the president .,president,manager,strikes,struck,"Prime sentence: a juice was forgotten by a hero .
Use these words in one sentence: president, manager, strikes/struck
Sentence: the"," world is going to hell
Usage: president of the United States, strikes/struck
Sentence: the world",world,other,"the world is going to hell Usage: president of the United States, strikes/struck Sentence: the world",other
26,active,0,the professor removes the bag .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the professor removes the bag .
Use these words in one sentence: woman, chocolate, forgot/forgotten
Sentence: the"," professor removes the bag .
Use these words in one sentence: man, woman, chocolate, forgot/forgotten.",professor,other,the professor removes the bag .,other
26,active,1,the professor removes the bag .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the professor removes the bag .
Use these words in one sentence: woman, chocolate, forgot/forgotten
Sentence: the"," professor removes the bag .
Use these words in one sentence: teacher, professor, professor, professor, teacher, teacher",professor,other,the professor removes the bag .,other
26,active,2,the professor removes the bag .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the professor removes the bag .
Use these words in one sentence: woman, chocolate, forgot/forgotten
Sentence: the"," professor removes the bag .
Use these words in one sentence: woman, chocolate, forgot/forgotten
Sentence",professor,other,the professor removes the bag .,other
26,passive,0,the bag is removed by the professor .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the bag is removed by the professor .
Use these words in one sentence: woman, chocolate, forgot/forgotten
Sentence: the"," bag is removed by the professor . Use these words in two sentences: women, chocolate, forgot/forgotten
Sent",bag,other,the bag is removed by the professor .,other
26,passive,1,the bag is removed by the professor .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the bag is removed by the professor .
Use these words in one sentence: woman, chocolate, forgot/forgotten
Sentence: the"," bag is removed by the professor .
Use these words in one sentence: woman, chocolate, forgot/forgotten
",bag,other,the bag is removed by the professor .,other
26,passive,2,the bag is removed by the professor .,a woman forgot a chocolate .,a chocolate was forgotten by a woman .,woman,chocolate,forgot,forgotten,"Prime sentence: the bag is removed by the professor .
Use these words in one sentence: woman, chocolate, forgot/forgotten
Sentence: the"," bag is removed by the professor .
This is a sentence of no import. When a professor removes a bag from a",bag,other,the bag is removed by the professor .,other
27,active,0,an uncle destroys a meal .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: an uncle destroys a meal .
Use these words in one sentence: corporation, tea, wanted
Sentence: the"," old man is the greatest thing that's ever happened to the world .
Use these words in one sentence: the whole",old,other,the old man is the greatest thing that's ever happened to the world .,other
27,active,1,an uncle destroys a meal .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: an uncle destroys a meal .
Use these words in one sentence: corporation, tea, wanted
Sentence: the"," customer was served by a chef .
Use these words in one sentence: restaurant, pizza, wanted
Sentence:",customer,other,the customer was served by a chef .,other
27,active,2,an uncle destroys a meal .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: an uncle destroys a meal .
Use these words in one sentence: corporation, tea, wanted
Sentence: the"," company has been fined by the court , because of the poor performance of the company's employees.
Use these words in",company,other,"the company has been fined by the court , because of the poor performance of the company's employees.",other
27,passive,0,a meal is destroyed by an uncle .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: a meal is destroyed by an uncle .
Use these words in one sentence: corporation, tea, wanted
Sentence: the"," government will protect the citizens' privacy
Use these words in one sentence: the government will not disclose, no
Sent",government,other,"the government will protect the citizens' privacy Use these words in one sentence: the government will not disclose, no Sent",other
27,passive,1,a meal is destroyed by an uncle .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: a meal is destroyed by an uncle .
Use these words in one sentence: corporation, tea, wanted
Sentence: the"," car is a gift.
Use this word in more than one sentence: car , the car , the gift
What",car,other,the car is a gift.,other
