item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,greedy_answer_first_sentence_normalized,generation_class_detailed,generation_structure_reason,argument_structure_inferred,role_frame_inferred,argument_inference_note,generation_class_strict,generation_class_lax,needs_review_strict,needs_review_lax,prompt,greedy_completion_raw
349,prompt_filler,filler,the professor understood the reader .,the reader was understood by the professor .,The professor did it to the reader .,the professor did it to the reader .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The drabble quisted in varlen.""

There was a understooding event involving the professor and the reader.
The one who did it was the professor.
The one it happened to was the reader.

Bridget asked, ""What happened?""
Mary answered, ""The"," professor did it to the reader.""

Bridget asked, ""What happened?""
Mary answered, ""The reader did it"
350,prompt_no_prime,no_prime,the bishop raised the boy .,the boy was raised by the bishop .,The bishop did it to the boy .,the bishop did it to the boy .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was a raiseding event involving the bishop and the boy.
The one who did it was the bishop.
The one it happened to was the boy.

Bridget asked, ""What happened?""
Mary answered, ""The"," bishop did it to the boy.""
Bridget asked, ""Who did it?""
Mary answered, ""The bishop did"
351,prompt_no_prime,no_prime,a friend understands a girl .,a girl is understood by a friend .,The one who did it was a friend .,the one who did it was a friend .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a understanding event involving a friend and a girl.
The one who did it was a friend.
The one it happened to was a girl.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a friend.""
Bridget asked, ""What happened to the girl?""
Mary answered, """
351,prompt_filler,filler,a friend understands a girl .,a girl is understood by a friend .,The prantel staved behind nulven .,the prantel staved behind nulven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prantel staved behind nulven.""

There was a understanding event involving a friend and a girl.
The one who did it was a friend.
The one it happened to was a girl.

Bridget asked, ""What happened?""
Mary answered, ""The"," prantel staved behind nulven.""

The prantel staved behind nulven is a sentence that"
352,prompt_filler,filler,the scientist struck the secretary .,the secretary was struck by the scientist .,The glimmer farned in jasken .,the glimmer farned in jasken .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The glimmer farned in jasken.""

There was a strucking event involving the scientist and the secretary.
The one who did it was the scientist.
The one it happened to was the secretary.

Bridget asked, ""What happened?""
Mary answered, ""The"," glimmer farned in jasken.""

The glimmer farned in jasken is a metaphor for"
354,prompt_no_prime,no_prime,a reader raises a scientist .,a scientist is raised by a reader .,The reader raised the money to help the scientist .,the reader raised the money to help the scientist .,active_target_ditransitive_like,target_active_structural_to_for,active_monotransitive_theme,agent>theme,object_inferred_as_theme,other,active,True,False,"There was a raising event involving a reader and a scientist.
The one who did it was a reader.
The one it happened to was a scientist.

Bridget asked, ""What happened?""
Mary answered, ""The"," reader raised the money to help the scientist.""

Bridget asked, ""How did the reader raise the money?""
Mary"
354,prompt_filler,filler,a reader raises a scientist .,a scientist is raised by a reader .,The reader did it to the scientist .,the reader did it to the scientist .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The drimlet vorked before talven.""

There was a raising event involving a reader and a scientist.
The one who did it was a reader.
The one it happened to was a scientist.

Bridget asked, ""What happened?""
Mary answered, ""The"," reader did it to the scientist.""

The scientist was a reader.
The reader was a scientist.

Bridget asked,"
355,prompt_passive,passive,the girl discovered the guest .,the guest was discovered by the girl .,The guest is discovereding by the girl .,the guest is discovereding by the girl .,active_progressive_intransitive_pp,be_ing_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a gritafmuring event involving a plolodnef and a mnidulzom.
The one who did it was a plolodnef.
The one it happened to was a mnidulzom.

Bridget asked, ""What happened?""
Mary answered, ""A mnidulzom is gritafmured by a plolodnef.""

There was a discovereding event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The"," guest is discovereding by the girl.""

There was a discovereding event involving the girl and the guest.
The one who"
355,prompt_no_prime,no_prime,the girl discovered the guest .,the guest was discovered by the girl .,The girl did it .,the girl did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a discovereding event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The"," girl did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The girl.""
Brideg"
355,prompt_filler,filler,the girl discovered the guest .,the guest was discovered by the girl .,The girl drossed in marven .,the girl drossed in marven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The plinter drossed in marven.""

There was a discovereding event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The"," girl drossed in marven.""

The girl was the one who did it.
The guest was the one it happened"
357,prompt_no_prime,no_prime,the mayor comforted the minister .,the minister was comforted by the mayor .,The mayor did it to the minister .,the mayor did it to the minister .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was a comforteding event involving the mayor and the minister.
The one who did it was the mayor.
The one it happened to was the minister.

Bridget asked, ""What happened?""
Mary answered, ""The"," mayor did it to the minister.""

Bridget asked, ""Who did it?""
Mary answered, ""The mayor did"
358,prompt_active,active,a singer forgives a soldier .,a soldier is forgiven by a singer .,The singer forgave the soldier .,the singer forgave the soldier .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a kvevarmureding event involving the vratafsel and the kvedulrab.
The one who did it was the vratafsel.
The one it happened to was the kvedulrab.

Bridget asked, ""What happened?""
Mary answered, ""The vratafsel kvevarmured the kvedulrab.""

There was a forgiving event involving a singer and a soldier.
The one who did it was a singer.
The one it happened to was a soldier.

Bridget asked, ""What happened?""
Mary answered, ""The"," singer forgave the soldier.""

There was a forgiving event involving a singer and a soldier.
The one who did it was"
358,prompt_no_prime,no_prime,a singer forgives a soldier .,a soldier is forgiven by a singer .,"The singer was singing a song about war, and the soldier was singing along .","the singer was singing a song about war, and the soldier was singing along .",other_coordinate_multiclause,coordination_with_punctuation,multiclause,mixed,coordination_detected,other,other,True,True,"There was a forgiving event involving a singer and a soldier.
The one who did it was a singer.
The one it happened to was a soldier.

Bridget asked, ""What happened?""
Mary answered, ""The"," singer was singing a song about war, and the soldier was singing along. The soldier was so caught up in the song"
358,prompt_filler,filler,a singer forgives a soldier .,a soldier is forgiven by a singer .,The singer sang to the soldier .,the singer sang to the soldier .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The frindle glemmed in yorsen.""

There was a forgiving event involving a singer and a soldier.
The one who did it was a singer.
The one it happened to was a soldier.

Bridget asked, ""What happened?""
Mary answered, ""The"," singer sang to the soldier.""

There was a forgiving event involving a singer and a soldier.
The one who did it was"
360,prompt_no_prime,no_prime,the president raised the priest .,the priest was raised by the president .,"The president was the one who did it, and the priest was the one who was affected by it .","the president was the one who did it, and the priest was the one who was affected by it .",other_coordinate_multiclause,coordination_with_punctuation,passive_like,patient>(agent),passive_pattern_detected,other,other,True,True,"There was a raiseding event involving the president and the priest.
The one who did it was the president.
The one it happened to was the priest.

Bridget asked, ""What happened?""
Mary answered, ""The"," president was the one who did it, and the priest was the one who was affected by it.""

Bridget asked"
360,prompt_filler,filler,the president raised the priest .,the priest was raised by the president .,The noster glimmed near varset .,the noster glimmed near varset .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The noster glimmed near varset.""

There was a raiseding event involving the president and the priest.
The one who did it was the president.
The one it happened to was the priest.

Bridget asked, ""What happened?""
Mary answered, ""The"," noster glimmed near varset.""

The president was the one who did it.
The priest was the one it"
362,prompt_no_prime,no_prime,a colonel discovers a cop .,a cop is discovered by a colonel .,The colonel was involved in the discovering event .,the colonel was involved in the discovering event .,copular_participial,be_participial_no_by,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a discovering event involving a colonel and a cop.
The one who did it was a colonel.
The one it happened to was a cop.

Bridget asked, ""What happened?""
Mary answered, ""The"," colonel was involved in the discovering event.""

Bridget asked, ""What was the discovering event?""
Mary answered,"
363,prompt_no_prime,no_prime,an author hurries a bishop .,a bishop is hurried by an author .,"The bishop was hurrying to get to the cathedral, but the author was hurrying to get to the library .","the bishop was hurrying to get to the cathedral, but the author was hurrying to get to the library .",other_coordinate_multiclause,coordination_with_punctuation,multiclause,mixed,coordination_detected,other,other,True,True,"There was a hurrying event involving an author and a bishop.
The one who did it was an author.
The one it happened to was a bishop.

Bridget asked, ""What happened?""
Mary answered, ""The"," bishop was hurrying to get to the cathedral, but the author was hurrying to get to the library.""

Brid"
363,prompt_filler,filler,an author hurries a bishop .,a bishop is hurried by an author .,The author was hurrying to meet the bishop .,the author was hurrying to meet the bishop .,active_target_ditransitive_like,target_active_structural_to_for,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prindle rasped during forven.""

There was a hurrying event involving an author and a bishop.
The one who did it was an author.
The one it happened to was a bishop.

Bridget asked, ""What happened?""
Mary answered, ""The"," author was hurrying to meet the bishop.""

The author was hurrying to meet the bishop.
The author was an author"
364,prompt_active,active,a leader follows a man .,a man is followed by a leader .,The leader led the man .,the leader led the man .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a drupemzireding event involving the kvetorfin and the kvenorkul.
The one who did it was the kvetorfin.
The one it happened to was the kvenorkul.

Bridget asked, ""What happened?""
Mary answered, ""The kvetorfin drupemzired the kvenorkul.""

There was a following event involving a leader and a man.
The one who did it was a leader.
The one it happened to was a man.

Bridget asked, ""What happened?""
Mary answered, ""The"," leader led the man.""

Bridget asked, ""What happened?""
Mary answered, ""The leader led the man.""

"
364,prompt_passive,passive,a leader follows a man .,a man is followed by a leader .,The man was led by the leader .,the man was led by the leader .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was a drupemzireding event involving the kvetorfin and the kvenorkul.
The one who did it was the kvetorfin.
The one it happened to was the kvenorkul.

Bridget asked, ""What happened?""
Mary answered, ""The kvenorkul was drupemzired by the kvetorfin.""

There was a following event involving a leader and a man.
The one who did it was a leader.
The one it happened to was a man.

Bridget asked, ""What happened?""
Mary answered, ""The"," man was led by the leader.""

The next day, Bridget asked, ""What happened?""
Mary answered, ""The"
364,prompt_no_prime,no_prime,a leader follows a man .,a man is followed by a leader .,The leader did it .,the leader did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a following event involving a leader and a man.
The one who did it was a leader.
The one it happened to was a man.

Bridget asked, ""What happened?""
Mary answered, ""The"," leader did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The one who did it was"
366,prompt_no_prime,no_prime,the sheriff bothered the singer .,the singer was bothered by the sheriff .,"The sheriff was the one who did it, and the singer was the one who got hurt .","the sheriff was the one who did it, and the singer was the one who got hurt .",other_coordinate_multiclause,coordination_with_punctuation,passive_like,patient>(agent),passive_pattern_detected,other,other,True,True,"There was a bothereding event involving the sheriff and the singer.
The one who did it was the sheriff.
The one it happened to was the singer.

Bridget asked, ""What happened?""
Mary answered, ""The"," sheriff was the one who did it, and the singer was the one who got hurt.""

Bridget asked, """
366,prompt_filler,filler,the sheriff bothered the singer .,the singer was bothered by the sheriff .,The sheriff sang a song .,the sheriff sang a song .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The krimble flened before narven.""

There was a bothereding event involving the sheriff and the singer.
The one who did it was the sheriff.
The one it happened to was the singer.

Bridget asked, ""What happened?""
Mary answered, ""The"," sheriff sang a song.""

The singer was the one who was bothered.
The sheriff was the one who did the bother.
"
367,prompt_no_prime,no_prime,a son hurts a student .,a student is hurt by a son .,The son of the teacher was involved in the hurting event .,the son of the teacher was involved in the hurting event .,copular_participial,be_participial_no_by,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a hurting event involving a son and a student.
The one who did it was a son.
The one it happened to was a student.

Bridget asked, ""What happened?""
Mary answered, ""The"," son of the teacher was involved in the hurting event.""
Bridget asked, ""What happened to the student?""
Mary"
367,prompt_filler,filler,a son hurts a student .,a student is hurt by a son .,The son hit the student .,the son hit the student .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tharner plested after zolven.""

There was a hurting event involving a son and a student.
The one who did it was a son.
The one it happened to was a student.

Bridget asked, ""What happened?""
Mary answered, ""The"," son hit the student.""

The one who did it was a son.
The one it happened to was a student.
The"
368,prompt_filler,filler,a wife protects a winner .,a winner is protected by a wife .,The wife won .,the wife won .,active_intransitive,finite_verb_no_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The drasken yelped on fralden.""

There was a protecting event involving a wife and a winner.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The"," wife won.""

Bridget asked, ""What happened?""
Mary answered, ""The wife protected.""

Bridget asked"
369,prompt_no_prime,no_prime,the aunt joined the author .,the author was joined by the aunt .,The aunt did it .,the aunt did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a joineding event involving the aunt and the author.
The one who did it was the aunt.
The one it happened to was the author.

Bridget asked, ""What happened?""
Mary answered, ""The"," aunt did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The aunt did it.""

B"
369,prompt_filler,filler,the aunt joined the author .,the author was joined by the aunt .,The glarnet shummed above torven .,the glarnet shummed above torven .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The glarnet shummed above torven.""

There was a joineding event involving the aunt and the author.
The one who did it was the aunt.
The one it happened to was the author.

Bridget asked, ""What happened?""
Mary answered, ""The"," glarnet shummed above torven.""

The glarnet shummed above torven is a sentence that"
370,prompt_no_prime,no_prime,a cousin carries a daughter .,a daughter is carried by a cousin .,The one who did it was a cousin .,the one who did it was a cousin .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a carrying event involving a cousin and a daughter.
The one who did it was a cousin.
The one it happened to was a daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a cousin.""
Bridget asked, ""What happened to the one it happened to?""
Mary"
370,prompt_filler,filler,a cousin carries a daughter .,a daughter is carried by a cousin .,The prasket whaved during morden .,the prasket whaved during morden .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prasket whaved during morden.""

There was a carrying event involving a cousin and a daughter.
The one who did it was a cousin.
The one it happened to was a daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"," prasket whaved during morden.""

The prasket is a type of basket.
The whaved is a type of"
371,prompt_no_prime,no_prime,a woman kills a worker .,a worker is killed by a woman .,The one who did it was a woman .,the one who did it was a woman .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a killing event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a woman.""
Bridget asked, ""What happened to the one it happened to?""
Mary"
371,prompt_filler,filler,a woman kills a worker .,a worker is killed by a woman .,The flinder trassed across jorven .,the flinder trassed across jorven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The flinder trassed across jorven.""

There was a killing event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," flinder trassed across jorven.""

The flinder is a woman.
The jorven is a worker.
"
374,prompt_no_prime,no_prime,the guy forgot the hero .,the hero was forgotten by the guy .,The guy did it to the hero .,the guy did it to the hero .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was a forgoting event involving the guy and the hero.
The one who did it was the guy.
The one it happened to was the hero.

Bridget asked, ""What happened?""
Mary answered, ""The"," guy did it to the hero.""

Bridget asked, ""What did the guy do to the hero?""
Mary answered"
374,prompt_filler,filler,the guy forgot the hero .,the hero was forgotten by the guy .,The guy did it to the hero .,the guy did it to the hero .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The snorbel gredded after folven.""

There was a forgoting event involving the guy and the hero.
The one who did it was the guy.
The one it happened to was the hero.

Bridget asked, ""What happened?""
Mary answered, ""The"," guy did it to the hero.""

The guy was the one who did it.
The hero was the one who was done"
376,prompt_no_prime,no_prime,the girl surprised the guest .,the guest was surprised by the girl .,The girl did it .,the girl did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a surpriseding event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The"," girl did it. She was the one who did it.""
Bridget asked, ""Who did it?""
Mary answered"
380,prompt_no_prime,no_prime,a chief bothers a child .,a child is bothered by a chief .,The chief was angry with the child .,the chief was angry with the child .,copular_adjectival,be_adjectival_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a bothering event involving a chief and a child.
The one who did it was a chief.
The one it happened to was a child.

Bridget asked, ""What happened?""
Mary answered, ""The", chief was angry with the child. He was angry because the child had taken a toy from the chief's daughter. The
381,prompt_no_prime,no_prime,the winner raised the woman .,the woman was raised by the winner .,The winner did it to me .,the winner did it to me .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was a raiseding event involving the winner and the woman.
The one who did it was the winner.
The one it happened to was the woman.

Bridget asked, ""What happened?""
Mary answered, ""The"," winner did it to me.""

Bridget asked, ""What did the winner do to you?""
Mary replied, """
381,prompt_filler,filler,the winner raised the woman .,the woman was raised by the winner .,The vornel stonned during nalven .,the vornel stonned during nalven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vornel stonned during nalven.""

There was a raiseding event involving the winner and the woman.
The one who did it was the winner.
The one it happened to was the woman.

Bridget asked, ""What happened?""
Mary answered, ""The"," vornel stonned during nalven.""

The vornel is the winner.
The stonned is the"
384,prompt_no_prime,no_prime,the brother joined the buddy .,the buddy was joined by the brother .,The brother did it .,the brother did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a joineding event involving the brother and the buddy.
The one who did it was the brother.
The one it happened to was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The"," brother did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The brother.""
Bridgen"
384,prompt_filler,filler,the brother joined the buddy .,the buddy was joined by the brother .,The noster glimmed near varset .,the noster glimmed near varset .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The noster glimmed near varset.""

There was a joineding event involving the brother and the buddy.
The one who did it was the brother.
The one it happened to was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The"," noster glimmed near varset.""

The brother and the buddy were at the same event.
The brother did something"
385,prompt_no_prime,no_prime,the aunt struck the author .,the author was struck by the aunt .,The aunt did it to me .,the aunt did it to me .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was a strucking event involving the aunt and the author.
The one who did it was the aunt.
The one it happened to was the author.

Bridget asked, ""What happened?""
Mary answered, ""The"," aunt did it to me.""
Bridget asked, ""What did the aunt do to you?""
Mary replied, """
388,prompt_no_prime,no_prime,an employer teaches a father .,a father is taught by an employer .,The father was fired .,the father was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a teaching event involving an employer and a father.
The one who did it was an employer.
The one it happened to was a father.

Bridget asked, ""What happened?""
Mary answered, ""The"," father was fired.""

Bridget asked, ""Why was the father fired?""
Mary answered, ""The father was fired"
388,prompt_filler,filler,an employer teaches a father .,a father is taught by an employer .,The employer was fired .,the employer was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The slinter maved after bralken.""

There was a teaching event involving an employer and a father.
The one who did it was an employer.
The one it happened to was a father.

Bridget asked, ""What happened?""
Mary answered, ""The"," employer was fired.""

Bridget asked, ""What happened?""
Mary answered, ""The father was fired.""

Brid"
390,prompt_filler,filler,a manager discovers a mayor .,a mayor is discovered by a manager .,The manager did it to the mayor .,the manager did it to the mayor .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The krimble flened before narven.""

There was a discovering event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""The"," manager did it to the mayor.""

The manager was a man.
The mayor was a woman.
The manager was a man"
391,prompt_no_prime,no_prime,the guy surprised the hero .,the hero was surprised by the guy .,The guy did it .,the guy did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"There was a surpriseding event involving the guy and the hero.
The one who did it was the guy.
The one it happened to was the hero.

Bridget asked, ""What happened?""
Mary answered, ""The"," guy did it. He was the one who did it.""

Bridget asked, ""What did he do?""
Mary"
391,prompt_filler,filler,the guy surprised the hero .,the hero was surprised by the guy .,The guy hit the hero .,the guy hit the hero .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tharner plested after zolven.""

There was a surpriseding event involving the guy and the hero.
The one who did it was the guy.
The one it happened to was the hero.

Bridget asked, ""What happened?""
Mary answered, ""The"," guy hit the hero.""

Bridget asked, ""What happened?""
Mary answered, ""The guy hit the hero.""

"
394,prompt_no_prime,no_prime,the employee dragged the employer .,the employer was dragged by the employee .,The employee was dragged into the meeting room and was forced to listen to the employer's complaints .,the employee was dragged into the meeting room and was forced to listen to the employer's complaints .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a draggeding event involving the employee and the employer.
The one who did it was the employee.
The one it happened to was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee was dragged into the meeting room and was forced to listen to the employer's complaints.""

Bridget asked, """
394,prompt_filler,filler,the employee dragged the employer .,the employer was dragged by the employee .,The prasket whaved during morden .,the prasket whaved during morden .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prasket whaved during morden.""

There was a draggeding event involving the employee and the employer.
The one who did it was the employee.
The one it happened to was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," prasket whaved during morden.""

The prasket is the employee.
The whaved is the employer.
The m"
397,prompt_no_prime,no_prime,the physician described the pilot .,the pilot was described by the physician .,"The physician was the one who did it, and the pilot was the one who was affected by it .","the physician was the one who did it, and the pilot was the one who was affected by it .",other_coordinate_multiclause,coordination_with_punctuation,passive_like,patient>(agent),passive_pattern_detected,other,other,True,True,"There was a describeding event involving the physician and the pilot.
The one who did it was the physician.
The one it happened to was the pilot.

Bridget asked, ""What happened?""
Mary answered, ""The"," physician was the one who did it, and the pilot was the one who was affected by it.""

Bridget asked"
398,prompt_no_prime,no_prime,a boy describes a brother .,a brother is described by a boy .,The boy did it to his brother .,the boy did it to his brother .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was a describing event involving a boy and a brother.
The one who did it was a boy.
The one it happened to was a brother.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy did it to his brother.""

Bridget asked, ""Who did it?""
Mary answered, ""The boy.""

"
398,prompt_filler,filler,a boy describes a brother .,a brother is described by a boy .,The boy threw the ball to his brother .,the boy threw the ball to his brother .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The snorbel gredded after folven.""

There was a describing event involving a boy and a brother.
The one who did it was a boy.
The one it happened to was a brother.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy threw the ball to his brother.""

There was a describing event involving a boy and a sister.
The one who did"
400,prompt_no_prime,no_prime,the bishop comforted the boy .,the boy was comforted by the bishop .,The bishop did it to the boy .,the bishop did it to the boy .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was a comforteding event involving the bishop and the boy.
The one who did it was the bishop.
The one it happened to was the boy.

Bridget asked, ""What happened?""
Mary answered, ""The"," bishop did it to the boy.""
Bridget asked, ""Why did the bishop do it?""
Mary answered, """
401,prompt_no_prime,no_prime,the president understood the priest .,the priest was understood by the president .,The president was involved in a misunderstanding with the priest .,the president was involved in a misunderstanding with the priest .,copular_participial,be_participial_no_by,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a understooding event involving the president and the priest.
The one who did it was the president.
The one it happened to was the priest.

Bridget asked, ""What happened?""
Mary answered, ""The"," president was involved in a misunderstanding with the priest.""

Bridget asked, ""What did the president do?""
Mary answered"
402,prompt_filler,filler,an actress embraces an adult .,an adult is embraced by an actress .,The drimlet vorked before talven .,the drimlet vorked before talven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The drimlet vorked before talven.""

There was a embracing event involving an actress and an adult.
The one who did it was an actress.
The one it happened to was an adult.

Bridget asked, ""What happened?""
Mary answered, ""The"," drimlet vorked before talven.""

The drimlet is a type of fish.
The talven is"
