s_cong_DO,s_inc_DO,w_cong_DO,w_inc_DO,s_cong_PO,s_inc_PO,w_cong_PO,w_inc_PO,s_PE_DO,s_PE_PO
-88.1875,-91.9375,-3.89453125,-5.12109375,-87.9375,-86.3125,-5.6015625,-5.8671875,3.75,-1.625
-83.1875,-85.6875,-6.07421875,-6.62890625,-86.125,-83.5,-3.55078125,-3.642578125,2.5,-2.625
-74.4375,-75.8125,-3.70703125,-4.1484375,-73.4375,-74.0625,-4.97265625,-5.61328125,1.375,0.625
-74.625,-77.6875,-4.5,-5.57421875,-77.5,-77.0,-3.505859375,-4.171875,3.0625,-0.5
-75.125,-74.8125,-3.056640625,-3.8984375,-78.5625,-79.25,-5.859375,-6.3984375,-0.3125,0.6875
-74.0625,-76.5,-4.05078125,-5.2265625,-76.4375,-75.375,-4.63671875,-4.734375,2.4375,-1.0625
-84.25,-85.8125,-3.041015625,-3.306640625,-89.0,-88.125,-5.82421875,-6.15234375,1.5625,-0.875
-70.75,-72.75,-6.0546875,-6.06640625,-72.125,-70.75,-4.29296875,-4.58984375,2.0,-1.375
-77.375,-79.0,-3.0703125,-3.6640625,-82.3125,-82.8125,-5.8203125,-6.4453125,1.625,0.5
-78.4375,-79.625,-4.046875,-4.7421875,-83.625,-83.5625,-6.9375,-6.66015625,1.1875,-0.0625
-73.375,-77.1875,-2.837890625,-4.4140625,-76.5,-75.1875,-2.845703125,-3.396484375,3.8125,-1.3125
-76.6875,-79.0,-5.0390625,-6.07421875,-76.25,-75.6875,-3.673828125,-4.23046875,2.3125,-0.5625
-70.4375,-71.625,-4.51171875,-5.3359375,-73.5625,-73.875,-5.37109375,-5.5390625,1.1875,0.3125
-72.5625,-74.625,-4.0859375,-4.96875,-73.8125,-74.6875,-3.42578125,-3.91796875,2.0625,0.875
-71.0625,-72.3125,-5.0859375,-5.640625,-70.9375,-71.5,-4.95703125,-5.328125,1.25,0.5625
-72.0625,-74.875,-3.48046875,-5.62109375,-74.375,-75.3125,-4.35546875,-5.1015625,2.8125,0.9375
-82.875,-83.6875,-5.18359375,-5.41796875,-85.25,-85.25,-5.29296875,-5.40234375,0.8125,0.0
-72.9375,-74.125,-4.22265625,-5.21875,-76.125,-77.25,-5.9140625,-6.50390625,1.1875,1.125
-86.5625,-88.0625,-6.6015625,-6.9375,-87.8125,-88.3125,-4.68359375,-5.21875,1.5,0.5
-78.4375,-80.3125,-3.5390625,-4.08203125,-83.3125,-81.625,-5.5703125,-5.73046875,1.875,-1.6875
-71.8125,-76.125,-3.33203125,-4.546875,-75.3125,-73.6875,-4.859375,-5.22265625,4.3125,-1.625
-74.4375,-77.125,-4.2421875,-4.86328125,-77.4375,-75.3125,-4.41015625,-4.49609375,2.6875,-2.125
-80.6875,-83.6875,-2.9765625,-4.3984375,-81.5,-81.5,-3.560546875,-4.0859375,3.0,0.0
-80.6875,-81.125,-3.685546875,-4.09765625,-83.8125,-84.3125,-5.3359375,-5.8203125,0.4375,0.5
-77.5,-79.0625,-3.658203125,-4.5859375,-78.6875,-79.0625,-5.05859375,-5.51171875,1.5625,0.375
-83.25,-83.875,-4.52734375,-4.74609375,-85.625,-85.5,-5.0078125,-5.0703125,0.625,-0.125
-83.1875,-85.3125,-3.33984375,-3.826171875,-87.9375,-86.8125,-5.75390625,-6.015625,2.125,-1.125
-74.25,-76.125,-5.21875,-6.078125,-79.4375,-77.3125,-4.17578125,-4.859375,1.875,-2.125
-71.4375,-72.0,-3.560546875,-4.828125,-72.5,-75.0625,-5.59765625,-6.1484375,0.5625,2.5625
-72.5,-73.9375,-4.390625,-5.3828125,-76.5625,-75.5,-5.61328125,-6.0625,1.4375,-1.0625
-75.1875,-76.8125,-2.541015625,-3.7734375,-78.25,-78.4375,-5.1328125,-5.7265625,1.625,0.1875
-78.125,-77.9375,-2.892578125,-4.26171875,-77.4375,-80.75,-4.17578125,-4.94140625,-0.1875,3.3125
-71.25,-74.6875,-4.67578125,-5.828125,-73.625,-72.8125,-4.28125,-4.890625,3.4375,-0.8125
-71.6875,-75.75,-2.544921875,-2.85546875,-77.125,-74.25,-5.578125,-6.05859375,4.0625,-2.875
-83.8125,-84.125,-6.13671875,-6.7578125,-85.5,-85.8125,-5.17578125,-5.33984375,0.3125,0.3125
-83.25,-84.0625,-4.49609375,-5.48046875,-83.125,-82.625,-7.3359375,-7.53125,0.8125,-0.5
-72.3125,-73.625,-2.546875,-3.302734375,-76.375,-77.0625,-4.7734375,-5.546875,1.3125,0.6875
-80.75,-83.375,-4.02734375,-4.859375,-85.1875,-83.5,-6.5,-6.55078125,2.625,-1.6875
-78.0625,-79.3125,-4.78515625,-5.8984375,-79.0,-81.0625,-4.7265625,-5.66015625,1.25,2.0625
-74.4375,-76.125,-3.533203125,-4.2421875,-77.5625,-77.625,-5.828125,-6.59375,1.6875,0.0625
-81.875,-83.0625,-3.044921875,-3.53125,-86.3125,-85.875,-4.578125,-5.33203125,1.1875,-0.4375
-77.75,-76.125,-3.955078125,-4.484375,-75.5,-78.125,-4.765625,-5.63671875,-1.625,2.625
-74.8125,-76.375,-3.75,-4.2578125,-78.5625,-78.4375,-3.552734375,-4.1015625,1.5625,-0.125
-77.4375,-78.8125,-4.68359375,-5.078125,-81.75,-83.125,-4.0,-4.53515625,1.375,1.375
-73.6875,-75.4375,-2.828125,-4.0234375,-77.8125,-77.625,-5.65625,-6.12109375,1.75,-0.1875
-96.6875,-97.0,-3.845703125,-4.38671875,-96.6875,-97.9375,-6.34765625,-6.55859375,0.3125,1.25
-74.9375,-77.0,-3.267578125,-4.08984375,-77.875,-79.75,-4.1171875,-4.390625,2.0625,1.875
-94.9375,-98.0,-3.681640625,-4.4609375,-98.0625,-97.4375,-5.69140625,-5.6953125,3.0625,-0.625
-76.75,-77.25,-3.166015625,-3.611328125,-80.25,-81.375,-3.939453125,-4.53125,0.5,1.125
-81.875,-88.0,-2.748046875,-4.734375,-86.625,-84.3125,-4.12890625,-5.41796875,6.125,-2.3125
-75.5625,-76.25,-7.125,-7.08203125,-80.0625,-79.8125,-5.12109375,-5.984375,0.6875,-0.25
-76.5625,-78.3125,-2.7734375,-4.04296875,-80.875,-81.6875,-5.4609375,-6.43359375,1.75,0.8125
-78.0625,-79.5,-3.341796875,-3.939453125,-82.375,-81.0,-5.0546875,-5.4296875,1.4375,-1.375
-76.0625,-78.4375,-3.857421875,-4.82421875,-81.4375,-81.625,-5.625,-6.16796875,2.375,0.1875
-68.5,-68.4375,-4.7109375,-5.203125,-67.875,-69.25,-4.66015625,-5.1015625,-0.0625,1.375
-75.5625,-75.5,-4.625,-5.03515625,-76.875,-77.8125,-5.53125,-5.84765625,-0.0625,0.9375
-82.25,-85.125,-4.26953125,-4.80078125,-88.1875,-86.9375,-4.4453125,-4.8125,2.875,-1.25
-68.625,-71.125,-3.4140625,-4.859375,-71.9375,-71.875,-4.03125,-4.76171875,2.5,-0.0625
-77.25,-78.3125,-3.96484375,-4.52734375,-81.5625,-81.6875,-4.015625,-4.78125,1.0625,0.125
-72.75,-74.5625,-3.087890625,-4.23046875,-73.3125,-73.6875,-3.45703125,-4.0625,1.8125,0.375
-79.375,-81.75,-3.732421875,-4.7578125,-84.0625,-84.8125,-5.42578125,-5.953125,2.375,0.75
-79.1875,-77.75,-5.91796875,-5.7421875,-78.625,-80.6875,-5.375,-5.72265625,-1.4375,2.0625
-75.75,-76.625,-2.109375,-2.701171875,-80.0625,-80.875,-4.8203125,-6.06640625,0.875,0.8125
-69.4375,-74.8125,-4.6484375,-5.41796875,-75.1875,-71.875,-5.82421875,-6.26953125,5.375,-3.3125
-80.25,-82.5,-2.115234375,-3.490234375,-87.4375,-86.75,-5.84765625,-6.0859375,2.25,-0.6875
-70.5625,-71.625,-2.119140625,-2.5703125,-74.9375,-75.3125,-4.0234375,-4.69140625,1.0625,0.375
-78.25,-78.75,-5.921875,-5.73828125,-82.4375,-81.5625,-4.87890625,-5.40234375,0.5,-0.875
-76.875,-81.875,-4.35546875,-5.39453125,-82.375,-80.8125,-2.716796875,-3.255859375,5.0,-1.5625
-76.4375,-79.125,-2.373046875,-3.984375,-81.75,-80.8125,-3.837890625,-4.625,2.6875,-0.9375
-68.4375,-70.9375,-4.09375,-4.31640625,-74.0,-72.3125,-6.09765625,-6.7421875,2.5,-1.6875
-65.9375,-65.625,-3.3828125,-3.357421875,-66.625,-67.8125,-2.77734375,-3.220703125,-0.3125,1.1875
-87.0,-89.25,-4.05078125,-5.296875,-87.8125,-87.875,-6.51171875,-6.68359375,2.25,0.0625
-76.375,-77.625,-3.06640625,-3.671875,-81.4375,-81.25,-4.95703125,-5.47265625,1.25,-0.1875
-81.8125,-81.8125,-3.404296875,-4.28515625,-81.6875,-82.5,-6.859375,-7.70703125,0.0,0.8125
-73.6875,-74.375,-2.603515625,-2.72265625,-80.375,-80.375,-2.865234375,-3.455078125,0.6875,0.0
-71.5,-75.4375,-4.06640625,-4.9921875,-76.1875,-74.6875,-5.7109375,-6.359375,3.9375,-1.5
-79.0625,-80.5625,-3.333984375,-4.3515625,-81.4375,-80.8125,-5.69921875,-6.203125,1.5,-0.625
-68.375,-69.5625,-3.337890625,-4.89453125,-71.8125,-71.0625,-4.40234375,-4.6796875,1.1875,-0.75
-68.0,-68.1875,-3.66015625,-4.51171875,-68.0625,-69.4375,-6.1328125,-6.85546875,0.1875,1.375
-78.5,-78.9375,-4.140625,-4.4453125,-81.8125,-82.3125,-5.1875,-5.20703125,0.4375,0.5
-73.75,-74.0625,-5.15625,-5.8203125,-74.1875,-75.3125,-4.984375,-5.11328125,0.3125,1.125
-71.625,-76.4375,-3.857421875,-5.12109375,-79.1875,-78.0625,-6.34765625,-6.51953125,4.8125,-1.125
-71.75,-73.0625,-4.45703125,-4.69140625,-74.25,-73.75,-5.9296875,-6.3203125,1.3125,-0.5
-76.875,-77.875,-3.560546875,-3.900390625,-81.0,-80.9375,-5.6328125,-6.05078125,1.0,-0.0625
-76.5,-76.3125,-3.583984375,-4.73046875,-78.0625,-80.375,-4.53515625,-5.1484375,-0.1875,2.3125
-77.375,-76.125,-3.375,-3.369140625,-77.8125,-77.1875,-6.390625,-6.66015625,-1.25,-0.625
-74.75,-76.8125,-3.978515625,-4.5859375,-76.875,-76.4375,-4.625,-4.7109375,2.0625,-0.4375
-87.5,-88.625,-3.107421875,-4.62890625,-92.6875,-92.5625,-3.33203125,-3.806640625,1.125,-0.125
-86.9375,-88.5625,-3.64453125,-4.40234375,-89.5,-89.5,-5.33203125,-5.640625,1.625,0.0
-74.125,-75.8125,-4.5,-4.765625,-76.625,-76.25,-3.861328125,-4.43359375,1.6875,-0.375
-80.75,-82.8125,-4.2421875,-5.2578125,-80.8125,-81.375,-3.841796875,-4.5546875,2.0625,0.5625
-82.0,-85.0625,-5.04296875,-5.19140625,-86.75,-85.0,-4.48046875,-4.6953125,3.0625,-1.75
-83.625,-88.75,-2.740234375,-3.375,-92.5625,-89.375,-3.306640625,-3.693359375,5.125,-3.1875
-81.9375,-82.4375,-2.55859375,-3.287109375,-83.0,-84.3125,-3.1015625,-3.73828125,0.5,1.3125
-82.5625,-85.75,-2.87109375,-3.7578125,-87.3125,-86.75,-3.83203125,-4.2734375,3.1875,-0.5625
-78.625,-79.0625,-4.73828125,-4.53125,-80.8125,-80.9375,-4.90234375,-5.3359375,0.4375,0.125
-87.1875,-88.1875,-4.63671875,-5.53515625,-88.125,-90.0625,-5.71875,-6.05859375,1.0,1.9375
-74.75,-77.5,-2.248046875,-3.01953125,-80.3125,-79.625,-5.05078125,-5.5859375,2.75,-0.6875
-72.8125,-74.1875,-2.3203125,-3.044921875,-79.375,-79.75,-3.611328125,-4.453125,1.375,0.375
-81.0,-81.8125,-2.451171875,-3.70703125,-83.125,-84.5625,-4.22265625,-4.609375,0.8125,1.4375
-75.125,-74.875,-2.259765625,-2.7421875,-80.75,-82.0,-5.48828125,-5.93359375,-0.25,1.25
-75.0,-76.0625,-3.44140625,-4.15625,-79.5,-78.75,-3.873046875,-4.53125,1.0625,-0.75
-67.3125,-68.625,-4.87890625,-5.3203125,-69.6875,-70.375,-4.16015625,-4.88671875,1.3125,0.6875
-70.5,-71.3125,-3.626953125,-4.03125,-72.5625,-72.8125,-4.05078125,-4.30078125,0.8125,0.25
-73.125,-75.875,-4.0546875,-4.63671875,-78.875,-75.9375,-3.302734375,-3.83203125,2.75,-2.9375
-74.0625,-77.875,-3.193359375,-4.75,-80.125,-78.875,-3.998046875,-4.53515625,3.8125,-1.25
-75.125,-75.75,-3.89453125,-4.38671875,-76.5625,-77.875,-4.9140625,-5.6015625,0.625,1.3125
-78.4375,-83.3125,-3.552734375,-4.1328125,-85.3125,-81.0625,-3.279296875,-3.955078125,4.875,-4.25
-87.3125,-95.0625,-5.1953125,-5.2890625,-94.625,-88.1875,-5.16796875,-6.03515625,7.75,-6.4375
-65.875,-70.0625,-3.291015625,-4.6875,-71.625,-70.3125,-3.837890625,-4.78515625,4.1875,-1.3125
-73.5,-74.3125,-3.787109375,-4.6015625,-74.875,-75.9375,-5.15234375,-5.44140625,0.8125,1.0625
-77.5,-79.25,-3.64453125,-4.1875,-81.5625,-81.125,-4.6328125,-4.8515625,1.75,-0.4375
-72.8125,-75.0625,-3.8125,-4.3671875,-75.8125,-75.5625,-5.546875,-6.11328125,2.25,-0.25
-86.1875,-89.5,-3.609375,-5.01953125,-88.625,-87.75,-3.82421875,-4.16015625,3.3125,-0.875
-79.0,-81.5625,-2.869140625,-4.23046875,-81.5625,-83.3125,-5.03125,-5.3359375,2.5625,1.75
-74.125,-73.5625,-3.32421875,-3.712890625,-75.0625,-76.8125,-5.49609375,-5.765625,-0.5625,1.75
-76.8125,-80.8125,-4.30859375,-4.96484375,-79.25,-75.625,-3.51171875,-3.94140625,4.0,-3.625
-84.375,-84.125,-4.671875,-5.2265625,-84.9375,-85.5,-5.2109375,-5.64453125,-0.25,0.5625
-93.0625,-94.1875,-6.6328125,-7.3671875,-95.3125,-96.625,-3.66796875,-4.2734375,1.125,1.3125
-86.9375,-87.0,-4.07421875,-4.27734375,-86.875,-86.4375,-3.853515625,-4.28515625,0.0625,-0.4375
-70.0,-73.0,-4.1015625,-5.734375,-73.375,-73.1875,-3.4140625,-3.59765625,3.0,-0.1875
-78.6875,-79.6875,-5.51953125,-6.0234375,-81.375,-81.875,-5.3515625,-5.8046875,1.0,0.5
-82.75,-82.5,-5.38671875,-5.46875,-82.6875,-84.25,-5.38671875,-5.65234375,-0.25,1.5625
-73.3125,-75.8125,-3.537109375,-4.625,-80.125,-78.3125,-4.33203125,-4.94140625,2.5,-1.8125
-72.9375,-74.5625,-3.291015625,-4.15234375,-75.0625,-76.0,-3.7109375,-4.80859375,1.625,0.9375
-78.0625,-78.8125,-2.40234375,-3.0078125,-81.0625,-81.875,-4.9375,-5.7265625,0.75,0.8125
-74.0625,-76.75,-4.0859375,-4.53125,-76.9375,-74.375,-2.197265625,-2.40234375,2.6875,-2.5625
-81.625,-81.375,-4.0625,-4.32421875,-82.8125,-83.6875,-5.19140625,-5.5625,-0.25,0.875
-73.25,-75.25,-3.671875,-4.23828125,-76.9375,-76.0625,-5.4296875,-5.6015625,2.0,-0.875
-74.8125,-76.125,-2.830078125,-3.494140625,-78.3125,-78.875,-4.62890625,-5.08203125,1.3125,0.5625
-71.4375,-73.375,-2.509765625,-3.92578125,-71.375,-72.375,-4.046875,-4.890625,1.9375,1.0
-79.0625,-80.6875,-3.646484375,-4.25390625,-79.625,-79.75,-2.4921875,-3.94140625,1.625,0.125
-84.1875,-85.8125,-3.84375,-4.25,-86.3125,-85.375,-5.375,-5.75390625,1.625,-0.9375
-75.375,-77.0,-3.53515625,-4.19921875,-77.5625,-78.0625,-2.775390625,-3.158203125,1.625,0.5
-86.75,-91.625,-4.8515625,-5.87109375,-89.125,-87.625,-3.65234375,-4.46875,4.875,-1.5
-75.375,-76.5625,-2.31640625,-3.091796875,-78.1875,-79.5625,-4.03125,-4.7890625,1.1875,1.375
-75.8125,-76.1875,-6.25390625,-6.37890625,-77.9375,-80.375,-3.134765625,-4.12890625,0.375,2.4375
-78.4375,-79.25,-4.55078125,-4.62890625,-82.8125,-82.5,-5.5078125,-5.94140625,0.8125,-0.3125
-83.125,-85.3125,-4.3828125,-5.0546875,-86.875,-86.3125,-5.34375,-5.73046875,2.1875,-0.5625
-72.75,-77.375,-3.369140625,-4.2578125,-78.875,-75.625,-3.228515625,-3.509765625,4.625,-3.25
-84.75,-86.3125,-4.40234375,-5.0703125,-89.0625,-88.375,-4.1875,-4.296875,1.5625,-0.6875
-74.375,-73.625,-4.69921875,-5.0390625,-70.5625,-72.125,-3.96875,-4.3203125,-0.75,1.5625
-73.1875,-74.6875,-4.32421875,-5.1328125,-75.5625,-77.5625,-3.734375,-4.9609375,1.5,2.0
-71.75,-74.5,-3.91015625,-4.48046875,-76.25,-75.4375,-4.171875,-4.65234375,2.75,-0.8125
-68.9375,-70.5,-2.86328125,-4.015625,-74.3125,-74.5625,-3.44140625,-4.28125,1.5625,0.25
-83.375,-83.9375,-4.14453125,-4.53125,-85.375,-85.9375,-5.08203125,-5.46484375,0.5625,0.5625
-74.0,-76.5,-3.828125,-4.42578125,-79.25,-78.875,-6.5234375,-6.61328125,2.5,-0.375
-72.5,-75.125,-6.91015625,-6.90234375,-74.25,-71.75,-5.46875,-5.89453125,2.625,-2.5
-72.3125,-73.875,-1.4462890625,-1.90625,-77.6875,-77.75,-3.22265625,-4.28515625,1.5625,0.0625
-85.5,-87.0,-8.9921875,-9.0078125,-85.0625,-86.3125,-6.10546875,-6.56640625,1.5,1.25
-61.6875,-62.21875,-4.390625,-4.7421875,-64.0625,-65.375,-5.74609375,-6.3359375,0.53125,1.3125
-74.1875,-76.6875,-5.05859375,-5.19921875,-75.875,-73.875,-3.85546875,-4.31640625,2.5,-2.0
-84.75,-87.0625,-3.595703125,-4.234375,-88.6875,-87.8125,-3.51171875,-3.84375,2.3125,-0.875
-70.75,-73.125,-3.53125,-4.01171875,-77.0625,-77.6875,-5.78515625,-6.203125,2.375,0.625
-70.125,-72.0,-4.515625,-5.09375,-73.5,-73.5,-5.265625,-5.71484375,1.875,0.0
-87.0,-87.5625,-4.94140625,-5.0625,-87.4375,-88.625,-3.919921875,-4.41796875,0.5625,1.1875
-75.6875,-77.5625,-4.640625,-5.00390625,-80.8125,-79.8125,-5.0234375,-5.50390625,1.875,-1.0
-85.3125,-85.5625,-3.81640625,-4.63671875,-86.1875,-87.625,-5.0859375,-5.6875,0.25,1.4375
-81.625,-83.375,-4.05078125,-4.8046875,-85.1875,-85.625,-4.42578125,-5.07421875,1.75,0.4375
-84.875,-87.8125,-2.548828125,-4.40625,-88.9375,-88.375,-5.4296875,-6.19140625,2.9375,-0.5625
-74.4375,-77.0,-2.865234375,-3.55078125,-82.625,-81.125,-7.359375,-7.4609375,2.5625,-1.5
-81.25,-81.125,-3.716796875,-4.14453125,-81.25,-82.625,-3.80078125,-4.0078125,-0.125,1.375
-84.0625,-86.0625,-3.923828125,-4.58203125,-86.1875,-86.5,-4.89453125,-5.5,2.0,0.3125
-87.0,-85.5,-4.72265625,-4.85546875,-85.125,-87.4375,-5.93359375,-6.3203125,-1.5,2.3125
-81.5,-83.625,-3.294921875,-3.560546875,-86.125,-85.625,-4.70703125,-5.203125,2.125,-0.5
-68.375,-68.75,-4.23046875,-3.8046875,-70.75,-71.5,-6.37890625,-7.19140625,0.375,0.75
-70.75,-70.625,-3.21484375,-3.72265625,-71.6875,-73.875,-4.74609375,-5.39453125,-0.125,2.1875
-71.9375,-74.125,-5.2578125,-5.45703125,-74.1875,-72.5,-4.0625,-5.03125,2.1875,-1.6875
-87.6875,-85.6875,-3.40625,-3.728515625,-89.625,-92.3125,-4.98046875,-5.6640625,-2.0,2.6875
-85.25,-85.75,-5.2265625,-5.66796875,-84.9375,-88.125,-5.21875,-5.8359375,0.5,3.1875
-70.0,-70.875,-5.33984375,-6.03515625,-76.0,-75.9375,-4.234375,-4.890625,0.875,-0.0625
-78.375,-80.75,-2.388671875,-3.638671875,-81.125,-81.625,-5.4140625,-6.09375,2.375,0.5
-61.875,-62.8125,-3.958984375,-4.37890625,-66.75,-66.5625,-6.51171875,-6.7421875,0.9375,-0.1875
-74.75,-75.3125,-3.71875,-4.3203125,-77.3125,-77.875,-5.40234375,-6.203125,0.5625,0.5625
-79.75,-79.8125,-4.91015625,-5.203125,-83.75,-83.875,-5.51953125,-5.796875,0.0625,0.125
-74.875,-73.625,-4.50390625,-4.6953125,-75.25,-77.375,-4.5078125,-4.70703125,-1.25,2.125
-73.0625,-73.125,-4.6015625,-4.86328125,-75.1875,-76.75,-4.93359375,-5.33203125,0.0625,1.5625
-77.5,-76.9375,-4.3671875,-4.5234375,-77.4375,-78.4375,-3.947265625,-4.15234375,-0.5625,1.0
-71.8125,-72.25,-2.861328125,-3.330078125,-74.8125,-75.75,-4.0703125,-4.62890625,0.4375,0.9375
-84.25,-84.0625,-4.40234375,-4.84765625,-84.6875,-86.8125,-5.44140625,-6.0234375,-0.1875,2.125
-75.0625,-75.0625,-4.81640625,-5.05859375,-73.5,-74.625,-6.0703125,-6.15234375,0.0,1.125
-79.625,-80.25,-4.140625,-4.921875,-82.125,-82.6875,-5.7890625,-5.95703125,0.625,0.5625
-74.1875,-73.8125,-3.51171875,-4.09765625,-77.25,-78.375,-6.04296875,-6.125,-0.375,1.125
-85.75,-89.5,-3.029296875,-4.1328125,-90.5625,-88.625,-3.7734375,-4.1640625,3.75,-1.9375
-76.5,-78.0,-5.1328125,-6.42578125,-79.75,-81.0,-4.31640625,-4.83203125,1.5,1.25
-77.125,-79.3125,-4.9609375,-5.44140625,-77.5,-76.8125,-3.546875,-4.08203125,2.1875,-0.6875
-85.4375,-89.8125,-3.423828125,-4.546875,-90.5625,-88.375,-5.4765625,-5.79296875,4.375,-2.1875
-84.9375,-87.25,-5.55859375,-6.8203125,-89.5625,-88.1875,-5.6796875,-5.85546875,2.3125,-1.375
-74.0,-75.0,-5.10546875,-5.61328125,-71.4375,-72.4375,-3.494140625,-3.91015625,1.0,1.0
-71.3125,-76.25,-4.01953125,-4.3046875,-80.0,-75.9375,-4.15625,-4.2109375,4.9375,-4.0625
-87.75,-91.5,-5.80078125,-5.89453125,-92.1875,-88.75,-4.07421875,-4.52734375,3.75,-3.4375
-74.0,-76.3125,-2.134765625,-3.138671875,-80.0,-79.8125,-4.39453125,-4.73828125,2.3125,-0.1875
-70.5,-72.75,-3.669921875,-4.41796875,-74.375,-73.875,-4.66015625,-5.109375,2.25,-0.5
-74.3125,-75.5,-2.8515625,-3.912109375,-76.5,-78.0,-3.65234375,-4.6640625,1.1875,1.5
-76.1875,-75.5625,-6.046875,-6.2734375,-76.6875,-76.375,-7.2578125,-7.38671875,-0.625,-0.3125
-69.0625,-71.5,-4.28515625,-4.40625,-73.875,-71.9375,-4.73046875,-5.08203125,2.4375,-1.9375
-82.25,-82.875,-7.8125,-8.0390625,-81.625,-82.9375,-4.87890625,-5.97265625,0.625,1.3125
-68.1875,-70.0,-3.228515625,-3.9609375,-73.0,-72.9375,-5.8203125,-6.96875,1.8125,-0.0625
-80.0625,-83.0625,-4.4453125,-5.66796875,-82.4375,-82.9375,-5.390625,-6.046875,3.0,0.5
-78.5,-80.5,-2.46875,-3.73046875,-83.3125,-82.8125,-3.083984375,-4.69140625,2.0,-0.5
-71.9375,-71.8125,-3.5859375,-3.84765625,-76.25,-77.375,-5.625,-6.0,-0.125,1.125
-77.6875,-78.5625,-3.224609375,-4.546875,-79.5,-79.6875,-3.865234375,-4.37890625,0.875,0.1875
-77.4375,-78.1875,-3.85546875,-4.33984375,-78.375,-78.625,-4.26953125,-4.56640625,0.75,0.25
-77.5625,-77.6875,-3.224609375,-3.375,-79.875,-81.5,-5.453125,-6.62890625,0.125,1.625
-76.9375,-77.75,-4.43359375,-4.63671875,-79.875,-79.875,-6.51953125,-6.8125,0.8125,0.0
-73.6875,-78.1875,-5.12109375,-5.4609375,-78.375,-74.4375,-4.5234375,-4.75,4.5,-3.9375
-87.125,-88.125,-4.1875,-4.890625,-87.6875,-86.9375,-4.24609375,-4.53515625,1.0,-0.75
-74.5,-75.4375,-3.955078125,-4.58984375,-76.1875,-76.125,-3.12890625,-3.572265625,0.9375,-0.0625
-69.6875,-72.0625,-2.50390625,-3.4140625,-74.5,-74.1875,-5.3203125,-6.0390625,2.375,-0.3125
-80.375,-83.3125,-5.96875,-6.4375,-83.75,-82.8125,-6.0390625,-6.0234375,2.9375,-0.9375
-74.25,-81.1875,-2.43359375,-3.453125,-81.4375,-77.6875,-7.2109375,-6.765625,6.9375,-3.75
-81.1875,-85.125,-3.55078125,-4.1328125,-84.6875,-82.3125,-4.39453125,-5.109375,3.9375,-2.375
-88.5,-88.8125,-3.482421875,-4.12109375,-92.125,-92.75,-5.3125,-5.86328125,0.3125,0.625
-72.8125,-72.625,-6.9453125,-7.2578125,-74.8125,-75.6875,-5.11328125,-5.19140625,-0.1875,0.875
-83.875,-82.875,-4.265625,-4.02734375,-84.375,-85.75,-5.8828125,-6.0859375,-1.0,1.375
-74.1875,-74.25,-2.9609375,-3.29296875,-76.75,-77.75,-3.04296875,-3.19140625,0.0625,1.0
-75.5625,-75.3125,-2.388671875,-3.298828125,-82.9375,-84.5,-3.19921875,-3.794921875,-0.25,1.5625
-70.0625,-74.375,-4.609375,-4.9765625,-77.0,-74.25,-5.0625,-5.70703125,4.3125,-2.75
-70.5,-72.8125,-4.6796875,-5.44921875,-68.625,-68.25,-4.01953125,-4.71484375,2.3125,-0.375
-77.6875,-77.8125,-2.16015625,-2.5,-82.5625,-84.0,-4.22265625,-4.3359375,0.125,1.4375
-82.25,-83.5,-3.65625,-4.171875,-87.0625,-87.375,-3.634765625,-4.06640625,1.25,0.3125
-83.3125,-83.8125,-4.79296875,-4.96484375,-83.9375,-84.1875,-4.19140625,-4.5703125,0.5,0.25
-76.4375,-77.5625,-4.53125,-5.1796875,-80.5,-81.25,-6.4609375,-6.671875,1.125,0.75
-86.4375,-88.9375,-3.28515625,-4.2890625,-92.0625,-90.3125,-4.75,-4.96875,2.5,-1.75
-71.5,-71.875,-4.921875,-5.01171875,-74.4375,-74.5625,-5.7890625,-6.15625,0.375,0.125
-86.3125,-88.5625,-3.51953125,-4.36328125,-87.5,-86.875,-4.0078125,-4.30859375,2.25,-0.625
-66.375,-70.375,-2.515625,-3.69140625,-71.8125,-70.5,-4.015625,-5.12109375,4.0,-1.3125
-82.5,-83.5,-4.46484375,-4.7890625,-85.625,-85.5625,-5.93359375,-6.1015625,1.0,-0.0625
-79.9375,-78.8125,-4.1484375,-4.625,-79.3125,-82.5625,-5.3984375,-5.875,-1.125,3.25
-70.375,-72.5,-3.65625,-4.61328125,-71.625,-71.25,-4.71484375,-4.83984375,2.125,-0.375
-76.4375,-76.75,-3.8125,-4.2578125,-79.25,-80.3125,-5.51953125,-5.94921875,0.3125,1.0625
-93.8125,-93.625,-4.9453125,-5.234375,-91.0,-91.8125,-3.033203125,-3.373046875,-0.1875,0.8125
-86.625,-87.4375,-3.216796875,-4.2578125,-89.0,-89.125,-7.48046875,-7.61328125,0.8125,0.125
-77.75,-80.4375,-8.6875,-9.1796875,-78.375,-79.625,-5.45703125,-5.12890625,2.6875,1.25
-73.0625,-76.0,-2.5546875,-4.40234375,-75.875,-77.25,-3.1328125,-4.39453125,2.9375,1.375
-83.5625,-87.4375,-4.0546875,-4.328125,-88.375,-84.3125,-3.619140625,-3.80859375,3.875,-4.0625
-75.8125,-77.9375,-3.80859375,-4.1875,-78.5625,-78.75,-4.05859375,-5.26953125,2.125,0.1875
