s_PE_DO,s_PE_PO,w_PE_DO,w_PE_PO
2.4375,-2.375,0.1953125,0.15234375
3.25,0.0,1.36328125,0.44140625
0.8125,1.8125,0.603515625,0.453125
0.0,1.875,0.912109375,0.41015625
2.75,-1.5,1.06640625,0.4921875
3.1875,0.4375,2.3984375,0.625
1.5,-1.0625,0.42578125,0.1328125
0.9375,-0.1875,0.46875,0.7109375
-1.3125,1.75,0.23046875,0.8203125
1.5,0.125,0.751953125,0.91796875
8.3125,-8.6875,1.40625,0.23046875
2.0,-1.5,0.380859375,0.51953125
2.875,-2.75,0.328125,0.390625
1.5,-1.125,0.421875,0.357421875
3.75,-2.375,0.5703125,0.2578125
4.1875,-1.3125,1.21484375,0.8828125
0.8125,2.375,1.35546875,0.6171875
2.125,-0.125,0.853515625,0.203125
0.4375,-0.6875,0.17578125,0.359375
-0.375,0.5,0.298828125,0.265625
1.8125,-1.0625,0.5390625,0.546875
-1.3125,1.875,0.9921875,-0.15625
3.625,-1.1875,1.126953125,0.73046875
3.8125,-1.625,0.49609375,1.21484375
0.125,0.625,0.23046875,0.3046875
1.0625,0.875,0.541015625,0.69921875
1.375,-0.125,0.41796875,0.3515625
0.25,0.875,0.52734375,0.33203125
1.1875,0.125,0.58203125,0.60546875
2.625,0.9375,1.912109375,0.65234375
1.6875,1.3125,1.85546875,0.734375
0.25,1.5,0.72265625,0.36328125
-0.375,3.25,0.654296875,0.8359375
1.5,0.0625,0.39453125,0.234375
1.5625,-0.0625,0.625,0.302734375
1.75,-1.5625,0.095703125,-0.00390625
0.4375,0.5,0.4140625,0.296875
2.4375,-0.375,0.69140625,0.21484375
3.0625,-1.0,0.4931640625,0.74609375
0.25,1.125,0.62109375,0.23046875
6.5625,-5.75,1.029296875,0.44921875
1.75,-0.375,0.52734375,0.58203125
1.0625,-0.5,0.21484375,0.5234375
-0.125,2.0,0.66796875,0.53515625
1.5,-2.125,0.39453125,0.03515625
2.9375,-1.375,1.26953125,0.19140625
4.625,-4.4375,1.14453125,0.583984375
1.25,2.0,0.80859375,0.515625
-1.3125,3.125,0.568359375,0.953125
4.125,-1.25,1.515625,0.3515625
1.6875,0.1875,0.97265625,0.30078125
1.75,-0.5625,0.65625,0.421875
0.875,0.3125,0.34375,0.28125
2.125,-1.0625,0.501953125,0.01171875
0.6875,0.75,0.48828125,0.47265625
2.5625,-0.375,0.87890625,0.609375
1.5625,0.8125,1.044921875,0.5234375
2.5,-1.75,0.51171875,-0.00390625
0.375,0.75,0.359375,0.18359375
1.3125,0.8125,0.2578125,0.384765625
-0.25,0.5625,0.79296875,0.2890625
5.125,-4.0625,0.94140625,0.75390625
-0.6875,1.6875,0.55078125,0.40625
0.5,0.4375,-0.5,0.6015625
0.25,1.9375,0.4140625,0.40625
1.3125,0.875,1.154296875,0.767578125
1.0,0.5,0.20703125,0.578125
3.375,-2.25,1.646484375,0.30078125
0.875,1.375,0.921875,0.7109375
0.1875,0.9375,0.47265625,0.21484375
2.1875,0.125,1.044921875,0.306640625
-0.8125,2.75,0.30078125,0.30859375
3.1875,-2.3125,0.09375,0.65625
2.4375,-0.375,0.3359375,1.078125
1.75,-0.5,0.484375,0.5
2.4375,-1.125,0.7109375,0.28515625
3.75,-1.625,1.2265625,0.265625
2.5,-2.625,0.5546875,0.091796875
1.375,0.625,0.44140625,0.640625
3.0625,-0.5,1.07421875,0.666015625
-0.3125,0.6875,0.841796875,0.5390625
2.4375,-1.0625,1.17578125,0.09765625
1.5625,-0.875,0.265625,0.328125
2.0,-1.375,0.01171875,0.296875
1.625,0.5,0.59375,0.625
1.1875,-0.0625,0.6953125,-0.27734375
3.8125,-1.3125,1.576171875,0.55078125
2.3125,-0.5625,1.03515625,0.556640625
1.1875,0.3125,0.82421875,0.16796875
2.0625,0.875,0.8828125,0.4921875
1.25,0.5625,0.5546875,0.37109375
2.8125,0.9375,2.140625,0.74609375
0.8125,0.0,0.234375,0.109375
1.1875,1.125,0.99609375,0.58984375
1.5,0.5,0.3359375,0.53515625
1.875,-1.6875,0.54296875,0.16015625
4.3125,-1.625,1.21484375,0.36328125
2.6875,-2.125,0.62109375,0.0859375
3.0,0.0,1.421875,0.525390625
0.4375,0.5,0.412109375,0.484375
1.5625,0.375,0.927734375,0.453125
0.625,-0.125,0.21875,0.0625
2.125,-1.125,0.486328125,0.26171875
1.875,-2.125,0.859375,0.68359375
0.5625,2.5625,1.267578125,0.55078125
1.4375,-1.0625,0.9921875,0.44921875
1.625,0.1875,1.232421875,0.59375
-0.1875,3.3125,1.369140625,0.765625
3.4375,-0.8125,1.15234375,0.609375
4.0625,-2.875,0.310546875,0.48046875
0.3125,0.3125,0.62109375,0.1640625
0.8125,-0.5,0.984375,0.1953125
1.3125,0.6875,0.755859375,0.7734375
2.625,-1.6875,0.83203125,0.05078125
1.25,2.0625,1.11328125,0.93359375
1.6875,0.0625,0.708984375,0.765625
1.1875,-0.4375,0.486328125,0.75390625
-1.625,2.625,0.529296875,0.87109375
1.5625,-0.125,0.5078125,0.548828125
1.375,1.375,0.39453125,0.53515625
1.75,-0.1875,1.1953125,0.46484375
0.3125,1.25,0.541015625,0.2109375
2.0625,1.875,0.822265625,0.2734375
3.0625,-0.625,0.779296875,0.00390625
0.5,1.125,0.4453125,0.591796875
6.125,-2.3125,1.986328125,1.2890625
0.6875,-0.25,-0.04296875,0.86328125
1.75,0.8125,1.26953125,0.97265625
1.4375,-1.375,0.59765625,0.375
2.375,0.1875,0.966796875,0.54296875
-0.0625,1.375,0.4921875,0.44140625
-0.0625,0.9375,0.41015625,0.31640625
2.875,-1.25,0.53125,0.3671875
2.5,-0.0625,1.4453125,0.73046875
1.0625,0.125,0.5625,0.765625
1.8125,0.375,1.142578125,0.60546875
2.375,0.75,1.025390625,0.52734375
-1.4375,2.0625,-0.17578125,0.34765625
0.875,0.8125,0.591796875,1.24609375
5.375,-3.3125,0.76953125,0.4453125
2.25,-0.6875,1.375,0.23828125
1.0625,0.375,0.451171875,0.66796875
0.5,-0.875,-0.18359375,0.5234375
5.0,-1.5625,1.0390625,0.5390625
2.6875,-0.9375,1.611328125,0.787109375
2.5,-1.6875,0.22265625,0.64453125
-0.3125,1.1875,-0.025390625,0.443359375
2.25,0.0625,1.24609375,0.171875
1.25,-0.1875,0.60546875,0.515625
0.0,0.8125,0.880859375,0.84765625
0.6875,0.0,0.119140625,0.58984375
3.9375,-1.5,0.92578125,0.6484375
1.5,-0.625,1.017578125,0.50390625
1.1875,-0.75,1.556640625,0.27734375
0.1875,1.375,0.8515625,0.72265625
0.4375,0.5,0.3046875,0.01953125
0.3125,1.125,0.6640625,0.12890625
4.8125,-1.125,1.263671875,0.171875
1.3125,-0.5,0.234375,0.390625
1.0,-0.0625,0.33984375,0.41796875
-0.1875,2.3125,1.146484375,0.61328125
-1.25,-0.625,-0.005859375,0.26953125
2.0625,-0.4375,0.607421875,0.0859375
1.125,-0.125,1.521484375,0.474609375
1.625,0.0,0.7578125,0.30859375
1.6875,-0.375,0.265625,0.572265625
2.0625,0.5625,1.015625,0.712890625
3.0625,-1.75,0.1484375,0.21484375
5.125,-3.1875,0.634765625,0.38671875
0.5,1.3125,0.728515625,0.63671875
3.1875,-0.5625,0.88671875,0.44140625
0.4375,0.125,-0.20703125,0.43359375
1.0,1.9375,0.8984375,0.33984375
2.75,-0.6875,0.771484375,0.53515625
1.375,0.375,0.724609375,0.841796875
0.8125,1.4375,1.255859375,0.38671875
-0.25,1.25,0.482421875,0.4453125
1.0625,-0.75,0.71484375,0.658203125
1.3125,0.6875,0.44140625,0.7265625
0.8125,0.25,0.404296875,0.25
2.75,-2.9375,0.58203125,0.529296875
3.8125,-1.25,1.556640625,0.537109375
0.625,1.3125,0.4921875,0.6875
4.875,-4.25,0.580078125,0.67578125
7.75,-6.4375,0.09375,0.8671875
4.1875,-1.3125,1.396484375,0.947265625
0.8125,1.0625,0.814453125,0.2890625
1.75,-0.4375,0.54296875,0.21875
2.25,-0.25,0.5546875,0.56640625
3.3125,-0.875,1.41015625,0.3359375
2.5625,1.75,1.361328125,0.3046875
-0.5625,1.75,0.388671875,0.26953125
4.0,-3.625,0.65625,0.4296875
-0.25,0.5625,0.5546875,0.43359375
1.125,1.3125,0.734375,0.60546875
0.0625,-0.4375,0.203125,0.431640625
3.0,-0.1875,1.6328125,0.18359375
1.0,0.5,0.50390625,0.453125
-0.25,1.5625,0.08203125,0.265625
2.5,-1.8125,1.087890625,0.609375
1.625,0.9375,0.861328125,1.09765625
0.75,0.8125,0.60546875,0.7890625
2.6875,-2.5625,0.4453125,0.205078125
-0.25,0.875,0.26171875,0.37109375
2.0,-0.875,0.56640625,0.171875
1.3125,0.5625,0.6640625,0.453125
1.9375,1.0,1.416015625,0.84375
1.625,0.125,0.607421875,1.44921875
1.625,-0.9375,0.40625,0.37890625
1.625,0.5,0.6640625,0.3828125
4.875,-1.5,1.01953125,0.81640625
1.1875,1.375,0.775390625,0.7578125
0.375,2.4375,0.125,0.994140625
0.8125,-0.3125,0.078125,0.43359375
2.1875,-0.5625,0.671875,0.38671875
4.625,-3.25,0.888671875,0.28125
1.5625,-0.6875,0.66796875,0.109375
-0.75,1.5625,0.33984375,0.3515625
1.5,2.0,0.80859375,1.2265625
2.75,-0.8125,0.5703125,0.48046875
1.5625,0.25,1.15234375,0.83984375
0.5625,0.5625,0.38671875,0.3828125
2.5,-0.375,0.59765625,0.08984375
2.625,-2.5,-0.0078125,0.42578125
1.5625,0.0625,0.4599609375,1.0625
1.5,1.25,0.015625,0.4609375
0.53125,1.3125,0.3515625,0.58984375
2.5,-2.0,0.140625,0.4609375
2.3125,-0.875,0.638671875,0.33203125
2.375,0.625,0.48046875,0.41796875
1.875,0.0,0.578125,0.44921875
0.5625,1.1875,0.12109375,0.498046875
1.875,-1.0,0.36328125,0.48046875
0.25,1.4375,0.8203125,0.6015625
1.75,0.4375,0.75390625,0.6484375
2.9375,-0.5625,1.857421875,0.76171875
2.5625,-1.5,0.685546875,0.1015625
-0.125,1.375,0.427734375,0.20703125
2.0,0.3125,0.658203125,0.60546875
-1.5,2.3125,0.1328125,0.38671875
2.125,-0.5,0.265625,0.49609375
0.375,0.75,-0.42578125,0.8125
-0.125,2.1875,0.5078125,0.6484375
2.1875,-1.6875,0.19921875,0.96875
-2.0,2.6875,0.322265625,0.68359375
0.5,3.1875,0.44140625,0.6171875
0.875,-0.0625,0.6953125,0.65625
2.375,0.5,1.25,0.6796875
0.9375,-0.1875,0.419921875,0.23046875
0.5625,0.5625,0.6015625,0.80078125
0.0625,0.125,0.29296875,0.27734375
-1.25,2.125,0.19140625,0.19921875
0.0625,1.5625,0.26171875,0.3984375
-0.5625,1.0,0.15625,0.205078125
0.4375,0.9375,0.46875,0.55859375
-0.1875,2.125,0.4453125,0.58203125
0.0,1.125,0.2421875,0.08203125
0.625,0.5625,0.78125,0.16796875
-0.375,1.125,0.5859375,0.08203125
3.75,-1.9375,1.103515625,0.390625
1.5,1.25,1.29296875,0.515625
2.1875,-0.6875,0.48046875,0.53515625
4.375,-2.1875,1.123046875,0.31640625
2.3125,-1.375,1.26171875,0.17578125
1.0,1.0,0.5078125,0.416015625
4.9375,-4.0625,0.28515625,0.0546875
3.75,-3.4375,0.09375,0.453125
2.3125,-0.1875,1.00390625,0.34375
2.25,-0.5,0.748046875,0.44921875
1.1875,1.5,1.060546875,1.01171875
-0.625,-0.3125,0.2265625,0.12890625
2.4375,-1.9375,0.12109375,0.3515625
0.625,1.3125,0.2265625,1.09375
1.8125,-0.0625,0.732421875,1.1484375
3.0,0.5,1.22265625,0.65625
2.0,-0.5,1.26171875,1.607421875
-0.125,1.125,0.26171875,0.375
0.875,0.1875,1.322265625,0.513671875
0.75,0.25,0.484375,0.296875
0.125,1.625,0.150390625,1.17578125
0.8125,0.0,0.203125,0.29296875
4.5,-3.9375,0.33984375,0.2265625
1.0,-0.75,0.703125,0.2890625
0.9375,-0.0625,0.634765625,0.443359375
2.375,-0.3125,0.91015625,0.71875
2.9375,-0.9375,0.46875,-0.015625
6.9375,-3.75,1.01953125,-0.4453125
3.9375,-2.375,0.58203125,0.71484375
0.3125,0.625,0.638671875,0.55078125
-0.1875,0.875,0.3125,0.078125
-1.0,1.375,-0.23828125,0.203125
0.0625,1.0,0.33203125,0.1484375
-0.25,1.5625,0.91015625,0.595703125
4.3125,-2.75,0.3671875,0.64453125
2.3125,-0.375,0.76953125,0.6953125
0.125,1.4375,0.33984375,0.11328125
1.25,0.3125,0.515625,0.431640625
0.5,0.25,0.171875,0.37890625
1.125,0.75,0.6484375,0.2109375
2.5,-1.75,1.00390625,0.21875
0.375,0.125,0.08984375,0.3671875
2.25,-0.625,0.84375,0.30078125
4.0,-1.3125,1.17578125,1.10546875
1.0,-0.0625,0.32421875,0.16796875
-1.125,3.25,0.4765625,0.4765625
2.125,-0.375,0.95703125,0.125
0.3125,1.0625,0.4453125,0.4296875
-0.1875,0.8125,0.2890625,0.33984375
0.8125,0.125,1.041015625,0.1328125
2.6875,1.25,0.4921875,-0.328125
2.9375,1.375,1.84765625,1.26171875
3.875,-4.0625,0.2734375,0.189453125
2.125,0.1875,0.37890625,1.2109375
3.875,-3.25,0.86328125,0.6640625
4.375,-2.25,1.240234375,0.396484375
0.25,0.875,0.517578125,0.390625
2.5625,-0.5625,0.841796875,0.7890625
0.1875,1.75,0.42578125,0.548828125
1.75,0.1875,1.41796875,0.70703125
1.4375,0.125,0.40234375,0.43359375
1.8125,-0.3125,0.8828125,0.80859375
2.375,-1.25,0.6640625,0.521484375
2.1875,0.1875,0.66015625,0.171875
1.0625,0.5625,0.5546875,0.66796875
3.1875,-2.4375,0.75,0.45703125
0.875,0.25,0.6328125,0.73828125
1.0,2.25,1.42578125,0.7421875
1.3125,0.4375,0.48046875,0.41796875
2.0625,0.75,0.35546875,0.640625
3.0625,-1.75,0.759765625,0.203125
1.1875,1.25,0.89453125,1.0
0.625,0.3125,-0.01171875,0.2734375
-0.5,1.625,-0.0078125,0.84765625
3.125,-1.125,0.92578125,0.36328125
0.5625,0.5,0.19140625,0.44921875
4.1875,-2.1875,0.7265625,0.599609375
2.8125,-1.375,1.1171875,0.3359375
4.3125,-3.25,0.89453125,1.05078125
0.875,1.0625,0.9296875,0.568359375
2.5625,-1.5,1.31640625,0.05078125
2.9375,-2.3125,0.28515625,0.11328125
3.1875,-1.625,0.96484375,0.19921875
2.875,-1.8125,0.27734375,0.61328125
4.3125,-2.125,1.296875,0.318359375
0.4375,-0.125,0.365234375,0.46875
4.875,-1.9375,1.24609375,0.62109375
0.5,2.25,0.8203125,0.8125
1.1875,-0.4375,0.625,0.234375
1.9375,-2.125,0.0625,0.46875
1.875,-1.0,0.3359375,0.1640625
2.4375,0.0625,1.119140625,0.6953125
1.25,-2.0625,0.1875,0.2734375
2.125,-1.625,0.90625,0.88671875
2.875,-1.9375,0.51953125,0.35546875
1.4375,0.0,0.79296875,0.3359375
-2.625,3.8125,0.40625,0.31640625
0.0625,1.5,0.587890625,0.71875
1.125,-1.1875,0.27734375,0.25390625
1.25,0.1875,0.45703125,0.36328125
0.25,1.25,0.41796875,0.203125
3.25,-1.125,0.947265625,0.94140625
1.375,0.375,0.57421875,0.32421875
0.8125,1.5625,1.04296875,0.296875
3.125,-1.0625,0.44140625,0.4375
3.125,-1.625,0.25,0.28515625
2.625,-0.75,1.51171875,0.65625
4.25,-0.75,1.623046875,0.78515625
3.125,-0.1875,1.470703125,-0.078125
0.75,2.375,1.3203125,1.0
0.0625,2.0625,0.4921875,0.4375
2.4375,-4.0625,0.568359375,0.13671875
-0.0625,-1.8125,0.5546875,0.625
4.5,-0.375,1.44921875,0.552734375
1.6875,-0.5625,0.76953125,0.5234375
2.4375,-1.1875,0.484375,0.5703125
0.75,1.1875,0.169921875,0.61328125
3.75,-0.0625,1.96484375,0.94140625
0.1875,0.8125,0.66796875,0.21484375
5.375,-3.8125,1.029296875,0.48046875
1.625,0.5,0.828125,0.79296875
1.9375,2.0625,1.4921875,0.806640625
3.625,-1.5625,0.5625,0.390625
2.0,-0.375,0.4130859375,0.39453125
3.5,-2.75,0.3515625,0.171875
1.5625,2.1875,0.8203125,0.84765625
2.9375,-1.75,-0.078125,0.302734375
2.3125,-0.9375,0.8359375,0.22265625
0.75,0.9375,0.55078125,1.03515625
1.6875,0.4375,0.822265625,0.87109375
4.5,-0.75,2.111328125,0.94921875
1.125,-0.5625,0.728515625,0.544921875
1.75,0.5,1.197265625,0.58984375
1.125,-1.1875,0.302734375,0.51953125
1.9375,-0.875,0.583984375,0.33984375
1.625,-1.0625,0.48046875,0.287109375
1.0,0.25,0.939453125,0.47265625
0.0,0.1875,0.87890625,0.55859375
-0.1875,1.9375,0.39453125,0.3125
0.375,1.0,0.9375,0.28125
3.1875,-0.375,1.36328125,1.1015625
2.1875,-0.3125,0.31640625,1.09765625
0.625,1.6875,0.56640625,0.759765625
0.6875,0.25,0.310546875,0.59765625
0.75,0.5,0.4765625,0.8125
2.9375,0.3125,0.546875,0.5234375
3.4375,-1.5625,0.578125,0.4140625
2.375,-0.0625,0.62109375,0.21484375
1.1875,-0.25,-0.01953125,0.515625
2.375,-1.25,0.640625,0.19140625
1.125,0.0625,0.712890625,0.3828125
2.75,-1.4375,1.736328125,0.658203125
1.5,-0.75,0.25390625,0.51171875
-0.625,3.0,0.939453125,0.841796875
0.6875,1.1875,0.408203125,0.77734375
4.125,-1.625,1.208984375,0.91796875
2.6875,-2.8125,0.779296875,0.46484375
3.6875,-0.625,1.173828125,0.52734375
0.5625,0.5,0.873046875,0.19140625
0.5625,1.125,0.48046875,0.70703125
2.125,-1.25,1.25,0.37109375
3.625,-3.1875,0.84765625,0.474609375
2.375,-1.875,0.3359375,0.53515625
0.875,1.25,0.814453125,0.82421875
1.1875,1.25,0.90625,0.767578125
0.75,1.5625,0.4296875,0.517578125
1.375,-0.25,0.73828125,0.431640625
0.75,0.25,0.31640625,0.796875
2.0625,-0.9375,0.666015625,0.0
1.75,0.125,1.66015625,0.1953125
0.9375,0.125,0.505859375,1.08203125
0.625,0.375,0.484375,0.5859375
1.375,0.6875,0.705078125,0.916015625
1.5,-0.5625,0.421875,0.046875
2.75,-2.625,0.859375,0.55078125
1.5,-1.1875,0.28125,0.37109375
0.125,-0.25,0.76953125,0.8046875
0.125,0.9375,0.7109375,0.58984375
2.25,-1.4375,0.716796875,0.34765625
1.625,0.1875,0.66796875,0.16015625
3.1875,-2.1875,0.69921875,0.3515625
2.5625,-2.75,0.3046875,0.3984375
5.25,-4.375,0.306640625,0.39453125
1.75,0.125,0.806640625,0.53515625
1.5625,0.0625,0.6953125,0.552734375
0.3125,0.9375,0.22265625,0.20703125
-0.5,1.125,0.79296875,0.51171875
0.25,1.0,0.68359375,0.673828125
1.375,-0.625,0.490234375,0.4921875
3.8125,-1.5625,1.109375,0.23828125
1.6875,-1.0,0.484375,0.328125
2.125,0.0625,1.1015625,-0.2265625
3.6875,-0.5,1.337890625,0.09375
2.3125,0.0,0.904296875,0.63671875
1.1875,0.1875,0.71484375,-0.19921875
2.8125,-1.0,0.494140625,0.65625
0.875,0.4375,0.54296875,0.30859375
1.875,-0.125,0.51953125,0.59765625
2.3125,-0.1875,0.40234375,0.2890625
1.125,0.5,0.736328125,0.58984375
-0.3125,1.6875,0.80078125,0.71875
2.375,-0.5,0.685546875,0.630859375
2.375,0.6875,1.02734375,0.734375
1.125,0.5,0.71875,0.58203125
0.4375,1.0625,0.55859375,0.59765625
1.25,0.8125,0.85546875,0.4140625
0.9375,1.1875,0.47265625,0.84375
1.75,-2.625,0.953125,1.388671875
4.0625,-3.0,-0.24609375,0.3125
3.8125,-4.1875,0.47265625,0.244140625
0.875,0.5,0.46875,0.7265625
2.6875,-0.125,1.8115234375,0.5078125
1.5625,0.5,0.2734375,0.5234375
2.5625,-0.5625,0.685546875,0.28515625
1.1875,1.0625,0.85546875,0.40234375
0.875,1.25,0.6953125,0.52734375
0.5,1.125,0.642578125,0.599609375
3.9375,-1.625,1.162109375,0.69140625
7.0,-6.6875,1.810546875,0.265625
0.5625,-0.375,0.2265625,1.203125
3.9375,0.375,1.26171875,0.705078125
2.125,-0.6875,0.9609375,0.3203125
0.125,0.125,0.19140625,0.380859375
1.5625,-0.3125,0.8203125,0.16796875
5.375,-1.1875,2.98828125,0.33203125
-2.1875,3.0625,-0.28515625,0.615234375
-0.4375,3.1875,-0.109375,0.9765625
3.8125,0.5,0.89453125,0.421875
0.8125,-0.375,0.4921875,0.27734375
0.3125,0.75,0.60546875,0.25390625
1.0,0.625,1.0078125,0.75
2.3125,-1.25,0.447265625,0.16796875
1.5,-0.6875,0.162109375,0.54296875
2.5,-1.3125,0.365234375,0.34375
1.6875,-0.875,0.43359375,-0.19140625
0.25,1.375,0.7265625,1.283203125
6.625,-6.0,1.814453125,-0.31640625
0.125,-1.375,0.259765625,0.466796875
0.5625,0.625,0.71484375,0.0078125
3.5625,-3.9375,0.7265625,0.05859375
3.3125,-2.5,1.30859375,0.3046875
0.5625,-0.3125,0.2109375,0.25
1.875,-3.5625,0.375,0.0
1.3125,-0.375,0.3056640625,0.49609375
1.1875,0.625,0.822265625,0.4375
1.875,-0.9375,0.56640625,0.05078125
0.625,0.4375,0.21875,0.421875
0.0,2.9375,0.25,0.66796875
1.875,0.8125,1.255859375,0.46484375
1.25,0.5,1.19921875,0.58203125
1.75,-0.375,0.900390625,-0.23828125
1.25,-1.0625,1.220703125,0.47265625
-0.125,0.4375,0.0546875,0.18359375
4.5,0.375,1.525390625,0.7578125
5.875,-3.25,1.798828125,0.916015625
3.1875,-0.875,0.96875,0.52734375
1.6875,-0.625,0.890625,0.328125
1.5,-2.1875,0.38671875,0.5234375
1.5625,-0.3125,0.390625,0.484375
1.1875,-0.25,0.4375,0.40625
0.1875,0.8125,0.37109375,0.11328125
1.3125,-1.375,0.4375,0.28125
3.5,-1.625,0.578125,0.62109375
0.125,0.0625,0.32421875,0.56640625
2.0,-0.1875,0.93359375,0.05859375
1.0,0.1875,0.54296875,0.171875
1.3125,-0.25,0.912109375,0.39453125
0.5625,1.5,0.4375,0.515625
0.6875,0.0625,0.68359375,0.669921875
2.0,0.1875,0.916015625,0.3046875
-0.375,1.25,0.07421875,0.08203125
-0.9375,1.3125,0.46484375,0.09375
2.8125,-1.375,0.8203125,0.8125
1.8125,-2.4375,-0.16796875,0.388671875
1.25,1.8125,0.08984375,0.68359375
0.875,0.5,0.375,0.546875
1.625,-0.9375,0.44140625,0.70703125
1.9375,-2.0625,1.09765625,0.87890625
2.0625,0.0,1.0234375,-0.03515625
1.3125,0.4375,1.150390625,0.28125
-0.5625,1.9375,0.8125,0.421875
0.5,1.75,0.671875,0.81640625
2.625,-2.4375,0.28125,0.26171875
1.0,-1.4375,-0.048828125,0.55078125
1.625,1.5625,1.33203125,0.515625
-1.4375,3.5625,0.55078125,0.74609375
2.375,-0.4375,1.078125,1.0859375
1.1875,0.25,0.517578125,0.6484375
0.0,0.8125,0.66015625,0.87890625
0.3125,-1.5,0.140625,0.0859375
0.5,1.125,1.013671875,0.38671875
1.375,-0.25,0.7109375,0.4296875
2.75,0.375,0.16015625,0.52734375
0.875,0.6875,0.681640625,0.578125
1.75,0.5,0.603515625,0.81640625
-0.375,1.8125,-0.578125,0.5390625
1.375,-0.3125,0.6015625,0.421875
1.8125,-0.5,1.126953125,0.7265625
1.25,-0.4375,0.853515625,0.0234375
2.4375,-1.5625,0.37109375,0.646484375
-0.125,2.1875,0.435546875,0.78125
-0.625,2.0,0.455078125,0.5859375
2.0625,-1.9375,0.46484375,0.34375
0.125,1.0625,0.24609375,0.63671875
1.5625,0.1875,1.3203125,0.6015625
3.125,-3.25,0.328125,0.228515625
2.3125,0.3125,0.79296875,0.4453125
0.1875,0.5,0.42578125,0.326171875
0.3125,0.3125,0.23046875,0.45703125
1.5,0.9375,0.564453125,0.62109375
2.6875,-0.625,0.60546875,0.82421875
1.0625,1.0,0.51171875,1.201171875
3.75,-1.4375,0.990234375,0.53515625
1.5625,0.6875,0.822265625,0.70703125
3.0625,-3.375,0.27734375,0.6875
1.875,-0.1875,0.611328125,0.3125
1.0,0.4375,0.15625,0.234375
1.375,-0.3125,0.25,0.32421875
0.4375,1.875,-0.44921875,0.34375
3.5625,-1.4375,0.4453125,0.2109375
3.1875,-0.0625,0.98828125,0.421875
2.5,0.375,1.79296875,0.81640625
1.9375,-0.8125,0.5546875,0.33984375
-0.625,1.9375,0.65234375,0.87109375
1.6875,-0.25,0.9296875,0.01953125
1.75,-0.875,0.166015625,0.55078125
3.5,2.4375,0.56640625,0.37109375
3.0625,-0.5,1.234375,0.37109375
-1.0625,0.8125,0.580078125,0.53515625
0.0625,1.5625,0.54296875,-0.12109375
2.46875,-0.625,0.4765625,0.7265625
2.0,-0.625,0.53125,-0.17578125
-0.4375,1.6875,0.529296875,0.76171875
0.8125,0.5,0.62109375,0.171875
1.8125,-1.625,0.4609375,0.5390625
0.625,0.8125,0.345703125,0.43359375
3.75,-5.0625,1.04296875,0.583984375
1.8125,-1.5,0.8125,0.27734375
2.0,-0.625,0.30078125,0.5546875
2.8125,2.375,2.037109375,0.43359375
0.4375,1.125,0.896484375,0.2109375
2.8125,0.1875,1.798828125,1.134765625
1.8125,0.625,1.177734375,0.2578125
-0.875,2.25,1.078125,0.7421875
2.9375,-1.375,1.30078125,0.55859375
-0.6875,2.875,0.48046875,0.41796875
2.125,-0.375,0.125,0.96484375
0.375,1.1875,0.9921875,0.611328125
1.5,-0.375,0.640625,0.345703125
3.5,-1.3125,1.677734375,0.5546875
4.9375,-3.8125,1.08203125,0.2578125
1.75,0.25,0.798828125,0.7421875
1.5625,-1.0625,0.109375,0.515625
0.1875,1.5625,0.841796875,0.9765625
0.125,0.5625,0.76171875,0.49609375
4.625,-3.5625,0.671875,0.3671875
0.9375,1.6875,1.232421875,0.25
0.5625,0.9375,0.42578125,0.15625
3.5625,-0.625,2.232421875,0.93359375
2.3125,-0.5625,1.029296875,0.203125
1.4375,-0.6875,0.28125,0.33203125
1.0,0.625,1.12109375,0.2421875
1.875,-0.1875,1.361328125,0.86328125
1.375,1.25,0.720703125,0.64453125
0.4375,1.5,0.431640625,0.71875
-1.3125,2.375,0.556640625,0.36328125
1.625,-0.3125,1.61328125,0.39453125
1.4375,-1.375,1.12890625,0.447265625
-0.9375,2.625,0.3515625,0.46875
6.9375,-5.3125,0.927734375,0.2265625
3.3125,-0.5,1.126953125,0.875
3.5625,-1.5,1.595703125,0.3671875
2.125,2.625,0.87109375,0.5390625
-1.1875,0.125,0.59765625,0.515625
5.3125,-5.5625,0.80078125,0.333984375
2.5625,-0.5625,0.5703125,0.546875
1.4375,0.625,0.3515625,0.42578125
4.9375,-3.25,0.84765625,0.38671875
0.0,0.625,0.0078125,0.37890625
2.5,-0.8125,0.912109375,0.8671875
1.3125,1.1875,1.08203125,0.3046875
1.9375,-0.875,0.521484375,0.546875
1.6875,-0.3125,0.974609375,0.59765625
0.875,-0.5625,-0.671875,0.75
3.4375,-1.1875,1.341796875,0.40234375
0.25,2.0,0.6796875,0.3046875
0.1875,2.5625,0.83203125,0.72265625
1.9375,-0.9375,1.009765625,0.07421875
1.3125,-0.1875,0.587890625,0.42578125
0.8125,0.1875,0.55859375,-0.015625
-0.25,1.5,0.205078125,0.42578125
3.5625,-3.125,0.06640625,0.3046875
0.3125,0.1875,0.46484375,0.0
0.6875,-0.875,0.34375,0.21484375
2.4375,-1.0,0.935546875,0.357421875
1.1875,1.0,0.69921875,0.58203125
-0.5625,2.375,0.296875,0.421875
2.0,-1.125,0.630859375,0.05859375
2.75,-1.5625,1.068359375,0.34375
0.875,0.0625,0.314453125,0.51953125
