item_index,prime_active_sentence,prime_passive_sentence,target_active,target_passive,filler_sentence,event_style,role_style,quote_style,role_order,target_verb_cue,prompt_active,prompt_passive,prompt_no_prime,prompt_filler
59,the nin ed the nom .,the nom was ed by the nin .,a nud s a pav .,a pav is ed by a nud .,The pav ed across the pel .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving the nin and the nom.
The one who did it was the nin.
The one it happened to was the nom.

Bridget asked, ""What happened?""
Mary answered, ""The nin ed the nom.""

There was an event involving a nud and a pav.
The one who did it was a nud.
The one it happened to was a pav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the nin and the nom.
The one who did it was the nin.
The one it happened to was the nom.

Bridget asked, ""What happened?""
Mary answered, ""The nom was ed by the nin.""

There was an event involving a nud and a pav.
The one who did it was a nud.
The one it happened to was a pav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a nud and a pav.
The one who did it was a nud.
The one it happened to was a pav.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pav ed across the pel.""

There was an event involving a nud and a pav.
The one who did it was a nud.
The one it happened to was a pav.

Bridget asked, ""What happened?""
Mary answered, ""The"
60,a nom s a nud .,a nud is ed by a nom .,the pav ed the pel .,the pel was ed by the pav .,The pil ed through the por .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving a nom and a nud.
The one it happened to was a nud.
The one who did it was a nom.

Bridget asked, ""What happened?""
Mary answered, ""A nom s a nud.""

There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a nom and a nud.
The one it happened to was a nud.
The one who did it was a nom.

Bridget asked, ""What happened?""
Mary answered, ""A nud is ed by a nom.""

There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pil ed through the por.""

There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The"
61,a nud ed a pav .,a pav was ed by a nud .,the pel s the pil .,the pil is ed by the pel .,The rav ed in the rom .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving a nud and a pav.
The one it happened to was a pav.
The one who did it was a nud.

Bridget asked, ""What happened?""
Mary answered, ""A nud ed a pav.""

There was an event involving the pel and the pil.
The one it happened to was the pil.
The one who did it was the pel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a nud and a pav.
The one it happened to was a pav.
The one who did it was a nud.

Bridget asked, ""What happened?""
Mary answered, ""A pav was ed by a nud.""

There was an event involving the pel and the pil.
The one it happened to was the pil.
The one who did it was the pel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the pel and the pil.
The one it happened to was the pil.
The one who did it was the pel.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The rav ed in the rom.""

There was an event involving the pel and the pil.
The one it happened to was the pil.
The one who did it was the pel.

Bridget asked, ""What happened?""
Mary answered, ""The"
62,the pav s the pel .,the pel is ed by the pav .,a pil ed a por .,a por was ed by a pil .,The sav ed after som .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The pav s the pel.""

There was an event involving a pil and a por.
The one it happened to was a por.
The one who did it was a pil.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The pel is ed by the pav.""

There was an event involving a pil and a por.
The one it happened to was a por.
The one who did it was a pil.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a pil and a por.
The one it happened to was a por.
The one who did it was a pil.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sav ed after som.""

There was an event involving a pil and a por.
The one it happened to was a por.
The one who did it was a pil.

Bridget asked, ""What happened?""
Mary answered, ""The"
63,the pel ed the pil .,the pil was ed by the pel .,a por s a rav .,a rav is ed by a por .,The sor ed behind the sul .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving the pel and the pil.
The one it happened to was the pil.
The one who did it was the pel.

Bridget asked, ""What happened?""
Mary answered, ""The pel ed the pil.""

There was an event involving a por and a rav.
The one it happened to was a rav.
The one who did it was a por.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the pel and the pil.
The one it happened to was the pil.
The one who did it was the pel.

Bridget asked, ""What happened?""
Mary answered, ""The pil was ed by the pel.""

There was an event involving a por and a rav.
The one it happened to was a rav.
The one who did it was a por.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a por and a rav.
The one it happened to was a rav.
The one who did it was a por.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sor ed behind the sul.""

There was an event involving a por and a rav.
The one it happened to was a rav.
The one who did it was a por.

Bridget asked, ""What happened?""
Mary answered, ""The"
64,a pil s a por .,a por is ed by a pil .,the rav ed the rom .,the rom was ed by the rav .,The tel ed in the tir .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving a pil and a por.
The one who did it was a pil.
The one it happened to was a por.

Bridget asked, ""What happened?""
Mary answered, ""A pil s a por.""

There was an event involving the rav and the rom.
The one who did it was the rav.
The one it happened to was the rom.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a pil and a por.
The one who did it was a pil.
The one it happened to was a por.

Bridget asked, ""What happened?""
Mary answered, ""A por is ed by a pil.""

There was an event involving the rav and the rom.
The one who did it was the rav.
The one it happened to was the rom.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the rav and the rom.
The one who did it was the rav.
The one it happened to was the rom.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tel ed in the tir.""

There was an event involving the rav and the rom.
The one who did it was the rav.
The one it happened to was the rom.

Bridget asked, ""What happened?""
Mary answered, ""The"
65,a por ed a rav .,a rav was ed by a por .,the rom s the sav .,the sav is ed by the rom .,The tul ed near the vel .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving a por and a rav.
The one who did it was a por.
The one it happened to was a rav.

Bridget asked, ""What happened?""
Mary answered, ""A por ed a rav.""

There was an event involving the rom and the sav.
The one who did it was the rom.
The one it happened to was the sav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a por and a rav.
The one who did it was a por.
The one it happened to was a rav.

Bridget asked, ""What happened?""
Mary answered, ""A rav was ed by a por.""

There was an event involving the rom and the sav.
The one who did it was the rom.
The one it happened to was the sav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the rom and the sav.
The one who did it was the rom.
The one it happened to was the sav.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tul ed near the vel.""

There was an event involving the rom and the sav.
The one who did it was the rom.
The one it happened to was the sav.

Bridget asked, ""What happened?""
Mary answered, ""The"
66,the rav s the rom .,the rom is ed by the rav .,a sav ed a som .,a som was ed by a sav .,The vil ed before vir .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving the rav and the rom.
The one who did it was the rav.
The one it happened to was the rom.

Bridget asked, ""What happened?""
Mary answered, ""The rav s the rom.""

There was an event involving a sav and a som.
The one who did it was a sav.
The one it happened to was a som.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the rav and the rom.
The one who did it was the rav.
The one it happened to was the rom.

Bridget asked, ""What happened?""
Mary answered, ""The rom is ed by the rav.""

There was an event involving a sav and a som.
The one who did it was a sav.
The one it happened to was a som.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a sav and a som.
The one who did it was a sav.
The one it happened to was a som.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vil ed before vir.""

There was an event involving a sav and a som.
The one who did it was a sav.
The one it happened to was a som.

Bridget asked, ""What happened?""
Mary answered, ""The"
67,the rom ed the sav .,the sav was ed by the rom .,a som s a sor .,a sor is ed by a som .,The vom ed in the vul .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving the rom and the sav.
The one who did it was the rom.
The one it happened to was the sav.

Bridget asked, ""What happened?""
Mary answered, ""The rom ed the sav.""

There was an event involving a som and a sor.
The one who did it was a som.
The one it happened to was a sor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the rom and the sav.
The one who did it was the rom.
The one it happened to was the sav.

Bridget asked, ""What happened?""
Mary answered, ""The sav was ed by the rom.""

There was an event involving a som and a sor.
The one who did it was a som.
The one it happened to was a sor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a som and a sor.
The one who did it was a som.
The one it happened to was a sor.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vom ed in the vul.""

There was an event involving a som and a sor.
The one who did it was a som.
The one it happened to was a sor.

Bridget asked, ""What happened?""
Mary answered, ""The"
68,a sav s a som .,a som is ed by a sav .,the sor ed the sul .,the sul was ed by the sor .,The bri ed beside the dru .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving a sav and a som.
The one it happened to was a som.
The one who did it was a sav.

Bridget asked, ""What happened?""
Mary answered, ""A sav s a som.""

There was an event involving the sor and the sul.
The one it happened to was the sul.
The one who did it was the sor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a sav and a som.
The one it happened to was a som.
The one who did it was a sav.

Bridget asked, ""What happened?""
Mary answered, ""A som is ed by a sav.""

There was an event involving the sor and the sul.
The one it happened to was the sul.
The one who did it was the sor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the sor and the sul.
The one it happened to was the sul.
The one who did it was the sor.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The bri ed beside the dru.""

There was an event involving the sor and the sul.
The one it happened to was the sul.
The one who did it was the sor.

Bridget asked, ""What happened?""
Mary answered, ""The"
69,a som ed a sor .,a sor was ed by a som .,the sul s the tel .,the tel is ed by the sul .,The gri ed during mur .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving a som and a sor.
The one it happened to was a sor.
The one who did it was a som.

Bridget asked, ""What happened?""
Mary answered, ""A som ed a sor.""

There was an event involving the sul and the tel.
The one it happened to was the tel.
The one who did it was the sul.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a som and a sor.
The one it happened to was a sor.
The one who did it was a som.

Bridget asked, ""What happened?""
Mary answered, ""A sor was ed by a som.""

There was an event involving the sul and the tel.
The one it happened to was the tel.
The one who did it was the sul.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the sul and the tel.
The one it happened to was the tel.
The one who did it was the sul.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The gri ed during mur.""

There was an event involving the sul and the tel.
The one it happened to was the tel.
The one who did it was the sul.

Bridget asked, ""What happened?""
Mary answered, ""The"
70,the sor s the sul .,the sul is ed by the sor .,a tel ed a tir .,a tir was ed by a tel .,The dir ed in the dur .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving the sor and the sul.
The one it happened to was the sul.
The one who did it was the sor.

Bridget asked, ""What happened?""
Mary answered, ""The sor s the sul.""

There was an event involving a tel and a tir.
The one it happened to was a tir.
The one who did it was a tel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the sor and the sul.
The one it happened to was the sul.
The one who did it was the sor.

Bridget asked, ""What happened?""
Mary answered, ""The sul is ed by the sor.""

There was an event involving a tel and a tir.
The one it happened to was a tir.
The one who did it was a tel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a tel and a tir.
The one it happened to was a tir.
The one who did it was a tel.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dir ed in the dur.""

There was an event involving a tel and a tir.
The one it happened to was a tir.
The one who did it was a tel.

Bridget asked, ""What happened?""
Mary answered, ""The"
71,the sul ed the tel .,the tel was ed by the sul .,a tir s a tul .,a tul is ed by a tir .,The fab ed on the fav .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving the sul and the tel.
The one it happened to was the tel.
The one who did it was the sul.

Bridget asked, ""What happened?""
Mary answered, ""The sul ed the tel.""

There was an event involving a tir and a tul.
The one it happened to was a tul.
The one who did it was a tir.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the sul and the tel.
The one it happened to was the tel.
The one who did it was the sul.

Bridget asked, ""What happened?""
Mary answered, ""The tel was ed by the sul.""

There was an event involving a tir and a tul.
The one it happened to was a tul.
The one who did it was a tir.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a tir and a tul.
The one it happened to was a tul.
The one who did it was a tir.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fab ed on the fav.""

There was an event involving a tir and a tul.
The one it happened to was a tul.
The one who did it was a tir.

Bridget asked, ""What happened?""
Mary answered, ""The"
72,a tel s a tir .,a tir is ed by a tel .,the tul ed the vel .,the vel was ed by the tul .,The bri ed near dil .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving a tel and a tir.
The one who did it was a tel.
The one it happened to was a tir.

Bridget asked, ""What happened?""
Mary answered, ""A tel s a tir.""

There was an event involving the tul and the vel.
The one who did it was the tul.
The one it happened to was the vel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a tel and a tir.
The one who did it was a tel.
The one it happened to was a tir.

Bridget asked, ""What happened?""
Mary answered, ""A tir is ed by a tel.""

There was an event involving the tul and the vel.
The one who did it was the tul.
The one it happened to was the vel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the tul and the vel.
The one who did it was the tul.
The one it happened to was the vel.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The bri ed near dil.""

There was an event involving the tul and the vel.
The one who did it was the tul.
The one it happened to was the vel.

Bridget asked, ""What happened?""
Mary answered, ""The"
73,a tir ed a tul .,a tul was ed by a tir .,the vel s the vil .,the vil is ed by the vel .,The dru ed beside the gri .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving a tir and a tul.
The one who did it was a tir.
The one it happened to was a tul.

Bridget asked, ""What happened?""
Mary answered, ""A tir ed a tul.""

There was an event involving the vel and the vil.
The one who did it was the vel.
The one it happened to was the vil.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a tir and a tul.
The one who did it was a tir.
The one it happened to was a tul.

Bridget asked, ""What happened?""
Mary answered, ""A tul was ed by a tir.""

There was an event involving the vel and the vil.
The one who did it was the vel.
The one it happened to was the vil.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vel and the vil.
The one who did it was the vel.
The one it happened to was the vil.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dru ed beside the gri.""

There was an event involving the vel and the vil.
The one who did it was the vel.
The one it happened to was the vil.

Bridget asked, ""What happened?""
Mary answered, ""The"
74,the tul s the vel .,the vel is ed by the tul .,a vil ed a vir .,a vir was ed by a vil .,The mur ed on the dir .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving the tul and the vel.
The one who did it was the tul.
The one it happened to was the vel.

Bridget asked, ""What happened?""
Mary answered, ""The tul s the vel.""

There was an event involving a vil and a vir.
The one who did it was a vil.
The one it happened to was a vir.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the tul and the vel.
The one who did it was the tul.
The one it happened to was the vel.

Bridget asked, ""What happened?""
Mary answered, ""The vel is ed by the tul.""

There was an event involving a vil and a vir.
The one who did it was a vil.
The one it happened to was a vir.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a vil and a vir.
The one who did it was a vil.
The one it happened to was a vir.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The mur ed on the dir.""

There was an event involving a vil and a vir.
The one who did it was a vil.
The one it happened to was a vir.

Bridget asked, ""What happened?""
Mary answered, ""The"
75,the vel ed the vil .,the vil was ed by the vel .,a vir s a vom .,a vom is ed by a vir .,The dur ed during the fab .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving the vel and the vil.
The one who did it was the vel.
The one it happened to was the vil.

Bridget asked, ""What happened?""
Mary answered, ""The vel ed the vil.""

There was an event involving a vir and a vom.
The one who did it was a vir.
The one it happened to was a vom.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vel and the vil.
The one who did it was the vel.
The one it happened to was the vil.

Bridget asked, ""What happened?""
Mary answered, ""The vil was ed by the vel.""

There was an event involving a vir and a vom.
The one who did it was a vir.
The one it happened to was a vom.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a vir and a vom.
The one who did it was a vir.
The one it happened to was a vom.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dur ed during the fab.""

There was an event involving a vir and a vom.
The one who did it was a vir.
The one it happened to was a vom.

Bridget asked, ""What happened?""
Mary answered, ""The"
76,a vil s a vir .,a vir is ed by a vil .,the vom ed the vul .,the vul was ed by the vom .,The fav ed after fel .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving a vil and a vir.
The one it happened to was a vir.
The one who did it was a vil.

Bridget asked, ""What happened?""
Mary answered, ""A vil s a vir.""

There was an event involving the vom and the vul.
The one it happened to was the vul.
The one who did it was the vom.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a vil and a vir.
The one it happened to was a vir.
The one who did it was a vil.

Bridget asked, ""What happened?""
Mary answered, ""A vir is ed by a vil.""

There was an event involving the vom and the vul.
The one it happened to was the vul.
The one who did it was the vom.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vom and the vul.
The one it happened to was the vul.
The one who did it was the vom.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fav ed after fel.""

There was an event involving the vom and the vul.
The one it happened to was the vul.
The one who did it was the vom.

Bridget asked, ""What happened?""
Mary answered, ""The"
77,a vir ed a vom .,a vom was ed by a vir .,the vul s the bri .,the bri is ed by the vul .,The fil ed near the fol .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving a vir and a vom.
The one it happened to was a vom.
The one who did it was a vir.

Bridget asked, ""What happened?""
Mary answered, ""A vir ed a vom.""

There was an event involving the vul and the bri.
The one it happened to was the bri.
The one who did it was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a vir and a vom.
The one it happened to was a vom.
The one who did it was a vir.

Bridget asked, ""What happened?""
Mary answered, ""A vom was ed by a vir.""

There was an event involving the vul and the bri.
The one it happened to was the bri.
The one who did it was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vul and the bri.
The one it happened to was the bri.
The one who did it was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fil ed near the fol.""

There was an event involving the vul and the bri.
The one it happened to was the bri.
The one who did it was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The"
78,the vom s the vul .,the vul is ed by the vom .,a bri ed a dil .,a dil was ed by a bri .,The ful ed before gir .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving the vom and the vul.
The one it happened to was the vul.
The one who did it was the vom.

Bridget asked, ""What happened?""
Mary answered, ""The vom s the vul.""

There was an event involving a bri and a dil.
The one it happened to was a dil.
The one who did it was a bri.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vom and the vul.
The one it happened to was the vul.
The one who did it was the vom.

Bridget asked, ""What happened?""
Mary answered, ""The vul is ed by the vom.""

There was an event involving a bri and a dil.
The one it happened to was a dil.
The one who did it was a bri.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a bri and a dil.
The one it happened to was a dil.
The one who did it was a bri.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The ful ed before gir.""

There was an event involving a bri and a dil.
The one it happened to was a dil.
The one who did it was a bri.

Bridget asked, ""What happened?""
Mary answered, ""The"
79,the vul ed the bri .,the bri was ed by the vul .,a dil s a dru .,a dru is ed by a dil .,The lav ed after lil .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving the vul and the bri.
The one it happened to was the bri.
The one who did it was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The vul ed the bri.""

There was an event involving a dil and a dru.
The one it happened to was a dru.
The one who did it was a dil.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vul and the bri.
The one it happened to was the bri.
The one who did it was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The bri was ed by the vul.""

There was an event involving a dil and a dru.
The one it happened to was a dru.
The one who did it was a dil.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a dil and a dru.
The one it happened to was a dru.
The one who did it was a dil.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lav ed after lil.""

There was an event involving a dil and a dru.
The one it happened to was a dru.
The one who did it was a dil.

Bridget asked, ""What happened?""
Mary answered, ""The"
80,a bri s a dil .,a dil is ed by a bri .,the dru ed the gri .,the gri was ed by the dru .,The mol ed on the mul .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving a bri and a dil.
The one who did it was a bri.
The one it happened to was a dil.

Bridget asked, ""What happened?""
Mary answered, ""A bri s a dil.""

There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a bri and a dil.
The one who did it was a bri.
The one it happened to was a dil.

Bridget asked, ""What happened?""
Mary answered, ""A dil is ed by a bri.""

There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The mol ed on the mul.""

There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The"
81,a dil ed a dru .,a dru was ed by a dil .,the gri s the mur .,the mur is ed by the gri .,The nav ed above the nin .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving a dil and a dru.
The one who did it was a dil.
The one it happened to was a dru.

Bridget asked, ""What happened?""
Mary answered, ""A dil ed a dru.""

There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a dil and a dru.
The one who did it was a dil.
The one it happened to was a dru.

Bridget asked, ""What happened?""
Mary answered, ""A dru was ed by a dil.""

There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nav ed above the nin.""

There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The"
82,the dru s the gri .,the gri is ed by the dru .,a mur ed a dir .,a dir was ed by a mur .,The nom ed during nud .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The dru s the gri.""

There was an event involving a mur and a dir.
The one who did it was a mur.
The one it happened to was a dir.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The gri is ed by the dru.""

There was an event involving a mur and a dir.
The one who did it was a mur.
The one it happened to was a dir.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a mur and a dir.
The one who did it was a mur.
The one it happened to was a dir.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nom ed during nud.""

There was an event involving a mur and a dir.
The one who did it was a mur.
The one it happened to was a dir.

Bridget asked, ""What happened?""
Mary answered, ""The"
83,the gri ed the mur .,the mur was ed by the gri .,a dir s a dur .,a dur is ed by a dir .,The pav ed across the pel .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The gri ed the mur.""

There was an event involving a dir and a dur.
The one who did it was a dir.
The one it happened to was a dur.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The mur was ed by the gri.""

There was an event involving a dir and a dur.
The one who did it was a dir.
The one it happened to was a dur.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a dir and a dur.
The one who did it was a dir.
The one it happened to was a dur.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pav ed across the pel.""

There was an event involving a dir and a dur.
The one who did it was a dir.
The one it happened to was a dur.

Bridget asked, ""What happened?""
Mary answered, ""The"
84,a mur s a dir .,a dir is ed by a mur .,the dur ed the fab .,the fab was ed by the dur .,The pil ed through the por .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving a mur and a dir.
The one it happened to was a dir.
The one who did it was a mur.

Bridget asked, ""What happened?""
Mary answered, ""A mur s a dir.""

There was an event involving the dur and the fab.
The one it happened to was the fab.
The one who did it was the dur.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a mur and a dir.
The one it happened to was a dir.
The one who did it was a mur.

Bridget asked, ""What happened?""
Mary answered, ""A dir is ed by a mur.""

There was an event involving the dur and the fab.
The one it happened to was the fab.
The one who did it was the dur.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the dur and the fab.
The one it happened to was the fab.
The one who did it was the dur.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pil ed through the por.""

There was an event involving the dur and the fab.
The one it happened to was the fab.
The one who did it was the dur.

Bridget asked, ""What happened?""
Mary answered, ""The"
