pa,pp,ta,tp
a daughter chased a doctor .,a doctor was chased by a daughter .,the teacher carries the uncle .,the uncle is carried by the teacher .
the partner catches the physician .,the physician is caught by the partner .,an uncle carried a wife .,a wife was carried by an uncle .
the girl punched the guest .,the guest was punched by the girl .,a wife carries a winner .,a winner is carried by a wife .
a colonel forgives a cop .,a cop is forgiven by a colonel .,the winner carried the woman .,the woman was carried by the winner .
a father joined a friend .,a friend was joined by a father .,the woman carries the worker .,the worker is carried by the woman .
the kid embraces the king .,the king is embraced by the kid .,a worker carried a writer .,a writer was carried by a worker .
the president embraced the priest .,the priest was embraced by the president .,a writer carries an actor .,an actor is carried by a writer .
a nurse comforts a parent .,a parent is comforted by a nurse .,the actor caught the actress .,the actress was caught by the actor .
a worker forgave a writer .,a writer was forgiven by a worker .,the actress catches the adult .,the adult is caught by the actress .
the singer helps the soldier .,the soldier is helped by the singer .,an adult caught an attorney .,an attorney was caught by an adult .
the student carried the teacher .,the teacher was carried by the student .,an attorney catches an aunt .,an aunt is caught by an attorney .
a pilot washes a president .,a president is washed by a pilot .,the aunt caught the author .,the author was caught by the aunt .
a mother carried a nurse .,a nurse was carried by a mother .,the author catches the bishop .,the bishop is caught by the author .
the minister carries the mother .,the mother is carried by the minister .,a bishop caught a boy .,a boy was caught by a bishop .
the president carried the priest .,the priest was carried by the president .,a boy catches a brother .,a brother is caught by a boy .
an attorney drags an aunt .,an aunt is dragged by an attorney .,the brother caught the buddy .,the buddy was caught by the brother .
a mother beat a nurse .,a nurse was beaten by a mother .,the buddy catches the candidate .,the candidate is caught by the buddy .
the author selects the bishop .,the bishop is selected by the author .,a candidate caught a captain .,a captain was caught by a candidate .
the parent carried the partner .,the partner was carried by the parent .,a captain catches a champion .,a champion is caught by a captain .
a writer surprises an actor .,an actor is surprised by a writer .,the champion caught the chief .,the chief was caught by the champion .
a father struck a friend .,a friend was struck by a father .,the chief catches the child .,the child is caught by the chief .
the employer describes the father .,the father is described by the employer .,a child caught a colonel .,a colonel was caught by a child .
the president surprised the priest .,the priest was surprised by the president .,a colonel catches a cop .,a cop is caught by a colonel .
a captain selects a champion .,a champion is selected by a captain .,the cop caught the cousin .,the cousin was caught by the cop .
a prince selected a princess .,a princess was selected by a prince .,the cousin catches the daughter .,the daughter is caught by the cousin .
the leader discovers the man .,the man is discovered by the leader .,a daughter caught a doctor .,a doctor was caught by a daughter .
the sheriff struck the singer .,the singer was struck by the sheriff .,a doctor catches an employee .,an employee is caught by a doctor .
a pilot raises a president .,a president is raised by a pilot .,the employee caught the employer .,the employer was caught by the employee .
a bishop washed a boy .,a boy was washed by a bishop .,the employer catches the father .,the father is caught by the employer .
the kid discovers the king .,the king is discovered by the kid .,a father caught a friend .,a friend was caught by a father .
the aunt struck the author .,the author was struck by the aunt .,a friend catches a girl .,a girl is caught by a friend .
a doctor protects an employee .,an employee is protected by a doctor .,the girl caught the guest .,the guest was caught by the girl .
a soldier struck a son .,a son was struck by a soldier .,the guest catches the guy .,the guy is caught by the guest .
the chief strikes the child .,the child is struck by the chief .,a guy caught a hero .,a hero was caught by a guy .
the lawyer hurried the leader .,the leader was hurried by the lawyer .,a hero catches a husband .,a husband is caught by a hero .
a secretary surprises a sheriff .,a sheriff is surprised by a secretary .,the husband caught the kid .,the kid was caught by the husband .
a guy hurried a hero .,a hero was hurried by a guy .,the kid catches the king .,the king is caught by the kid .
the cousin beats the daughter .,the daughter is beaten by the cousin .,a king caught a lady .,a lady was caught by a king .
the champion discovered the chief .,the chief was discovered by the champion .,a lady catches a lawyer .,a lawyer is caught by a lady .
a son discovers a student .,a student is discovered by a son .,the lawyer caught the leader .,the leader was caught by the lawyer .
a scientist described a secretary .,a secretary was described by a scientist .,the leader catches the man .,the man is caught by the leader .
the author forgives the bishop .,the bishop is forgiven by the author .,a man caught a manager .,a manager was caught by a man .
the winner followed the woman .,the woman was followed by the winner .,a manager catches a mayor .,a mayor is caught by a manager .
a nurse forgives a parent .,a parent is forgiven by a nurse .,the mayor caught the minister .,the minister was caught by the mayor .
a soldier beat a son .,a son was beaten by a soldier .,the minister catches the mother .,the mother is caught by the minister .
the singer destroys the soldier .,the soldier is destroyed by the singer .,a mother caught a nurse .,a nurse was caught by a mother .
the lawyer joined the leader .,the leader was joined by the lawyer .,a nurse catches a parent .,a parent is caught by a nurse .
an attorney judges an aunt .,an aunt is judged by an attorney .,the parent caught the partner .,the partner was caught by the parent .
a child bothered a colonel .,a colonel was bothered by a child .,the partner catches the physician .,the physician is caught by the partner .
the chief understands the child .,the child is understood by the chief .,a physician caught a pilot .,a pilot was caught by a physician .
the brother struck the buddy .,the buddy was struck by the brother .,a pilot catches a president .,a president is caught by a pilot .
a friend describes a girl .,a girl is described by a friend .,the president caught the priest .,the priest was caught by the president .
a guy embraced a hero .,a hero was embraced by a guy .,the priest catches the prince .,the prince is caught by the priest .
the buddy washes the candidate .,the candidate is washed by the buddy .,a prince caught a princess .,a princess was caught by a prince .
the parent described the partner .,the partner was described by the parent .,a princess catches a professor .,a professor is caught by a princess .
a captain asks a champion .,a champion is asked by a captain .,the professor caught the reader .,the reader was caught by the professor .
a king hurried a lady .,a lady was hurried by a king .,the reader catches the scientist .,the scientist is caught by the reader .
the actress embraces the adult .,the adult is embraced by the actress .,a scientist caught a secretary .,a secretary was caught by a scientist .
the champion punched the chief .,the chief was punched by the champion .,a secretary catches a sheriff .,a sheriff is caught by a secretary .
an attorney bothers an aunt .,an aunt is bothered by an attorney .,the sheriff caught the singer .,the singer was caught by the sheriff .
a physician forgave a pilot .,a pilot was forgiven by a physician .,the singer catches the soldier .,the soldier is caught by the singer .
the woman drags the worker .,the worker is dragged by the woman .,a soldier caught a son .,a son was caught by a soldier .
the mayor beat the minister .,the minister was beaten by the mayor .,a son catches a student .,a student is caught by a son .
a captain punches a champion .,a champion is punched by a captain .,the student caught the teacher .,the teacher was caught by the student .
a mother joined a nurse .,a nurse was joined by a mother .,the teacher catches the uncle .,the uncle is caught by the teacher .
the kid hurries the king .,the king is hurried by the kid .,an uncle caught a wife .,a wife was caught by an uncle .
the professor kissed the reader .,the reader was kissed by the professor .,a wife catches a winner .,a winner is caught by a wife .
a princess teaches a professor .,a professor is taught by a princess .,the winner caught the woman .,the woman was caught by the winner .
a father embraced a friend .,a friend was embraced by a father .,the woman catches the worker .,the worker is caught by the woman .
the priest protects the prince .,the prince is protected by the priest .,a worker caught a writer .,a writer was caught by a worker .
the girl judged the guest .,the guest was judged by the girl .,a writer catches an actor .,an actor is caught by a writer .
a manager grabs a mayor .,a mayor is grabbed by a manager .,the actor described the actress .,the actress was described by the actor .
a man chased a manager .,a manager was chased by a man .,the actress describes the adult .,the adult is described by the actress .
the buddy hurts the candidate .,the candidate is hurt by the buddy .,an adult described an attorney .,an attorney was described by an adult .
the actor joined the actress .,the actress was joined by the actor .,an attorney describes an aunt .,an aunt is described by an attorney .
a secretary joins a sheriff .,a sheriff is joined by a secretary .,the aunt described the author .,the author was described by the aunt .
a man carried a manager .,a manager was carried by a man .,the author describes the bishop .,the bishop is described by the author .
the teacher helps the uncle .,the uncle is helped by the teacher .,a bishop described a boy .,a boy was described by a bishop .
the professor punched the reader .,the reader was punched by the professor .,a boy describes a brother .,a brother is described by a boy .
a wife chases a winner .,a winner is chased by a wife .,the brother described the buddy .,the buddy was described by the brother .
a daughter forgot a doctor .,a doctor was forgotten by a daughter .,the buddy describes the candidate .,the candidate is described by the buddy .
the kid joins the king .,the king is joined by the kid .,a candidate described a captain .,a captain was described by a candidate .
the president hurried the priest .,the priest was hurried by the president .,a captain describes a champion .,a champion is described by a captain .
a friend selects a girl .,a girl is selected by a friend .,the champion described the chief .,the chief was described by the champion .
a king judged a lady .,a lady was judged by a king .,the chief describes the child .,the child is described by the chief .
the teacher follows the uncle .,the uncle is followed by the teacher .,a child described a colonel .,a colonel was described by a child .
the student selected the teacher .,the teacher was selected by the student .,a colonel describes a cop .,a cop is described by a colonel .
a manager embraces a mayor .,a mayor is embraced by a manager .,the cop described the cousin .,the cousin was described by the cop .
a prince dragged a princess .,a princess was dragged by a prince .,the cousin describes the daughter .,the daughter is described by the cousin .
the leader surprises the man .,the man is surprised by the leader .,a daughter described a doctor .,a doctor was described by a daughter .
the husband punched the kid .,the kid was punched by the husband .,a doctor describes an employee .,an employee is described by a doctor .
a lady protects a lawyer .,a lawyer is protected by a lady .,the employee described the employer .,the employer was described by the employee .
a scientist forgave a secretary .,a secretary was forgiven by a scientist .,the employer describes the father .,the father is described by the employer .
the chief carries the child .,the child is carried by the chief .,a father described a friend .,a friend was described by a father .
the employee selected the employer .,the employer was selected by the employee .,a friend describes a girl .,a girl is described by a friend .
a colonel kisses a cop .,a cop is kissed by a colonel .,the girl described the guest .,the guest was described by the girl .
a child beat a colonel .,a colonel was beaten by a child .,the guest describes the guy .,the guy is described by the guest .
the minister destroys the mother .,the mother is destroyed by the minister .,a guy described a hero .,a hero was described by a guy .
the brother helped the buddy .,the buddy was helped by the brother .,a hero describes a husband .,a husband is described by a hero .
a lady forgives a lawyer .,a lawyer is forgiven by a lady .,the husband described the kid .,the kid was described by the husband .
a father comforted a friend .,a friend was comforted by a father .,the kid describes the king .,the king is described by the kid .
the cousin discovers the daughter .,the daughter is discovered by the cousin .,a king described a lady .,a lady was described by a king .
the professor followed the reader .,the reader was followed by the professor .,a lady describes a lawyer .,a lawyer is described by a lady .
a princess forgets a professor .,a professor is forgotten by a princess .,the lawyer described the leader .,the leader was described by the lawyer .
a prince comforted a princess .,a princess was comforted by a prince .,the leader describes the man .,the man is described by the leader .
the priest hurts the prince .,the prince is hurt by the priest .,a man described a manager .,a manager was described by a man .
the student hurt the teacher .,the teacher was hurt by the student .,a manager describes a mayor .,a mayor is described by a manager .
a secretary follows a sheriff .,a sheriff is followed by a secretary .,the mayor described the minister .,the minister was described by the mayor .
a soldier discovered a son .,a son was discovered by a soldier .,the minister describes the mother .,the mother is described by the minister .
the singer forgets the soldier .,the soldier is forgotten by the singer .,a mother described a nurse .,a nurse was described by a mother .
the lawyer discovered the leader .,the leader was discovered by the lawyer .,a nurse describes a parent .,a parent is described by a nurse .
a colonel raises a cop .,a cop is raised by a colonel .,the parent described the partner .,the partner was described by the parent .
a mother forgot a nurse .,a nurse was forgotten by a mother .,the partner describes the physician .,the physician is described by the partner .
the woman strikes the worker .,the worker is struck by the woman .,a physician described a pilot .,a pilot was described by a physician .
the student beat the teacher .,the teacher was beaten by the student .,a pilot describes a president .,a president is described by a pilot .
a lady comforts a lawyer .,a lawyer is comforted by a lady .,the president described the priest .,the priest was described by the president .
a soldier followed a son .,a son was followed by a soldier .,the priest describes the prince .,the prince is described by the priest .
the chief washes the child .,the child is washed by the chief .,a prince described a princess .,a princess was described by a prince .
the brother grabbed the buddy .,the buddy was grabbed by the brother .,a princess describes a professor .,a professor is described by a princess .
a pilot surprises a president .,a president is surprised by a pilot .,the professor described the reader .,the reader was described by the professor .
a father destroyed a friend .,a friend was destroyed by a father .,the reader describes the scientist .,the scientist is described by the reader .
the actress judges the adult .,the adult is judged by the actress .,a scientist described a secretary .,a secretary was described by a scientist .
the actor punched the actress .,the actress was punched by the actor .,a secretary describes a sheriff .,a sheriff is described by a secretary .
a captain strikes a champion .,a champion is struck by a captain .,the sheriff described the singer .,the singer was described by the sheriff .
a king embraced a lady .,a lady was embraced by a king .,the singer describes the soldier .,the soldier is described by the singer .
the minister hurts the mother .,the mother is hurt by the minister .,a soldier described a son .,a son was described by a soldier .
the president followed the priest .,the priest was followed by the president .,a son describes a student .,a student is described by a son .
a wife discovers a winner .,a winner is discovered by a wife .,the student described the teacher .,the teacher was described by the student .
a soldier hurt a son .,a son was hurt by a soldier .,the teacher describes the uncle .,the uncle is described by the teacher .
the kid helps the king .,the king is helped by the kid .,an uncle described a wife .,a wife was described by an uncle .
the parent protected the partner .,the partner was protected by the parent .,a wife describes a winner .,a winner is described by a wife .
a son kisses a student .,a student is kissed by a son .,the winner described the woman .,the woman was described by the winner .
a father judged a friend .,a friend was judged by a father .,the woman describes the worker .,the worker is described by the woman .
the priest carries the prince .,the prince is carried by the priest .,a worker described a writer .,a writer was described by a worker .
the employee helped the employer .,the employer was helped by the employee .,a writer describes an actor .,an actor is described by a writer .
a pilot describes a president .,a president is described by a pilot .,the actor destroyed the actress .,the actress was destroyed by the actor .
a man raised a manager .,a manager was raised by a man .,the actress destroys the adult .,the adult is destroyed by the actress .
the reader describes the scientist .,the scientist is described by the reader .,an adult destroyed an attorney .,an attorney was destroyed by an adult .
the winner described the woman .,the woman was described by the winner .,an attorney destroys an aunt .,an aunt is destroyed by an attorney .
a nurse beats a parent .,a parent is beaten by a nurse .,the aunt destroyed the author .,the author was destroyed by the aunt .
an uncle carried a wife .,a wife was carried by an uncle .,the author destroys the bishop .,the bishop is destroyed by the author .
the woman understands the worker .,the worker is understood by the woman .,a bishop destroyed a boy .,a boy was destroyed by a bishop .
the mayor judged the minister .,the minister was judged by the mayor .,a boy destroys a brother .,a brother is destroyed by a boy .
a doctor kisses an employee .,an employee is kissed by a doctor .,the brother destroyed the buddy .,the buddy was destroyed by the brother .
a man joined a manager .,a manager was joined by a man .,the buddy destroys the candidate .,the candidate is destroyed by the buddy .
the author discovers the bishop .,the bishop is discovered by the author .,a candidate destroyed a captain .,a captain was destroyed by a candidate .
the girl raised the guest .,the guest was raised by the girl .,a captain destroys a champion .,a champion is destroyed by a captain .
a boy asks a brother .,a brother is asked by a boy .,the champion destroyed the chief .,the chief was destroyed by the champion .
an uncle caught a wife .,a wife was caught by an uncle .,the chief destroys the child .,the child is destroyed by the chief .
the guest forgets the guy .,the guy is forgotten by the guest .,a child destroyed a colonel .,a colonel was destroyed by a child .
the employee caught the employer .,the employer was caught by the employee .,a colonel destroys a cop .,a cop is destroyed by a colonel .
a lady forgets a lawyer .,a lawyer is forgotten by a lady .,the cop destroyed the cousin .,the cousin was destroyed by the cop .
an adult beat an attorney .,an attorney was beaten by an adult .,the cousin destroys the daughter .,the daughter is destroyed by the cousin .
the singer asks the soldier .,the soldier is asked by the singer .,a daughter destroyed a doctor .,a doctor was destroyed by a daughter .
the aunt understood the author .,the author was understood by the aunt .,a doctor destroys an employee .,an employee is destroyed by a doctor .
a hero helps a husband .,a husband is helped by a hero .,the employee destroyed the employer .,the employer was destroyed by the employee .
a guy helped a hero .,a hero was helped by a guy .,the employer destroys the father .,the father is destroyed by the employer .
the chief surprises the child .,the child is surprised by the chief .,a father destroyed a friend .,a friend was destroyed by a father .
the professor raised the reader .,the reader was raised by the professor .,a friend destroys a girl .,a girl is destroyed by a friend .
a pilot discovers a president .,a president is discovered by a pilot .,the girl destroyed the guest .,the guest was destroyed by the girl .
a mother raised a nurse .,a nurse was raised by a mother .,the guest destroys the guy .,the guy is destroyed by the guest .
the actress catches the adult .,the adult is caught by the actress .,a guy destroyed a hero .,a hero was destroyed by a guy .
the student protected the teacher .,the teacher was protected by the student .,a hero destroys a husband .,a husband is destroyed by a hero .
a lady carries a lawyer .,a lawyer is carried by a lady .,the husband destroyed the kid .,the kid was destroyed by the husband .
a soldier surprised a son .,a son was surprised by a soldier .,the kid destroys the king .,the king is destroyed by the kid .
the cousin punches the daughter .,the daughter is punched by the cousin .,a king destroyed a lady .,a lady was destroyed by a king .
the actor grabbed the actress .,the actress was grabbed by the actor .,a lady destroys a lawyer .,a lawyer is destroyed by a lady .
a secretary embraces a sheriff .,a sheriff is embraced by a secretary .,the lawyer destroyed the leader .,the leader was destroyed by the lawyer .
an adult forgave an attorney .,an attorney was forgiven by an adult .,the leader destroys the man .,the man is destroyed by the leader .
the minister bothers the mother .,the mother is bothered by the minister .,a man destroyed a manager .,a manager was destroyed by a man .
the winner taught the woman .,the woman was taught by the winner .,a manager destroys a mayor .,a mayor is destroyed by a manager .
a doctor hurries an employee .,an employee is hurried by a doctor .,the mayor destroyed the minister .,the minister was destroyed by the mayor .
a man understood a manager .,a manager was understood by a man .,the minister destroys the mother .,the mother is destroyed by the minister .
the teacher forgives the uncle .,the uncle is forgiven by the teacher .,a mother destroyed a nurse .,a nurse was destroyed by a mother .
the lawyer asked the leader .,the leader was asked by the lawyer .,a nurse destroys a parent .,a parent is destroyed by a nurse .
a princess helps a professor .,a professor is helped by a princess .,the parent destroyed the partner .,the partner was destroyed by the parent .
a mother hurried a nurse .,a nurse was hurried by a mother .,the partner destroys the physician .,the physician is destroyed by the partner .
the singer kisses the soldier .,the soldier is kissed by the singer .,a physician destroyed a pilot .,a pilot was destroyed by a physician .
the employee punched the employer .,the employer was punched by the employee .,a pilot destroys a president .,a president is destroyed by a pilot .
a doctor forgives an employee .,an employee is forgiven by a doctor .,the president destroyed the priest .,the priest was destroyed by the president .
a physician punched a pilot .,a pilot was punched by a physician .,the priest destroys the prince .,the prince is destroyed by the priest .
the employer follows the father .,the father is followed by the employer .,a prince destroyed a princess .,a princess was destroyed by a prince .
the president comforted the priest .,the priest was comforted by the president .,a princess destroys a professor .,a professor is destroyed by a princess .
a boy joins a brother .,a brother is joined by a boy .,the professor destroyed the reader .,the reader was destroyed by the professor .
an adult asked an attorney .,an attorney was asked by an adult .,the reader destroys the scientist .,the scientist is destroyed by the reader .
the employer joins the father .,the father is joined by the employer .,a scientist destroyed a secretary .,a secretary was destroyed by a scientist .
the lawyer grabbed the leader .,the leader was grabbed by the lawyer .,a secretary destroys a sheriff .,a sheriff is destroyed by a secretary .
a manager teaches a mayor .,a mayor is taught by a manager .,the sheriff destroyed the singer .,the singer was destroyed by the sheriff .
a child understood a colonel .,a colonel was understood by a child .,the singer destroys the soldier .,the soldier is destroyed by the singer .
the kid grabs the king .,the king is grabbed by the kid .,a soldier destroyed a son .,a son was destroyed by a soldier .
the winner judged the woman .,the woman was judged by the winner .,a son destroys a student .,a student is destroyed by a son .
a doctor asks an employee .,an employee is asked by a doctor .,the student destroyed the teacher .,the teacher was destroyed by the student .
a bishop forgave a boy .,a boy was forgiven by a bishop .,the teacher destroys the uncle .,the uncle is destroyed by the teacher .
the chief raises the child .,the child is raised by the chief .,an uncle destroyed a wife .,a wife was destroyed by an uncle .
the aunt described the author .,the author was described by the aunt .,a wife destroys a winner .,a winner is destroyed by a wife .
a son drags a student .,a student is dragged by a son .,the winner destroyed the woman .,the woman was destroyed by the winner .
a soldier carried a son .,a son was carried by a soldier .,the woman destroys the worker .,the worker is destroyed by the woman .
the guest kisses the guy .,the guy is kissed by the guest .,a worker destroyed a writer .,a writer was destroyed by a worker .
the president selected the priest .,the priest was selected by the president .,a writer destroys an actor .,an actor is destroyed by a writer .
a princess kills a professor .,a professor is killed by a princess .,the actor discovered the actress .,the actress was discovered by the actor .
a scientist killed a secretary .,a secretary was killed by a scientist .,the actress discovers the adult .,the adult is discovered by the actress .
the woman kills the worker .,the worker is killed by the woman .,an adult discovered an attorney .,an attorney was discovered by an adult .
the winner destroyed the woman .,the woman was destroyed by the winner .,an attorney discovers an aunt .,an aunt is discovered by an attorney .
a manager bothers a mayor .,a mayor is bothered by a manager .,the aunt discovered the author .,the author was discovered by the aunt .
a man hurt a manager .,a manager was hurt by a man .,the author discovers the bishop .,the bishop is discovered by the author .
the woman forgives the worker .,the worker is forgiven by the woman .,a bishop discovered a boy .,a boy was discovered by a bishop .
the sheriff chased the singer .,the singer was chased by the sheriff .,a boy discovers a brother .,a brother is discovered by a boy .
an attorney raises an aunt .,an aunt is raised by an attorney .,the brother discovered the buddy .,the buddy was discovered by the brother .
a daughter hurt a doctor .,a doctor was hurt by a daughter .,the buddy discovers the candidate .,the candidate is discovered by the buddy .
the singer judges the soldier .,the soldier is judged by the singer .,a candidate discovered a captain .,a captain was discovered by a candidate .
the husband forgot the kid .,the kid was forgotten by the husband .,a captain discovers a champion .,a champion is discovered by a captain .
a doctor joins an employee .,an employee is joined by a doctor .,the champion discovered the chief .,the chief was discovered by the champion .
an uncle grabbed a wife .,a wife was grabbed by an uncle .,the chief discovers the child .,the child is discovered by the chief .
the singer kills the soldier .,the soldier is killed by the singer .,a child discovered a colonel .,a colonel was discovered by a child .
the winner chased the woman .,the woman was chased by the winner .,a colonel discovers a cop .,a cop is discovered by a colonel .
a pilot comforts a president .,a president is comforted by a pilot .,the cop discovered the cousin .,the cousin was discovered by the cop .
a bishop understood a boy .,a boy was understood by a bishop .,the cousin discovers the daughter .,the daughter is discovered by the cousin .
the actress raises the adult .,the adult is raised by the actress .,a daughter discovered a doctor .,a doctor was discovered by a daughter .
the brother asked the buddy .,the buddy was asked by the brother .,a doctor discovers an employee .,an employee is discovered by a doctor .
a boy kisses a brother .,a brother is kissed by a boy .,the employee discovered the employer .,the employer was discovered by the employee .
a child hurt a colonel .,a colonel was hurt by a child .,the employer discovers the father .,the father is discovered by the employer .
the author understands the bishop .,the bishop is understood by the author .,a father discovered a friend .,a friend was discovered by a father .
the employee beat the employer .,the employer was beaten by the employee .,a friend discovers a girl .,a girl is discovered by a friend .
a writer protects an actor .,an actor is protected by a writer .,the girl discovered the guest .,the guest was discovered by the girl .
an adult helped an attorney .,an attorney was helped by an adult .,the guest discovers the guy .,the guy is discovered by the guest .
the cousin chases the daughter .,the daughter is chased by the cousin .,a guy discovered a hero .,a hero was discovered by a guy .
the girl comforted the guest .,the guest was comforted by the girl .,a hero discovers a husband .,a husband is discovered by a hero .
a manager punches a mayor .,a mayor is punched by a manager .,the husband discovered the kid .,the kid was discovered by the husband .
a father bothered a friend .,a friend was bothered by a father .,the kid discovers the king .,the king is discovered by the kid .
the chief comforts the child .,the child is comforted by the chief .,a king discovered a lady .,a lady was discovered by a king .
the mayor hurt the minister .,the minister was hurt by the mayor .,a lady discovers a lawyer .,a lawyer is discovered by a lady .
a nurse forgets a parent .,a parent is forgotten by a nurse .,the lawyer discovered the leader .,the leader was discovered by the lawyer .
a daughter protected a doctor .,a doctor was protected by a daughter .,the leader discovers the man .,the man is discovered by the leader .
the priest catches the prince .,the prince is caught by the priest .,a man discovered a manager .,a manager was discovered by a man .
the husband kissed the kid .,the kid was kissed by the husband .,a manager discovers a mayor .,a mayor is discovered by a manager .
a boy raises a brother .,a brother is raised by a boy .,the mayor discovered the minister .,the minister was discovered by the mayor .
a guy bothered a hero .,a hero was bothered by a guy .,the minister discovers the mother .,the mother is discovered by the minister .
the author forgets the bishop .,the bishop is forgotten by the author .,a mother discovered a nurse .,a nurse was discovered by a mother .
the mayor carried the minister .,the minister was carried by the mayor .,a nurse discovers a parent .,a parent is discovered by a nurse .
a wife drags a winner .,a winner is dragged by a wife .,the parent discovered the partner .,the partner was discovered by the parent .
an uncle struck a wife .,a wife was struck by an uncle .,the partner discovers the physician .,the physician is discovered by the partner .
the cousin helps the daughter .,the daughter is helped by the cousin .,a physician discovered a pilot .,a pilot was discovered by a physician .
the winner protected the woman .,the woman was protected by the winner .,a pilot discovers a president .,a president is discovered by a pilot .
an attorney helps an aunt .,an aunt is helped by an attorney .,the president discovered the priest .,the priest was discovered by the president .
a man destroyed a manager .,a manager was destroyed by a man .,the priest discovers the prince .,the prince is discovered by the priest .
the woman destroys the worker .,the worker is destroyed by the woman .,a prince discovered a princess .,a princess was discovered by a prince .
the employee embraced the employer .,the employer was embraced by the employee .,a princess discovers a professor .,a professor is discovered by a princess .
a lady joins a lawyer .,a lawyer is joined by a lady .,the professor discovered the reader .,the reader was discovered by the professor .
a soldier caught a son .,a son was caught by a soldier .,the reader discovers the scientist .,the scientist is discovered by the reader .
the guest embraces the guy .,the guy is embraced by the guest .,a scientist discovered a secretary .,a secretary was discovered by a scientist .
the brother chased the buddy .,the buddy was chased by the brother .,a secretary discovers a sheriff .,a sheriff is discovered by a secretary .
a friend surprises a girl .,a girl is surprised by a friend .,the sheriff discovered the singer .,the singer was discovered by the sheriff .
a guy raised a hero .,a hero was raised by a guy .,the singer discovers the soldier .,the soldier is discovered by the singer .
the author joins the bishop .,the bishop is joined by the author .,a soldier discovered a son .,a son was discovered by a soldier .
the mayor dragged the minister .,the minister was dragged by the mayor .,a son discovers a student .,a student is discovered by a son .
a doctor embraces an employee .,an employee is embraced by a doctor .,the student discovered the teacher .,the teacher was discovered by the student .
a child judged a colonel .,a colonel was judged by a child .,the teacher discovers the uncle .,the uncle is discovered by the teacher .
the reader embraces the scientist .,the scientist is embraced by the reader .,an uncle discovered a wife .,a wife was discovered by an uncle .
the parent destroyed the partner .,the partner was destroyed by the parent .,a wife discovers a winner .,a winner is discovered by a wife .
a colonel helps a cop .,a cop is helped by a colonel .,the winner discovered the woman .,the woman was discovered by the winner .
a daughter asked a doctor .,a doctor was asked by a daughter .,the woman discovers the worker .,the worker is discovered by the woman .
the kid hurts the king .,the king is hurt by the kid .,a worker discovered a writer .,a writer was discovered by a worker .
the parent forgave the partner .,the partner was forgiven by the parent .,a writer discovers an actor .,an actor is discovered by a writer .
a wife forgives a winner .,a winner is forgiven by a wife .,the actor dragged the actress .,the actress was dragged by the actor .
a man killed a manager .,a manager was killed by a man .,the actress drags the adult .,the adult is dragged by the actress .
the reader comforts the scientist .,the scientist is comforted by the reader .,an adult dragged an attorney .,an attorney was dragged by an adult .
the girl understood the guest .,the guest was understood by the girl .,an attorney drags an aunt .,an aunt is dragged by an attorney .
a princess protects a professor .,a professor is protected by a princess .,the aunt dragged the author .,the author was dragged by the aunt .
a candidate hurried a captain .,a captain was hurried by a candidate .,the author drags the bishop .,the bishop is dragged by the author .
the minister discovers the mother .,the mother is discovered by the minister .,a bishop dragged a boy .,a boy was dragged by a bishop .
the actor understood the actress .,the actress was understood by the actor .,a boy drags a brother .,a brother is dragged by a boy .
a colonel destroys a cop .,a cop is destroyed by a colonel .,the brother dragged the buddy .,the buddy was dragged by the brother .
an adult hurried an attorney .,an attorney was hurried by an adult .,the buddy drags the candidate .,the candidate is dragged by the buddy .
the guest raises the guy .,the guy is raised by the guest .,a candidate dragged a captain .,a captain was dragged by a candidate .
the cop chased the cousin .,the cousin was chased by the cop .,a captain drags a champion .,a champion is dragged by a captain .
a friend understands a girl .,a girl is understood by a friend .,the champion dragged the chief .,the chief was dragged by the champion .
a scientist destroyed a secretary .,a secretary was destroyed by a scientist .,the chief drags the child .,the child is dragged by the chief .
the priest understands the prince .,the prince is understood by the priest .,a child dragged a colonel .,a colonel was dragged by a child .
the husband followed the kid .,the kid was followed by the husband .,a colonel drags a cop .,a cop is dragged by a colonel .
a son surprises a student .,a student is surprised by a son .,the cop dragged the cousin .,the cousin was dragged by the cop .
a candidate embraced a captain .,a captain was embraced by a candidate .,the cousin drags the daughter .,the daughter is dragged by the cousin .
the teacher carries the uncle .,the uncle is carried by the teacher .,a daughter dragged a doctor .,a doctor was dragged by a daughter .
the cop grabbed the cousin .,the cousin was grabbed by the cop .,a doctor drags an employee .,an employee is dragged by a doctor .
a wife protects a winner .,a winner is protected by a wife .,the employee dragged the employer .,the employer was dragged by the employee .
a bishop raised a boy .,a boy was raised by a bishop .,the employer drags the father .,the father is dragged by the employer .
the singer punches the soldier .,the soldier is punched by the singer .,a father dragged a friend .,a friend was dragged by a father .
the mayor selected the minister .,the minister was selected by the mayor .,a friend drags a girl .,a girl is dragged by a friend .
a pilot forgets a president .,a president is forgotten by a pilot .,the girl dragged the guest .,the guest was dragged by the girl .
a king followed a lady .,a lady was followed by a king .,the guest drags the guy .,the guy is dragged by the guest .
the cousin raises the daughter .,the daughter is raised by the cousin .,a guy dragged a hero .,a hero was dragged by a guy .
the aunt surprised the author .,the author was surprised by the aunt .,a hero drags a husband .,a husband is dragged by a hero .
a colonel bothers a cop .,a cop is bothered by a colonel .,the husband dragged the kid .,the kid was dragged by the husband .
an uncle surprised a wife .,a wife was surprised by an uncle .,the kid drags the king .,the king is dragged by the kid .
the chief helps the child .,the child is helped by the chief .,a king dragged a lady .,a lady was dragged by a king .
