item_index,prime_active_sentence,prime_passive_sentence,target_active,target_passive,filler_sentence,event_style,role_style,quote_style,role_order,prompt_active,prompt_passive,prompt_no_prime,prompt_filler
396,a ful s a gir .,a gir is ed by a ful .,the champion joined the chief .,the chief was joined by the champion .,The pil ed through the por .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a ful and a gir.
The one it happened to was a gir.
The one who did it was a ful.

Bridget asked, ""What happened?""
Mary answered, ""A ful s a gir.""

There was a joining event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a ful and a gir.
The one it happened to was a gir.
The one who did it was a ful.

Bridget asked, ""What happened?""
Mary answered, ""A gir is ed by a ful.""

There was a joining event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pil ed through the por.""

There was a joining event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The"
397,a nud ed a pav .,a pav was ed by a nud .,the chief joins the child .,the child is joined by the chief .,The rav ed in the rom .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a nud and a pav.
The one it happened to was a pav.
The one who did it was a nud.

Bridget asked, ""What happened?""
Mary answered, ""A nud ed a pav.""

There was a joining event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a nud and a pav.
The one it happened to was a pav.
The one who did it was a nud.

Bridget asked, ""What happened?""
Mary answered, ""A pav was ed by a nud.""

There was a joining event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The rav ed in the rom.""

There was a joining event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The"
398,the pav s the pel .,the pel is ed by the pav .,a child joined a colonel .,a colonel was joined by a child .,The sav ed after som .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The pav s the pel.""

There was a joining event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The pel is ed by the pav.""

There was a joining event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sav ed after som.""

There was a joining event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The"
399,the lil ed the mol .,the mol was ed by the lil .,a colonel joins a cop .,a cop is joined by a colonel .,The sor ed behind the sul .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the lil and the mol.
The one it happened to was the mol.
The one who did it was the lil.

Bridget asked, ""What happened?""
Mary answered, ""The lil ed the mol.""

There was a joining event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the lil and the mol.
The one it happened to was the mol.
The one who did it was the lil.

Bridget asked, ""What happened?""
Mary answered, ""The mol was ed by the lil.""

There was a joining event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sor ed behind the sul.""

There was a joining event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The"
400,a vil s a vir .,a vir is ed by a vil .,the cop joined the cousin .,the cousin was joined by the cop .,The tel ed in the tir .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a vil and a vir.
The one who did it was a vil.
The one it happened to was a vir.

Bridget asked, ""What happened?""
Mary answered, ""A vil s a vir.""

There was a joining event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a vil and a vir.
The one who did it was a vil.
The one it happened to was a vir.

Bridget asked, ""What happened?""
Mary answered, ""A vir is ed by a vil.""

There was a joining event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tel ed in the tir.""

There was a joining event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The"
401,a tir ed a tul .,a tul was ed by a tir .,the cousin joins the daughter .,the daughter is joined by the cousin .,The tul ed near the vel .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a tir and a tul.
The one who did it was a tir.
The one it happened to was a tul.

Bridget asked, ""What happened?""
Mary answered, ""A tir ed a tul.""

There was a joining event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a tir and a tul.
The one who did it was a tir.
The one it happened to was a tul.

Bridget asked, ""What happened?""
Mary answered, ""A tul was ed by a tir.""

There was a joining event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tul ed near the vel.""

There was a joining event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"
402,the vom s the vul .,the vul is ed by the vom .,a daughter joined a doctor .,a doctor was joined by a daughter .,The vil ed before vir .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the vom and the vul.
The one who did it was the vom.
The one it happened to was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The vom s the vul.""

There was a joining event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vom and the vul.
The one who did it was the vom.
The one it happened to was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The vul is ed by the vom.""

There was a joining event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vil ed before vir.""

There was a joining event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The"
403,the vul ed the bri .,the bri was ed by the vul .,a doctor joins an employee .,an employee is joined by a doctor .,The vom ed in the vul .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the vul and the bri.
The one who did it was the vul.
The one it happened to was the bri.

Bridget asked, ""What happened?""
Mary answered, ""The vul ed the bri.""

There was a joining event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vul and the bri.
The one who did it was the vul.
The one it happened to was the bri.

Bridget asked, ""What happened?""
Mary answered, ""The bri was ed by the vul.""

There was a joining event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vom ed in the vul.""

There was a joining event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The"
404,a pil s a por .,a por is ed by a pil .,the employee joined the employer .,the employer was joined by the employee .,The bri ed beside the dru .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a pil and a por.
The one it happened to was a por.
The one who did it was a pil.

Bridget asked, ""What happened?""
Mary answered, ""A pil s a por.""

There was a joining event involving the employee and the employer.
The one it happened to was the employer.
The one who did it was the employee.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a pil and a por.
The one it happened to was a por.
The one who did it was a pil.

Bridget asked, ""What happened?""
Mary answered, ""A por is ed by a pil.""

There was a joining event involving the employee and the employer.
The one it happened to was the employer.
The one who did it was the employee.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving the employee and the employer.
The one it happened to was the employer.
The one who did it was the employee.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The bri ed beside the dru.""

There was a joining event involving the employee and the employer.
The one it happened to was the employer.
The one who did it was the employee.

Bridget asked, ""What happened?""
Mary answered, ""The"
405,a tir ed a tul .,a tul was ed by a tir .,the employer joins the father .,the father is joined by the employer .,The gri ed during mur .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a tir and a tul.
The one it happened to was a tul.
The one who did it was a tir.

Bridget asked, ""What happened?""
Mary answered, ""A tir ed a tul.""

There was a joining event involving the employer and the father.
The one it happened to was the father.
The one who did it was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a tir and a tul.
The one it happened to was a tul.
The one who did it was a tir.

Bridget asked, ""What happened?""
Mary answered, ""A tul was ed by a tir.""

There was a joining event involving the employer and the father.
The one it happened to was the father.
The one who did it was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving the employer and the father.
The one it happened to was the father.
The one who did it was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The gri ed during mur.""

There was a joining event involving the employer and the father.
The one it happened to was the father.
The one who did it was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The"
406,the rav s the rom .,the rom is ed by the rav .,a father joined a friend .,a friend was joined by a father .,The dir ed in the dur .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the rav and the rom.
The one it happened to was the rom.
The one who did it was the rav.

Bridget asked, ""What happened?""
Mary answered, ""The rav s the rom.""

There was a joining event involving a father and a friend.
The one it happened to was a friend.
The one who did it was a father.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the rav and the rom.
The one it happened to was the rom.
The one who did it was the rav.

Bridget asked, ""What happened?""
Mary answered, ""The rom is ed by the rav.""

There was a joining event involving a father and a friend.
The one it happened to was a friend.
The one who did it was a father.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving a father and a friend.
The one it happened to was a friend.
The one who did it was a father.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dir ed in the dur.""

There was a joining event involving a father and a friend.
The one it happened to was a friend.
The one who did it was a father.

Bridget asked, ""What happened?""
Mary answered, ""The"
407,the fol ed the ful .,the ful was ed by the fol .,a friend joins a girl .,a girl is joined by a friend .,The fab ed on the fav .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the fol and the ful.
The one it happened to was the ful.
The one who did it was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The fol ed the ful.""

There was a joining event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the fol and the ful.
The one it happened to was the ful.
The one who did it was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The ful was ed by the fol.""

There was a joining event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fab ed on the fav.""

There was a joining event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The"
408,a vil s a vir .,a vir is ed by a vil .,the girl joined the guest .,the guest was joined by the girl .,The bri ed near dil .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a vil and a vir.
The one who did it was a vil.
The one it happened to was a vir.

Bridget asked, ""What happened?""
Mary answered, ""A vil s a vir.""

There was a joining event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a vil and a vir.
The one who did it was a vil.
The one it happened to was a vir.

Bridget asked, ""What happened?""
Mary answered, ""A vir is ed by a vil.""

There was a joining event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The bri ed near dil.""

There was a joining event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The"
409,a fel ed a fil .,a fil was ed by a fel .,the guest joins the guy .,the guy is joined by the guest .,The dru ed beside the gri .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a fel and a fil.
The one who did it was a fel.
The one it happened to was a fil.

Bridget asked, ""What happened?""
Mary answered, ""A fel ed a fil.""

There was a joining event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a fel and a fil.
The one who did it was a fel.
The one it happened to was a fil.

Bridget asked, ""What happened?""
Mary answered, ""A fil was ed by a fel.""

There was a joining event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dru ed beside the gri.""

There was a joining event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The"
410,the pav s the pel .,the pel is ed by the pav .,a guy joined a hero .,a hero was joined by a guy .,The mur ed on the dir .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the pav and the pel.
The one who did it was the pav.
The one it happened to was the pel.

Bridget asked, ""What happened?""
Mary answered, ""The pav s the pel.""

There was a joining event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the pav and the pel.
The one who did it was the pav.
The one it happened to was the pel.

Bridget asked, ""What happened?""
Mary answered, ""The pel is ed by the pav.""

There was a joining event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The mur ed on the dir.""

There was a joining event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The"
411,the sul ed the tel .,the tel was ed by the sul .,a hero joins a husband .,a husband is joined by a hero .,The dur ed during the fab .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the sul and the tel.
The one who did it was the sul.
The one it happened to was the tel.

Bridget asked, ""What happened?""
Mary answered, ""The sul ed the tel.""

There was a joining event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the sul and the tel.
The one who did it was the sul.
The one it happened to was the tel.

Bridget asked, ""What happened?""
Mary answered, ""The tel was ed by the sul.""

There was a joining event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dur ed during the fab.""

There was a joining event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The"
412,a pil s a por .,a por is ed by a pil .,the husband joined the kid .,the kid was joined by the husband .,The fav ed after fel .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a pil and a por.
The one it happened to was a por.
The one who did it was a pil.

Bridget asked, ""What happened?""
Mary answered, ""A pil s a por.""

There was a joining event involving the husband and the kid.
The one it happened to was the kid.
The one who did it was the husband.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a pil and a por.
The one it happened to was a por.
The one who did it was a pil.

Bridget asked, ""What happened?""
Mary answered, ""A por is ed by a pil.""

There was a joining event involving the husband and the kid.
The one it happened to was the kid.
The one who did it was the husband.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving the husband and the kid.
The one it happened to was the kid.
The one who did it was the husband.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fav ed after fel.""

There was a joining event involving the husband and the kid.
The one it happened to was the kid.
The one who did it was the husband.

Bridget asked, ""What happened?""
Mary answered, ""The"
413,a gir ed a lav .,a lav was ed by a gir .,the kid joins the king .,the king is joined by the kid .,The fil ed near the fol .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a gir and a lav.
The one it happened to was a lav.
The one who did it was a gir.

Bridget asked, ""What happened?""
Mary answered, ""A gir ed a lav.""

There was a joining event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a gir and a lav.
The one it happened to was a lav.
The one who did it was a gir.

Bridget asked, ""What happened?""
Mary answered, ""A lav was ed by a gir.""

There was a joining event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fil ed near the fol.""

There was a joining event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The"
414,the pav s the pel .,the pel is ed by the pav .,a king joined a lady .,a lady was joined by a king .,The ful ed before gir .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The pav s the pel.""

There was a joining event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The pel is ed by the pav.""

There was a joining event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The ful ed before gir.""

There was a joining event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""The"
415,the vel ed the vil .,the vil was ed by the vel .,a lady joins a lawyer .,a lawyer is joined by a lady .,The lav ed after lil .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the vel and the vil.
The one it happened to was the vil.
The one who did it was the vel.

Bridget asked, ""What happened?""
Mary answered, ""The vel ed the vil.""

There was a joining event involving a lady and a lawyer.
The one it happened to was a lawyer.
The one who did it was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vel and the vil.
The one it happened to was the vil.
The one who did it was the vel.

Bridget asked, ""What happened?""
Mary answered, ""The vil was ed by the vel.""

There was a joining event involving a lady and a lawyer.
The one it happened to was a lawyer.
The one who did it was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving a lady and a lawyer.
The one it happened to was a lawyer.
The one who did it was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lav ed after lil.""

There was a joining event involving a lady and a lawyer.
The one it happened to was a lawyer.
The one who did it was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The"
416,a nom s a nud .,a nud is ed by a nom .,the lawyer joined the leader .,the leader was joined by the lawyer .,The mol ed on the mul .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a nom and a nud.
The one who did it was a nom.
The one it happened to was a nud.

Bridget asked, ""What happened?""
Mary answered, ""A nom s a nud.""

There was a joining event involving the lawyer and the leader.
The one who did it was the lawyer.
The one it happened to was the leader.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a nom and a nud.
The one who did it was a nom.
The one it happened to was a nud.

Bridget asked, ""What happened?""
Mary answered, ""A nud is ed by a nom.""

There was a joining event involving the lawyer and the leader.
The one who did it was the lawyer.
The one it happened to was the leader.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving the lawyer and the leader.
The one who did it was the lawyer.
The one it happened to was the leader.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The mol ed on the mul.""

There was a joining event involving the lawyer and the leader.
The one who did it was the lawyer.
The one it happened to was the leader.

Bridget asked, ""What happened?""
Mary answered, ""The"
417,a mul ed a nav .,a nav was ed by a mul .,the leader joins the man .,the man is joined by the leader .,The nav ed above the nin .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a mul and a nav.
The one who did it was a mul.
The one it happened to was a nav.

Bridget asked, ""What happened?""
Mary answered, ""A mul ed a nav.""

There was a joining event involving the leader and the man.
The one who did it was the leader.
The one it happened to was the man.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a mul and a nav.
The one who did it was a mul.
The one it happened to was a nav.

Bridget asked, ""What happened?""
Mary answered, ""A nav was ed by a mul.""

There was a joining event involving the leader and the man.
The one who did it was the leader.
The one it happened to was the man.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving the leader and the man.
The one who did it was the leader.
The one it happened to was the man.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nav ed above the nin.""

There was a joining event involving the leader and the man.
The one who did it was the leader.
The one it happened to was the man.

Bridget asked, ""What happened?""
Mary answered, ""The"
418,the fil s the fol .,the fol is ed by the fil .,a man joined a manager .,a manager was joined by a man .,The nom ed during nud .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the fil and the fol.
The one who did it was the fil.
The one it happened to was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The fil s the fol.""

There was a joining event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the fil and the fol.
The one who did it was the fil.
The one it happened to was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The fol is ed by the fil.""

There was a joining event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nom ed during nud.""

There was a joining event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The"
419,the gri ed the mur .,the mur was ed by the gri .,a manager joins a mayor .,a mayor is joined by a manager .,The pav ed across the pel .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The gri ed the mur.""

There was a joining event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The mur was ed by the gri.""

There was a joining event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pav ed across the pel.""

There was a joining event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""The"
420,a tel s a tir .,a tir is ed by a tel .,the mayor joined the minister .,the minister was joined by the mayor .,The pil ed through the por .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a tel and a tir.
The one it happened to was a tir.
The one who did it was a tel.

Bridget asked, ""What happened?""
Mary answered, ""A tel s a tir.""

There was a joining event involving the mayor and the minister.
The one it happened to was the minister.
The one who did it was the mayor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a tel and a tir.
The one it happened to was a tir.
The one who did it was a tel.

Bridget asked, ""What happened?""
Mary answered, ""A tir is ed by a tel.""

There was a joining event involving the mayor and the minister.
The one it happened to was the minister.
The one who did it was the mayor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving the mayor and the minister.
The one it happened to was the minister.
The one who did it was the mayor.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pil ed through the por.""

There was a joining event involving the mayor and the minister.
The one it happened to was the minister.
The one who did it was the mayor.

Bridget asked, ""What happened?""
Mary answered, ""The"
421,a dir ed a dur .,a dur was ed by a dir .,the minister joins the mother .,the mother is joined by the minister .,The rav ed in the rom .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a dir and a dur.
The one it happened to was a dur.
The one who did it was a dir.

Bridget asked, ""What happened?""
Mary answered, ""A dir ed a dur.""

There was a joining event involving the minister and the mother.
The one it happened to was the mother.
The one who did it was the minister.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a dir and a dur.
The one it happened to was a dur.
The one who did it was a dir.

Bridget asked, ""What happened?""
Mary answered, ""A dur was ed by a dir.""

There was a joining event involving the minister and the mother.
The one it happened to was the mother.
The one who did it was the minister.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving the minister and the mother.
The one it happened to was the mother.
The one who did it was the minister.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The rav ed in the rom.""

There was a joining event involving the minister and the mother.
The one it happened to was the mother.
The one who did it was the minister.

Bridget asked, ""What happened?""
Mary answered, ""The"
